GENE	H3k27me3_28_DMSO_compare_TSS_SIGNAL	H3k27me3_28_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
PTPN5	1437.4872	192.7584	-1244.7288	0.118238871492737	-2.8986834735453
SEZ6L	1221.0286	0	-1221.0286	0	-8
CHRDL2	1247.6469	55.039	-1192.6079	0.0422503997318156	-4.50261162258131
RHCG	1184.3348	0	-1184.3348	0	-8
NDRG4	1777.8127	594.1052	-1183.7075	0.250474605381578	-1.58131301709789
CECR6	1266.8412	85.4568	-1181.3844	0.0631937635047896	-3.88989658697515
SHISA4	2260.5216	1121.9584	-1138.5632	0.331696979730848	-1.01063651847326
CHST13	1254.171	136.4046	-1117.7664	0.098092185710723	-3.20076986327696
CD34	1221.5084	107.0937	-1114.4147	0.0806063004115378	-3.51171826639256
PRDM14	1212.5048	111.8796	-1100.6252	0.0844766821475699	-3.43797155255461
DLX5	1195.362	100.5499	-1094.8121	0.0775900738314078	-3.57146403405163
ZBTB16	1161.7295	99.1737	-1062.5558	0.0786529053142224	-3.55017279570582
SLIT1	1317.7946	259.5192	-1058.2754	0.164532384107715	-2.34421233757569
C2orf89	1077.195	33.0508	-1044.1442	0.0297689034266106	-5.02645043538222
MAP6	4502.4	3491.114	-1011.286	0.436743339662631	-0.367006765782568
DENND5A	1326.9332	324.0657	-1002.8675	0.196284625023069	-2.03373750983467
TNFRSF8	2099.2	1103.9678	-995.2322	0.344648756771344	-0.92714153217157
HELT	4811.2	3824.7954	-986.404600000001	0.442889930210014	-0.331014197323877
AMPD3	1360.592	375.7761	-984.8159	0.216414998639977	-1.8562892945719
SEMA5B	1081.325	117.504	-963.821	0.0980156469354679	-3.20201842652152
WIPF1	1093.3114	144.9394	-948.372	0.117051731361692	-2.91518263967016
HNF1B	1282.036	348.7227	-933.3133	0.213840772396309	-1.87828458979834
SYNC	918.1125	0	-918.1125	0	-8
CR1	894.1779	0	-894.1779	0	-8
MT1G	9642.7064	8773.1602	-869.546199999999	0.476391385241681	-0.136341509000021
ARHGEF17	863.1189	0	-863.1189	0	-8
FLJ16341	1022.3972	171.472	-850.9252	0.14362712431144	-2.57591087011616
GGTA1	2618.622	1779.0945	-839.5275	0.404549611144784	-0.55766467649304
KCNA1	848.7612	16.2977	-832.4635	0.0188399888146345	-5.70261842211763
SERPINB9	798.6384	1.4943	-797.1441	0.00186756521761953	-8
RFPL2	2066.9279	1284.928	-781.9999	0.383348222099882	-0.685800543237499
SLC35D3	777.9436	0	-777.9436	0	-8
MARCH4	770.704	0	-770.704	0	-8
SCUBE2	768.9294	0	-768.9294	0	-8
WHAMML1	4728.4	3967.1099	-761.290099999999	0.456225103027023	-0.253263721060643
NTN4	914.3923	158.76	-755.6323	0.147937995380525	-2.52596578737214
LOC388242	755.3689	0	-755.3689	0	-8
LYSMD2	978.5646	224.3864	-754.1782	0.186529958410609	-2.12468185636044
NTRK2	853.633	109.8006	-743.8324	0.113967999455282	-2.95873001147604
PLXNA4	1840.1312	1103.4533	-736.6779	0.374867206971636	-0.737783059415579
PPM1E	750.214	21.6408	-728.5732	0.0280373977074445	-5.11547644820227
SSTR2	2476.2	1751.2621	-724.9379	0.414258498024145	-0.499732825471434
SERINC2	1307.1826	582.3084	-724.8742	0.308182679885747	-1.16660534949812
VMO1	1564.163	845.1565	-719.0065	0.350786394249497	-0.888100443281394
ARL10	714.6018	0	-714.6018	0	-8
MIR4257	1843.3778	1132.0807	-711.2971	0.380472690175312	-0.70337497752544
NODAL	1073.4696	368.0635	-705.4061	0.255327817307837	-1.54425474231623
DYSF	1742.2252	1037.1638	-705.0614	0.373162518812588	-0.748287360751104
DLG3	698.1611	0	-698.1611	0	-8
CBLB	697.254	0	-697.254	0	-8
NRCAM	1270.7848	576.511	-694.2738	0.312083749662615	-1.14029969873011
MYO1E	689.3284	0	-689.3284	0	-8
CYBRD1	997.5784	315.1285	-682.4499	0.240060062150965	-1.66248999106612
LIPG	674.6247	0	-674.6247	0	-8
CTSH	700.8323	26.9028	-673.9295	0.0369678472290261	-4.70324102840458
PDYN	920.8855	251.5095	-669.376	0.214526247553086	-1.87240889287364
GADD45G	1050.5239	382.641	-667.8829	0.26699021166371	-1.45704561257847
CSPG5	859.32	201.105	-658.215	0.189645660937832	-2.09524652168677
SCUBE3	656.496	0	-656.496	0	-8
SMO	654.4503	0	-654.4503	0	-8
AIM1	2184.8499	1531.369	-653.4809	0.41207717876899	-0.512712211671436
LOC641518	2675.1582	2022.2244	-652.9338	0.430500253481588	-0.40368111270554
ST8SIA1	643.035	0	-643.035	0	-8
ATP8B1	640.0755	0	-640.0755	0	-8
VSTM1	637.824	0	-637.824	0	-8
MIXL1	637.776	0	-637.776	0	-8
CA14	1187	550.651	-636.349	0.316893898717291	-1.1081097947254
DLK2	1449.0895	814.1488	-634.9407	0.359727387080715	-0.831782301132417
PRR5L	631.5496	0	-631.5496	0	-8
COL9A2	1547.5779	926.475	-621.1029	0.37447663305825	-0.740188079598314
CCDC48	2830.2	2218.722	-611.478000000001	0.439444697303702	-0.351175093716526
SLC16A8	1214.3737	604.6302	-609.7435	0.332396318666497	-1.00608750594637
TMPRSS2	2148.1022	1542.342	-605.7602	0.417928551798724	-0.477939928945349
CLTCL1	717.8157	122.776	-595.0397	0.146059020092632	-2.54758490478582
REL	761.7712	171.472	-590.2992	0.183737743816403	-2.15138473037769
FRMPD1	587.4325	0	-587.4325	0	-8
SUSD4	769.7645	195.1977	-574.5668	0.202285333042061	-1.9794810846391
NGB	572.272	0	-572.272	0	-8
SLIT2	572.0536	0	-572.0536	0	-8
TPM1	1628.7796	1066.184	-562.5956	0.395620927867078	-0.611334960154943
NFIA	560.2232	0	-560.2232	0	-8
ATP4B	1057.68	498.0842	-559.5958	0.320154043909739	-1.0864416552274
MIR3663	557.739	0	-557.739	0	-8
NSFL1C	712.6199	155.9525	-556.6674	0.179550374844976	-2.19202609142133
IQSEC2	721.2166	164.9574	-556.2592	0.186145610230045	-2.12833910442851
FGR	1017.1469	462.308	-554.8389	0.312485362007318	-1.13760182043879
KIRREL3	552.4524	0	-552.4524	0	-8
STAT5A	765.48	229.964	-535.516	0.231016511225142	-1.73495665399248
PKDCC	532.2422	0	-532.2422	0	-8
B3GNT7	764.5677	232.6025	-531.9652	0.233262586467185	-1.71677765031922
C2CD4A	530.0727	0	-530.0727	0	-8
RASGRF1	1003.662	474.5428	-529.1192	0.321026423402224	-1.08066338145774
KCNK12	522.9875	0	-522.9875	0	-8
ENAH	522.1115	0	-522.1115	0	-8
MGLL	517.8696	0	-517.8696	0	-8
TMEM176A	504.0306	0	-504.0306	0	-8
TMEM176B	504.0306	0	-504.0306	0	-8
IL17RD	621.2346	118.508	-502.7266	0.160201670148508	-2.39015373068079
MYH11	494.5215	0	-494.5215	0	-8
LOC646903	483.246	0	-483.246	0	-8
PFN2	483.246	0	-483.246	0	-8
SLC6A4	480.075	0	-480.075	0	-8
CXCL14	622.9258	147.7086	-475.2172	0.191671433302225	-2.07630650020364
CORO2A	517.4884	42.768	-474.7204	0.0763364773700042	-3.5969228757718
RAB11FIP4	474.6963	0	-474.6963	0	-8
CNTD2	472.32	0	-472.32	0	-8
FRAS1	465.732	0	-465.732	0	-8
OLFML2A	462.852	0	-462.852	0	-8
SCARA3	459.0477	0	-459.0477	0	-8
LMOD1	1578.6	1121.9584	-456.6416	0.415454226059322	-0.492626469679951
GPR161	487.7961	31.4321	-456.364	0.0605361958383616	-3.95596765571862
HSPA12A	522.514	72.0288	-450.4852	0.121149898712086	-2.85882391832022
SCN8A	448.26	0	-448.26	0	-8
TRANK1	488.5084	58.976	-429.5324	0.107721790794404	-3.05018348864388
GPR150	533.218	103.935	-429.283	0.16312408479596	-2.35904392066627
CLIC6	2132.217	1705.156	-427.060999999999	0.444355031423841	-0.322450538075278
FBP1	425.5251	0	-425.5251	0	-8
RCVRN	423.6964	0	-423.6964	0	-8
ZDHHC22	752.607	330.8508	-421.7562	0.305365654296826	-1.18571593997158
FKBP1B	419.4648	0	-419.4648	0	-8
SMAGP	406.8512	0	-406.8512	0	-8
TCF7L1	585.1418	181.2972	-403.8446	0.236544852232206	-1.69042963782832
CHAT	831.976	429.2568	-402.7192	0.340347000173164	-0.95470092294173
SH3PXD2A	490.998	91.5201	-399.4779	0.157111169592842	-2.42355661437038
PAQR5	507.2568	108.6382	-398.6186	0.176390780896094	-2.22318481884277
MACF1	394.2177	0	-394.2177	0	-8
PRKCB	470.1697	81.5544	-388.6153	0.147817360162444	-2.52734694774387
TMEM163	386.558	0	-386.558	0	-8
KCNH8	382.876	0	-382.876	0	-8
COL12A1	1207.2742	828.3886	-378.8856	0.406938025295742	-0.543373777914987
FAM160A1	631.035	253.2162	-377.8188	0.2863622916203	-1.31735031874647
ARHGEF7	434.3264	60.448	-373.8784	0.122172852920442	-2.84501313596232
KIFC3	355.1072	0	-355.1072	0	-8
SOX9	655.0005	304.24	-350.7605	0.31716759248593	-1.10628616386245
NRIP3	350.17	0	-350.17	0	-8
LRP4	1080.5384	739.11	-341.4284	0.406182864777613	-0.547889345005671
EPB41L4B	338.9682	0	-338.9682	0	-8
RIMKLB	328.3296	0	-328.3296	0	-8
TMEM132E	2259.5285	1934.7263	-324.8022	0.461280106301601	-0.223892267188595
C7orf57	323.6337	0	-323.6337	0	-8
TCF7	579.144	256.4692	-322.6748	0.306923346830806	-1.17513652905309
PCP4L1	321.3925	0	-321.3925	0	-8
SLC1A2	306.765	0	-306.765	0	-8
CLEC18A	306.2016	0	-306.2016	0	-8
ACAN	967.6446	665.7796	-301.865	0.407597487535693	-0.539432600676312
COPZ2	297.9844	0	-297.9844	0	-8
MIR152	297.9844	0	-297.9844	0	-8
RPRML	293.76	0	-293.76	0	-8
IGFBP2	414.9416	124.352	-290.5896	0.230583118360759	-1.73847859080709
GJA3	289.3638	0	-289.3638	0	-8
DHRS3	690.4533	401.2736	-289.1797	0.367558589973372	-0.782957595036545
PLA2G2E	952.6155	664.972	-287.6435	0.411088735539808	-0.518600428693027
SNTB1	439.3888	152.9598	-286.429	0.258225983821013	-1.5223455539396
RASSF5	971.558	688.6425	-282.9155	0.414794779305271	-0.496544903810103
CXCL12	279.8114	0	-279.8114	0	-8
PTPN3	380.9442	106.4084	-274.5358	0.21833965798069	-1.83996764657961
LOC285830	989.6712	723.5851	-266.0861	0.422344922940018	-0.451786595563948
DOCK3	423.398	165.2877	-258.1103	0.28077410407625	-1.35703508505814
DDT	1171.7028	915.6071	-256.0957	0.438654126059575	-0.355806124228815
GSTT2	1171.7028	915.6071	-256.0957	0.438654126059575	-0.355806124228815
CKMT1B	634.3308	382.265	-252.0658	0.376024571417667	-0.730662280330291
PDPN	250.4515	0	-250.4515	0	-8
GRM8	1126.5093	882.9674	-243.5419	0.439401661138942	-0.351427145632254
RPP25	239.904	0	-239.904	0	-8
RARRES2	237.7472	0	-237.7472	0	-8
ARHGEF3	354.816	118.508	-236.308	0.250373951035654	-1.58208661473082
EFHD2	374.4808	153.0716	-221.4092	0.290154305051024	-1.29068511362833
ALDH1A3	211.8357	0	-211.8357	0	-8
SCN5A	211.311	0	-211.311	0	-8
ATXN7L1	228.0096	20.9872	-207.0224	0.0842870269818729	-3.44151296024229
NTRK3	362.677	157.1884	-205.4886	0.302363650283323	-1.20619050111369
KIAA1045	190.675	0	-190.675	0	-8
FAM167A	714.24	525.8736	-188.3664	0.424052764198377	-0.441692860076252
CRABP1	5599.2	5417.7117	-181.488300000001	0.491763195306358	-0.0475370896504541
KCNA2	519.2684	337.8256	-181.4428	0.394152333349668	-0.620201775206893
RIN3	174.902	0	-174.902	0	-8
C6orf123	170.5596	0	-170.5596	0	-8
ABCC8	332.5743	164.2457	-168.3286	0.33059397769816	-1.01782108641295
SHOX2	711.2385	544.0806	-167.1579	0.433420155879091	-0.386513032817321
HAAO	160.6528	0	-160.6528	0	-8
HSPG2	160.179	0	-160.179	0	-8
AHNAK	208.7228	50.7011	-158.0217	0.195437274668988	-2.04149924996116
JPH2	154.624	0	-154.624	0	-8
FAM78B	426.375	274.4026	-151.9724	0.391568737356902	-0.635828698541746
NMUR1	134.478	0	-134.478	0	-8
VGLL2	134.2224	0	-134.2224	0	-8
PRRX1	133.2102	0	-133.2102	0	-8
TMEM130	484.1144	359.0852	-125.0292	0.425860258946992	-0.431021815519656
ERBB3	530.4524	407.2863	-123.1661	0.434328134265974	-0.381180010273932
HOXD11	173.2068	53.2968	-119.91	0.23530222036206	-1.70037475089992
RPSAP52	261.228	145.706	-115.522	0.358058063469752	-0.842249254875462
PTK7	936.8946	841.1599	-95.7347	0.473078806077092	-0.155506679645796
TMEM200C	482.5476	387.0526	-95.495	0.445092583925349	-0.318141621059823
TBX5	94.6684	0	-94.6684	0	-8
NTF3	613.9963	526.9048	-87.0915	0.461832143031504	-0.220687639362554
IL20RA	146.3904	62.8672	-83.5232	0.300429709601945	-1.21944153313224
RHBDL3	456.057	379.1439	-76.9131	0.453955329789515	-0.266468638240854
ARHGEF40	321.256	245.0592	-76.1968	0.432725803580762	-0.390593089983842
DZIP1	87.8683	12.496	-75.3723	0.124506423100644	-2.81387642359793
SPOCK2	295.8144	221.695	-74.1194	0.428388353912026	-0.41611605060844
GRID1	1764.2281	1697.8745	-66.3536000000001	0.490417152859652	-0.0553072767450686
TMIE	722.8925	669.0715	-53.821	0.480667244267812	-0.111620730620787
VCAN	284.524	235.0656	-49.4584	0.452406283728543	-0.275486923646374
MMS19	536.7554	492.552	-44.2034	0.478527600209617	-0.123988758626334
UBTD1	536.7554	492.552	-44.2034	0.478527600209617	-0.123988758626334
ATF3	1005.042	965.0892	-39.9528	0.489860370720488	-0.0585215946946337
C9orf44	2530.6	2504.7813	-25.8187000000003	0.497436271608666	-0.0147948426025087
CLEC2L	71.0938	49.296	-21.7978	0.409469905257754	-0.528253162238466
CPNE2	668.4732	647.98	-20.4932	0.492216510241306	-0.044920437073142
ADAMTSL4	1151.7975	1132.0807	-19.7167999999999	0.495683482595525	-0.0249102918744741
LOC100302401	634.8497	633.3984	-1.45130000000006	0.499427832771837	-0.00330185273178074
RASAL2	634.8497	633.3984	-1.45130000000006	0.499427832771837	-0.00330185273178074
ABCC1	0	0	0	NA	1
ABP1	0	0	0	NA	1
ACBD3	0	0	0	NA	1
ACTR3C	0	0	0	NA	1
ADAMTS4	0	0	0	NA	1
AHCYL2	0	0	0	NA	1
AICDA	0	0	0	NA	1
AKIRIN1	0	0	0	NA	1
APOA2	0	0	0	NA	1
ARPC5L	0	0	0	NA	1
ASCL3	0	0	0	NA	1
B4GALT3	0	0	0	NA	1
BIN2	0	0	0	NA	1
BLMH	0	0	0	NA	1
BOLA2B	0	0	0	NA	1
BPHL	0	0	0	NA	1
BUB1B	0	0	0	NA	1
C11orf16	0	0	0	NA	1
C11orf17	0	0	0	NA	1
C15orf42	0	0	0	NA	1
C16orf63	0	0	0	NA	1
C16orf75	0	0	0	NA	1
C18orf32	0	0	0	NA	1
C20orf111	0	0	0	NA	1
C2CD4B	0	0	0	NA	1
C2orf44	0	0	0	NA	1
C2orf52	0	0	0	NA	1
C2orf57	0	0	0	NA	1
C6orf124	0	0	0	NA	1
C7orf29	0	0	0	NA	1
C8orf12	0	0	0	NA	1
C9orf131	0	0	0	NA	1
C9orf3	0	0	0	NA	1
CACNG6	0	0	0	NA	1
CBX1	0	0	0	NA	1
CCDC47	0	0	0	NA	1
CELA1	0	0	0	NA	1
CELA3A	0	0	0	NA	1
CELA3B	0	0	0	NA	1
CLTB	0	0	0	NA	1
CLU	0	0	0	NA	1
COMMD9	0	0	0	NA	1
COX5A	0	0	0	NA	1
CR2	0	0	0	NA	1
DAZAP2	0	0	0	NA	1
DCTN1	0	0	0	NA	1
DCTN4	0	0	0	NA	1
DDX42	0	0	0	NA	1
DEF6	0	0	0	NA	1
DNAJB5	0	0	0	NA	1
EVI2A	0	0	0	NA	1
EVI2B	0	0	0	NA	1
FAF2	0	0	0	NA	1
FAM102A	0	0	0	NA	1
FAM54B	0	0	0	NA	1
FAM81A	0	0	0	NA	1
FBP2	0	0	0	NA	1
FBXO10	0	0	0	NA	1
FCER1G	0	0	0	NA	1
FLJ46111	0	0	0	NA	1
GDAP1L1	0	0	0	NA	1
GDPD2	0	0	0	NA	1
GIMAP1	0	0	0	NA	1
GIMAP5	0	0	0	NA	1
GJB2	0	0	0	NA	1
GJB6	0	0	0	NA	1
GSTZ1	0	0	0	NA	1
HIGD2A	0	0	0	NA	1
HSPC157	0	0	0	NA	1
HUS1	0	0	0	NA	1
IL6R	0	0	0	NA	1
KATNB1	0	0	0	NA	1
KBTBD12	0	0	0	NA	1
KCNK18	0	0	0	NA	1
KIAA1191	0	0	0	NA	1
KIAA1522	0	0	0	NA	1
LIN9	0	0	0	NA	1
LOC100128542	0	0	0	NA	1
LOC100129034	0	0	0	NA	1
LOC100189589	0	0	0	NA	1
LOC283761	0	0	0	NA	1
LOC285972	0	0	0	NA	1
LOC340074	0	0	0	NA	1
LOC375190	0	0	0	NA	1
LOC407835	0	0	0	NA	1
LOC440354	0	0	0	NA	1
LOC606724	0	0	0	NA	1
LOC728743	0	0	0	NA	1
LRRC38	0	0	0	NA	1
LRRC61	0	0	0	NA	1
LRRK1	0	0	0	NA	1
MAP3K10	0	0	0	NA	1
MFAP5	0	0	0	NA	1
MFSD2B	0	0	0	NA	1
MIR1260	0	0	0	NA	1
MIR140	0	0	0	NA	1
MIR1539	0	0	0	NA	1
MIR181A2	0	0	0	NA	1
MIR181B2	0	0	0	NA	1
MIR1972-1	0	0	0	NA	1
MIR3167	0	0	0	NA	1
MIR3622A	0	0	0	NA	1
MIR3622B	0	0	0	NA	1
MIR641	0	0	0	NA	1
MIR935	0	0	0	NA	1
MLL	0	0	0	NA	1
MLLT4	0	0	0	NA	1
MPZ	0	0	0	NA	1
NDST2	0	0	0	NA	1
NDUFS2	0	0	0	NA	1
NDUFS5	0	0	0	NA	1
NFE2L1	0	0	0	NA	1
NOP16	0	0	0	NA	1
NR1I3	0	0	0	NA	1
NR6A1	0	0	0	NA	1
OMG	0	0	0	NA	1
OXER1	0	0	0	NA	1
P2RY2	0	0	0	NA	1
P2RY6	0	0	0	NA	1
PEX7	0	0	0	NA	1
PFN4	0	0	0	NA	1
PKD1L1	0	0	0	NA	1
POMT2	0	0	0	NA	1
POU6F1	0	0	0	NA	1
PPCDC	0	0	0	NA	1
PPOX	0	0	0	NA	1
RBBP4	0	0	0	NA	1
RELT	0	0	0	NA	1
REPIN1	0	0	0	NA	1
RIBC1	0	0	0	NA	1
RIPK1	0	0	0	NA	1
RNF157	0	0	0	NA	1
RPL17	0	0	0	NA	1
RPL17-C18ORF32	0	0	0	NA	1
RPL35	0	0	0	NA	1
SCAMP5	0	0	0	NA	1
SDHC	0	0	0	NA	1
SF3B14	0	0	0	NA	1
SIRPA	0	0	0	NA	1
SLC18A2	0	0	0	NA	1
SLC4A5	0	0	0	NA	1
SLX1A-SULT1A3	0	0	0	NA	1
SLX1B	0	0	0	NA	1
SMARCAL1	0	0	0	NA	1
SMC1A	0	0	0	NA	1
SNORD58A	0	0	0	NA	1
SNORD58B	0	0	0	NA	1
SNORD58C	0	0	0	NA	1
SNX11	0	0	0	NA	1
SPATA12	0	0	0	NA	1
ST5	0	0	0	NA	1
SULT1A4	0	0	0	NA	1
SUN3	0	0	0	NA	1
TAS2R41	0	0	0	NA	1
TCP11	0	0	0	NA	1
TFCP2	0	0	0	NA	1
TMEM9B	0	0	0	NA	1
TMIGD1	0	0	0	NA	1
TOMM40L	0	0	0	NA	1
TOMM5	0	0	0	NA	1
TP53I3	0	0	0	NA	1
TSPAN33	0	0	0	NA	1
TTC9B	0	0	0	NA	1
U58	0	0	0	NA	1
UPP1	0	0	0	NA	1
USP21	0	0	0	NA	1
VAX1	0	0	0	NA	1
VPS13C	0	0	0	NA	1
WDR38	0	0	0	NA	1
WWP2	0	0	0	NA	1
ZBTB8OS	0	0	0	NA	1
ZNF76	0	0	0	NA	1
ZNF775	0	0	0	NA	1
DKFZP686I15217	0	1.4943	1.4943	1	8
MGC39372	0	1.4943	1.4943	1	8
NQO2	0	1.4943	1.4943	1	8
SERPINB1	0	1.4943	1.4943	1	8
SERPINB6	0	1.4943	1.4943	1	8
GJB3	1029.3958	1035.8749	6.47910000000002	0.501568583721253	0.00905198151954883
PLLP	0	10.6674	10.6674	1	8
CLDN10	0	12.496	12.496	1	8
DNAJC3	0	12.496	12.496	1	8
KCNA6	0	16.2977	16.2977	1	8
MAMLD1	67.2288	86.6138	19.385	0.563002705362494	0.365517506498233
CDHR3	0	20.9872	20.9872	1	8
SLC8A3	128.5824	150.0026	21.4202	0.538444639876519	0.222294323109339
ANXA9	0	22.6301	22.6301	1	8
FAM63A	0	22.6301	22.6301	1	8
LASS2	0	22.6301	22.6301	1	8
PRUNE	0	22.6301	22.6301	1	8
SLC26A9	1191.2236	1216.523	25.2994000000003	0.505253750540028	0.0303193552623875
TLL2	520.5452	546.117	25.5718000000001	0.511986831444857	0.069186625851281
SFT2D2	0	31.4321	31.4321	1	8
TIPRL	0	31.4321	31.4321	1	8
KCMF1	0	33.0508	33.0508	1	8
TMSB10	0	33.0508	33.0508	1	8
IL27	888.7131	925.1614	36.4482999999999	0.510047084293869	0.0579873202070499
MIR1180	0	36.9799	36.9799	1	8
NSL1	0	38.2812	38.2812	1	8
TATDN3	0	38.2812	38.2812	1	8
ITGA7	132.2044	172.9154	40.711	0.566713140215745	0.387296169283249
TBC1D2	0	42.768	42.768	1	8
TRIM14	0	42.768	42.768	1	8
PDCD5	0	45.87	45.87	1	8
ACSBG1	1452.5269	1498.4718	45.9449000000002	0.507784635757379	0.0449270519828556
MTERFD1	0	47.9952	47.9952	1	8
PTDSS1	0	47.9952	47.9952	1	8
KLRG2	0	49.296	49.296	1	8
LOC100129148	0	49.296	49.296	1	8
CDX2	84.9138	134.6604	49.7466	0.613279702260102	0.665254713878021
B3GAT3	0	50.7011	50.7011	1	8
EEF1G	0	50.7011	50.7011	1	8
EML3	0	50.7011	50.7011	1	8
GANAB	0	50.7011	50.7011	1	8
MTA2	0	50.7011	50.7011	1	8
ROM1	0	50.7011	50.7011	1	8
TUT1	0	50.7011	50.7011	1	8
EVX2	0	53.2968	53.2968	1	8
HOXD1	0	53.2968	53.2968	1	8
HOXD10	0	53.2968	53.2968	1	8
HOXD12	0	53.2968	53.2968	1	8
HOXD13	0	53.2968	53.2968	1	8
HOXD3	0	53.2968	53.2968	1	8
HOXD4	0	53.2968	53.2968	1	8
HOXD8	0	53.2968	53.2968	1	8
HOXD9	0	53.2968	53.2968	1	8
LOC401022	0	53.2968	53.2968	1	8
MIR10B	0	53.2968	53.2968	1	8
RNF169	0	55.039	55.039	1	8
PPP2R2D	0	56.0733	56.0733	1	8
ID1	606.4799	662.643	56.1630999999999	0.522126738080292	0.127771993087015
EPM2AIP1	0	58.976	58.976	1	8
MLH1	0	58.976	58.976	1	8
BMS1P1	0	61.0295	61.0295	1	8
PRKCD	0	62.5746	62.5746	1	8
RFT1	0	62.5746	62.5746	1	8
TKT	0	62.5746	62.5746	1	8
NHEG1	0	62.8672	62.8672	1	8
PRR21	178.1222	241.9141	63.7919	0.57593617504011	0.441627523634808
C17orf66	0	64.365	64.365	1	8
CCL5	0	64.365	64.365	1	8
C1orf158	501.423	569.4011	67.9780999999999	0.531741020770825	0.183417106833942
USP43	100.4782	168.7504	68.2722	0.626792250154701	0.748008397227649
CORO2B	202.1448	273.664	71.5192	0.57515539855505	0.437016571277847
C10orf82	0	72.0288	72.0288	1	8
SORCS3	117.105	189.585	72.48	0.618164922234178	0.695042146947276
ADIPOR1	0	72.7544	72.7544	1	8
KLHL12	0	72.7544	72.7544	1	8
MIR3917	558.5886	636.2452	77.6566	0.532496820896764	0.187796736599628
STMN1	558.5886	636.2452	77.6566	0.532496820896764	0.187796736599628
GTPBP4	0	80.4878	80.4878	1	8
IDI1	0	80.4878	80.4878	1	8
IDI2	0	80.4878	80.4878	1	8
IDI2-AS1	0	80.4878	80.4878	1	8
LARP4B	0	80.4878	80.4878	1	8
CHP2	0	81.5544	81.5544	1	8
C11orf95	615.2625	698.0234	82.7609000000001	0.531509094858934	0.182073337504862
DIS3L	0	84.0366	84.0366	1	8
SCARNA14	0	84.0366	84.0366	1	8
CECR1	0	85.4568	85.4568	1	8
CECR4	0	85.4568	85.4568	1	8
CECR5	0	85.4568	85.4568	1	8
CECR7	0	85.4568	85.4568	1	8
IL17RA	0	85.4568	85.4568	1	8
NR4A2	0	90.9192	90.9192	1	8
OBFC1	0	91.5201	91.5201	1	8
CD27	0	93.8106	93.8106	1	8
LOC678655	0	93.8106	93.8106	1	8
TAPBPL	0	93.8106	93.8106	1	8
VAMP1	0	93.8106	93.8106	1	8
C7orf28B	0	93.8777	93.8777	1	8
RSPH10B2	0	93.8777	93.8777	1	8
SNTG2	81.4698	176.7132	95.2434	0.68444940216823	1.11707253770853
HK1	0	97.3431	97.3431	1	8
DLGAP2	0	97.7227	97.7227	1	8
C7orf64	0	98.3235	98.3235	1	8
FAM133B	0	98.3235	98.3235	1	8
GATAD1	0	98.3235	98.3235	1	8
LOC728066	0	98.3235	98.3235	1	8
MGC16142	0	98.3235	98.3235	1	8
PEX1	0	98.3235	98.3235	1	8
HTR3A	0	99.1737	99.1737	1	8
