#LP-1 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/LP-1.H3K27ac_ROSE/LP-1_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by LP.1.jin.bam
#Using cutoff of 8115.7302 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	LP.1.jin.bam	enhancerRank	isStretch
2_MACS_peak_17824_lociStitched	chr2	217079288	217089623	2	9971	19862.8365	81	1
9_MACS_peak_3014_lociStitched	chr10	7510923	7522377	9	9831	12151.5486	82	1
5_MACS_peak_23469_lociStitched	chr4	185200709	185210726	5	9827	21182.9499	83	1
3_MACS_peak_15182_lociStitched	chr19	39892230	39902386	3	9690	16269.912	84	1
5_MACS_peak_16863_lociStitched	chr2	87806243	87816536	5	9683	13291.3509	85	1
7_MACS_peak_7387_lociStitched	chr12	123370687	123381141	7	9619	15297.3382	86	1
4_MACS_peak_28175_lociStitched	chr7	101928551	101938305	4	9611	15821.9634	87	1
2_MACS_peak_14079_lociStitched	chr18	60822423	60832046	2	9574	20195.7901	88	1
1_MACS_peak_1746_lociStitched	chr1	155943980	155953499	1	9520	25273.8969	89	1
10_MACS_peak_24274_lociStitched	chr5	88163687	88174449	10	9515	11121.4508	90	1
8_MACS_peak_7930_lociStitched	chr13	66203423	66213907	8	9493	10614.0016	91	1
4_MACS_peak_31081_lociStitched	chr9	93732176	93741957	4	9395	19807.5031	92	1
8_MACS_peak_31091_lociStitched	chr9	93917328	93928431	8	9393	17442.813	93	1
3_MACS_peak_18737_lociStitched	chr20	42336571	42345985	3	9367	14445.783	94	1
5_MACS_peak_22972_lociStitched	chr4	105407251	105417028	5	9363	14136.5643	95	1
3_MACS_peak_2439_lociStitched	chr1	203288605	203298166	3	9360	15876.0405	96	1
3_MACS_peak_23903_lociStitched	chr5	53813487	53823335	3	9360	20930.9392	97	1
6_MACS_peak_16348_lociStitched	chr2	46794424	46805006	6	9357	10552.3704	98	1
3_MACS_peak_12099_lociStitched	chr17	17390681	17400283	3	9314	12107.1618	99	1
4_MACS_peak_25577_lociStitched	chr6	26025981	26035349	4	9273	15480.62	100	1
3_MACS_peak_19732_lociStitched	chr22	29212227	29221522	3	9224	12906.1075	101	1
3_MACS_peak_9726_lociStitched	chr15	58749435	58759107	3	9215	14891.9784	102	1
9_MACS_peak_7992_lociStitched	chr13	91991624	92001742	9	9200	10452.9058	103	1
5_MACS_peak_30170_lociStitched	chr8	126779822	126789192	5	9161	13568.697	104	1
3_MACS_peak_1550_lociStitched	chr1	149818471	149827684	3	9152	29638.221	105	1
2_MACS_peak_22524_lociStitched	chr4	40194104	40203269	2	9147	17974.398	106	1
4_MACS_peak_4973_lociStitched	chr11	62223496	62232769	4	9080	14738.5062	107	1
6_MACS_peak_26535_lociStitched	chr6	106533303	106542913	6	9045	10151.043	108	1
6_MACS_peak_3240_lociStitched	chr10	23727310	23737016	6	8991	12213.0598	109	1
3_MACS_peak_5773_lociStitched	chr11	120365550	120374955	3	8938	15497.559	110	1
5_MACS_peak_2354_lociStitched	chr1	198898074	198907465	5	8934	16089.6003	111	1
5_MACS_peak_27562_lociStitched	chr7	50343041	50352271	5	8831	11485.812	112	1
4_MACS_peak_4529_lociStitched	chr11	10323912	10332936	4	8823	15720.7104	113	1
4_MACS_peak_26182_lociStitched	chr6	45674131	45683454	4	8797	13343.0776	114	1
1_MACS_peak_21878_lociStitched	chr3	176912348	176921112	1	8765	20873.2188	115	1
5_MACS_peak_3136_lociStitched	chr10	15826747	15836251	5	8658	11681.3664	116	1
5_MACS_peak_21545_lociStitched	chr3	140471769	140480789	5	8649	11620.466	117	1
3_MACS_peak_29112_lociStitched	chr8	26428208	26437377	3	8647	17862.1289	118	1
3_MACS_peak_7299_lociStitched	chr12	121690744	121699733	3	8637	13867.3303	119	1
4_MACS_peak_16822_lociStitched	chr2	86219764	86228883	4	8632	19867.5653	120	1
4_MACS_peak_2507_lociStitched	chr1	206285974	206295219	4	8620	18362.419	121	1
6_MACS_peak_21897_lociStitched	chr3	178230007	178239217	6	8551	12987.942	122	1
6_MACS_peak_9739_lociStitched	chr15	58841219	58850371	6	8546	10855.1872	123	1
5_MACS_peak_8767_lociStitched	chr14	77487548	77496472	5	8537	15052.1108	124	1
2_MACS_peak_24713_lociStitched	chr5	138721515	138730427	2	8533	17184.1184	125	1
4_MACS_peak_19126_lociStitched	chr20	62364511	62373107	4	8476	17478.2468	126	1
3_MACS_peak_28007_lociStitched	chr7	92437175	92445852	3	8459	14769.1217	127	1
6_MACS_peak_21645_lociStitched	chr3	150314344	150322874	6	8392	15431.623	128	1
6_MACS_peak_6004_lociStitched	chr12	4377568	4386579	6	8388	12148.6302	129	1
3_MACS_peak_3793_lociStitched	chr10	90144014	90152636	3	8372	15243.696	130	1
2_MACS_peak_13095_lociStitched	chr17	65641831	65650244	2	8356	15369.7097	131	1
3_MACS_peak_28237_lociStitched	chr7	104578642	104587138	3	8344	16395.5808	132	1
6_MACS_peak_4677_lociStitched	chr11	22684103	22692560	6	8340	19628.697	133	1
5_MACS_peak_4116_lociStitched	chr10	111967300	111975832	5	8324	15309.8208	134	1
4_MACS_peak_25243_lociStitched	chr6	389087	397589	4	8289	17513.2698	135	1
8_MACS_peak_6386_lociStitched	chr12	48200673	48209569	8	8274	11676.8896	136	1
1_MACS_peak_2182_lociStitched	chr1	183808692	183816953	1	8262	19899.9229	137	1
3_MACS_peak_25413_lociStitched	chr6	11829425	11837809	3	8254	13613.9392	138	1
7_MACS_peak_1917_lociStitched	chr1	162552698	162561603	7	8253	10480.2945	139	1
4_MACS_peak_5623_lociStitched	chr11	111237324	111246164	4	8224	10275.616	140	1
5_MACS_peak_24805_lociStitched	chr5	142776714	142785663	5	8213	13083.438	141	1
4_MACS_peak_12604_lociStitched	chr17	40825176	40833894	4	8203	16776.0474	142	1
4_MACS_peak_25644_lociStitched	chr6	27094352	27102869	4	8182	15565.6692	143	1
6_MACS_peak_19050_lociStitched	chr20	58674704	58683356	6	8159	12694.2144	144	1
1_MACS_peak_29133_lociStitched	chr8	27230442	27238585	1	8144	14260.0216	145	1
4_MACS_peak_3775_lociStitched	chr10	89620179	89628591	4	8097	15456.2088	146	1
5_MACS_peak_7237_lociStitched	chr12	120553141	120561693	5	8083	11420.3408	147	1
5_MACS_peak_28181_lociStitched	chr7	101945397	101954007	5	8077	15250.032	148	1
4_MACS_peak_13161_lociStitched	chr17	72743531	72752039	4	8074	11795.4912	149	1
4_MACS_peak_1546_lociStitched	chr1	149809645	149817659	4	7981	27942.4138	150	1
7_MACS_peak_6163_lociStitched	chr12	12866599	12875321	7	7973	11865.4088	151	1
4_MACS_peak_8681_lociStitched	chr14	73353270	73361843	4	7924	11276.9242	152	1
3_MACS_peak_13993_lociStitched	chr18	52983841	52991864	3	7903	11314.8369	153	1
1_MACS_peak_1671_lociStitched	chr1	154374045	154381941	1	7897	18513.7512	154	1
2_MACS_peak_7451_lociStitched	chr12	125398417	125406303	2	7873	16424.1722	155	1
4_MACS_peak_21734_lociStitched	chr3	156847882	156856248	4	7785	13419.9006	156	1
1_MACS_peak_28012_lociStitched	chr7	92459122	92466899	1	7778	18812.563	157	1
3_MACS_peak_12081_lociStitched	chr17	16872348	16880471	3	7764	11734.4858	158	1
7_MACS_peak_18515_lociStitched	chr20	31254018	31262963	7	7736	13506.0555	159	1
3_MACS_peak_1696_lociStitched	chr1	154969624	154977530	3	7724	25169.5416	160	1
3_MACS_peak_28170_lociStitched	chr7	101632462	101640343	3	7714	10653.5358	161	1
2_MACS_peak_26161_lociStitched	chr6	45386741	45394448	2	7699	18644.0037	162	1
6_MACS_peak_22291_lociStitched	chr4	10094300	10103061	6	7642	10642.8628	163	1
5_MACS_peak_11412_lociStitched	chr16	71186371	71194434	5	7616	13626.47	164	1
2_MACS_peak_12840_lociStitched	chr17	48226227	48233853	2	7604	11543.4762	165	1
2_MACS_peak_1838_lociStitched	chr1	160677075	160684842	2	7589	14349.5325	166	1
3_MACS_peak_11529_lociStitched	chr16	79908049	79916096	3	7573	14123.2897	167	1
2_MACS_peak_10041_lociStitched	chr15	75334059	75341612	2	7529	16075.0499	168	1
3_MACS_peak_5678_lociStitched	chr11	115132991	115140526	3	7489	11799.81	169	1
5_MACS_peak_10012_lociStitched	chr15	74832264	74840477	5	7476	8767.3775	170	1
2_MACS_peak_9929_lociStitched	chr15	68492659	68500166	2	7466	12809.1941	171	1
3_MACS_peak_13597_lociStitched	chr18	9101725	9109370	3	7458	13509.4795	172	1
5_MACS_peak_26552_lociStitched	chr6	106610328	106618170	5	7417	9474.7044	173	1
3_MACS_peak_25798_lociStitched	chr6	31701402	31708992	3	7391	15172.41	174	1
2_MACS_peak_18453_lociStitched	chr20	25274312	25281784	2	7367	12823.4464	175	1
4_MACS_peak_6607_lociStitched	chr12	57076733	57084414	4	7349	12864.1388	176	1
2_MACS_peak_106_lociStitched	chr1	6977281	6984709	2	7340	12153.6936	177	1
3_MACS_peak_10817_lociStitched	chr16	17435648	17443075	3	7324	11386.3337	178	1
8_MACS_peak_32122_lociStitched	chrX	48771312	48779773	8	7316	9397.6327	179	1
7_MACS_peak_16377_lociStitched	chr2	47729963	47738194	7	7313	9161.9261	180	1
6_MACS_peak_12608_lociStitched	chr17	40853905	40862166	6	7303	9606.7169	181	1
3_MACS_peak_3044_lociStitched	chr10	11216750	11224177	3	7302	15259.5142	182	1
4_MACS_peak_29558_lociStitched	chr8	72268562	72275883	4	7279	8725.8999	183	1
2_MACS_peak_19728_lociStitched	chr22	29191229	29199002	2	7278	16169.3946	184	1
5_MACS_peak_11877_lociStitched	chr17	4274108	4281569	5	7255	10101.4479	185	1
8_MACS_peak_3414_lociStitched	chr10	45467605	45475557	8	7249	8972.2416	186	1
8_MACS_peak_31107_lociStitched	chr9	94184219	94192337	8	7240	9681.5268	187	1
5_MACS_peak_13328_lociStitched	chr17	76163966	76171801	5	7222	10995.639	188	1
3_MACS_peak_16196_lociStitched	chr2	33716980	33724557	3	7210	11465.5164	189	1
4_MACS_peak_30451_lociStitched	chr9	623224	630956	4	7208	9900.0528	190	1
9_MACS_peak_2515_lociStitched	chr1	206729883	206738366	9	7203	7697.4742	191	1
3_MACS_peak_31074_lociStitched	chr9	93701422	93708710	3	7202	14839.0968	192	1
6_MACS_peak_22259_lociStitched	chr4	6987661	6995943	6	7201	8745.792	193	1
6_MACS_peak_29840_lociStitched	chr8	102918841	102926218	6	7196	11443.9401	194	1
4_MACS_peak_21727_lociStitched	chr3	156804088	156811470	4	7180	12687.4434	195	1
3_MACS_peak_27713_lociStitched	chr7	71504120	71511459	3	7176	10780.2571	196	1
6_MACS_peak_9923_lociStitched	chr15	68478098	68485742	6	7131	7716.618	197	1
4_MACS_peak_3253_lociStitched	chr10	24738525	24746185	4	7130	7605.614	198	1
4_MACS_peak_29926_lociStitched	chr8	105287846	105295105	4	7129	14357.5761	199	1
3_MACS_peak_9618_lociStitched	chr15	51531764	51539211	3	7104	10846.5555	200	1
3_MACS_peak_10677_lociStitched	chr16	10969711	10977265	3	7095	12902.232	201	1
2_MACS_peak_7120_lociStitched	chr12	111105736	111112862	2	7092	11236.2768	202	1
4_MACS_peak_17993_lociStitched	chr2	232570140	232577512	4	7077	20884.1388	203	1
8_MACS_peak_7941_lociStitched	chr13	66216916	66224960	8	7073	8033.5428	204	1
10_MACS_peak_26751_lociStitched	chr6	135322600	135331195	10	7069	6954.2145	205	1
3_MACS_peak_16359_lociStitched	chr2	47166773	47173869	3	7055	11345.0848	206	1
5_MACS_peak_3024_lociStitched	chr10	7529341	7536717	5	7054	11470.4176	207	1
2_MACS_peak_19665_lociStitched	chr22	24184785	24191935	2	7051	9684.675	208	1
12_MACS_peak_21745_lociStitched	chr3	158067439	158075754	12	7018	8454.692	209	1
1_MACS_peak_6858_lociStitched	chr12	93984110	93991111	1	7002	11000.6713	210	1
4_MACS_peak_17805_lociStitched	chr2	216777687	216784983	4	6974	7791.3984	211	1
4_MACS_peak_10047_lociStitched	chr15	75356958	75364197	4	6953	11394.9099	212	1
2_MACS_peak_2183_lociStitched	chr1	183876535	183883857	2	6950	13659.9232	213	1
3_MACS_peak_31632_lociStitched	chr9	132646886	132654038	3	6932	11429.6112	214	1
2_MACS_peak_19063_lociStitched	chr20	58976845	58983922	2	6922	11045.0739	215	1
4_MACS_peak_4074_lociStitched	chr10	105258251	105265747	4	6915	8304.8184	216	1
1_MACS_peak_29739_lociStitched	chr8	95970069	95976953	1	6885	14580.312	217	1
6_MACS_peak_322_lociStitched	chr1	23850665	23858793	6	6883	10720.832	218	1
5_MACS_peak_26440_lociStitched	chr6	90060700	90068024	5	6873	9157.1972	219	1
3_MACS_peak_7202_lociStitched	chr12	116970748	116977837	3	6866	9290.1345	220	1
7_MACS_peak_22233_lociStitched	chr4	6180657	6188156	7	6836	9483.9853	221	1
4_MACS_peak_22865_lociStitched	chr4	87855311	87862573	4	6831	9245.9784	222	1
3_MACS_peak_21665_lociStitched	chr3	151984062	151990920	3	6821	15638.9832	223	1
2_MACS_peak_4304_lociStitched	chr10	129569431	129576667	2	6804	11016.0864	224	1
3_MACS_peak_23792_lociStitched	chr5	32581038	32587962	3	6802	11894.7396	225	1
3_MACS_peak_7341_lociStitched	chr12	122237164	122244117	3	6791	20763.7439	226	1
5_MACS_peak_13829_lociStitched	chr18	42300484	42307936	5	6768	7937.1252	227	1
3_MACS_peak_28190_lociStitched	chr7	102063773	102070608	3	6758	17226.2505	228	1
2_MACS_peak_23666_lociStitched	chr5	6479084	6485969	2	6754	12200.22	229	1
7_MACS_peak_4039_lociStitched	chr10	104531678	104539152	7	6732	11858.2484	230	1
3_MACS_peak_23596_lociStitched	chr5	1290852	1297716	3	6718	15621.7776	231	1
3_MACS_peak_7136_lociStitched	chr12	111867414	111874637	3	6703	7224.4446	232	1
1_MACS_peak_30031_lociStitched	chr8	119574209	119580903	1	6695	13914.1484	233	1
3_MACS_peak_17820_lociStitched	chr2	216973155	216980041	3	6681	12026.399	234	1
1_MACS_peak_28712_lociStitched	chr7	150100473	150107143	1	6671	20397.527	235	1
2_MACS_peak_2397_lociStitched	chr1	200986185	200992880	2	6668	19369.974	236	1
2_MACS_peak_9688_lociStitched	chr15	54872505	54879251	2	6664	13650.531	237	1
7_MACS_peak_15575_lociStitched	chr19	50067728	50075078	7	6651	7227.99	238	1
7_MACS_peak_4107_lociStitched	chr10	111824576	111832621	7	6645	8042.5865	239	1
1_MACS_peak_1545_lociStitched	chr1	149801668	149808309	1	6642	16071.22	240	1
3_MACS_peak_2500_lociStitched	chr1	206132395	206139829	3	6635	15669.3852	241	1
1_MACS_peak_2000_lociStitched	chr1	167595778	167602409	1	6632	27216.9395	242	1
2_MACS_peak_1862_lociStitched	chr1	161151085	161157730	2	6622	14268.144	243	1
2_MACS_peak_441_lociStitched	chr1	27018559	27025245	2	6616	15931.4008	244	1
7_MACS_peak_9253_lociStitched	chr15	23676534	23684137	7	6616	8211.24	245	1
5_MACS_peak_18782_lociStitched	chr20	43594473	43601344	5	6615	8128.393	246	1
3_MACS_peak_14117_lociStitched	chr18	72162712	72169437	3	6612	9213.9225	247	1
2_MACS_peak_12491_lociStitched	chr17	37909368	37916053	2	6606	12639.3295	248	1
1_MACS_peak_2434_lociStitched	chr1	203254941	203261544	1	6604	17803.0086	249	1
6_MACS_peak_4033_lociStitched	chr10	104521562	104529817	6	6601	8993.8225	250	1
4_MACS_peak_11514_lociStitched	chr16	79629847	79637025	4	6599	14188.7526	251	1
1_MACS_peak_3043_lociStitched	chr10	11203611	11210199	1	6589	14663.5704	252	1
3_MACS_peak_21442_lociStitched	chr3	130566960	130573842	3	6583	9195.0402	253	1
3_MACS_peak_8920_lociStitched	chr14	91837602	91844323	3	6560	8219.783	254	1
1_MACS_peak_21338_lociStitched	chr3	124487826	124494371	1	6546	13101.781	255	1
6_MACS_peak_13591_lociStitched	chr18	9079321	9086527	6	6537	9807.366	256	1
2_MACS_peak_13920_lociStitched	chr18	46473475	46480056	2	6534	13904.9949	257	1
4_MACS_peak_13601_lociStitched	chr18	9135085	9141734	4	6525	13035.3645	258	1
5_MACS_peak_7526_lociStitched	chr12	133020913	133028002	5	6519	8331.7017	259	1
5_MACS_peak_3048_lociStitched	chr10	11282670	11290041	5	6504	9339.7941	260	1
3_MACS_peak_10404_lociStitched	chr15	101458379	101464962	3	6480	12593.9373	261	1
4_MACS_peak_22074_lociStitched	chr3	195265112	195271815	4	6473	10459.3612	262	1
4_MACS_peak_19986_lociStitched	chr22	39459592	39466504	4	6460	8561.2032	263	1
3_MACS_peak_17105_lociStitched	chr2	112458989	112465797	3	6450	11498.0312	264	1
3_MACS_peak_22414_lociStitched	chr4	24117238	24123994	3	6447	9936.0492	265	1
6_MACS_peak_8914_lociStitched	chr14	91830026	91836992	6	6443	7552.5372	266	1
5_MACS_peak_13433_lociStitched	chr17	79478472	79485251	5	6426	15602.5464	267	1
2_MACS_peak_10729_lociStitched	chr16	12056507	12062990	2	6415	11721.264	268	1
2_MACS_peak_9324_lociStitched	chr15	31554209	31560679	2	6413	13148.334	269	1
7_MACS_peak_32130_lociStitched	chrX	48792515	48799797	7	6387	8050.251	270	1
3_MACS_peak_30162_lociStitched	chr8	126441062	126447672	3	6385	17685.055	271	1
4_MACS_peak_641_lociStitched	chr1	37939526	37946174	4	6385	9781.2024	272	1
3_MACS_peak_25420_lociStitched	chr6	12007280	12013834	3	6382	12632.835	273	1
3_MACS_peak_30131_lociStitched	chr8	126161986	126168486	3	6381	10015.85	274	1
5_MACS_peak_11648_lociStitched	chr16	87807339	87814531	5	6381	9674.6784	275	1
2_MACS_peak_5181_lociStitched	chr11	65768921	65775469	2	6377	9256.2528	276	1
3_MACS_peak_18080_lociStitched	chr2	238599952	238606508	3	6376	9924.4728	277	1
5_MACS_peak_9640_lociStitched	chr15	52670171	52676643	5	6366	7976.74	278	1
2_MACS_peak_2197_lociStitched	chr1	184459099	184465769	2	6356	10530.596	279	1
1_MACS_peak_11670_lociStitched	chr16	88846217	88852571	1	6355	13298.2866	280	1
3_MACS_peak_27222_lociStitched	chr7	20484609	20491125	3	6350	8630.442	281	1
1_MACS_peak_13322_lociStitched	chr17	76122730	76129075	1	6346	11917.179	282	1
1_MACS_peak_16069_lociStitched	chr2	20614434	20620774	1	6341	12723.746	283	1
3_MACS_peak_9246_lociStitched	chr15	23613094	23619586	3	6337	12275.7228	284	1
3_MACS_peak_24861_lociStitched	chr5	149717425	149723879	3	6336	9644.2122	285	1
5_MACS_peak_25966_lociStitched	chr6	35694505	35701238	5	6330	11207.0785	286	1
2_MACS_peak_28249_lociStitched	chr7	104651443	104657836	2	6323	17770.6221	287	1
6_MACS_peak_19646_lociStitched	chr22	23477778	23484738	6	6317	9118.296	288	1
6_MACS_peak_2545_lociStitched	chr1	208954948	208961886	6	6292	7286.9814	289	1
3_MACS_peak_25886_lociStitched	chr6	32934849	32941590	3	6290	20384.1099	290	1
3_MACS_peak_13972_lociStitched	chr18	49917324	49923820	3	6279	10469.6032	291	1
2_MACS_peak_19010_lociStitched	chr20	56253090	56259403	2	6268	11384.8642	292	1
2_MACS_peak_5150_lociStitched	chr11	65339448	65345883	2	6252	11281.842	293	1
6_MACS_peak_7308_lociStitched	chr12	121729676	121736360	6	6248	9610.2552	294	1
3_MACS_peak_3645_lociStitched	chr10	74090698	74097145	3	6243	10802.5932	295	1
5_MACS_peak_14731_lociStitched	chr19	13260464	13266989	5	6235	8438.7825	296	1
7_MACS_peak_7472_lociStitched	chr12	127251690	127258793	7	6227	6943.8928	297	1
3_MACS_peak_9326_lociStitched	chr15	31616227	31622946	3	6218	12467.1045	298	1
3_MACS_peak_13890_lociStitched	chr18	46307747	46314379	3	6203	9280.1576	299	1
3_MACS_peak_2948_lociStitched	chr10	3663961	3670229	3	6198	9410.1484	300	1
2_MACS_peak_1554_lociStitched	chr1	149855164	149861437	2	6196	24119.685	301	1
1_MACS_peak_23536_lociStitched	chr4	186250353	186256533	1	6181	8687.844	302	1
1_MACS_peak_25278_lociStitched	chr6	3022351	3028518	1	6168	10205.1516	303	1
