#LP-1 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/LP-1.H3K27ac_ROSE/LP-1_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by LP.1.jin.bam
#Using cutoff of 8115.7302 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	LP.1.jin.bam	enhancerRank	isSuper
3_MACS_peak_7299_lociStitched	chr12	121690744	121699733	3	8637	13867.3303	166	1
4_MACS_peak_25681_lociStitched	chr6	27857652	27863892	4	5985	13846.56	167	1
10_MACS_peak_19208_lociStitched	chr21	19151867	19163847	10	10867	13781.792	168	1
2_MACS_peak_2183_lociStitched	chr1	183876535	183883857	2	6950	13659.9232	169	1
2_MACS_peak_9688_lociStitched	chr15	54872505	54879251	2	6664	13650.531	170	1
5_MACS_peak_11412_lociStitched	chr16	71186371	71194434	5	7616	13626.47	171	1
5_MACS_peak_26541_lociStitched	chr6	106543451	106555125	5	11035	13622.3906	172	1
3_MACS_peak_25413_lociStitched	chr6	11829425	11837809	3	8254	13613.9392	173	1
5_MACS_peak_30170_lociStitched	chr8	126779822	126789192	5	9161	13568.697	174	1
3_MACS_peak_13597_lociStitched	chr18	9101725	9109370	3	7458	13509.4795	175	1
7_MACS_peak_18515_lociStitched	chr20	31254018	31262963	7	7736	13506.0555	176	1
4_MACS_peak_21734_lociStitched	chr3	156847882	156856248	4	7785	13419.9006	177	1
2_MACS_peak_29890_lociStitched	chr8	103823859	103829097	2	5111	13395.6612	178	1
9_MACS_peak_30047_lociStitched	chr8	120924556	120935885	9	10097	13353.4923	179	1
4_MACS_peak_26182_lociStitched	chr6	45674131	45683454	4	8797	13343.0776	180	1
2_MACS_peak_16684_lociStitched	chr2	70312114	70316735	2	4618	13329.7366	181	1
1_MACS_peak_11670_lociStitched	chr16	88846217	88852571	1	6355	13298.2866	182	1
5_MACS_peak_16863_lociStitched	chr2	87806243	87816536	5	9683	13291.3509	183	1
3_MACS_peak_13544_lociStitched	chr18	3446524	3452709	3	6021	13216.108	184	1
2_MACS_peak_9324_lociStitched	chr15	31554209	31560679	2	6413	13148.334	185	1
2_MACS_peak_1733_lociStitched	chr1	155531036	155535082	2	3940	13121.178	186	1
2_MACS_peak_1575_lociStitched	chr1	150547847	150553255	2	4919	13118.1856	187	1
1_MACS_peak_21338_lociStitched	chr3	124487826	124494371	1	6546	13101.781	188	1
5_MACS_peak_24805_lociStitched	chr5	142776714	142785663	5	8213	13083.438	189	1
1_MACS_peak_12670_lociStitched	chr17	42294640	42300133	1	5494	13036.5369	190	1
4_MACS_peak_13601_lociStitched	chr18	9135085	9141734	4	6525	13035.3645	191	1
2_MACS_peak_6856_lociStitched	chr12	93963572	93968897	2	5112	12991.935	192	1
6_MACS_peak_21897_lociStitched	chr3	178230007	178239217	6	8551	12987.942	193	1
1_MACS_peak_17981_lociStitched	chr2	232476252	232480881	1	4630	12966.2919	194	1
7_MACS_peak_12534_lociStitched	chr17	38473775	38484536	7	10270	12962.7006	195	1
3_MACS_peak_19732_lociStitched	chr22	29212227	29221522	3	9224	12906.1075	196	1
3_MACS_peak_10677_lociStitched	chr16	10969711	10977265	3	7095	12902.232	197	1
4_MACS_peak_18686_lociStitched	chr20	37499142	37505382	4	6076	12888.096	198	1
4_MACS_peak_6607_lociStitched	chr12	57076733	57084414	4	7349	12864.1388	199	1
2_MACS_peak_1428_lociStitched	chr1	143913713	143919218	2	5294	12853.6245	200	1
2_MACS_peak_18453_lociStitched	chr20	25274312	25281784	2	7367	12823.4464	201	1
2_MACS_peak_5166_lociStitched	chr11	65624464	65629149	2	4641	12811.1325	202	1
3_MACS_peak_18742_lociStitched	chr20	42376652	42382602	3	5616	12809.755	203	1
2_MACS_peak_9929_lociStitched	chr15	68492659	68500166	2	7466	12809.1941	204	1
1_MACS_peak_1961_lociStitched	chr1	165796172	165799554	1	3383	12807.9722	205	1
9_MACS_peak_27184_lociStitched	chr7	11330532	11341744	9	10126	12774.9528	206	1
2_MACS_peak_26110_lociStitched	chr6	43737322	43742195	2	4862	12762.8743	207	1
1_MACS_peak_13302_lociStitched	chr17	75365334	75371289	1	5956	12754.419	208	1
1_MACS_peak_19025_lociStitched	chr20	57463304	57468618	1	5315	12740.8464	209	1
1_MACS_peak_16069_lociStitched	chr2	20614434	20620774	1	6341	12723.746	210	1
1_MACS_peak_1394_lociStitched	chr1	120610144	120613147	1	3004	12696.9843	211	1
6_MACS_peak_19050_lociStitched	chr20	58674704	58683356	6	8159	12694.2144	212	1
4_MACS_peak_21727_lociStitched	chr3	156804088	156811470	4	7180	12687.4434	213	1
2_MACS_peak_12491_lociStitched	chr17	37909368	37916053	2	6606	12639.3295	214	1
3_MACS_peak_25420_lociStitched	chr6	12007280	12013834	3	6382	12632.835	215	1
2_MACS_peak_18997_lociStitched	chr20	55964077	55970148	2	6025	12594.8966	216	1
3_MACS_peak_10404_lociStitched	chr15	101458379	101464962	3	6480	12593.9373	217	1
3_MACS_peak_9326_lociStitched	chr15	31616227	31622946	3	6218	12467.1045	218	1
3_MACS_peak_22109_lociStitched	chr3	196356200	196362190	3	5915	12458.002	219	1
10_MACS_peak_7894_lociStitched	chr13	65979654	65991361	10	10493	12438.6875	220	1
3_MACS_peak_10990_lociStitched	chr16	29815749	29821095	3	5273	12386.682	221	1
2_MACS_peak_20228_lociStitched	chr22	50326396	50332019	2	5607	12374.5361	222	1
1_MACS_peak_1819_lociStitched	chr1	159892040	159896158	1	4119	12282.7586	223	1
3_MACS_peak_9246_lociStitched	chr15	23613094	23619586	3	6337	12275.7228	224	1
3_MACS_peak_14805_lociStitched	chr19	16186381	16191526	3	5082	12248.187	225	1
6_MACS_peak_3240_lociStitched	chr10	23727310	23737016	6	8991	12213.0598	226	1
2_MACS_peak_23666_lociStitched	chr5	6479084	6485969	2	6754	12200.22	227	1
2_MACS_peak_106_lociStitched	chr1	6977281	6984709	2	7340	12153.6936	228	1
9_MACS_peak_3014_lociStitched	chr10	7510923	7522377	9	9831	12151.5486	229	1
6_MACS_peak_6004_lociStitched	chr12	4377568	4386579	6	8388	12148.6302	230	1
3_MACS_peak_12099_lociStitched	chr17	17390681	17400283	3	9314	12107.1618	231	1
8_MACS_peak_17076_lociStitched	chr2	112191559	112202499	8	10036	12067.914	232	1
2_MACS_peak_30249_lociStitched	chr8	134579902	134585938	2	5899	12039.4056	233	1
3_MACS_peak_17820_lociStitched	chr2	216973155	216980041	3	6681	12026.399	234	1
1_MACS_peak_2009_lociStitched	chr1	167904081	167907338	1	3258	12020.6099	235	1
1_MACS_peak_2125_lociStitched	chr1	179049165	179053394	1	4230	12011.6287	236	1
1_MACS_peak_13322_lociStitched	chr17	76122730	76129075	1	6346	11917.179	237	1
6_MACS_peak_14945_lociStitched	chr19	19054221	19064922	6	10018	11899.512	238	1
3_MACS_peak_23792_lociStitched	chr5	32581038	32587962	3	6802	11894.7396	239	1
4_MACS_peak_19122_lociStitched	chr20	62357738	62363983	4	5964	11877.99	240	1
7_MACS_peak_6163_lociStitched	chr12	12866599	12875321	7	7973	11865.4088	241	1
7_MACS_peak_4039_lociStitched	chr10	104531678	104539152	7	6732	11858.2484	242	1
3_MACS_peak_5678_lociStitched	chr11	115132991	115140526	3	7489	11799.81	243	1
1_MACS_peak_28705_lociStitched	chr7	150063981	150068070	1	4090	11798.4006	244	1
2_MACS_peak_1567_lociStitched	chr1	150335552	150338690	2	3112	11797.311	245	1
4_MACS_peak_13161_lociStitched	chr17	72743531	72752039	4	8074	11795.4912	246	1
2_MACS_peak_21497_lociStitched	chr3	135912219	135917179	2	4890	11775.04	247	1
3_MACS_peak_12081_lociStitched	chr17	16872348	16880471	3	7764	11734.4858	248	1
2_MACS_peak_10729_lociStitched	chr16	12056507	12062990	2	6415	11721.264	249	1
2_MACS_peak_30060_lociStitched	chr8	120942404	120948070	2	5392	11710.4888	250	1
5_MACS_peak_3136_lociStitched	chr10	15826747	15836251	5	8658	11681.3664	251	1
8_MACS_peak_6386_lociStitched	chr12	48200673	48209569	8	8274	11676.8896	252	1
4_MACS_peak_1473_lociStitched	chr1	145451325	145457358	4	5481	11626.1943	253	1
5_MACS_peak_21545_lociStitched	chr3	140471769	140480789	5	8649	11620.466	254	1
2_MACS_peak_26352_lociStitched	chr6	74228790	74234276	2	5367	11590.8208	255	1
1_MACS_peak_1987_lociStitched	chr1	167423523	167426435	1	2913	11578.112	256	1
1_MACS_peak_26065_lociStitched	chr6	42748397	42752102	1	3706	11572.5675	257	1
3_MACS_peak_29882_lociStitched	chr8	103665730	103670366	3	4357	11559.866	258	1
2_MACS_peak_18570_lociStitched	chr20	32468588	32474003	2	5356	11544.78	259	1
2_MACS_peak_12840_lociStitched	chr17	48226227	48233853	2	7604	11543.4762	260	1
1_MACS_peak_1736_lociStitched	chr1	155657044	155659936	1	2893	11539.08	261	1
2_MACS_peak_23497_lociStitched	chr4	185392797	185397352	2	4301	11504.5635	262	1
3_MACS_peak_17105_lociStitched	chr2	112458989	112465797	3	6450	11498.0312	263	1
2_MACS_peak_1983_lociStitched	chr1	167188430	167192173	2	3536	11493.2558	264	1
5_MACS_peak_27562_lociStitched	chr7	50343041	50352271	5	8831	11485.812	265	1
3_MACS_peak_1612_lociStitched	chr1	151316603	151322226	3	5446	11476.543	266	1
5_MACS_peak_3024_lociStitched	chr10	7529341	7536717	5	7054	11470.4176	267	1
3_MACS_peak_16196_lociStitched	chr2	33716980	33724557	3	7210	11465.5164	268	1
6_MACS_peak_29840_lociStitched	chr8	102918841	102926218	6	7196	11443.9401	269	1
3_MACS_peak_31632_lociStitched	chr9	132646886	132654038	3	6932	11429.6112	270	1
5_MACS_peak_7237_lociStitched	chr12	120553141	120561693	5	8083	11420.3408	271	1
1_MACS_peak_1591_lociStitched	chr1	150945577	150948442	1	2866	11416.7385	272	1
2_MACS_peak_29502_lociStitched	chr8	67415895	67422396	2	6072	11399.5035	273	1
4_MACS_peak_10047_lociStitched	chr15	75356958	75364197	4	6953	11394.9099	274	1
2_MACS_peak_17987_lociStitched	chr2	232534812	232540286	2	5389	11389.2044	275	1
3_MACS_peak_10817_lociStitched	chr16	17435648	17443075	3	7324	11386.3337	276	1
2_MACS_peak_19010_lociStitched	chr20	56253090	56259403	2	6268	11384.8642	277	1
2_MACS_peak_8605_lociStitched	chr14	69258042	69263225	2	5182	11381.868	278	1
3_MACS_peak_16359_lociStitched	chr2	47166773	47173869	3	7055	11345.0848	279	1
3_MACS_peak_13993_lociStitched	chr18	52983841	52991864	3	7903	11314.8369	280	1
4_MACS_peak_1767_lociStitched	chr1	156194504	156200548	4	5804	11307.7196	281	1
2_MACS_peak_5150_lociStitched	chr11	65339448	65345883	2	6252	11281.842	282	1
4_MACS_peak_8681_lociStitched	chr14	73353270	73361843	4	7924	11276.9242	283	1
2_MACS_peak_27780_lociStitched	chr7	74069759	74072962	2	3174	11255.342	284	1
2_MACS_peak_7120_lociStitched	chr12	111105736	111112862	2	7092	11236.2768	285	1
2_MACS_peak_30203_lociStitched	chr8	129003384	129009361	2	5776	11227.1968	286	1
2_MACS_peak_1560_lociStitched	chr1	150206318	150209765	2	3431	11216.8827	287	1
5_MACS_peak_25966_lociStitched	chr6	35694505	35701238	5	6330	11207.0785	288	1
2_MACS_peak_4977_lociStitched	chr11	62309574	62315619	2	5979	11185.668	289	1
1_MACS_peak_16364_lociStitched	chr2	47208409	47214364	1	5956	11134.659	290	1
2_MACS_peak_11761_lociStitched	chr17	396641	402890	2	6045	11128.8441	291	1
3_MACS_peak_4022_lociStitched	chr10	104401473	104406733	3	5164	11122.796	292	1
10_MACS_peak_24274_lociStitched	chr5	88163687	88174449	10	9515	11121.4508	293	1
1_MACS_peak_3096_lociStitched	chr10	13388301	13392386	1	4086	11107.932	294	1
2_MACS_peak_11904_lociStitched	chr17	4850179	4855078	2	4815	11107.5027	295	1
5_MACS_peak_25758_lociStitched	chr6	30683659	30690351	5	6042	11099.3512	296	1
3_MACS_peak_6349_lociStitched	chr12	46120192	46125211	3	4925	11073.9216	297	1
1_MACS_peak_1832_lociStitched	chr1	160230492	160233848	1	3357	11049.9656	298	1
1_MACS_peak_1413_lociStitched	chr1	120834137	120838442	1	4306	11048.352	299	1
2_MACS_peak_19063_lociStitched	chr20	58976845	58983922	2	6922	11045.0739	300	1
2_MACS_peak_4304_lociStitched	chr10	129569431	129576667	2	6804	11016.0864	301	1
1_MACS_peak_6858_lociStitched	chr12	93984110	93991111	1	7002	11000.6713	302	1
5_MACS_peak_13328_lociStitched	chr17	76163966	76171801	5	7222	10995.639	303	1
