REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	LP-1.jin.bam
5_MACS_peak_17627_lociStitched	chr2	201980009	201994923	5	14523	29286.6218
7_MACS_peak_21340_lociStitched	chr3	124499685	124513675	7	12973	16927.899999999998
9_MACS_peak_17653_lociStitched	chr2	202112920	202126797	9	12502	20744.7273
4_MACS_peak_21416_lociStitched	chr3	129023274	129037085	4	13495	27017.0782
10_MACS_peak_5132_lociStitched	chr11	65261024	65274815	10	12775	21960.7884
6_MACS_peak_31066_lociStitched	chr9	93676408	93690181	6	12952	22696.5267
4_MACS_peak_2435_lociStitched	chr1	203264706	203278376	4	13211	27104.876
5_MACS_peak_13272_lociStitched	chr17	74775540	74788985	5	13157	23856.808
6_MACS_peak_11940_lociStitched	chr17	6914791	6928170	6	12810	20025.6872
6_MACS_peak_23542_lociStitched	chr4	186272577	186285715	6	12540	20648.9946
8_MACS_peak_6500_lociStitched	chr12	53590801	53603590	8	11634	17939.1303
3_MACS_peak_23599_lociStitched	chr5	1311335	1323993	3	12206	28313.4144
8_MACS_peak_20667_lociStitched	chr3	45605926	45618471	8	11271	14944.8585
5_MACS_peak_5872_lociStitched	chr11	128585743	128598274	5	12106	17819.082
1_MACS_peak_12705_lociStitched	chr17	43296713	43309195	1	12483	32773.987400000005
13_MACS_peak_12313_lociStitched	chr17	29576498	29588947	13	10509	10428.5273
8_MACS_peak_9895_lociStitched	chr15	67368792	67381131	8	11241	13875.2055
1_MACS_peak_1688_lociStitched	chr1	154907271	154919265	1	11995	46175.7006
10_MACS_peak_19208_lociStitched	chr21	19151867	19163847	10	10867	13781.792000000001
5_MACS_peak_21657_lociStitched	chr3	151911497	151923359	5	11286	16313.8086
10_MACS_peak_7894_lociStitched	chr13	65979654	65991361	10	10493	12438.6875
3_MACS_peak_18773_lociStitched	chr20	43270616	43282299	3	11390	19864.6049
5_MACS_peak_26541_lociStitched	chr6	106543451	106555125	5	11035	13622.3906
2_MACS_peak_1573_lociStitched	chr1	150531533	150543125	2	11577	28178.992799999996
1_MACS_peak_24284_lociStitched	chr5	88175337	88186897	1	11561	21083.128
9_MACS_peak_3014_lociStitched	chr10	7510923	7522377	9	9831	12151.5486
5_MACS_peak_21880_lociStitched	chr3	177068504	177079956	5	10968	21127.7948
7_MACS_peak_23763_lociStitched	chr5	27462941	27474382	7	10438	15802.3092
4_MACS_peak_14819_lociStitched	chr19	16473781	16485221	4	10616	18146.128
9_MACS_peak_30047_lociStitched	chr8	120924556	120935885	9	10097	13353.492300000002
3_MACS_peak_17961_lociStitched	chr2	231729073	231740315	3	11171	22913.444399999997
9_MACS_peak_27184_lociStitched	chr7	11330532	11341744	9	10126	12774.9528
4_MACS_peak_4979_lociStitched	chr11	62316903	62328079	4	10562	16472.3064
8_MACS_peak_31091_lociStitched	chr9	93917328	93928431	8	9393	17442.813
6_MACS_peak_29643_lociStitched	chr8	85158720	85169757	6	10186	16466.1003
8_MACS_peak_17076_lociStitched	chr2	112191559	112202499	8	10036	12067.913999999999
4_MACS_peak_2089_lociStitched	chr1	174931964	174942885	4	10829	21044.767
4_MACS_peak_28158_lociStitched	chr7	101382399	101393194	4	10030	20135.9135
10_MACS_peak_24274_lociStitched	chr5	88163687	88174449	10	9515	11121.4508
7_MACS_peak_12534_lociStitched	chr17	38473775	38484536	7	10270	12962.700599999998
6_MACS_peak_14945_lociStitched	chr19	19054221	19064922	6	10018	11899.512
5_MACS_peak_7071_lociStitched	chr12	109020998	109031676	5	10403	17963.5994
2_MACS_peak_9785_lociStitched	chr15	60874838	60885436	2	10294	18365.2742
6_MACS_peak_16348_lociStitched	chr2	46794424	46805006	6	9357	10552.3704
3_MACS_peak_10747_lociStitched	chr16	14394935	14405511	3	10463	23127.5968
8_MACS_peak_7930_lociStitched	chr13	66203423	66213907	8	9493	10614.0016
3_MACS_peak_29736_lociStitched	chr8	95953546	95964012	3	10276	25844.7404
7_MACS_peak_7387_lociStitched	chr12	123370687	123381141	7	9619	15297.3382
2_MACS_peak_17824_lociStitched	chr2	217079288	217089623	2	9971	19862.836499999998
3_MACS_peak_28633_lociStitched	chr7	141254713	141265025	3	10112	17315.9104
5_MACS_peak_16863_lociStitched	chr2	87806243	87816536	5	9683	13291.3509
3_MACS_peak_15182_lociStitched	chr19	39892230	39902386	3	9690	16269.912
2_MACS_peak_5116_lociStitched	chr11	65183575	65193714	2	10047	32146.713399999997
9_MACS_peak_7992_lociStitched	chr13	91991624	92001742	9	9200	10452.905799999999
5_MACS_peak_23469_lociStitched	chr4	185200709	185210726	5	9827	21182.9499
3_MACS_peak_23903_lociStitched	chr5	53813487	53823335	3	9360	20930.9392
4_MACS_peak_31081_lociStitched	chr9	93732176	93741957	4	9395	19807.5031
5_MACS_peak_22972_lociStitched	chr4	105407251	105417028	5	9363	14136.5643
4_MACS_peak_28175_lociStitched	chr7	101928551	101938305	4	9611	15821.9634
6_MACS_peak_3240_lociStitched	chr10	23727310	23737016	6	8991	12213.059799999999
3_MACS_peak_9726_lociStitched	chr15	58749435	58759107	3	9215	14891.9784
2_MACS_peak_14079_lociStitched	chr18	60822423	60832046	2	9574	20195.7901
6_MACS_peak_26535_lociStitched	chr6	106533303	106542913	6	9045	10151.043
3_MACS_peak_12099_lociStitched	chr17	17390681	17400283	3	9314	12107.1618
3_MACS_peak_2439_lociStitched	chr1	203288605	203298166	3	9360	15876.040500000001
1_MACS_peak_1746_lociStitched	chr1	155943980	155953499	1	9520	25273.8969
5_MACS_peak_3136_lociStitched	chr10	15826747	15836251	5	8658	11681.3664
3_MACS_peak_18737_lociStitched	chr20	42336571	42345985	3	9367	14445.783
3_MACS_peak_5773_lociStitched	chr11	120365550	120374955	3	8938	15497.559
5_MACS_peak_2354_lociStitched	chr1	198898074	198907465	5	8934	16089.6003
5_MACS_peak_30170_lociStitched	chr8	126779822	126789192	5	9161	13568.697
4_MACS_peak_25577_lociStitched	chr6	26025981	26035349	4	9273	15480.62
4_MACS_peak_26182_lociStitched	chr6	45674131	45683454	4	8797	13343.0776
3_MACS_peak_19732_lociStitched	chr22	29212227	29221522	3	9224	12906.1075
4_MACS_peak_4973_lociStitched	chr11	62223496	62232769	4	9080	14738.5062
4_MACS_peak_2507_lociStitched	chr1	206285974	206295219	4	8620	18362.418999999998
5_MACS_peak_27562_lociStitched	chr7	50343041	50352271	5	8831	11485.812
3_MACS_peak_1550_lociStitched	chr1	149818471	149827684	3	9152	29638.221
6_MACS_peak_21897_lociStitched	chr3	178230007	178239217	6	8551	12987.942
3_MACS_peak_29112_lociStitched	chr8	26428208	26437377	3	8647	17862.1289
2_MACS_peak_22524_lociStitched	chr4	40194104	40203269	2	9147	17974.398
6_MACS_peak_9739_lociStitched	chr15	58841219	58850371	6	8546	10855.187199999998
4_MACS_peak_16822_lociStitched	chr2	86219764	86228883	4	8632	19867.565300000002
4_MACS_peak_4529_lociStitched	chr11	10323912	10332936	4	8823	15720.7104
5_MACS_peak_21545_lociStitched	chr3	140471769	140480789	5	8649	11620.466
6_MACS_peak_6004_lociStitched	chr12	4377568	4386579	6	8388	12148.630200000001
3_MACS_peak_7299_lociStitched	chr12	121690744	121699733	3	8637	13867.3303
5_MACS_peak_24805_lociStitched	chr5	142776714	142785663	5	8213	13083.438
7_MACS_peak_18515_lociStitched	chr20	31254018	31262963	7	7736	13506.0555
5_MACS_peak_8767_lociStitched	chr14	77487548	77496472	5	8537	15052.1108
2_MACS_peak_24713_lociStitched	chr5	138721515	138730427	2	8533	17184.1184
7_MACS_peak_1917_lociStitched	chr1	162552698	162561603	7	8253	10480.2945
8_MACS_peak_6386_lociStitched	chr12	48200673	48209569	8	8274	11676.8896
4_MACS_peak_5623_lociStitched	chr11	111237324	111246164	4	8224	10275.616
1_MACS_peak_21878_lociStitched	chr3	176912348	176921112	1	8765	20873.2188
6_MACS_peak_22291_lociStitched	chr4	10094300	10103061	6	7642	10642.8628
7_MACS_peak_6163_lociStitched	chr12	12866599	12875321	7	7973	11865.408800000001
4_MACS_peak_12604_lociStitched	chr17	40825176	40833894	4	8203	16776.0474
3_MACS_peak_28007_lociStitched	chr7	92437175	92445852	3	8459	14769.1217
6_MACS_peak_19050_lociStitched	chr20	58674704	58683356	6	8159	12694.2144
3_MACS_peak_3793_lociStitched	chr10	90144014	90152636	3	8372	15243.696
5_MACS_peak_28181_lociStitched	chr7	101945397	101954007	5	8077	15250.032000000001
4_MACS_peak_19126_lociStitched	chr20	62364511	62373107	4	8476	17478.2468
10_MACS_peak_26751_lociStitched	chr6	135322600	135331195	10	7069	6954.2145
4_MACS_peak_8681_lociStitched	chr14	73353270	73361843	4	7924	11276.9242
5_MACS_peak_7237_lociStitched	chr12	120553141	120561693	5	8083	11420.3408
5_MACS_peak_4116_lociStitched	chr10	111967300	111975832	5	8324	15309.8208
6_MACS_peak_21645_lociStitched	chr3	150314344	150322874	6	8392	15431.623
4_MACS_peak_25644_lociStitched	chr6	27094352	27102869	4	8182	15565.669199999998
4_MACS_peak_13161_lociStitched	chr17	72743531	72752039	4	8074	11795.4912
4_MACS_peak_25243_lociStitched	chr6	389087	397589	4	8289	17513.2698
3_MACS_peak_28237_lociStitched	chr7	104578642	104587138	3	8344	16395.5808
9_MACS_peak_2515_lociStitched	chr1	206729883	206738366	9	7203	7697.4742
8_MACS_peak_32122_lociStitched	chrX	48771312	48779773	8	7316	9397.6327
6_MACS_peak_4677_lociStitched	chr11	22684103	22692560	6	8340	19628.697
2_MACS_peak_13095_lociStitched	chr17	65641831	65650244	2	8356	15369.7097
4_MACS_peak_3775_lociStitched	chr10	89620179	89628591	4	8097	15456.208799999999
3_MACS_peak_25413_lociStitched	chr6	11829425	11837809	3	8254	13613.939199999999
4_MACS_peak_21734_lociStitched	chr3	156847882	156856248	4	7785	13419.9006
12_MACS_peak_21745_lociStitched	chr3	158067439	158075754	12	7018	8454.692
6_MACS_peak_22259_lociStitched	chr4	6987661	6995943	6	7201	8745.792000000001
1_MACS_peak_2182_lociStitched	chr1	183808692	183816953	1	8262	19899.9229
6_MACS_peak_12608_lociStitched	chr17	40853905	40862166	6	7303	9606.716900000001
6_MACS_peak_4033_lociStitched	chr10	104521562	104529817	6	6601	8993.822499999998
7_MACS_peak_16377_lociStitched	chr2	47729963	47738194	7	7313	9161.9261
5_MACS_peak_10012_lociStitched	chr15	74832264	74840477	5	7476	8767.377499999999
1_MACS_peak_29133_lociStitched	chr8	27230442	27238585	1	8144	14260.0216
6_MACS_peak_322_lociStitched	chr1	23850665	23858793	6	6883	10720.832
3_MACS_peak_12081_lociStitched	chr17	16872348	16880471	3	7764	11734.4858
8_MACS_peak_31107_lociStitched	chr9	94184219	94192337	8	7240	9681.526800000001
5_MACS_peak_11412_lociStitched	chr16	71186371	71194434	5	7616	13626.47
3_MACS_peak_11529_lociStitched	chr16	79908049	79916096	3	7573	14123.289700000001
7_MACS_peak_4107_lociStitched	chr10	111824576	111832621	7	6645	8042.5865
8_MACS_peak_7941_lociStitched	chr13	66216916	66224960	8	7073	8033.5428
3_MACS_peak_13993_lociStitched	chr18	52983841	52991864	3	7903	11314.8369
4_MACS_peak_1546_lociStitched	chr1	149809645	149817659	4	7981	27942.4138
8_MACS_peak_3414_lociStitched	chr10	45467605	45475557	8	7249	8972.241600000001
3_MACS_peak_1696_lociStitched	chr1	154969624	154977530	3	7724	25169.5416
1_MACS_peak_1671_lociStitched	chr1	154374045	154381941	1	7897	18513.7512
2_MACS_peak_7451_lociStitched	chr12	125398417	125406303	2	7873	16424.1722
3_MACS_peak_28170_lociStitched	chr7	101632462	101640343	3	7714	10653.5358
5_MACS_peak_26552_lociStitched	chr6	106610328	106618170	5	7417	9474.704399999999
5_MACS_peak_13328_lociStitched	chr17	76163966	76171801	5	7222	10995.639
1_MACS_peak_28012_lociStitched	chr7	92459122	92466899	1	7778	18812.563000000002
2_MACS_peak_19728_lociStitched	chr22	29191229	29199002	2	7278	16169.3946
2_MACS_peak_1838_lociStitched	chr1	160677075	160684842	2	7589	14349.5325
4_MACS_peak_30451_lociStitched	chr9	623224	630956	4	7208	9900.0528
2_MACS_peak_26161_lociStitched	chr6	45386741	45394448	2	7699	18644.003699999997
9_MACS_peak_27872_lociStitched	chr7	78120800	78128487	9	5977	7388.7444000000005
4_MACS_peak_6607_lociStitched	chr12	57076733	57084414	4	7349	12864.1388
9_MACS_peak_17504_lociStitched	chr2	185304050	185311714	9	6075	5938.0672
4_MACS_peak_3253_lociStitched	chr10	24738525	24746185	4	7130	7605.6140000000005
3_MACS_peak_13597_lociStitched	chr18	9101725	9109370	3	7458	13509.4795
6_MACS_peak_9923_lociStitched	chr15	68478098	68485742	6	7131	7716.618
2_MACS_peak_12840_lociStitched	chr17	48226227	48233853	2	7604	11543.476200000001
7_MACS_peak_9253_lociStitched	chr15	23676534	23684137	7	6616	8211.24
3_MACS_peak_25798_lociStitched	chr6	31701402	31708992	3	7391	15172.410000000002
3_MACS_peak_16196_lociStitched	chr2	33716980	33724557	3	7210	11465.5164
3_MACS_peak_10677_lociStitched	chr16	10969711	10977265	3	7095	12902.232
2_MACS_peak_10041_lociStitched	chr15	75334059	75341612	2	7529	16075.049899999998
3_MACS_peak_5678_lociStitched	chr11	115132991	115140526	3	7489	11799.810000000001
2_MACS_peak_9929_lociStitched	chr15	68492659	68500166	2	7466	12809.194099999999
7_MACS_peak_22233_lociStitched	chr4	6180657	6188156	7	6836	9483.9853
4_MACS_peak_4074_lociStitched	chr10	105258251	105265747	4	6915	8304.8184
7_MACS_peak_4039_lociStitched	chr10	104531678	104539152	7	6732	11858.2484
2_MACS_peak_18453_lociStitched	chr20	25274312	25281784	2	7367	12823.446399999999
5_MACS_peak_11877_lociStitched	chr17	4274108	4281569	5	7255	10101.447900000001
5_MACS_peak_13829_lociStitched	chr18	42300484	42307936	5	6768	7937.1251999999995
3_MACS_peak_9618_lociStitched	chr15	51531764	51539211	3	7104	10846.555499999999
3_MACS_peak_2500_lociStitched	chr1	206132395	206139829	3	6635	15669.3852
2_MACS_peak_106_lociStitched	chr1	6977281	6984709	2	7340	12153.6936
3_MACS_peak_3044_lociStitched	chr10	11216750	11224177	3	7302	15259.514200000001
3_MACS_peak_10817_lociStitched	chr16	17435648	17443075	3	7324	11386.3337
4_MACS_peak_21727_lociStitched	chr3	156804088	156811470	4	7180	12687.4434
6_MACS_peak_29840_lociStitched	chr8	102918841	102926218	6	7196	11443.9401
5_MACS_peak_3024_lociStitched	chr10	7529341	7536717	5	7054	11470.417599999999
4_MACS_peak_17993_lociStitched	chr2	232570140	232577512	4	7077	20884.1388
5_MACS_peak_3048_lociStitched	chr10	11282670	11290041	5	6504	9339.7941
7_MACS_peak_15575_lociStitched	chr19	50067728	50075078	7	6651	7227.990000000001
3_MACS_peak_27713_lociStitched	chr7	71504120	71511459	3	7176	10780.2571
5_MACS_peak_26440_lociStitched	chr6	90060700	90068024	5	6873	9157.1972
2_MACS_peak_2183_lociStitched	chr1	183876535	183883857	2	6950	13659.9232
4_MACS_peak_29558_lociStitched	chr8	72268562	72275883	4	7279	8725.8999
4_MACS_peak_17805_lociStitched	chr2	216777687	216784983	4	6974	7791.398400000001
3_MACS_peak_31074_lociStitched	chr9	93701422	93708710	3	7202	14839.0968
7_MACS_peak_32130_lociStitched	chrX	48792515	48799797	7	6387	8050.250999999999
4_MACS_peak_22865_lociStitched	chr4	87855311	87862573	4	6831	9245.9784
4_MACS_peak_29926_lociStitched	chr8	105287846	105295105	4	7129	14357.5761
4_MACS_peak_10047_lociStitched	chr15	75356958	75364197	4	6953	11394.9099
2_MACS_peak_4304_lociStitched	chr10	129569431	129576667	2	6804	11016.0864
3_MACS_peak_7136_lociStitched	chr12	111867414	111874637	3	6703	7224.4446
6_MACS_peak_13591_lociStitched	chr18	9079321	9086527	6	6537	9807.366
5_MACS_peak_11648_lociStitched	chr16	87807339	87814531	5	6381	9674.678399999999
4_MACS_peak_11514_lociStitched	chr16	79629847	79637025	4	6599	14188.7526
5_MACS_peak_6311_lociStitched	chr12	40009701	40016869	5	6031	8855.3472
3_MACS_peak_31632_lociStitched	chr9	132646886	132654038	3	6932	11429.611200000001
2_MACS_peak_19665_lociStitched	chr22	24184785	24191935	2	7051	9684.675000000001
2_MACS_peak_7120_lociStitched	chr12	111105736	111112862	2	7092	11236.2768
7_MACS_peak_7472_lociStitched	chr12	127251690	127258793	7	6227	6943.8928000000005
7_MACS_peak_16970_lociStitched	chr2	99094606	99101708	7	5815	6093.516
3_MACS_peak_16359_lociStitched	chr2	47166773	47173869	3	7055	11345.0848
3_MACS_peak_7202_lociStitched	chr12	116970748	116977837	3	6866	9290.1345
5_MACS_peak_7526_lociStitched	chr12	133020913	133028002	5	6519	8331.7017
2_MACS_peak_19063_lociStitched	chr20	58976845	58983922	2	6922	11045.0739
1_MACS_peak_6858_lociStitched	chr12	93984110	93991111	1	7002	11000.6713
6_MACS_peak_8914_lociStitched	chr14	91830026	91836992	6	6443	7552.537200000001
6_MACS_peak_19646_lociStitched	chr22	23477778	23484738	6	6317	9118.296
3_MACS_peak_7341_lociStitched	chr12	122237164	122244117	3	6791	20763.7439
4_MACS_peak_23778_lociStitched	chr5	32206000	32212951	4	6081	10742.7705
6_MACS_peak_16317_lociStitched	chr2	45664598	45671541	6	6110	8430.1906
6_MACS_peak_2545_lociStitched	chr1	208954948	208961886	6	6292	7286.9814
3_MACS_peak_23792_lociStitched	chr5	32581038	32587962	3	6802	11894.739599999999
4_MACS_peak_19986_lociStitched	chr22	39459592	39466504	4	6460	8561.2032
6_MACS_peak_27736_lociStitched	chr7	72531780	72538689	6	5936	6519.3324
6_MACS_peak_9645_lociStitched	chr15	52753207	52760112	6	6117	9870.6975
3_MACS_peak_17820_lociStitched	chr2	216973155	216980041	3	6681	12026.399
2_MACS_peak_23666_lociStitched	chr5	6479084	6485969	2	6754	12200.22
1_MACS_peak_29739_lociStitched	chr8	95970069	95976953	1	6885	14580.312
3_MACS_peak_21442_lociStitched	chr3	130566960	130573842	3	6583	9195.040200000001
6_MACS_peak_16851_lociStitched	chr2	87782089	87788966	6	5983	8021.332800000001
3_MACS_peak_8983_lociStitched	chr14	94474531	94481406	3	6099	9097.6875
9_MACS_peak_11830_lociStitched	chr17	2390686	2397558	9	5767	5955.9624
5_MACS_peak_18782_lociStitched	chr20	43594473	43601344	5	6615	8128.393
3_MACS_peak_23596_lociStitched	chr5	1290852	1297716	3	6718	15621.7776
3_MACS_peak_21665_lociStitched	chr3	151984062	151990920	3	6821	15638.9832
3_MACS_peak_28190_lociStitched	chr7	102063773	102070608	3	6758	17226.250500000002
3_MACS_peak_17105_lociStitched	chr2	112458989	112465797	3	6450	11498.031200000001
5_MACS_peak_13433_lociStitched	chr17	79478472	79485251	5	6426	15602.546400000001
6_MACS_peak_9932_lociStitched	chr15	68516566	68523340	6	5907	8969.4534
3_MACS_peak_22414_lociStitched	chr4	24117238	24123994	3	6447	9936.0492
6_MACS_peak_1272_lociStitched	chr1	111173575	111180327	6	5802	5793.216
2_MACS_peak_9688_lociStitched	chr15	54872505	54879251	2	6664	13650.530999999999
3_MACS_peak_25886_lociStitched	chr6	32934849	32941590	3	6290	20384.1099
5_MACS_peak_25966_lociStitched	chr6	35694505	35701238	5	6330	11207.078500000001
3_MACS_peak_14117_lociStitched	chr18	72162712	72169437	3	6612	9213.9225
3_MACS_peak_8920_lociStitched	chr14	91837602	91844323	3	6560	8219.783000000001
3_MACS_peak_9326_lociStitched	chr15	31616227	31622946	3	6218	12467.1045
4_MACS_peak_22074_lociStitched	chr3	195265112	195271815	4	6473	10459.3612
2_MACS_peak_2397_lociStitched	chr1	200986185	200992880	2	6668	19369.974000000002
1_MACS_peak_30031_lociStitched	chr8	119574209	119580903	1	6695	13914.148399999998
5_MACS_peak_25758_lociStitched	chr6	30683659	30690351	5	6042	11099.351200000001
4_MACS_peak_23538_lociStitched	chr4	186260559	186267246	4	5964	8108.656199999999
2_MACS_peak_441_lociStitched	chr1	27018559	27025245	2	6616	15931.4008
2_MACS_peak_12491_lociStitched	chr17	37909368	37916053	2	6606	12639.3295
6_MACS_peak_7308_lociStitched	chr12	121729676	121736360	6	6248	9610.2552
4_MACS_peak_7287_lociStitched	chr12	121565819	121572498	4	6159	8937.837800000001
2_MACS_peak_2197_lociStitched	chr1	184459099	184465769	2	6356	10530.596
1_MACS_peak_28712_lociStitched	chr7	150100473	150107143	1	6671	20397.527000000002
4_MACS_peak_13601_lociStitched	chr18	9135085	9141734	4	6525	13035.3645
4_MACS_peak_641_lociStitched	chr1	37939526	37946174	4	6385	9781.2024
2_MACS_peak_1862_lociStitched	chr1	161151085	161157730	2	6622	14268.144000000002
1_MACS_peak_1545_lociStitched	chr1	149801668	149808309	1	6642	16071.22
3_MACS_peak_13890_lociStitched	chr18	46307747	46314379	3	6203	9280.1576
1_MACS_peak_2000_lociStitched	chr1	167595778	167602409	1	6632	27216.9395
3_MACS_peak_30162_lociStitched	chr8	126441062	126447672	3	6385	17685.055
1_MACS_peak_2434_lociStitched	chr1	203254941	203261544	1	6604	17803.0086
7_MACS_peak_15275_lociStitched	chr19	42036579	42043172	7	5585	5492.628299999999
1_MACS_peak_3043_lociStitched	chr10	11203611	11210199	1	6589	14663.5704
3_MACS_peak_10404_lociStitched	chr15	101458379	101464962	3	6480	12593.9373
2_MACS_peak_13920_lociStitched	chr18	46473475	46480056	2	6534	13904.994899999998
5_MACS_peak_20881_lociStitched	chr3	52738169	52744749	5	5854	8217.104
3_MACS_peak_18080_lociStitched	chr2	238599952	238606508	3	6376	9924.4728
3_MACS_peak_25420_lociStitched	chr6	12007280	12013834	3	6382	12632.835
2_MACS_peak_5181_lociStitched	chr11	65768921	65775469	2	6377	9256.2528
1_MACS_peak_21338_lociStitched	chr3	124487826	124494371	1	6546	13101.780999999999
5_MACS_peak_14731_lociStitched	chr19	13260464	13266989	5	6235	8438.7825
3_MACS_peak_27222_lociStitched	chr7	20484609	20491125	3	6350	8630.442000000001
2_MACS_peak_29502_lociStitched	chr8	67415895	67422396	2	6072	11399.5035
3_MACS_peak_30131_lociStitched	chr8	126161986	126168486	3	6381	10015.85
3_MACS_peak_13972_lociStitched	chr18	49917324	49923820	3	6279	10469.6032
3_MACS_peak_9246_lociStitched	chr15	23613094	23619586	3	6337	12275.7228
3_MACS_peak_2307_lociStitched	chr1	194796344	194802832	3	6140	16232.975999999999
2_MACS_peak_10729_lociStitched	chr16	12056507	12062990	2	6415	11721.264000000001
5_MACS_peak_9640_lociStitched	chr15	52670171	52676643	5	6366	7976.74
2_MACS_peak_9324_lociStitched	chr15	31554209	31560679	2	6413	13148.334
3_MACS_peak_17814_lociStitched	chr2	216945517	216951982	3	5996	9486.094500000001
6_MACS_peak_23995_lociStitched	chr5	56467344	56473808	6	5405	7882.2016
3_MACS_peak_24861_lociStitched	chr5	149717425	149723879	3	6336	9644.2122
3_MACS_peak_3645_lociStitched	chr10	74090698	74097145	3	6243	10802.5932
2_MACS_peak_5150_lociStitched	chr11	65339448	65345883	2	6252	11281.842
5_MACS_peak_13354_lociStitched	chr17	76741059	76747481	5	5836	6635.210399999999
4_MACS_peak_7065_lociStitched	chr12	108958166	108964586	4	6027	8290.145999999999
4_MACS_peak_16275_lociStitched	chr2	42327820	42334216	4	6045	10710.102
2_MACS_peak_28249_lociStitched	chr7	104651443	104657836	2	6323	17770.6221
6_MACS_peak_15991_lociStitched	chr2	11636973	11643353	6	5892	8555.58
1_MACS_peak_11670_lociStitched	chr16	88846217	88852571	1	6355	13298.286600000001
1_MACS_peak_13322_lociStitched	chr17	76122730	76129075	1	6346	11917.179
2_MACS_peak_9329_lociStitched	chr15	31635829	31642173	2	5906	9607.988
1_MACS_peak_16069_lociStitched	chr2	20614434	20620774	1	6341	12723.746
5_MACS_peak_24867_lociStitched	chr5	149788642	149794966	5	5890	10108.2816
2_MACS_peak_19010_lociStitched	chr20	56253090	56259403	2	6268	11384.8642
2_MACS_peak_29888_lociStitched	chr8	103816777	103823090	2	6162	15340.59
5_MACS_peak_23236_lociStitched	chr4	144275034	144281332	5	5448	6158.8142
5_MACS_peak_7492_lociStitched	chr12	129323779	129330073	5	5581	6091.3332
4_MACS_peak_5375_lociStitched	chr11	73689534	73695823	4	5756	8776.928399999999
4_MACS_peak_31278_lociStitched	chr9	108017822	108024108	4	5468	5525.394
4_MACS_peak_22784_lociStitched	chr4	78736142	78742424	4	5677	9333.1674
2_MACS_peak_1554_lociStitched	chr1	149855164	149861437	2	6196	24119.685
4_MACS_peak_18557_lociStitched	chr20	32363492	32369761	4	5907	8537.1242
3_MACS_peak_2948_lociStitched	chr10	3663961	3670229	3	6198	9410.1484
