GENE_ID	locusLine	bin_1_15_0EX1_0229Kronos_MM1S-KB-3hr-1_H3K27Ac_hs-dm_i25.bam
NM_130898	chr1(.):153935396-153951832	1.9781
NM_181715	chr1(.):153915151-153936043	1.3572
NM_006694	chr1(.):153941744-153955451	0.6172
NM_002870	chr1(.):153949127-153963806	0.936
NM_014856	chr1(.):153896976-153924154	0.6386
NM_001030	chr1(.):153958238-153969631	0.6317
NM_006556	chr1(.):154892207-154914484	2.9995
NM_001130041	chr1(.):154929773-154951959	2.933
NM_001130040	chr1(.):154929773-154948223	3.2677
NM_201398	chr1(.):154950769-154970587	0.5965
NM_015872	chr1(.):154970111-154995999	1.6009
NM_207196	chr1(.):155018761-155040252	0.5037
NM_001184892	chr1(.):154950769-154966488	0.6911
NM_018655	chr1(.):154961061-154971791	0.2676
NM_001143687	chr1(.):155001281-155028406	0.3451
NR_024163	chr1(.):154942117-154956725	3.2285
NM_144622	chr1(.):154986002-155011257	0.4667
NM_138300	chr1(.):154924501-154939258	3.8391
NR_036212	chr1(.):154943168-154953259	3.7545
NM_001018017	chr1(.):155153299-155167700	0.143
NM_198883	chr1(.):155173489-155188624	0.4509
NM_007112	chr1(.):155160378-155182690	0.358
NR_030281	chr1(.):155159967-155170063	0.146
NM_001005742	chr1(.):155199238-155219653	0.5364
NM_003993	chr1(.):155227658-155248281	0.8469
NM_181871	chr1(.):155254083-155275792	0.1437
NM_198264	chr1(.):155211995-155230274	0.698
NM_052837	chr1(.):155220771-155237195	0.6468
NM_020897	chr1(.):155242373-155264638	0.4586
NM_001171812	chr1(.):155199238-155216066	0.6244
NM_000157	chr1(.):155199238-155216069	0.6243
NM_001135821	chr1(.):155273704-155295457	1.0888
NM_002004	chr1(.):155273538-155295457	1.081
NM_005698	chr1(.):155220769-155237195	0.6467
NM_000298	chr1(.):155254083-155276225	0.1432
NM_006912	chr1(.):155862600-155886177	0.2297
NM_001162384	chr1(.):155911629-155953336	1.9578
NM_181885	chr1(.):155906479-155917625	1.3699
NM_004723	chr1(.):155911629-155952966	1.9713
NM_014949	chr1(.):155877835-155909188	0.5806
NR_002974	chr1(.):155884699-155894833	0.112
NR_003005	chr1(.):155890748-155900877	0.1226
NM_003145	chr1(.):155973838-155995758	0.5674
NM_014655	chr1(.):156158729-156187587	0.9772
NM_007221	chr1(.):156177783-156214833	1.0989
NM_022367	chr1(.):156118321-156152542	3.4752
NM_001193302	chr1(.):156118368-156152542	3.4783
NM_001193301	chr1(.):156114734-156152542	3.2301
NM_005920	chr1(.):156428518-156475529	1.5164
NM_198427	chr1(.):156606739-156628264	0.1524
NM_021817	chr1(.):156584085-156600517	0.0992
NM_021948	chr1(.):156606739-156634320	1.076
NM_004494	chr1(.):156706898-156726543	2.232
NM_001126051	chr1(.):156706898-156727024	2.1799
NM_001126050	chr1(.):156706898-156727240	2.1569
NM_030980	chr1(.):156687412-156702705	0.6797
NM_001878	chr1(.):156664407-156680375	0.0972
NM_001142560	chr1(.):156693262-156711752	1.2875
NM_145729	chr1(.):156702093-156715923	1.256
NM_006617	chr1(.):156633555-156652189	0.1522
NR_001560	chr1(.):157093153-157103463	0.1326
NM_005240	chr1(.):157097975-157113177	0.735
NM_001145312	chr1(.):157089458-157113383	0.5086
NM_001778	chr1(.):160643535-160686585	1.7215
NM_003037	chr1(.):160574890-160622081	0.1241
NM_021181	chr1(.):160704076-160729601	1.6592
NM_001039711	chr1(.):161085768-161107478	0.9098
NM_016406	chr1(.):161118533-161133646	2.095
NM_004550	chr1(.):161164104-161189184	0.8553
NM_000309	chr1(.):161131180-161146010	0.9742
NM_001643	chr1(.):161187082-161198418	1.2429
NM_001185094	chr1(.):161082907-161095984	0.5607
NM_003779	chr1(.):161136100-161152314	1.8866
NM_012475	chr1(.):161124253-161140516	1.1552
NM_001039712	chr1(.):161085768-161107256	0.9185
NM_005600	chr1(.):161082861-161095984	0.5591
NM_001185093	chr1(.):161082906-161095984	0.5607
NM_032174	chr1(.):161190832-161205407	0.8143
NM_001166159	chr1(.):161166936-161189184	0.9371
NM_005099	chr1(.):161154537-161173845	1.6827
NM_004106	chr1(.):161180086-161194038	0.5879
NM_007240	chr1(.):161714580-161731952	0.6056
NM_002922	chr1(.):192539856-192554159	1.9199
NM_001195216	chr1(.):197698138-197749623	1.0232
NM_001031725	chr1(.):200608164-200644126	0.5679
NM_017596	chr1(.):200933519-200997828	0.5348
NR_034150	chr1(.):203262885-203279453	4.7723
NM_003465	chr1(.):203180206-203203860	0.0998
NM_006763	chr1(.):203269663-203283729	3.0859
NM_002023	chr1(.):203304751-203325289	0.1146
NM_002646	chr1(.):204386757-204464474	0.1979
NM_002393	chr1(.):204480510-204532248	1.2111
NM_014858	chr1(.):205192037-205247471	0.472
NM_001007544	chr1(.):206233871-206293647	1.6904
NM_148964	chr1(.):206312458-206337104	0.0798
NM_006893	chr1(.):206759973-206790904	0.2929
NM_182665	chr1(.):206725491-206767616	1.8503
NR_026817	chr1(.):207986723-208000941	1.582
NR_029832	chr1(.):207970196-207980284	0.5417
NR_029518	chr1(.):207970787-207980868	0.733
NM_021194	chr1(.):211743380-211757099	1.7527
NM_001748	chr1(.):223895118-223968720	0.3694
NM_001146068	chr1(.):223884294-223968720	0.3394
NM_001136018	chr1(.):225992796-226038262	0.2735
NM_000120	chr1(.):226008001-226038262	0.3118
NM_020997	chr1(.):226068981-226081836	1.5244
NM_014698	chr1(.):226028232-226075420	1.2233
NM_013328	chr1(.):226102579-226116965	0.7673
NM_181441	chr1(.):228289379-228302013	1.0581
NR_037415	chr1(.):228279963-228290042	0.2522
NM_001024227	chr1(.):228265850-228291913	1.2767
NM_001024226	chr1(.):228265360-228291913	1.2556
NM_024319	chr1(.):228283427-228296022	0.6613
NM_001159390	chr1(.):228322928-228341655	0.4894
NM_182972	chr1(.):234735014-234750271	4.9406
NR_033927	chr1(.):234760056-234775526	0.0523
NM_030645	chr1(.):249099650-249125154	1.0076
NM_024836	chr1(.):249127529-249148714	1.0427
NM_001136036	chr1(.):249139202-249158125	0.8058
NM_001193328	chr1(.):249139202-249158315	0.8011
NR_036070	chr1(.):249115575-249125642	2.0738
NM_001083590	chr2(.):27250773-27269565	0.3005
NM_020458	chr2(.):47163312-47308275	0.6906
NR_033872	chr2(.):70184394-70319147	0.7802
NR_015395	chr2(.):112119590-112257692	0.5459
NR_024373	chr2(.):112181885-112257692	0.9275
NM_001099289	chr2(.):109740996-110267207	0.1756
NM_015488	chr2(.):219130114-219216516	0.3745
NM_022152	chr2(.):219133916-219162280	1.0138
NM_001012514	chr2(.):231724620-231748963	2.0656
NM_145693	chr2(.):11881739-11972533	0.756
NM_005813	chr2(.):37472645-37549222	1.3762
NM_005633	chr2(.):39203689-39352604	0.2822
NM_019063	chr2(.):42391489-42564688	0.1254
NM_012249	chr2(.):46764866-46816827	0.6373
NM_022893	chr2(.):60679328-60785633	0.1888
NM_018014	chr2(.):60673301-60785633	0.197
NM_014755	chr2(.):64853754-64886046	1.2111
NR_036586	chr2(.):65123973-65164581	2.043
NM_002398	chr2(.):66657531-66804891	0.2768
NR_027749	chr2(.):74705199-74726691	0.654
NM_004836	chr2(.):88851258-88932094	0.4472
NM_144563	chr2(.):88986175-89055452	0.7713
NM_020151	chr2(.):96845602-96879573	0.377
NM_004027	chr2(.):99056320-99212496	1.3577
NM_001566	chr2(.):99056320-99203284	1.4375
NM_001017927	chr2(.):120055019-120129258	0.3472
NM_002410	chr2(.):135006829-135211468	0.2208
NR_024415	chr2(.):192537797-192558248	1.7725
NM_001031716	chr2(.):192537860-192558248	1.778
NM_004226	chr2(.):196993306-197041336	0.6465
NM_153697	chr2(.):197959194-198180521	0.3361
NM_001195144	chr2(.):197846385-198180521	0.2435
NM_001228	chr2(.):202093165-202157434	1.4666
NM_003879	chr2(.):201975889-202034003	2.8257
NM_001127184	chr2(.):201975815-202011323	4.4229
NM_173822	chr2(.):201833440-201941392	0.1835
NM_033358	chr2(.):202093165-202151638	1.6056
NM_003709	chr2(.):207940528-208035614	0.509
NM_001167608	chr2(.):227695670-227868923	0.2585
NM_022730	chr2(.):232646161-232678434	0.1461
NM_005737	chr2(.):235396685-235410693	0.3724
NM_001137551	chr2(.):238595806-238695290	0.2598
NM_001137550	chr2(.):238531223-238695290	0.1814
NM_017844	chr2(.):241413838-241502405	0.1314
NM_001195381	chr2(.):241539824-241575676	0.0217
NM_001037160	chr2(.):10191925-10225538	0.0561
NM_182626	chr2(.):10276508-10356856	0.0695
NM_001165931	chr2(.):10257694-10276546	1.8642
NM_001034	chr2(.):10257862-10276546	1.8806
NM_002997	chr2(.):20395557-20429927	2.7557
NM_001006946	chr2(.):20395557-20430194	2.735
NM_004040	chr2(.):20641834-20654201	0.402
NM_178553	chr2(.):27354714-27367332	0.5343
NM_007046	chr2(.):27296434-27314265	0.9802
NM_001166239	chr2(.):27318461-27346773	0.105
NM_001166240	chr2(.):27317220-27346995	0.1131
NM_013388	chr2(.):27348624-27362542	0.51
NM_006488	chr2(.):27304610-27328619	0.4197
NM_001035507	chr2(.):27269490-27287403	0.5329
NM_021831	chr2(.):27269490-27298490	0.552
NM_001166241	chr2(.):27317220-27338970	0.0953
NM_032604	chr2(.):27341656-27358680	0.4912
NM_175769	chr2(.):27366944-27380819	0.6562
NM_001134693	chr2(.):27288341-27299567	0.5909
NM_080592	chr2(.):27429898-27445046	1.3672
NM_001170795	chr2(.):27430218-27445046	1.3936
NM_021095	chr2(.):27417454-27440175	0.7375
NM_012413	chr2(.):37566752-37605465	4.0239
NM_138370	chr2(.):42270160-42290668	0.0686
NM_006887	chr2(.):43444540-43458745	4.7913
NR_027251	chr2(.):43449349-43460994	2.9538
NM_080653	chr2(.):46733985-46752096	0.0523
NM_173074	chr2(.):46803412-46849251	0.1739
NM_014171	chr2(.):46839324-46857881	0.3225
NM_001171507	chr2(.):47124008-47148251	0.2095
NM_001171506	chr2(.):47124008-47148007	0.2098
NM_001171508	chr2(.):47124008-47173994	0.5546
NR_033837	chr2(.):64407212-64437619	0.3902
NR_034023	chr2(.):64829445-64848616	0.157
NM_001193493	chr2(.):65210578-65256000	0.746
NM_003038	chr2(.):65211494-65256000	0.7595
NM_181784	chr2(.):65532984-65664656	0.2885
NM_001128210	chr2(.):65532984-65598931	0.1093
NM_014882	chr2(.):68996932-69058957	0.2422
NM_001166277	chr2(.):68956912-69058957	0.4491
NM_006196	chr2(.):70309584-70321334	7.8084
NR_024444	chr2(.):70346167-70357448	1.2161
NM_053050	chr2(.):74694108-74704927	1.0336
NM_032779	chr2(.):74694958-74715357	1.162
NM_001146158	chr2(.):74683183-74697537	1.1475
NM_001015056	chr2(.):74647987-74672710	0.1943
NM_012477	chr2(.):74680576-74693010	1.4001
NM_001145054	chr2(.):74636302-74649844	0.2975
NM_001015055	chr2(.):74647987-74674060	0.1864
NM_031288	chr2(.):74677198-74690087	0.9588
NM_032118	chr2(.):74643884-74657882	0.278
NM_016170	chr2(.):74736595-74749275	0.0635
NM_001009812	chr2(.):74719643-74735443	0.7565
NM_032673	chr2(.):74727169-74739821	0.8898
NR_024606	chr2(.):74724743-74737192	0.9495
NM_015425	chr2(.):86248450-86338278	0.8413
NM_017952	chr2(.):86328304-86374280	0.3315
NR_026984	chr2(.):86242338-86255991	0.118
NR_015424	chr2(.):89060418-89111109	0.15
NM_001193304	chr2(.):96910945-96936751	0.7892
NM_001037228	chr2(.):96900976-96912701	1.0886
NM_004804	chr2(.):96926883-96944900	0.3738
NR_026875	chr2(.):97158382-97178846	0.2071
NM_212481	chr2(.):97197463-97223371	1.9367
NR_024275	chr2(.):135201959-135217192	0.0811
NM_004288	chr2(.):158266130-158305604	1.7206
NM_002610	chr2(.):173415778-173468862	0.8578
NM_002491	chr2(.):201931461-201955473	0.4914
NM_001127183	chr2(.):201978386-202033841	2.9584
NM_032974	chr2(.):202042620-202099110	0.9369
NM_001230	chr2(.):202042620-202091383	0.7472
NM_033356	chr2(.):202120222-202157434	1.774
NM_001080125	chr2(.):202117753-202157434	1.7031
NM_006139	chr2(.):204566197-204607557	1.3102
NR_036227	chr2(.):207969710-207979797	0.0569
NM_001077194	chr2(.):219120737-219133582	0.2442
NM_001087	chr2(.):219123851-219139893	0.342
NM_022572	chr2(.):219182901-219216516	0.054
NM_017431	chr2(.):219682105-219701512	0.0438
NM_025216	chr2(.):219740254-219763651	1.6765
NM_006522	chr2(.):219719545-219743954	0.0754
NM_006000	chr2(.):220110000-220123638	1.2148
NM_001042410	chr2(.):220089609-220106391	0.4534
NR_026909	chr2(.):220105200-220120059	1.1681
NM_018089	chr2(.):220089478-220106391	0.4514
NR_003063	chr2(.):220112964-220141910	0.4493
NM_005689	chr2(.):220069493-220088672	0.5984
NM_024085	chr2(.):220079101-220099361	0.5582
NM_006736	chr2(.):220139039-220156622	0.4928
NM_138802	chr2(.):220066537-220079370	0.5793
NM_024506	chr2(.):220096502-220115131	0.4677
NM_001008910	chr2(.):220105191-220120059	1.1675
NR_029688	chr2(.):220153832-220163922	0.1779
NM_005544	chr2(.):227591032-227668506	0.3421
NM_001099285	chr2(.):232568234-232583250	1.8709
NM_002601	chr2(.):232592146-232650974	0.0941
NR_036052	chr2(.):232573023-232583105	0.7998
NR_031717	chr2(.):232751951-232762008	0.0315
NM_004735	chr2(.):238595806-238679558	0.3018
NM_022817	chr2(.):239147678-239202207	0.2702
NR_026923	chr2(.):239135326-239147985	0.067
NM_001142853	chr2(.):239141907-239153681	0.1477
NR_026926	chr2(.):239128753-239145318	0.052
NM_023083	chr2(.):241521132-241543526	0.5824
NM_001033575	chr2(.):241494470-241508431	1.5079
NM_018226	chr2(.):241503103-241523143	0.7698
NM_014674	chr3(.):5224358-5266650	1.5424
NM_016128	chr3(.):128963452-129001616	0.6655
NM_003571	chr3(.):133113789-133199056	0.952
NM_207294	chr3(.):152012193-152188569	0.1568
NM_021038	chr3(.):151980828-152188568	0.2979
NM_001135095	chr3(.):171753343-172123492	0.3805
NM_022763	chr3(.):171752417-172123492	0.38
NM_181361	chr3(.):178249223-178567217	0.0927
NM_001134382	chr3(.):12933718-13119617	0.5949
NM_024923	chr3(.):13352736-13466809	0.5445
NM_014869	chr3(.):12933718-13013960	0.0755
NM_144636	chr3(.):14148576-14171371	1.8453
NM_003884	chr3(.):20076523-20200896	0.3146
NM_182666	chr3(.):23842438-23937807	0.357
NM_001024847	chr3(.):30642993-30740633	0.2991
NM_001123396	chr3(.):46390234-46405868	0.9473
NM_181042	chr3(.):52574367-52718739	0.0814
NM_018313	chr3(.):52574367-52724866	0.1354
NM_015541	chr3(.):66424220-66555845	0.1552
NM_007114	chr3(.):69063977-69106484	0.2262
NM_001185106	chr3(.):111388522-111570294	0.1162
NM_001134437	chr3(.):111446326-111700364	0.0767
NM_001009899	chr3(.):113362232-113420493	0.159
NM_001690	chr3(.):113460865-113535905	0.4037
NM_002213	chr3(.):124476794-124611144	0.4667
NM_001134422	chr3(.):133287433-133314118	0.949
NM_001134423	chr3(.):133288300-133314118	0.9791
NM_006506	chr3(.):141200925-141336197	0.1665
NM_001080412	chr3(.):141038054-141173632	3.7084
NM_016275	chr3(.):150316065-150353234	0.8428
NM_001190242	chr3(.):159969773-160106554	0.0826
NM_001190241	chr3(.):159969773-160122320	0.431
NM_024665	chr3(.):176733541-176920048	0.607
NM_005832	chr3(.):178271617-178567217	0.0822
NM_130446	chr3(.):183200318-183278499	1.8675
NM_173216	chr3(.):186643314-186801341	1.0853
NM_003032	chr3(.):186734664-186801341	1.2791
NM_005524	chr3(.):193848933-193861396	1.1433
NM_003670	chr3(.):5016096-5031865	0.991
NM_018184	chr3(.):5158929-5227601	0.2841
NM_024334	chr3(.):14161439-14190180	1.5005
NR_027694	chr3(.):20016452-20058765	0.0492
NM_001295	chr3(.):46238199-46254832	3.8068
NM_001837	chr3(.):46278871-46313197	0.0637
NM_003965	chr3(.):46443720-46456014	0.1516
NM_001100168	chr3(.):46406632-46422697	0.2326
NM_001130910	chr3(.):46444048-46456014	0.1544
NM_003212	chr3(.):46614075-46628952	0.0469
NM_001174136	chr3(.):46611044-46628952	0.0477
NM_024512	chr3(.):46551877-46613011	1.3912
NM_031440	chr3(.):46534484-46547439	0.1848
NM_199074	chr3(.):49052907-49065926	2.0376
NM_199073	chr3(.):49053617-49065926	2.1488
NM_017730	chr3(.):49062141-49136504	0.2693
NM_177939	chr3(.):49022340-49049581	0.5468
NM_018031	chr3(.):49039636-49058386	1.0016
NM_000884	chr3(.):49056761-49071875	1.6913
NM_018114	chr3(.):49047434-49063467	1.6435
NM_199070	chr3(.):49054073-49065926	2.227
NM_001009996	chr3(.):49047434-49061017	1.8729
NR_029690	chr3(.):49053050-49063142	2.5337
NR_029948	chr3(.):49052580-49062667	2.5131
NM_001010983	chr3(.):52723503-52745048	1.3744
NM_206825	chr3(.):52714935-52733510	0.7007
NR_003687	chr3(.):52719753-52729846	0.6513
NM_014041	chr3(.):52734856-52747197	2.1755
NR_003057	chr3(.):52721751-52731828	0.3244
NM_152932	chr3(.):52723503-52742622	1.3366
NR_003047	chr3(.):52718255-52728331	0.9283
NM_001193533	chr3(.):52739795-52809965	0.4838
NM_198195	chr3(.):69098880-69134524	0.7927
NM_006407	chr3(.):69129089-69160239	1.9143
NM_198271	chr3(.):69151038-69176746	0.2615
NR_036087	chr3(.):69093108-69103186	0.7554
NM_006100	chr3(.):98446571-98518236	1.3883
NM_145037	chr3(.):101493028-101552075	0.7103
NM_001134456	chr3(.):101493285-101552075	0.7132
NM_001005474	chr3(.):101541833-101584869	0.429
NM_025146	chr3(.):113432840-113470096	0.7783
NR_031687	chr3(.):125504246-125514395	0.0658
NM_001127196	chr3(.):128881657-128907810	0.7855
NM_020701	chr3(.):128841258-128885073	0.4398
NM_020187	chr3(.):128992683-129029135	0.7135
NM_001006109	chr3(.):128992816-129029135	0.7156
NM_006026	chr3(.):129028613-129040120	2.9395
NR_026991	chr3(.):129030113-129048412	1.2986
NM_001184721	chr3(.):148704194-148750456	0.3861
NR_027037	chr3(.):151975404-151992415	1.4805
NR_034008	chr3(.):156802669-156823924	3.0422
NR_034007	chr3(.):156794455-156845791	1.3307
NM_173084	chr3(.):160148290-160172626	0.5956
NR_029663	chr3(.):160117375-160127473	4.8045
NM_005496	chr3(.):160113346-160157741	1.4268
NM_001002800	chr3(.):160112429-160157741	1.3993
NR_029525	chr3(.):160117532-160127613	4.377
NR_027622	chr3(.):169656771-169689522	1.764
NM_182610	chr3(.):169624481-169661948	0.7383
NM_003262	chr3(.):169679579-169721161	0.389
NM_198565	chr3(.):196361655-196393874	0.7567
NM_014687	chr3(.):197393258-197468773	0.583
NM_001145642	chr3(.):197393313-197481568	0.6168
NR_027840	chr3(.):197472260-197516317	0.2966
NM_032288	chr3(.):197471623-197516317	0.2927
NR_030627	chr3(.):197396366-197406447	0.1093
NM_001011537	chr3(.):197471423-197516317	0.2918
NM_003215	chr4(.):48132799-48276814	0.3439
NM_201431	chr4(.):74433861-74491340	0.7937
NM_177532	chr4(.):74433861-74491134	0.7965
NM_020859	chr4(.):77351252-77709405	0.1883
NM_144571	chr4(.):78629540-78745544	0.3237
NM_198281	chr4(.):90160428-90234161	2.8545
NM_001034845	chr4(.):172729574-173966558	0.0663
NM_006527	chr4(.):1689526-1719030	0.8798
NM_147127	chr4(.):5559145-5715294	0.2176
NM_001166136	chr4(.):5559145-5716275	0.2178
NM_153717	chr4(.):5707923-5821031	0.2608
NM_016531	chr4(.):38660789-38708129	0.5162
NM_015173	chr4(.):37887719-38145794	0.391
NR_026804	chr4(.):38609321-38671249	0.3421
NM_001098634	chr4(.):40420271-40636883	0.2722
NM_004310	chr4(.):40193526-40251281	2.0458
NM_001166693	chr4(.):87851153-88067206	0.3904
NM_024900	chr4(.):129725778-129790787	0.5878
NM_199320	chr4(.):129725778-129801379	0.5166
NM_002039	chr4(.):144252982-144400718	0.5542
NM_002199	chr4(.):185303875-185400726	2.2734
NM_031953	chr4(.):186126283-186290120	0.409
NM_001013622	chr4(.):1636607-1690718	0.0579
NM_001174070	chr4(.):1636607-1690988	0.058
NM_001127266	chr4(.):1712678-1728084	2.2923
NM_006342	chr4(.):1718265-1751897	0.4191
NR_031688	chr4(.):9552788-9562937	0.1036
NM_017581	chr4(.):40332468-40361973	0.0352
NM_001076	chr4(.):69398132-69439240	0.6545
NM_001077	chr4(.):69397902-69439245	0.6524
NM_001076	chr4(.):69507314-69541374	0.102
NM_031889	chr4(.):71489460-71517536	0.0951
NM_144646	chr4(.):71516257-71537348	1.3323
NM_020368	chr4(.):71549195-71561268	0.7725
NM_014961	chr4(.):71582695-71664274	0.0822
NM_001130709	chr4(.):71565653-71660614	0.162
NM_020236	chr4(.):78778804-78878944	0.1525
NM_144645	chr4(.):87792357-87818575	0.0877
NM_014395	chr4(.):100732980-100796346	0.5124
NM_003998	chr4(.):103417485-103543459	0.3469
NM_025212	chr4(.):105388342-105417467	1.9342
NM_002372	chr5(.):109020155-109208429	0.4737
NM_001131005	chr5(.):88009057-88204922	0.9294
NM_002397	chr5(.):88009057-88184283	0.9275
NM_001193349	chr5(.):88009057-88124744	0.7182
NM_001131055	chr5(.):175080039-175118245	0.3105
NM_001040446	chr5(.):32222110-32318114	0.2685
NM_024669	chr5(.):55390506-55534186	0.4854
NR_015436	chr5(.):87831596-87985620	0.4327
NM_152624	chr5(.):112307432-112361667	0.2234
NM_001077654	chr5(.):118599417-118735294	0.5115
NM_005460	chr5(.):121642819-121804794	0.141
NM_001038702	chr5(.):130594701-130735382	0.3291
NM_003060	chr5(.):131700400-131736306	0.1898
NM_018924	chr5(.):140744961-140897546	0.1509
NM_018922	chr5(.):140724827-140897546	0.139
