#MM10_jia_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM10_jia_ROSE/MM10_jia_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM10_jia.bam
#Using cutoff of 18600.4404 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM10_jia.bam	enhancerRank	isStretch
4_MACS_peak_21415_lociStitched	chr4	103730424	103751140	4	16394	70355.6792	112	1
4_MACS_peak_28306_lociStitched	chr8	81046140	81064204	4	16231	27735.4656	113	1
3_MACS_peak_19224_lociStitched	chr3	98479772	98496995	3	16196	22641.3558	114	1
1_MACS_peak_11444_lociStitched	chr17	37922384	37938497	1	16114	34565.6076	115	1
2_MACS_peak_5265_lociStitched	chr11	122924992	122942258	2	15888	48242.9306	116	1
2_MACS_peak_17965_lociStitched	chr22	29183145	29199281	2	15660	38573.108	117	1
3_MACS_peak_4596_lociStitched	chr11	65335878	65358219	3	15635	40081.9881	118	1
5_MACS_peak_1548_lociStitched	chr1	154178207	154197706	5	15594	49880.3919	119	1
3_MACS_peak_1433_lociStitched	chr1	149810870	149833878	3	15551	82232.8928	120	1
8_MACS_peak_27365_lociStitched	chr7	130622873	130647376	8	15543	40552.465	121	1
4_MACS_peak_13309_lociStitched	chr19	15391103	15412445	4	15478	15959.5476	122	1
2_MACS_peak_21579_lociStitched	chr4	119741611	119758418	2	15448	51222.6939	123	1
6_MACS_peak_1770_lociStitched	chr1	161731403	161755043	6	15448	42644.196	124	1
4_MACS_peak_8099_lociStitched	chr14	50084818	50109234	4	15355	44295.5072	125	1
5_MACS_peak_4490_lociStitched	chr11	62305923	62328910	5	15331	25278.8039	126	1
3_MACS_peak_30623_lociStitched	chrX	45612669	45630233	3	15320	23330.2612	127	1
4_MACS_peak_7313_lociStitched	chr13	41576896	41594273	4	15298	26581.5969	128	1
3_MACS_peak_17284_lociStitched	chr20	52194812	52211838	3	15294	39061.0492	129	1
2_MACS_peak_15705_lociStitched	chr2	158285007	158302510	2	15263	59797.2492	130	1
5_MACS_peak_25448_lociStitched	chr6	135319979	135344045	5	15193	25466.6412	131	1
4_MACS_peak_7777_lociStitched	chr14	21723032	21738740	4	15192	47251.2348	132	1
4_MACS_peak_351_lociStitched	chr1	25869799	25890440	4	15126	19703.8986	133	1
2_MACS_peak_11226_lociStitched	chr17	20932588	20947738	2	15125	49852.59	134	1
2_MACS_peak_21790_lociStitched	chr4	141662723	141679336	2	15114	28743.8126	135	1
1_MACS_peak_11320_lociStitched	chr17	29575587	29590640	1	15054	103368.951	136	1
2_MACS_peak_6766_lociStitched	chr12	108951656	108970797	2	15052	48327.1968	137	1
3_MACS_peak_4791_lociStitched	chr11	74659109	74675482	3	15002	28161.56	138	1
4_MACS_peak_23999_lociStitched	chr6	16503351	16522423	4	14929	21467.4432	139	1
2_MACS_peak_7043_lociStitched	chr12	125394247	125413618	2	14840	76410.8466	140	1
4_MACS_peak_24531_lociStitched	chr6	44213415	44234049	4	14737	41358.7896	141	1
3_MACS_peak_21900_lociStitched	chr4	153443513	153460861	3	14716	31137.9252	142	1
8_MACS_peak_19504_lociStitched	chr3	121546597	121574557	8	14710	20514.252	143	1
6_MACS_peak_1072_lociStitched	chr1	93409194	93428985	6	14692	22605.2802	144	1
4_MACS_peak_21509_lociStitched	chr4	113191382	113210656	4	14578	29491.1474	145	1
5_MACS_peak_26400_lociStitched	chr7	44656501	44680652	5	14481	29601.8807	146	1
1_MACS_peak_6175_lociStitched	chr12	57105828	57120283	1	14456	27103.125	147	1
4_MACS_peak_1713_lociStitched	chr1	160641569	160660673	4	14428	18658.8768	148	1
7_MACS_peak_9067_lociStitched	chr15	40834877	40862680	7	14374	23574.1637	149	1
1_MACS_peak_5727_lociStitched	chr12	26266136	26280506	1	14371	61798.185	150	1
2_MACS_peak_6040_lociStitched	chr12	51312116	51327712	2	14322	26843.8352	151	1
7_MACS_peak_17780_lociStitched	chr21	45552674	45580337	7	14296	23311.6101	152	1
1_MACS_peak_5557_lociStitched	chr12	12866145	12880412	1	14268	119687.2897	153	1
1_MACS_peak_23501_lociStitched	chr5	142771704	142785943	1	14240	37763.2519	154	1
4_MACS_peak_361_lociStitched	chr1	26436951	26453761	4	14230	31454.872	155	1
3_MACS_peak_18317_lociStitched	chr3	9432998	9448217	3	14221	47477.1924	156	1
2_MACS_peak_2111_lociStitched	chr1	189118875	189135229	2	14143	57144.1468	157	1
3_MACS_peak_18530_lociStitched	chr3	31480103	31498413	3	14121	18231.267	158	1
6_MACS_peak_23349_lociStitched	chr5	131812328	131834326	6	14083	15761.567	159	1
4_MACS_peak_1614_lociStitched	chr1	155899904	155922647	4	14046	34248.6837	160	1
7_MACS_peak_16811_lociStitched	chr20	17639448	17663712	7	13910	17523.4608	161	1
3_MACS_peak_5971_lociStitched	chr12	48196279	48214681	3	13850	30287.8518	162	1
4_MACS_peak_28758_lociStitched	chr8	124037866	124055402	4	13804	36895.744	163	1
5_MACS_peak_2550_lociStitched	chr1	223899580	223922739	5	13780	19592.514	164	1
5_MACS_peak_6768_lociStitched	chr12	109010475	109031528	5	13731	22610.922	165	1
5_MACS_peak_24142_lociStitched	chr6	27088421	27115809	5	13710	33040.8832	166	1
3_MACS_peak_10102_lociStitched	chr16	11874456	11893017	3	13703	36427.8186	167	1
5_MACS_peak_24327_lociStitched	chr6	32934678	32952759	5	13667	84819.7791	168	1
4_MACS_peak_25803_lociStitched	chr6	160389273	160406503	4	13580	27121.743	169	1
2_MACS_peak_376_lociStitched	chr1	27018511	27033401	2	13565	55247.856	170	1
3_MACS_peak_6546_lociStitched	chr12	92525638	92541013	3	13477	31381.9125	171	1
1_MACS_peak_29452_lociStitched	chr9	37134887	37148344	1	13458	60047.8254	172	1
3_MACS_peak_16228_lociStitched	chr2	202047102	202063019	3	13447	17677.4202	173	1
2_MACS_peak_23347_lociStitched	chr5	131790239	131804030	2	13439	24859.6566	174	1
4_MACS_peak_20295_lociStitched	chr3	186703414	186721579	4	13435	26944.1445	175	1
5_MACS_peak_24295_lociStitched	chr6	31783347	31805763	5	13427	30732.336	176	1
4_MACS_peak_26503_lociStitched	chr7	55569235	55585583	4	13386	15875.5428	177	1
5_MACS_peak_14509_lociStitched	chr2	39626475	39652518	5	13267	17120.6682	178	1
2_MACS_peak_23256_lociStitched	chr5	118667670	118681591	2	13261	23217.4438	179	1
2_MACS_peak_13628_lociStitched	chr19	39888289	39903136	2	13253	48996.5847	180	1
3_MACS_peak_14200_lociStitched	chr2	11883910	11898357	3	13248	42375.9404	181	1
3_MACS_peak_8299_lociStitched	chr14	63936304	63952022	3	13200	23578.5718	182	1
1_MACS_peak_21439_lociStitched	chr4	105404393	105417577	1	13185	29612.5824	183	1
2_MACS_peak_4591_lociStitched	chr11	65263560	65278569	2	13151	66949.1454	184	1
1_MACS_peak_15980_lociStitched	chr2	182168227	182181268	1	13042	69202.0665	185	1
6_MACS_peak_2404_lociStitched	chr1	207979295	208000208	6	13011	54921.7206	186	1
2_MACS_peak_1717_lociStitched	chr1	160669754	160683931	2	12932	32534.7973	187	1
3_MACS_peak_6020_lociStitched	chr12	50134585	50151508	3	12896	35563.6845	188	1
9_MACS_peak_8742_lociStitched	chr14	100821139	100843791	9	12845	32222.47	189	1
1_MACS_peak_22104_lociStitched	chr4	177239640	177252375	1	12736	55188.396	190	1
6_MACS_peak_25610_lociStitched	chr6	144654873	144677626	6	12726	16839.4953	191	1
2_MACS_peak_633_lociStitched	chr1	40030159	40042841	2	12679	15554.473	192	1
1_MACS_peak_20275_lociStitched	chr3	185643892	185656547	1	12656	42500.552	193	1
4_MACS_peak_19190_lociStitched	chr3	96530801	96545857	4	12651	21677.6288	194	1
2_MACS_peak_11576_lociStitched	chr17	43297107	43313020	2	12594	43584.1157	195	1
4_MACS_peak_24102_lociStitched	chr6	26183924	26207283	4	12565	71508.9067	196	1
1_MACS_peak_7252_lociStitched	chr13	35514703	35527242	1	12540	27806.4864	197	1
3_MACS_peak_1559_lociStitched	chr1	154375422	154394465	3	12491	30015.5766	198	1
4_MACS_peak_3964_lociStitched	chr11	3874509	3893337	4	12469	21145.7268	199	1
5_MACS_peak_20836_lociStitched	chr4	39344951	39368882	5	12388	28272.0834	200	1
3_MACS_peak_19828_lociStitched	chr3	150316168	150329422	3	12354	21509.9166	201	1
1_MACS_peak_11881_lociStitched	chr17	62492328	62504669	1	12342	54531.1767	202	1
4_MACS_peak_8993_lociStitched	chr15	34617353	34635672	4	12301	31351.1366	203	1
4_MACS_peak_23030_lociStitched	chr5	88595839	88616777	4	12292	43134.3738	204	1
3_MACS_peak_22975_lociStitched	chr5	86408555	86423038	3	12242	48835.2277	205	1
3_MACS_peak_25486_lociStitched	chr6	137080814	137097336	3	12242	16670.698	206	1
3_MACS_peak_26472_lociStitched	chr7	50343612	50362120	3	12242	36153.5272	207	1
3_MACS_peak_1790_lociStitched	chr1	162530424	162549263	3	12234	29547.0876	208	1
3_MACS_peak_19366_lociStitched	chr3	111839063	111854631	3	12229	13656.2496	209	1
3_MACS_peak_4874_lociStitched	chr11	82772745	82790814	3	12215	30487.8237	210	1
4_MACS_peak_27978_lociStitched	chr8	42742137	42755552	4	12212	20750.322	211	1
5_MACS_peak_16235_lociStitched	chr2	202117024	202132677	5	12211	17016.3763	212	1
4_MACS_peak_13265_lociStitched	chr19	13943920	13959130	4	12157	54675.387	213	1
1_MACS_peak_12456_lociStitched	chr18	30339645	30351800	1	12156	17037.6635	214	1
3_MACS_peak_1720_lociStitched	chr1	160703314	160718321	3	12144	29472.2473	215	1
4_MACS_peak_11600_lociStitched	chr17	44252737	44272751	4	12130	34143.884	216	1
2_MACS_peak_19392_lociStitched	chr3	112207644	112220141	2	12106	26597.3651	217	1
5_MACS_peak_20047_lociStitched	chr3	171846731	171867479	5	12091	12243.3948	218	1
3_MACS_peak_25179_lociStitched	chr6	109187150	109207500	3	12075	22041.085	219	1
5_MACS_peak_21235_lociStitched	chr4	83273564	83296813	5	12058	26827.0211	220	1
3_MACS_peak_6172_lociStitched	chr12	57064525	57083896	3	12052	46302.5013	221	1
4_MACS_peak_2332_lociStitched	chr1	204366924	204382094	4	12031	51204.818	222	1
2_MACS_peak_30828_lociStitched	chrX	70751164	70764424	2	12025	24301.602	223	1
5_MACS_peak_29861_lociStitched	chr9	101982019	101999533	5	12006	34894.8936	224	1
2_MACS_peak_13244_lociStitched	chr19	13043341	13058483	2	11910	21259.368	225	1
2_MACS_peak_1651_lociStitched	chr1	156708940	156722645	2	11888	40289.959	226	1
1_MACS_peak_15173_lociStitched	chr2	87765002	87776886	1	11885	20849.2896	227	1
1_MACS_peak_2643_lociStitched	chr1	228268648	228280525	1	11878	54806.4165	228	1
6_MACS_peak_25169_lociStitched	chr6	108982793	108999435	6	11871	11612.7876	229	1
4_MACS_peak_5947_lociStitched	chr12	46754091	46767697	4	11863	23565.592	230	1
4_MACS_peak_5600_lociStitched	chr12	15101241	15116291	4	11852	15956.01	231	1
4_MACS_peak_1776_lociStitched	chr1	161761057	161778572	4	11847	13863.1225	232	1
4_MACS_peak_20124_lociStitched	chr3	176902407	176920412	4	11814	40244.776	233	1
4_MACS_peak_25182_lociStitched	chr6	109214305	109228751	4	11772	23113.6	234	1
2_MACS_peak_14560_lociStitched	chr2	43445081	43456841	2	11750	29514.072	235	1
2_MACS_peak_2311_lociStitched	chr1	203267334	203281277	2	11750	28209.4776	236	1
2_MACS_peak_23052_lociStitched	chr5	90667934	90681031	2	11746	60323.4723	237	1
5_MACS_peak_1658_lociStitched	chr1	157475133	157496680	5	11746	30497.6238	238	1
3_MACS_peak_1170_lociStitched	chr1	108952582	108967566	3	11731	17406.9128	239	1
3_MACS_peak_1363_lociStitched	chr1	145603950	145622548	3	11720	51252.3684	240	1
5_MACS_peak_28538_lociStitched	chr8	101948164	101966803	5	11709	39520.2717	241	1
3_MACS_peak_24017_lociStitched	chr6	16752252	16767199	3	11708	42969.6356	242	1
3_MACS_peak_11978_lociStitched	chr17	72744070	72756375	3	11690	12869.7995	243	1
4_MACS_peak_2338_lociStitched	chr1	204474982	204492101	4	11684	44317.6672	244	1
3_MACS_peak_2593_lociStitched	chr1	226172144	226188485	3	11683	30216.1431	245	1
5_MACS_peak_4089_lociStitched	chr11	16962194	16985157	5	11680	26352.3388	246	1
6_MACS_peak_12611_lociStitched	chr18	48707817	48725221	6	11679	28051.7672	247	1
5_MACS_peak_21895_lociStitched	chr4	153418528	153436680	5	11649	12699.1392	248	1
2_MACS_peak_16387_lociStitched	chr2	219081108	219096563	2	11647	21463.904	249	1
2_MACS_peak_12032_lociStitched	chr17	74257557	74269426	2	11626	38757.0326	250	1
2_MACS_peak_29719_lociStitched	chr9	91924298	91935982	2	11567	44954.19	251	1
4_MACS_peak_25211_lociStitched	chr6	111195029	111209111	4	11557	26020.7196	252	1
5_MACS_peak_19601_lociStitched	chr3	128891589	128908120	5	11544	25317.2265	253	1
2_MACS_peak_9269_lociStitched	chr15	55568099	55583440	2	11540	29598.9254	254	1
3_MACS_peak_5325_lociStitched	chr11	128585490	128600163	3	11516	17862.9102	255	1
4_MACS_peak_18729_lociStitched	chr3	46328640	46343235	4	11513	13706.1645	256	1
3_MACS_peak_23145_lociStitched	chr5	100174961	100194618	3	11510	15867.1304	257	1
2_MACS_peak_23195_lociStitched	chr5	109024201	109036720	2	11443	22111.0578	258	1
2_MACS_peak_1168_lociStitched	chr1	108812088	108826828	2	11402	17714.532	259	1
2_MACS_peak_2806_lociStitched	chr1	241790043	241805610	2	11358	31320.804	260	1
5_MACS_peak_7978_lociStitched	chr14	35750182	35771796	5	11347	19424.5018	261	1
4_MACS_peak_11811_lociStitched	chr17	57770836	57786386	4	11271	24167.81	262	1
3_MACS_peak_12597_lociStitched	chr18	47833547	47848413	3	11262	19459.594	263	1
2_MACS_peak_22215_lociStitched	chr4	186390104	186405342	2	11241	41195.933	264	1
3_MACS_peak_29459_lociStitched	chr9	37285190	37303329	3	11240	16716.9024	265	1
2_MACS_peak_22180_lociStitched	chr4	185560116	185571640	2	11214	24897.602	266	1
6_MACS_peak_28993_lociStitched	chr8	145007686	145027607	6	11204	20273.6017	267	1
4_MACS_peak_29369_lociStitched	chr9	33444993	33460922	4	11178	17685.9687	268	1
3_MACS_peak_25192_lociStitched	chr6	109403867	109417396	3	11160	25249.1727	269	1
2_MACS_peak_30101_lociStitched	chr9	127622291	127638368	2	11114	39715.0131	270	1
4_MACS_peak_18082_lociStitched	chr22	38782725	38795478	4	11102	12066.8886	271	1
3_MACS_peak_4869_lociStitched	chr11	82703949	82719983	3	11074	19183.0776	272	1
2_MACS_peak_20821_lociStitched	chr4	38664340	38677889	2	11035	15229.076	273	1
1_MACS_peak_21179_lociStitched	chr4	78732930	78743956	1	11027	53353.7114	274	1
1_MACS_peak_9282_lociStitched	chr15	56656480	56667505	1	11026	69918.345	275	1
5_MACS_peak_4543_lociStitched	chr11	63992881	64015103	5	11022	35004.0944	276	1
3_MACS_peak_19675_lociStitched	chr3	135904615	135917534	3	10990	30428.1207	277	1
4_MACS_peak_17135_lociStitched	chr20	43270555	43281876	4	10977	12545.9322	278	1
1_MACS_peak_15909_lociStitched	chr2	175453478	175464448	1	10971	43316.142	279	1
6_MACS_peak_8626_lociStitched	chr14	91781864	91801298	6	10946	15854.2572	280	1
4_MACS_peak_25471_lociStitched	chr6	136601799	136612767	4	10933	52019.0304	281	1
2_MACS_peak_19888_lociStitched	chr3	156261707	156273833	2	10929	14400.8376	282	1
6_MACS_peak_6097_lociStitched	chr12	53854673	53874595	6	10927	12903.4794	283	1
3_MACS_peak_9392_lociStitched	chr15	64443424	64459480	3	10910	14032.944	284	1
6_MACS_peak_16192_lociStitched	chr2	201234061	201250252	6	10895	12034.7703	285	1
2_MACS_peak_3207_lociStitched	chr10	43890212	43905524	2	10853	21867.0672	286	1
3_MACS_peak_24287_lociStitched	chr6	31694861	31708951	3	10836	37656.934	287	1
3_MACS_peak_2018_lociStitched	chr1	183438688	183452108	3	10832	38100.722	288	1
3_MACS_peak_18909_lociStitched	chr3	57568131	57585576	3	10799	31247.484	289	1
1_MACS_peak_12704_lociStitched	chr18	56806345	56817125	1	10781	38107.3	290	1
4_MACS_peak_10357_lociStitched	chr16	29815564	29834165	4	10776	25111.35	291	1
2_MACS_peak_1682_lociStitched	chr1	159035523	159048550	2	10763	41872.6861	292	1
3_MACS_peak_9251_lociStitched	chr15	52965050	52976842	3	10754	32958.64	293	1
3_MACS_peak_26093_lociStitched	chr7	18534381	18550177	3	10754	33503.316	294	1
3_MACS_peak_17020_lociStitched	chr20	34318782	34332965	3	10753	54069.8509	295	1
1_MACS_peak_17186_lociStitched	chr20	45976449	45987185	1	10737	27884.6128	296	1
2_MACS_peak_28820_lociStitched	chr8	126441141	126452928	2	10710	31156.5771	297	1
3_MACS_peak_15881_lociStitched	chr2	173459623	173473133	3	10706	16695.658	298	1
2_MACS_peak_28310_lociStitched	chr8	81073208	81084450	2	10679	22264.781	299	1
1_MACS_peak_30683_lociStitched	chrX	48767872	48778498	1	10627	18245.9046	300	1
1_MACS_peak_24084_lociStitched	chr6	25403281	25413900	1	10620	26439.1862	301	1
1_MACS_peak_1353_lociStitched	chr1	145434286	145444900	1	10615	32597.7168	302	1
7_MACS_peak_20346_lociStitched	chr3	192598758	192617911	7	10614	15722.6977	303	1
