REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM10_jia.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
1_MACS_peak_10546_lociStitched	chr16	56963708	56982075	1	18368	62844.5272	69	1	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	2.8759	69	1
3_MACS_peak_1457_lociStitched	chr1	150581656	150603597	3	17222	67540.9803	70	1	ENSA	MCL1	ENSA	MCL1	3.696	70	1
4_MACS_peak_21415_lociStitched	chr4	103730424	103751140	4	16394	70355.6792	71	1	UBE2D3	CISD2,MANBA	UBE2D3	UBE2D3	1.78	71	1
4_MACS_peak_11645_lociStitched	chr17	46123830	46142553	4	18241	62257.7196	72	1	NFE2L1	SNX11,MIR152,COPZ2,CBX1	NFE2L1	NFE2L1	2.711	72	1
9_MACS_peak_23089_lociStitched	chr5	95235577	95276788	9	22753	30533.2299	73	1	ELL2	C5orf27	ELL2	ELL2	0.6444	73	1
8_MACS_peak_22442_lociStitched	chr5	32144825	32175760	8	20918	45718.8365	74	1	GOLPH3		GOLPH3	GOLPH3	0.8377	74	1
4_MACS_peak_28809_lociStitched	chr8	126284444	126308633	4	18959	55431.5124	75	1	NSMCE2		TRIB1	TRIB1	1.7723	75	1
9_MACS_peak_23013_lociStitched	chr5	88100395	88132965	9	22562	23408.059	76	1	MEF2C		MEF2C	MEF2C	0.9828	76	1
7_MACS_peak_23992_lociStitched	chr6	16469169	16495972	7	20523	43536.1129	77	1	ATXN1		GMPR	GMPR	NONE	77	1
1_MACS_peak_14265_lociStitched	chr2	20405306	20426082	1	20777	40660.7096	78	1	SDC1		SDC1	SDC1	1.2318	78	1
4_MACS_peak_661_lociStitched	chr1	40838989	40863755	4	18720	53942.8246	79	1	SMAP2		SMAP2	SMAP2	0.9771	79	1
1_MACS_peak_12659_lociStitched	chr18	52972794	52991954	1	19161	51450.348	80	1	TCF4		TCF4	TCF4	0.2635	80	1
8_MACS_peak_18988_lociStitched	chr3	67040000	67069390	8	18166	52666.88	81	1	KBTBD8		KBTBD8	KBTBD8	1.9809	81	1
4_MACS_peak_29961_lociStitched	chr9	112903214	112925579	4	20912	32147.451	82	1	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	AKAP2	0.4676	82	1
2_MACS_peak_5124_lociStitched	chr11	111229780	111251480	2	18450	49274.19	83	1	POU2AF1		POU2AF1	POU2AF1	1.3945	83	1
5_MACS_peak_26213_lociStitched	chr7	26220793	26244407	5	19322	43471.0126	84	1	NFE2L3,CBX3,HNRNPA2B1		HNRNPA2B1	HNRNPA2B1	2.0532	84	1
4_MACS_peak_24102_lociStitched	chr6	26183924	26207283	4	12565	71508.9067	85	1	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H3D	3.5256	85	1
8_MACS_peak_8962_lociStitched	chr15	31630908	31660681	8	20899	27218.4766	86	1	KLF13		KLF13	KLF13	0.9245	86	1
3_MACS_peak_11784_lociStitched	chr17	56405610	56430893	3	17988	49006.0389	87	1	BZRAP1,MIR142,SUPT4H1	MPO	MIR142	MIR142	2.056	87	1
1_MACS_peak_15980_lociStitched	chr2	182168227	182181268	1	13042	69202.0665	88	1			ITGA4	ITGA4	0.5427	88	1
5_MACS_peak_9795_lociStitched	chr15	93346317	93377690	5	16518	56320.8096	89	1		ASB9P1,LOC100507217	ASB9P1	LOC100507217	3.3378	89	1
7_MACS_peak_8839_lociStitched	chr14	106146167	106176756	7	20057	33598.9576	90	1			TMEM121	TMEM121	0.0449	90	1
4_MACS_peak_19372_lociStitched	chr3	112047433	112071303	4	19326	38664.626	91	1	CD200	SLC9A10	CD200	CD200	1.1321	91	1
5_MACS_peak_14852_lociStitched	chr2	64430653	64456363	5	17197	51975.336	92	1	LOC150992		LOC150992	LOC150992	0.2542	92	1
5_MACS_peak_26510_lociStitched	chr7	55616335	55642048	5	19927	32678.6517	93	1	VOPP1		VOPP1	VOPP1	0.747	93	1
2_MACS_peak_15705_lociStitched	chr2	158285007	158302510	2	15263	59797.2492	94	1	CYTIP		CYTIP	CYTIP	1.6676	94	1
2_MACS_peak_4591_lociStitched	chr11	65263560	65278569	2	13151	66949.1454	95	1	MALAT1	SCYL1,LTBP3	MALAT1	MALAT1	3.6087	95	1
1_MACS_peak_11451_lociStitched	chr17	38014859	38025160	1	10302	74270.21	96	1	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	1.2096	96	1
3_MACS_peak_28213_lociStitched	chr8	71500366	71521138	3	19085	38147.778	97	1	TRAM1		TRAM1	TRAM1	0.9487	97	1
1_MACS_peak_5727_lociStitched	chr12	26266136	26280506	1	14371	61798.185	98	1	BHLHE41		BHLHE41	BHLHE41	3.7391	98	1
2_MACS_peak_15985_lociStitched	chr2	182320389	182340146	2	19296	34691.3163	99	1	ITGA4		ITGA4	ITGA4	0.5427	99	1
4_MACS_peak_19596_lociStitched	chr3	128821329	128842995	4	17874	44449.9656	100	1	RAB43	GP9,ISY1	RAB43	RAB43	1.0648	100	1
1_MACS_peak_9282_lociStitched	chr15	56656480	56667505	1	11026	69918.345	101	1	TEX9		TEX9	TEX9	0.8956	101	1
7_MACS_peak_27820_lociStitched	chr8	27231689	27264194	7	20054	19265.7135	102	1	PTK2B		PTK2B	PTK2B	0.2577	102	1
8_MACS_peak_27436_lociStitched	chr7	137617234	137652732	8	19935	20397.1508	103	1	CREB3L2		CREB3L2	CREB3L2	0.6409	103	1
2_MACS_peak_21318_lociStitched	chr4	90211167	90229326	2	18114	38578.7955	104	1	GPRIN3		GPRIN3	GPRIN3	0.6107	104	1
5_MACS_peak_27163_lociStitched	chr7	115845784	115873686	5	18569	34698.9272	105	1	TES		TES	TES	0.6882	105	1
9_MACS_peak_8830_lociStitched	chr14	106025855	106055784	9	18873	31476.3293	106	1		TMEM121	TMEM121	TMEM121	0.0449	106	1
9_MACS_peak_20016_lociStitched	chr3	169863214	169900108	9	18433	33824.4192	107	1	PHC3	PRKCI	PHC3	PHC3	0.4858	107	1
6_MACS_peak_13682_lociStitched	chr19	42037914	42067907	6	18246	35250.7729	108	1		CEACAM21	CEACAM21	CEACAM21	0.0649	108	1
1_MACS_peak_29452_lociStitched	chr9	37134887	37148344	1	13458	60047.8254	109	1	ZCCHC7		ZCCHC7	ZCCHC7	0.6097	109	1
2_MACS_peak_2111_lociStitched	chr1	189118875	189135229	2	14143	57144.1468	110	1				NONE	NONE	110	1
2_MACS_peak_21579_lociStitched	chr4	119741611	119758418	2	15448	51222.6939	111	1	SEC24D		SEC24D	SEC24D	0.5898	111	1
6_MACS_peak_9538_lociStitched	chr15	75069021	75092925	6	18299	32951.664	112	1	CSK	CYP1A2,LMAN1L,CPLX3,ULK3	CSK	CSK	1.075	112	1
2_MACS_peak_14966_lociStitched	chr2	70309906	70323273	2	9497	70037.7332	113	1	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	5.8191	113	1
5_MACS_peak_1548_lociStitched	chr1	154178207	154197706	5	15594	49880.3919	114	1	UBAP2L,C1orf189,C1orf43	HAX1,TPM3,MIR190B	UBAP2L	HAX1	1.0781	114	1
4_MACS_peak_23342_lociStitched	chr5	131745438	131767393	4	18436	31119.017	115	1	C5orf56	SLC22A5,MIR3936	C5orf56	C5orf56	0.9681	115	1
2_MACS_peak_5265_lociStitched	chr11	122924992	122942258	2	15888	48242.9306	116	1	HSPA8	LOC341056	HSPA8	HSPA8	2.7464	116	1
2_MACS_peak_11226_lociStitched	chr17	20932588	20947738	2	15125	49852.59	117	1	USP22		USP22	USP22	1.0152	117	1
5_MACS_peak_16718_lociStitched	chr20	5567176	5592464	5	17766	32492.5512	118	1	GPCPD1		GPCPD1	GPCPD1	0.4946	118	1
2_MACS_peak_376_lociStitched	chr1	27018511	27033401	2	13565	55247.856	119	1	ARID1A		ARID1A	ARID1A	0.8369	119	1
3_MACS_peak_4035_lociStitched	chr11	10324002	10344971	3	16479	40725.9918	120	1	ADM	SBF2	ADM	ADM	2.1104	120	1
2_MACS_peak_6766_lociStitched	chr12	108951656	108970797	2	15052	48327.1968	121	1	ISCU,SART3	FICD,TMEM119	ISCU	ISCU	2.8209	121	1
1_MACS_peak_25243_lociStitched	chr6	113946450	113956986	1	10537	64322.28	122	1			MARCKS	MARCKS	2.3215	122	1
4_MACS_peak_7777_lociStitched	chr14	21723032	21738740	4	15192	47251.2348	123	1	HNRNPC	RPGRIP1	HNRNPC	HNRNPC	0.8434	123	1
1_MACS_peak_5881_lociStitched	chr12	40007211	40017042	1	9832	65654.3673	124	1	ABCD2	C12orf40	ABCD2	ABCD2	1.1071	124	1
2_MACS_peak_23052_lociStitched	chr5	90667934	90681031	2	11746	60323.4723	125	1	LOC100129716,ARRDC3		LOC100129716	LOC100129716	1.2234	125	1
2_MACS_peak_231_lociStitched	chr1	17221370	17232745	2	6645	71163.1375	126	1		CROCC	CROCC	CROCC	0.0616	126	1
5_MACS_peak_4272_lociStitched	chr11	35182123	35206920	5	16934	34991.0467	127	1	CD44		CD44	CD44	0.642	127	1
6_MACS_peak_2404_lociStitched	chr1	207979295	208000208	6	13011	54921.7206	128	1	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	3.6314	128	1
4_MACS_peak_8099_lociStitched	chr14	50084818	50109234	4	15355	44295.5072	129	1	MGAT2,RPL36AL,C14orf104	PPIL5,RPS29,POLE2	C14orf104	C14orf104	1.8957	129	1
1_MACS_peak_22104_lociStitched	chr4	177239640	177252375	1	12736	55188.396	130	1	SPCS3	ASB5	SPCS3	SPCS3	2.547	130	1
2_MACS_peak_3515_lociStitched	chr10	89621168	89642982	2	17257	30024.7896	131	1	PTEN,KILLIN	CFLP1,ATAD1	PTEN	PTEN	0.3705	131	1
3_MACS_peak_21149_lociStitched	chr4	77116037	77136416	3	16555	35604.1509	132	1	SCARB2	FAM47E,NUP54	SCARB2	SCARB2	0.6291	132	1
6_MACS_peak_1770_lociStitched	chr1	161731403	161755043	6	15448	42644.196	133	1	ATF6	FCRLB,DUSP12	ATF6	DUSP12	0.4164	133	1
2_MACS_peak_14625_lociStitched	chr2	46788225	46805428	2	16895	32678.8188	134	1	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	RHOQ	1.0985	134	1
5_MACS_peak_22305_lociStitched	chr5	6711681	6740848	5	16576	33789.9695	135	1	PAPD7	PAPD7	PAPD7	PAPD7	0.6922	135	1
3_MACS_peak_4596_lociStitched	chr11	65335878	65358219	3	15635	40081.9881	136	1	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,SIPA1,LTBP3,KCNK7,MAP3K11	EHBP1L1	EHBP1L1	1.0172	136	1
7_MACS_peak_17665_lociStitched	chr21	36576925	36608166	7	16733	32362.5519	137	1			RUNX1	RUNX1	NONE	137	1
8_MACS_peak_27365_lociStitched	chr7	130622873	130647376	8	15543	40552.465	138	1	FLJ43663	LOC646329	LOC646329	LOC646329	0.2055	138	1
3_MACS_peak_18317_lociStitched	chr3	9432998	9448217	3	14221	47477.1924	139	1	SETD5,LOC440944	THUMPD3	SETD5	SETD5	0.707	139	1
7_MACS_peak_19385_lociStitched	chr3	112176776	112202566	7	17734	21787.392	140	1	BTLA		BTLA	BTLA	1.0766	140	1
3_MACS_peak_7796_lociStitched	chr14	23018295	23040351	3	16601	32669.3472	141	1	DAD1	ABHD4	DAD1	DAD1	1.2577	141	1
1_MACS_peak_12734_lociStitched	chr18	60821902	60831393	1	9492	62912.9917	142	1	BCL2		BCL2	BCL2	0.6565	142	1
1_MACS_peak_11881_lociStitched	chr17	62492328	62504669	1	12342	54531.1767	143	1	CCDC45,POLG2,DDX5	C17orf60	DDX5	DDX5	3.0559	143	1
2_MACS_peak_17965_lociStitched	chr22	29183145	29199281	2	15660	38573.108	144	1	CCDC117,XBP1	HSCB,CHEK2	XBP1	XBP1	2.2757	144	1
1_MACS_peak_4428_lociStitched	chr11	58339462	58348948	1	9487	62418.8286	145	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	1.1599	145	1
4_MACS_peak_13265_lociStitched	chr19	13943920	13959130	4	12157	54675.387	146	1	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	2.0833	146	1
1_MACS_peak_11444_lociStitched	chr17	37922384	37938497	1	16114	34565.6076	148	1	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.4513	148	1
3_MACS_peak_6973_lociStitched	chr12	122232184	122250588	3	10594	58924.0868	149	1	SETD1B,LOC338799	RHOF,HPD	LOC338799	LOC338799	3.2087	149	1
1_MACS_peak_2643_lociStitched	chr1	228268648	228280525	1	11878	54806.4165	150	1	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	ARF1	2.3504	150	1
3_MACS_peak_17284_lociStitched	chr20	52194812	52211838	3	15294	39061.0492	151	1	ZNF217		ZNF217	ZNF217	0.353	151	1
2_MACS_peak_13628_lociStitched	chr19	39888289	39903136	2	13253	48996.5847	152	1	MED29,ZFP36	PLEKHG2,SUPT5H,PAF1,RPS16	ZFP36	ZFP36	3.7295	152	1
2_MACS_peak_7259_lociStitched	chr13	35731316	35748859	2	17352	19932.3566	153	1	NBEA		NBEA	NBEA	0.1726	153	1
4_MACS_peak_24531_lociStitched	chr6	44213415	44234049	4	14737	41358.7896	154	1	HSP90AB1,SLC35B2,NFKBIE	SLC29A1,TMEM151B,TCTE1,AARS2	SLC35B2	SLC35B2	0.5487	154	1
3_MACS_peak_11597_lociStitched	chr17	44215237	44235511	3	16913	22530.4962	155	1	KIAA1267	LOC644246	KIAA1267	LOC644246	1.9669	155	1
4_MACS_peak_28306_lociStitched	chr8	81046140	81064204	4	16231	27735.4656	156	1	TPD52		TPD52	TPD52	0.6425	156	1
4_MACS_peak_2332_lociStitched	chr1	204366924	204382094	4	12031	51204.818	157	1	PPP1R15B	PLEKHA6,LOC127841	PPP1R15B	PPP1R15B	2.7837	157	1
3_MACS_peak_1363_lociStitched	chr1	145603950	145622548	3	11720	51252.3684	158	1	RNF115,POLR3C	PIAS3,NUDT17	RNF115	PIAS3	0.6512	158	1
1_MACS_peak_21179_lociStitched	chr4	78732930	78743956	1	11027	53353.7114	159	1	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.6188	159	1
3_MACS_peak_17020_lociStitched	chr20	34318782	34332965	3	10753	54069.8509	160	1	RBM39	ROMO1,PHF20,NFS1	RBM39	RBM39	1.3239	160	1
3_MACS_peak_22975_lociStitched	chr5	86408555	86423038	3	12242	48835.2277	161	1	MIR4280		MIR4280	MIR4280	0.4944	161	1
3_MACS_peak_19224_lociStitched	chr3	98479772	98496995	3	16196	22641.3558	162	1	ST3GAL6		ST3GAL6	ST3GAL6	0.6086	162	1
1_MACS_peak_23501_lociStitched	chr5	142771704	142785943	1	14240	37763.2519	163	1	NR3C1		NR3C1	NR3C1	0.3942	163	1
4_MACS_peak_25471_lociStitched	chr6	136601799	136612767	4	10933	52019.0304	165	1	BCLAF1	FAM54A	BCLAF1	BCLAF1	1.3154	165	1
3_MACS_peak_14200_lociStitched	chr2	11883910	11898357	3	13248	42375.9404	166	1	LPIN1		LPIN1	LPIN1	0.5584	166	1
3_MACS_peak_6172_lociStitched	chr12	57064525	57083896	3	12052	46302.5013	167	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	PTGES3	1.3861	167	1
2_MACS_peak_21790_lociStitched	chr4	141662723	141679336	2	15114	28743.8126	168	1	TBC1D9		TBC1D9	TBC1D9	0.3669	168	1
2_MACS_peak_11576_lociStitched	chr17	43297107	43313020	2	12594	43584.1157	169	1	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	1.4304	169	1
4_MACS_peak_7313_lociStitched	chr13	41576896	41594273	4	15298	26581.5969	170	1	ELF1	WBP4,ELF1	ELF1	ELF1	0.687	170	1
3_MACS_peak_21900_lociStitched	chr4	153443513	153460861	3	14716	31137.9252	171	1	DKFZP434I0714,FBXW7	MIR3140	FBXW7	MIR3140	0.4223	171	1
