REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM10_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
6_MACS_peak_18292_lociStitched	chr3	5222793	5251096	6	25989	70751.8394	29	1	EDEM1		EDEM1	29	1
9_MACS_peak_20220_lociStitched	chr3	183220045	183260693	9	25686	40440.6952	30	1	KLHL6		KLHL6	30	1
7_MACS_peak_22467_lociStitched	chr5	32571026	32609943	7	25311	57869.579	31	1	SUB1		SUB1	31	1
4_MACS_peak_15369_lociStitched	chr2	112184685	112212643	4	25241	59159.128	32	1	LOC541471		LOC541471	32	1
6_MACS_peak_5476_lociStitched	chr12	7045474	7081279	6	25066	53242.035	33	1	ATN1,C12orf57,PTPN6,MIR200C,MIR141,EMG1,PHB2,SCARNA12	LRRC23,ENO2,LPCAT3	PTPN6	33	1
1_MACS_peak_27444_lociStitched	chr7	137662633	137687621	1	24989	49013.962	34	1	CREB3L2		CREB3L2	34	1
1_MACS_peak_23025_lociStitched	chr5	88162082	88186968	1	24887	128921.923	35	1	MEF2C	MEF2C	MEF2C	35	1
5_MACS_peak_14466_lociStitched	chr2	37559978	37593498	5	24375	50581.68	36	1	QPCT	PRKD3	QPCT	36	1
7_MACS_peak_8539_lociStitched	chr14	81967804	82001010	7	24274	79063.486	37	1	SEL1L		SEL1L	37	1
4_MACS_peak_8535_lociStitched	chr14	81930705	81961293	4	24221	36739.2468	38	1	SEL1L		SEL1L	38	1
3_MACS_peak_20859_lociStitched	chr4	40191428	40216605	3	24049	100778.4956	39	1	RHOH		RHOH	39	1
4_MACS_peak_1643_lociStitched	chr1	156447382	156475907	4	23649	85098.6325	40	1	MEF2D	C1orf61	MEF2D	40	1
8_MACS_peak_18866_lociStitched	chr3	52718154	52755822	8	23610	52234.2156	41	1	GNL3,SNORD19,SNORD19B,SNORD69,SPCS1,PBRM1,GLT8D1,NEK4	PBRM1	GLT8D1	41	1
2_MACS_peak_22094_lociStitched	chr4	177038972	177062967	2	23544	93304.5575	42	1	WDR17		WDR17	42	1
5_MACS_peak_17343_lociStitched	chr20	57460001	57485861	5	23199	69643.566	43	1	GNAS	GNAS-AS	GNAS	43	1
4_MACS_peak_23792_lociStitched	chr6	388995	413327	4	23152	48707.7976	44	1	IRF4		IRF4	44	1
7_MACS_peak_1738_lociStitched	chr1	161122696	161157833	7	23068	82779.2583	45	1	UFC1,USP21,PPOX,B4GALT3	NIT1,NDUFS2,FCER1G,TOMM40L,PFDN2,DEDD,ADAMTS4,APOA2	PPOX	45	1
3_MACS_peak_20044_lociStitched	chr3	171800804	171826865	3	22932	49023.3471	46	1	FNDC3B		FNDC3B	46	1
6_MACS_peak_7307_lociStitched	chr13	41542987	41570516	6	22817	40682.3562	47	1	ELF1	SUGT1P3	ELF1	47	1
9_MACS_peak_23089_lociStitched	chr5	95235577	95276788	9	22753	30533.2299	48	1	ELL2	C5orf27	ELL2	48	1
3_MACS_peak_1618_lociStitched	chr1	155929062	155954287	3	22738	76974.0875	49	1	ARHGEF2	RXFP4,RIT1,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	49	1
5_MACS_peak_29453_lociStitched	chr9	37185205	37213586	5	22706	37315.3388	50	1	ZCCHC7		ZCCHC7	50	1
3_MACS_peak_21804_lociStitched	chr4	144256633	144284820	3	22675	60737.3476	51	1	GAB1		GAB1	51	1
9_MACS_peak_23013_lociStitched	chr5	88100395	88132965	9	22562	23408.059	52	1	MEF2C		MEF2C	52	1
4_MACS_peak_19933_lociStitched	chr3	160116096	160141167	4	22304	64979.0178	53	1	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	MIR16-2	53	1
7_MACS_peak_17145_lociStitched	chr20	43587570	43622397	7	21283	48590.6304	54	1	STK4,TOMM34	PABPC1L	STK4	54	1
3_MACS_peak_27147_lociStitched	chr7	114555877	114583755	3	21165	53422.6114	55	1	MDFIC		MDFIC	55	1
1_MACS_peak_1456_lociStitched	chr1	150532097	150553228	1	21132	134970.0363	56	1	ADAMTSL4,MCL1	MIR4257,ENSA	MCL1	56	1
8_MACS_peak_22442_lociStitched	chr5	32144825	32175760	8	20918	45718.8365	57	1	GOLPH3		GOLPH3	57	1
4_MACS_peak_29961_lociStitched	chr9	112903214	112925579	4	20912	32147.451	58	1	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	58	1
8_MACS_peak_8962_lociStitched	chr15	31630908	31660681	8	20899	27218.4766	59	1	KLF13		KLF13	59	1
5_MACS_peak_4583_lociStitched	chr11	65183822	65211408	5	20885	101968.8904	60	1	NEAT1	FRMD8,MIR612,SLC25A45	NEAT1	60	1
1_MACS_peak_14265_lociStitched	chr2	20405306	20426082	1	20777	40660.7096	61	1	SDC1		SDC1	61	1
3_MACS_peak_11322_lociStitched	chr17	29628230	29649562	3	20591	100855.5628	62	1	NF1,EVI2B,EVI2A	OMG	EVI2B	62	1
7_MACS_peak_23992_lociStitched	chr6	16469169	16495972	7	20523	43536.1129	63	1	ATXN1		GMPR	63	1
6_MACS_peak_1575_lociStitched	chr1	154927032	154957515	6	20478	96338.4732	64	1	CKS1B,MIR4258,FLAD1,PBXIP1,PYGO2,SHC1	LENEP,ZBTB7B,DCST1,PMVK,DCST2	SHC1	64	1
4_MACS_peak_28492_lociStitched	chr8	98654757	98677938	4	20458	56431.8264	65	1	MTDH		MTDH	65	1
2_MACS_peak_16221_lociStitched	chr2	201979438	202000258	2	20090	92563.638	66	1	CFLAR	NDUFB3,CASP10,FAM126B	CFLAR	66	1
7_MACS_peak_8839_lociStitched	chr14	106146167	106176756	7	20057	33598.9576	67	1			TMEM121	67	1
7_MACS_peak_27820_lociStitched	chr8	27231689	27264194	7	20054	19265.7135	68	1	PTK2B		PTK2B	68	1
8_MACS_peak_27436_lociStitched	chr7	137617234	137652732	8	19935	20397.1508	69	1	CREB3L2		CREB3L2	69	1
5_MACS_peak_26510_lociStitched	chr7	55616335	55642048	5	19927	32678.6517	70	1	VOPP1		VOPP1	70	1
4_MACS_peak_19372_lociStitched	chr3	112047433	112071303	4	19326	38664.626	71	1	CD200	SLC9A10	CD200	71	1
5_MACS_peak_26213_lociStitched	chr7	26220793	26244407	5	19322	43471.0126	72	1	NFE2L3,CBX3,HNRNPA2B1		HNRNPA2B1	72	1
2_MACS_peak_15985_lociStitched	chr2	182320389	182340146	2	19296	34691.3163	73	1	ITGA4		ITGA4	73	1
1_MACS_peak_12659_lociStitched	chr18	52972794	52991954	1	19161	51450.348	74	1	TCF4		TCF4	74	1
3_MACS_peak_28213_lociStitched	chr8	71500366	71521138	3	19085	38147.778	75	1	TRAM1		TRAM1	75	1
4_MACS_peak_28809_lociStitched	chr8	126284444	126308633	4	18959	55431.5124	76	1	NSMCE2		TRIB1	76	1
9_MACS_peak_8830_lociStitched	chr14	106025855	106055784	9	18873	31476.3293	77	1		TMEM121	TMEM121	77	1
4_MACS_peak_661_lociStitched	chr1	40838989	40863755	4	18720	53942.8246	78	1	SMAP2		SMAP2	78	1
5_MACS_peak_27163_lociStitched	chr7	115845784	115873686	5	18569	34698.9272	79	1	TES		TES	79	1
2_MACS_peak_5124_lociStitched	chr11	111229780	111251480	2	18450	49274.19	80	1	POU2AF1		POU2AF1	80	1
4_MACS_peak_23342_lociStitched	chr5	131745438	131767393	4	18436	31119.017	81	1	C5orf56	SLC22A5,MIR3936	C5orf56	81	1
9_MACS_peak_20016_lociStitched	chr3	169863214	169900108	9	18433	33824.4192	82	1	PHC3	PRKCI	PHC3	82	1
1_MACS_peak_10546_lociStitched	chr16	56963708	56982075	1	18368	62844.5272	83	1	HERPUD1	CETP,NLRC5	HERPUD1	83	1
6_MACS_peak_9538_lociStitched	chr15	75069021	75092925	6	18299	32951.664	84	1	CSK	CYP1A2,LMAN1L,CPLX3,ULK3	CSK	84	1
6_MACS_peak_13682_lociStitched	chr19	42037914	42067907	6	18246	35250.7729	85	1		CEACAM21	CEACAM21	85	1
4_MACS_peak_11645_lociStitched	chr17	46123830	46142553	4	18241	62257.7196	86	1	NFE2L1	SNX11,MIR152,COPZ2,CBX1	NFE2L1	86	1
8_MACS_peak_18988_lociStitched	chr3	67040000	67069390	8	18166	52666.88	87	1	KBTBD8		KBTBD8	87	1
2_MACS_peak_21318_lociStitched	chr4	90211167	90229326	2	18114	38578.7955	88	1	GPRIN3		GPRIN3	88	1
3_MACS_peak_24869_lociStitched	chr6	79771836	79794543	3	18105	67308.0894	89	1	PHIP		PHIP	89	1
3_MACS_peak_11784_lociStitched	chr17	56405610	56430893	3	17988	49006.0389	90	1	BZRAP1,MIR142,SUPT4H1	MPO	MIR142	90	1
4_MACS_peak_19596_lociStitched	chr3	128821329	128842995	4	17874	44449.9656	91	1	RAB43	GP9,ISY1	RAB43	91	1
10_MACS_peak_22998_lociStitched	chr5	88023205	88045745	10	17843	16717.918	92	1	MEF2C	LOC645323	LOC645323	92	1
5_MACS_peak_16718_lociStitched	chr20	5567176	5592464	5	17766	32492.5512	93	1	GPCPD1		GPCPD1	93	1
2_MACS_peak_5935_lociStitched	chr12	46116154	46137729	2	17735	87417.585	94	1	ARID2,LOC400027		ARID2	94	1
7_MACS_peak_19385_lociStitched	chr3	112176776	112202566	7	17734	21787.392	95	1	BTLA		BTLA	95	1
5_MACS_peak_18402_lociStitched	chr3	15832751	15860606	5	17546	80105.409	96	1	ANKRD28	ANKRD28	ANKRD28	96	1
2_MACS_peak_7259_lociStitched	chr13	35731316	35748859	2	17352	19932.3566	97	1	NBEA		NBEA	97	1
2_MACS_peak_3515_lociStitched	chr10	89621168	89642982	2	17257	30024.7896	98	1	PTEN,KILLIN	CFLP1,ATAD1	PTEN	98	1
3_MACS_peak_1457_lociStitched	chr1	150581656	150603597	3	17222	67540.9803	99	1	ENSA	MCL1	ENSA	99	1
5_MACS_peak_14852_lociStitched	chr2	64430653	64456363	5	17197	51975.336	100	1	LOC150992		LOC150992	100	1
5_MACS_peak_4272_lociStitched	chr11	35182123	35206920	5	16934	34991.0467	101	1	CD44		CD44	101	1
3_MACS_peak_11597_lociStitched	chr17	44215237	44235511	3	16913	22530.4962	102	1	KIAA1267	LOC644246	KIAA1267	102	1
2_MACS_peak_14625_lociStitched	chr2	46788225	46805428	2	16895	32678.8188	103	1	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	103	1
7_MACS_peak_17665_lociStitched	chr21	36576925	36608166	7	16733	32362.5519	104	1			RUNX1	104	1
3_MACS_peak_7796_lociStitched	chr14	23018295	23040351	3	16601	32669.3472	105	1	DAD1	ABHD4	DAD1	105	1
1_MACS_peak_2731_lociStitched	chr1	234734237	234750812	1	16576	152634.2025	106	1	IRF2BP2	NCRNA00184	IRF2BP2	106	1
5_MACS_peak_22305_lociStitched	chr5	6711681	6740848	5	16576	33789.9695	107	1	PAPD7	PAPD7	PAPD7	107	1
3_MACS_peak_21149_lociStitched	chr4	77116037	77136416	3	16555	35604.1509	108	1	SCARB2	FAM47E,NUP54	SCARB2	108	1
5_MACS_peak_9795_lociStitched	chr15	93346317	93377690	5	16518	56320.8096	109	1		ASB9P1,LOC100507217	ASB9P1	109	1
3_MACS_peak_4035_lociStitched	chr11	10324002	10344971	3	16479	40725.9918	110	1	ADM	SBF2	ADM	110	1
4_MACS_peak_16979_lociStitched	chr20	32987856	33008582	4	16447	18545.6248	111	1	ITCH	MIR644	ITCH	111	1
4_MACS_peak_21415_lociStitched	chr4	103730424	103751140	4	16394	70355.6792	112	1	UBE2D3	CISD2,MANBA	UBE2D3	112	1
4_MACS_peak_28306_lociStitched	chr8	81046140	81064204	4	16231	27735.4656	113	1	TPD52		TPD52	113	1
3_MACS_peak_19224_lociStitched	chr3	98479772	98496995	3	16196	22641.3558	114	1	ST3GAL6		ST3GAL6	114	1
1_MACS_peak_11444_lociStitched	chr17	37922384	37938497	1	16114	34565.6076	115	1	IKZF3	GRB7,C17orf37	GRB7	115	1
2_MACS_peak_5265_lociStitched	chr11	122924992	122942258	2	15888	48242.9306	116	1	HSPA8	LOC341056	HSPA8	116	1
2_MACS_peak_17965_lociStitched	chr22	29183145	29199281	2	15660	38573.108	117	1	CCDC117,XBP1	HSCB,CHEK2	XBP1	117	1
3_MACS_peak_4596_lociStitched	chr11	65335878	65358219	3	15635	40081.9881	118	1	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,SIPA1,LTBP3,KCNK7,MAP3K11	EHBP1L1	118	1
5_MACS_peak_1548_lociStitched	chr1	154178207	154197706	5	15594	49880.3919	119	1	UBAP2L,C1orf189,C1orf43	HAX1,TPM3,MIR190B	UBAP2L	119	1
3_MACS_peak_1433_lociStitched	chr1	149810870	149833878	3	15551	82232.8928	120	1	HIST2H2AA4,HIST2H3A,HIST2H2BC,HIST2H4B	HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	120	1
8_MACS_peak_27365_lociStitched	chr7	130622873	130647376	8	15543	40552.465	121	1	FLJ43663	LOC646329	LOC646329	121	1
4_MACS_peak_13309_lociStitched	chr19	15391103	15412445	4	15478	15959.5476	122	1	BRD4	EPHX3	BRD4	122	1
2_MACS_peak_21579_lociStitched	chr4	119741611	119758418	2	15448	51222.6939	123	1	SEC24D		SEC24D	123	1
6_MACS_peak_1770_lociStitched	chr1	161731403	161755043	6	15448	42644.196	124	1	ATF6	FCRLB,DUSP12	ATF6	124	1
4_MACS_peak_8099_lociStitched	chr14	50084818	50109234	4	15355	44295.5072	125	1	MGAT2,RPL36AL,C14orf104	PPIL5,RPS29,POLE2	C14orf104	125	1
5_MACS_peak_4490_lociStitched	chr11	62305923	62328910	5	15331	25278.8039	126	1	AHNAK,EEF1G	TUT1,MTA2	AHNAK	126	1
3_MACS_peak_30623_lociStitched	chrX	45612669	45630233	3	15320	23330.2612	127	1		MIR221,MIR222	MIR222	127	1
4_MACS_peak_7313_lociStitched	chr13	41576896	41594273	4	15298	26581.5969	128	1	ELF1	WBP4,ELF1	ELF1	128	1
3_MACS_peak_17284_lociStitched	chr20	52194812	52211838	3	15294	39061.0492	129	1	ZNF217		ZNF217	129	1
2_MACS_peak_15705_lociStitched	chr2	158285007	158302510	2	15263	59797.2492	130	1	CYTIP		CYTIP	130	1
5_MACS_peak_25448_lociStitched	chr6	135319979	135344045	5	15193	25466.6412	131	1	HBS1L	ALDH8A1,MIR3662,HBS1L	MIR3662	131	1
4_MACS_peak_7777_lociStitched	chr14	21723032	21738740	4	15192	47251.2348	132	1	HNRNPC	RPGRIP1	HNRNPC	132	1
4_MACS_peak_351_lociStitched	chr1	25869799	25890440	4	15126	19703.8986	133	1	LDLRAP1		LDLRAP1	133	1
2_MACS_peak_11226_lociStitched	chr17	20932588	20947738	2	15125	49852.59	134	1	USP22		USP22	134	1
2_MACS_peak_21790_lociStitched	chr4	141662723	141679336	2	15114	28743.8126	135	1	TBC1D9		TBC1D9	135	1
1_MACS_peak_11320_lociStitched	chr17	29575587	29590640	1	15054	103368.951	136	1	NF1	OMG	OMG	136	1
2_MACS_peak_6766_lociStitched	chr12	108951656	108970797	2	15052	48327.1968	137	1	ISCU,SART3	FICD,TMEM119	ISCU	137	1
3_MACS_peak_4791_lociStitched	chr11	74659109	74675482	3	15002	28161.56	138	1	SPCS2,XRRA1	NEU3	SPCS2	138	1
4_MACS_peak_23999_lociStitched	chr6	16503351	16522423	4	14929	21467.4432	139	1	ATXN1		ATXN1	139	1
2_MACS_peak_7043_lociStitched	chr12	125394247	125413618	2	14840	76410.8466	140	1	UBC	SCARB1	UBC	140	1
4_MACS_peak_24531_lociStitched	chr6	44213415	44234049	4	14737	41358.7896	141	1	HSP90AB1,SLC35B2,NFKBIE	SLC29A1,TMEM151B,TCTE1,AARS2	SLC35B2	141	1
3_MACS_peak_21900_lociStitched	chr4	153443513	153460861	3	14716	31137.9252	142	1	DKFZP434I0714,FBXW7	MIR3140	FBXW7	142	1
8_MACS_peak_19504_lociStitched	chr3	121546597	121574557	8	14710	20514.252	143	1	EAF2,IQCB1	SLC15A2	EAF2	143	1
6_MACS_peak_1072_lociStitched	chr1	93409194	93428985	6	14692	22605.2802	144	1	FAM69A		FAM69A	144	1
4_MACS_peak_21509_lociStitched	chr4	113191382	113210656	4	14578	29491.1474	145	1	TIFA	AP1AR,ALPK1	TIFA	145	1
5_MACS_peak_26400_lociStitched	chr7	44656501	44680652	5	14481	29601.8807	146	1	OGDH	DDX56,TMED4	OGDH	146	1
1_MACS_peak_6175_lociStitched	chr12	57105828	57120283	1	14456	27103.125	147	1	NACA	HSD17B6,PTGES3,PRIM1	NACA	147	1
4_MACS_peak_1713_lociStitched	chr1	160641569	160660673	4	14428	18658.8768	148	1	CD48	SLAMF7,SLAMF1	CD48	148	1
7_MACS_peak_9067_lociStitched	chr15	40834877	40862680	7	14374	23574.1637	149	1	RPUSD2,C15orf57	CASC5,MRPL42P5	C15orf57	149	1
1_MACS_peak_5727_lociStitched	chr12	26266136	26280506	1	14371	61798.185	150	1	BHLHE41		BHLHE41	150	1
2_MACS_peak_6040_lociStitched	chr12	51312116	51327712	2	14322	26843.8352	151	1	METTL7A	HIGD1C	METTL7A	151	1
7_MACS_peak_17780_lociStitched	chr21	45552674	45580337	7	14296	23311.6101	152	1	C21orf33	PWP2	C21orf33	152	1
1_MACS_peak_5557_lociStitched	chr12	12866145	12880412	1	14268	119687.2897	153	1	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	153	1
1_MACS_peak_23501_lociStitched	chr5	142771704	142785943	1	14240	37763.2519	154	1	NR3C1		NR3C1	154	1
4_MACS_peak_361_lociStitched	chr1	26436951	26453761	4	14230	31454.872	155	1	PDIK1L	GRRP1,ZNF593,TRIM63	PDIK1L	155	1
3_MACS_peak_18317_lociStitched	chr3	9432998	9448217	3	14221	47477.1924	156	1	SETD5,LOC440944	THUMPD3	SETD5	156	1
2_MACS_peak_2111_lociStitched	chr1	189118875	189135229	2	14143	57144.1468	157	1				157	1
3_MACS_peak_18530_lociStitched	chr3	31480103	31498413	3	14121	18231.267	158	1			STT3B	158	1
6_MACS_peak_23349_lociStitched	chr5	131812328	131834326	6	14083	15761.567	159	1	IRF1	IL5	IRF1	159	1
4_MACS_peak_1614_lociStitched	chr1	155899904	155922647	4	14046	34248.6837	160	1	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	160	1
7_MACS_peak_16811_lociStitched	chr20	17639448	17663712	7	13910	17523.4608	161	1	RRBP1	BANF2	RRBP1	161	1
3_MACS_peak_5971_lociStitched	chr12	48196279	48214681	3	13850	30287.8518	162	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	162	1
4_MACS_peak_28758_lociStitched	chr8	124037866	124055402	4	13804	36895.744	163	1	DERL1	WDR67	DERL1	163	1
5_MACS_peak_2550_lociStitched	chr1	223899580	223922739	5	13780	19592.514	164	1	CAPN2	CAPN8	CAPN2	164	1
5_MACS_peak_6768_lociStitched	chr12	109010475	109031528	5	13731	22610.922	165	1	SELPLG	TMEM119	SELPLG	165	1
5_MACS_peak_24142_lociStitched	chr6	27088421	27115809	5	13710	33040.8832	166	1	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H2AG	166	1
3_MACS_peak_10102_lociStitched	chr16	11874456	11893017	3	13703	36427.8186	167	1	ZC3H7A	TXNDC11,BCAR4	ZC3H7A	167	1
5_MACS_peak_24327_lociStitched	chr6	32934678	32952759	5	13667	84819.7791	168	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	168	1
4_MACS_peak_25803_lociStitched	chr6	160389273	160406503	4	13580	27121.743	169	1	IGF2R		IGF2R	169	1
2_MACS_peak_376_lociStitched	chr1	27018511	27033401	2	13565	55247.856	170	1	ARID1A		ARID1A	170	1
3_MACS_peak_6546_lociStitched	chr12	92525638	92541013	3	13477	31381.9125	171	1	BTG1		BTG1	171	1
1_MACS_peak_29452_lociStitched	chr9	37134887	37148344	1	13458	60047.8254	172	1	ZCCHC7		ZCCHC7	172	1
3_MACS_peak_16228_lociStitched	chr2	202047102	202063019	3	13447	17677.4202	173	1	CASP10	CASP8	CASP10	173	1
2_MACS_peak_23347_lociStitched	chr5	131790239	131804030	2	13439	24859.6566	174	1	C5orf56	IRF1	IRF1	174	1
4_MACS_peak_20295_lociStitched	chr3	186703414	186721579	4	13435	26944.1445	175	1	ST6GAL1	ST6GAL1	ST6GAL1	175	1
5_MACS_peak_24295_lociStitched	chr6	31783347	31805763	5	13427	30732.336	176	1	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52	C6orf27,VARS,LSM2,HSPA1L,NEU1,SLC44A4	HSPA1B	176	1
4_MACS_peak_26503_lociStitched	chr7	55569235	55585583	4	13386	15875.5428	177	1	VOPP1		VOPP1	177	1
5_MACS_peak_14509_lociStitched	chr2	39626475	39652518	5	13267	17120.6682	178	1	MAP4K3		MAP4K3	178	1
2_MACS_peak_23256_lociStitched	chr5	118667670	118681591	2	13261	23217.4438	179	1	TNFAIP8	TNFAIP8	TNFAIP8	179	1
2_MACS_peak_13628_lociStitched	chr19	39888289	39903136	2	13253	48996.5847	180	1	MED29,ZFP36	PLEKHG2,SUPT5H,PAF1,RPS16	ZFP36	180	1
3_MACS_peak_14200_lociStitched	chr2	11883910	11898357	3	13248	42375.9404	181	1	LPIN1		LPIN1	181	1
3_MACS_peak_8299_lociStitched	chr14	63936304	63952022	3	13200	23578.5718	182	1	PPP2R5E		PPP2R5E	182	1
1_MACS_peak_21439_lociStitched	chr4	105404393	105417577	1	13185	29612.5824	183	1	CXXC4		CXXC4	183	1
2_MACS_peak_4591_lociStitched	chr11	65263560	65278569	2	13151	66949.1454	184	1	MALAT1	SCYL1,LTBP3	MALAT1	184	1
1_MACS_peak_15980_lociStitched	chr2	182168227	182181268	1	13042	69202.0665	185	1			ITGA4	185	1
6_MACS_peak_2404_lociStitched	chr1	207979295	208000208	6	13011	54921.7206	186	1	LOC148696	MIR29C,MIR29B2	LOC148696	186	1
2_MACS_peak_1717_lociStitched	chr1	160669754	160683931	2	12932	32534.7973	187	1	CD48	SLAMF7	CD48	187	1
3_MACS_peak_6020_lociStitched	chr12	50134585	50151508	3	12896	35563.6845	188	1	TMBIM6	FMNL3	TMBIM6	188	1
9_MACS_peak_8742_lociStitched	chr14	100821139	100843791	9	12845	32222.47	189	1	WDR25,WARS	MIR345,SLC25A47,SLC25A29	WARS	189	1
1_MACS_peak_22104_lociStitched	chr4	177239640	177252375	1	12736	55188.396	190	1	SPCS3	ASB5	SPCS3	190	1
6_MACS_peak_25610_lociStitched	chr6	144654873	144677626	6	12726	16839.4953	191	1	UTRN		UTRN	191	1
2_MACS_peak_633_lociStitched	chr1	40030159	40042841	2	12679	15554.473	192	1	PABPC4,SNORA55	PPIEL	SNORA55	192	1
1_MACS_peak_20275_lociStitched	chr3	185643892	185656547	1	12656	42500.552	193	1	TRA2B	LOC344887	TRA2B	193	1
4_MACS_peak_19190_lociStitched	chr3	96530801	96545857	4	12651	21677.6288	194	1	EPHA6		EPHA6	194	1
2_MACS_peak_11576_lociStitched	chr17	43297107	43313020	2	12594	43584.1157	195	1	FMNL1	LOC100133991,C17orf46	FMNL1	195	1
4_MACS_peak_24102_lociStitched	chr6	26183924	26207283	4	12565	71508.9067	196	1	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	196	1
