GENE_ID	locusLine	bin_1_18_0EX4_0229Kronos_MM1S-KB-6hr-2_H3K27Ac_hs-dm_i37.bam
NM_007158	chr1(.):115254536-115305624	0.2817
NM_002524	chr1(.):115242077-115264515	0.8697
NM_001172626	chr1(.):115210719-115243239	0.7292
NM_001130523	chr1(.):115254537-115305671	0.2815
NM_001779	chr1(.):117052155-117118715	0.3216
NM_001144822	chr1(.):117056321-117118715	0.3335
NM_017709	chr1(.):118143603-118176011	3.7603
NM_207418	chr1(.):143891451-143918143	0.7504
NM_032305	chr1(.):145451235-145475387	2.7053
NM_202004	chr1(.):145408190-145422545	0.1009
NM_006472	chr1(.):145433461-145447628	3.2556
NM_001039888	chr1(.):145465507-145480647	0.4205
NM_005105	chr1(.):145502637-145516444	1.5039
NM_001161334	chr1(.):149749244-149788928	0.4981
NM_001034077	chr1(.):149799220-149809616	1.493
NM_001005464	chr1(.):149807258-149817765	4.2876
NM_001040874	chr1(.):149808784-149819318	4.2791
NM_001123375	chr1(.):149779779-149790236	1.3941
NM_000566	chr1(.):149749249-149769074	0.234
NM_005850	chr1(.):149890210-149904702	1.1271
NM_016074	chr1(.):149866154-149877348	0.4023
NM_003528	chr1(.):149851009-149863232	4.2376
NM_003517	chr1(.):149853524-149863961	4.9504
NM_175065	chr1(.):149854018-149864466	4.9386
NM_014849	chr1(.):149869871-149894434	0.2273
NM_181873	chr1(.):149895542-149913266	1.1792
NM_001145862	chr1(.):149895542-149913791	1.1464
NR_036461	chr1(.):149816758-149827340	4.0528
NM_001040874	chr1(.):149817627-149828161	4.0591
NM_001005464	chr1(.):149819180-149829687	4.0673
NM_001034077	chr1(.):149827329-149837725	1.5472
NM_019032	chr1(.):150516897-150538412	4.9361
NM_207046	chr1(.):150589598-150606609	0.94
NR_036211	chr1(.):150519404-150529490	0.1242
NM_001197320	chr1(.):150542026-150557214	1.5734
NM_014437	chr1(.):153926587-153945188	1.8115
NM_130898	chr1(.):153935396-153951832	1.8517
NM_181715	chr1(.):153915151-153936043	1.362
NM_006694	chr1(.):153941744-153955451	0.5408
NM_002870	chr1(.):153949127-153963806	0.8479
NM_014856	chr1(.):153896976-153924154	0.6012
NM_001030	chr1(.):153958238-153969631	0.5872
NM_006556	chr1(.):154892207-154914484	2.5299
NM_001130041	chr1(.):154929773-154951959	2.5855
NM_001130040	chr1(.):154929773-154948223	2.8756
NM_201398	chr1(.):154950769-154970587	0.4748
NM_015872	chr1(.):154970111-154995999	1.5767
NM_207196	chr1(.):155018761-155040252	0.5371
NM_001184892	chr1(.):154950769-154966488	0.5426
NM_018655	chr1(.):154961061-154971791	0.3173
NM_001143687	chr1(.):155001281-155028406	0.4003
NR_024163	chr1(.):154942117-154956725	2.4904
NM_144622	chr1(.):154986002-155011257	0.4782
NM_138300	chr1(.):154924501-154939258	3.6436
NR_036212	chr1(.):154943168-154953259	2.9499
NM_001018017	chr1(.):155153299-155167700	0.1723
NM_198883	chr1(.):155173489-155188624	0.4261
NM_007112	chr1(.):155160378-155182690	0.3576
NR_030281	chr1(.):155159967-155170063	0.173
NM_001005742	chr1(.):155199238-155219653	0.481
NM_003993	chr1(.):155227658-155248281	0.6723
NM_181871	chr1(.):155254083-155275792	0.1605
NM_198264	chr1(.):155211995-155230274	0.6445
NM_052837	chr1(.):155220771-155237195	0.5222
NM_020897	chr1(.):155242373-155264638	0.3872
NM_001171812	chr1(.):155199238-155216066	0.5586
NM_000157	chr1(.):155199238-155216069	0.5585
NM_001135821	chr1(.):155273704-155295457	1.0632
NM_002004	chr1(.):155273538-155295457	1.0567
NM_005698	chr1(.):155220769-155237195	0.5221
NM_000298	chr1(.):155254083-155276225	0.1592
NM_006912	chr1(.):155862600-155886177	0.2136
NM_001162384	chr1(.):155911629-155953336	2.42
NM_181885	chr1(.):155906479-155917625	1.7378
NM_004723	chr1(.):155911629-155952966	2.4375
NM_014949	chr1(.):155877835-155909188	0.4963
NR_002974	chr1(.):155884699-155894833	0.0959
NR_003005	chr1(.):155890748-155900877	0.111
NM_003145	chr1(.):155973838-155995758	0.3997
NM_014655	chr1(.):156158729-156187587	0.8195
NM_007221	chr1(.):156177783-156214833	0.9394
NM_022367	chr1(.):156118321-156152542	3.0621
NM_001193302	chr1(.):156118368-156152542	3.0647
NM_001193301	chr1(.):156114734-156152542	2.8674
NM_005920	chr1(.):156428518-156475529	1.6912
NM_198427	chr1(.):156606739-156628264	0.1525
NM_021817	chr1(.):156584085-156600517	0.116
NM_021948	chr1(.):156606739-156634320	1.1601
NM_004494	chr1(.):156706898-156726543	1.9638
NM_001126051	chr1(.):156706898-156727024	1.9176
NM_001126050	chr1(.):156706898-156727240	1.8978
NM_030980	chr1(.):156687412-156702705	0.5401
NM_001878	chr1(.):156664407-156680375	0.1135
NM_001142560	chr1(.):156693262-156711752	0.9928
NM_145729	chr1(.):156702093-156715923	0.9976
NM_006617	chr1(.):156633555-156652189	0.1815
NR_001560	chr1(.):157093153-157103463	0.121
NM_005240	chr1(.):157097975-157113177	0.5873
NM_001145312	chr1(.):157089458-157113383	0.4038
NM_004833	chr1(.):159027274-159051647	1.8823
NM_001778	chr1(.):160643535-160686585	2.3776
NM_003037	chr1(.):160574890-160622081	0.1565
NM_021181	chr1(.):160704076-160729601	1.9382
NM_152366	chr1(.):161063180-161075138	0.5301
NM_030916	chr1(.):161035780-161064385	0.7232
NM_007122	chr1(.):161004040-161020757	2.7019
NM_001113205	chr1(.):161002421-161013774	0.449
NR_033385	chr1(.):161063150-161075138	0.5287
NM_181720	chr1(.):161011731-161044760	2.0082
NM_016946	chr1(.):160960000-160996133	0.4863
NM_001039711	chr1(.):161085768-161107478	0.8301
NM_016406	chr1(.):161118533-161133646	1.7684
NM_004550	chr1(.):161164104-161189184	0.817
NM_000309	chr1(.):161131180-161146010	1.2797
NM_001643	chr1(.):161187082-161198418	1.1345
NM_001185094	chr1(.):161082907-161095984	0.4582
NM_003779	chr1(.):161136100-161152314	2.5927
NM_012475	chr1(.):161124253-161140516	1.2277
NM_001039712	chr1(.):161085768-161107256	0.838
NM_005600	chr1(.):161082861-161095984	0.4566
NM_001185093	chr1(.):161082906-161095984	0.4581
NM_032174	chr1(.):161190832-161205407	0.7273
NM_001166159	chr1(.):161166936-161189184	0.8938
NM_005099	chr1(.):161154537-161173845	2.2905
NM_004106	chr1(.):161180086-161194038	0.636
NM_007240	chr1(.):161714580-161731952	0.5342
NM_181093	chr1(.):169816803-169868076	0.6237
NR_033186	chr1(.):178506930-178523024	0.4469
NM_022371	chr1(.):179046111-179070129	1.5402
NM_016545	chr1(.):181052637-181064979	1.2457
NM_002922	chr1(.):192539856-192554159	1.414
NM_001195216	chr1(.):197698138-197749623	1.2831
NM_001031725	chr1(.):200608164-200644126	0.4784
NM_005298	chr1(.):200837165-200848251	0.0993
NM_018265	chr1(.):200855638-200889864	1.0559
NM_001142569	chr1(.):200858998-200889864	1.0787
NM_017596	chr1(.):200933519-200997828	0.5652
NR_034150	chr1(.):203262885-203279453	7.3199
NM_003465	chr1(.):203180206-203203860	0.09
NM_006763	chr1(.):203269663-203283729	4.2693
NM_002023	chr1(.):203304751-203325289	0.1542
NM_002646	chr1(.):204386757-204464474	0.2039
NM_002393	chr1(.):204480510-204532248	1.2737
NM_014858	chr1(.):205192037-205247471	0.4149
NM_001007544	chr1(.):206233871-206293647	1.8397
NM_148964	chr1(.):206312458-206337104	0.0903
NM_006893	chr1(.):206759973-206790904	0.2211
NM_182665	chr1(.):206725491-206767616	1.7605
NM_000572	chr1(.):206935947-206950839	0.3268
NM_013371	chr1(.):206997221-207021325	0.2584
NM_153758	chr1(.):206967214-207021324	0.3814
NM_018724	chr1(.):207034153-207047568	0.081
NR_026817	chr1(.):207986723-208000941	1.3191
NR_029832	chr1(.):207970196-207980284	0.6258
NR_029518	chr1(.):207970787-207980868	0.8536
NM_152485	chr1(.):209950661-209962890	0.5059
NM_025228	chr1(.):209924393-209960668	1.5496
NM_021194	chr1(.):211743380-211757099	2.2138
NM_001136018	chr1(.):225992796-226038262	0.285
NM_000120	chr1(.):226008001-226038262	0.3351
NM_020997	chr1(.):226068981-226081836	1.9504
NM_014698	chr1(.):226028232-226075420	1.3886
NM_001172425	chr1(.):226119297-226134083	2.6458
NM_152608	chr1(.):226165402-226192066	0.6834
NM_013328	chr1(.):226102579-226116965	0.745
NM_181441	chr1(.):228289379-228302013	1.0375
NR_037415	chr1(.):228279963-228290042	0.2076
NM_001024227	chr1(.):228265850-228291913	1.0345
NM_001024226	chr1(.):228265360-228291913	1.017
NM_024319	chr1(.):228283427-228296022	0.6619
NM_001159390	chr1(.):228322928-228341655	0.4683
NR_002834	chr1(.):228775656-228793159	0.2515
NM_182972	chr1(.):234735014-234750271	4.6167
NR_033927	chr1(.):234760056-234775526	0.0707
NM_030645	chr1(.):249099650-249125154	0.9417
NM_024836	chr1(.):249127529-249148714	0.8885
NM_001136036	chr1(.):249139202-249158125	0.7514
NM_001193328	chr1(.):249139202-249158315	0.7448
NR_036070	chr1(.):249115575-249125642	1.9074
NM_014600	chr2(.):31451879-31496260	0.1031
NM_001083590	chr2(.):27250773-27269565	0.247
NM_020458	chr2(.):47163312-47308275	0.7442
NR_033872	chr2(.):70184394-70319147	0.6951
NR_015395	chr2(.):112119590-112257692	0.5542
NR_024373	chr2(.):112181885-112257692	0.9475
NM_001099289	chr2(.):109740996-110267207	0.1673
NM_020760	chr2(.):197058976-197462335	0.1551
NM_015488	chr2(.):219130114-219216516	0.3423
NM_022152	chr2(.):219133916-219162280	0.9022
NM_001012514	chr2(.):231724620-231748963	2.3663
NM_145693	chr2(.):11881739-11972533	0.8761
NM_005813	chr2(.):37472645-37549222	1.0678
NM_006449	chr2(.):37865742-37904326	0.7145
NM_005633	chr2(.):39203689-39352604	0.2478
NM_019063	chr2(.):42391489-42564688	0.137
NM_012249	chr2(.):46764866-46816827	0.8776
NM_178313	chr2(.):54780530-54894445	0.4376
NM_003128	chr2(.):54678453-54903583	0.3075
NM_022893	chr2(.):60679328-60785633	0.1839
NM_018014	chr2(.):60673301-60785633	0.1928
NM_014755	chr2(.):64853754-64886046	1.3261
NR_036586	chr2(.):65123973-65164581	2.6146
NM_002398	chr2(.):66657531-66804891	0.2886
NR_027749	chr2(.):74705199-74726691	0.6017
NM_003896	chr2(.):86061270-86121157	0.5396
NR_024204	chr2(.):87749973-87826030	0.7203
NM_004836	chr2(.):88851258-88932094	0.5782
NM_144563	chr2(.):88986175-89055452	0.9919
NM_020151	chr2(.):96845602-96879573	0.3641
NM_004027	chr2(.):99056320-99212496	1.6526
NM_001566	chr2(.):99056320-99203284	1.7504
NM_003581	chr2(.):106356519-106515730	0.3077
NM_001193483	chr2(.):109145856-109308702	0.2644
NM_001017927	chr2(.):120055019-120129258	0.463
NM_002410	chr2(.):135006829-135211468	0.2567
NM_001077269	chr2(.):175419301-175552627	0.564
NM_004226	chr2(.):196993306-197041336	0.78
NM_153697	chr2(.):197959194-198180521	0.355
NM_001195144	chr2(.):197846385-198180521	0.2563
NM_001228	chr2(.):202093165-202157434	1.7037
NM_003879	chr2(.):201975889-202034003	2.7565
NM_001127184	chr2(.):201975815-202011323	4.2906
NM_173822	chr2(.):201833440-201941392	0.1526
NM_033358	chr2(.):202093165-202151638	1.866
NM_003709	chr2(.):207940528-208035614	0.5449
NM_001167608	chr2(.):227695670-227868923	0.3118
NM_022730	chr2(.):232646161-232678434	0.1413
NM_001017915	chr2(.):233920035-234121549	0.1263
NM_005737	chr2(.):235396685-235410693	0.535
NM_001137551	chr2(.):238595806-238695290	0.2478
NM_001137550	chr2(.):238531223-238695290	0.175
NM_017844	chr2(.):241413838-241502405	0.1206
NM_001195381	chr2(.):241539824-241575676	0.0295
NM_003108	chr2(.):5827798-5846517	1.4478
NM_002166	chr2(.):8817112-8829583	0.5458
NM_002997	chr2(.):20395557-20429927	3.8639
NM_001006946	chr2(.):20395557-20430194	3.8355
NM_004040	chr2(.):20641834-20654201	0.4408
NM_178553	chr2(.):27354714-27367332	0.4549
NM_007046	chr2(.):27296434-27314265	1.0212
NM_001166239	chr2(.):27318461-27346773	0.1009
NM_001166240	chr2(.):27317220-27346995	0.1129
NM_013388	chr2(.):27348624-27362542	0.4408
NM_006488	chr2(.):27304610-27328619	0.4198
NM_001035507	chr2(.):27269490-27287403	0.6469
NM_021831	chr2(.):27269490-27298490	0.5784
NM_001166241	chr2(.):27317220-27338970	0.087
NM_032604	chr2(.):27341656-27358680	0.4297
NM_175769	chr2(.):27366944-27380819	1.0177
NM_001134693	chr2(.):27288341-27299567	0.4874
NM_080592	chr2(.):27429898-27445046	1.0914
NM_001170795	chr2(.):27430218-27445046	1.1124
NM_021095	chr2(.):27417454-27440175	0.6359
NM_001145122	chr2(.):31390921-31445411	0.2933
NM_012413	chr2(.):37566752-37605465	4.5844
NM_138370	chr2(.):42270160-42290668	0.0715
NM_006887	chr2(.):43444540-43458745	6.1047
NR_027251	chr2(.):43449349-43460994	3.2501
NM_080653	chr2(.):46733985-46752096	0.0592
NM_173074	chr2(.):46803412-46849251	0.1813
NM_014171	chr2(.):46839324-46857881	0.3303
NM_001171507	chr2(.):47124008-47148251	0.1735
NM_001171506	chr2(.):47124008-47148007	0.175
NM_001171508	chr2(.):47124008-47173994	0.6011
NR_002229	chr2(.):54751358-54761978	0.5127
NR_033837	chr2(.):64407212-64437619	0.4646
NR_034023	chr2(.):64829445-64848616	0.1606
NM_001193493	chr2(.):65210578-65256000	0.7091
NM_003038	chr2(.):65211494-65256000	0.7218
NM_181784	chr2(.):65532984-65664656	0.3645
NM_001128210	chr2(.):65532984-65598931	0.1141
NM_014882	chr2(.):68996932-69058957	0.2417
NM_001166277	chr2(.):68956912-69058957	0.4381
NM_006196	chr2(.):70309584-70321334	6.8415
NR_024444	chr2(.):70346167-70357448	1.1517
NM_053050	chr2(.):74694108-74704927	0.9611
NM_032779	chr2(.):74694958-74715357	1.0783
NM_001146158	chr2(.):74683183-74697537	0.9517
NM_001015056	chr2(.):74647987-74672710	0.1833
NM_012477	chr2(.):74680576-74693010	1.1724
NM_001145054	chr2(.):74636302-74649844	0.312
NM_001015055	chr2(.):74647987-74674060	0.1767
NM_031288	chr2(.):74677198-74690087	0.8141
NM_032118	chr2(.):74643884-74657882	0.2967
NM_016170	chr2(.):74736595-74749275	0.0612
NM_001009812	chr2(.):74719643-74735443	0.8105
NM_032673	chr2(.):74727169-74739821	0.9597
NR_024606	chr2(.):74724743-74737192	1.0236
NM_001042437	chr2(.):86061271-86099793	0.43
NM_015425	chr2(.):86248450-86338278	1.0571
NM_017952	chr2(.):86328304-86374280	0.2218
NR_026984	chr2(.):86242338-86255991	0.1159
NR_015424	chr2(.):89060418-89111109	0.1559
NM_001193304	chr2(.):96910945-96936751	0.8369
NM_001037228	chr2(.):96900976-96912701	1.2511
NM_004804	chr2(.):96926883-96944900	0.3539
NR_026875	chr2(.):97158382-97178846	0.2062
NM_212481	chr2(.):97197463-97223371	1.7849
NM_001193484	chr2(.):109232701-109308702	0.1726
NM_001193485	chr2(.):109266266-109308702	0.15
NM_001193482	chr2(.):109218616-109308702	0.2563
NM_001193488	chr2(.):109199921-109308702	0.3118
NM_004987	chr2(.):109199766-109308702	0.3115
NM_002101	chr2(.):127408683-127459246	0.4153
NR_024275	chr2(.):135201959-135217192	0.0761
NM_004288	chr2(.):158266130-158305604	1.8133
NM_000210	chr2(.):173287313-173376181	0.2519
NM_002610	chr2(.):173415778-173468862	0.8424
NM_003387	chr2(.):175419301-175504307	0.8522
NM_002491	chr2(.):201931461-201955473	0.411
NM_001127183	chr2(.):201978386-202033841	2.8846
NM_032974	chr2(.):202042620-202099110	0.9464
NM_001230	chr2(.):202042620-202091383	0.7694
NM_033356	chr2(.):202120222-202157434	2.0793
NM_001080125	chr2(.):202117753-202157434	2.0215
NM_006139	chr2(.):204566197-204607557	1.45
NR_036227	chr2(.):207969710-207979797	0.0585
NM_001077194	chr2(.):219120737-219133582	0.2062
NM_001087	chr2(.):219123851-219139893	0.3436
NM_022572	chr2(.):219182901-219216516	0.064
NM_017431	chr2(.):219682105-219701512	0.065
NM_025216	chr2(.):219740254-219763651	2.2839
NM_006522	chr2(.):219719545-219743954	0.1125
NM_006000	chr2(.):220110000-220123638	1.0936
NM_001042410	chr2(.):220089609-220106391	0.4372
NR_026909	chr2(.):220105200-220120059	1.0505
NM_018089	chr2(.):220089478-220106391	0.4339
NR_003063	chr2(.):220112964-220141910	0.4332
NM_005689	chr2(.):220069493-220088672	0.5565
NM_024085	chr2(.):220079101-220099361	0.5524
NM_006736	chr2(.):220139039-220156622	0.5418
NM_138802	chr2(.):220066537-220079370	0.5175
NM_024506	chr2(.):220096502-220115131	0.4084
NM_001008910	chr2(.):220105191-220120059	1.0499
NR_029688	chr2(.):220153832-220163922	0.1643
NM_005544	chr2(.):227591032-227668506	0.4398
NM_001099285	chr2(.):232568234-232583250	1.7959
NM_002601	chr2(.):232592146-232650974	0.0918
NR_036052	chr2(.):232573023-232583105	0.7225
NR_031717	chr2(.):232751951-232762008	0.0336
NM_005383	chr2(.):233892381-233904767	0.0215
NM_004735	chr2(.):238595806-238679558	0.2892
NM_022817	chr2(.):239147678-239202207	0.2507
NR_026923	chr2(.):239135326-239147985	0.0549
NM_001142853	chr2(.):239141907-239153681	0.12
NR_026926	chr2(.):239128753-239145318	0.0433
NM_023083	chr2(.):241521132-241543526	0.3328
NM_001033575	chr2(.):241494470-241508431	1.3612
NM_018226	chr2(.):241503103-241523143	0.6939
NM_014674	chr3(.):5224358-5266650	1.5747
NM_001195099	chr3(.):15703743-15803058	0.0624
NM_001195098	chr3(.):15703743-15844691	0.2363
NM_015199	chr3(.):15703743-15906053	0.2326
NM_016128	chr3(.):128963452-129001616	0.5188
NM_003571	chr3(.):133113789-133199056	1.2313
NM_207294	chr3(.):152012193-152188569	0.1567
NM_021038	chr3(.):151980828-152188568	0.2764
NM_001135095	chr3(.):171753343-172123492	0.5279
NM_022763	chr3(.):171752417-172123492	0.5274
NM_181361	chr3(.):178249223-178567217	0.1086
NM_001134382	chr3(.):12933718-13119617	0.6487
NM_024923	chr3(.):13352736-13466809	0.6775
NM_014869	chr3(.):12933718-13013960	0.0808
NM_144636	chr3(.):14148576-14171371	0.9744
NM_003884	chr3(.):20076523-20200896	0.2745
NM_182666	chr3(.):23842438-23937807	0.3913
NM_001024847	chr3(.):30642993-30740633	0.5563
NM_001123396	chr3(.):46390234-46405868	1.8067
NM_181042	chr3(.):52574367-52718739	0.0663
NM_018313	chr3(.):52574367-52724866	0.1146
NM_015541	chr3(.):66424220-66555845	0.2136
NM_007114	chr3(.):69063977-69106484	0.1804
NM_001185106	chr3(.):111388522-111570294	0.1107
NM_001134437	chr3(.):111446326-111700364	0.0717
NM_001009899	chr3(.):113362232-113420493	0.1519
NM_001690	chr3(.):113460865-113535905	0.3643
NM_002213	chr3(.):124476794-124611144	0.5272
NM_001134422	chr3(.):133287433-133314118	0.9406
NM_001134423	chr3(.):133288300-133314118	0.9696
NM_001080412	chr3(.):141038054-141173632	3.8572
NM_016275	chr3(.):150316065-150353234	0.9553
NM_005067	chr3(.):150453909-150486263	0.7193
NM_001190242	chr3(.):159969773-160106554	0.0869
NM_001190241	chr3(.):159969773-160122320	0.3727
NM_024665	chr3(.):176733541-176920048	0.6228
NM_005832	chr3(.):178271617-178567217	0.0808
NM_130446	chr3(.):183200318-183278499	2.0652
NM_173216	chr3(.):186643314-186801341	1.2848
NM_003032	chr3(.):186734664-186801341	1.438
NM_005524	chr3(.):193848933-193861396	1.0367
NM_003670	chr3(.):5016096-5031865	0.8503
NM_018184	chr3(.):5158929-5227601	0.3008
NM_024334	chr3(.):14161439-14190180	0.7981
NR_027694	chr3(.):20016452-20058765	0.0464
NM_014240	chr3(.):45631322-45727755	0.524
NM_001295	chr3(.):46238199-46254832	3.7955
NM_001837	chr3(.):46278871-46313197	0.0685
NM_003965	chr3(.):46443720-46456014	0.1254
NM_001100168	chr3(.):46406632-46422697	0.278
NM_001130910	chr3(.):46444048-46456014	0.1275
NM_003212	chr3(.):46614075-46628952	0.051
NM_001174136	chr3(.):46611044-46628952	0.0514
NM_024512	chr3(.):46551877-46613011	1.2238
NM_031440	chr3(.):46534484-46547439	0.1639
NM_199074	chr3(.):49052907-49065926	2.237
NM_199073	chr3(.):49053617-49065926	2.362
NM_017730	chr3(.):49062141-49136504	0.242
NM_177939	chr3(.):49022340-49049581	0.5415
NM_018031	chr3(.):49039636-49058386	1.0141
NM_000884	chr3(.):49056761-49071875	1.8559
NM_018114	chr3(.):49047434-49063467	1.8135
NM_199070	chr3(.):49054073-49065926	2.445
NM_001009996	chr3(.):49047434-49061017	2.0728
NR_029690	chr3(.):49053050-49063142	2.7929
NR_029948	chr3(.):49052580-49062667	2.7727
NM_001010983	chr3(.):52723503-52745048	1.5236
NM_206825	chr3(.):52714935-52733510	0.681
NR_003687	chr3(.):52719753-52729846	0.5528
NM_014041	chr3(.):52734856-52747197	2.3733
NR_003057	chr3(.):52721751-52731828	0.4037
NM_152932	chr3(.):52723503-52742622	1.4517
NR_003047	chr3(.):52718255-52728331	0.8268
NM_001193533	chr3(.):52739795-52809965	0.5163
NM_198195	chr3(.):69098880-69134524	0.8163
NM_006407	chr3(.):69129089-69160239	1.9431
NM_198271	chr3(.):69151038-69176746	0.2217
NR_036087	chr3(.):69093108-69103186	0.6108
NM_006100	chr3(.):98446571-98518236	1.5572
NM_145037	chr3(.):101493028-101552075	0.7699
NM_001134456	chr3(.):101493285-101552075	0.7729
NM_001005474	chr3(.):101541833-101584869	0.3833
NM_001190259	chr3(.):111834687-111857152	0.7583
NM_024616	chr3(.):111800181-111842044	0.3942
NR_030292	chr3(.):111826647-111836745	0.183
NM_025146	chr3(.):113432840-113470096	0.6673
