2024-07-16 17:06:28 INFO	Starting bamliquidator_batch 1.4.0 with args {'bin_size': 100000, 'regions_file': '/data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM2.H3K27ac_ROSE/MM2_SuperStretchEnhancers_HG19_TSS_ENHANCER_GENES_-5000_+5000.gff', 'output_directory': '/data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM2.H3K27ac_ROSE/MM2_SuperStretchEnhancers_HG19_TSS_ENHANCER_GENES_-5000_+5000_MM2.jin.bam', 'counts_file': None, 'flatten': False, 'extension': 200, 'sense': '.', 'match_bamToGFF': True, 'region_format': None, 'skip_plot': False, 'black_list': ['chrUn', '_random', 'Zv9_', '_hap'], 'quiet': False, 'number_of_threads': 0, 'xml_timings': False, 'bam_file_path': '/data/projects/MM_TRN/bam_files_jin/MM2.jin.bam'}
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1717: bam file key 1 chr6_apd_hap1 NM_006913 3455902 -> 3468311 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1718: bam file key 1 chr6_apd_hap1 NM_138717 3431038 -> 3451192 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1719: bam file key 1 chr6_apd_hap1 NM_006411 3445723 -> 3463657 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1720: bam file key 1 chr6_apd_hap1 NR_037169 3430316 -> 3441880 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1721: bam file key 1 chr6_apd_hap1 NM_006120 4198376 -> 4212888 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1722: bam file key 1 chr6_cox_hap2 NR_036523 2875256 -> 2900736 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1723: bam file key 1 chr6_cox_hap2 NR_036524 2876168 -> 2900790 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1724: bam file key 1 chr6_cox_hap2 NR_001317 1401087 -> 1412151 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1725: bam file key 1 chr6_cox_hap2 NM_002116 1417059 -> 1430413 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1726: bam file key 1 chr6_cox_hap2 NR_001318 1375440 -> 1389050 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1727: bam file key 1 chr6_cox_hap2 NR_028032 1449594 -> 1462881 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1728: bam file key 1 chr6_cox_hap2 NR_030615 2059161 -> 2069247 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1729: bam file key 1 chr6_cox_hap2 NM_002714 2075234 -> 2102073 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1730: bam file key 1 chr6_cox_hap2 NM_001090 2046220 -> 2076356 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1731: bam file key 1 chr6_cox_hap2 NM_178014 2195224 -> 2210263 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1732: bam file key 1 chr6_cox_hap2 NM_014046 2092538 -> 2111227 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1733: bam file key 1 chr6_cox_hap2 NM_003587 2127938 -> 2157903 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1734: bam file key 1 chr6_cox_hap2 NM_001161376 2121866 -> 2138030 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1735: bam file key 1 chr6_cox_hap2 NM_133471 2151238 -> 2172745 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1736: bam file key 1 chr6_cox_hap2 NR_033823 2101665 -> 2131649 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1737: bam file key 1 chr6_cox_hap2 NM_001134870 2151238 -> 2172166 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1738: bam file key 1 chr6_cox_hap2 NM_014641 2174652 -> 2202527 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1739: bam file key 1 chr6_cox_hap2 NM_007243 2162898 -> 2175842 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1740: bam file key 1 chr6_cox_hap2 NM_001031722 2101715 -> 2131649 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1741: bam file key 1 chr6_cox_hap2 NM_005514 2829337 -> 2842677 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1742: bam file key 1 chr6_cox_hap2 NM_000247 2879069 -> 2900790 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1743: bam file key 1 chr6_cox_hap2 NM_025261 3191041 -> 3204127 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1744: bam file key 1 chr6_cox_hap2 NM_021246 3187745 -> 3200198 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1745: bam file key 1 chr6_cox_hap2 NM_001039651 3235358 -> 3247211 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1746: bam file key 1 chr6_cox_hap2 NM_025258 3237957 -> 3259679 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1747: bam file key 1 chr6_cox_hap2 NM_013974 3199433 -> 3212656 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1748: bam file key 1 chr6_cox_hap2 NM_172166 3212333 -> 3245041 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1749: bam file key 1 chr6_cox_hap2 NR_024541 3184365 -> 3196455 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1750: bam file key 1 chr6_cox_hap2 NM_138275 3195777 -> 3207468 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1751: bam file key 1 chr6_cox_hap2 NM_001003693 3179302 -> 3192991 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1752: bam file key 1 chr6_cox_hap2 NR_033488 3159344 -> 3185468 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1753: bam file key 1 chr6_cox_hap2 NM_001288 3202974 -> 3218962 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1754: bam file key 1 chr6_cox_hap2 NM_021160 3159344 -> 3185755 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1755: bam file key 1 chr6_cox_hap2 NM_004557 3628297 -> 3667520 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1756: bam file key 1 chr6_cox_hap2 NM_006913 3611842 -> 3624251 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1757: bam file key 1 chr6_cox_hap2 NM_030651 3581805 -> 3595386 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1758: bam file key 1 chr6_cox_hap2 NM_032741 3601663 -> 3621569 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1759: bam file key 1 chr6_cox_hap2 NM_002586 3618190 -> 3633641 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1760: bam file key 1 chr6_cox_hap2 NM_001136 3614426 -> 3627704 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1761: bam file key 1 chr6_cox_hap2 NM_030652 3598085 -> 3611743 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1762: bam file key 1 chr6_cox_hap2 NM_005155 3587289 -> 3607133 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1763: bam file key 1 chr6_cox_hap2 NR_003129 3611912 -> 3624248 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1764: bam file key 1 chr6_cox_hap2 NM_006411 3601663 -> 3619597 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1765: bam file key 1 chr6_cox_hap2 NM_138717 3586968 -> 3607133 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1766: bam file key 1 chr6_cox_hap2 NM_022107 3624220 -> 3638978 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1767: bam file key 1 chr6_cox_hap2 NR_037169 3586245 -> 3597810 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1768: bam file key 1 chr6_cox_hap2 NM_002119 4411456 -> 4426886 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1769: bam file key 1 chr6_cox_hap2 NM_002118 4341929 -> 4358371 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1770: bam file key 1 chr6_cox_hap2 NM_006120 4355916 -> 4370428 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1771: bam file key 1 chr6_cox_hap2 NM_005104 4375974 -> 4398826 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1772: bam file key 1 chr6_cox_hap2 NM_001113182 4378202 -> 4398826 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1773: bam file key 1 chr6_cox_hap2 NM_001199455 4378909 -> 4398826 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1774: bam file key 1 chr6_cox_hap2 NM_001199456 4380398 -> 4398826 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1775: bam file key 1 chr6_dbb_hap3 NM_014641 1956243 -> 1984117 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1776: bam file key 1 chr6_dbb_hap3 NM_001090 1827804 -> 1857944 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1777: bam file key 1 chr6_dbb_hap3 NM_172166 2988298 -> 3021037 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1778: bam file key 1 chr6_dbb_hap3 NR_001318 1156725 -> 1170334 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1779: bam file key 1 chr6_dbb_hap3 NR_001317 1182370 -> 1193434 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1780: bam file key 1 chr6_dbb_hap3 NM_002116 1198669 -> 1212037 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1781: bam file key 1 chr6_dbb_hap3 NR_028032 1231225 -> 1244512 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1782: bam file key 1 chr6_dbb_hap3 NM_001161376 1903452 -> 1919618 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1783: bam file key 1 chr6_dbb_hap3 NM_002714 1856819 -> 1883658 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1784: bam file key 1 chr6_dbb_hap3 NM_133471 1932827 -> 1954334 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1785: bam file key 1 chr6_dbb_hap3 NM_001031722 1883300 -> 1913235 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1786: bam file key 1 chr6_dbb_hap3 NM_003587 1909526 -> 1939492 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1787: bam file key 1 chr6_dbb_hap3 NM_001134870 1932827 -> 1953755 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1788: bam file key 1 chr6_dbb_hap3 NM_014046 1874123 -> 1892812 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1789: bam file key 1 chr6_dbb_hap3 NR_030615 1840749 -> 1850835 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1790: bam file key 1 chr6_dbb_hap3 NM_007243 1944487 -> 1957431 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1791: bam file key 1 chr6_dbb_hap3 NR_033823 1883250 -> 1913235 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1792: bam file key 1 chr6_dbb_hap3 NM_178014 1976814 -> 1991853 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1793: bam file key 1 chr6_dbb_hap3 NM_021246 2963702 -> 2976151 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1794: bam file key 1 chr6_dbb_hap3 NM_138275 2971730 -> 2983421 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1795: bam file key 1 chr6_dbb_hap3 NM_001288 2978926 -> 2994912 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1796: bam file key 1 chr6_dbb_hap3 NM_025261 2966994 -> 2980080 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1797: bam file key 1 chr6_dbb_hap3 NM_013974 2975385 -> 2988608 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1798: bam file key 1 chr6_dbb_hap3 NR_024541 2960322 -> 2972412 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1799: bam file key 1 chr6_dbb_hap3 NM_021160 2935297 -> 2961709 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1800: bam file key 1 chr6_dbb_hap3 NM_001003693 2955255 -> 2968944 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1801: bam file key 1 chr6_dbb_hap3 NR_033488 2935297 -> 2961422 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1802: bam file key 1 chr6_dbb_hap3 NM_025258 3013952 -> 3035690 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1803: bam file key 1 chr6_dbb_hap3 NM_001039651 3011354 -> 3023206 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1804: bam file key 1 chr6_dbb_hap3 NM_030651 3390310 -> 3403891 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1805: bam file key 1 chr6_dbb_hap3 NM_005155 3395794 -> 3409884 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1806: bam file key 1 chr6_dbb_hap3 NM_138717 3395473 -> 3409884 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1807: bam file key 1 chr6_dbb_hap3 NR_037169 3394751 -> 3406315 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1808: bam file key 1 chr6_dbb_hap3 NM_002118 4178742 -> 4195184 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1809: bam file key 1 chr6_dbb_hap3 NM_006120 4192728 -> 4207240 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1810: bam file key 1 chr6_dbb_hap3 NM_002119 4248308 -> 4263737 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1811: bam file key 1 chr6_dbb_hap3 NM_005104 4221964 -> 4235624 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1812: bam file key 1 chr6_mcf_hap5 NM_002714 1945036 -> 1971876 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1813: bam file key 1 chr6_mcf_hap5 NM_002116 1145159 -> 1300564 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1814: bam file key 1 chr6_mcf_hap5 NM_022107 3533366 -> 3548124 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1815: bam file key 1 chr6_mcf_hap5 NR_001318 1156362 -> 1169971 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1816: bam file key 1 chr6_mcf_hap5 NR_028032 1319752 -> 1333039 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1817: bam file key 1 chr6_mcf_hap5 NM_001090 1916023 -> 1946163 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1818: bam file key 1 chr6_mcf_hap5 NR_030615 1928962 -> 1939048 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1819: bam file key 1 chr6_mcf_hap5 NM_001161376 1991673 -> 2007845 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1820: bam file key 1 chr6_mcf_hap5 NM_178014 2065039 -> 2080078 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1821: bam file key 1 chr6_mcf_hap5 NM_001031722 1971518 -> 2001456 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1822: bam file key 1 chr6_mcf_hap5 NM_014641 2044467 -> 2072341 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1823: bam file key 1 chr6_mcf_hap5 NM_003587 1997753 -> 2027715 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1824: bam file key 1 chr6_mcf_hap5 NM_133471 2021050 -> 2042557 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1825: bam file key 1 chr6_mcf_hap5 NR_033823 1971468 -> 2001456 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1826: bam file key 1 chr6_mcf_hap5 NM_014046 1962341 -> 1981030 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1827: bam file key 1 chr6_mcf_hap5 NM_007243 2032710 -> 2045654 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1828: bam file key 1 chr6_mcf_hap5 NM_001134870 2021050 -> 2041978 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1829: bam file key 1 chr6_mcf_hap5 NM_005514 2696428 -> 2709782 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1830: bam file key 1 chr6_mcf_hap5 NM_021246 3057817 -> 3070264 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1831: bam file key 1 chr6_mcf_hap5 NM_001039651 3105469 -> 3117321 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1832: bam file key 1 chr6_mcf_hap5 NM_025258 3108067 -> 3129805 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1833: bam file key 1 chr6_mcf_hap5 NM_013974 3069499 -> 3082722 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1834: bam file key 1 chr6_mcf_hap5 NM_172166 3082408 -> 3115152 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1835: bam file key 1 chr6_mcf_hap5 NR_024541 3054437 -> 3066527 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1836: bam file key 1 chr6_mcf_hap5 NM_138275 3065843 -> 3077534 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1837: bam file key 1 chr6_mcf_hap5 NR_033488 3029405 -> 3055531 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1838: bam file key 1 chr6_mcf_hap5 NM_021160 3029405 -> 3055818 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1839: bam file key 1 chr6_mcf_hap5 NM_025261 3061107 -> 3074193 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1840: bam file key 1 chr6_mcf_hap5 NM_001003693 3049364 -> 3063053 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1841: bam file key 1 chr6_mcf_hap5 NM_001288 3073040 -> 3089028 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1842: bam file key 1 chr6_mcf_hap5 NR_003129 3521060 -> 3533394 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1843: bam file key 1 chr6_mcf_hap5 NM_001136 3523572 -> 3536850 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1844: bam file key 1 chr6_mcf_hap5 NM_138717 3496123 -> 3516281 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1845: bam file key 1 chr6_mcf_hap5 NM_030651 3490962 -> 3504543 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1846: bam file key 1 chr6_mcf_hap5 NM_032741 3510811 -> 3530717 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1847: bam file key 1 chr6_mcf_hap5 NM_030652 3507233 -> 3520891 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1848: bam file key 1 chr6_mcf_hap5 NM_005155 3496444 -> 3516281 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1849: bam file key 1 chr6_mcf_hap5 NM_006913 3520990 -> 3533397 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1850: bam file key 1 chr6_mcf_hap5 NM_006411 3510811 -> 3528745 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1851: bam file key 1 chr6_mcf_hap5 NM_002586 3527336 -> 3542787 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1852: bam file key 1 chr6_mcf_hap5 NR_037169 3495401 -> 3506965 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1853: bam file key 1 chr6_mcf_hap5 NM_004557 3537443 -> 3576691 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1854: bam file key 1 chr6_mcf_hap5 NM_002119 4303821 -> 4319252 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1855: bam file key 1 chr6_mcf_hap5 NM_002118 4234256 -> 4250698 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1856: bam file key 1 chr6_mcf_hap5 NM_006120 4248243 -> 4262755 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1857: bam file key 1 chr6_mcf_hap5 NM_005104 4268301 -> 4288033 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1858: bam file key 1 chr6_mcf_hap5 NM_001113182 4270529 -> 4288033 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1859: bam file key 1 chr6_mcf_hap5 NM_001199455 4271236 -> 4288842 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1860: bam file key 1 chr6_mcf_hap5 NM_001199456 4272725 -> 4288033 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1861: bam file key 1 chr6_qbl_hap6 NM_001090 1827075 -> 1857211 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1862: bam file key 1 chr6_qbl_hap6 NM_014641 1955515 -> 1983389 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1863: bam file key 1 chr6_qbl_hap6 NM_172166 2996362 -> 3028034 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1864: bam file key 1 chr6_qbl_hap6 NM_006913 3402181 -> 3414590 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1865: bam file key 1 chr6_qbl_hap6 NR_003129 3402251 -> 3414587 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1866: bam file key 1 chr6_qbl_hap6 NR_001318 1156392 -> 1169995 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1867: bam file key 1 chr6_qbl_hap6 NR_028032 1230683 -> 1243972 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1868: bam file key 1 chr6_qbl_hap6 NR_001317 1182015 -> 1193075 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1869: bam file key 1 chr6_qbl_hap6 NM_002116 1198086 -> 1211454 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1870: bam file key 1 chr6_qbl_hap6 NM_133471 1932098 -> 1953605 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1871: bam file key 1 chr6_qbl_hap6 NR_030615 1840016 -> 1850102 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1872: bam file key 1 chr6_qbl_hap6 NM_002714 1856089 -> 1882927 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1873: bam file key 1 chr6_qbl_hap6 NM_001134870 1932098 -> 1953026 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1874: bam file key 1 chr6_qbl_hap6 NM_003587 1908796 -> 1938762 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1875: bam file key 1 chr6_qbl_hap6 NR_033823 1882519 -> 1912505 . 0
2024-07-16 17:06:29 WARNING	Excluding invalid region on line 1876: bam file key 1 chr6_qbl_hap6 NM_001161376 1902722 -> 1918888 . 0
