REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
6_MACS_peak_26599_lociStitched	chr7	104562477	104608469	6	38223	83259.3176	8940.8448	18	LOC723809	MLL5,LOC100216545	LOC723809	LOC100216545	2.523	18	1
8_MACS_peak_24520_lociStitched	chr6	52392292	52443055	8	39955	72037.7733	10908.9687	19	TRAM2		TRAM2	TRAM2	0.8674	19	1
8_MACS_peak_2480_lociStitched	chr1	206955393	207008829	8	43617	57449.0436	13695.6468	20	IL19	IL20,IL10	IL19	IL10	0.5789	20	1
7_MACS_peak_13260_lociStitched	chr19	2594362	2638131	7	32736	94020.1889	12176.5358	21	GNG7		GNG7	GNG7	0.47819999999999996	21	1
5_MACS_peak_4137_lociStitched	chr10	112146578	112190285	5	39931	65656.6554	8042.088	22			DUSP5	DUSP5	1.1052	22	1
3_MACS_peak_1740_lociStitched	chr1	154907932	154935667	3	24810	94770.495	9069.345	23	PMVK,PBXIP1,PYGO2,SHC1	CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B	PBXIP1	PBXIP1	2.5612999999999997	23	1
6_MACS_peak_12881_lociStitched	chr18	46439135	46483078	6	38215	50714.6163	8283.2555	24	SMAD7		SMAD7	SMAD7	0.9708	24	1
4_MACS_peak_20435_lociStitched	chr3	183223917	183260991	4	33535	72450.0108	12067.587	25	KLHL6		KLHL6	KLHL6	1.0695000000000001	25	1
7_MACS_peak_8963_lociStitched	chr15	31616688	31660725	7	36171	57763.3329	7257.2976	26	KLF13		KLF13	KLF13	0.8371	26	1
4_MACS_peak_8817_lociStitched	chr14	106145117	106176591	4	30477	68068.8198	3732.8164	27			TMEM121	TMEM121	0.056700000000000014	27	1
4_MACS_peak_12130_lociStitched	chr17	62150029	62187277	4	34270	59224.32	8391.9744	28	ERN1	SNORD104,SNORA76	ERN1	ERN1	0.8231	28	1
1_MACS_peak_3105_lociStitched	chr10	11202496	11224610	1	22115	87003.1102	5776.1768	29	CELF2		CELF2	CELF2	0.39580000000000004	29	1
6_MACS_peak_17875_lociStitched	chr21	41295615	41345237	6	34752	61903.445	13889.1978	30	PCP4		PCP4	PCP4	0.135	30	1
5_MACS_peak_28174_lociStitched	chr8	120914282	120950007	5	33997	55480.925	7141.4275	31	DEPDC6	DSCC1	DEPDC6	DEPDC6	0.3571	31	1
6_MACS_peak_6006_lociStitched	chr12	7045245	7085870	6	30201	67876.25	7718.75	32	ATN1,C12orf57,PTPN6,MIR200C,MIR141,EMG1,PHB2,SCARNA12,LPCAT3	LRRC23,ENO2	PTPN6	PTPN6	1.9157	32	1
3_MACS_peak_1809_lociStitched	chr1	156449622	156479008	3	28885	72556.9726	8903.958	33	MEF2D		MEF2D	MEF2D	1.2566	33	1
5_MACS_peak_11314_lociStitched	chr17	16859049	16895626	5	27049	73984.2979	7867.7127	34	TNFRSF13B		TNFRSF13B	TNFRSF13B	0.8765999999999999	34	1
7_MACS_peak_16344_lociStitched	chr2	204536564	204585743	7	33400	56024.7168	10848.8874	35	CD28		CD28	CD28	0.7028	35	1
6_MACS_peak_17044_lociStitched	chr20	25261503	25302636	6	26888	72653.2179	7029.6297	36	PYGB,ABHD12		PYGB	PYGB	0.6692	36	1
10_MACS_peak_25256_lociStitched	chr6	138246221	138298230	10	34170	49965.0463	9564.4551	37			TNFAIP3	TNFAIP3	NONE	37	1
6_MACS_peak_29064_lociStitched	chr9	93670432	93709132	6	31484	54029.07	7093.71	38			SYK	SYK	NONE	38	1
7_MACS_peak_10783_lociStitched	chr16	68269850	68320962	7	31817	54751.1744	9680.6128	39	PLA2G15,SLC7A6,ESRP2	PRMT7,SLC7A6OS	SLC7A6	SLC7A6	0.4346	39	1
5_MACS_peak_17961_lociStitched	chr21	45552564	45581380	5	22590	77610.1328	7457.5808	40	C21orf33	PWP2	C21orf33	C21orf33	1.2184	40	1
5_MACS_peak_20565_lociStitched	chr3	193787488	193825295	5	25630	71961.8438	10188.9865	41		HES1	HES1	HES1	1.4051	41	1
5_MACS_peak_7157_lociStitched	chr12	109006766	109035907	5	23678	72703.8809	6923.9016	42	SELPLG	TMEM119	SELPLG	SELPLG	2.7067	42	1
2_MACS_peak_21396_lociStitched	chr4	90204547	90230415	2	25080	68105.2704	6084.1536	43	GPRIN3		GPRIN3	GPRIN3	0.8661	43	1
4_MACS_peak_12401_lociStitched	chr17	76711050	76747488	4	27459	62024.7636	7579.104	44	CYTH1		CYTH1	CYTH1	0.7778999999999999	44	1
3_MACS_peak_14484_lociStitched	chr2	20392330	20426636	3	26312	62941.2182	6483.834	45	SDC1		SDC1	SDC1	1.6338	45	1
1_MACS_peak_5071_lociStitched	chr11	65183261	65200152	1	16892	79306.6232	5256.4792	46	NEAT1	FRMD8,MIR612,SLC25A45	NEAT1	NEAT1	4.7445	46	1
4_MACS_peak_18710_lociStitched	chr3	5222384	5257084	4	26336	62564.1	7529.9	47	ARL8B,EDEM1		EDEM1	EDEM1	1.2267	47	1
3_MACS_peak_23092_lociStitched	chr5	131744658	131774348	3	23421	69020.343	6831.669	48	C5orf56	SLC22A5,MIR3936	C5orf56	C5orf56	1.6389	48	1
2_MACS_peak_27110_lociStitched	chr7	150062265	150084769	2	21901	71159.8984	6499.1552	49	REPIN1,ZNF775	LRRC61,C7orf29,LOC728743,LOC285972,ACTR3C,RARRES2	ZNF775	LOC728743	2.0871	49	1
2_MACS_peak_1797_lociStitched	chr1	156115343	156136897	2	21118	71300.632	7188.259	50	SEMA4A	LMNA,SLC25A44,PMF1	SEMA4A	SEMA4A	1.7044000000000001	50	1
1_MACS_peak_26129_lociStitched	chr7	55614744	55643077	1	28334	49953.9123	5958.4299	51	VOPP1		VOPP1	VOPP1	0.9367000000000001	51	1
1_MACS_peak_11596_lociStitched	chr17	34408339	34433323	1	24985	60836.04	6285.9744	52	CCL4,CCL3	CCL18	CCL3	CCL3	2.593	52	1
2_MACS_peak_20290_lociStitched	chr3	171801507	171828416	2	25481	60827.7945	8180.336	53	FNDC3B		FNDC3B	FNDC3B	0.18689999999999998	53	1
3_MACS_peak_26572_lociStitched	chr7	102063619	102093258	3	22975	65093.1718	6286.4319	54	PRKRIP1,ORAI2	LRWD1,ALKBH4,POLR2J	ORAI2	ORAI2	1.0550000000000002	54	1
3_MACS_peak_12056_lociStitched	chr17	56404441	56431148	3	21024	68554.1983	7058.6601	55	BZRAP1,MIR142,SUPT4H1,RNF43	MPO	MIR142	MIR142	2.4052	55	1
5_MACS_peak_2455_lociStitched	chr1	206271464	206311641	5	26487	55765.676	10807.613	56	C1orf186	AVPR1B,CTSE	C1orf186	C1orf186	0.5413	56	1
7_MACS_peak_27451_lociStitched	chr8	27208557	27252431	7	28288	45958.015	8511.556	57	PTK2B	TRIM35	PTK2B	PTK2B	0.38989999999999997	57	1
4_MACS_peak_4268_lociStitched	chr10	125821815	125854847	4	26975	49105.3712	6424.724	58	CHST15		CHST15	CHST15	0.4745	58	1
1_MACS_peak_24897_lociStitched	chr6	106531146	106555781	1	24636	56116.0665	6033.1115	59	PRDM1		PRDM1	PRDM1	1.5028000000000001	59	1
1_MACS_peak_5829_lociStitched	chr11	128585312	128609897	1	24586	56004.63	6033.159	60	FLI1		FLI1	FLI1	0.5127	60	1
2_MACS_peak_6557_lociStitched	chr12	53583253	53604384	2	20750	64576.336	5631.4115	61	ZNF740,ITGB7,RARG	MFSD5,CSAD	ITGB7	ITGB7	2.2858	61	1
2_MACS_peak_13238_lociStitched	chr19	2081515	2098656	2	15767	73433.7581	6105.6242	62	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	MOBKL2A	1.8953000000000002	62	1
6_MACS_peak_19136_lociStitched	chr3	46317710	46347536	6	28812	38922.93	5833.9656	63		CCR3,CCR2	CCR3	CCR2	0.886	63	1
4_MACS_peak_4078_lociStitched	chr10	105244491	105276221	4	24086	56120.851	6253.983	64	NEURL	CALHM2,CALHM1,CALHM3	NEURL	CALHM3	0.7873999999999999	64	1
4_MACS_peak_13623_lociStitched	chr19	16693428	16717242	4	20378	63452.403	5093.8146	65	MED26	CHERP,SLC35E1	SLC35E1	CHERP	0.06599999999999999	65	1
5_MACS_peak_4132_lociStitched	chr10	112103319	112130601	5	21154	62011.986	5527.3332	66		SMNDC1	SMNDC1	SMNDC1	0.06870000000000001	66	1
6_MACS_peak_5866_lociStitched	chr11	130669370	130705984	6	26945	46067.7348	7033.5494	67			SNX19	SNX19	NONE	67	1
3_MACS_peak_18784_lociStitched	chr3	13035452	13061957	3	20645	63299.241	5902.6635	68	IQSEC1	IQSEC1	IQSEC1	IQSEC1	0.34099999999999997	68	1
2_MACS_peak_6571_lociStitched	chr12	53845963	53874826	2	28710	36627.147	6000.6177	69	PCBP2,MAP3K12	AMHR2,PRR13,TARBP2,NPFF	PCBP2	PCBP2	0.7801	69	1
5_MACS_peak_24898_lociStitched	chr6	106585014	106619048	5	24084	55621.7662	7000.7938	70		PRDM1	PRDM1	PRDM1	1.5028000000000001	70	1
3_MACS_peak_13954_lociStitched	chr19	42027220	42062674	3	26807	46196.562	7296.4332	71		CEACAM21	CEACAM21	NONE	NONE	71	1
6_MACS_peak_19149_lociStitched	chr3	46419751	46459949	6	27495	42043.0882	7038.6698	72	CCRL2	CCR2,CCR5,LTF	CCRL2	CCR2	0.886	72	1
3_MACS_peak_15364_lociStitched	chr2	97187984	97212879	3	22318	57096.6825	4767.3925	73	ARID5A	NEURL3	ARID5A	ARID5A	1.2585	73	1
4_MACS_peak_2143_lociStitched	chr1	181095098	181131507	4	25984	49811.1529	9262.4496	74		IER5	IER5	IER5	0.4346	74	1
3_MACS_peak_7367_lociStitched	chr12	123354995	123387387	3	26380	43259.516	4424.7472	75	VPS37B	HIP1R	VPS37B	VPS37B	0.9007000000000001	75	1
3_MACS_peak_10221_lociStitched	chr16	11808328	11837999	3	26421	44776.5061	6355.5282	76	TXNDC11	SNN	TXNDC11	TXNDC11	1.153	76	1
4_MACS_peak_13601_lociStitched	chr19	16244078	16272611	4	25357	48334.902	6088.9422	77	RAB8A,HSH2D,CIB3	FAM32A,AP1M1	HSH2D	HSH2D	1.2262	77	1
5_MACS_peak_20150_lociStitched	chr3	156795240	156826012	5	22542	59122.2436	9256.2176	78	LOC100498859,LOC339894		LOC100498859	LOC100498859	2.1295	78	1
3_MACS_peak_5078_lociStitched	chr11	65253659	65279033	3	22697	54480.5154	5488.3962	79	MALAT1	MIR612,SCYL1,LTBP3	MALAT1	MALAT1	2.0822	79	1
4_MACS_peak_1603_lociStitched	chr1	149802609	149834570	4	19316	65785.3263	9022.5903	80	HIST2H4B,HIST2H2AA4,HIST2H3A,HIST2H2BC	FCGR1A,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	HIST2H2AC	2.5193000000000003	80	1
1_MACS_peak_484_lociStitched	chr1	31213996	31236376	1	22381	54685.53	5136.21	81	LAPTM5	LOC100129196,MATN1	LAPTM5	LAPTM5	1.4125999999999999	81	1
6_MACS_peak_28239_lociStitched	chr8	126284249	126322774	6	27066	39757.8	7404.505	82	NSMCE2		TRIB1	TRIB1	1.0565	82	1
2_MACS_peak_19818_lociStitched	chr3	124487084	124513303	2	24971	44753.2111	4732.5295	83	ITGB5	UMPS	UMPS	UMPS	0.048100000000000004	83	1
3_MACS_peak_3109_lociStitched	chr10	11278711	11304978	3	24144	47800.6866	5271.7869	84	CELF2		CELF2	CELF2	0.39580000000000004	84	1
2_MACS_peak_27217_lociStitched	chr8	2027008	2051016	2	19702	59090.8904	4873.624	85	MYOM2		MYOM2	MYOM2	0.6687	85	1
4_MACS_peak_2415_lociStitched	chr1	204474591	204501114	4	19992	59870.3679	7163.8623	86	MDM4	PIK3C2B	MDM4	MDM4	0.9634	86	1
4_MACS_peak_2795_lociStitched	chr1	230256057	230287831	4	22080	54241.3954	7387.455	87	GALNT2		GALNT2	GALNT2	0.3769	87	1
4_MACS_peak_4155_lociStitched	chr10	112599770	112633180	4	23842	48581.481	7149.74	88	PDCD4,LOC282997	SHOC2,NCRNA00081	LOC282997	LOC282997	1.1168	88	1
4_MACS_peak_17931_lociStitched	chr21	44723491	44750039	4	23361	48293.4668	5681.272	89			SIK1	SIK1	0.9104000000000001	89	1
2_MACS_peak_12601_lociStitched	chr18	9094854	9122781	2	22868	49941.8541	5906.5605	90	NDUFV2	ANKRD12	NDUFV2	NDUFV2	1.3855	90	1
10_MACS_peak_18441_lociStitched	chr22	39630931	39674589	10	26010	37842.7544	6435.1892	91	PDGFB	SNORD83B,SNORD83A,RNU86,SNORD43,RPL3	PDGFB	SNORD43	0.9013	91	1
3_MACS_peak_9488_lociStitched	chr15	68568757	68599547	3	25823	38207.311	5982.497	92	FEM1B,ITGA11	CLN6	FEM1B	FEM1B	0.8634999999999999	92	1
5_MACS_peak_9816_lociStitched	chr15	89646484	89677067	5	23212	47626.9059	5407.0744	93	ABHD2		ABHD2	ABHD2	0.37120000000000003	93	1
3_MACS_peak_13895_lociStitched	chr19	39880479	39904310	3	19537	56832.1688	4851.9916	94	MED29,ZFP36,PLEKHG2,PAF1	SAMD4B,SUPT5H,RPS16	ZFP36	ZFP36	2.9347	94	1
8_MACS_peak_23080_lociStitched	chr5	131418258	131453872	8	22623	50108.898	6560.0988	95		IL3,CSF2	CSF2	CSF2	0.2585	95	1
4_MACS_peak_22019_lociStitched	chr4	185317358	185350379	4	25057	41523.9075	6941.0142	96	IRF2		IRF2	IRF2	0.8763000000000001	96	1
2_MACS_peak_4669_lociStitched	chr11	22677058	22703735	2	22398	48448.0997	4823.2016	97	GAS2	FANCF	GAS2	FANCF	0.3535	97	1
2_MACS_peak_16487_lociStitched	chr2	219741169	219763549	2	19796	55652.346	5158.59	98	WNT10A	WNT6,PRKAG3	WNT10A	WNT10A	2.1607	98	1
4_MACS_peak_24776_lociStitched	chr6	90054746	90086580	4	22600	48470.4484	6732.891	99	UBE2J1,RRAGD	GABRR2	UBE2J1	UBE2J1	0.7967	99	1
4_MACS_peak_23594_lociStitched	chr5	173309999	173343912	4	26277	29938.3964	6341.731	100	CPEB4		CPEB4	CPEB4	0.3185	100	1
3_MACS_peak_10217_lociStitched	chr16	11762521	11786323	3	21731	48184.7688	5424.4758	101	SNN,TXNDC11		SNN	SNN	1.1206999999999998	101	1
4_MACS_peak_16616_lociStitched	chr2	232687054	232714942	4	25768	29706.2976	3550.1424	102		COPS7B,PDE6D,MIR1471	COPS7B	COPS7B	0.03900000000000001	102	1
5_MACS_peak_9968_lociStitched	chr15	101660719	101692450	5	23835	40771.1619	5730.6186	103			CHSY1	CHSY1	0.2829	103	1
3_MACS_peak_9073_lociStitched	chr15	40386770	40409416	3	21029	49483.7746	5163.288	104	BMF	BUB1B	BMF	BMF	1.4724000000000002	104	1
2_MACS_peak_6113_lociStitched	chr12	12866045	12881802	2	15723	59104.507	3740.7118	105	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	CDKN1B	3.6637	105	1
7_MACS_peak_9394_lociStitched	chr15	63758579	63798586	7	23635	41871.3262	7197.2593	106	USP3		USP3	USP3	0.09469999999999999	106	1
4_MACS_peak_2466_lociStitched	chr1	206727287	206754836	4	21387	50219.0721	7969.9257	107	RASSF5	LGTN	RASSF5	RASSF5	0.5243	107	1
4_MACS_peak_12597_lociStitched	chr18	9054846	9084947	4	20003	51930.2452	6092.4424	108		NDUFV2	NDUFV2	NDUFV2	1.3855	108	1
5_MACS_peak_12405_lociStitched	chr17	76753516	76780464	5	22238	43973.7464	5066.224	109	CYTH1		CYTH1	CYTH1	0.7778999999999999	109	1
4_MACS_peak_23095_lociStitched	chr5	131789513	131816222	4	20162	51348.0525	6436.869	110	C5orf56	IRF1	IRF1	IRF1	0.4913	110	1
3_MACS_peak_19938_lociStitched	chr3	133178615	133201077	3	22202	43630.1888	4892.2236	111	BFSP2		BFSP2	BFSP2	0.5817	111	1
4_MACS_peak_9532_lociStitched	chr15	70767233	70800888	4	23083	41429.305	5953.5695	112			UACA	UACA	NONE	112	1
4_MACS_peak_2255_lociStitched	chr1	192496108	192521251	4	23157	41521.1502	6562.323	113		RGS1	RGS1	RGS1	1.138	113	1
4_MACS_peak_17240_lociStitched	chr20	37498498	37523405	4	17426	55642.238	4719.8765	114	PPP1R16B	FAM83D	FAM83D	NONE	NONE	114	1
7_MACS_peak_21295_lociStitched	chr4	82409568	82442019	7	25226	29893.8612	5308.9836	115		RASGEF1B	RASGEF1B	RASGEF1B	0.29610000000000003	115	1
1_MACS_peak_11708_lociStitched	chr17	38465499	38484259	1	18761	51263.576	4333.56	116	RARA	CDC6,RARA,GJD3	RARA	RARA	0.8107	116	1
3_MACS_peak_1719_lociStitched	chr1	154370261	154394524	3	19032	52978.2605	7259.4896	117	IL6R		IL6R	IL6R	0.6169	117	1
2_MACS_peak_24029_lociStitched	chr6	25402779	25418096	2	15136	57524.5252	3990.0785	118	LRRC16A		LRRC16A	LRRC16A	0.2595	118	1
7_MACS_peak_8704_lociStitched	chr14	95946149	95986072	7	24614	28880.2982	3688.8852	119		GLRX5,C14orf49,SCARNA13,SNHG10	C14orf49	SCARNA13	0.2248	119	1
3_MACS_peak_1625_lociStitched	chr1	150531676	150553454	3	18122	54976.3832	7476.3874	120	ADAMTSL4,MCL1	MIR4257,ENSA	MCL1	MCL1	0.6408	120	1
4_MACS_peak_14851_lociStitched	chr2	47522684	47551078	4	19980	48823.483	5968.4188	121		EPCAM	EPCAM	NONE	NONE	121	1
1_MACS_peak_16300_lociStitched	chr2	201979862	201995129	1	15268	56486.3733	3943.4661	122	CFLAR	NDUFB3,FAM126B	CFLAR	CFLAR	0.9370999999999999	122	1
6_MACS_peak_12822_lociStitched	chr18	42287503	42314516	6	24718	27234.5066	4743.4828	123	SETBP1		SETBP1	SETBP1	0.3466	123	1
1_MACS_peak_21009_lociStitched	chr4	40190958	40209616	1	18659	49759.0202	4851.08	124	RHOH		RHOH	RHOH	0.7453000000000001	124	1
4_MACS_peak_16230_lociStitched	chr2	197023163	197049381	4	22120	39062.1982	5922.6462	125	STK17B		STK17B	STK17B	0.4021	125	1
1_MACS_peak_14426_lociStitched	chr2	11883193	11898720	1	15528	54125.5693	3650.3977	126	LPIN1		LPIN1	LPIN1	0.5395000000000001	126	1
2_MACS_peak_15029_lociStitched	chr2	65156936	65179366	2	20678	42910.833	5356.284	127	LOC400958	SLC1A4	LOC400958	LOC400958	0.6081	127	1
2_MACS_peak_7155_lociStitched	chr12	108952690	108973439	2	20104	43475.3797	5286.8452	128	ISCU,SART3	FICD,TMEM119	ISCU	ISCU	2.0903	128	1
1_MACS_peak_5261_lociStitched	chr11	72851230	72869980	1	18751	45590.625	4717.5	129	FCHSD2		FCHSD2	FCHSD2	0.0016000000000000042	129	1
7_MACS_peak_9065_lociStitched	chr15	40329766	40358610	7	22244	32945.6168	4842.9076	130	SRP14	BMF	SRP14	BMF	1.4724000000000002	130	1
5_MACS_peak_17289_lociStitched	chr20	42564451	42593749	5	21470	35728.911	4787.2932	131	TOX2		TOX2	TOX2	0.5431999999999999	131	1
3_MACS_peak_4520_lociStitched	chr11	10323558	10345173	3	19503	42058.467	4223.571	132	ADM	SBF2	ADM	ADM	2.0201000000000002	132	1
3_MACS_peak_8051_lociStitched	chr13	115023531	115048779	3	19970	40906.8096	4751.6736	133	CDC16,UPF3A	ZNF828	UPF3A	UPF3A	0.5704	133	1
4_MACS_peak_6446_lociStitched	chr12	48195796	48220879	4	20100	40117.7502	4813.4277	134	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	0.735	134	1
6_MACS_peak_3659_lociStitched	chr10	74006781	74035522	6	20694	38343.3681	5156.1354	135	DDIT4	ANAPC16,ASCC1	DDIT4	DDIT4	0.5288999999999999	135	1
5_MACS_peak_26973_lociStitched	chr7	137683896	137727146	5	22049	37047.95	10085.9	136	CREB3L2	AKR1D1	CREB3L2	CREB3L2	0.1645	136	1
2_MACS_peak_9588_lociStitched	chr15	75062768	75083671	2	20312	38793.8777	4880.8505	137	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1	CSK	CSK	0.9982	137	1
3_MACS_peak_27577_lociStitched	chr8	37736684	37764317	3	19687	40247.4645	4979.4666	138	RAB11FIP1	BRF2,GOT1L1	RAB11FIP1	RAB11FIP1	0.6601	138	1
5_MACS_peak_2177_lociStitched	chr1	183856392	183885950	5	20624	38862.8584	7283.0912	139	RGL1		GLT25D2	GLT25D2	NONE	139	1
5_MACS_peak_15548_lociStitched	chr2	112208728	112242294	5	21390	33827.8148	5743.1426	140	LOC541471		LOC541471	LOC541471	0.36979999999999996	140	1
1_MACS_peak_22770_lociStitched	chr5	88111481	88130925	1	19445	39762.98	4291.2908	141	MEF2C		MEF2C	MEF2C	0.3417	141	1
4_MACS_peak_19891_lociStitched	chr3	129025286	129055259	4	18241	44713.7214	6099.5055	142	C3orf47,H1FX	C3orf37	H1FX	H1FX	2.5447	142	1
3_MACS_peak_24026_lociStitched	chr6	25365765	25390469	3	20754	34454.6688	4990.208	143	LRRC16A		LRRC16A	LRRC16A	0.2595	143	1
2_MACS_peak_17458_lociStitched	chr20	52194810	52216071	2	20531	33949.5648	3741.936	144	ZNF217		ZNF217	ZNF217	0.5391	144	1
3_MACS_peak_2853_lociStitched	chr1	234733181	234750411	3	13141	54172.843	5591.135	145	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	3.098	145	1
5_MACS_peak_16235_lociStitched	chr2	197072941	197108092	5	21706	30345.8583	6495.9048	146	HECW2	STK17B	STK17B	STK17B	0.4021	146	1
4_MACS_peak_19128_lociStitched	chr3	46126993	46153466	4	20623	34070.751	5225.7702	147			XCR1	XCR1	NONE	147	1
1_MACS_peak_12603_lociStitched	chr18	9132527	9152655	1	20129	34604.0576	4283.2384	148	NDUFV2,ANKRD12		ANKRD12	ANKRD12	0.177	148	1
3_MACS_peak_18457_lociStitched	chr22	39822974	39846335	3	17617	42495.9951	4048.4613	149	TAB1	MGAT3	MGAT3	MGAT3	0.2175	149	1
5_MACS_peak_29456_lociStitched	chr9	126081992	126107182	5	17892	41863.261	4420.845	150		CRB2	CRB2	NONE	NONE	150	1
7_MACS_peak_25437_lociStitched	chr6	157976502	158007556	7	20997	28852.2714	3061.9244	151	ZDHHC14	MIR3692	MIR3692	MIR3692	0.0157	151	1
2_MACS_peak_10729_lociStitched	chr16	66548866	66562782	2	13828	49444.9396	3257.7356	152	TK2	CKLF,CMTM1	TK2	TK2	1.1193	152	1
3_MACS_peak_2432_lociStitched	chr1	205242161	205259403	3	16466	45644.7466	4927.7636	153	TMCC2	NUAK2	NUAK2	NUAK2	0.4479	153	1
5_MACS_peak_5577_lociStitched	chr11	111230375	111251550	5	18221	40168.975	4203.2375	154	POU2AF1		POU2AF1	POU2AF1	0.9793999999999999	154	1
6_MACS_peak_13441_lociStitched	chr19	10513219	10542991	6	20522	32549.7276	5239.872	155	PDE4A,CDC37,MIR1181	PDE4A,TYK2	PDE4A	PDE4A	0.2581	155	1
1_MACS_peak_18150_lociStitched	chr22	24178929	24192243	1	13315	50008.7154	3261.93	156	DERL3	SMARCB1,SLC2A11,MIF	DERL3	DERL3	0.8118000000000001	156	1
3_MACS_peak_20346_lociStitched	chr3	177055431	177080317	3	16674	46509.4454	6669.448	157			TBL1XR1	TBL1XR1	0.2435	157	1
4_MACS_peak_22082_lociStitched	chr4	187746905	187776043	4	18868	38246.5388	5020.4774	158			FAT1	FAT1	NONE	158	1
3_MACS_peak_29315_lociStitched	chr9	112904287	112925481	3	20851	30065.8084	5063.2466	159	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	AKAP2	0.28049999999999997	159	1
6_MACS_peak_9510_lociStitched	chr15	70306046	70330799	6	19517	34807.6686	4222.8618	160		MIR629	MIR629	NONE	NONE	160	1
3_MACS_peak_12353_lociStitched	chr17	75128772	75146058	3	16509	43669.6218	4096.782	161	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	SCARNA16	1.7948999999999997	161	1
