GENE_ID	locusLine	bin_1_MM24.jin.bam
NR_036212	chr1(.):154943168-154953259	1.1686
NM_006912	chr1(.):155862600-155886177	0.1101
NM_001162384	chr1(.):155911629-155953336	0.8438
NM_181885	chr1(.):155906479-155917625	0.3828
NM_004723	chr1(.):155911629-155952966	0.8389
NM_014949	chr1(.):155877835-155909188	0.1804
NR_002974	chr1(.):155884699-155894833	0.055
NR_003005	chr1(.):155890748-155900877	0.0697
NM_003145	chr1(.):155973838-155995758	0.1627
NM_014655	chr1(.):156158729-156187587	0.4197
NM_007221	chr1(.):156177783-156214833	0.4486
NM_022367	chr1(.):156118321-156152542	0.6493
NM_001193302	chr1(.):156118368-156152542	0.6499
NM_001193301	chr1(.):156114734-156152542	0.6707
NM_005920	chr1(.):156428518-156475529	1.0836
NM_006365	chr1(.):156369054-156404184	0.1785
NM_004494	chr1(.):156706898-156726543	1.3782
NM_001126051	chr1(.):156706898-156727024	1.3468
NM_001126050	chr1(.):156706898-156727240	1.3329
NM_030980	chr1(.):156687412-156702705	0.5041
NM_001878	chr1(.):156664407-156680375	0.1636
NM_001142560	chr1(.):156693262-156711752	0.662
NM_145729	chr1(.):156702093-156715923	0.6306
NM_031281	chr1(.):157478166-157527310	0.731
NM_004833	chr1(.):159027274-159051647	0.9544
NM_001184879	chr1(.):160505883-160554306	0.1494
NM_001778	chr1(.):160643535-160686585	0.8495
NM_003037	chr1(.):160574890-160622081	1.3584
NM_021181	chr1(.):160704076-160729601	1.1259
NM_001033667	chr1(.):160760927-160777483	0.992
NM_002348	chr1(.):160760927-160803045	0.5001
NM_001077470	chr1(.):161194455-161213000	0.1718
NM_001039711	chr1(.):161085768-161107478	0.7608
NM_016406	chr1(.):161118533-161133646	0.6857
NM_004550	chr1(.):161164104-161189184	0.2213
NM_000309	chr1(.):161131180-161146010	0.6146
NM_001643	chr1(.):161187082-161198418	0.3213
NM_001185094	chr1(.):161082907-161095984	0.4393
NM_003779	chr1(.):161136100-161152314	0.8168
NM_012475	chr1(.):161124253-161140516	0.6394
NM_001039712	chr1(.):161085768-161107256	0.7686
NM_005600	chr1(.):161082861-161095984	0.4384
NM_001185093	chr1(.):161082906-161095984	0.4392
NM_032174	chr1(.):161190832-161205407	0.2179
NM_001166159	chr1(.):161166936-161189184	0.2291
NM_005099	chr1(.):161154537-161173845	0.6138
NM_004106	chr1(.):161180086-161194038	0.1394
NM_001146191	chr1(.):167686186-167766156	0.2023
NM_022100	chr1(.):174977093-174997591	0.2614
NM_015602	chr1(.):179846419-179894211	0.4661
NM_016545	chr1(.):181052637-181064979	2.7375
NM_001195216	chr1(.):197698138-197749623	0.7881
NM_004767	chr1(.):202087028-202103634	0.0376
NM_080588	chr1(.):202111142-202134119	1.1847
NR_002930	chr1(.):202132178-202163577	0.0663
NM_002832	chr1(.):202111142-202134751	1.1568
NR_034150	chr1(.):203262885-203279453	1.8857
NM_003465	chr1(.):203180206-203203860	0.1153
NM_006763	chr1(.):203269663-203283729	1.6939
NM_002023	chr1(.):203304751-203325289	0.1841
NR_027022	chr1(.):204332557-204343847	0.1793
NM_002646	chr1(.):204386757-204464474	0.1823
NM_032833	chr1(.):204367491-204385944	1.3845
NM_002393	chr1(.):204480510-204532248	0.4225
NM_018203	chr1(.):205300647-205331039	0.1562
NM_030952	chr1(.):205266190-205295883	0.9027
NM_001004023	chr1(.):206803880-206827542	0.2265
NM_006893	chr1(.):206759973-206790904	0.2975
NM_182665	chr1(.):206725491-206767616	1.5519
NM_032960	chr1(.):206853288-206912626	1.0933
NM_000572	chr1(.):206935947-206950839	0.1278
NM_172361	chr1(.):207920382-207973861	0.3698
NR_026817	chr1(.):207986723-208000941	3.5793
NR_029832	chr1(.):207970196-207980284	0.3384
NR_029518	chr1(.):207970787-207980868	0.3634
NM_001025109	chr1(.):208054882-208089683	0.26
NM_025160	chr1(.):224567844-224627001	0.6193
NM_181441	chr1(.):228289379-228302013	0.74
NR_037415	chr1(.):228279963-228290042	0.2016
NM_001024227	chr1(.):228265850-228291913	1.2621
NM_001024226	chr1(.):228265360-228291913	1.2402
NM_024319	chr1(.):228283427-228296022	0.3248
NM_001159390	chr1(.):228322928-228341655	0.5147
NM_182972	chr1(.):234735014-234750271	4.202
NR_033927	chr1(.):234760056-234775526	0.0367
NM_031844	chr1(.):245008601-245032827	1.8295
NM_198076	chr1(.):244993638-245013359	1.0765
NR_026778	chr1(.):244998939-245015243	0.4529
NM_030797	chr2(.):16725729-16852134	0.4037
NR_033872	chr2(.):70184394-70319147	0.5381
NR_015395	chr2(.):112119590-112257692	0.4639
NR_024373	chr2(.):112181885-112257692	0.7352
NM_014900	chr2(.):165536257-165702928	0.4168
NM_012290	chr2(.):171842332-172022410	0.2617
NM_001136554	chr2(.):171842332-172092824	0.2053
NM_001204	chr2(.):203236049-203437474	0.1676
NM_015488	chr2(.):219130114-219216516	0.3169
NM_001012514	chr2(.):231724620-231748963	1.2407
NM_145693	chr2(.):11881739-11972533	0.4504
NM_016131	chr2(.):26251728-26365323	0.3063
NM_170672	chr2(.):33656415-33794798	0.4706
NM_005813	chr2(.):37472645-37549222	0.3009
NM_005633	chr2(.):39203689-39352604	0.4443
NM_012249	chr2(.):46764866-46816827	1.1507
NM_001190274	chr2(.):48029058-48137932	0.3697
NM_025133	chr2(.):48029058-48120858	0.0989
NM_178313	chr2(.):54780530-54894445	0.5284
NM_003128	chr2(.):54678453-54903583	0.3371
NM_022893	chr2(.):60679328-60785633	0.5351
NM_018014	chr2(.):60673301-60785633	0.5306
NM_003400	chr2(.):61700068-61770418	0.479
NM_014755	chr2(.):64853754-64886046	0.8006
NR_036586	chr2(.):65123973-65164581	0.7474
NM_000945	chr2(.):68400988-68484651	0.5392
NM_017880	chr2(.):70372016-70423151	0.3682
NM_001080824	chr2(.):85043795-85113252	0.3014
NM_001198954	chr2(.):86725552-86953245	0.2446
NR_024204	chr2(.):87749973-87826030	0.9908
NM_004836	chr2(.):88851258-88932094	1.0693
NM_020151	chr2(.):96845602-96879573	0.9709
NM_004027	chr2(.):99056320-99212496	0.4493
NM_001566	chr2(.):99056320-99203284	0.4693
NM_145687	chr2(.):102309487-102516152	0.1969
NM_003581	chr2(.):106356519-106515730	0.3282
NM_001142807	chr2(.):111485149-111880799	0.2154
NR_029399	chr2(.):113912420-114210429	0.2493
NM_015630	chr2(.):149397559-149550136	0.2645
NM_024770	chr2(.):172168912-172296312	0.5497
NM_001077269	chr2(.):175419301-175552627	0.4872
NM_006164	chr2(.):178090032-178134859	0.6326
NM_001145413	chr2(.):178090032-178133617	0.6494
NM_014905	chr2(.):191740546-191834776	0.5127
NM_198047	chr2(.):191064359-191189771	0.2214
NR_024415	chr2(.):192537797-192558248	1.1299
NM_001031716	chr2(.):192537860-192558248	1.1332
NM_004226	chr2(.):196993306-197041336	0.8823
NM_153697	chr2(.):197959194-198180521	0.2963
NM_001195144	chr2(.):197846385-198180521	0.2144
NM_001228	chr2(.):202093165-202157434	0.5586
NM_003879	chr2(.):201975889-202034003	1.5412
NM_001127184	chr2(.):201975815-202011323	2.1146
NM_001162407	chr2(.):201712731-201734284	2.0543
NM_004071	chr2(.):201712731-201734467	2.0381
NM_173822	chr2(.):201833440-201941392	0.1415
NM_033358	chr2(.):202093165-202151638	0.6067
NM_015934	chr2(.):203125514-203173384	0.6572
NM_020830	chr2(.):224735064-224815052	0.3256
NM_014689	chr2(.):225624806-225912330	0.2772
NM_001137551	chr2(.):238595806-238695290	0.3516
NM_001137550	chr2(.):238531223-238695290	0.2487
NM_003183	chr2(.):9624410-9700917	0.3537
NM_002997	chr2(.):20395557-20429927	2.2204
NM_001006946	chr2(.):20395557-20430194	2.2038
NM_002254	chr2(.):26144454-26210443	0.2021
NM_015376	chr2(.):33733941-33794798	0.1844
NM_001139488	chr2(.):33696320-33794798	0.6349
NM_012413	chr2(.):37566752-37605465	0.5737
NM_006887	chr2(.):43444540-43458745	4.2351
NR_027251	chr2(.):43449349-43460994	3.5024
NM_080653	chr2(.):46733985-46752096	0.0418
NM_173074	chr2(.):46803412-46849251	0.4449
NM_014171	chr2(.):46839324-46857881	0.6572
NR_002229	chr2(.):54751358-54761978	0.3314
NR_033837	chr2(.):64407212-64437619	0.4038
NR_034023	chr2(.):64829445-64848616	0.611
NM_017657	chr2(.):64746438-64825138	0.5723
NM_001193493	chr2(.):65210578-65256000	0.5329
NM_003038	chr2(.):65211494-65256000	0.5426
NM_014882	chr2(.):68996932-69058957	0.5373
NM_001166277	chr2(.):68956912-69058957	0.5739
NM_006196	chr2(.):70309584-70321334	4.4337
NR_024444	chr2(.):70346167-70357448	1.8307
NM_021103	chr2(.):85127762-85138799	0.7023
NM_020122	chr2(.):85193230-85291595	0.288
NM_001198951	chr2(.):86825515-86856000	0.8095
NM_001198952	chr2(.):86838539-86856000	1.3684
NM_001002036	chr2(.):96784588-96809175	0.3364
NM_000682	chr2(.):96773622-96786888	0.2032
NM_004418	chr2(.):96803907-96816179	1.7872
NM_001193304	chr2(.):96910945-96936751	1.6818
NM_001037228	chr2(.):96900976-96912701	0.9306
NM_004804	chr2(.):96926883-96944900	0.8004
NM_014014	chr2(.):96935073-96976297	0.0955
NR_026875	chr2(.):97158382-97178846	0.1174
NM_212481	chr2(.):97197463-97223371	0.9419
NM_001004720	chr2(.):106463203-106515730	0.0773
NM_006538	chr2(.):111873490-111931022	0.5412
NM_207002	chr2(.):111873490-111891423	1.4129
NM_172003	chr2(.):114190267-114258781	0.2887
NM_002101	chr2(.):127408683-127459246	0.7702
NM_003467	chr2(.):136866918-136880725	1.336
NM_001008540	chr2(.):136866918-136878813	1.5281
NM_006186	chr2(.):157175943-157194287	1.0821
NM_004288	chr2(.):158266130-158305604	1.2617
NR_033309	chr2(.):165539152-165549287	0.05
NM_000210	chr2(.):173287313-173376181	0.6148
NM_002610	chr2(.):173415778-173468862	0.9535
NM_001172712	chr2(.):174766186-174835430	0.5765
NM_001017371	chr2(.):174766186-174833947	0.5888
NM_003387	chr2(.):175419301-175504307	0.673
NR_036075	chr2(.):178115672-178125738	0.1708
NM_194247	chr2(.):178072421-178093685	0.8135
NM_000885	chr2(.):182316618-182407468	0.5976
NM_001042521	chr2(.):190997485-191073210	0.454
NM_001042520	chr2(.):191009971-191073210	0.5352
NM_001042519	chr2(.):191040588-191073210	0.9259
NM_032321	chr2(.):191040680-191073210	0.928
NM_012433	chr2(.):198251697-198304771	0.4998
NM_001005526	chr2(.):198278520-198304771	0.9303
NM_002156	chr2(.):198346307-198369640	1.804
NM_001100819	chr2(.):198375770-198422515	0.4799
NM_025147	chr2(.):198313230-198344851	0.3225
NM_199482	chr2(.):198375319-198422515	0.476
NM_002157	chr2(.):198359720-198373187	3.0054
NM_199440	chr2(.):198346307-198369998	1.781
NM_014670	chr2(.):201671646-201693560	0.4616
NM_001142355	chr2(.):201749049-201773655	0.7006
NM_130906	chr2(.):201730678-201758849	0.587
NM_021824	chr2(.):201749107-201773655	0.7019
NM_001142356	chr2(.):201751640-201773655	0.7706
NM_002491	chr2(.):201931461-201955473	0.3605
NM_001127183	chr2(.):201978386-202033841	1.6093
NM_032974	chr2(.):202042620-202099110	1.0036
NM_001230	chr2(.):202042620-202091383	0.8286
NM_033356	chr2(.):202120222-202157434	0.4265
NM_001080125	chr2(.):202117753-202157434	0.4101
NM_003352	chr2(.):203065902-203108322	0.173
NR_003031	chr2(.):203152773-203162857	0.0662
NR_003694	chr2(.):203151039-203161151	0.0704
NR_003058	chr2(.):203136153-203146241	0.4145
NM_017759	chr2(.):206853444-206955906	0.3245
NR_033248	chr2(.):206975296-206986296	0.0289
NM_152862	chr2(.):219076873-219124071	0.7807
NM_000634	chr2(.):219022567-219036716	0.0411
NM_001077194	chr2(.):219120737-219133582	0.4103
NM_005731	chr2(.):219077119-219124071	0.7845
NM_001087	chr2(.):219123851-219139893	0.4964
NM_017431	chr2(.):219682105-219701512	0.0357
NM_025216	chr2(.):219740254-219763651	1.5181
NM_006522	chr2(.):219719545-219743954	0.2273
NM_006000	chr2(.):220110000-220123638	1.8578
NM_001042410	chr2(.):220089609-220106391	0.4309
NR_026909	chr2(.):220105200-220120059	1.7069
NM_018089	chr2(.):220089478-220106391	0.4276
NR_003063	chr2(.):220112964-220141910	0.7507
NM_005689	chr2(.):220069493-220088672	0.2905
NM_024085	chr2(.):220079101-220099361	0.4848
NM_006736	chr2(.):220139039-220156622	1.098
NM_138802	chr2(.):220066537-220079370	0.2258
NM_024506	chr2(.):220096502-220115131	0.7121
NM_001008910	chr2(.):220105191-220120059	1.7059
NR_029688	chr2(.):220153832-220163922	0.2656
NM_022915	chr2(.):224817120-224837431	0.7324
NM_005683	chr2(.):231767042-231794941	0.302
NM_001099285	chr2(.):232568234-232583250	2.7905
NR_036052	chr2(.):232573023-232583105	2.3188
NM_004735	chr2(.):238595806-238679558	0.411
NM_003549	chr3(.):50325261-50341899	0.4694
NM_000564	chr3(.):3106400-3157058	0.807
NM_014674	chr3(.):5224358-5266650	1.2759
NM_175727	chr3(.):3128493-3157058	1.1423
NM_175728	chr3(.):3126856-3157058	1.093
NR_027007	chr3(.):9425536-9444174	2.8286
NM_001195099	chr3(.):15703743-15803058	0.2028
NM_001195098	chr3(.):15703743-15844691	0.3372
NM_015199	chr3(.):15703743-15906053	0.3778
NM_015512	chr3(.):52345334-52439513	0.0961
NM_004947	chr3(.):50707671-51426629	0.0793
NM_032682	chr3(.):70999735-71638140	0.1777
NM_001012505	chr3(.):71242033-71638140	0.1918
NM_181780	chr3(.):112177812-112223408	1.0669
NM_015642	chr3(.):114051946-114871127	0.1912
NM_021082	chr3(.):121608170-121668034	0.2235
NM_016128	chr3(.):128963452-129001616	1.0617
NM_003571	chr3(.):133113789-133199056	0.5115
NM_005862	chr3(.):136050998-136476245	0.1547
NM_207294	chr3(.):152012193-152188569	0.5423
NM_003471	chr3(.):155855750-156261927	0.1607
NM_021038	chr3(.):151980828-152188568	0.7385
NM_172159	chr3(.):156003775-156261927	0.1968
NM_172160	chr3(.):155833336-156261927	0.156
NM_024947	chr3(.):169800367-169904537	0.5755
NM_001135095	chr3(.):171753343-172123492	0.6211
NM_022763	chr3(.):171752417-172123492	0.6209
NM_001570	chr3(.):10201562-10290427	0.5543
NM_001134382	chr3(.):12933718-13119617	0.5647
NM_024923	chr3(.):13352736-13466809	0.6206
NM_014869	chr3(.):12933718-13013960	0.1269
NM_001018009	chr3(.):15291356-15387901	0.5425
NM_152396	chr3(.):15446376-15474042	0.3274
NM_004844	chr3(.):15291356-15379104	0.5312
NM_001144382	chr3(.):16921451-17137098	0.2904
NM_015184	chr3(.):16969581-17137098	0.1211
NM_003884	chr3(.):20076523-20200896	0.3287
NM_182666	chr3(.):23842438-23937807	0.8148
NM_001145293	chr3(.):25755434-25829989	0.3723
NM_001145294	chr3(.):25755434-25836530	0.4439
NM_001068	chr3(.):25634474-25710788	0.4798
NM_001024847	chr3(.):30642993-30740633	0.6815
NM_178862	chr3(.):31569490-31682556	0.4468
NM_001174060	chr3(.):31697316-32028342	0.3401
NM_014831	chr3(.):36863307-36991548	0.3594
NM_033027	chr3(.):39178341-39200102	1.5145
NM_001100594	chr3(.):43323003-43397634	0.4083
NM_015340	chr3(.):45425074-45595328	0.136
NM_025222	chr3(.):52283437-52317659	0.8012
NM_006254	chr3(.):53190222-53231733	1.6304
NM_001005158	chr3(.):52932582-53085089	0.2555
NM_181042	chr3(.):52574367-52718739	0.0855
NM_001005159	chr3(.):52932582-53084335	0.2566
NM_018313	chr3(.):52574367-52724866	0.1505
NM_015541	chr3(.):66424220-66555845	0.2493
NM_007114	chr3(.):69063977-69106484	0.1986
NM_012234	chr3(.):72418743-72500774	0.4194
NM_024548	chr3(.):101438493-101491181	0.197
NM_001627	chr3(.):105080712-105300744	0.2369
NM_001142568	chr3(.):107236782-107535049	0.2017
NM_014429	chr3(.):108672086-108841993	0.2836
NM_001004196	chr3(.):112046915-112086658	1.041
NM_183061	chr3(.):111854751-112018074	0.1385
NM_001009899	chr3(.):113362232-113420493	0.2146
NM_001690	chr3(.):113460865-113535905	0.5787
NM_002093	chr3(.):119535801-119818264	0.1677
NM_001023571	chr3(.):121483609-121558926	0.8743
NM_032839	chr3(.):122508900-122604986	0.3317
NM_001001487	chr3(.):130608433-130740555	0.2332
NM_001199181	chr3(.):130564368-130727046	0.2062
NM_001199180	chr3(.):130564368-130740555	0.1974
NM_001199179	chr3(.):130607834-130727046	0.2483
NM_001001485	chr3(.):130607858-130740555	0.2324
NM_001199184	chr3(.):130607904-130727046	0.2484
NM_001199183	chr3(.):130607904-130740555	0.2325
NM_014382	chr3(.):130608291-130727046	0.249
NM_001199185	chr3(.):130608291-130740555	0.233
NM_001134422	chr3(.):133287433-133314118	1.1671
NM_001134423	chr3(.):133288300-133314118	1.1987
NM_006506	chr3(.):141200925-141336197	0.316
NM_001080412	chr3(.):141038054-141173632	2.1369
NM_016275	chr3(.):150316065-150353234	1.4415
NM_005067	chr3(.):150453909-150486263	1.3683
NM_001190242	chr3(.):159969773-160106554	0.0544
NM_001190241	chr3(.):159969773-160122320	0.38
NM_002740	chr3(.):169935219-170028770	0.1723
NM_024665	chr3(.):176733541-176920048	0.3559
NM_006218	chr3(.):178861310-178957497	0.3648
NM_130446	chr3(.):183200318-183278499	1.7821
NM_014616	chr3(.):182506290-182644421	0.3541
NM_181573	chr3(.):186502681-186529484	0.5709
NM_002916	chr3(.):186502681-186529290	0.5748
NM_173216	chr3(.):186643314-186801341	1.0266
NM_003032	chr3(.):186734664-186801341	0.9085
NM_001647	chr3(.):195290572-195316076	0.0592
NM_152617	chr3(.):196190656-196235639	0.7198
NM_032773	chr3(.):197513144-197603456	0.2368
NM_175612	chr3(.):3076307-3104645	0.1475
NM_182916	chr3(.):3163599-3195706	0.5016
NM_018184	chr3(.):5158929-5227601	0.3397
NM_015453	chr3(.):9399716-9433475	0.2725
NM_001080517	chr3(.):9434402-9524838	0.7746
NM_000551	chr3(.):10178318-10198746	0.2198
NM_014760	chr3(.):10285176-10327906	0.2852
NM_033083	chr3(.):15464063-15489120	0.3612
NR_037465	chr3(.):16969687-16979752	0.3522
NR_027694	chr3(.):20016452-20058765	0.0558
NM_020345	chr3(.):23928571-23963537	0.5792
NM_002948	chr3(.):23953638-23967332	1.1247
NM_005126	chr3(.):23981750-24027109	0.5954
NM_001145425	chr3(.):23982611-24027109	0.6068
NR_026937	chr3(.):25826562-25841025	0.6741
NM_001137674	chr3(.):32018265-32038120	0.7535
NM_181472	chr3(.):32428162-32501333	0.5273
NM_001128161	chr3(.):33424828-33486897	0.564
NM_014517	chr3(.):33424828-33486870	0.5643
NM_001167617	chr3(.):37030267-37097337	0.5224
NM_000249	chr3(.):37029840-37097337	0.5282
NM_014805	chr3(.):37022356-37039795	1.6079
NM_031899	chr3(.):39133090-39154130	0.5139
