GENE_ID	locusLine	bin_1_43_0EXV_0229Kronos_MM1S-KB-24hr-1_Input_hs_i87.bam
NM_152232	chr1(.):19161092-19191155	0.0997
NM_152376	chr1(.):20507577-20524942	0.098
NM_001105572	chr1(.):20485483-20506687	0.094
NM_001039500	chr1(.):20612411-20686387	0.0882
NM_018584	chr1(.):20803883-20817728	0.0805
NM_024544	chr1(.):20820940-20839674	0.1169
NM_001785	chr1(.):20910443-20950400	0.0997
NM_207334	chr1(.):20873931-20886513	0.0825
NM_001122819	chr1(.):20985506-21049317	0.1237
NM_005216	chr1(.):20973259-20993037	0.1257
NM_001103161	chr1(.):21041224-21064133	0.1046
NM_002885	chr1(.):21917707-22000856	0.0956
NM_001145658	chr1(.):21917707-21983348	0.0942
NM_020526	chr1(.):22885003-22935087	0.084
NM_001006943	chr1(.):22885003-22921112	0.0871
NM_001114101	chr1(.):22965117-22979603	0.0886
NM_015991	chr1(.):22958117-22971175	0.088
NM_000491	chr1(.):22974681-22993029	0.0867
NR_036214	chr1(.):23184651-23194719	0.0883
NM_001024732	chr1(.):29514384-29562454	0.1075
NM_006762	chr1(.):31200314-31235683	0.1991
NM_001525	chr1(.):32078300-32097919	0.1023
NR_033688	chr1(.):32090462-32115218	0.1214
NM_012392	chr1(.):32090462-32115838	0.1199
NM_001856	chr1(.):32112847-32174768	0.0941
NM_005227	chr1(.):155031212-155047029	0.1932
NM_207196	chr1(.):155018761-155040252	0.2127
NM_001143687	chr1(.):155001281-155028406	0.1872
NM_144622	chr1(.):154986002-155011257	0.1681
NM_018973	chr1(.):155107366-155117883	0.2576
NM_153741	chr1(.):155107366-155117996	0.2562
NM_173852	chr1(.):155136883-155150804	0.1978
NM_004428	chr1(.):155095348-155112386	0.2047
NM_001122837	chr1(.):155103287-155116334	0.2404
NM_025058	chr1(.):155141359-155162445	0.1686
NR_026549	chr1(.):156334002-156360011	0.1776
NM_006365	chr1(.):156369054-156404184	0.1613
NR_029691	chr1(.):156385132-156395221	0.1978
NM_198427	chr1(.):156606739-156628264	0.1545
NM_001105669	chr1(.):156544518-156561562	0.1516
NM_144772	chr1(.):156556557-156569091	0.1929
NM_015590	chr1(.):156559279-156576270	0.223
NM_021817	chr1(.):156584085-156600517	0.1644
NM_004494	chr1(.):156706898-156726543	0.2426
NM_001126051	chr1(.):156706898-156727024	0.2411
NM_001126050	chr1(.):156706898-156727240	0.2399
NM_030980	chr1(.):156687412-156702705	0.2041
NM_001878	chr1(.):156664407-156680375	0.1314
NM_001142560	chr1(.):156693262-156711752	0.2283
NM_145729	chr1(.):156702093-156715923	0.1989
NM_006617	chr1(.):156633555-156652189	0.1633
NM_001012331	chr1(.):156825670-156856642	0.168
NM_003975	chr1(.):156771034-156791640	0.1548
NM_001080471	chr1(.):156858522-156891226	0.154
NM_014215	chr1(.):156805664-156833666	0.152
NM_001161443	chr1(.):156771034-156790939	0.1536
NM_001007792	chr1(.):156780541-156856642	0.1538
NR_030527	chr1(.):156900922-156911036	0.1208
NM_001766	chr1(.):158144736-158161216	0.1959
NR_033946	chr1(.):158096833-158115430	0.1433
NM_000299	chr1(.):201247579-201307121	0.1494
NM_001001432	chr1(.):201323141-201351805	0.1288
NM_003281	chr1(.):201367894-201395874	0.1348
NM_005558	chr1(.):201344965-201373669	0.1378
NM_080588	chr1(.):202111142-202134119	0.2015
NR_002930	chr1(.):202132178-202163577	0.1388
NM_002832	chr1(.):202111142-202134751	0.2002
NM_001160331	chr1(.):204908353-204996950	0.1474
NM_203376	chr1(.):205047256-205058588	0.1402
NM_005076	chr1(.):205007339-205052138	0.141
NR_002834	chr1(.):228775656-228793159	0.2626
NM_194248	chr2(.):26675070-26786566	0.0977
NM_005876	chr2(.):220294699-220363354	0.0916
NM_001029881	chr2(.):26799072-26869211	0.1076
NM_001105519	chr2(.):26780480-26807395	0.1053
NR_015390	chr2(.):219836005-219847644	0.1139
NM_002181	chr2(.):219914141-219930238	0.0966
NM_057093	chr2(.):219849911-219863127	0.1087
NR_029867	chr2(.):219861366-219871430	0.1101
NM_152389	chr2(.):219893413-219911245	0.1064
NM_194302	chr2(.):219862575-219911245	0.1058
NM_003936	chr2(.):219819397-219831877	0.1112
NM_005209	chr2(.):219849911-219863121	0.1087
NM_017521	chr2(.):219840808-219855379	0.1108
NR_036081	chr2(.):219918409-219928472	0.0984
NM_012100	chr2(.):220233179-220257662	0.0942
NM_001173476	chr2(.):220320533-220336584	0.0992
NM_001927	chr2(.):220278098-220296461	0.0818
NM_013335	chr2(.):220358586-220376718	0.1049
NM_001005209	chr2(.):220403744-220420317	0.1171
NM_018674	chr2(.):220373891-220408494	0.108
NM_015311	chr2(.):220410449-220441268	0.0865
NM_205847	chr2(.):220358616-220376718	0.105
NM_024536	chr2(.):220398668-220413487	0.1161
NM_002191	chr2(.):220431953-220445427	0.0765
NR_036082	chr2(.):220408794-220418869	0.0952
NM_001195731	chr2(.):220398668-220412819	0.117
NM_003549	chr3(.):50325261-50341899	0.1375
NM_001165035	chr3(.):13605239-13684922	0.0818
NM_001998	chr3(.):13585624-13684922	0.0801
NR_027103	chr3(.):13687220-13793132	0.0918
NM_000094	chr3(.):48596505-48637593	0.0953
NM_004186	chr3(.):50187847-50231508	0.0989
NM_001174051	chr3(.):50395230-50545892	0.0938
NM_001134231	chr3(.):52553384-52572793	0.1082
NM_022908	chr3(.):52553384-52574093	0.1091
NM_004443	chr3(.):184274586-184305196	0.1434
NR_002582	chr3(.):12876810-12886949	0.166
NM_001007073	chr3(.):12871443-12888081	0.1453
NM_004567	chr3(.):48550116-48599227	0.1146
NR_031756	chr3(.):48611334-48621410	0.0926
NM_033199	chr3(.):48594150-48606201	0.1278
NM_001008269	chr3(.):48653274-48664189	0.0916
NM_022911	chr3(.):48658155-48677926	0.1139
NM_001040454	chr3(.):48658155-48676279	0.1171
NM_003365	chr3(.):48631431-48652098	0.1079
NM_001166425	chr3(.):50279325-50301786	0.114
NM_006841	chr3(.):50237691-50263406	0.0825
NM_153215	chr3(.):50311517-50330545	0.1072
NM_006764	chr3(.):50320162-50335026	0.1208
NM_002070	chr3(.):50268646-50301786	0.1297
NM_004636	chr3(.):50300039-50319572	0.0926
NM_000172	chr3(.):50224042-50240129	0.1025
NM_153282	chr3(.):50332319-50346004	0.1217
NM_153281	chr3(.):50332319-50354812	0.1156
NM_007275	chr3(.):50357340-50370668	0.1584
NM_012191	chr3(.):50328832-50341712	0.1487
NM_003773	chr3(.):50350220-50365281	0.1397
NM_006545	chr3(.):50379918-50393486	0.1461
NM_007182	chr3(.):50362216-50383367	0.15
NM_007022	chr3(.):50383296-50396496	0.1501
NM_007024	chr3(.):50387179-50401939	0.1489
NM_015896	chr3(.):50373536-50388156	0.1547
NM_170712	chr3(.):50362216-50380664	0.1561
NM_170713	chr3(.):50362216-50379895	0.1579
NM_016173	chr3(.):50601908-50627421	0.1037
NM_001171743	chr3(.):50590455-50610223	0.1281
NM_001171741	chr3(.):50590455-50613458	0.1228
NM_007184	chr3(.):52484523-52532088	0.094
NM_015136	chr3(.):52524355-52563511	0.09
NM_003280	chr3(.):52480106-52493057	0.1175
NM_001124767	chr3(.):52565620-52579586	0.1382
NM_153330	chr3(.):128176281-128191091	0.0867
NR_026954	chr3(.):128221677-128234429	0.1053
NM_032638	chr3(.):128193264-128217030	0.1056
NM_001145662	chr3(.):128193264-128211764	0.1078
NM_001145661	chr3(.):128193264-128212373	0.1058
NM_004532	chr3(.):195468637-195544148	0.15
NM_020777	chr4(.):7189373-7749564	0.0753
NM_006527	chr4(.):1689526-1719030	0.1204
NM_012318	chr4(.):1808205-1862974	0.093
NM_020416	chr4(.):6317304-6479326	0.0857
NM_001163213	chr4(.):1790038-1815599	0.0806
NM_001127266	chr4(.):1712678-1728084	0.145
NM_006342	chr4(.):1718265-1751897	0.1031
NM_001528	chr4(.):3438725-3456213	0.0957
NM_173660	chr4(.):3460032-3501209	0.085
NM_002337	chr4(.):3509289-3539224	0.0804
NM_000683	chr4(.):3763295-3775253	0.0574
NR_034136	chr4(.):3670319-3684582	0.0682
NM_181876	chr4(.):6317304-6388597	0.0932
NR_027441	chr4(.):7094150-7110103	0.1037
NM_001085382	chr4(.):7427020-7441700	0.0703
NR_036238	chr4(.):7456754-7466845	0.0805
NR_026892	chr4(.):7750816-7785654	0.0948
NM_053044	chr4(.):8266488-8313838	0.0753
NM_001014448	chr4(.):8589386-8626488	0.0765
NM_080819	chr4(.):8577290-8594520	0.0812
NM_018942	chr4(.):8863772-8878543	0.0512
NM_001040071	chr4(.):8946476-8957127	0.0798
NM_001105662	chr4(.):9240604-9252197	0.3911
NM_001105662	chr4(.):9254849-9266442	0.2929
NM_001105662	chr4(.):9264344-9275937	0.2512
NM_001105662	chr4(.):9212130-9223723	0.3193
NM_001105662	chr4(.):9359854-9371447	0.2871
NR_027279	chr4(.):9364599-9375796	0.1936
NM_001105662	chr4(.):9326636-9338229	0.2993
NM_001105662	chr4(.):9336128-9347721	0.3193
NM_001105662	chr4(.):9350363-9361956	0.2659
NM_001105662	chr4(.):9355108-9366701	0.2743
NM_133369	chr5(.):176232559-176312899	0.0849
NM_001006616	chr5(.):176069387-176091059	0.114
NM_002115	chr5(.):176302869-176331333	0.0941
NM_002082	chr5(.):176848686-176874850	0.1385
NM_203352	chr5(.):176905394-176929602	0.1086
NM_030567	chr5(.):176868795-176888287	0.1189
NM_000505	chr5(.):176824138-176841577	0.1371
NM_080881	chr5(.):176878613-176904871	0.1064
NM_024872	chr5(.):176925750-176941858	0.1246
NM_016222	chr5(.):176933577-176948967	0.1261
NM_004395	chr5(.):176878613-176905694	0.1056
NM_001174102	chr5(.):176870325-176888283	0.1227
NM_001144876	chr5(.):176923905-176942427	0.1245
NM_004197	chr6(.):31976517-31986961	0.0994
NM_000841	chr6(.):33984627-34106443	0.0893
NM_005516	chr6(.):30452182-30466982	0.1217
NR_001284	chr6(.):31971196-31985800	0.1104
NR_026717	chr6(.):31933951-31954223	0.1106
NM_005510	chr6(.):31932587-31945032	0.1256
NM_001002029	chr6(.):31944833-31975458	0.1051
NM_032470	chr6(.):31971196-31986050	0.1096
NM_006929	chr6(.):31921580-31942532	0.1377
NM_000500	chr6(.):31968347-31981684	0.1125
NM_007293	chr6(.):31944833-31975457	0.1051
NM_002904	chr6(.):31914863-31931864	0.1322
NM_004197	chr6(.):31934645-31954223	0.1079
NR_031601	chr6(.):31919615-31929717	0.1426
NM_001710	chr6(.):31908720-31924861	0.1102
NM_001002029	chr6(.):31977571-32008195	0.1039
NM_001136153	chr6(.):32078044-32101017	0.1308
NM_000500	chr6(.):32001081-32014419	0.1363
NM_022110	chr6(.):32091483-32103067	0.1259
NM_019105	chr6(.):32003931-32082151	0.102
NM_032470	chr6(.):32003931-32018905	0.1257
NM_007293	chr6(.):31977571-32008194	0.1039
NM_138717	chr6(.):32116300-32136452	0.0891
NM_030651	chr6(.):32111139-32124720	0.1026
NM_005155	chr6(.):32116621-32136452	0.0893
NR_037169	chr6(.):32115578-32127142	0.0949
NM_032340	chr6(.):33660345-33684504	0.1287
NM_054111	chr6(.):33684442-33719762	0.0803
NM_001184698	chr6(.):33757448-33776793	0.1019
NM_001143944	chr6(.):33733989-33759719	0.1189
NM_181336	chr6(.):33733989-33761906	0.1172
NR_031681	chr6(.):33962748-33972828	0.0961
NM_005586	chr6(.):41601194-41626982	0.084
NM_001134395	chr7(.):1031622-1182893	0.0823
NM_130843	chr7(.):157326749-158385482	0.1166
NM_015949	chr7(.):911190-941071	0.0979
NM_001100390	chr7(.):2593631-2659368	0.0945
NM_133463	chr7(.):2714162-2760069	0.1009
NM_172084	chr7(.):44251748-44370230	0.0942
NM_004444	chr7(.):100395186-100430143	0.0939
NM_006076	chr7(.):100131833-100170843	0.1071
NM_133457	chr7(.):101001121-101207304	0.0901
NM_001099220	chr7(.):149530508-149569568	0.1617
NM_001098834	chr7(.):150840675-150869867	0.1432
NM_001103176	chr7(.):155288952-155331539	0.1238
NM_006869	chr7(.):932536-999289	0.0756
NM_017781	chr7(.):1017834-1034276	0.07
NM_001031617	chr7(.):999485-1020235	0.0942
NM_182491	chr7(.):1187542-1204855	0.1116
NM_001080461	chr7(.):1267653-1281613	0.0322
NM_182924	chr7(.):1468994-1504109	0.0772
NM_002304	chr7(.):2552496-2573063	0.0887
NM_152743	chr7(.):2572443-2600392	0.0989
NM_001166355	chr7(.):2547162-2573063	0.0937
NM_001040168	chr7(.):2554478-2573810	0.0885
NM_001040167	chr7(.):2554478-2573063	0.0886
NM_025250	chr7(.):2666602-2709436	0.0812
NM_006555	chr7(.):44235577-44258893	0.1073
NM_000162	chr7(.):44178869-44234022	0.0964
NM_152755	chr7(.):99712264-99728128	0.1691
NM_203397	chr7(.):99719319-99731121	0.1587
NM_005641	chr7(.):99699692-99721995	0.1254
NM_001190415	chr7(.):99699692-99722481	0.1258
NM_139315	chr7(.):99699692-99722021	0.1253
NM_018275	chr7(.):99747042-99761302	0.1313
NM_024070	chr7(.):99811870-99824111	0.1569
NM_012447	chr7(.):99770537-99817010	0.1084
NM_152742	chr7(.):99762228-99779990	0.0899
NM_001008395	chr7(.):99741529-99756833	0.1417
NM_024637	chr7(.):99751864-99771373	0.1093
NM_002319	chr7(.):100166633-100188776	0.1238
NM_016188	chr7(.):100235725-100259084	0.0872
NM_003227	chr7(.):100213038-100244173	0.1001
NM_001040097	chr7(.):100204724-100218000	0.116
NM_001040098	chr7(.):100205052-100218000	0.1183
NM_002593	chr7(.):100194881-100210798	0.1128
NM_033506	chr7(.):100178955-100203740	0.1304
NM_001163499	chr7(.):100182195-100203740	0.1311
NM_001040099	chr7(.):100205113-100218000	0.1183
NM_001168682	chr7(.):100164852-100176270	0.0816
NM_005837	chr7(.):100298675-100310123	0.1262
NM_000799	chr7(.):100313422-100326323	0.1079
NM_003386	chr7(.):100326248-100400419	0.0875
NM_022574	chr7(.):100272129-100291870	0.0845
NM_005273	chr7(.):100266362-100281792	0.1135
NM_020246	chr7(.):100445357-100469634	0.0849
NM_003302	chr7(.):100459949-100476076	0.1018
NM_015908	chr7(.):100467700-100491285	0.099
NM_001164462	chr7(.):100607903-100667230	0.1125
NM_001165413	chr7(.):100765378-100787547	0.1012
NM_001040105	chr7(.):100658363-100707140	0.0903
NM_030961	chr7(.):100723785-100738889	0.0968
NM_001185080	chr7(.):100870372-100887101	0.094
NM_016068	chr7(.):100877892-100893371	0.1044
NM_014343	chr7(.):100870372-100886227	0.0925
NM_006349	chr7(.):100855984-100872471	0.1144
NM_198571	chr7(.):100808773-100828557	0.1158
NM_001084	chr7(.):100844257-100866011	0.1159
NM_003378	chr7(.):100800789-100813852	0.103
NM_178176	chr7(.):100834012-100849302	0.101
NM_001283	chr7(.):100792685-100809557	0.0984
NM_001130820	chr7(.):100951647-100970093	0.1004
NM_001458	chr7(.):128465482-128504328	0.1514
NM_001195150	chr7(.):128501463-128517101	0.1994
NM_001198909	chr7(.):128497856-128510903	0.2167
NM_198455	chr7(.):149468130-149536053	0.1453
NM_207336	chr7(.):149456452-149475295	0.1401
NR_027040	chr7(.):149559782-149575951	0.201
NM_001100592	chr7(.):149565056-149582738	0.1905
NM_001142459	chr7(.):150867784-150889478	0.1404
NM_080871	chr7(.):150867784-150889919	0.1406
NM_019015	chr7(.):150924584-150940905	0.194
NM_003078	chr7(.):150931058-150979231	0.1544
NM_001003802	chr7(.):150931058-150978820	0.1544
NM_005692	chr7(.):150899922-150929317	0.16
NM_001003801	chr7(.):150931058-150950749	0.1658
NR_030407	chr7(.):150930506-150940624	0.1645
NM_198285	chr7(.):151073206-151112124	0.1327
NM_016118	chr7(.):151033857-151080532	0.1679
NR_034012	chr7(.):151101321-151115132	0.1528
NM_144727	chr7(.):151122055-151142099	0.1498
NR_037468	chr7(.):151125574-151135725	0.163
NM_000193	chr7(.):155590557-155609967	0.1241
NM_001172357	chr8(.):22014183-22026991	0.1175
NM_014629	chr8(.):1767148-1911807	0.0852
NM_207414	chr8(.):142438928-142522330	0.0836
NM_005607	chr8(.):141663501-142016332	0.1028
NM_145003	chr8(.):143288440-143489543	0.0763
NM_014867	chr8(.):1917043-1960109	0.0745
NM_001164452	chr8(.):7132291-7145302	0.0845
NM_001164452	chr8(.):7109425-7122436	0.082
NM_001136572	chr8(.):7416309-7445175	0.102
NM_001136572	chr8(.):7408659-7422234	0.0761
NM_001164452	chr8(.):7567964-7580975	0.0615
NM_001164449	chr8(.):7575612-7588623	0.0572
NM_001164450	chr8(.):7590908-7603918	0.0716
NM_001164448	chr8(.):7613851-7626862	0.0845
NM_001164447	chr8(.):7621498-7634510	0.062
NM_001164451	chr8(.):7606203-7619214	0.074
NM_025232	chr8(.):21990532-22004448	0.1455
NM_024815	chr8(.):21959382-21971932	0.1058
NM_018411	chr8(.):21966931-21993565	0.0772
NM_139278	chr8(.):21999342-22019344	0.1
NM_006129	chr8(.):22017652-22074840	0.0862
NM_014957	chr8(.):142133719-142210900	0.1086
NM_032611	chr8(.):142427006-142446620	0.0668
NM_005293	chr8(.):142361586-142382365	0.0904
NR_024441	chr8(.):142345647-142359720	0.0961
NM_001702	chr8(.):143540376-143631368	0.0795
NM_001160354	chr8(.):143776528-143790584	0.0891
NM_015193	chr8(.):143687409-143700833	0.0708
NM_001077527	chr8(.):143733873-143756401	0.1005
NR_033343	chr8(.):143746725-143769145	0.0904
NM_177477	chr8(.):143847614-143863744	0.07
NM_177458	chr8(.):143840755-143856246	0.0614
NM_023946	chr8(.):143840755-143864639	0.0687
NM_016647	chr8(.):143803620-143823350	0.1125
NM_003695	chr8(.):143861297-143873008	0.0717
NM_020427	chr8(.):143817361-143828829	0.0929
NM_177476	chr8(.):143847614-143863437	0.0699
NM_177457	chr8(.):143847614-143864640	0.0721
NM_205545	chr8(.):143826627-143838952	0.0772
NM_001130478	chr8(.):144234330-144247053	0.0521
NM_002347	chr8(.):144234330-144246457	0.0506
NM_001135655	chr8(.):144234330-144246755	0.0528
NM_052963	chr8(.):144386527-144422050	0.0828
NR_026785	chr8(.):144443792-144455805	0.109
NM_052924	chr8(.):144446024-144471390	0.1013
NM_201589	chr8(.):144505229-144517602	0.0928
NM_182706	chr8(.):144868089-144902549	0.082
NM_031308	chr8(.):144934911-144952434	0.0976
NM_001136033	chr8(.):144893552-144916196	0.0995
NM_178564	chr8(.):144910754-144928146	0.1038
NM_078480	chr8(.):144893546-144916537	0.0999
NR_030633	chr8(.):144890126-144900212	0.115
NM_201381	chr8(.):144984320-145023905	0.1003
NM_201382	chr8(.):144984320-145023110	0.0997
NM_201383	chr8(.):144984320-145021692	0.0977
NM_201384	chr8(.):144984320-145018758	0.098
NR_030383	chr8(.):145014358-145024447	0.1299
NM_139025	chr9(.):136282119-136329508	0.1006
NR_024514	chr9(.):136274458-136329508	0.1029
NM_007344	chr9(.):135245936-135287221	0.1308
NM_004878	chr9(.):132495614-132520344	0.1028
NM_199350	chr9(.):132369503-132388055	0.1032
NM_006059	chr9(.):133879503-133973446	0.0864
NM_007313	chr9(.):133584267-133768062	0.0975
NM_005085	chr9(.):133995980-134114091	0.1059
