GENE_ID	locusLine	bin_1_MM8_jia.bam
NM_001162384	chr1(.):155911629-155953336	0.4943
NM_181885	chr1(.):155906479-155917625	0.4575
NM_004723	chr1(.):155911629-155952966	0.4941
NM_014949	chr1(.):155877835-155909188	0.2447
NR_002974	chr1(.):155884699-155894833	0.1835
NR_003005	chr1(.):155890748-155900877	0.1949
NM_003145	chr1(.):155973838-155995758	0.2739
NM_005920	chr1(.):156428518-156475529	0.5664
NM_198427	chr1(.):156606739-156628264	0.2102
NM_021817	chr1(.):156584085-156600517	0.1776
NM_004494	chr1(.):156706898-156726543	0.5545
NM_001126051	chr1(.):156706898-156727024	0.5453
NM_001126050	chr1(.):156706898-156727240	0.5399
NM_030980	chr1(.):156687412-156702705	0.3522
NM_001878	chr1(.):156664407-156680375	0.18
NM_001142560	chr1(.):156693262-156711752	0.4261
NM_145729	chr1(.):156702093-156715923	0.3789
NM_006617	chr1(.):156633555-156652189	0.2386
NM_003975	chr1(.):156771034-156791640	0.2023
NM_001161443	chr1(.):156771034-156790939	0.2052
NM_001007792	chr1(.):156780541-156856642	0.1842
NR_001560	chr1(.):157093153-157103463	0.1672
NM_005240	chr1(.):157097975-157113177	0.3047
NM_001145312	chr1(.):157089458-157113383	0.2557
NM_031281	chr1(.):157478166-157527310	0.3813
NM_001778	chr1(.):160643535-160686585	0.4066
NM_003037	chr1(.):160574890-160622081	0.3551
NM_021181	chr1(.):160704076-160729601	0.416
NM_030916	chr1(.):161035780-161064385	0.2501
NM_007122	chr1(.):161004040-161020757	0.4399
NM_001113205	chr1(.):161002421-161013774	0.2306
NM_181720	chr1(.):161011731-161044760	0.3917
NM_016946	chr1(.):160960000-160996133	0.218
NM_001039711	chr1(.):161085768-161107478	0.3967
NM_016406	chr1(.):161118533-161133646	0.4358
NM_004550	chr1(.):161164104-161189184	0.2468
NM_000309	chr1(.):161131180-161146010	0.4398
NM_001643	chr1(.):161187082-161198418	0.2814
NM_003779	chr1(.):161136100-161152314	0.4631
NM_012475	chr1(.):161124253-161140516	0.4034
NM_001039712	chr1(.):161085768-161107256	0.3988
NM_032174	chr1(.):161190832-161205407	0.2491
NM_001166159	chr1(.):161166936-161189184	0.2483
NM_005099	chr1(.):161154537-161173845	0.3756
NM_004106	chr1(.):161180086-161194038	0.1939
NM_003115	chr1(.):162526295-162574633	0.4246
NM_001146191	chr1(.):167686186-167766156	0.1996
NM_018417	chr1(.):167773624-167888453	0.1482
NR_033186	chr1(.):178506930-178523024	0.2827
NM_022371	chr1(.):179046111-179070129	0.465
NM_015602	chr1(.):179846419-179894211	0.2757
NM_030934	chr1(.):185082217-185131116	0.2282
NM_002927	chr1(.):192600281-192634389	0.2883
NM_015984	chr1(.):192976495-193033523	0.2469
NM_001199262	chr1(.):192982534-193033523	0.2572
NM_001042370	chr1(.):193024003-193065906	0.3056
NM_004600	chr1(.):193024003-193060115	0.3261
NM_001173524	chr1(.):193023551-193060115	0.325
NM_001195216	chr1(.):197698138-197749623	0.3136
NM_005298	chr1(.):200837165-200848251	0.3068
NM_018265	chr1(.):200855638-200889864	0.4076
NM_001142569	chr1(.):200858998-200889864	0.4218
NM_017596	chr1(.):200933519-200997828	0.2691
NM_012396	chr1(.):201429621-201443299	0.1642
NR_026667	chr1(.):201484031-201494720	0.1488
NR_034150	chr1(.):203262885-203279453	0.9235
NM_003465	chr1(.):203180206-203203860	0.1771
NM_006763	chr1(.):203269663-203283729	0.859
NM_002023	chr1(.):203304751-203325289	0.2156
NR_003019	chr1(.):203693708-203703833	0.1815
NM_001136190	chr1(.):203729283-203750480	0.3723
NR_027022	chr1(.):204332557-204343847	0.1622
NM_032833	chr1(.):204367491-204385944	0.4627
NM_001123168	chr1(.):206133910-206160074	0.2776
NM_001007544	chr1(.):206233871-206293647	0.2295
NM_148964	chr1(.):206312458-206337104	0.1448
NM_182665	chr1(.):206725491-206767616	0.3418
NM_032960	chr1(.):206853288-206912626	0.4442
NM_172361	chr1(.):207920382-207973861	0.2714
NR_026817	chr1(.):207986723-208000941	0.7446
NR_029832	chr1(.):207970196-207980284	0.2466
NR_029518	chr1(.):207970787-207980868	0.2638
NM_001136224	chr1(.):211427707-211494725	0.1866
NM_018254	chr1(.):211428288-211494725	0.1872
NM_001136225	chr1(.):211427707-211491655	0.1905
NM_003238	chr1(.):218513675-218622961	0.2458
NM_025160	chr1(.):224567844-224627001	0.2467
NR_002315	chr1(.):226245427-226264703	0.3709
NM_002107	chr1(.):226245420-226264703	0.3709
NM_031944	chr1(.):226406382-226418513	0.4
NM_001618	chr1(.):226543391-226600801	0.2664
NM_000447	chr1(.):227053272-227088804	0.2856
NR_024485	chr1(.):227911239-227927055	0.3081
NM_023007	chr1(.):227913889-227928112	0.3342
NM_181441	chr1(.):228289379-228302013	0.4225
NR_037415	chr1(.):228279963-228290042	0.2652
NM_001024227	chr1(.):228265850-228291913	0.5942
NM_001024226	chr1(.):228265360-228291913	0.5866
NM_024319	chr1(.):228283427-228296022	0.3182
NM_001159390	chr1(.):228322928-228341655	0.3377
NM_145257	chr1(.):229451751-229483688	0.3185
NM_006542	chr1(.):229435128-229446250	0.1897
NM_001100	chr1(.):229561992-229574843	0.3816
NM_182972	chr1(.):234735014-234750271	1.3293
NR_033927	chr1(.):234760056-234775526	0.1463
NM_004837	chr1(.):235486868-235512844	0.3098
NM_001037277	chr1(.):235486752-235512844	0.309
NM_031844	chr1(.):245008601-245032827	0.4715
NM_198076	chr1(.):244993638-245013359	0.4358
NR_026778	chr1(.):244998939-245015243	0.2722
NR_033872	chr2(.):70184394-70319147	0.145
NR_015395	chr2(.):112119590-112257692	0.2398
NR_024373	chr2(.):112181885-112257692	0.3459
NM_005336	chr2(.):242161678-242260254	0.1715
NM_001190274	chr2(.):48029058-48137932	0.1152
NM_025133	chr2(.):48029058-48120858	0.095
NR_024204	chr2(.):87749973-87826030	0.3645
NM_004836	chr2(.):88851258-88932094	0.2447
NM_001142807	chr2(.):111485149-111880799	0.1175
NM_003879	chr2(.):201975889-202034003	0.2596
NM_001127184	chr2(.):201975815-202011323	0.3361
NM_173822	chr2(.):201833440-201941392	0.1003
NM_017844	chr2(.):241413838-241502405	0.0956
NM_001195381	chr2(.):241539824-241575676	0.0881
NM_005301	chr2(.):241559661-241575676	0.0896
NM_014808	chr2(.):242290663-242439256	0.0942
NM_016061	chr2(.):30364749-30388399	0.2306
NM_006887	chr2(.):43444540-43458745	0.4571
NR_027251	chr2(.):43449349-43460994	0.3659
NM_006196	chr2(.):70309584-70321334	0.5957
NR_024444	chr2(.):70346167-70357448	0.2573
NM_015425	chr2(.):86248450-86338278	0.1605
NR_026984	chr2(.):86242338-86255991	0.1443
NR_015424	chr2(.):89060418-89111109	0.1743
NM_006538	chr2(.):111873490-111931022	0.2393
NM_207002	chr2(.):111873490-111891423	0.391
NM_002101	chr2(.):127408683-127459246	0.207
NM_006186	chr2(.):157175943-157194287	0.2683
NM_004288	chr2(.):158266130-158305604	0.2471
NM_002610	chr2(.):173415778-173468862	0.2278
NM_001172712	chr2(.):174766186-174835430	0.1436
NM_001017371	chr2(.):174766186-174833947	0.145
NM_002491	chr2(.):201931461-201955473	0.1244
NM_001127183	chr2(.):201978386-202033841	0.2665
NM_001099285	chr2(.):232568234-232583250	0.4782
NR_036052	chr2(.):232573023-232583105	0.3745
NM_023083	chr2(.):241521132-241543526	0.1928
NM_001033575	chr2(.):241494470-241508431	0.2561
NM_018226	chr2(.):241503103-241523143	0.2013
NM_203346	chr2(.):242161678-242217301	0.1442
NM_001008492	chr2(.):242250280-242298441	0.1885
NM_001008491	chr2(.):242249722-242298441	0.1874
NM_014674	chr3(.):5224358-5266650	0.1977
NM_001195099	chr3(.):15703743-15803058	0.1032
NM_001195098	chr3(.):15703743-15844691	0.1249
NM_015199	chr3(.):15703743-15906053	0.128
NM_001135095	chr3(.):171753343-172123492	0.164
NM_022763	chr3(.):171752417-172123492	0.164
NM_033027	chr3(.):39178341-39200102	0.3079
NM_001134422	chr3(.):133287433-133314118	0.2208
NM_001134423	chr3(.):133288300-133314118	0.2256
NM_001080412	chr3(.):141038054-141173632	0.2497
NM_024665	chr3(.):176733541-176920048	0.1186
NM_173216	chr3(.):186643314-186801341	0.175
NM_003032	chr3(.):186734664-186801341	0.1863
NM_031899	chr3(.):39133090-39154130	0.1495
NM_145755	chr3(.):39144151-39185394	0.1465
NM_194293	chr3(.):39219706-39239077	0.1048
NM_001198621	chr3(.):39219705-39239085	0.1048
NM_006100	chr3(.):98446571-98518236	0.1679
NM_001145417	chr3(.):135862759-135918310	0.1829
NM_018133	chr3(.):135862759-135919688	0.1807
NM_014687	chr3(.):197393258-197468773	0.1572
NM_001145642	chr3(.):197393313-197481568	0.166
NR_027840	chr3(.):197472260-197516317	0.1257
NM_032288	chr3(.):197471623-197516317	0.1253
NM_001011537	chr3(.):197471423-197516317	0.1254
NM_144571	chr4(.):78629540-78745544	0.1331
NM_001008388	chr4(.):103785134-103818963	0.1651
NM_004310	chr4(.):40193526-40251281	0.2333
NM_001136570	chr4(.):77167852-77209929	0.0874
NM_033632	chr4(.):153237409-153461172	0.1462
NM_182485	chr4(.):14999297-15076777	0.1324
NM_025205	chr4(.):17611272-17631160	0.1154
NM_015907	chr4(.):17573926-17614590	0.1882
NM_031889	chr4(.):71489460-71517536	0.1215
NM_144646	chr4(.):71516257-71537348	0.3384
NM_020368	chr4(.):71549195-71561268	0.1902
NM_001130709	chr4(.):71565653-71660614	0.104
NM_017426	chr4(.):77030816-77074655	0.0979
NM_005506	chr4(.):77074893-77140035	0.2418
NM_020236	chr4(.):78778804-78878944	0.1037
NM_181891	chr4(.):103712132-103753708	0.2113
NM_181890	chr4(.):103712132-103795032	0.1787
NM_181892	chr4(.):103712132-103753340	0.2119
NM_003340	chr4(.):103712132-103754105	0.2101
NM_181893	chr4(.):103712132-103795003	0.1787
NM_181889	chr4(.):103712132-103754307	0.2092
NR_033797	chr4(.):153452415-153465415	0.3804
NR_036092	chr4(.):153405478-153415568	0.1832
NM_001131005	chr5(.):88009057-88204922	0.152
NM_002397	chr5(.):88009057-88184283	0.1517
NM_001892	chr5(.):148869844-148936007	0.125
NM_015315	chr5(.):154087461-154202163	0.1438
NR_027435	chr5(.):90671163-90721532	0.1705
NM_002064	chr5(.):95144552-95163577	0.3308
NM_012081	chr5(.):95215801-95302775	0.2307
NM_005575	chr5(.):96266345-96370115	0.1156
NM_175920	chr5(.):96289155-96370115	0.0908
NM_001020825	chr5(.):142652495-142788254	0.1361
NM_001018076	chr5(.):142652495-142789045	0.1358
NM_001018075	chr5(.):142652495-142820077	0.1259
NM_001193376	chr5(.):1248286-1300162	0.1049
NM_030782	chr5(.):1312999-1350002	0.3059
NM_001014279	chr5(.):43034181-43045447	0.2503
NR_034085	chr5(.):43011149-43023913	0.2424
NR_015447	chr5(.):43037235-43050370	0.2202
NM_005921	chr5(.):56105899-56196978	0.1659
NM_020801	chr5(.):90659540-90684149	0.2807
NR_026936	chr5(.):95182935-95200836	0.1355
NR_036052	chr5(.):118305280-118315362	0.0741
NM_001013717	chr5(.):131741672-131803059	0.2749
NM_016480	chr5(.):138672518-138710409	0.1243
NM_194296	chr5(.):138727455-138744776	0.1793
NM_152686	chr5(.):138740891-138780214	0.1473
NM_152685	chr5(.):138697884-138724039	0.1379
NM_001033112	chr5(.):138673133-138710409	0.1253
NM_001161546	chr5(.):138722634-138735885	0.3365
NM_016459	chr5(.):138718256-138730605	0.3848
NM_016463	chr5(.):139023300-139067680	0.258
NM_001001669	chr5(.):148956134-149019527	0.0864
NM_030627	chr5(.):173310330-173392313	0.2202
NR_031598	chr5(.):179220277-179230346	0.1238
NM_145867	chr5(.):179215985-179228513	0.112
NM_003900	chr5(.):179242841-179270077	0.1991
NM_016175	chr5(.):179259265-179290840	0.0988
NM_054013	chr5(.):179219597-179234875	0.1597
NM_014275	chr5(.):179219597-179238952	0.1393
NM_001142298	chr5(.):179228387-179270077	0.1756
NM_001142299	chr5(.):179229002-179270077	0.1768
NM_017934	chr6(.):79639135-79793011	0.1164
NM_005907	chr6(.):119494266-119675926	0.1656
NM_001168344	chr6(.):7102829-7257213	0.219
NM_001003699	chr6(.):7103085-7257213	0.2192
NR_037616	chr6(.):7876482-8069647	0.3345
NM_002114	chr6(.):12007723-12170232	0.1585
NM_000332	chr6(.):16294342-16766721	0.1937
NM_001090	chr6(.):30534169-30564309	0.1211
NM_003017	chr6(.):36557089-36577244	0.2902
NR_036610	chr6(.):36557089-36577243	0.2902
NM_016021	chr6(.):90031343-90067619	0.3103
NM_001455	chr6(.):108877068-109010971	0.2441
NM_201559	chr6(.):108876025-109010971	0.2429
NM_002912	chr6(.):111615233-111809414	0.0939
NM_004100	chr6(.):133557494-133858258	0.1005
NM_020185	chr6(.):287100-356355	0.5992
NR_027712	chr6(.):7981334-7995577	0.2442
NM_001145549	chr6(.):7876482-7915310	0.8559
NM_030810	chr6(.):7876482-7916047	0.8571
NM_003526	chr6(.):26118694-26129132	0.3403
NM_139006	chr6(.):26082508-26100469	0.111
NM_138720	chr6(.):26153348-26176576	0.2282
NM_005321	chr6(.):26151558-26162343	0.2603
NM_003512	chr6(.):26119372-26129918	0.3431
NM_003542	chr6(.):26099175-26109565	0.1294
NM_005323	chr6(.):26102639-26113364	0.1326
NM_021066	chr6(.):27777079-27787518	0.1815
NM_003536	chr6(.):27772841-27783314	0.2342
NM_003509	chr6(.):27770976-27781445	0.1955
NM_003519	chr6(.):27770256-27780709	0.1882
NM_003521	chr6(.):27777821-27788267	0.1738
NM_003520	chr6(.):27801439-27811888	0.3299
NM_003511	chr6(.):27828106-27838576	0.1446
NM_003533	chr6(.):27834622-27845099	0.1019
NM_003510	chr6(.):27800657-27811117	0.3335
NM_003541	chr6(.):27793951-27804305	0.1297
NM_005322	chr6(.):27829569-27840359	0.1452
NM_021968	chr6(.):27786902-27797258	0.1136
NM_003546	chr6(.):27835925-27846289	0.0895
NM_001031722	chr6(.):30589662-30619598	0.1276
NR_033823	chr6(.):30589612-30619598	0.1275
NM_001161376	chr6(.):30609815-30625987	0.1371
NM_002714	chr6(.):30563181-30590020	0.2576
NM_014046	chr6(.):30580485-30599174	0.3227
NR_030615	chr6(.):30547108-30557194	0.1042
NM_006120	chr6(.):32911390-32925899	0.1103
NM_002119	chr6(.):32966959-32982389	0.0802
NM_002118	chr6(.):32897405-32913847	0.1009
NM_005104	chr6(.):32931436-32954282	0.3952
NM_001113182	chr6(.):32933664-32954282	0.4276
NM_001199455	chr6(.):32934371-32954282	0.4377
NM_001199456	chr6(.):32935860-32954282	0.4561
NM_007271	chr6(.):36456668-36520247	0.1139
NR_037491	chr6(.):36585212-36595289	0.1194
NM_001171629	chr6(.):43732945-43759223	0.2256
NM_001402	chr6(.):74220472-74235755	0.4259
NM_002043	chr6(.):89962238-90029967	0.1417
NM_182907	chr6(.):106541814-106562811	0.3098
NM_001198	chr6(.):106529194-106562814	0.4316
NR_034109	chr6(.):111799674-111928497	0.11
NR_034111	chr6(.):111799674-111829811	0.1651
NR_034110	chr6(.):111799674-111904383	0.1099
NM_004289	chr7(.):26186846-26231756	0.1153
NM_030796	chr7(.):55533305-55645200	0.2856
NM_001145354	chr7(.):130789854-131186398	0.1037
NM_003718	chr7(.):39984958-40141733	0.0962
NM_182931	chr7(.):104649636-104759532	0.1876
NM_012257	chr7(.):106804459-106847974	0.162
NM_003344	chr7(.):129467994-129597789	0.1309
NR_015431	chr7(.):130623918-130798562	0.1388
NR_024153	chr7(.):130623918-130796789	0.1389
NM_194071	chr7(.):137554724-137691846	0.2143
NM_173680	chr7(.):150071405-150100719	0.1482
NR_029597	chr7(.):25984538-25994606	0.467
NM_031243	chr7(.):26224555-26245413	0.2259
NM_016587	chr7(.):26236323-26257976	0.2045
NM_007276	chr7(.):26236098-26257976	0.2042
NM_015483	chr7(.):32902777-32936468	0.1879
NR_027374	chr7(.):104530074-104572092	0.1129
NR_024586	chr7(.):104645988-104659588	0.5571
NM_013400	chr7(.):150060878-150076133	0.2662
NM_014374	chr7(.):150063257-150076133	0.2947
NR_027237	chr7(.):150097839-150114558	0.3279
NM_175571	chr7(.):150142961-150181483	0.0818
NR_034033	chr7(.):150125741-150150228	0.0896
NM_001135733	chr8(.):95933199-95966615	0.2753
NM_178812	chr8(.):98651406-98747488	0.1788
NM_001145088	chr8(.):124079919-124169392	0.1348
NM_173685	chr8(.):126099082-126384367	0.2045
NM_052937	chr8(.):52725139-52816735	0.1437
NM_001135699	chr8(.):101925803-101970221	0.1716
NM_001135700	chr8(.):101925803-101968560	0.1735
NM_145690	chr8(.):101925803-101969357	0.1723
NM_003406	chr8(.):101925803-101970623	0.1707
NM_001135702	chr8(.):101925803-101967799	0.1752
NM_001042510	chr8(.):102204265-102222960	0.2662
NM_001042511	chr8(.):102204265-102222873	0.2671
NM_024295	chr8(.):124020567-124059648	0.3368
NM_025195	chr8(.):126437562-126455644	0.732
NM_002467	chr8(.):128743314-128758680	0.5412
NM_014957	chr8(.):142133719-142210900	0.2057
NM_032611	chr8(.):142427006-142446620	0.2896
NM_005293	chr8(.):142361586-142382365	0.1354
NM_002346	chr8(.):144094901-144108827	0.4103
NM_173687	chr8(.):144115678-144140720	0.1189
NR_026913	chr8(.):144058447-144104807	0.1461
NR_024496	chr9(.):66489268-66508030	0.2538
NM_006401	chr9(.):100740488-100783224	0.1876
NM_197978	chr9(.):100684072-100705526	0.1652
NM_018437	chr9(.):100684072-100712134	0.1462
NM_173689	chr9(.):126113447-126146032	0.0944
NM_001045476	chr9(.):127610754-127625160	0.1938
NM_030978	chr9(.):127626483-127644696	0.3083
NM_007209	chr9(.):127615157-127629240	0.203
NM_005334	chrX(.):153208007-153241819	0.2928
NM_003491	chrX(.):153190376-153205468	0.2697
NM_001666	chrX(.):153167829-153196714	0.189
NM_002910	chrX(.):153195721-153215232	0.1472
NM_001025243	chrX(.):153270956-153290342	0.2757
NM_003492	chrX(.):153232990-153253646	0.4435
NR_031757	chrX(.):153280370-153290440	0.2923
NR_036175	chrX(.):153241548-153251627	0.2481
NR_036174	chrX(.):153241547-153251628	0.2481
NM_001098500	chr10(.):23978674-24841772	0.0939
NM_001083591	chr10(.):11201992-11383672	0.1382
NM_001025077	chr10(.):11042258-11383672	0.1148
NM_006561	chr10(.):11054892-11383672	0.1166
NM_024948	chr10(.):15815174-15907519	0.1545
NM_172242	chr10(.):22629398-22711539	0.1358
NM_019590	chr10(.):24492719-24841772	0.122
NM_147156	chr10(.):52060344-52388737	0.0934
NM_004412	chr10(.):17179981-17249070	0.1227
NM_003380	chr10(.):17265257-17284592	0.2891
NM_005180	chr10(.):22605005-22625414	0.5289
NM_012071	chr10(.):22600298-22614237	0.735
NM_019058	chr10(.):74028676-74040797	0.2746
NM_030912	chr10(.):104399251-104423076	0.2968
NM_004419	chr10(.):112252624-112276302	0.3684
NM_001098517	chr11(.):115039344-115380241	0.1006
NM_030962	chr11(.):9795213-10320754	0.0877
NM_001077241	chr11(.):65137662-65155142	0.2127
NR_002819	chr11(.):65260232-65278939	0.55
NM_014824	chr11(.):72542789-72858143	0.1255
NM_004397	chr11(.):118613472-118666972	0.1697
NM_012239	chr11(.):210029-241362	0.1283
NM_002817	chr11(.):231807-257984	0.1287
NM_138329	chr11(.):273569-290304	0.1229
NM_006435	chr11(.):303106-314410	0.2
NM_025092	chr11(.):284137-300688	0.1232
NM_003641	chr11(.):308990-320272	0.2455
NM_001025295	chr11(.):293202-304526	0.0949
NM_001124	chr11(.):10321641-10333923	0.3712
NR_028272	chr11(.):65185268-65199003	0.8055
NR_030343	chr11(.):65206928-65217028	0.1649
NM_031904	chr11(.):65149040-65185995	0.1957
NM_001048218	chr11(.):65287547-65311182	0.1455
NM_138768	chr11(.):69056621-69069754	0.3347
NM_006235	chr11(.):111217980-111255157	0.3876
NM_152641	chr12(.):46118619-46306819	0.1104
NM_020375	chr12(.):4425358-4474190	0.092
NM_006143	chr12(.):12808994-12854121	0.1302
NM_016312	chr12(.):14934411-14961401	0.1364
NM_006400	chr12(.):57919093-57945978	0.1281
NM_001759	chr12(.):4377901-4419522	0.2083
NR_036052	chr12(.):9387065-9397147	0.0781
NR_036052	chr12(.):12259885-12269967	0.0725
NM_004064	chr12(.):12865301-12880305	0.7777
NR_030344	chr12(.):12912582-12922677	0.0735
NM_001130415	chr12(.):12873850-12949399	0.147
NM_175054	chr12(.):14918653-14929065	0.4385
NM_177925	chr12(.):14922269-14935936	0.2882
NM_001013698	chr12(.):14952583-14972116	0.1389
NM_175874	chr12(.):14951505-14981791	0.1151
NR_028408	chr12(.):46114502-46126704	0.4301
NM_017842	chr12(.):48161966-48181536	0.1408
NM_001098416	chr12(.):48171506-48218763	0.2864
NM_001080157	chr12(.):57861037-57878424	0.125
NM_001195056	chr12(.):57905370-57919300	0.3317
NM_052897	chr12(.):57911658-57928931	0.2816
NM_001080156	chr12(.):57861037-57876728	0.132
NM_032496	chr12(.):57861037-57878633	0.1245
NM_004990	chr12(.):57876850-57915433	0.1659
NM_004984	chr12(.):57938846-57983554	0.0999
NM_006825	chr12(.):106626658-106646713	0.2435
NM_181724	chr12(.):108978621-108996894	0.0916
NM_003006	chr12(.):109010679-109032670	0.4061
NM_019034	chr12(.):122210659-122236594	0.1362
NR_002809	chr12(.):122228172-122246390	0.4015
NM_015048	chr12(.):122237637-122275562	0.2312
NM_024667	chr12(.):123344874-123385712	0.3693
NM_000820	chr13(.):114518521-114572046	0.2184
NM_001143945	chr13(.):114518521-114544017	0.1461
NM_001143946	chr13(.):114518521-114541714	0.1419
NR_024609	chr13(.):114581609-114631485	0.1027
