GENE_ID	locusLine	bin_1_KMS11_jia.bam
NM_001005464	chr1(.):149807258-149817765	4.5111
NM_001040874	chr1(.):149808784-149819318	4.5437
NM_001123375	chr1(.):149779779-149790236	1.3242
NM_000566	chr1(.):149749249-149769074	0.2842
NM_016074	chr1(.):149866154-149877348	0.2859
NM_003528	chr1(.):149851009-149863232	3.8728
NM_003517	chr1(.):149853524-149863961	4.4997
NM_175065	chr1(.):149854018-149864466	4.4685
NR_036461	chr1(.):149816758-149827340	4.6278
NM_001040874	chr1(.):149817627-149828161	4.5521
NM_001005464	chr1(.):149819180-149829687	4.5172
NM_001034077	chr1(.):149827329-149837725	2.3397
NM_019032	chr1(.):150516897-150538412	2.7708
NM_207046	chr1(.):150589598-150606609	0.8
NM_207047	chr1(.):150590753-150606609	0.8453
NR_036211	chr1(.):150519404-150529490	0.2621
NM_001197320	chr1(.):150542026-150557214	1.7301
NM_012432	chr1(.):150893814-150942220	0.1922
NM_001163258	chr1(.):150964300-150985854	0.5337
NM_181746	chr1(.):150932648-150952440	0.9705
NR_026977	chr1(.):150893824-150922797	0.2498
NM_003568	chr1(.):150949498-150973114	0.4164
NM_001163260	chr1(.):150964300-150984273	0.5649
NM_001040217	chr1(.):150964300-150984385	0.5625
NM_005620	chr1(.):151999981-152014511	2.4494
NM_002966	chr1(.):151950385-151971714	0.142
NM_001008536	chr1(.):152051619-152066540	0.1013
NM_052891	chr1(.):153265337-153288194	0.1089
NM_005621	chr1(.):153341183-153353075	0.0868
NM_020393	chr1(.):153297596-153326022	1.1033
NM_002965	chr1(.):153325329-153338503	0.1162
NM_002964	chr1(.):153357507-153368549	0.1036
NM_014437	chr1(.):153926587-153945188	1.1753
NM_130898	chr1(.):153935396-153951832	1.2468
NM_181715	chr1(.):153915151-153936043	1.0308
NM_006694	chr1(.):153941744-153955451	0.6098
NM_002870	chr1(.):153949127-153963806	0.9727
NM_014856	chr1(.):153896976-153924154	0.3846
NM_001030	chr1(.):153958238-153969631	0.7687
NM_006556	chr1(.):154892207-154914484	2.1548
NM_005227	chr1(.):155031212-155047029	2.082
NM_001130041	chr1(.):154929773-154951959	2.4713
NM_001130040	chr1(.):154929773-154948223	2.7813
NM_201398	chr1(.):154950769-154970587	0.7771
NM_015872	chr1(.):154970111-154995999	3.159
NM_207196	chr1(.):155018761-155040252	1.4954
NM_001184892	chr1(.):154950769-154966488	0.8681
NM_018655	chr1(.):154961061-154971791	0.6703
NM_001143687	chr1(.):155001281-155028406	0.6984
NR_024163	chr1(.):154942117-154956725	2.6859
NM_144622	chr1(.):154986002-155011257	0.3589
NM_138300	chr1(.):154924501-154939258	2.8139
NR_036212	chr1(.):154943168-154953259	2.695
NM_198883	chr1(.):155173489-155188624	0.67
NM_004428	chr1(.):155095348-155112386	0.9852
NM_007112	chr1(.):155160378-155182690	1.3571
NM_001122837	chr1(.):155103287-155116334	1.2896
NR_030281	chr1(.):155159967-155170063	2.039
NM_001005742	chr1(.):155199238-155219653	0.4944
NM_003993	chr1(.):155227658-155248281	1.0637
NM_181871	chr1(.):155254083-155275792	0.1577
NM_198264	chr1(.):155211995-155230274	0.7207
NM_052837	chr1(.):155220771-155237195	0.7061
NM_020897	chr1(.):155242373-155264638	0.6583
NM_001171812	chr1(.):155199238-155216066	0.5652
NM_000157	chr1(.):155199238-155216069	0.5651
NM_001135821	chr1(.):155273704-155295457	1.5462
NM_002004	chr1(.):155273538-155295457	1.5355
NM_005698	chr1(.):155220769-155237195	0.7063
NM_000298	chr1(.):155254083-155276225	0.1607
NM_006912	chr1(.):155862600-155886177	0.2755
NM_001162384	chr1(.):155911629-155953336	2.6602
NM_181885	chr1(.):155906479-155917625	3.126
NM_004723	chr1(.):155911629-155952966	2.676
NM_014949	chr1(.):155877835-155909188	0.5633
NR_002974	chr1(.):155884699-155894833	0.1609
NR_003005	chr1(.):155890748-155900877	0.1679
NM_001093725	chr1(.):156036803-156056789	0.215
NM_003145	chr1(.):155973838-155995758	0.6776
NM_198406	chr1(.):156208208-156222792	0.2192
NM_014655	chr1(.):156158729-156187587	0.733
NM_007221	chr1(.):156177783-156214833	1.0457
NM_022367	chr1(.):156118321-156152542	0.5759
NM_001193302	chr1(.):156118368-156152542	0.576
NM_199173	chr1(.):156206950-156218112	0.2074
NM_024897	chr1(.):156208206-156222843	0.2203
NM_001193301	chr1(.):156114734-156152542	0.6248
NM_005920	chr1(.):156428518-156475529	4.703
NM_006365	chr1(.):156369054-156404184	0.1116
NM_198427	chr1(.):156606739-156628264	0.2324
NM_021817	chr1(.):156584085-156600517	0.178
NM_021948	chr1(.):156606739-156634320	2.7627
NM_004494	chr1(.):156706898-156726543	4.5914
NM_001126051	chr1(.):156706898-156727024	4.4863
NM_001126050	chr1(.):156706898-156727240	4.4396
NM_030980	chr1(.):156687412-156702705	1.7298
NM_001878	chr1(.):156664407-156680375	0.3694
NM_001142560	chr1(.):156693262-156711752	1.9213
NM_145729	chr1(.):156702093-156715923	1.5631
NM_006617	chr1(.):156633555-156652189	1.9736
NM_003564	chr1(.):159882902-159900284	0.8252
NM_001013661	chr1(.):159819105-159837447	0.1637
NM_012337	chr1(.):159837153-159874906	0.1924
NM_001146172	chr1(.):159916281-159929044	0.0932
NM_001778	chr1(.):160643535-160686585	1.21
NM_003037	chr1(.):160574890-160622081	0.1751
NM_021181	chr1(.):160704076-160729601	0.8784
NM_001039711	chr1(.):161085768-161107478	0.912
NM_016406	chr1(.):161118533-161133646	1.1848
NM_004550	chr1(.):161164104-161189184	0.38
NM_000309	chr1(.):161131180-161146010	0.6965
NM_001643	chr1(.):161187082-161198418	0.871
NM_003779	chr1(.):161136100-161152314	1.3531
NM_012475	chr1(.):161124253-161140516	0.8733
NM_001039712	chr1(.):161085768-161107256	0.9209
NM_032174	chr1(.):161190832-161205407	0.6839
NM_001166159	chr1(.):161166936-161189184	0.4126
NM_005099	chr1(.):161154537-161173845	1.0986
NM_004106	chr1(.):161180086-161194038	0.1524
NM_007240	chr1(.):161714580-161731952	0.4685
NM_003115	chr1(.):162526295-162574633	0.8885
NM_198053	chr1(.):167394876-167492847	0.8194
NM_003851	chr1(.):167505250-167528056	3.0491
NM_002021	chr1(.):171212662-171260113	0.5799
NM_001127181	chr1(.):173763687-173798777	0.5018
NM_001171182	chr1(.):173763687-173798270	0.5078
NM_001122770	chr1(.):173832492-173860774	0.7094
NR_003943	chr1(.):173830448-173840509	1.8679
NR_003942	chr1(.):173830772-173840853	1.8657
NR_003941	chr1(.):173831016-173841076	1.8717
NR_003940	chr1(.):173828970-173839041	1.7755
NR_003939	chr1(.):173829487-173839568	1.8114
NR_002579	chr1(.):173831811-173841883	1.8553
NR_003938	chr1(.):173828312-173838355	1.7349
NR_002750	chr1(.):173830105-173840166	1.8634
NR_002746	chr1(.):173828506-173838583	1.7531
NM_000488	chr1(.):173867941-173891516	0.0967
NR_003944	chr1(.):173829770-173839824	1.8356
NM_032522	chr1(.):173832492-173847778	1.231
NR_037605	chr1(.):173827385-173838079	1.5594
NR_002578	chr1(.):173828038-173842125	1.3797
NM_022371	chr1(.):179046111-179070129	1.5014
NM_021133	chr1(.):182537771-182561108	0.2055
NM_002928	chr1(.):182562757-182578548	0.9469
NM_001102450	chr1(.):182610791-182647067	0.1309
NR_036490	chr1(.):182579274-182590764	2.3472
NM_002922	chr1(.):192539856-192554159	0.7685
NM_001195216	chr1(.):197698138-197749623	0.6642
NM_005298	chr1(.):200837165-200848251	0.3504
NM_018265	chr1(.):200855638-200889864	1.309
NM_001142569	chr1(.):200858998-200889864	1.2201
NM_017596	chr1(.):200933519-200997828	0.3939
NR_034150	chr1(.):203262885-203279453	2.5497
NM_003465	chr1(.):203180206-203203860	0.0965
NM_006763	chr1(.):203269663-203283729	1.8832
NM_002023	chr1(.):203304751-203325289	0.1254
NM_014858	chr1(.):205192037-205247471	1.0406
NM_006893	chr1(.):206759973-206790904	0.2143
NM_182665	chr1(.):206725491-206767616	2.1464
NM_000572	chr1(.):206935947-206950839	0.7893
NM_013371	chr1(.):206997221-207021325	0.2381
NM_153758	chr1(.):206967214-207021324	0.4449
NM_020997	chr1(.):226068981-226081836	1.0373
NM_001172425	chr1(.):226119297-226134083	2.3233
NM_013328	chr1(.):226102579-226116965	0.7573
NM_181441	chr1(.):228289379-228302013	0.9542
NR_037415	chr1(.):228279963-228290042	0.1418
NM_001024227	chr1(.):228265850-228291913	0.9141
NM_001024226	chr1(.):228265360-228291913	0.8979
NM_024319	chr1(.):228283427-228296022	0.4768
NM_001159390	chr1(.):228322928-228341655	0.4751
NR_002834	chr1(.):228775656-228793159	0.5211
NM_002245	chr1(.):233744749-233813258	0.7992
NM_182972	chr1(.):234735014-234750271	3.4397
NR_033927	chr1(.):234760056-234775526	0.0772
NM_001145873	chr2(.):87006727-87040519	0.2528
NM_015488	chr2(.):219130114-219216516	0.2892
NM_001012514	chr2(.):231724620-231748963	1.1787
NM_005336	chr2(.):242161678-242260254	0.2336
NM_145693	chr2(.):11881739-11972533	0.5769
NM_170672	chr2(.):33656415-33794798	0.5071
NM_005813	chr2(.):37472645-37549222	0.6034
NM_001083953	chr2(.):43452974-43828113	0.3568
NM_022065	chr2(.):43452974-43828185	0.3568
NR_036586	chr2(.):65123973-65164581	0.5293
NM_144563	chr2(.):88986175-89055452	0.3723
NM_004027	chr2(.):99056320-99212496	0.4175
NM_001566	chr2(.):99056320-99203284	0.4411
NM_003581	chr2(.):106356519-106515730	0.1894
NM_001198759	chr2(.):160620138-160766267	0.221
NM_002349	chr2(.):160654867-160766267	0.2715
NM_001077269	chr2(.):175419301-175552627	0.5033
NM_004226	chr2(.):196993306-197041336	0.3719
NM_001228	chr2(.):202093165-202157434	0.6014
NM_003879	chr2(.):201975889-202034003	1.0195
NM_001127184	chr2(.):201975815-202011323	1.5679
NM_173822	chr2(.):201833440-201941392	0.1317
NM_033358	chr2(.):202093165-202151638	0.655
NM_001037631	chr2(.):204727508-204743683	1.1972
NM_001167608	chr2(.):227695670-227868923	0.0975
NM_001130849	chr2(.):231573262-231690790	0.1372
NM_016289	chr2(.):231572556-231690790	0.1369
NM_001137551	chr2(.):238595806-238695290	0.4817
NM_001137550	chr2(.):238531223-238695290	0.3246
NM_017844	chr2(.):241413838-241502405	0.1208
NM_001195381	chr2(.):241539824-241575676	0.0418
NM_005301	chr2(.):241559661-241575676	0.0413
NM_014808	chr2(.):242290663-242439256	0.1238
NM_003108	chr2(.):5827798-5846517	1.0472
NM_198256	chr2(.):11579500-11611297	0.1875
NM_033090	chr2(.):11677850-11737272	0.1669
NM_014668	chr2(.):11669241-11787912	0.1085
NM_148903	chr2(.):11675079-11733355	0.1687
NM_002997	chr2(.):20395557-20429927	2.4284
NM_001006946	chr2(.):20395557-20430194	2.4101
NM_004040	chr2(.):20641834-20654201	0.346
NM_015376	chr2(.):33733941-33794798	0.2693
NM_001139488	chr2(.):33696320-33794798	0.6616
NM_012413	chr2(.):37566752-37605465	2.7186
NM_006887	chr2(.):43444540-43458745	2.2645
NR_027251	chr2(.):43449349-43460994	1.8489
NM_002354	chr2(.):47591286-47619167	0.1039
NM_001193493	chr2(.):65210578-65256000	0.3674
NM_003038	chr2(.):65211494-65256000	0.3736
NM_006636	chr2(.):74420689-74447424	0.7077
NM_212552	chr2(.):74357527-74380039	0.1793
NM_018221	chr2(.):74378210-74410995	0.2831
NM_015425	chr2(.):86248450-86338278	0.5401
NR_026984	chr2(.):86242338-86255991	0.0912
NM_001768	chr2(.):87006727-87023837	0.0562
NM_172213	chr2(.):87037459-87094047	0.8889
NM_004931	chr2(.):87063688-87094047	1.4534
NR_015424	chr2(.):89060418-89111109	0.1766
NR_026875	chr2(.):97158382-97178846	0.1745
NM_212481	chr2(.):97197463-97223371	0.8249
NM_001004720	chr2(.):106463203-106515730	0.0408
NM_001144013	chr2(.):107016135-107089801	0.078
NM_004288	chr2(.):158266130-158305604	0.733
NM_003387	chr2(.):175419301-175504307	0.6869
NM_139266	chr2(.):191835262-191883976	0.5387
NM_007315	chr2(.):191828761-191883976	0.4878
NM_002491	chr2(.):201931461-201955473	0.3103
NM_001127183	chr2(.):201978386-202033841	1.0648
NM_032974	chr2(.):202042620-202099110	0.4695
NM_001230	chr2(.):202042620-202091383	0.4044
NM_033356	chr2(.):202120222-202157434	0.6842
NM_001080125	chr2(.):202117753-202157434	0.6804
NM_006139	chr2(.):204566197-204607557	0.7434
NM_152862	chr2(.):219076873-219124071	0.5097
NM_000634	chr2(.):219022567-219036716	0.0605
NM_001077194	chr2(.):219120737-219133582	0.1355
NM_005731	chr2(.):219077119-219124071	0.5122
NM_001087	chr2(.):219123851-219139893	0.2819
NM_017431	chr2(.):219682105-219701512	0.0582
NM_025216	chr2(.):219740254-219763651	2.9115
NM_006522	chr2(.):219719545-219743954	0.2476
NM_005544	chr2(.):227591032-227668506	0.4744
NM_005683	chr2(.):231767042-231794941	0.2241
NM_001099285	chr2(.):232568234-232583250	1.9987
NR_036052	chr2(.):232573023-232583105	1.5447
NM_004735	chr2(.):238595806-238679558	0.5603
NM_023083	chr2(.):241521132-241543526	0.8063
NM_001033575	chr2(.):241494470-241508431	1.1634
NM_018226	chr2(.):241503103-241523143	1.0773
NM_203346	chr2(.):242161678-242217301	0.0619
NM_001008492	chr2(.):242250280-242298441	0.4246
NM_001008491	chr2(.):242249722-242298441	0.4281
NR_031662	chr3(.):99268152-99722059	0.1209
NM_181780	chr3(.):112177812-112223408	0.5036
NM_003571	chr3(.):133113789-133199056	0.7759
NM_207294	chr3(.):152012193-152188569	0.1605
NM_021038	chr3(.):151980828-152188568	0.2778
NM_001135095	chr3(.):171753343-172123492	0.1875
NM_022763	chr3(.):171752417-172123492	0.1874
NM_181361	chr3(.):178249223-178567217	0.1096
NM_001134382	chr3(.):12933718-13119617	0.2406
NM_024923	chr3(.):13352736-13466809	0.4254
NM_014869	chr3(.):12933718-13013960	0.0442
NM_144636	chr3(.):14148576-14171371	1.0754
NM_182666	chr3(.):23842438-23937807	0.241
NM_001123396	chr3(.):46390234-46405868	0.6776
NM_007114	chr3(.):69063977-69106484	0.1171
NM_020351	chr3(.):99352453-99520158	0.0615
NM_001185106	chr3(.):111388522-111570294	0.1636
NM_001134437	chr3(.):111446326-111700364	0.0697
NM_001004196	chr3(.):112046915-112086658	0.1213
NM_183061	chr3(.):111854751-112018074	0.1691
NM_002213	chr3(.):124476794-124611144	0.3072
NM_001001487	chr3(.):130608433-130740555	0.1189
NM_001199181	chr3(.):130564368-130727046	0.2496
NM_001199180	chr3(.):130564368-130740555	0.2362
NM_001199179	chr3(.):130607834-130727046	0.1239
NM_001001485	chr3(.):130607858-130740555	0.1189
NM_001199184	chr3(.):130607904-130727046	0.124
NM_014382	chr3(.):130608291-130727046	0.124
NM_001134422	chr3(.):133287433-133314118	0.8112
NM_001134423	chr3(.):133288300-133314118	0.8358
NM_001080412	chr3(.):141038054-141173632	1.3712
NM_173653	chr3(.):142979063-143572373	0.1417
NM_016275	chr3(.):150316065-150353234	0.6924
NM_005067	chr3(.):150453909-150486263	0.6911
NM_001193283	chr3(.):156539147-156648045	0.1106
NM_001004316	chr3(.):156539095-156768918	0.0956
NM_001190242	chr3(.):159969773-160106554	0.0547
NM_001190241	chr3(.):159969773-160122320	0.1761
NM_024665	chr3(.):176733541-176920048	0.3405
NM_005832	chr3(.):178271617-178567217	0.0985
NM_130446	chr3(.):183200318-183278499	0.5803
NM_178496	chr3(.):192509604-192640950	0.3189
NM_024334	chr3(.):14161439-14190180	0.7501
NM_194293	chr3(.):39219706-39239077	0.2714
NM_001198621	chr3(.):39219705-39239085	0.2719
NM_001295	chr3(.):46238199-46254832	1.4876
NM_001837	chr3(.):46278871-46313197	0.068
NM_003965	chr3(.):46443720-46456014	0.1655
NM_001199149	chr3(.):46472495-46510161	0.0968
NM_002343	chr3(.):46472495-46511598	0.0961
NM_001100168	chr3(.):46406632-46422697	0.2956
NM_001130910	chr3(.):46444048-46456014	0.1675
NM_198195	chr3(.):69098880-69134524	0.5706
NM_006407	chr3(.):69129089-69160239	1.4522
NM_198271	chr3(.):69151038-69176746	0.3394
NR_036087	chr3(.):69093108-69103186	0.3126
NM_153182	chr3(.):97655660-97696295	0.2994
NM_001105580	chr3(.):97700526-97758831	0.3787
NM_032778	chr3(.):97655660-97696224	0.2996
NM_006100	chr3(.):98446571-98518236	0.4741
NR_033434	chr3(.):124444212-124473119	0.1329
NM_001127196	chr3(.):128881657-128907810	0.6082
NM_020701	chr3(.):128841258-128885073	0.2513
NR_027898	chr3(.):129926662-129997649	0.0542
NM_001145417	chr3(.):135862759-135918310	0.4382
NM_018133	chr3(.):135862759-135919688	0.4302
NM_001184721	chr3(.):148704194-148750456	0.4727
NM_032025	chr3(.):150259573-150308803	0.2874
NM_014445	chr3(.):150254779-150269428	0.5985
NR_027037	chr3(.):151975404-151992415	1.0133
NR_003284	chr3(.):156522059-156534810	0.5936
NR_034008	chr3(.):156802669-156823924	1.7034
NR_034007	chr3(.):156794455-156845791	0.797
NM_020307	chr3(.):156860585-156883482	0.8737
NM_173084	chr3(.):160148290-160172626	0.4281
NR_029663	chr3(.):160117375-160127473	1.7426
NM_005496	chr3(.):160113346-160157741	0.5217
NM_001002800	chr3(.):160112429-160157741	0.5132
NR_029525	chr3(.):160117532-160127613	1.6399
NM_144571	chr4(.):78629540-78745544	0.3743
NM_198281	chr4(.):90160428-90234161	1.6569
NM_001102406	chr4(.):113213498-113368764	0.1573
NM_018699	chr4(.):121610928-121849013	0.4952
NM_024605	chr4(.):148648452-148998927	0.2038
NM_001042424	chr4(.):1868122-1988934	0.2032
NM_006527	chr4(.):1689526-1719030	0.3755
NM_133330	chr4(.):1889508-1988930	0.0884
NM_012318	chr4(.):1808205-1862974	0.4872
NM_001136570	chr4(.):77167852-77209929	0.1375
NM_198892	chr4(.):79692531-79838341	0.3002
NM_001166693	chr4(.):87851153-88067206	0.4167
NM_001130721	chr4(.):110965228-111124771	0.4837
NM_024090	chr4(.):110965228-111124820	0.4836
NM_024900	chr4(.):129725778-129790787	0.6233
NM_199320	chr4(.):129725778-129801379	0.5505
NM_057175	chr4(.):140217675-140316935	0.3108
NM_002039	chr4(.):144252982-144400718	0.3718
NM_001130686	chr4(.):156582861-156637533	0.4726
NM_001130682	chr4(.):156582861-156658501	0.3659
NM_001130684	chr4(.):156583814-156658501	0.3684
NM_001130683	chr4(.):156583148-156663214	0.3481
NM_001130685	chr4(.):156583148-156658501	0.3664
NM_001130687	chr4(.):156582861-156648385	0.4084
NM_012464	chr4(.):166789409-167029993	0.1427
NM_153343	chr4(.):185004858-185144114	0.0769
NM_002199	chr4(.):185303875-185400726	1.5591
NM_031953	chr4(.):186126283-186290120	0.4439
NM_001013622	chr4(.):1636607-1690718	0.2078
NM_001174070	chr4(.):1636607-1690988	0.2074
NM_001163213	chr4(.):1790038-1815599	0.9145
NM_001127266	chr4(.):1712678-1728084	1.2483
NM_006342	chr4(.):1718265-1751897	0.4293
NM_133334	chr4(.):1897352-1955545	0.0934
NM_001159601	chr4(.):13364346-13490989	0.2378
NR_034054	chr4(.):13522942-13538041	0.0519
NM_031889	chr4(.):71489460-71517536	0.4295
NM_144646	chr4(.):71516257-71537348	3.9267
NM_020368	chr4(.):71549195-71561268	1.5156
NM_014961	chr4(.):71582695-71664274	0.1514
NM_001130709	chr4(.):71565653-71660614	0.301
NM_002993	chr4(.):74697272-74709477	0.0913
NM_002620	chr4(.):74714012-74725198	0.0938
NM_017426	chr4(.):77030816-77074655	0.2549
NM_005506	chr4(.):77074893-77140035	0.8356
NM_003943	chr4(.):77222676-77237283	2.249
NM_020236	chr4(.):78778804-78878944	0.1949
NM_017593	chr4(.):79692531-79805594	0.3611
NM_144645	chr4(.):87792357-87818575	0.1689
NM_003998	chr4(.):103417485-103543459	0.4129
NM_025212	chr4(.):105388342-105417467	1.9672
NM_017700	chr4(.):106468776-106557837	0.3344
NM_018569	chr4(.):113147894-113196211	0.3438
NM_052864	chr4(.):113191781-113212059	2.0284
NM_001184988	chr4(.):140206070-140228705	1.1664
NM_001184986	chr4(.):140206070-140227364	1.2332
NM_002494	chr4(.):140206070-140227388	1.2319
NM_032623	chr4(.):140182316-140206492	0.1623
NM_138364	chr4(.):148554533-148610280	0.1475
NM_018409	chr4(.):186280031-186305152	0.6727
NM_181726	chr4(.):186312839-186326390	0.6913
NM_015071	chr5(.):142145291-142613572	0.2515
NM_001044	chr5(.):1387904-1450543	0.0548
NM_001164440	chr5(.):10559434-10662928	0.4345
NM_007118	chr5(.):14138828-14514458	0.1839
NM_016279	chr5(.):26875708-27043689	0.2094
NM_001040446	chr5(.):32222110-32318114	0.3876
NM_024669	chr5(.):55390506-55534186	0.8552
NM_012081	chr5(.):95215801-95302775	0.5045
NM_001077654	chr5(.):118599417-118735294	0.311
NM_003060	chr5(.):131700400-131736306	0.1166
NM_001020825	chr5(.):142652495-142788254	0.2404
NM_001018076	chr5(.):142652495-142789045	0.2394
NM_001018075	chr5(.):142652495-142820077	0.2065
NM_138379	chr5(.):156341292-156395266	0.4054
NM_198567	chr5(.):175660369-175777990	0.0642
NM_001167579	chr5(.):176806431-176822514	0.0386
NM_022455	chr5(.):176555832-176732214	0.1718
NM_172349	chr5(.):176555079-176732214	0.1715
NM_002406	chr5(.):180212540-180235048	0.3691
NM_001114619	chr5(.):180212540-180235902	0.3586
NM_001114618	chr5(.):180212540-180241817	0.5359
NM_001114617	chr5(.):180212540-180242137	0.5312
NM_145265	chr5(.):199874-223297	0.9763
NM_001080478	chr5(.):186625-200468	1.54
NM_004168	chr5(.):213355-261814	0.6253
NM_013232	chr5(.):266735-320089	0.6152
NM_033120	chr5(.):1004167-1043925	0.9932
NM_001193376	chr5(.):1248286-1300162	0.249
NM_030782	chr5(.):1312999-1350002	2.5142
