GENE_ID	locusLine	bin_1_43_0EXV_0229Kronos_MM1S-KB-24hr-1_Input_hs_i87.bam
NM_002249	chr1(.):154674914-154847754	0.1791
NM_170782	chr1(.):154674914-154837338	0.1784
NM_005572	chr1(.):156079460-156112657	0.1867
NM_170708	chr1(.):156079460-156114878	0.1871
NM_005973	chr1(.):156732273-156775609	0.1789
NM_007348	chr1(.):161731083-161933852	0.1715
NM_014412	chr1(.):174963891-174986163	0.2263
NM_014857	chr1(.):174123633-174932327	0.1446
NM_001035230	chr1(.):174839683-174932327	0.1458
NM_001007214	chr1(.):174963570-174986163	0.2236
NM_015149	chr1(.):183600207-183902666	0.1781
NM_025191	chr1(.):184654624-184729041	0.1905
NM_144977	chr1(.):197516384-197749623	0.1694
NM_001195215	chr1(.):197468878-197749623	0.1678
NM_014827	chr1(.):203759750-203828256	0.1561
NM_015375	chr1(.):205106630-205185727	0.1608
NM_182663	chr1(.):206675878-206767616	0.1876
NM_001193338	chr1(.):207071630-207100235	0.2207
NM_005449	chr1(.):207071630-207100378	0.2203
NM_006147	chr1(.):209956261-209984479	0.1763
NM_001143962	chr1(.):223709971-223858436	0.082
NM_002221	chr1(.):226814390-226931876	0.1906
NM_004481	chr1(.):230197955-230422875	0.1734
NM_001010926	chr1(.):2455183-2466684	0.1011
NR_026927	chr1(.):2476358-2489284	0.1662
NM_018216	chr1(.):2434974-2463035	0.0724
NM_001195741	chr1(.):2513188-2527908	0.0909
NR_036638	chr1(.):2512898-2527908	0.0899
NM_001229	chr1(.):15813768-15855940	0.1109
NM_032996	chr1(.):15813768-15856285	0.1104
NM_024758	chr1(.):15894151-15916605	0.1279
NM_032341	chr1(.):15938952-15992552	0.121
NM_017707	chr1(.):23750055-23815750	0.098
NM_002167	chr1(.):23879408-23891322	0.1867
NR_027042	chr1(.):23948823-23972056	0.1377
NM_021258	chr1(.):24441260-24474611	0.0956
NR_027087	chr1(.):24521729-24543180	0.1629
NM_001199013	chr1(.):24678488-24745262	0.1356
NM_001199012	chr1(.):24678488-24746587	0.1359
NM_015484	chr1(.):25543766-25564013	0.1374
NM_001127691	chr1(.):25593980-25661936	0.1092
NM_020317	chr1(.):25563739-25578985	0.1637
NM_001006665	chr1(.):26867342-26906520	0.1104
NR_031740	chr1(.):26876032-26886084	0.0744
NM_017837	chr1(.):27109485-27129887	0.1502
NM_006015	chr1(.):27017521-27113601	0.1472
NM_018066	chr1(.):27200872-27221869	0.1178
NM_032283	chr1(.):27148200-27187211	0.1281
NM_006142	chr1(.):27184632-27195947	0.152
NM_014280	chr1(.):28521789-28564542	0.1184
NM_016311	chr1(.):28557610-28569611	0.1495
NM_001164721	chr1(.):28468676-28525447	0.1091
NM_001164722	chr1(.):28468676-28525437	0.1091
NM_031459	chr1(.):28581005-28614002	0.1095
NR_024127	chr1(.):28900049-28913366	0.175
NM_152304	chr1(.):28913711-28926088	0.1314
NM_001193532	chr1(.):28914006-28926088	0.1306
NR_003035	chr1(.):28902431-28912565	0.1865
NR_002987	chr1(.):28901275-28911405	0.1931
NR_003109	chr1(.):28874528-28910057	0.1414
NR_002976	chr1(.):28901892-28912024	0.1899
NR_003077	chr1(.):28900254-28910334	0.1958
NM_006762	chr1(.):31200314-31235683	0.1991
NM_005202	chr1(.):36555843-36570850	0.1121
NM_018067	chr1(.):36616802-36651441	0.1179
NM_014408	chr1(.):36597172-36620067	0.1474
NM_022756	chr1(.):37953175-37985364	0.1237
NM_025079	chr1(.):37935118-37954978	0.1666
NR_002983	chr1(.):40028045-40038182	0.2119
NR_003929	chr1(.):39982951-40030370	0.1293
NM_001135653	chr1(.):40021484-40047521	0.1614
NM_001198979	chr1(.):40854016-40893998	0.1302
NM_001198978	chr1(.):40835304-40893998	0.1504
NM_001198980	chr1(.):40857471-40893998	0.1238
NM_022733	chr1(.):40834377-40893998	0.1491
NM_006516	chr1(.):43386045-43429847	0.1347
NR_033967	chr1(.):43419719-43454029	0.1092
NM_006004	chr1(.):46764379-46787447	0.1265
NM_006369	chr1(.):46739071-46774038	0.1299
NM_199044	chr1(.):46801389-46835690	0.1215
NM_001037339	chr1(.):66792792-66845262	0.1552
NM_001001933	chr1(.):75589118-75632218	0.1259
NM_006769	chr1(.):87789150-87819607	0.151
NM_004974	chr1(.):111140775-111153345	0.0476
NM_002232	chr1(.):111209309-111222655	0.092
NM_001025199	chr1(.):111767332-111791062	0.047
NM_001025197	chr1(.):111765280-111791062	0.0501
NM_024901	chr1(.):111724800-111748281	0.0579
NR_034126	chr1(.):112136628-112155940	0.0862
NM_007158	chr1(.):115254536-115305624	0.0686
NM_002524	chr1(.):115242077-115264515	0.0733
NM_001172626	chr1(.):115210719-115243239	0.0727
NM_001130523	chr1(.):115254537-115305671	0.0686
NM_017709	chr1(.):118143603-118176011	0.1315
NR_037182	chr1(.):144671436-144685025	0.1601
NM_001002811	chr1(.):144885590-144937032	0.2615
NM_032305	chr1(.):145451235-145475387	0.2657
NM_202004	chr1(.):145408190-145422545	0.1553
NM_006472	chr1(.):145433461-145447628	0.2824
NM_001039888	chr1(.):145465507-145480647	0.2526
NM_005105	chr1(.):145502637-145516444	0.2353
NM_001161334	chr1(.):149749244-149788928	0.1564
NM_001034077	chr1(.):149799220-149809616	0.2411
NM_001005464	chr1(.):149807258-149817765	0.2587
NM_001040874	chr1(.):149808784-149819318	0.2597
NM_001123375	chr1(.):149779779-149790236	0.195
NM_000566	chr1(.):149749249-149769074	0.1419
NM_016074	chr1(.):149866154-149877348	0.1911
NM_003528	chr1(.):149851009-149863232	0.3147
NM_003517	chr1(.):149853524-149863961	0.3517
NM_175065	chr1(.):149854018-149864466	0.3462
NR_036461	chr1(.):149816758-149827340	0.2558
NM_001040874	chr1(.):149817627-149828161	0.2595
NM_001005464	chr1(.):149819180-149829687	0.2515
NM_001034077	chr1(.):149827329-149837725	0.1985
NM_016274	chr1(.):150117169-150136825	0.1803
NM_019032	chr1(.):150516897-150538412	0.24
NM_207046	chr1(.):150589598-150606609	0.2334
NR_036211	chr1(.):150519404-150529490	0.1541
NM_001197320	chr1(.):150542026-150557214	0.2501
NM_053055	chr1(.):151841059-151887113	0.1713
NM_005620	chr1(.):151999981-152014511	0.2562
NM_002966	chr1(.):151950385-151971714	0.1886
NM_001008536	chr1(.):152051619-152066540	0.1375
NM_014437	chr1(.):153926587-153945188	0.279
NM_130898	chr1(.):153935396-153951832	0.2832
NM_181715	chr1(.):153915151-153936043	0.2379
NM_006694	chr1(.):153941744-153955451	0.209
NM_002870	chr1(.):153949127-153963806	0.2161
NM_014856	chr1(.):153896976-153924154	0.1767
NM_001030	chr1(.):153958238-153969631	0.2163
NM_006556	chr1(.):154892207-154914484	0.2044
NM_001130041	chr1(.):154929773-154951959	0.2535
NM_001130040	chr1(.):154929773-154948223	0.2661
NM_201398	chr1(.):154950769-154970587	0.1767
NM_015872	chr1(.):154970111-154995999	0.2038
NM_207196	chr1(.):155018761-155040252	0.2127
NM_001184892	chr1(.):154950769-154966488	0.1762
NM_018655	chr1(.):154961061-154971791	0.1685
NM_001143687	chr1(.):155001281-155028406	0.1872
NR_024163	chr1(.):154942117-154956725	0.2816
NM_144622	chr1(.):154986002-155011257	0.1681
NM_138300	chr1(.):154924501-154939258	0.2905
NR_036212	chr1(.):154943168-154953259	0.2841
NM_001018017	chr1(.):155153299-155167700	0.1544
NM_198883	chr1(.):155173489-155188624	0.186
NM_007112	chr1(.):155160378-155182690	0.1771
NR_030281	chr1(.):155159967-155170063	0.1557
NM_001005742	chr1(.):155199238-155219653	0.1753
NM_003993	chr1(.):155227658-155248281	0.2222
NM_181871	chr1(.):155254083-155275792	0.1292
NM_198264	chr1(.):155211995-155230274	0.2086
NM_052837	chr1(.):155220771-155237195	0.2131
NM_020897	chr1(.):155242373-155264638	0.1613
NM_001171812	chr1(.):155199238-155216066	0.1831
NM_000157	chr1(.):155199238-155216069	0.1831
NM_001135821	chr1(.):155273704-155295457	0.2098
NM_002004	chr1(.):155273538-155295457	0.2084
NM_005698	chr1(.):155220769-155237195	0.213
NM_000298	chr1(.):155254083-155276225	0.1307
NM_006912	chr1(.):155862600-155886177	0.1597
NM_001162384	chr1(.):155911629-155953336	0.2195
NM_181885	chr1(.):155906479-155917625	0.221
NM_004723	chr1(.):155911629-155952966	0.2194
NM_014949	chr1(.):155877835-155909188	0.1979
NR_002974	chr1(.):155884699-155894833	0.1625
NR_003005	chr1(.):155890748-155900877	0.1548
NM_020131	chr1(.):156000091-156028516	0.1771
NM_001093725	chr1(.):156036803-156056789	0.1478
NM_020387	chr1(.):156025965-156045295	0.1437
NM_001145264	chr1(.):156019516-156033301	0.2058
NM_003145	chr1(.):155973838-155995758	0.1838
NM_198406	chr1(.):156208208-156222792	0.1409
NM_014655	chr1(.):156158729-156187587	0.261
NM_007221	chr1(.):156177783-156214833	0.2291
NM_022367	chr1(.):156118321-156152542	0.2251
NM_001193302	chr1(.):156118368-156152542	0.225
NM_199173	chr1(.):156206950-156218112	0.1558
NM_024897	chr1(.):156208206-156222843	0.1409
NM_001193301	chr1(.):156114734-156152542	0.2238
NM_005920	chr1(.):156428518-156475529	0.2164
NM_198427	chr1(.):156606739-156628264	0.1545
NM_021817	chr1(.):156584085-156600517	0.1644
NM_021948	chr1(.):156606739-156634320	0.1951
NM_004494	chr1(.):156706898-156726543	0.2426
NM_001126051	chr1(.):156706898-156727024	0.2411
NM_001126050	chr1(.):156706898-156727240	0.2399
NM_030980	chr1(.):156687412-156702705	0.2041
NM_001878	chr1(.):156664407-156680375	0.1314
NM_001142560	chr1(.):156693262-156711752	0.2283
NM_145729	chr1(.):156702093-156715923	0.1989
NM_006617	chr1(.):156633555-156652189	0.1633
NR_001560	chr1(.):157093153-157103463	0.1781
NM_005240	chr1(.):157097975-157113177	0.2234
NM_001145312	chr1(.):157089458-157113383	0.1977
NM_004833	chr1(.):159027274-159051647	0.2304
NM_001184879	chr1(.):160505883-160554306	0.1617
NM_001778	chr1(.):160643535-160686585	0.2697
NM_003037	chr1(.):160574890-160622081	0.1907
NM_021181	chr1(.):160704076-160729601	0.2413
NM_001077470	chr1(.):161194455-161213000	0.1921
NM_001039711	chr1(.):161085768-161107478	0.2083
NM_016406	chr1(.):161118533-161133646	0.2206
NM_004550	chr1(.):161164104-161189184	0.2135
NM_000309	chr1(.):161131180-161146010	0.2105
NM_001643	chr1(.):161187082-161198418	0.2395
NM_003779	chr1(.):161136100-161152314	0.2343
NM_012475	chr1(.):161124253-161140516	0.2262
NM_001039712	chr1(.):161085768-161107256	0.2102
NM_032174	chr1(.):161190832-161205407	0.2063
NM_001166159	chr1(.):161166936-161189184	0.22
NM_005099	chr1(.):161154537-161173845	0.2392
NM_004106	chr1(.):161180086-161194038	0.1987
NM_007240	chr1(.):161714580-161731952	0.1672
NR_030284	chr1(.):168339761-168349859	0.1567
NR_033186	chr1(.):178506930-178523024	0.1815
NM_016545	chr1(.):181052637-181064979	0.2268
NM_002927	chr1(.):192600281-192634389	0.1365
NM_002922	chr1(.):192539856-192554159	0.269
NM_001195216	chr1(.):197698138-197749623	0.1983
NM_005298	chr1(.):200837165-200848251	0.1375
NM_018265	chr1(.):200855638-200889864	0.178
NM_001142569	chr1(.):200858998-200889864	0.1731
NM_017596	chr1(.):200933519-200997828	0.1654
NR_034150	chr1(.):203262885-203279453	0.3491
NM_003465	chr1(.):203180206-203203860	0.1495
NM_006763	chr1(.):203269663-203283729	0.3205
NM_002023	chr1(.):203304751-203325289	0.1764
NR_003019	chr1(.):203693708-203703833	0.1422
NM_001136190	chr1(.):203729283-203750480	0.2095
NM_001174108	chr1(.):203761650-203774590	0.1916
NM_002646	chr1(.):204386757-204464474	0.1626
NM_002393	chr1(.):204480510-204532248	0.2161
NM_014858	chr1(.):205192037-205247471	0.2077
NM_018203	chr1(.):205300647-205331039	0.1679
NM_030952	chr1(.):205266190-205295883	0.2021
NM_000707	chr1(.):206219282-206236482	0.1691
NM_001007544	chr1(.):206233871-206293647	0.2077
NM_148964	chr1(.):206312458-206337104	0.1132
NM_006893	chr1(.):206759973-206790904	0.1684
NM_182665	chr1(.):206725491-206767616	0.2178
NM_000572	chr1(.):206935947-206950839	0.2318
NM_013371	chr1(.):206997221-207021325	0.1887
NM_001185157	chr1(.):207065787-207082484	0.1444
NM_153758	chr1(.):206967214-207021324	0.1952
NM_018724	chr1(.):207034153-207047568	0.1629
NM_002644	chr1(.):207096866-207124811	0.1908
NM_001170631	chr1(.):207126311-207148970	0.1449
NR_026817	chr1(.):207986723-208000941	0.2478
NR_029832	chr1(.):207970196-207980284	0.1988
NR_029518	chr1(.):207970787-207980868	0.2049
NM_152485	chr1(.):209950661-209962890	0.195
NM_005525	chr1(.):209873190-209913295	0.1593
NM_025228	chr1(.):209924393-209960668	0.2306
NM_183059	chr1(.):211644863-211671259	0.1552
NM_021194	chr1(.):211743380-211757099	0.2961
NM_001748	chr1(.):223895118-223968720	0.1751
NM_001146068	chr1(.):223884294-223968720	0.1742
NM_001136018	chr1(.):225992796-226038262	0.1548
NM_000120	chr1(.):226008001-226038262	0.1582
NM_020997	chr1(.):226068981-226081836	0.1643
NM_014698	chr1(.):226028232-226075420	0.2103
NM_013328	chr1(.):226102579-226116965	0.1353
NM_181441	chr1(.):228289379-228302013	0.2532
NR_037415	chr1(.):228279963-228290042	0.1712
NM_001024227	chr1(.):228265850-228291913	0.2368
NM_001024226	chr1(.):228265360-228291913	0.2343
NM_024319	chr1(.):228283427-228296022	0.1951
NM_001159390	chr1(.):228322928-228341655	0.146
NM_182972	chr1(.):234735014-234750271	0.2984
NR_033927	chr1(.):234760056-234775526	0.1448
NM_030645	chr1(.):249099650-249125154	0.2164
NM_024836	chr1(.):249127529-249148714	0.1945
NM_001136036	chr1(.):249139202-249158125	0.2197
NM_001193328	chr1(.):249139202-249158315	0.2189
NR_036070	chr1(.):249115575-249125642	0.2647
NM_015535	chr2(.):201165603-201351986	0.1255
NM_001100422	chr2(.):201165984-201351986	0.1255
NM_001100423	chr2(.):201166355-201351986	0.1255
NM_134421	chr2(.):10438825-10572743	0.1181
NM_002149	chr2(.):10438039-10572743	0.1183
NM_014600	chr2(.):31451879-31496260	0.0923
NM_001083590	chr2(.):27250773-27269565	0.1174
NM_020458	chr2(.):47163312-47308275	0.126
NR_033872	chr2(.):70184394-70319147	0.1102
NM_032827	chr2(.):85975908-86023506	0.1073
NR_015395	chr2(.):112119590-112257692	0.1363
NR_024373	chr2(.):112181885-112257692	0.1612
NM_001099289	chr2(.):109740996-110267207	0.0926
NM_020760	chr2(.):197058976-197462335	0.1149
NM_015488	chr2(.):219130114-219216516	0.1181
NM_022152	chr2(.):219133916-219162280	0.1624
NM_001012514	chr2(.):231724620-231748963	0.076
NM_145693	chr2(.):11881739-11972533	0.1386
NM_183360	chr2(.):25595111-25901503	0.1153
NM_170672	chr2(.):33656415-33794798	0.1262
NM_005813	chr2(.):37472645-37549222	0.173
NM_005633	chr2(.):39203689-39352604	0.1128
NM_019063	chr2(.):42391489-42564688	0.1183
NM_024766	chr2(.):44584042-45004729	0.105
NM_012249	chr2(.):46764866-46816827	0.1381
NM_014755	chr2(.):64853754-64886046	0.1692
NR_036586	chr2(.):65123973-65164581	0.1853
NM_002398	chr2(.):66657531-66804891	0.104
NR_027749	chr2(.):74705199-74726691	0.1256
NM_001164731	chr2(.):86436119-86569777	0.1078
NM_001100169	chr2(.):86366054-86427893	0.115
NM_003896	chr2(.):86061270-86121157	0.1343
NM_001164730	chr2(.):86436119-86570206	0.1078
NR_024204	chr2(.):87749973-87826030	0.148
NM_004836	chr2(.):88851258-88932094	0.1502
NM_144563	chr2(.):88986175-89055452	0.1213
NM_020151	chr2(.):96845602-96879573	0.1255
NM_004027	chr2(.):99056320-99212496	0.1585
NM_001566	chr2(.):99056320-99203284	0.1602
NM_003581	chr2(.):106356519-106515730	0.122
NM_001193483	chr2(.):109145856-109308702	0.1244
NM_001017927	chr2(.):120055019-120129258	0.1186
NM_002410	chr2(.):135006829-135211468	0.125
NM_024770	chr2(.):172168912-172296312	0.1237
NM_001077269	chr2(.):175419301-175552627	0.1292
NR_024415	chr2(.):192537797-192558248	0.1797
NM_001031716	chr2(.):192537860-192558248	0.1802
NM_004226	chr2(.):196993306-197041336	0.1627
NM_153697	chr2(.):197959194-198180521	0.1271
NM_001195144	chr2(.):197846385-198180521	0.121
NM_001228	chr2(.):202093165-202157434	0.1556
NM_003879	chr2(.):201975889-202034003	0.1501
NM_001127184	chr2(.):201975815-202011323	0.1651
NM_173822	chr2(.):201833440-201941392	0.1121
NM_033358	chr2(.):202093165-202151638	0.1611
NM_001037631	chr2(.):204727508-204743683	0.1148
NM_003709	chr2(.):207940528-208035614	0.1272
NM_001167608	chr2(.):227695670-227868923	0.1177
NM_022730	chr2(.):232646161-232678434	0.0654
NM_001017915	chr2(.):233920035-234121549	0.045
NM_005737	chr2(.):235396685-235410693	0.0675
NM_001137551	chr2(.):238595806-238695290	0.0632
NM_001137550	chr2(.):238531223-238695290	0.058
NM_017844	chr2(.):241413838-241502405	0.0525
NM_001195381	chr2(.):241539824-241575676	0.0435
NM_003108	chr2(.):5827798-5846517	0.0944
NM_002166	chr2(.):8817112-8829583	0.1483
NM_002997	chr2(.):20395557-20429927	0.1756
NM_001006946	chr2(.):20395557-20430194	0.1747
NM_004040	chr2(.):20641834-20654201	0.1357
NM_178553	chr2(.):27354714-27367332	0.1268
NM_007046	chr2(.):27296434-27314265	0.1592
NM_001166239	chr2(.):27318461-27346773	0.1071
NM_001166240	chr2(.):27317220-27346995	0.1096
NM_013388	chr2(.):27348624-27362542	0.1417
NM_006488	chr2(.):27304610-27328619	0.1279
NM_001035507	chr2(.):27269490-27287403	0.1368
NM_001166241	chr2(.):27317220-27338970	0.1053
NM_032604	chr2(.):27341656-27358680	0.1558
NM_175769	chr2(.):27366944-27380819	0.1498
NM_001134693	chr2(.):27288341-27299567	0.1479
NM_080592	chr2(.):27429898-27445046	0.1415
NM_001170795	chr2(.):27430218-27445046	0.1423
NM_004341	chr2(.):27435257-27471654	0.107
NM_021095	chr2(.):27417454-27440175	0.1323
NM_001145122	chr2(.):31390921-31445411	0.1113
NM_015376	chr2(.):33733941-33794798	0.1201
NM_001139488	chr2(.):33696320-33794798	0.1374
NM_012413	chr2(.):37566752-37605465	0.2245
NM_138370	chr2(.):42270160-42290668	0.0899
NM_006887	chr2(.):43444540-43458745	0.2377
NR_027251	chr2(.):43449349-43460994	0.1902
NM_080653	chr2(.):46733985-46752096	0.0928
NM_173074	chr2(.):46803412-46849251	0.1169
NM_014171	chr2(.):46839324-46857881	0.1322
NM_001171508	chr2(.):47124008-47173994	0.1341
NM_002354	chr2(.):47591286-47619167	0.0903
NR_033837	chr2(.):64407212-64437619	0.1411
NR_034023	chr2(.):64829445-64848616	0.1094
NM_001193493	chr2(.):65210578-65256000	0.1347
NM_003038	chr2(.):65211494-65256000	0.1338
NM_015147	chr2(.):65278494-65319142	0.1381
NM_181784	chr2(.):65532984-65664656	0.1204
NM_001128210	chr2(.):65532984-65598931	0.1056
NM_014882	chr2(.):68996932-69058957	0.1103
NM_001166277	chr2(.):68956912-69058957	0.1234
NM_014482	chr2(.):69087612-69103649	0.1004
NM_006196	chr2(.):70309584-70321334	0.2021
NR_024444	chr2(.):70346167-70357448	0.1817
NM_053050	chr2(.):74694108-74704927	0.131
NM_032779	chr2(.):74694958-74715357	0.146
NM_001146158	chr2(.):74683183-74697537	0.1644
NM_001015056	chr2(.):74647987-74672710	0.1216
NM_012477	chr2(.):74680576-74693010	0.1968
NM_001145054	chr2(.):74636302-74649844	0.1345
NM_001015055	chr2(.):74647987-74674060	0.1208
NM_031288	chr2(.):74677198-74690087	0.1672
NM_032118	chr2(.):74643884-74657882	0.1296
NM_016170	chr2(.):74736595-74749275	0.1063
NM_001009812	chr2(.):74719643-74735443	0.1243
NM_032673	chr2(.):74727169-74739821	0.1427
NR_024606	chr2(.):74724743-74737192	0.1363
NM_006433	chr2(.):85916413-85930875	0.1194
NM_198843	chr2(.):85879439-85900864	0.0952
NM_001042437	chr2(.):86061271-86099793	0.1289
NM_015425	chr2(.):86248450-86338278	0.1421
NM_017952	chr2(.):86328304-86374280	0.1196
NR_026984	chr2(.):86242338-86255991	0.1075
NM_145644	chr2(.):86421555-86445477	0.1373
NR_015424	chr2(.):89060418-89111109	0.1526
NM_001193304	chr2(.):96910945-96936751	0.1639
NM_001037228	chr2(.):96900976-96912701	0.1802
NM_004804	chr2(.):96926883-96944900	0.1514
NR_026875	chr2(.):97158382-97178846	0.1231
NM_212481	chr2(.):97197463-97223371	0.186
NM_001193484	chr2(.):109232701-109308702	0.1205
NM_001193485	chr2(.):109266266-109308702	0.117
NM_001193482	chr2(.):109218616-109308702	0.1251
NM_001193488	chr2(.):109199921-109308702	0.1309
NM_004987	chr2(.):109199766-109308702	0.1309
NM_002101	chr2(.):127408683-127459246	0.1153
NR_024275	chr2(.):135201959-135217192	0.1046
NM_004288	chr2(.):158266130-158305604	0.1763
NM_000210	chr2(.):173287313-173376181	0.1229
NM_003387	chr2(.):175419301-175504307	0.1414
NM_002491	chr2(.):201931461-201955473	0.1343
NM_001127183	chr2(.):201978386-202033841	0.1528
NM_032974	chr2(.):202042620-202099110	0.1683
NM_001230	chr2(.):202042620-202091383	0.1632
NM_033356	chr2(.):202120222-202157434	0.1468
NM_001080125	chr2(.):202117753-202157434	0.1465
NM_006139	chr2(.):204566197-204607557	0.1607
NR_036227	chr2(.):207969710-207979797	0.1035
NM_001077194	chr2(.):219120737-219133582	0.1258
NM_001087	chr2(.):219123851-219139893	0.1298
NM_022572	chr2(.):219182901-219216516	0.0956
NM_017431	chr2(.):219682105-219701512	0.0879
NM_025216	chr2(.):219740254-219763651	0.1823
NM_006522	chr2(.):219719545-219743954	0.1143
NM_005544	chr2(.):227591032-227668506	0.1205
NM_005683	chr2(.):231767042-231794941	0.0676
NM_001099285	chr2(.):232568234-232583250	0.0994
NM_002601	chr2(.):232592146-232650974	0.0589
NR_036052	chr2(.):232573023-232583105	0.0766
NR_031717	chr2(.):232751951-232762008	0.044
NM_005383	chr2(.):233892381-233904767	0.0431
NM_018218	chr2(.):234379164-234479236	0.0606
NM_004735	chr2(.):238595806-238679558	0.0644
NM_022817	chr2(.):239147678-239202207	0.0639
NR_026923	chr2(.):239135326-239147985	0.0604
NM_001142853	chr2(.):239141907-239153681	0.0569
NR_026926	chr2(.):239128753-239145318	0.0551
NM_023083	chr2(.):241521132-241543526	0.0559
NM_001033575	chr2(.):241494470-241508431	0.0829
NM_018226	chr2(.):241503103-241523143	0.0686
NM_014674	chr3(.):5224358-5266650	0.1678
NM_001195099	chr3(.):15703743-15803058	0.1109
NM_001195098	chr3(.):15703743-15844691	0.1189
NM_015199	chr3(.):15703743-15906053	0.1239
NM_002841	chr3(.):61542242-62285573	0.1032
NM_032682	chr3(.):70999735-71638140	0.1008
NM_001012505	chr3(.):71242033-71638140	0.0985
NM_003571	chr3(.):133113789-133199056	0.146
NM_207294	chr3(.):152012193-152188569	0.1327
NM_003471	chr3(.):155855750-156261927	0.1557
NM_021038	chr3(.):151980828-152188568	0.1379
NM_172159	chr3(.):156003775-156261927	0.1619
NM_172160	chr3(.):155833336-156261927	0.1554
NM_207015	chr3(.):174572110-175528428	0.1478
NM_001135095	chr3(.):171753343-172123492	0.1864
NM_022763	chr3(.):171752417-172123492	0.1866
NM_181361	chr3(.):178249223-178567217	0.1464
NR_004053	chr3(.):181323150-181464005	0.15
NM_001134382	chr3(.):12933718-13119617	0.1145
NM_024923	chr3(.):13352736-13466809	0.1144
NM_014869	chr3(.):12933718-13013960	0.093
NM_001184958	chr3(.):14711605-14819543	0.1191
NM_001134381	chr3(.):17193653-17746512	0.1027
NM_014744	chr3(.):17193653-17787399	0.1027
NM_001134380	chr3(.):17193653-17789240	0.103
NM_003884	chr3(.):20076523-20200896	0.1107
NM_182666	chr3(.):23842438-23937807	0.137
NM_001145293	chr3(.):25755434-25829989	0.1098
NM_001145294	chr3(.):25755434-25836530	0.1156
NM_001024847	chr3(.):30642993-30740633	0.1317
NM_001171172	chr3(.):39299984-39326930	0.1167
NM_001171171	chr3(.):39299984-39327764	0.1148
NM_001171174	chr3(.):39299984-39328226	0.1138
NM_001123396	chr3(.):46390234-46405868	0.1618
NM_001123041	chr3(.):46390234-46407413	0.1628
NM_006254	chr3(.):53190222-53231733	0.1289
NM_181042	chr3(.):52574367-52718739	0.1022
NM_018313	chr3(.):52574367-52724866	0.1048
NM_001128615	chr3(.):56756445-57118336	0.1094
NM_015541	chr3(.):66424220-66555845	0.1094
NM_007114	chr3(.):69063977-69106484	0.1199
NM_024548	chr3(.):101438493-101491181	0.121
NM_001009899	chr3(.):113362232-113420493	0.1032
NM_001690	chr3(.):113460865-113535905	0.1163
NM_002213	chr3(.):124476794-124611144	0.12
NM_001001487	chr3(.):130608433-130740555	0.1189
NM_001199181	chr3(.):130564368-130727046	0.1219
NM_001199180	chr3(.):130564368-130740555	0.1197
NM_001199179	chr3(.):130607834-130727046	0.1216
NM_001001485	chr3(.):130607858-130740555	0.1188
NM_001199184	chr3(.):130607904-130727046	0.1217
NM_014382	chr3(.):130608291-130727046	0.1219
NM_001134422	chr3(.):133287433-133314118	0.1788
NM_001134423	chr3(.):133288300-133314118	0.18
NM_006506	chr3(.):141200925-141336197	0.119
NM_001080412	chr3(.):141038054-141173632	0.1825
NM_016275	chr3(.):150316065-150353234	0.1548
