GENE_ID	locusLine	bin_1_36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
NM_001198978	chr1(.):40835304-40893998	0.1498
NM_001198980	chr1(.):40857471-40893998	0.1182
NM_022733	chr1(.):40834377-40893998	0.1493
NM_006004	chr1(.):46764379-46787447	0.1235
NM_006369	chr1(.):46739071-46774038	0.1229
NM_001441	chr1(.):46854938-46884520	0.1197
NM_199044	chr1(.):46801389-46835690	0.1275
NR_031580	chr1(.):52297015-52307074	0.1071
NM_001037339	chr1(.):66792792-66845262	0.1613
NM_001001933	chr1(.):75589118-75632218	0.1269
NM_006769	chr1(.):87789150-87819607	0.1543
NM_004974	chr1(.):111140775-111153345	0.0598
NM_002232	chr1(.):111209309-111222655	0.0866
NM_017709	chr1(.):118143603-118176011	0.1407
NM_032305	chr1(.):145451235-145475387	0.2642
NM_202004	chr1(.):145408190-145422545	0.1609
NM_006472	chr1(.):145433461-145447628	0.2603
NM_001039888	chr1(.):145465507-145480647	0.2451
NM_005105	chr1(.):145502637-145516444	0.2513
NM_001161334	chr1(.):149749244-149788928	0.1634
NM_001034077	chr1(.):149799220-149809616	0.2395
NM_001005464	chr1(.):149807258-149817765	0.267
NM_001040874	chr1(.):149808784-149819318	0.2624
NM_001123375	chr1(.):149779779-149790236	0.2238
NM_000566	chr1(.):149749249-149769074	0.1374
NM_016074	chr1(.):149866154-149877348	0.1948
NM_003528	chr1(.):149851009-149863232	0.2983
NM_003517	chr1(.):149853524-149863961	0.3099
NM_175065	chr1(.):149854018-149864466	0.3034
NR_036461	chr1(.):149816758-149827340	0.2818
NM_001040874	chr1(.):149817627-149828161	0.2914
NM_001005464	chr1(.):149819180-149829687	0.2918
NM_001034077	chr1(.):149827329-149837725	0.2569
NM_019032	chr1(.):150516897-150538412	0.235
NM_207046	chr1(.):150589598-150606609	0.2418
NR_036211	chr1(.):150519404-150529490	0.1493
NM_001197320	chr1(.):150542026-150557214	0.2555
NM_006556	chr1(.):154892207-154914484	0.2529
NM_001130041	chr1(.):154929773-154951959	0.2814
NM_001130040	chr1(.):154929773-154948223	0.2803
NM_201398	chr1(.):154950769-154970587	0.2225
NM_015872	chr1(.):154970111-154995999	0.2124
NM_207196	chr1(.):155018761-155040252	0.227
NM_001184892	chr1(.):154950769-154966488	0.2199
NM_018655	chr1(.):154961061-154971791	0.2199
NM_001143687	chr1(.):155001281-155028406	0.2051
NR_024163	chr1(.):154942117-154956725	0.3466
NM_144622	chr1(.):154986002-155011257	0.1813
NM_138300	chr1(.):154924501-154939258	0.2746
NR_036212	chr1(.):154943168-154953259	0.3701
NM_006912	chr1(.):155862600-155886177	0.1733
NM_001162384	chr1(.):155911629-155953336	0.2437
NM_181885	chr1(.):155906479-155917625	0.2904
NM_004723	chr1(.):155911629-155952966	0.2438
NM_014949	chr1(.):155877835-155909188	0.2044
NR_002974	chr1(.):155884699-155894833	0.1874
NR_003005	chr1(.):155890748-155900877	0.1857
NM_003145	chr1(.):155973838-155995758	0.2218
NM_014655	chr1(.):156158729-156187587	0.2232
NM_007221	chr1(.):156177783-156214833	0.2305
NM_022367	chr1(.):156118321-156152542	0.2567
NM_001193302	chr1(.):156118368-156152542	0.2568
NM_001193301	chr1(.):156114734-156152542	0.2608
NM_005920	chr1(.):156428518-156475529	0.2461
NM_004494	chr1(.):156706898-156726543	0.2419
NM_001126051	chr1(.):156706898-156727024	0.2389
NM_001126050	chr1(.):156706898-156727240	0.2384
NM_030980	chr1(.):156687412-156702705	0.2455
NM_001878	chr1(.):156664407-156680375	0.1733
NM_001142560	chr1(.):156693262-156711752	0.257
NM_145729	chr1(.):156702093-156715923	0.213
NM_001778	chr1(.):160643535-160686585	0.2479
NM_003037	chr1(.):160574890-160622081	0.2093
NM_021181	chr1(.):160704076-160729601	0.255
NM_152366	chr1(.):161063180-161075138	0.2133
NM_030916	chr1(.):161035780-161064385	0.1999
NM_007122	chr1(.):161004040-161020757	0.2496
NM_001113205	chr1(.):161002421-161013774	0.2084
NR_033385	chr1(.):161063150-161075138	0.213
NM_181720	chr1(.):161011731-161044760	0.2412
NM_016946	chr1(.):160960000-160996133	0.1935
NM_001039711	chr1(.):161085768-161107478	0.2305
NM_016406	chr1(.):161118533-161133646	0.2271
NM_004550	chr1(.):161164104-161189184	0.2422
NM_000309	chr1(.):161131180-161146010	0.2368
NM_001643	chr1(.):161187082-161198418	0.2845
NM_003779	chr1(.):161136100-161152314	0.2577
NM_012475	chr1(.):161124253-161140516	0.2392
NM_001039712	chr1(.):161085768-161107256	0.2314
NM_032174	chr1(.):161190832-161205407	0.2247
NM_001166159	chr1(.):161166936-161189184	0.2413
NM_005099	chr1(.):161154537-161173845	0.283
NM_004106	chr1(.):161180086-161194038	0.2299
NM_022371	chr1(.):179046111-179070129	0.2351
NM_002922	chr1(.):192539856-192554159	0.3032
NM_001195216	chr1(.):197698138-197749623	0.2028
NM_017596	chr1(.):200933519-200997828	0.1873
NR_034150	chr1(.):203262885-203279453	0.3402
NM_006763	chr1(.):203269663-203283729	0.3335
NM_002023	chr1(.):203304751-203325289	0.2181
NM_002646	chr1(.):204386757-204464474	0.1681
NM_002393	chr1(.):204480510-204532248	0.2222
NM_001007544	chr1(.):206233871-206293647	0.2177
NM_148964	chr1(.):206312458-206337104	0.1529
NM_006893	chr1(.):206759973-206790904	0.1913
NM_182665	chr1(.):206725491-206767616	0.2637
NR_026817	chr1(.):207986723-208000941	0.2537
NR_029832	chr1(.):207970196-207980284	0.2209
NR_029518	chr1(.):207970787-207980868	0.2418
NM_000120	chr1(.):226008001-226038262	0.1913
NM_020997	chr1(.):226068981-226081836	0.1855
NM_014698	chr1(.):226028232-226075420	0.2296
NM_013328	chr1(.):226102579-226116965	0.2117
NM_181441	chr1(.):228289379-228302013	0.2493
NR_037415	chr1(.):228279963-228290042	0.1751
NM_001024227	chr1(.):228265850-228291913	0.2418
NM_001024226	chr1(.):228265360-228291913	0.2378
NM_024319	chr1(.):228283427-228296022	0.2026
NM_001159390	chr1(.):228322928-228341655	0.1649
NM_182972	chr1(.):234735014-234750271	0.334
NR_033927	chr1(.):234760056-234775526	0.1817
NM_030645	chr1(.):249099650-249125154	0.2472
NM_024836	chr1(.):249127529-249148714	0.2032
NM_001136036	chr1(.):249139202-249158125	0.2064
NM_001193328	chr1(.):249139202-249158315	0.2063
NR_036070	chr1(.):249115575-249125642	0.3051
NM_020458	chr2(.):47163312-47308275	0.1406
NR_033872	chr2(.):70184394-70319147	0.1193
NM_001099289	chr2(.):109740996-110267207	0.0948
NM_001012514	chr2(.):231724620-231748963	0.0951
NM_145693	chr2(.):11881739-11972533	0.1415
NM_183360	chr2(.):25595111-25901503	0.1327
NM_005813	chr2(.):37472645-37549222	0.1792
NM_019063	chr2(.):42391489-42564688	0.1201
NM_012249	chr2(.):46764866-46816827	0.1623
NM_014755	chr2(.):64853754-64886046	0.177
NR_036586	chr2(.):65123973-65164581	0.1815
NM_002398	chr2(.):66657531-66804891	0.0938
NM_004836	chr2(.):88851258-88932094	0.1398
NM_144563	chr2(.):88986175-89055452	0.1321
NM_020151	chr2(.):96845602-96879573	0.1301
NM_004027	chr2(.):99056320-99212496	0.1801
NM_001566	chr2(.):99056320-99203284	0.1832
NR_024415	chr2(.):192537797-192558248	0.1804
NM_001031716	chr2(.):192537860-192558248	0.1809
NM_004226	chr2(.):196993306-197041336	0.1827
NM_001228	chr2(.):202093165-202157434	0.1725
NM_003879	chr2(.):201975889-202034003	0.1725
NM_001127184	chr2(.):201975815-202011323	0.183
NM_173822	chr2(.):201833440-201941392	0.1194
NM_033358	chr2(.):202093165-202151638	0.179
NM_022730	chr2(.):232646161-232678434	0.0691
NM_001137551	chr2(.):238595806-238695290	0.0708
NM_001137550	chr2(.):238531223-238695290	0.0675
NM_001037160	chr2(.):10191925-10225538	0.1022
NM_182626	chr2(.):10276508-10356856	0.1029
NM_001165931	chr2(.):10257694-10276546	0.195
NM_001034	chr2(.):10257862-10276546	0.1962
NM_002997	chr2(.):20395557-20429927	0.1864
NM_001006946	chr2(.):20395557-20430194	0.1854
NM_012413	chr2(.):37566752-37605465	0.2136
NM_138370	chr2(.):42270160-42290668	0.1078
NM_006887	chr2(.):43444540-43458745	0.2283
NR_027251	chr2(.):43449349-43460994	0.171
NM_080653	chr2(.):46733985-46752096	0.1135
NM_173074	chr2(.):46803412-46849251	0.1361
NM_014171	chr2(.):46839324-46857881	0.1272
NM_001171508	chr2(.):47124008-47173994	0.133
NM_002354	chr2(.):47591286-47619167	0.1079
NR_033837	chr2(.):64407212-64437619	0.1513
NR_034023	chr2(.):64829445-64848616	0.1425
NM_001193493	chr2(.):65210578-65256000	0.1496
NM_003038	chr2(.):65211494-65256000	0.1488
NM_181784	chr2(.):65532984-65664656	0.1384
NM_001128210	chr2(.):65532984-65598931	0.1201
NM_006196	chr2(.):70309584-70321334	0.2133
NR_024444	chr2(.):70346167-70357448	0.1667
NR_026984	chr2(.):86242338-86255991	0.1239
NR_015424	chr2(.):89060418-89111109	0.1448
NM_001193304	chr2(.):96910945-96936751	0.1602
NM_001037228	chr2(.):96900976-96912701	0.1745
NM_004804	chr2(.):96926883-96944900	0.1471
NR_026875	chr2(.):97158382-97178846	0.1182
NM_212481	chr2(.):97197463-97223371	0.1875
NM_004288	chr2(.):158266130-158305604	0.1885
NM_002491	chr2(.):201931461-201955473	0.1368
NM_001127183	chr2(.):201978386-202033841	0.1725
NM_032974	chr2(.):202042620-202099110	0.1721
NM_001230	chr2(.):202042620-202091383	0.1637
NM_033356	chr2(.):202120222-202157434	0.1637
NM_001080125	chr2(.):202117753-202157434	0.1624
NM_006139	chr2(.):204566197-204607557	0.2066
NM_017431	chr2(.):219682105-219701512	0.0954
NM_025216	chr2(.):219740254-219763651	0.2281
NM_006522	chr2(.):219719545-219743954	0.117
NM_001099285	chr2(.):232568234-232583250	0.0996
NM_002601	chr2(.):232592146-232650974	0.0666
NR_036052	chr2(.):232573023-232583105	0.098
NR_031717	chr2(.):232751951-232762008	0.0613
NM_004735	chr2(.):238595806-238679558	0.0747
NM_003549	chr3(.):50325261-50341899	0.1717
NM_014674	chr3(.):5224358-5266650	0.1956
NM_001195099	chr3(.):15703743-15803058	0.1203
NM_001195098	chr3(.):15703743-15844691	0.1254
NM_015199	chr3(.):15703743-15906053	0.1263
NM_015512	chr3(.):52345334-52439513	0.103
NM_016128	chr3(.):128963452-129001616	0.1463
NM_003571	chr3(.):133113789-133199056	0.1475
NM_207294	chr3(.):152012193-152188569	0.1341
NM_021038	chr3(.):151980828-152188568	0.1377
NM_001135095	chr3(.):171753343-172123492	0.1892
NM_022763	chr3(.):171752417-172123492	0.1896
NM_181361	chr3(.):178249223-178567217	0.1648
NM_001134382	chr3(.):12933718-13119617	0.1224
NM_014869	chr3(.):12933718-13013960	0.0946
NM_003884	chr3(.):20076523-20200896	0.1173
NM_001024847	chr3(.):30642993-30740633	0.1466
NM_001123396	chr3(.):46390234-46405868	0.1983
NM_025222	chr3(.):52283437-52317659	0.1515
NM_181042	chr3(.):52574367-52718739	0.1099
NM_018313	chr3(.):52574367-52724866	0.1137
NM_007114	chr3(.):69063977-69106484	0.113
NM_024548	chr3(.):101438493-101491181	0.1311
NM_001009899	chr3(.):113362232-113420493	0.1137
NM_001690	chr3(.):113460865-113535905	0.1262
NM_002213	chr3(.):124476794-124611144	0.1312
NM_001001487	chr3(.):130608433-130740555	0.1189
NM_001199181	chr3(.):130564368-130727046	0.122
NM_001199180	chr3(.):130564368-130740555	0.1214
NM_001199179	chr3(.):130607834-130727046	0.1194
NM_001001485	chr3(.):130607858-130740555	0.1189
NM_001199184	chr3(.):130607904-130727046	0.1193
NM_014382	chr3(.):130608291-130727046	0.1194
NM_001134422	chr3(.):133287433-133314118	0.1692
NM_001134423	chr3(.):133288300-133314118	0.1703
NM_006506	chr3(.):141200925-141336197	0.1278
NM_001080412	chr3(.):141038054-141173632	0.1947
NM_016275	chr3(.):150316065-150353234	0.1512
NM_001190242	chr3(.):159969773-160106554	0.1463
NM_001190241	chr3(.):159969773-160122320	0.1549
NM_024665	chr3(.):176733541-176920048	0.2108
NM_005832	chr3(.):178271617-178567217	0.1641
NM_130446	chr3(.):183200318-183278499	0.2924
NM_173216	chr3(.):186643314-186801341	0.2179
NM_003032	chr3(.):186734664-186801341	0.2285
NM_018184	chr3(.):5158929-5227601	0.1254
NR_027694	chr3(.):20016452-20058765	0.0999
NM_194293	chr3(.):39219706-39239077	0.1406
NM_001198621	chr3(.):39219705-39239085	0.1406
NM_001295	chr3(.):46238199-46254832	0.2012
NM_001837	chr3(.):46278871-46313197	0.1279
NM_199074	chr3(.):49052907-49065926	0.1872
NM_199073	chr3(.):49053617-49065926	0.1914
NM_017730	chr3(.):49062141-49136504	0.1146
NM_177939	chr3(.):49022340-49049581	0.1561
NM_018031	chr3(.):49039636-49058386	0.1693
NM_000884	chr3(.):49056761-49071875	0.1718
NM_018114	chr3(.):49047434-49063467	0.1775
NM_199070	chr3(.):49054073-49065926	0.1924
NM_001009996	chr3(.):49047434-49061017	0.1808
NR_029690	chr3(.):49053050-49063142	0.198
NR_029948	chr3(.):49052580-49062667	0.193
NM_153215	chr3(.):50311517-50330545	0.1299
NM_006764	chr3(.):50320162-50335026	0.1376
NM_004636	chr3(.):50300039-50319572	0.1122
NM_153282	chr3(.):50332319-50346004	0.1367
NM_153281	chr3(.):50332319-50354812	0.119
NM_007275	chr3(.):50357340-50370668	0.1318
NM_012191	chr3(.):50328832-50341712	0.196
NM_003773	chr3(.):50350220-50365281	0.131
NM_006545	chr3(.):50379918-50393486	0.154
NM_007182	chr3(.):50362216-50383367	0.1319
NM_007022	chr3(.):50383296-50396496	0.1622
NM_007024	chr3(.):50387179-50401939	0.1581
NM_015896	chr3(.):50373536-50388156	0.1566
NM_170712	chr3(.):50362216-50380664	0.1309
NM_170713	chr3(.):50362216-50379895	0.1328
NM_017442	chr3(.):52250097-52265179	0.122
NM_007284	chr3(.):52257625-52278183	0.1595
NM_144641	chr3(.):52275224-52289615	0.1546
NR_026699	chr3(.):52316835-52334272	0.1322
NR_029677	chr3(.):52323234-52333324	0.126
NR_029660	chr3(.):52297293-52307377	0.1576
NM_001010983	chr3(.):52723503-52745048	0.1783
NM_206825	chr3(.):52714935-52733510	0.1775
NR_003687	chr3(.):52719753-52729846	0.1782
NM_014041	chr3(.):52734856-52747197	0.1929
NR_003057	chr3(.):52721751-52731828	0.1698
NM_152932	chr3(.):52723503-52742622	0.1751
NR_003047	chr3(.):52718255-52728331	0.1715
NM_001193533	chr3(.):52739795-52809965	0.1283
NM_198195	chr3(.):69098880-69134524	0.1349
NM_006407	chr3(.):69129089-69160239	0.1655
NM_198271	chr3(.):69151038-69176746	0.1295
NR_036087	chr3(.):69093108-69103186	0.1499
NM_006100	chr3(.):98446571-98518236	0.1756
NM_145037	chr3(.):101493028-101552075	0.166
NM_001134456	chr3(.):101493285-101552075	0.1664
NM_001005474	chr3(.):101541833-101584869	0.1437
NM_025146	chr3(.):113432840-113470096	0.1461
NR_031687	chr3(.):125504246-125514395	0.1366
NM_001127196	chr3(.):128881657-128907810	0.1456
NM_020701	chr3(.):128841258-128885073	0.1127
NM_020187	chr3(.):128992683-129029135	0.1554
NM_001006109	chr3(.):128992816-129029135	0.1546
NM_006026	chr3(.):129028613-129040120	0.2323
NR_026991	chr3(.):129030113-129048412	0.1994
NR_027037	chr3(.):151975404-151992415	0.1383
NR_034008	chr3(.):156802669-156823924	0.3308
NR_034007	chr3(.):156794455-156845791	0.2488
NM_020307	chr3(.):156860585-156883482	0.2507
NM_173084	chr3(.):160148290-160172626	0.1902
NR_029663	chr3(.):160117375-160127473	0.2704
NM_005496	chr3(.):160113346-160157741	0.224
NM_001002800	chr3(.):160112429-160157741	0.2211
NR_029525	chr3(.):160117532-160127613	0.2637
NR_027622	chr3(.):169656771-169689522	0.2609
NM_182610	chr3(.):169624481-169661948	0.2082
NM_003262	chr3(.):169679579-169721161	0.1982
NM_014373	chr3(.):169750734-169808183	0.216
NM_198565	chr3(.):196361655-196393874	0.1977
NM_014687	chr3(.):197393258-197468773	0.2073
NM_001145642	chr3(.):197393313-197481568	0.2098
NR_027840	chr3(.):197472260-197516317	0.1805
NM_032288	chr3(.):197471623-197516317	0.1801
NR_030627	chr3(.):197396366-197406447	0.2021
NM_001011537	chr3(.):197471423-197516317	0.1797
NM_003215	chr4(.):48132799-48276814	0.138
NM_020859	chr4(.):77351252-77709405	0.1342
NM_144571	chr4(.):78629540-78745544	0.1203
NM_198281	chr4(.):90160428-90234161	0.1788
NM_005112	chr4(.):10070962-10123573	0.1312
NM_004310	chr4(.):40193526-40251281	0.176
NM_001136570	chr4(.):77167852-77209929	0.1255
NM_024900	chr4(.):129725778-129790787	0.1455
NM_199320	chr4(.):129725778-129801379	0.143
NM_002039	chr4(.):144252982-144400718	0.1509
NM_002199	chr4(.):185303875-185400726	0.1816
NM_031953	chr4(.):186126283-186290120	0.146
NR_031688	chr4(.):9552788-9562937	0.1118
NR_036090	chr4(.):10075234-10085316	0.1069
NM_017581	chr4(.):40332468-40361973	0.1037
NM_001076	chr4(.):69398132-69439240	0.1348
NM_001077	chr4(.):69397902-69439245	0.1347
NM_001076	chr4(.):69507314-69541374	0.119
NM_031889	chr4(.):71489460-71517536	0.128
NM_144646	chr4(.):71516257-71537348	0.21
NM_020368	chr4(.):71549195-71561268	0.1437
NM_014961	chr4(.):71582695-71664274	0.105
NM_001130709	chr4(.):71565653-71660614	0.1125
NM_017426	chr4(.):77030816-77074655	0.1223
NM_005506	chr4(.):77074893-77140035	0.1496
NM_020236	chr4(.):78778804-78878944	0.1253
NM_014395	chr4(.):100732980-100796346	0.1688
NM_021970	chr4(.):100794494-100820703	0.1494
NM_003998	chr4(.):103417485-103543459	0.1349
NM_025212	chr4(.):105388342-105417467	0.1406
NM_002372	chr5(.):109020155-109208429	0.1457
NM_001131005	chr5(.):88009057-88204922	0.1455
NM_002397	chr5(.):88009057-88184283	0.149
NM_001193349	chr5(.):88009057-88124744	0.14
NM_001040446	chr5(.):32222110-32318114	0.1474
NM_024669	chr5(.):55390506-55534186	0.1484
NR_015436	chr5(.):87831596-87985620	0.1068
NM_152624	chr5(.):112307432-112361667	0.1292
NM_001077654	chr5(.):118599417-118735294	0.1396
NM_001038702	chr5(.):130594701-130735382	0.1371
NM_003060	chr5(.):131700400-131736306	0.129
NM_001020825	chr5(.):142652495-142788254	0.1411
NM_001018076	chr5(.):142652495-142789045	0.1411
NM_001018075	chr5(.):142652495-142820077	0.141
NM_005990	chr5(.):171464073-171620346	0.116
NM_022455	chr5(.):176555832-176732214	0.1177
NM_172349	chr5(.):176555079-176732214	0.1177
NM_002406	chr5(.):180212540-180235048	0.1403
NM_001114619	chr5(.):180212540-180235902	0.1415
NM_001114618	chr5(.):180212540-180241817	0.1454
NM_001114617	chr5(.):180212540-180242137	0.1438
NM_001193376	chr5(.):1248286-1300162	0.0951
NM_030782	chr5(.):1312999-1350002	0.2038
NM_001145161	chr5(.):6443735-6501834	0.1519
NM_001171805	chr5(.):6709717-6762161	0.1377
NM_001171806	chr5(.):6741100-6762161	0.1093
NM_006713	chr5(.):32580604-32609185	0.1653
NM_002184	chr5(.):55225924-55295821	0.1543
NR_036243	chr5(.):86405695-86415771	0.1653
NR_024384	chr5(.):87955262-87974146	0.1724
NR_024383	chr5(.):87955262-87979262	0.161
NR_030741	chr5(.):87957670-87967757	0.1532
NM_005668	chr5(.):100137638-100243987	0.1396
NM_175052	chr5(.):100216014-100243970	0.1649
NR_033175	chr5(.):109213882-109226200	0.1033
NM_005669	chr5(.):112207080-112263031	0.1375
NR_036052	chr5(.):118305280-118315362	0.0996
NM_014350	chr5(.):118686595-118735294	0.1256
NR_037500	chr5(.):131696181-131706291	0.1146
NM_002198	chr5(.):131812300-131831465	0.1921
NM_001013717	chr5(.):131741672-131803059	0.2107
NM_000879	chr5(.):131872135-131884214	0.106
NM_016480	chr5(.):138672518-138710409	0.1175
NM_194296	chr5(.):138727455-138744776	0.1522
NM_152686	chr5(.):138740891-138780214	0.1474
NM_152685	chr5(.):138697884-138724039	0.1427
NM_001033112	chr5(.):138673133-138710409	0.1181
NM_001161546	chr5(.):138722634-138735885	0.1873
NM_016459	chr5(.):138718256-138730605	0.2374
NM_000024	chr5(.):148201155-148213197	0.2149
NM_001155	chr5(.):150475266-150542443	0.1582
NM_001193544	chr5(.):150475266-150526216	0.1564
NM_001171183	chr5(.):171616175-171635458	0.0906
NM_030627	chr5(.):173310330-173392313	0.1463
NM_001031677	chr5(.):176723198-176735744	0.2105
NM_006480	chr5(.):176779843-176804599	0.1332
NM_006816	chr5(.):176753562-176783885	0.1095
NM_031300	chr5(.):176729205-176744292	0.1656
NM_001142935	chr5(.):176727500-176744292	0.1778
NM_013237	chr5(.):176725834-176738950	0.2035
NR_027183	chr5(.):180251958-180267726	0.152
NM_152283	chr5(.):180269610-180293286	0.1066
NM_181356	chr6(.):44791469-45350670	0.1049
NM_003599	chr6(.):44792449-45350575	0.1049
NM_012288	chr6(.):52357199-52446862	0.1951
NM_000876	chr6(.):160385130-160532583	0.0694
NM_001195286	chr6(.):386738-416443	0.187
NM_001168344	chr6(.):7102829-7257213	0.1255
NM_001003699	chr6(.):7103085-7257213	0.1256
NM_001718	chr6(.):7722010-7886961	0.1374
NR_037616	chr6(.):7876482-8069647	0.1706
NM_001173977	chr6(.):25274655-25625758	0.137
NM_172166	chr6(.):31702724-31735455	0.1503
NM_003017	chr6(.):36557089-36577244	0.1975
NR_036610	chr6(.):36557089-36577243	0.1975
NM_004348	chr6(.):45384913-45523819	0.136
NM_001024630	chr6(.):45291053-45523819	0.1232
NM_001123226	chr6(.):74166453-74216179	0.1289
NM_016021	chr6(.):90031343-90067619	0.1685
NM_001455	chr6(.):108877068-109010971	0.1668
NM_201559	chr6(.):108876025-109010971	0.1672
NM_006734	chr6(.):143067603-143271338	0.0748
NM_024630	chr6(.):157797556-158099977	0.0639
NM_020185	chr6(.):287100-356355	0.2972
NM_001145549	chr6(.):7876482-7915310	0.2801
NM_030810	chr6(.):7876482-7916047	0.279
NM_032744	chr6(.):11708887-11784280	0.1485
NM_005319	chr6(.):26050967-26061699	0.1718
NM_003537	chr6(.):26026816-26037288	0.1888
NM_003544	chr6(.):26022123-26032480	0.2009
NM_021062	chr6(.):26038454-26048885	0.1689
NM_003531	chr6(.):26040638-26051097	0.1671
NM_005325	chr6(.):26012259-26023040	0.133
NM_003538	chr6(.):26016906-26027278	0.1995
NM_003513	chr6(.):26028319-26038796	0.1644
NM_003529	chr6(.):26015717-26026186	0.1662
NM_021065	chr6(.):26194011-26204471	0.2143
NM_003530	chr6(.):26192011-26204464	0.1962
NM_138720	chr6(.):26153348-26176576	0.1839
NM_003523	chr6(.):26179023-26189458	0.1801
NM_003539	chr6(.):26183937-26194304	0.1875
NM_003545	chr6(.):26199872-26210249	0.1673
NM_005321	chr6(.):26151558-26162343	0.2089
NM_003522	chr6(.):26194786-26205216	0.2283
NM_003518	chr6(.):26211427-26221872	0.1589
NM_021052	chr6(.):26212147-26222711	0.1586
NM_003532	chr6(.):26220382-26230844	0.1282
NM_003524	chr6(.):26246878-26257303	0.1845
NM_003547	chr6(.):26241838-26252205	0.1614
NM_003540	chr6(.):26235653-26246021	0.131
NM_021018	chr6(.):26245369-26255835	0.1864
NM_005320	chr6(.):26229439-26240216	0.1488
NM_001145008	chr6(.):26397464-26420444	0.1415
NM_001197240	chr6(.):26378328-26400100	0.148
NM_001197247	chr6(.):26360397-26383540	0.1696
NM_001197238	chr6(.):26378323-26400100	0.148
NM_007047	chr6(.):26360397-26383548	0.1699
NM_001197237	chr6(.):26378438-26400100	0.1479
NM_001197248	chr6(.):26360469-26383540	0.1696
NM_001197246	chr6(.):26363405-26383540	0.157
NM_021064	chr6(.):27095816-27106314	0.1869
NM_080593	chr6(.):27101071-27119637	0.1769
NM_080596	chr6(.):27109907-27120346	0.1852
NR_036096	chr6(.):27110404-27120467	0.1899
NM_021058	chr6(.):27095094-27105575	0.1869
NM_003495	chr6(.):27102087-27112457	0.1449
NM_021066	chr6(.):27777079-27787518	0.2026
NM_003536	chr6(.):27772841-27783314	0.2394
NM_003509	chr6(.):27770976-27781445	0.1812
NM_003519	chr6(.):27770256-27780709	0.1743
NM_003521	chr6(.):27777821-27788267	0.2007
NM_003535	chr6(.):27853092-27863570	0.2066
NM_003527	chr6(.):27856202-27866669	0.2135
NM_003520	chr6(.):27801439-27811888	0.2144
NM_003511	chr6(.):27828106-27838576	0.1445
NM_003533	chr6(.):27834622-27845099	0.1133
NM_003510	chr6(.):27800657-27811117	0.2168
NM_003541	chr6(.):27793951-27804305	0.1243
NM_005322	chr6(.):27829569-27840359	0.1537
NM_033057	chr6(.):27873962-27885174	0.08
NM_021968	chr6(.):27786902-27797258	0.144
NM_003514	chr6(.):27855476-27865963	0.2132
NM_003546	chr6(.):27835925-27846289	0.1117
NM_007109	chr6(.):31121302-31136992	0.1613
NM_001173531	chr6(.):31127113-31139615	0.1436
NR_026791	chr6(.):31160536-31176745	0.1638
