#06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_ROSE/06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_peaks_7KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam
#Using cutoff of 16485.7032 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	isSuper
2_MACS_peak_1762_lociStitched	chr1	156115214	156137215	2	21941	83099.9771	6752.1069	42	1
5_MACS_peak_10106_lociStitched	chr16	11796531	11843262	5	33223	82354.0413	7855.4811	43	1
4_MACS_peak_17801_lociStitched	chr21	45552543	45581096	4	19242	80804.99	6572.9006	44	1
5_MACS_peak_11470_lociStitched	chr17	34596918	34642090	5	40019	81187.6356	9201.5364	45	1
4_MACS_peak_10249_lociStitched	chr16	23333859	23364307	4	17975	75678.504	4375.3776	46	1
8_MACS_peak_24348_lociStitched	chr6	52392243	52443084	8	38566	79505.1558	8927.6796	47	1
3_MACS_peak_5879_lociStitched	chr12	4216235	4231616	3	12075	73016.6832	2839.3326	48	1
3_MACS_peak_18006_lociStitched	chr22	24178493	24201056	3	16036	73645.632	3984.6258	49	1
3_MACS_peak_10117_lociStitched	chr16	12052239	12072260	3	14362	73256.839	3811.9984	50	1
1_MACS_peak_29656_lociStitched	chrX	19469612	19471063	1	1452	69412.0674	84.8835	51	1
4_MACS_peak_4208_lociStitched	chr10	125821654	125854898	4	29387	75257.7672	6000.542	52	1
1_MACS_peak_20834_lociStitched	chr4	40191001	40209839	1	18839	73357.0558	4590.8206	53	1
2_MACS_peak_12492_lociStitched	chr18	9094667	9123212	2	23608	73357.7955	5046.756	54	1
3_MACS_peak_27012_lociStitched	chr8	2027337	2051247	3	17961	71751.519	4007.316	55	1
2_MACS_peak_15418_lociStitched	chr2	112455271	112468432	2	13086	68920.2087	2740.1202	56	1
1_MACS_peak_21935_lociStitched	chr5	1311155	1320530	1	9376	68004.375	1981.875	57	1
3_MACS_peak_4582_lociStitched	chr11	19449687	19468142	3	18131	69774.664	3794.348	58	1
1_MACS_peak_26152_lociStitched	chr7	78113477	78128542	1	15066	68276.0865	2539.959	59	1
5_MACS_peak_26906_lociStitched	chr7	150100655	150134444	5	19715	72974.1033	7561.9782	60	1
1_MACS_peak_23703_lociStitched	chr6	11826657	11838123	1	11467	67565.6982	2199.1788	61	1
4_MACS_peak_11465_lociStitched	chr17	34509746	34541185	4	27043	72089.627	6900.8605	62	1
7_MACS_peak_20262_lociStitched	chr3	183219559	183261138	7	32064	75519.9377	10465.4343	63	1
4_MACS_peak_4092_lociStitched	chr10	112599075	112633306	4	24995	70690.4381	6041.7715	64	1
1_MACS_peak_7984_lociStitched	chr13	114828783	114835116	1	6334	65015.8446	1211.5029	65	1
1_MACS_peak_25946_lociStitched	chr7	55597122	55605748	1	8627	65983.7244	2183.2406	66	1
2_MACS_peak_17726_lociStitched	chr21	41324200	41345250	2	20185	69290.285	5757.175	67	1
3_MACS_peak_14888_lociStitched	chr2	65156219	65178782	3	18504	67188.1014	4020.7266	68	1
2_MACS_peak_474_lociStitched	chr1	31213879	31236471	2	21527	67403.232	4538.7328	69	1
2_MACS_peak_14965_lociStitched	chr2	70309934	70323415	2	9551	63868.9337	2418.4914	70	1
2_MACS_peak_1595_lociStitched	chr1	150532064	150553366	2	17992	66973.488	6431.0738	71	1
4_MACS_peak_1570_lociStitched	chr1	149802818	149834066	4	17441	68117.5152	7799.5008	72	1
5_MACS_peak_18992_lociStitched	chr3	46573960	46608606	5	20071	65401.2542	5401.3114	73	1
1_MACS_peak_14343_lociStitched	chr2	20404552	20426280	1	21729	64225.7952	4356.464	74	1
1_MACS_peak_21824_lociStitched	chr4	185200850	185211156	1	10307	62173.0062	2592.9896	75	1
3_MACS_peak_22939_lociStitched	chr5	131744765	131774401	3	22890	64559.0624	5328.5528	76	1
3_MACS_peak_242_lociStitched	chr1	17221178	17241782	3	10914	64651.2312	5431.2144	77	1
4_MACS_peak_18638_lociStitched	chr3	13035643	13061771	4	18256	63765.384	4713.4912	78	1
3_MACS_peak_12242_lociStitched	chr17	75128804	75146961	3	17376	62670.7012	3673.1611	79	1
2_MACS_peak_20111_lociStitched	chr3	171801681	171827208	2	21964	64652.2329	6430.2513	80	1
1_MACS_peak_17751_lociStitched	chr21	43479491	43486697	1	7207	58602.795	2389.5096	81	1
4_MACS_peak_21831_lociStitched	chr4	185317606	185350292	4	24125	60972.4644	5053.2556	82	1
1_MACS_peak_7093_lociStitched	chr12	108952823	108973346	1	20524	59481.8109	4010.1942	83	1
3_MACS_peak_15224_lociStitched	chr2	97189985	97213644	3	18632	59549.703	4208.9361	84	1
3_MACS_peak_19765_lociStitched	chr3	133178761	133213361	3	24914	61190.1	5864.7	85	1
4_MACS_peak_9737_lociStitched	chr15	89646482	89676907	4	21483	60442.305	5190.505	86	1
3_MACS_peak_325_lociStitched	chr1	24511753	24533976	3	17455	59442.0804	4293.4836	87	1
5_MACS_peak_10101_lociStitched	chr16	11754430	11786868	5	22869	60834.2252	5699.3566	88	1
2_MACS_peak_1686_lociStitched	chr1	154374157	154394649	2	17864	60242.3816	5737.76	89	1
5_MACS_peak_4073_lociStitched	chr10	112146543	112186735	5	29593	60010.6752	5868.032	90	1
3_MACS_peak_9430_lociStitched	chr15	68568579	68599573	3	28377	58535.2684	5597.5164	91	1
3_MACS_peak_18308_lociStitched	chr22	39823004	39846284	3	16138	56342.256	3461.736	92	1
2_MACS_peak_10612_lociStitched	chr16	66549011	66561321	2	12063	55579.65	2731.589	93	1
2_MACS_peak_5161_lociStitched	chr11	70041916	70051148	2	3587	53573.296	1038.6	94	1
1_MACS_peak_11715_lociStitched	chr17	43297947	43308474	1	10528	54723.5568	2203.3011	95	1
1_MACS_peak_4079_lociStitched	chr10	112214706	112226236	1	11531	54352.42	2181.476	96	1
1_MACS_peak_995_lociStitched	chr1	66734860	66752164	1	17305	55175.5344	3275.6472	97	1
2_MACS_peak_8901_lociStitched	chr15	31546325	31561330	2	13012	54252.078	2750.4165	98	1
5_MACS_peak_3053_lociStitched	chr10	11278648	11313057	5	24937	56764.5273	6018.1341	99	1
1_MACS_peak_10542_lociStitched	chr16	56943210	56954632	1	11423	52778.7776	2298.1064	100	1
1_MACS_peak_21830_lociStitched	chr4	185301333	185308744	1	7412	52018.5501	1658.5818	101	1
3_MACS_peak_21973_lociStitched	chr5	6475659	6497464	3	14507	53659.9245	3432.107	102	1
2_MACS_peak_18966_lociStitched	chr3	46245242	46257718	2	12404	52714.8428	2567.5608	103	1
3_MACS_peak_13749_lociStitched	chr19	39880682	39904021	3	18456	53850.0747	3904.6147	104	1
3_MACS_peak_2207_lociStitched	chr1	192497609	192521246	3	20320	55142.7573	5398.6908	105	1
2_MACS_peak_16976_lociStitched	chr20	32460527	32473866	2	13310	52260.8681	2546.4151	106	1
2_MACS_peak_5764_lociStitched	chr11	128585330	128618597	2	26596	55323.021	5648.7366	107	1
5_MACS_peak_12761_lociStitched	chr18	46439185	46480129	5	38280	56768.856	7439.5248	108	1
1_MACS_peak_20139_lociStitched	chr3	174864812	174872037	1	7226	51359.635	2272.985	109	1
4_MACS_peak_23511_lociStitched	chr5	180228274	180259911	4	19691	53887.3021	4938.5357	110	1
5_MACS_peak_12012_lociStitched	chr17	62149855	62187023	5	31661	55874.6544	6976.4336	111	1
5_MACS_peak_4462_lociStitched	chr11	10314410	10345266	5	21086	54537.98	5800.928	112	1
1_MACS_peak_22606_lociStitched	chr5	88170694	88187221	1	16528	52084.8405	3376.4661	113	1
8_MACS_peak_8903_lociStitched	chr15	31616583	31660423	8	29492	54975.36	6527.776	114	1
6_MACS_peak_16225_lociStitched	chr2	204547925	204585806	6	24817	55060.0335	6648.1155	115	1
2_MACS_peak_5572_lociStitched	chr11	115088882	115102586	2	12337	50884.3224	2583.204	116	1
2_MACS_peak_25947_lociStitched	chr7	55615909	55643161	2	26903	52956.0864	4660.092	117	1
2_MACS_peak_5018_lociStitched	chr11	65254277	65278863	2	17950	52648.4604	4725.4292	118	1
1_MACS_peak_2476_lociStitched	chr1	209274216	209285178	1	10963	51035.7834	3124.17	119	1
1_MACS_peak_4842_lociStitched	chr11	58339951	58348552	1	8602	48493.2981	1656.5526	120	1
2_MACS_peak_6925_lociStitched	chr12	94583053	94603869	2	13852	49860.5648	3449.2112	121	1
3_MACS_peak_20341_lociStitched	chr3	186703069	186720452	3	15031	50714.9025	4583.8971	122	1
6_MACS_peak_5940_lociStitched	chr12	7045680	7085750	6	23627	52415.567	6743.781	123	1
1_MACS_peak_24070_lociStitched	chr6	32934554	32942099	1	7546	47132.8605	1749.6855	124	1
2_MACS_peak_9261_lociStitched	chr15	56647467	56666251	2	12884	48667.4656	3416.8096	125	1
3_MACS_peak_26529_lociStitched	chr7	114556538	114574782	3	13433	49601.7872	4367.6136	126	1
2_MACS_peak_17313_lociStitched	chr20	52193964	52216301	2	22044	48797.4102	3710.1757	127	1
5_MACS_peak_27942_lociStitched	chr8	120917814	120949074	5	26092	50187.93	5117.262	128	1
3_MACS_peak_9374_lociStitched	chr15	65169117	65189983	3	12401	48306.8766	3449.1498	129	1
3_MACS_peak_300_lociStitched	chr1	23849828	23866973	3	11687	48100.2975	3243.834	130	1
4_MACS_peak_14703_lociStitched	chr2	47526563	47550890	4	17061	48712.3848	4018.8204	131	1
2_MACS_peak_20346_lociStitched	chr3	186779368	186792588	2	10196	47573.492	3587.908	132	1
2_MACS_peak_12494_lociStitched	chr18	9132825	9157506	2	24457	48651.1872	4723.9434	133	1
1_MACS_peak_2709_lociStitched	chr1	226838925	226852683	1	13759	48018.1716	4130.1516	134	1
4_MACS_peak_5527_lociStitched	chr11	111230085	111251690	4	20236	47535.321	3692.2945	135	1
3_MACS_peak_9015_lociStitched	chr15	40386736	40409253	3	18987	47312.7204	3917.958	136	1
3_MACS_peak_2821_lociStitched	chr1	234733762	234749926	3	13121	47675.718	4283.46	137	1
4_MACS_peak_9031_lociStitched	chr15	40833485	40862784	4	19416	48138.257	4884.1433	138	1
2_MACS_peak_15753_lociStitched	chr2	158293517	158311386	2	12133	46284.2838	3109.206	139	1
6_MACS_peak_20144_lociStitched	chr3	175051982	175074400	6	20543	47057.6238	4532.9196	140	1
4_MACS_peak_3357_lociStitched	chr10	45913688	45933612	4	14392	45691.7092	3169.9084	141	1
2_MACS_peak_11572_lociStitched	chr17	38465585	38484612	2	18887	46180.4317	3696.9461	142	1
2_MACS_peak_18218_lociStitched	chr22	37610004	37629299	2	17218	45661.6175	3484.677	143	1
4_MACS_peak_22610_lociStitched	chr5	88595447	88617706	4	15192	45904.7357	3777.3523	144	1
2_MACS_peak_5729_lociStitched	chr11	126056473	126069044	2	8887	44159.4088	2178.5543	145	1
3_MACS_peak_27312_lociStitched	chr8	29621963	29635665	3	10323	44175.248	2278.6426	146	1
2_MACS_peak_20810_lociStitched	chr4	38306931	38323017	2	14259	44592.0006	2716.9254	147	1
1_MACS_peak_6163_lociStitched	chr12	26265617	26280573	1	14957	44803.6892	2961.288	148	1
2_MACS_peak_16194_lociStitched	chr2	202115623	202129211	2	13509	44735.7724	2958.1076	149	1
1_MACS_peak_22605_lociStitched	chr5	88110477	88130791	1	20315	44369.8388	3575.264	150	1
2_MACS_peak_29861_lociStitched	chrX	48790480	48805126	2	12904	42231.741	1546.6176	151	1
4_MACS_peak_13462_lociStitched	chr19	16243987	16273059	4	21539	45454.072	4907.3536	152	1
7_MACS_peak_27249_lociStitched	chr8	27208363	27253552	7	28976	48261.852	7867.4049	153	1
1_MACS_peak_7978_lociStitched	chr13	114556359	114568304	1	11946	42936.3025	2569.3695	154	1
2_MACS_peak_17152_lociStitched	chr20	42695558	42710419	2	8831	42740.236	2559.0642	155	1
3_MACS_peak_26833_lociStitched	chr7	142490489	142511493	3	11931	44364.6488	4362.5308	156	1
4_MACS_peak_15180_lociStitched	chr2	89047136	89067046	4	14063	42955.825	3040.257	157	1
3_MACS_peak_8834_lociStitched	chr15	23658496	23683087	3	20166	43617.0567	3730.4547	158	1
3_MACS_peak_20805_lociStitched	chr4	38121793	38136848	3	14382	42437.034	2684.3065	159	1
1_MACS_peak_25945_lociStitched	chr7	55568918	55586222	1	17305	42424.2168	2716.728	160	1
1_MACS_peak_11517_lociStitched	chr17	36856094	36863799	1	7706	40699.351	1363.0145	161	1
2_MACS_peak_5173_lociStitched	chr11	71411811	71426867	2	14720	42040.8688	2744.7088	162	1
4_MACS_peak_19390_lociStitched	chr3	98472196	98496142	4	19125	43191.4002	3998.982	163	1
3_MACS_peak_19981_lociStitched	chr3	156804214	156825014	3	15826	44516.16	5328.96	164	1
1_MACS_peak_26415_lociStitched	chr7	104651602	104657788	1	6187	40552.323	1380.0966	165	1
2_MACS_peak_1774_lociStitched	chr1	156450323	156476346	2	21820	45693.7857	6573.4098	166	1
1_MACS_peak_23892_lociStitched	chr6	26355045	26368081	1	13037	41655.2344	2543.3236	167	1
3_MACS_peak_21003_lociStitched	chr4	71525352	71555397	3	20364	43952.8305	5206.7985	168	1
2_MACS_peak_240_lociStitched	chr1	17065542	17075562	2	4122	41596.026	3052.092	169	1
4_MACS_peak_2364_lociStitched	chr1	204474562	204493954	4	15235	43441.9584	4993.44	170	1
2_MACS_peak_12292_lociStitched	chr17	76710974	76733683	2	19218	42845.0703	4534.9873	171	1
5_MACS_peak_23931_lociStitched	chr6	27774501	27808122	5	18012	43640.058	5527.2924	172	1
4_MACS_peak_6378_lociStitched	chr12	48196040	48218967	4	16992	41894.5071	3794.4185	173	1
1_MACS_peak_238_lociStitched	chr1	16991956	16994907	1	2952	39571.4345	1583.5066	174	1
1_MACS_peak_20175_lociStitched	chr3	176911547	176921184	1	9638	40492.7466	2590.4256	175	1
1_MACS_peak_22284_lociStitched	chr5	55436859	55453866	1	17008	40335.5019	2894.5914	176	1
2_MACS_peak_17122_lociStitched	chr20	40709726	40727485	2	13620	39908.0248	2514.6744	177	1
2_MACS_peak_20404_lociStitched	chr3	193815260	193823445	2	8138	40125.3255	2744.4305	178	1
3_MACS_peak_26213_lociStitched	chr7	90337276	90367846	3	18939	42201.885	5068.506	179	1
1_MACS_peak_17215_lociStitched	chr20	45978083	45987373	1	9291	38837.774	1908.166	180	1
3_MACS_peak_11460_lociStitched	chr17	34408668	34432975	3	22279	40930.5573	4212.4031	181	1
3_MACS_peak_20183_lociStitched	chr3	177062288	177079977	3	12324	40980.1063	4388.6409	182	1
4_MACS_peak_11073_lociStitched	chr17	6914816	6940405	4	11273	39911.1633	3357.2768	183	1
4_MACS_peak_18567_lociStitched	chr3	5222526	5256500	4	24189	41410.9086	5048.5364	184	1
1_MACS_peak_11546_lociStitched	chr17	37909227	37916198	1	6972	37947.3356	1585.2054	185	1
1_MACS_peak_14611_lociStitched	chr2	42322882	42335303	1	12422	38846.6775	2514.0104	186	1
1_MACS_peak_2420_lociStitched	chr1	206727716	206739707	1	11992	39724.9839	3510.9648	187	1
7_MACS_peak_10669_lociStitched	chr16	68269754	68320257	7	26814	43619.4411	7625.953	188	1
2_MACS_peak_24032_lociStitched	chr6	31694084	31709439	2	12326	39142.966	3176.9495	189	1
1_MACS_peak_8774_lociStitched	chr14	106323757	106329621	1	5865	36438.3096	640.9352	190	1
5_MACS_peak_14853_lociStitched	chr2	64430299	64456679	5	19243	40213.672	4431.84	191	1
2_MACS_peak_2350_lociStitched	chr1	203721939	203736610	2	8611	39095.2808	3343.5209	192	1
2_MACS_peak_14279_lociStitched	chr2	11883300	11898307	2	15005	38704.5537	3182.9847	193	1
2_MACS_peak_22106_lociStitched	chr5	32570707	32590140	2	14591	38992.3145	3511.5431	194	1
3_MACS_peak_14112_lociStitched	chr19	56328940	56351885	3	12624	38559.0725	3271.957	195	1
1_MACS_peak_9533_lociStitched	chr15	75334082	75341824	1	7743	37162.3742	1961.0486	196	1
3_MACS_peak_23854_lociStitched	chr6	25365855	25390602	3	20391	39342.7806	4328.2503	197	1
3_MACS_peak_1847_lociStitched	chr1	160633446	160655998	3	14392	40158.3464	5182.4496	198	1
7_MACS_peak_14967_lociStitched	chr2	70331393	70360987	7	15114	39505.0306	4533.8008	199	1
2_MACS_peak_20079_lociStitched	chr3	169656137	169668571	2	12339	37929.917	3102.283	200	1
3_MACS_peak_9515_lociStitched	chr15	75063180	75083657	3	19279	38322.7055	3780.0542	201	1
1_MACS_peak_10543_lociStitched	chr16	56962936	56975749	1	12814	37308.8934	2768.8893	202	1
3_MACS_peak_2381_lociStitched	chr1	205242328	205258827	3	12990	38751.2013	4236.9432	203	1
3_MACS_peak_23698_lociStitched	chr6	11713277	11736193	3	15582	37680.7788	3290.7376	204	1
2_MACS_peak_1556_lociStitched	chr1	149213977	149225932	2	6586	38407.8285	4040.79	205	1
3_MACS_peak_1749_lociStitched	chr1	155938500	155954206	3	13990	38572.3654	4309.7264	206	1
1_MACS_peak_11063_lociStitched	chr17	6062091	6071728	1	9638	36013.469	1840.667	207	1
3_MACS_peak_15755_lociStitched	chr2	158323464	158337889	3	9796	36697.2	2533.03	208	1
1_MACS_peak_14628_lociStitched	chr2	43444097	43457066	1	12970	36645.2064	2552.2992	209	1
1_MACS_peak_3256_lociStitched	chr10	30988635	30997112	1	8478	35756.8337	1704.7247	210	1
2_MACS_peak_29076_lociStitched	chr9	112668712	112683236	2	10797	36752.982	2702.9164	211	1
2_MACS_peak_9273_lociStitched	chr15	58581815	58595806	2	11840	36149.9458	2150.4167	212	1
1_MACS_peak_20993_lociStitched	chr4	69434269	69444218	1	9950	35452.2666	1700.2841	213	1
2_MACS_peak_29086_lociStitched	chr9	112903979	112925525	2	21538	38285.0874	4645.3176	214	1
3_MACS_peak_1851_lociStitched	chr1	160694375	160715636	3	13365	38875.7385	5370.5286	215	1
3_MACS_peak_21029_lociStitched	chr4	74453966	74475679	3	13598	36462.6409	3015.9357	216	1
1_MACS_peak_17778_lociStitched	chr21	44723884	44734855	1	10972	36071.5509	2693.3805	217	1
1_MACS_peak_11382_lociStitched	chr17	29634929	29649526	1	14598	36021.0169	2653.7346	218	1
1_MACS_peak_15999_lociStitched	chr2	182168369	182180078	1	11710	35451.3393	2279.7423	219	1
1_MACS_peak_2137_lociStitched	chr1	183809045	183816024	1	6980	34753.3263	1678.4495	220	1
2_MACS_peak_9636_lociStitched	chr15	81576119	81596103	2	14877	37002.3744	3974.8176	221	1
2_MACS_peak_27298_lociStitched	chr8	29404316	29416975	2	10084	35071.7595	2102.6599	222	1
2_MACS_peak_1870_lociStitched	chr1	161144704	161158161	2	11361	36741.6471	3796.2197	223	1
4_MACS_peak_17659_lociStitched	chr21	36235800	36262894	4	14422	38251.3092	5424.2188	224	1
2_MACS_peak_9534_lociStitched	chr15	75352675	75371294	2	14519	35644.2136	2835.6737	225	1
5_MACS_peak_18969_lociStitched	chr3	46317815	46347617	5	26520	37619.0646	4854.7458	226	1
4_MACS_peak_5324_lociStitched	chr11	82764384	82790516	4	15087	37256.3924	4541.7416	227	1
3_MACS_peak_19243_lociStitched	chr3	69128082	69155609	3	20034	37103.6433	4453.8686	228	1
5_MACS_peak_23420_lociStitched	chr5	173310016	173344017	5	28221	38274.9257	5701.9677	229	1
4_MACS_peak_3031_lociStitched	chr10	7510989	7536582	4	18546	36462.3471	3913.1697	230	1
2_MACS_peak_25027_lociStitched	chr6	135190401	135204208	2	8415	34728.7471	2309.9111	231	1
1_MACS_peak_1684_lociStitched	chr1	154296487	154303144	1	6658	34380.7422	1972.4691	232	1
3_MACS_peak_10254_lociStitched	chr16	23404589	23419410	3	10245	34575.9109	2184.6154	233	1
1_MACS_peak_25648_lociStitched	chr7	26002405	26012402	1	9998	34572.6251	2187.3436	234	1
1_MACS_peak_1491_lociStitched	chr1	145448200	145457970	1	9771	35914.52	3555.303	235	1
1_MACS_peak_25563_lociStitched	chr7	20254555	20263533	1	8979	33845.2644	2090.0784	236	1
2_MACS_peak_17614_lociStitched	chr21	34600757	34613240	2	10793	34747.6788	3007.1547	237	1
1_MACS_peak_21309_lociStitched	chr4	105406407	105417778	1	11372	33528.5306	1793.2067	238	1
1_MACS_peak_24722_lociStitched	chr6	106439033	106447560	1	8528	33200.7272	1481.9926	239	1
2_MACS_peak_23432_lociStitched	chr5	173696145	173710319	2	12819	34078.5482	2371.3102	240	1
5_MACS_peak_12192_lociStitched	chr17	73850495	73875869	5	13207	35531.2122	3884.7594	241	1
2_MACS_peak_13673_lociStitched	chr19	35694343	35708342	2	11449	34483.7367	2896.3931	242	1
1_MACS_peak_1319_lociStitched	chr1	111172604	111181638	1	9035	32774.4486	1235.8512	243	1
3_MACS_peak_3709_lociStitched	chr10	81001125	81020623	3	16735	34667.444	3195.7222	244	1
3_MACS_peak_24237_lociStitched	chr6	42737679	42752635	3	9911	33501.44	2135.7168	245	1
1_MACS_peak_15122_lociStitched	chr2	86219412	86229245	1	9834	33404.6676	2060.0135	246	1
3_MACS_peak_8550_lociStitched	chr14	81930585	81953513	3	17173	33289.1632	2207.9664	247	1
2_MACS_peak_7035_lociStitched	chr12	104318254	104326076	2	7696	32598.185	1570.6576	248	1
4_MACS_peak_2138_lociStitched	chr1	183856419	183885931	4	15382	37046.4136	6076.5208	249	1
1_MACS_peak_28137_lociStitched	chr8	137188710	137201718	1	13009	33252.3504	2415.5856	250	1
2_MACS_peak_22614_lociStitched	chr5	88634814	88652746	2	11699	33726.5056	2913.95	251	1
3_MACS_peak_24592_lociStitched	chr6	88612473	88640590	3	20221	35016.9118	4248.4787	252	1
11_MACS_peak_25086_lociStitched	chr6	138246188	138297590	11	29008	38351.0322	7725.7206	253	1
6_MACS_peak_9873_lociStitched	chr15	101661135	101692527	6	20495	35425.872	4834.368	254	1
2_MACS_peak_17724_lociStitched	chr21	41295561	41310681	2	11651	34570.368	3981.096	255	1
5_MACS_peak_22597_lociStitched	chr5	87954442	87976765	5	11976	34006.8582	3426.5805	256	1
2_MACS_peak_24613_lociStitched	chr6	90055612	90071354	2	15724	33591.8538	3104.3224	257	1
2_MACS_peak_26463_lociStitched	chr7	106503667	106513866	2	9961	33435.3817	2974.0284	258	1
4_MACS_peak_12032_lociStitched	chr17	62961133	62986810	4	11782	34389.2061	3941.4195	259	1
