#06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_ROSE/06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_peaks_7KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam
#Using cutoff of 16485.7032 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	isSuperStretch
6_MACS_peak_16899_lociStitched	chr20	25261610	25302983	6	24143	85534.5402	6160.4397	42	1
7_MACS_peak_27249_lociStitched	chr8	27208363	27253552	7	28976	48261.852	7867.4049	43	1
3_MACS_peak_6498_lociStitched	chr12	53845144	53874897	3	29549	27503.6732	5075.8618	44	1
11_MACS_peak_25086_lociStitched	chr6	138246188	138297590	11	29008	38351.0322	7725.7206	45	1
4_MACS_peak_4092_lociStitched	chr10	112599075	112633306	4	24995	70690.4381	6041.7715	46	1
5_MACS_peak_17087_lociStitched	chr20	37486776	37523545	5	20852	91915.1462	5614.6263	47	1
2_MACS_peak_25947_lociStitched	chr7	55615909	55643161	2	26903	52956.0864	4660.092	48	1
5_MACS_peak_23420_lociStitched	chr5	173310016	173344017	5	28221	38274.9257	5701.9677	49	1
2_MACS_peak_5764_lociStitched	chr11	128585330	128618597	2	26596	55323.021	5648.7366	50	1
2_MACS_peak_12492_lociStitched	chr18	9094667	9123212	2	23608	73357.7955	5046.756	51	1
4_MACS_peak_24724_lociStitched	chr6	106585412	106618418	4	21885	82907.7714	5719.9398	52	1
2_MACS_peak_1762_lociStitched	chr1	156115214	156137215	2	21941	83099.9771	6752.1069	53	1
5_MACS_peak_27942_lociStitched	chr8	120917814	120949074	5	26092	50187.93	5117.262	54	1
3_MACS_peak_19765_lociStitched	chr3	133178761	133213361	3	24914	61190.1	5864.7	55	1
7_MACS_peak_10669_lociStitched	chr16	68269754	68320257	7	26814	43619.4411	7625.953	56	1
3_MACS_peak_5199_lociStitched	chr11	72850503	72871277	3	20232	84643.663	4183.8836	57	1
3_MACS_peak_11930_lociStitched	chr17	56404436	56431309	3	20358	84905.2435	5718.5744	58	1
5_MACS_peak_3053_lociStitched	chr10	11278648	11313057	5	24937	56764.5273	6018.1341	59	1
1_MACS_peak_16184_lociStitched	chr2	201979529	201995139	1	15611	98547.491	3451.371	60	1
4_MACS_peak_4069_lociStitched	chr10	112103726	112130142	4	17783	93092.6256	4913.376	61	1
5_MACS_peak_18969_lociStitched	chr3	46317815	46347617	5	26520	37619.0646	4854.7458	62	1
4_MACS_peak_21831_lociStitched	chr4	185317606	185350292	4	24125	60972.4644	5053.2556	63	1
7_MACS_peak_10781_lociStitched	chr16	78768872	78805124	7	27138	24415.722	3498.318	64	1
6_MACS_peak_16225_lociStitched	chr2	204547925	204585806	6	24817	55060.0335	6648.1155	65	1
2_MACS_peak_16494_lociStitched	chr2	232687086	232714787	2	26670	28158.0665	3105.2821	66	1
6_MACS_peak_11782_lociStitched	chr17	46516076	46556882	6	26602	31343.0886	6157.6254	67	1
3_MACS_peak_13106_lociStitched	chr19	2073562	2098369	3	17779	91093.7847	6625.9497	68	1
3_MACS_peak_22939_lociStitched	chr5	131744765	131774401	3	22890	64559.0624	5328.5528	69	1
2_MACS_peak_12494_lociStitched	chr18	9132825	9157506	2	24457	48651.1872	4723.9434	70	1
5_MACS_peak_10101_lociStitched	chr16	11754430	11786868	5	22869	60834.2252	5699.3566	71	1
2_MACS_peak_474_lociStitched	chr1	31213879	31236471	2	21527	67403.232	4538.7328	72	1
4_MACS_peak_17801_lociStitched	chr21	45552543	45581096	4	19242	80804.99	6572.9006	73	1
1_MACS_peak_14343_lociStitched	chr2	20404552	20426280	1	21729	64225.7952	4356.464	74	1
6_MACS_peak_5940_lociStitched	chr12	7045680	7085750	6	23627	52415.567	6743.781	75	1
2_MACS_peak_20111_lociStitched	chr3	171801681	171827208	2	21964	64652.2329	6430.2513	76	1
6_MACS_peak_28013_lociStitched	chr8	126285062	126322918	6	24792	35842.0608	5572.4032	77	1
4_MACS_peak_18567_lociStitched	chr3	5222526	5256500	4	24189	41410.9086	5048.5364	78	1
1_MACS_peak_6053_lociStitched	chr12	12866150	12882083	1	15934	86156.1042	3336.3702	79	1
2_MACS_peak_17726_lociStitched	chr21	41324200	41345250	2	20185	69290.285	5757.175	80	1
4_MACS_peak_9737_lociStitched	chr15	89646482	89676907	4	21483	60442.305	5190.505	81	1
5_MACS_peak_26906_lociStitched	chr7	150100655	150134444	5	19715	72974.1033	7561.9782	82	1
1_MACS_peak_20834_lociStitched	chr4	40191001	40209839	1	18839	73357.0558	4590.8206	83	1
6_MACS_peak_7289_lociStitched	chr12	123355089	123387368	6	24049	31187.9698	2872.831	84	1
4_MACS_peak_10249_lociStitched	chr16	23333859	23364307	4	17975	75678.504	4375.3776	85	1
1_MACS_peak_23857_lociStitched	chr6	25402649	25415885	1	13237	90363.4956	3424.1532	86	1
5_MACS_peak_18992_lociStitched	chr3	46573960	46608606	5	20071	65401.2542	5401.3114	87	1
2_MACS_peak_17313_lociStitched	chr20	52193964	52216301	2	22044	48797.4102	3710.1757	88	1
1_MACS_peak_7093_lociStitched	chr12	108952823	108973346	1	20524	59481.8109	4010.1942	89	1
3_MACS_peak_27012_lociStitched	chr8	2027337	2051247	3	17961	71751.519	4007.316	90	1
7_MACS_peak_18979_lociStitched	chr3	46419707	46459680	7	23369	31910.4459	5656.1795	91	1
5_MACS_peak_4462_lociStitched	chr11	10314410	10345266	5	21086	54537.98	5800.928	92	1
3_MACS_peak_4582_lociStitched	chr11	19449687	19468142	3	18131	69774.664	3794.348	93	1
3_MACS_peak_11460_lociStitched	chr17	34408668	34432975	3	22279	40930.5573	4212.4031	94	1
3_MACS_peak_14888_lociStitched	chr2	65156219	65178782	3	18504	67188.1014	4020.7266	95	1
2_MACS_peak_1774_lociStitched	chr1	156450323	156476346	2	21820	45693.7857	6573.4098	96	1
4_MACS_peak_13462_lociStitched	chr19	16243987	16273059	4	21539	45454.072	4907.3536	97	1
3_MACS_peak_2207_lociStitched	chr1	192497609	192521246	3	20320	55142.7573	5398.6908	98	1
3_MACS_peak_18006_lociStitched	chr22	24178493	24201056	3	16036	73645.632	3984.6258	99	1
2_MACS_peak_1595_lociStitched	chr1	150532064	150553366	2	17992	66973.488	6431.0738	100	1
4_MACS_peak_18638_lociStitched	chr3	13035643	13061771	4	18256	63765.384	4713.4912	101	1
2_MACS_peak_29086_lociStitched	chr9	112903979	112925525	2	21538	38285.0874	4645.3176	102	1
6_MACS_peak_20144_lociStitched	chr3	175051982	175074400	6	20543	47057.6238	4532.9196	103	1
4_MACS_peak_23511_lociStitched	chr5	180228274	180259911	4	19691	53887.3021	4938.5357	104	1
3_MACS_peak_15224_lociStitched	chr2	97189985	97213644	3	18632	59549.703	4208.9361	105	1
4_MACS_peak_5527_lociStitched	chr11	111230085	111251690	4	20236	47535.321	3692.2945	106	1
4_MACS_peak_16114_lociStitched	chr2	197023672	197049408	4	21770	32713.0296	4274.7496	107	1
4_MACS_peak_1570_lociStitched	chr1	149802818	149834066	4	17441	68117.5152	7799.5008	108	1
1_MACS_peak_22605_lociStitched	chr5	88110477	88130791	1	20315	44369.8388	3575.264	109	1
3_MACS_peak_12242_lociStitched	chr17	75128804	75146961	3	17376	62670.7012	3673.1611	110	1
3_MACS_peak_21003_lociStitched	chr4	71525352	71555397	3	20364	43952.8305	5206.7985	111	1
3_MACS_peak_8834_lociStitched	chr15	23658496	23683087	3	20166	43617.0567	3730.4547	112	1
2_MACS_peak_1686_lociStitched	chr1	154374157	154394649	2	17864	60242.3816	5737.76	113	1
3_MACS_peak_23854_lociStitched	chr6	25365855	25390602	3	20391	39342.7806	4328.2503	114	1
3_MACS_peak_10117_lociStitched	chr16	12052239	12072260	3	14362	73256.839	3811.9984	115	1
4_MACS_peak_9031_lociStitched	chr15	40833485	40862784	4	19416	48138.257	4884.1433	116	1
3_MACS_peak_13749_lociStitched	chr19	39880682	39904021	3	18456	53850.0747	3904.6147	117	1
3_MACS_peak_325_lociStitched	chr1	24511753	24533976	3	17455	59442.0804	4293.4836	118	1
1_MACS_peak_26152_lociStitched	chr7	78113477	78128542	1	15066	68276.0865	2539.959	119	1
6_MACS_peak_8657_lociStitched	chr14	95945775	95986118	6	21134	25851.7944	3154.8226	120	1
7_MACS_peak_22754_lociStitched	chr5	109247608	109286567	7	20731	33594.3457	5832.1623	121	1
6_MACS_peak_9873_lociStitched	chr15	101661135	101692527	6	20495	35425.872	4834.368	122	1
5_MACS_peak_1478_lociStitched	chr1	145127612	145161684	5	20797	37932.3576	11417.5272	123	1
3_MACS_peak_9015_lociStitched	chr15	40386736	40409253	3	18987	47312.7204	3917.958	124	1
1_MACS_peak_12917_lociStitched	chr18	60821672	60831785	1	10114	81734.2773	2341.1595	125	1
3_MACS_peak_24592_lociStitched	chr6	88612473	88640590	3	20221	35016.9118	4248.4787	126	1
3_MACS_peak_19243_lociStitched	chr3	69128082	69155609	3	20034	37103.6433	4453.8686	127	1
3_MACS_peak_19643_lociStitched	chr3	124479957	124512571	3	20321	33944.6512	4725.7686	128	1
2_MACS_peak_11572_lociStitched	chr17	38465585	38484612	2	18887	46180.4317	3696.9461	129	1
1_MACS_peak_995_lociStitched	chr1	66734860	66752164	1	17305	55175.5344	3275.6472	130	1
2_MACS_peak_5018_lociStitched	chr11	65254277	65278863	2	17950	52648.4604	4725.4292	131	1
4_MACS_peak_19390_lociStitched	chr3	98472196	98496142	4	19125	43191.4002	3998.982	132	1
2_MACS_peak_12292_lociStitched	chr17	76710974	76733683	2	19218	42845.0703	4534.9873	133	1
5_MACS_peak_14853_lociStitched	chr2	64430299	64456679	5	19243	40213.672	4431.84	134	1
3_MACS_peak_9515_lociStitched	chr15	75063180	75083657	3	19279	38322.7055	3780.0542	135	1
3_MACS_peak_26213_lociStitched	chr7	90337276	90367846	3	18939	42201.885	5068.506	136	1
3_MACS_peak_5879_lociStitched	chr12	4216235	4231616	3	12075	73016.6832	2839.3326	137	1
2_MACS_peak_15418_lociStitched	chr2	112455271	112468432	2	13086	68920.2087	2740.1202	138	1
3_MACS_peak_18308_lociStitched	chr22	39823004	39846284	3	16138	56342.256	3461.736	139	1
1_MACS_peak_22606_lociStitched	chr5	88170694	88187221	1	16528	52084.8405	3376.4661	140	1
5_MACS_peak_23931_lociStitched	chr6	27774501	27808122	5	18012	43640.058	5527.2924	141	1
4_MACS_peak_14703_lociStitched	chr2	47526563	47550890	4	17061	48712.3848	4018.8204	142	1
4_MACS_peak_3031_lociStitched	chr10	7510989	7536582	4	18546	36462.3471	3913.1697	143	1
4_MACS_peak_16717_lociStitched	chr20	5570389	5592606	4	19505	23936.5958	3943.5175	144	1
2_MACS_peak_18218_lociStitched	chr22	37610004	37629299	2	17218	45661.6175	3484.677	145	1
4_MACS_peak_25773_lociStitched	chr7	38383574	38408551	4	18746	33201.9261	5335.0872	146	1
6_MACS_peak_12143_lociStitched	chr17	72733107	72756919	6	19224	23342.9036	3940.886	147	1
1_MACS_peak_25945_lociStitched	chr7	55568918	55586222	1	17305	42424.2168	2716.728	148	1
6_MACS_peak_17334_lociStitched	chr20	52530930	52567315	6	18526	32182.5325	5432.2805	149	1
7_MACS_peak_17142_lociStitched	chr20	42564654	42593773	7	18640	29005.4359	4274.6692	150	1
5_MACS_peak_25266_lociStitched	chr6	157976430	158007391	5	18473	28942.3428	2325.1711	151	1
1_MACS_peak_23703_lociStitched	chr6	11826657	11838123	1	11467	67565.6982	2199.1788	152	1
4_MACS_peak_6378_lociStitched	chr12	48196040	48218967	4	16992	41894.5071	3794.4185	153	1
4_MACS_peak_4012_lociStitched	chr10	105244857	105268392	4	18579	25478.991	4036.2525	154	1
5_MACS_peak_10235_lociStitched	chr16	22194814	22219342	5	18136	31619.0448	4586.736	155	1
1_MACS_peak_22284_lociStitched	chr5	55436859	55453866	1	17008	40335.5019	2894.5914	156	1
3_MACS_peak_18961_lociStitched	chr3	46129539	46153918	3	17649	32843.3888	4449.1675	157	1
4_MACS_peak_12295_lociStitched	chr17	76753797	76779850	4	17898	29153.307	4082.5051	158	1
3_MACS_peak_21973_lociStitched	chr5	6475659	6497464	3	14507	53659.9245	3432.107	159	1
3_MACS_peak_8550_lociStitched	chr14	81930585	81953513	3	17173	33289.1632	2207.9664	160	1
5_MACS_peak_9009_lociStitched	chr15	40329919	40358696	5	17696	29507.9358	4471.9458	161	1
3_MACS_peak_20341_lociStitched	chr3	186703069	186720452	3	15031	50714.9025	4583.8971	162	1
5_MACS_peak_16360_lociStitched	chr2	219741250	219763451	5	17607	28326.2559	3696.4665	163	1
6_MACS_peak_10363_lociStitched	chr16	30193683	30227703	6	17668	29471.526	6426.378	164	1
1_MACS_peak_21935_lociStitched	chr5	1311155	1320530	1	9376	68004.375	1981.875	165	1
3_MACS_peak_19981_lociStitched	chr3	156804214	156825014	3	15826	44516.16	5328.96	166	1
2_MACS_peak_1069_lociStitched	chr1	75595376	75612819	2	16963	32266.0614	2621.6829	167	1
5_MACS_peak_14935_lociStitched	chr2	68936008	68965713	5	17321	30397.1265	4776.564	168	1
3_MACS_peak_3709_lociStitched	chr10	81001125	81020623	3	16735	34667.444	3195.7222	169	1
4_MACS_peak_15402_lociStitched	chr2	112208353	112241917	4	17340	29657.1504	5323.2504	170	1
4_MACS_peak_22610_lociStitched	chr5	88595447	88617706	4	15192	45904.7357	3777.3523	171	1
4_MACS_peak_6024_lociStitched	chr12	11901283	11920486	4	16860	31838.574	3222.2634	172	1
5_MACS_peak_23262_lociStitched	chr5	156339256	156370053	5	17070	30085.5893	4243.8266	173	1
1_MACS_peak_6163_lociStitched	chr12	26265617	26280573	1	14957	44803.6892	2961.288	174	1
2_MACS_peak_8901_lociStitched	chr15	31546325	31561330	2	13012	54252.078	2750.4165	175	1
3_MACS_peak_242_lociStitched	chr1	17221178	17241782	3	10914	64651.2312	5431.2144	176	1
6_MACS_peak_30250_lociStitched	chrX	128892765	128921527	6	16922	27208.852	2579.9514	177	1
2_MACS_peak_16976_lociStitched	chr20	32460527	32473866	2	13310	52260.8681	2546.4151	178	1
4_MACS_peak_2364_lociStitched	chr1	204474562	204493954	4	15235	43441.9584	4993.44	179	1
2_MACS_peak_6925_lociStitched	chr12	94583053	94603869	2	13852	49860.5648	3449.2112	180	1
5_MACS_peak_11562_lociStitched	chr17	38251237	38280765	5	17072	23533.816	4305.1824	181	1
3_MACS_peak_22829_lociStitched	chr5	118657534	118678812	3	16151	33802.2308	3902.3852	182	1
1_MACS_peak_21824_lociStitched	chr4	185200850	185211156	1	10307	62173.0062	2592.9896	183	1
4_MACS_peak_3357_lociStitched	chr10	45913688	45933612	4	14392	45691.7092	3169.9084	184	1
3_MACS_peak_23698_lociStitched	chr6	11713277	11736193	3	15582	37680.7788	3290.7376	185	1
1_MACS_peak_25946_lociStitched	chr7	55597122	55605748	1	8627	65983.7244	2183.2406	186	1
2_MACS_peak_14965_lociStitched	chr2	70309934	70323415	2	9551	63868.9337	2418.4914	187	1
5_MACS_peak_11720_lociStitched	chr17	43505040	43531608	5	16766	26350.1424	4070.2176	188	1
3_MACS_peak_25844_lociStitched	chr7	44656567	44680443	3	16006	34190.432	3963.416	189	1
6_MACS_peak_24037_lociStitched	chr6	31773611	31805046	6	16610	28533.5495	5133.3355	190	1
2_MACS_peak_10612_lociStitched	chr16	66549011	66561321	2	12063	55579.65	2731.589	191	1
2_MACS_peak_5173_lociStitched	chr11	71411811	71426867	2	14720	42040.8688	2744.7088	192	1
2_MACS_peak_20810_lociStitched	chr4	38306931	38323017	2	14259	44592.0006	2716.9254	193	1
2_MACS_peak_24613_lociStitched	chr6	90055612	90071354	2	15724	33591.8538	3104.3224	194	1
1_MACS_peak_2709_lociStitched	chr1	226838925	226852683	1	13759	48018.1716	4130.1516	195	1
4_MACS_peak_23206_lociStitched	chr5	150512532	150538139	4	16457	26649.2049	4025.4204	196	1
2_MACS_peak_18966_lociStitched	chr3	46245242	46257718	2	12404	52714.8428	2567.5608	197	1
7_MACS_peak_14967_lociStitched	chr2	70331393	70360987	7	15114	39505.0306	4533.8008	198	1
3_MACS_peak_26529_lociStitched	chr7	114556538	114574782	3	13433	49601.7872	4367.6136	199	1
3_MACS_peak_20805_lociStitched	chr4	38121793	38136848	3	14382	42437.034	2684.3065	200	1
2_MACS_peak_14279_lociStitched	chr2	11883300	11898307	2	15005	38704.5537	3182.9847	201	1
1_MACS_peak_21083_lociStitched	chr4	77608500	77625064	1	16565	22704.2748	3160.4112	202	1
4_MACS_peak_22944_lociStitched	chr5	131813216	131842364	4	16242	28547.5512	4984.308	203	1
4_MACS_peak_3726_lociStitched	chr10	81946260	81966685	4	15858	31119.53	3570.29	204	1
4_MACS_peak_14291_lociStitched	chr2	13680324	13702478	4	15625	32821.151	3267.715	205	1
4_MACS_peak_2138_lociStitched	chr1	183856419	183885931	4	15382	37046.4136	6076.5208	206	1
4_MACS_peak_28858_lociStitched	chr9	93670948	93690443	4	15540	32523.5085	3296.6045	208	1
1_MACS_peak_4079_lociStitched	chr10	112214706	112226236	1	11531	54352.42	2181.476	209	1
4_MACS_peak_15180_lociStitched	chr2	89047136	89067046	4	14063	42955.825	3040.257	210	1
4_MACS_peak_5324_lociStitched	chr11	82764384	82790516	4	15087	37256.3924	4541.7416	211	1
3_MACS_peak_9725_lociStitched	chr15	89163621	89185174	3	15687	31090.2025	3797.6386	212	1
2_MACS_peak_5572_lociStitched	chr11	115088882	115102586	2	12337	50884.3224	2583.204	213	1
2_MACS_peak_22106_lociStitched	chr5	32570707	32590140	2	14591	38992.3145	3511.5431	214	1
2_MACS_peak_9261_lociStitched	chr15	56647467	56666251	2	12884	48667.4656	3416.8096	215	1
2_MACS_peak_9636_lociStitched	chr15	81576119	81596103	2	14877	37002.3744	3974.8176	216	1
2_MACS_peak_16194_lociStitched	chr2	202115623	202129211	2	13509	44735.7724	2958.1076	217	1
3_MACS_peak_2821_lociStitched	chr1	234733762	234749926	3	13121	47675.718	4283.46	218	1
4_MACS_peak_14858_lociStitched	chr2	64486045	64511823	4	15291	32209.611	3815.144	220	1
1_MACS_peak_10542_lociStitched	chr16	56943210	56954632	1	11423	52778.7776	2298.1064	221	1
3_MACS_peak_1847_lociStitched	chr1	160633446	160655998	3	14392	40158.3464	5182.4496	222	1
6_MACS_peak_8516_lociStitched	chr14	77487823	77510116	6	15509	27300.0078	1863.6948	223	1
5_MACS_peak_1757_lociStitched	chr1	156065190	156100708	5	16169	24326.2782	7554.6786	224	1
1_MACS_peak_11382_lociStitched	chr17	29634929	29649526	1	14598	36021.0169	2653.7346	225	1
5_MACS_peak_16189_lociStitched	chr2	202081047	202102267	5	15933	23751.546	4210.048	228	1
5_MACS_peak_29385_lociStitched	chr9	134127087	134153439	5	15474	29060.9856	4131.9936	229	1
2_MACS_peak_9534_lociStitched	chr15	75352675	75371294	2	14519	35644.2136	2835.6737	230	1
2_MACS_peak_6090_lociStitched	chr12	15100709	15116372	2	15470	26443.8429	3131.0337	231	1
1_MACS_peak_11715_lociStitched	chr17	43297947	43308474	1	10528	54723.5568	2203.3011	232	1
4_MACS_peak_17659_lociStitched	chr21	36235800	36262894	4	14422	38251.3092	5424.2188	233	1
3_MACS_peak_9374_lociStitched	chr15	65169117	65189983	3	12401	48306.8766	3449.1498	234	1
4_MACS_peak_21758_lociStitched	chr4	173896270	173920285	4	15460	25587.9825	3294.858	235	1
3_MACS_peak_12120_lociStitched	chr17	70582484	70602271	3	14882	31225.8647	3320.2586	236	1
2_MACS_peak_17122_lociStitched	chr20	40709726	40727485	2	13620	39908.0248	2514.6744	237	1
3_MACS_peak_23114_lociStitched	chr5	142772398	142794686	3	14941	29783.4544	3216.1584	238	1
3_MACS_peak_1749_lociStitched	chr1	155938500	155954206	3	13990	38572.3654	4309.7264	239	1
2_MACS_peak_29861_lociStitched	chrX	48790480	48805126	2	12904	42231.741	1546.6176	240	1
3_MACS_peak_5208_lociStitched	chr11	72977727	73001828	3	14594	32312.2107	3439.2127	241	1
4_MACS_peak_23466_lociStitched	chr5	176717110	176740733	4	14333	34633.6803	4292.2991	242	1
1_MACS_peak_23892_lociStitched	chr6	26355045	26368081	1	13037	41655.2344	2543.3236	243	1
2_MACS_peak_15344_lociStitched	chr2	109828807	109844325	2	14997	26812.0004	2759.1004	244	1
3_MACS_peak_17513_lociStitched	chr21	19151491	19169325	3	15135	25106.7052	3511.5146	245	1
4_MACS_peak_28197_lociStitched	chr8	145002089	145028017	4	15178	24291.9432	3362.8616	246	1
2_MACS_peak_15753_lociStitched	chr2	158293517	158311386	2	12133	46284.2838	3109.206	247	1
1_MACS_peak_2476_lociStitched	chr1	209274216	209285178	1	10963	51035.7834	3124.17	248	1
3_MACS_peak_300_lociStitched	chr1	23849828	23866973	3	11687	48100.2975	3243.834	249	1
5_MACS_peak_10824_lociStitched	chr16	81841614	81871609	5	15020	24178.9695	2678.5535	250	1
1_MACS_peak_18258_lociStitched	chr22	38782125	38797268	1	15144	22390.4398	2524.3381	251	1
3_MACS_peak_19715_lociStitched	chr3	129026500	129048706	3	14494	30559.8972	3874.947	252	1
5_MACS_peak_14749_lociStitched	chr2	54776836	54809301	5	15203	23251.433	5012.596	253	1
3_MACS_peak_21029_lociStitched	chr4	74453966	74475679	3	13598	36462.6409	3015.9357	254	1
2_MACS_peak_14348_lociStitched	chr2	20615070	20631109	2	14400	27641.6126	2415.4734	255	1
3_MACS_peak_1851_lociStitched	chr1	160694375	160715636	3	13365	38875.7385	5370.5286	256	1
5_MACS_peak_5980_lociStitched	chr12	9573401	9602081	5	14722	25006.092	4709.256	258	1
3_MACS_peak_2381_lociStitched	chr1	205242328	205258827	3	12990	38751.2013	4236.9432	259	1
4_MACS_peak_12237_lociStitched	chr17	75078953	75093468	4	13636	32606.496	2860.9065	260	1
1_MACS_peak_7978_lociStitched	chr13	114556359	114568304	1	11946	42936.3025	2569.3695	261	1
6_MACS_peak_10343_lociStitched	chr16	29815475	29837594	6	14143	28606.5027	3466.0473	262	1
4_MACS_peak_23875_lociStitched	chr6	26183519	26207198	4	13687	32809.6224	3862.0449	263	1
1_MACS_peak_14628_lociStitched	chr2	43444097	43457066	1	12970	36645.2064	2552.2992	264	1
