REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM12.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
3_MACS_peak_10713_lociStitched	chr16	56963985	56971097	3	7017	30189.7288	41	1	HERPUD1	CETP	HERPUD1	41	1
2_MACS_peak_15068_lociStitched	chr2	43445025	43455796	2	10748	30137.258	42	1	LOC100129726,ZFP36L2		ZFP36L2	42	1
1_MACS_peak_9202_lociStitched	chr15	41244177	41247089	1	2913	29890.8064	43	1	CHAC1	DLL4	CHAC1	43	1
3_MACS_peak_9914_lociStitched	chr15	89177685	89185588	3	7873	29831.4541	44	1	ISG20	MIR1179,MIR7-2,AEN	ISG20	44	1
1_MACS_peak_22444_lociStitched	chr5	32172262	32175571	1	3310	29703.5694	45	1	GOLPH3		GOLPH3	45	1
2_MACS_peak_14293_lociStitched	chr19	47612611	47617733	2	4663	29619.5016	46	1	ZC3H4	SAE1	ZC3H4	46	1
2_MACS_peak_2661_lociStitched	chr1	207993759	208000973	2	6776	29549.2654	47	1	LOC148696	MIR29C,MIR29B2	LOC148696	47	1
1_MACS_peak_17994_lociStitched	chr21	36257360	36263479	1	6120	29434.2257	48	1	RUNX1		RUNX1	48	1
1_MACS_peak_23107_lociStitched	chr5	107715644	107719245	1	3602	29372.9969	49	1	FBXL17		FBXL17	49	1
3_MACS_peak_25167_lociStitched	chr6	106531205	106541197	3	9790	29017.7672	50	1	PRDM1	PRDM1	PRDM1	50	1
1_MACS_peak_3023_lociStitched	chr10	3823957	3828768	1	4812	29011.7733	51	1	KLF6		KLF6	51	1
1_MACS_peak_13670_lociStitched	chr19	16186317	16191184	1	4868	28696.8054	52	1	TPM4	FLJ25328,RAB8A	TPM4	52	1
2_MACS_peak_7682_lociStitched	chr13	49549239	49555136	2	5792	28537.3521	53	1	FNDC3A		FNDC3A	53	1
6_MACS_peak_29644_lociStitched	chr9	134543324	134555240	6	11092	28481.6232	54	1	RAPGEF1		RAPGEF1	54	1
1_MACS_peak_20706_lociStitched	chr3	170073009	170077335	1	4327	28480.221	55	1	SKIL	SKIL	SKIL	55	1
1_MACS_peak_23425_lociStitched	chr5	137877394	137880746	1	3353	28436.0216	56	1	ETF1	SNORD63,HSPA9	ETF1	56	1
3_MACS_peak_23028_lociStitched	chr5	95292798	95298944	3	5976	28306.0176	57	1	ELL2		ELL2	57	1
1_MACS_peak_19744_lociStitched	chr3	55514855	55524322	1	9468	28305.3833	58	1	WNT5A		WNT5A	58	1
2_MACS_peak_13259_lociStitched	chr19	2618227	2625123	2	6821	28076.3744	59	1	GNG7		GNG7	59	1
2_MACS_peak_18115_lociStitched	chr21	44842442	44848443	2	5889	28053.4748	60	1	SIK1	C21orf125,C21orf84	SIK1	60	1
1_MACS_peak_20039_lociStitched	chr3	105084699	105089090	1	4392	27938.6157	61	1	ALCAM		ALCAM	61	1
2_MACS_peak_19060_lociStitched	chr3	5235528	5242408	2	6615	27927.984	62	1	EDEM1		EDEM1	62	1
1_MACS_peak_27079_lociStitched	chr7	130789880	130796641	1	6762	27678.8579	63	1	MKLN1,FLJ43663		FLJ43663	63	1
2_MACS_peak_20649_lociStitched	chr3	156876146	156879414	2	3234	27561.0048	64	1	CCNL1	LOC339894	CCNL1	64	1
1_MACS_peak_14240_lociStitched	chr19	45970232	45973958	1	3727	27536.2578	65	1	FOSB	PPM1N,VASP,ERCC1,RTN2	FOSB	65	1
1_MACS_peak_23941_lociStitched	chr5	179245241	179249118	1	3878	27494.1332	66	1	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	66	1
1_MACS_peak_13773_lociStitched	chr19	18389870	18393901	1	4032	27430.5519	67	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	JUND	67	1
1_MACS_peak_28641_lociStitched	chr9	20619850	20625309	1	5460	27268.2509	68	1	MLLT3	KIAA1797	MLLT3	68	1
1_MACS_peak_11351_lociStitched	chr17	7744158	7748740	1	4583	27234.0334	69	1	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	69	1
1_MACS_peak_14104_lociStitched	chr19	41767792	41773077	1	5286	27198.1955	70	1	HNRNPUL1	AXL,CCDC97	HNRNPUL1	70	1
1_MACS_peak_20712_lociStitched	chr3	171756569	171759801	1	3233	27185.6448	71	1	FNDC3B		FNDC3B	71	1
2_MACS_peak_13236_lociStitched	chr19	2269243	2273915	2	4564	27015.84	72	1	OAZ1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,JSRP1,C19orf35,LINGO3	OAZ1	72	1
4_MACS_peak_19129_lociStitched	chr3	13050077	13061578	4	10622	26841.0338	73	1	IQSEC1	IQSEC1	IQSEC1	73	1
6_MACS_peak_30712_lociStitched	chrX	153231270	153239173	6	7739	26840.9589	74	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	74	1
1_MACS_peak_5249_lociStitched	chr11	95521806	95525062	1	3257	26837.2544	75	1	CEP57,FAM76B		CEP57	75	1
1_MACS_peak_25485_lociStitched	chr6	136608937	136612449	1	3513	26813.7688	76	1	BCLAF1	FAM54A	BCLAF1	76	1
1_MACS_peak_2858_lociStitched	chr1	228269438	228273274	1	3837	26718.8908	77	1	ARF1	MIR3620,C1orf35,MRPL55	ARF1	77	1
1_MACS_peak_19069_lociStitched	chr3	9436987	9442013	1	5027	26588.5452	78	1	SETD5,LOC440944	THUMPD3	SETD5	78	1
1_MACS_peak_9999_lociStitched	chr15	93443179	93449081	1	5903	26535.392	79	1	CHD2,MIR3175	LOC100507217	MIR3175	79	1
1_MACS_peak_21047_lociStitched	chr3	195631911	195637197	1	5287	26372.3826	80	1	TNK2	TNK2	TNK2	80	1
1_MACS_peak_22844_lociStitched	chr5	78530410	78534528	1	4119	26332.551	81	1	JMY		JMY	81	1
1_MACS_peak_15661_lociStitched	chr2	88922670	88928498	1	5829	26288.9424	82	1	EIF2AK3		EIF2AK3	82	1
1_MACS_peak_4209_lociStitched	chr11	206058	209815	1	3758	26271.9496	83	1	RIC8A,BET1L	LOC653486,ODF3,PSMD13,SIRT3	BET1L	83	1
2_MACS_peak_14501_lociStitched	chr19	55762456	55771552	2	8901	26203.7568	84	1	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	84	1
3_MACS_peak_20559_lociStitched	chr3	150477738	150482289	3	4453	26181.4479	85	1	SIAH2		SIAH2	85	1
1_MACS_peak_23986_lociStitched	chr6	290285	294326	1	4042	26134.3593	86	1	DUSP22		DUSP22	86	1
7_MACS_peak_23126_lociStitched	chr5	109024142	109032259	7	7691	26103.4603	87	1	MAN2A1		MAN2A1	87	1
1_MACS_peak_11969_lociStitched	chr17	43660271	43663850	1	3580	26101.647	88	1		MGC57346,LOC644172	LOC644172	88	1
2_MACS_peak_26864_lociStitched	chr7	104581307	104587014	2	5630	26092.404	89	1		LOC723809	LOC723809	89	1
2_MACS_peak_9278_lociStitched	chr15	45002287	45007438	2	5073	26043.9711	90	1	B2M	TRIM69,SPG11,PATL2	B2M	90	1
1_MACS_peak_4717_lociStitched	chr11	62647190	62650794	1	3605	25833.8324	91	1	SLC3A2	STX5,WDR74,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1,CHRM1	SLC3A2	91	1
2_MACS_peak_8972_lociStitched	chr14	106157305	106168486	2	10811	25785.6222	92	1			TMEM121	92	1
1_MACS_peak_26184_lociStitched	chr7	30633192	30636497	1	3306	25755.204	93	1	GARS		GARS	93	1
1_MACS_peak_18386_lociStitched	chr22	23269631	23278884	1	9254	25731.6677	94	1		IGLL5	IGLL5	94	1
1_MACS_peak_29198_lociStitched	chr9	100744316	100748378	1	4063	25585.3194	95	1	ANP32B	HEMGN	ANP32B	95	1
1_MACS_peak_29737_lociStitched	chr9	139376258	139379162	1	2905	25525.8696	96	1	C9orf163,SEC16A	INPP5E	SEC16A	96	1
1_MACS_peak_18039_lociStitched	chr21	38737741	38741489	1	3749	25458.6648	97	1	DYRK1A	DYRK1A	DYRK1A	97	1
1_MACS_peak_19630_lociStitched	chr3	49759864	49763014	1	3151	25381.755	98	1	GMPPB,IP6K1	APEH,RNF123,MST1,AMIGO3	GMPPB	98	1
4_MACS_peak_9948_lociStitched	chr15	90638822	90646733	4	7735	25334.9775	99	1	IDH2		IDH2	99	1
1_MACS_peak_4270_lociStitched	chr11	1871241	1878228	1	6988	25322.9841	100	1	LSP1	SYT8,TNNI2,LSP1,MIR4298	LSP1	100	1
1_MACS_peak_23458_lociStitched	chr5	139014978	139019121	1	4144	25196.4831	101	1		CXXC5	CXXC5	101	1
3_MACS_peak_23408_lociStitched	chr5	137087209	137091468	3	4119	25053.9934	102	1	HNRNPA0	NPY6R,KLHL3	HNRNPA0	102	1
3_MACS_peak_11829_lociStitched	chr17	38476053	38483513	3	7331	25035.014	103	1	RARA	CDC6,RARA,GJD3	RARA	103	1
1_MACS_peak_25215_lociStitched	chr6	108878458	108885195	1	6738	24961.2587	104	1	FOXO3		FOXO3	104	1
7_MACS_peak_1606_lociStitched	chr1	118147613	118158148	7	10236	24762.5175	105	1	FAM46C		FAM46C	105	1
3_MACS_peak_29016_lociStitched	chr9	82182089	82189276	3	6478	24633.4425	106	1	TLE4		TLE4	106	1
1_MACS_peak_30665_lociStitched	chrX	148584035	148587343	1	3309	24594.3184	107	1	IDS	CXorf40A,LOC100131434	IDS	107	1
1_MACS_peak_16193_lociStitched	chr2	158295485	158301487	1	6003	24500.164	108	1	CYTIP		CYTIP	108	1
3_MACS_peak_24310_lociStitched	chr6	16758489	16764231	3	5678	24495.372	109	1	ATXN1		ATXN1	109	1
5_MACS_peak_11948_lociStitched	chr17	43302113	43309316	5	6769	24472.1925	110	1	FMNL1	LOC100133991,C17orf46	FMNL1	110	1
1_MACS_peak_29033_lociStitched	chr9	86321351	86324137	1	2787	24205.8824	111	1	UBQLN1		UBQLN1	111	1
2_MACS_peak_4994_lociStitched	chr11	68605502	68612134	2	6145	23976.6696	112	1	CPT1A		CPT1A	112	1
4_MACS_peak_2926_lociStitched	chr1	234742294	234749278	4	6643	23966.9928	113	1	IRF2BP2	NCRNA00184	IRF2BP2	113	1
1_MACS_peak_19782_lociStitched	chr3	57581203	57584809	1	3607	23889.3894	114	1	ARF4	PDE12	ARF4	114	1
1_MACS_peak_29015_lociStitched	chr9	80910741	80913460	1	2720	23767.8666	115	1	PSAT1		PSAT1	115	1
3_MACS_peak_23571_lociStitched	chr5	142430715	142439045	3	8138	23673.027	116	1	ARHGAP26		ARHGAP26	116	1
2_MACS_peak_28995_lociStitched	chr9	74977159	74981165	2	3689	23631.7946	117	1	ZFAND5		ZFAND5	117	1
1_MACS_peak_18892_lociStitched	chr22	44419456	44423756	1	4301	23551.1	118	1	PARVB		PARVB	118	1
2_MACS_peak_4778_lociStitched	chr11	64899361	64903691	2	3949	23461.239	119	1	SYVN1	ZFPL1,C11orf2,TM7SF2,MRPL49,SPDYC,CAPN1,CDCA5,ZNHIT2,FAU	SYVN1	119	1
2_MACS_peak_15870_lociStitched	chr2	111874024	111881281	2	6955	23458.9782	120	1	ACOXL,BCL2L11		BCL2L11	120	1
1_MACS_peak_23818_lociStitched	chr5	172196522	172200112	1	3591	23425.468	121	1	DUSP1		DUSP1	121	1
1_MACS_peak_28505_lociStitched	chr9	3524283	3527860	1	3578	23372.4757	122	1	RFX3		RFX3	122	1
3_MACS_peak_28610_lociStitched	chr9	20353006	20359093	3	6031	23369.2104	123	1	MLLT3		MLLT3	123	1
1_MACS_peak_26930_lociStitched	chr7	113722763	113728206	1	5444	23298.2172	124	1	FOXP2		FOXP2	124	1
3_MACS_peak_5889_lociStitched	chr12	12866622	12873878	3	7061	23265.6384	125	1	CDKN1B	APOLD1,MIR613,GPR19	CDKN1B	125	1
2_MACS_peak_28838_lociStitched	chr9	37528180	37532731	2	4517	23147.7513	126	1	FBXO10	POLR1E	POLR1E	126	1
1_MACS_peak_14551_lociStitched	chr19	57790456	57793051	1	2596	23124.8235	127	1	ZNF460	AURKC,ZNF805,ZNF543	ZNF460	127	1
1_MACS_peak_19609_lociStitched	chr3	49057586	49060552	1	2967	23106.0298	128	1	NDUFAF3,DALRD3,MIR425,MIR191	P4HTM,WDR6,DALRD3,IMPDH2	NDUFAF3	128	1
1_MACS_peak_9998_lociStitched	chr15	93424390	93428786	1	4397	23101.8592	129	1	LOC100507217	CHD2,MIR3175	LOC100507217	129	1
1_MACS_peak_13621_lociStitched	chr19	14115652	14118457	1	2806	23027.0865	130	1	RFX1	RLN3,IL27RA	RFX1	130	1
2_MACS_peak_7176_lociStitched	chr12	122237525	122243294	2	5654	22896.5841	131	1	SETD1B,LOC338799	RHOF	LOC338799	131	1
1_MACS_peak_28805_lociStitched	chr9	37033608	37038255	1	4648	22851.6225	132	1	PAX5	LOC100506710	PAX5	132	1
2_MACS_peak_2521_lociStitched	chr1	203255089	203261103	2	5960	22831.5496	133	1		BTG2,LOC730227	LOC730227	133	1
1_MACS_peak_24802_lociStitched	chr6	42749134	42752230	1	3097	22774.4856	134	1		KIAA0240,TBCC	TBCC	134	1
3_MACS_peak_27114_lociStitched	chr7	137664504	137672848	3	8165	22632.2656	135	1	CREB3L2		CREB3L2	135	1
6_MACS_peak_4818_lociStitched	chr11	65336338	65345555	6	8331	22590.867	136	1	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	136	1
2_MACS_peak_12306_lociStitched	chr17	66283878	66289170	2	5171	22555.0332	137	1	ARSG,SLC16A6	AMZ2	SLC16A6	137	1
2_MACS_peak_20150_lociStitched	chr3	113462766	113468654	2	5878	22548.6848	138	1	ATP6V1A,NAA50	KIAA2018	ATP6V1A	138	1
1_MACS_peak_13700_lociStitched	chr19	16694233	16700576	1	6344	22528.4331	139	1	MED26	CHERP,SLC35E1	SLC35E1	139	1
1_MACS_peak_22486_lociStitched	chr5	36240550	36243394	1	2845	22492.9116	140	1	C5orf33		C5orf33	140	1
2_MACS_peak_16370_lociStitched	chr2	178126828	178130877	2	3890	22487.7411	141	1	NFE2L2	HNRNPA3,MIR3128	NFE2L2	141	1
1_MACS_peak_20546_lociStitched	chr3	150262624	150265634	1	3011	22477.175	142	1	EIF2A,SERP1		SERP1	142	1
1_MACS_peak_29213_lociStitched	chr9	102580959	102585605	1	4647	22387.2156	143	1	NR4A3	NR4A3	NR4A3	143	1
1_MACS_peak_22548_lociStitched	chr5	49961423	49964921	1	3499	22366.9116	144	1	PARP8		PARP8	144	1
1_MACS_peak_5987_lociStitched	chr12	26272722	26280298	1	7577	22365.8672	145	1	BHLHE41		BHLHE41	145	1
1_MACS_peak_29066_lociStitched	chr9	91932438	91935288	1	2851	22292.985	146	1	SECISBP2	CKS2,MIR3153	SECISBP2	146	1
1_MACS_peak_19621_lociStitched	chr3	49447795	49451236	1	3442	22249.1619	147	1	TCTA,RHOA	AMT,NICN1	RHOA	147	1
1_MACS_peak_14581_lociStitched	chr19	58608382	58610875	1	2494	22142.3274	148	1	ZSCAN18	ZNF135	ZSCAN18	148	1
1_MACS_peak_4663_lociStitched	chr11	61098872	61101665	1	2794	22044.8697	149	1	DAK,DDB1	TMEM138,VWCE,CYBASC3	DAK	149	1
3_MACS_peak_23601_lociStitched	chr5	142780196	142785595	3	5277	22040.8776	150	1	NR3C1		NR3C1	150	1
1_MACS_peak_25078_lociStitched	chr6	89789176	89793157	1	3982	22006.968	151	1	PNRC1	SRSF12	PNRC1	151	1
1_MACS_peak_20619_lociStitched	chr3	156270736	156273843	1	3108	21985.7534	152	1	SSR3		SSR3	152	1
2_MACS_peak_25093_lociStitched	chr6	90059729	90064787	2	4647	21958.2954	153	1	UBE2J1	GABRR2	UBE2J1	153	1
2_MACS_peak_22364_lociStitched	chr5	6480188	6487210	2	6966	21957.794	154	1	UBE2QL1		UBE2QL1	154	1
3_MACS_peak_9282_lociStitched	chr15	45016473	45023051	3	6188	21877.1124	155	1		B2M,TRIM69,PATL2	TRIM69	155	1
2_MACS_peak_14277_lociStitched	chr19	47216832	47224735	2	7550	21854.9562	156	1	PRKD2,STRN4	FKRP,MIR320E	PRKD2	156	1
1_MACS_peak_12254_lociStitched	chr17	62500796	62504115	1	3320	21854.2874	157	1	CCDC45,DDX5	C17orf60,POLG2	DDX5	157	1
1_MACS_peak_20038_lociStitched	chr3	104237622	104242644	1	5023	21829.6296	158	1			MIR548A3	158	1
3_MACS_peak_22464_lociStitched	chr5	32582429	32588489	3	5529	21789.942	159	1	SUB1		SUB1	159	1
1_MACS_peak_13612_lociStitched	chr19	13956561	13959204	1	2644	21788.892	160	1		MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	160	1
2_MACS_peak_4318_lociStitched	chr11	6981675	6985860	2	4164	21747.771	161	1		OR2D3,ZNF215	ZNF215	161	1
1_MACS_peak_28108_lociStitched	chr8	123792154	123795513	1	3360	21715.935	162	1	ZHX2		ZHX2	162	1
3_MACS_peak_13590_lociStitched	chr19	13260407	13266885	3	6315	21654.6584	163	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	163	1
1_MACS_peak_18065_lociStitched	chr21	43429053	43431643	1	2591	21630.126	164	1	ZNF295	C21orf121	ZNF295	164	1
5_MACS_peak_20404_lociStitched	chr3	133290710	133297266	5	5828	21626.2772	165	1	CDV3		CDV3	165	1
1_MACS_peak_10043_lociStitched	chr15	100104397	100108008	1	3612	21586.558	166	1	MEF2A		MEF2A	166	1
2_MACS_peak_23459_lociStitched	chr5	139027282	139033562	2	6249	21577.452	167	1	CXXC5		CXXC5	167	1
4_MACS_peak_9701_lociStitched	chr15	75334641	75341954	4	7028	21487.0566	168	1	PPCDC	SCAMP5	PPCDC	168	1
2_MACS_peak_9387_lociStitched	chr15	52968709	52973602	2	4797	21290.4216	169	1	KIAA1370		KIAA1370	169	1
2_MACS_peak_13055_lociStitched	chr18	60822098	60830568	2	8406	21182.623	170	1	BCL2		BCL2	170	1
1_MACS_peak_17582_lociStitched	chr20	48806624	48810248	1	3625	21151.8384	171	1	CEBPB	TMEM189-UBE2V1	CEBPB	171	1
5_MACS_peak_20479_lociStitched	chr3	141125394	141134599	5	8296	21110.747	172	1	ZBTB38		RASA2	172	1
2_MACS_peak_29463_lociStitched	chr9	127630467	127636534	2	5946	21085.8585	173	1	ARPC5L	WDR38,RPL35	ARPC5L	173	1
1_MACS_peak_22884_lociStitched	chr5	81266635	81268913	1	2279	21051.2258	174	1	ATG10		ATG10	174	1
1_MACS_peak_9782_lociStitched	chr15	79164851	79167236	1	2386	21004.218	175	1	MORF4L1		MORF4L1	175	1
1_MACS_peak_24947_lociStitched	chr6	64281277	64284361	1	3085	20978.91	176	1	PTP4A1		PTP4A1	176	1
3_MACS_peak_13609_lociStitched	chr19	13949236	13955320	3	5947	20879.6796	177	1		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	177	1
1_MACS_peak_23375_lociStitched	chr5	133559961	133563136	1	3176	20875.9425	178	1	MIR3661,PPP2CA	SKP1	MIR3661	178	1
2_MACS_peak_18085_lociStitched	chr21	44526257	44531059	2	4792	20834.9176	179	1	U2AF1	CBS	U2AF1	179	1
1_MACS_peak_5611_lociStitched	chr11	126137453	126139915	1	2463	20805.131	180	1	FOXRED1,SRPR	TIRAP,DCPS	SRPR	180	1
3_MACS_peak_16589_lociStitched	chr2	201726414	201730084	3	3488	20672.009	181	1	CLK1	BZW1,NIF3L1,PPIL3	CLK1	181	1
1_MACS_peak_5511_lociStitched	chr11	118659219	118663371	1	4153	20669.4864	182	1	DDX6		DDX6	182	1
1_MACS_peak_27057_lociStitched	chr7	129588661	129593110	1	4450	20661.156	183	1	UBE2H		UBE2H	183	1
1_MACS_peak_24842_lociStitched	chr6	43737224	43741320	1	4097	20627.8656	184	1	VEGFA		VEGFA	184	1
1_MACS_peak_8446_lociStitched	chr14	69258936	69263384	1	4449	20613.3664	185	1	ZFP36L1,C14orf181		ZFP36L1	185	1
1_MACS_peak_13557_lociStitched	chr19	12720773	12725920	1	5148	20596.2352	186	1	ZNF791,ZNF490		ZNF791	186	1
1_MACS_peak_23051_lociStitched	chr5	96142605	96144717	1	2113	20581.44	187	1	ERAP1		ERAP1	187	1
2_MACS_peak_22138_lociStitched	chr4	160023182	160028412	2	5110	20574.82	188	1		MIR3688	MIR3688	188	1
1_MACS_peak_17911_lociStitched	chr21	30670626	30673826	1	3201	20566.72	189	1	BACH1	BACH1	BACH1	189	1
1_MACS_peak_20914_lociStitched	chr3	185653149	185656448	1	3300	20548.1514	190	1	TRA2B	LOC344887	TRA2B	190	1
2_MACS_peak_26633_lociStitched	chr7	86844904	86850597	2	5672	20541.4826	191	1	C7orf23		C7orf23	191	1
1_MACS_peak_20315_lociStitched	chr3	127770079	127773364	1	3286	20536.506	192	1	SEC61A1		SEC61A1	192	1
1_MACS_peak_16057_lociStitched	chr2	133023959	133027275	1	3317	20509.1284	193	1		MIR663B,ANKRD30BL	ANKRD30BL	193	1
2_MACS_peak_24993_lociStitched	chr6	74228937	74234058	2	5083	20501.9235	194	1	EEF1A1		EEF1A1	194	1
1_MACS_peak_9358_lociStitched	chr15	52470787	52473385	1	2599	20473.0194	195	1	GNB5		GNB5	195	1
1_MACS_peak_23426_lociStitched	chr5	137909871	137912119	1	2249	20467.8152	196	1	HSPA9	ETF1,SNORD63	HSPA9	196	1
4_MACS_peak_23465_lociStitched	chr5	139045644	139052377	4	5838	20467.6467	197	1	CXXC5		CXXC5	197	1
1_MACS_peak_27974_lociStitched	chr8	101962414	101966223	1	3810	20437.1895	198	1	YWHAZ		YWHAZ	198	1
1_MACS_peak_4596_lociStitched	chr11	47787131	47790198	1	3068	20347.0914	199	1	FNBP4		FNBP4	199	1
1_MACS_peak_5973_lociStitched	chr12	25537526	25540654	1	3129	20332.6256	200	1			KRAS	200	1
