GENE_ID	locusLine	bin_1_MM3_jia.bam
NM_017850	chr1(.):38142241-38161192	0.4437
NM_018101	chr1(.):38153158-38180391	0.2291
NM_001198979	chr1(.):40854016-40893998	0.4513
NM_001198978	chr1(.):40835304-40893998	0.5496
NM_001198980	chr1(.):40857471-40893998	0.3927
NM_022733	chr1(.):40834377-40893998	0.5418
NM_023070	chr1(.):40911336-40934390	0.1297
NR_033297	chr1(.):45954597-45970751	0.4021
NM_002574	chr1(.):45971706-45992609	0.5655
NM_015506	chr1(.):45960855-45981739	0.3354
NM_006066	chr1(.):46011497-46040721	0.3215
NM_006004	chr1(.):46764379-46787447	0.6288
NM_006369	chr1(.):46739071-46774038	0.4442
NM_199044	chr1(.):46801389-46835690	0.3419
NM_014372	chr1(.):51696944-51744119	0.5094
NM_015696	chr1(.):53063042-53079723	0.4587
NM_001042693	chr1(.):53094065-53127737	0.3767
NM_001037339	chr1(.):66792792-66845262	0.4593
NM_006769	chr1(.):87789150-87819607	0.5531
NM_004974	chr1(.):111140775-111153345	0.0811
NM_002232	chr1(.):111209309-111222655	0.8405
NM_007158	chr1(.):115254536-115305624	0.42
NM_002524	chr1(.):115242077-115264515	0.4853
NM_001172626	chr1(.):115210719-115243239	0.4308
NM_001007553	chr1(.):115254537-115305624	0.42
NM_001130523	chr1(.):115254537-115305671	0.4198
NM_001102396	chr1(.):115307104-115328308	0.1664
NM_017709	chr1(.):118143603-118176011	1.055
NM_032305	chr1(.):145451235-145475387	0.4987
NM_202004	chr1(.):145408190-145422545	0.0732
NM_006472	chr1(.):145433461-145447628	0.6971
NM_001039888	chr1(.):145465507-145480647	0.3955
NM_019032	chr1(.):150516897-150538412	0.5586
NM_207046	chr1(.):150589598-150606609	0.3585
NR_036211	chr1(.):150519404-150529490	0.0925
NM_001197320	chr1(.):150542026-150557214	0.8293
NM_006912	chr1(.):155862600-155886177	0.1717
NM_001162384	chr1(.):155911629-155953336	0.6126
NM_181885	chr1(.):155906479-155917625	0.4037
NM_004723	chr1(.):155911629-155952966	0.6115
NM_014949	chr1(.):155877835-155909188	0.2238
NR_002974	chr1(.):155884699-155894833	0.115
NR_003005	chr1(.):155890748-155900877	0.1057
NM_003145	chr1(.):155973838-155995758	0.2347
NM_014655	chr1(.):156158729-156187587	0.4299
NM_007221	chr1(.):156177783-156214833	0.3779
NM_022367	chr1(.):156118321-156152542	0.4847
NM_001193302	chr1(.):156118368-156152542	0.4842
NM_001193301	chr1(.):156114734-156152542	0.4885
NM_005920	chr1(.):156428518-156475529	0.7781
NM_004494	chr1(.):156706898-156726543	0.9386
NM_001126051	chr1(.):156706898-156727024	0.9184
NM_001126050	chr1(.):156706898-156727240	0.9094
NM_030980	chr1(.):156687412-156702705	0.4608
NM_001878	chr1(.):156664407-156680375	0.0693
NM_001142560	chr1(.):156693262-156711752	0.5838
NM_145729	chr1(.):156702093-156715923	0.4155
NM_031281	chr1(.):157478166-157527310	0.4776
NM_004833	chr1(.):159027274-159051647	0.5681
NM_003037	chr1(.):160574890-160622081	0.4052
NM_001002901	chr1(.):161687456-161702933	0.2141
NM_007240	chr1(.):161714580-161731952	0.2263
NR_033186	chr1(.):178506930-178523024	0.2406
NM_021133	chr1(.):182537771-182561108	0.1371
NM_002928	chr1(.):182562757-182578548	0.2281
NM_001102450	chr1(.):182610791-182647067	0.0688
NR_036490	chr1(.):182579274-182590764	0.4899
NM_001195216	chr1(.):197698138-197749623	0.3069
NR_034150	chr1(.):203262885-203279453	1.1654
NM_003465	chr1(.):203180206-203203860	0.0674
NM_006763	chr1(.):203269663-203283729	1.0617
NM_002023	chr1(.):203304751-203325289	0.0833
NM_002646	chr1(.):204386757-204464474	0.0994
NM_002393	chr1(.):204480510-204532248	0.3668
NM_014858	chr1(.):205192037-205247471	0.0897
NM_030952	chr1(.):205266190-205295883	0.4818
NM_001007544	chr1(.):206233871-206293647	0.3155
NM_148964	chr1(.):206312458-206337104	0.0596
NM_001004023	chr1(.):206803880-206827542	0.0956
NM_032960	chr1(.):206853288-206912626	0.4537
NM_172361	chr1(.):207920382-207973861	0.2876
NR_026817	chr1(.):207986723-208000941	1.4071
NR_029832	chr1(.):207970196-207980284	0.2626
NR_029518	chr1(.):207970787-207980868	0.2953
NM_001618	chr1(.):226543391-226600801	0.3895
NM_182972	chr1(.):234735014-234750271	1.9477
NR_033927	chr1(.):234760056-234775526	0.0714
NM_030797	chr2(.):16725729-16852134	0.3734
NM_001083590	chr2(.):27250773-27269565	0.296
NR_033872	chr2(.):70184394-70319147	0.305
NR_015395	chr2(.):112119590-112257692	0.302
NR_024373	chr2(.):112181885-112257692	0.4697
NM_014900	chr2(.):165536257-165702928	0.1655
NM_015488	chr2(.):219130114-219216516	0.1519
NM_001012514	chr2(.):231724620-231748963	0.6781
NM_145693	chr2(.):11881739-11972533	0.3571
NM_183360	chr2(.):25595111-25901503	0.1866
NM_018263	chr2(.):25957252-26106312	0.1565
NM_170672	chr2(.):33656415-33794798	0.3442
NM_005813	chr2(.):37472645-37549222	0.2
NM_001112801	chr2(.):40334285-40662444	0.1799
NM_001112802	chr2(.):40334285-40744575	0.1612
NM_012249	chr2(.):46764866-46816827	0.6338
NM_178313	chr2(.):54780530-54894445	0.3314
NM_003128	chr2(.):54678453-54903583	0.2314
NM_022893	chr2(.):60679328-60785633	0.2105
NM_018014	chr2(.):60673301-60785633	0.2303
NM_014755	chr2(.):64853754-64886046	0.8042
NR_036586	chr2(.):65123973-65164581	0.6029
NR_024204	chr2(.):87749973-87826030	0.5101
NM_004836	chr2(.):88851258-88932094	0.4492
NM_144563	chr2(.):88986175-89055452	0.3383
NM_004027	chr2(.):99056320-99212496	0.4689
NM_001566	chr2(.):99056320-99203284	0.4907
NM_145687	chr2(.):102309487-102516152	0.2033
NM_001142807	chr2(.):111485149-111880799	0.2086
NM_024770	chr2(.):172168912-172296312	0.2906
NM_001077269	chr2(.):175419301-175552627	0.2495
NM_004226	chr2(.):196993306-197041336	0.3721
NM_153697	chr2(.):197959194-198180521	0.2226
NM_001195144	chr2(.):197846385-198180521	0.1779
NM_001228	chr2(.):202093165-202157434	0.3147
NM_003879	chr2(.):201975889-202034003	0.6305
NM_001127184	chr2(.):201975815-202011323	0.8844
NM_173822	chr2(.):201833440-201941392	0.1109
NM_033358	chr2(.):202093165-202151638	0.337
NM_001167608	chr2(.):227695670-227868923	0.2606
NM_001017915	chr2(.):233920035-234121549	0.1633
NM_003183	chr2(.):9624410-9700917	0.3727
NM_002997	chr2(.):20395557-20429927	1.1494
NM_001006946	chr2(.):20395557-20430194	1.1415
NM_002254	chr2(.):26144454-26210443	0.2731
NM_007046	chr2(.):27296434-27314265	0.4931
NM_001166239	chr2(.):27318461-27346773	0.0827
NM_001166240	chr2(.):27317220-27346995	0.0848
NM_013388	chr2(.):27348624-27362542	0.2528
NM_006488	chr2(.):27304610-27328619	0.1815
NM_001035507	chr2(.):27269490-27287403	0.3154
NM_021831	chr2(.):27269490-27298490	0.4264
NM_001166241	chr2(.):27317220-27338970	0.0764
NM_032604	chr2(.):27341656-27358680	0.2427
NM_001134693	chr2(.):27288341-27299567	0.6338
NM_015376	chr2(.):33733941-33794798	0.1955
NM_001139488	chr2(.):33696320-33794798	0.4505
NM_012413	chr2(.):37566752-37605465	0.6839
NM_138370	chr2(.):42270160-42290668	0.055
NM_006887	chr2(.):43444540-43458745	1.5043
NR_027251	chr2(.):43449349-43460994	1.2346
NM_080653	chr2(.):46733985-46752096	0.0595
NM_173074	chr2(.):46803412-46849251	0.1916
NM_014171	chr2(.):46839324-46857881	0.2903
NR_030286	chr2(.):47599813-47609909	0.0634
NM_002354	chr2(.):47591286-47619167	0.0639
NR_002229	chr2(.):54751358-54761978	0.3123
NR_034023	chr2(.):64829445-64848616	0.1502
NM_001193493	chr2(.):65210578-65256000	0.4714
NM_003038	chr2(.):65211494-65256000	0.4784
NM_015147	chr2(.):65278494-65319142	0.2494
NM_014882	chr2(.):68996932-69058957	0.2487
NM_001166277	chr2(.):68956912-69058957	0.3193
NM_006196	chr2(.):70309584-70321334	2.2409
NR_024444	chr2(.):70346167-70357448	0.7656
NM_015425	chr2(.):86248450-86338278	0.2495
NR_026984	chr2(.):86242338-86255991	0.1062
NR_015424	chr2(.):89060418-89111109	0.2356
NM_002101	chr2(.):127408683-127459246	0.3698
NM_003467	chr2(.):136866918-136880725	0.5183
NM_001008540	chr2(.):136866918-136878813	0.5873
NM_006186	chr2(.):157175943-157194287	0.742
NM_000210	chr2(.):173287313-173376181	0.4152
NM_002610	chr2(.):173415778-173468862	0.5227
NM_003387	chr2(.):175419301-175504307	0.3143
NM_002491	chr2(.):201931461-201955473	0.1802
NM_001127183	chr2(.):201978386-202033841	0.6537
NM_032974	chr2(.):202042620-202099110	0.5272
NM_001230	chr2(.):202042620-202091383	0.4925
NM_033356	chr2(.):202120222-202157434	0.3395
NM_001080125	chr2(.):202117753-202157434	0.3276
NM_152862	chr2(.):219076873-219124071	0.3654
NM_000634	chr2(.):219022567-219036716	0.0608
NM_001077194	chr2(.):219120737-219133582	0.2584
NM_005731	chr2(.):219077119-219124071	0.3669
NM_001087	chr2(.):219123851-219139893	0.2974
NM_005544	chr2(.):227591032-227668506	0.2818
NM_005683	chr2(.):231767042-231794941	0.0689
NM_001099285	chr2(.):232568234-232583250	1.2824
NR_036052	chr2(.):232573023-232583105	0.9415
NM_005383	chr2(.):233892381-233904767	0.0608
NM_000564	chr3(.):3106400-3157058	0.4372
NM_014674	chr3(.):5224358-5266650	0.6948
NM_175727	chr3(.):3128493-3157058	0.6587
NM_175728	chr3(.):3126856-3157058	0.6309
NM_015642	chr3(.):114051946-114871127	0.1231
NM_016128	chr3(.):128963452-129001616	0.5506
NM_003571	chr3(.):133113789-133199056	0.4575
NM_001135095	chr3(.):171753343-172123492	0.259
NM_022763	chr3(.):171752417-172123492	0.2587
NM_001570	chr3(.):10201562-10290427	0.2786
NM_001134382	chr3(.):12933718-13119617	0.2718
NM_024923	chr3(.):13352736-13466809	0.3407
NM_014869	chr3(.):12933718-13013960	0.0895
NM_003884	chr3(.):20076523-20200896	0.1548
NM_001145293	chr3(.):25755434-25829989	0.2283
NM_001145294	chr3(.):25755434-25836530	0.2748
NM_001024847	chr3(.):30642993-30740633	0.2576
NM_033027	chr3(.):39178341-39200102	0.7992
NM_001123396	chr3(.):46390234-46405868	0.6502
NM_001123041	chr3(.):46390234-46407413	0.6012
NM_006254	chr3(.):53190222-53231733	1.1203
NM_007114	chr3(.):69063977-69106484	0.2131
NM_024628	chr3(.):124796479-124936609	0.3003
NM_001195483	chr3(.):124796481-124935243	0.3027
NM_001080412	chr3(.):141038054-141173632	0.5213
NM_016275	chr3(.):150316065-150353234	0.3667
NM_024665	chr3(.):176733541-176920048	0.2423
NM_130446	chr3(.):183200318-183278499	0.4908
NM_173216	chr3(.):186643314-186801341	0.4849
NM_003032	chr3(.):186734664-186801341	0.5165
NM_152531	chr3(.):194784012-194996895	0.1726
NM_182916	chr3(.):3163599-3195706	0.273
NM_018184	chr3(.):5158929-5227601	0.1986
NM_000551	chr3(.):10178318-10198746	0.2139
NM_014760	chr3(.):10285176-10327906	0.1895
NR_027694	chr3(.):20016452-20058765	0.0736
NR_026937	chr3(.):25826562-25841025	0.4555
NM_181472	chr3(.):32428162-32501333	0.3423
NM_031899	chr3(.):39133090-39154130	0.2989
NM_145755	chr3(.):39144151-39185394	0.2199
NM_194293	chr3(.):39219706-39239077	0.1475
NM_001198621	chr3(.):39219705-39239085	0.1475
NM_014240	chr3(.):45631322-45727755	0.4368
NM_001837	chr3(.):46278871-46313197	0.0803
NM_003965	chr3(.):46443720-46456014	0.1025
NM_001100168	chr3(.):46406632-46422697	0.1644
NM_001130910	chr3(.):46444048-46456014	0.1045
NM_016173	chr3(.):50601908-50627421	0.2061
NM_001171743	chr3(.):50590455-50610223	0.2158
NM_013324	chr3(.):50638884-50654262	1.3404
NM_001171741	chr3(.):50590455-50613458	0.2021
NM_004635	chr3(.):50649600-50691719	0.1815
NM_052859	chr3(.):53117500-53169470	0.193
NM_198195	chr3(.):69098880-69134524	0.2951
NM_006407	chr3(.):69129089-69160239	0.4237
NM_198271	chr3(.):69151038-69176746	0.0787
NR_036087	chr3(.):69093108-69103186	0.5862
NM_006100	chr3(.):98446571-98518236	0.4499
NM_031419	chr3(.):101563357-101584869	0.3965
NM_145037	chr3(.):101493028-101552075	0.44
NM_001134456	chr3(.):101493285-101552075	0.4411
NM_001005474	chr3(.):101541833-101584869	0.3309
NM_001190259	chr3(.):111834687-111857152	0.7503
NM_024616	chr3(.):111800181-111842044	0.3246
NR_030292	chr3(.):111826647-111836745	0.3273
NM_001171747	chr3(.):111800181-111842073	0.3247
NM_175924	chr3(.):121701169-121746030	0.3199
NM_020187	chr3(.):128992683-129029135	0.5859
NM_001006109	chr3(.):128992816-129029135	0.5865
NM_006026	chr3(.):129028613-129040120	1.1512
NR_026991	chr3(.):129030113-129048412	0.7405
NR_027622	chr3(.):169656771-169689522	0.7283
NM_182610	chr3(.):169624481-169661948	0.3368
NR_024409	chr3(.):169667014-169689522	0.6899
NM_003262	chr3(.):169679579-169721161	0.4362
NM_014373	chr3(.):169750734-169808183	0.4322
NM_001145098	chr3(.):170070472-170115950	0.3905
NM_001145097	chr3(.):170072410-170115950	0.386
NM_003215	chr4(.):48132799-48276814	0.2493
NM_198281	chr4(.):90160428-90234161	0.3497
NM_001039127	chr4(.):48276-161490	0.2748
NM_006527	chr4(.):1689526-1719030	0.4884
NM_014189	chr4(.):2840583-2936789	0.1843
NM_024309	chr4(.):2738386-2763103	0.1239
NM_001161527	chr4(.):2738386-2762752	0.124
NM_015187	chr4(.):25744048-25869610	0.285
NM_016531	chr4(.):38660789-38708129	0.4136
NR_026804	chr4(.):38609321-38671249	0.2392
NM_004310	chr4(.):40193526-40251281	0.5066
NM_001105529	chr4(.):42405391-42664122	0.1832
NM_002039	chr4(.):144252982-144400718	0.3505
NM_001003688	chr4(.):146398956-146485325	0.4651
NM_005900	chr4(.):146397950-146485325	0.461
NM_033632	chr4(.):153237409-153461172	0.3969
NM_002199	chr4(.):185303875-185400726	0.5123
NM_152775	chr4(.):186361337-186397913	0.1761
NM_182524	chr4(.):48226-93099	0.5887
NM_001013622	chr4(.):1636607-1690718	0.1112
NM_001174070	chr4(.):1636607-1690988	0.111
NM_001127266	chr4(.):1712678-1728084	1.1483
NM_006342	chr4(.):1718265-1751897	0.2503
NM_001145856	chr4(.):2814911-2847823	0.33
NM_001145855	chr4(.):2808945-2847823	0.3581
NM_001122681	chr4(.):2789749-2847823	0.3779
NM_003023	chr4(.):2815540-2847823	0.3309
NM_001775	chr4(.):15774930-15855706	0.2941
NM_001145432	chr4(.):25910813-25936501	0.3045
NM_017581	chr4(.):40332468-40361973	0.0661
NM_152542	chr4(.):89176531-89210888	0.4278
NR_033797	chr4(.):153452415-153465415	1.5782
NR_036092	chr4(.):153405478-153415568	0.4306
NM_152680	chr4(.):153542265-153606317	0.5962
NR_028085	chr4(.):186315693-186352139	0.6266
NM_001114357	chr4(.):186345544-186375821	0.3316
NM_002372	chr5(.):109020155-109208429	0.2321
NM_015071	chr5(.):142145291-142613572	0.1576
NM_198828	chr5(.):65887175-66287351	0.12
NM_001164664	chr5(.):65887175-66470423	0.1125
NM_001131005	chr5(.):88009057-88204922	0.3041
NM_002397	chr5(.):88009057-88184283	0.3134
NM_001193349	chr5(.):88009057-88124744	0.2793
NM_024669	chr5(.):55390506-55534186	0.1767
NM_133342	chr5(.):68660638-68715630	0.3401
NM_133343	chr5(.):68660123-68715630	0.3385
NM_133340	chr5(.):68661861-68715630	0.3459
NM_133339	chr5(.):68662280-68715630	0.3475
NM_002873	chr5(.):68661531-68715628	0.3441
NM_015084	chr5(.):71510235-71621084	0.2611
NM_002064	chr5(.):95144552-95163577	0.4581
NM_001044722	chr5(.):122842792-122957464	0.2059
NM_020747	chr5(.):123967609-124085805	0.3022
NM_003060	chr5(.):131700400-131736306	0.2354
NM_001033503	chr5(.):133931838-133973533	0.1941
NM_001172292	chr5(.):156882026-156906730	0.1124
NM_001167579	chr5(.):176806431-176822514	0.0876
NM_022455	chr5(.):176555832-176732214	0.1877
NM_172349	chr5(.):176555079-176732214	0.1878
NM_002406	chr5(.):180212540-180235048	0.6943
NM_001114619	chr5(.):180212540-180235902	0.7039
NM_001114618	chr5(.):180212540-180241817	0.9042
NM_001114617	chr5(.):180212540-180242137	0.9004
NM_001193376	chr5(.):1248286-1300162	0.1161
NM_030782	chr5(.):1312999-1350002	0.7641
NM_001171805	chr5(.):6709717-6762161	0.5866
NM_001171806	chr5(.):6741100-6762161	0.1318
NM_006713	chr5(.):32580604-32609185	0.6671
NM_005921	chr5(.):56105899-56196978	0.3431
NM_001015891	chr5(.):68642552-68670840	0.5259
NM_176816	chr5(.):68571518-68621410	0.0866
NM_016283	chr5(.):68642552-68670409	0.5124
NM_001015892	chr5(.):68655569-68670840	0.8243
NM_003187	chr5(.):68655569-68670409	0.8077
NM_001038603	chr5(.):68705938-68742890	0.0943
NM_024754	chr5(.):71611199-71660180	0.0962
NR_026936	chr5(.):95182935-95200836	0.4269
NR_036052	chr5(.):118305280-118315362	0.075
NR_037500	chr5(.):131696181-131706291	0.4408
NM_002198	chr5(.):131812300-131831465	1.1006
NM_001013717	chr5(.):131741672-131803059	1.2135
NM_000879	chr5(.):131872135-131884214	0.1028
NM_021982	chr5(.):133979478-134068601	0.1917
NM_016480	chr5(.):138672518-138710409	0.1839
NM_194296	chr5(.):138727455-138744776	0.5534
NM_152686	chr5(.):138740891-138780214	0.3161
NM_152685	chr5(.):138697884-138724039	0.1818
NM_001033112	chr5(.):138673133-138710409	0.185
NM_001161546	chr5(.):138722634-138735885	0.8467
NM_016459	chr5(.):138718256-138730605	1.0044
NM_016463	chr5(.):139023300-139067680	0.8412
NM_000024	chr5(.):148201155-148213197	0.7488
NM_033274	chr5(.):156899311-157007783	0.4003
NM_030627	chr5(.):173310330-173392313	0.3524
NM_001031677	chr5(.):176723198-176735744	0.4923
NM_006480	chr5(.):176779843-176804599	0.2964
NM_006816	chr5(.):176753562-176783885	0.2302
NM_031300	chr5(.):176729205-176744292	0.6472
NM_001142935	chr5(.):176727500-176744292	0.6498
NM_013237	chr5(.):176725834-176738950	0.7023
NM_002082	chr5(.):176848686-176874850	0.733
NM_030567	chr5(.):176868795-176888287	0.4216
NM_000505	chr5(.):176824138-176841577	0.3019
NM_080881	chr5(.):176878613-176904871	0.3268
NM_004395	chr5(.):176878613-176905694	0.3209
NM_001004105	chr5(.):176848686-176873354	0.7407
NM_001174102	chr5(.):176870325-176888283	0.442
NM_001029886	chr5(.):176822107-176832637	0.2238
NR_027183	chr5(.):180251958-180267726	0.6021
NM_152283	chr5(.):180269610-180293286	0.2274
NM_012288	chr6(.):52357199-52446862	0.6107
NM_005907	chr6(.):119494266-119675926	0.2244
NM_007124	chr6(.):144607872-145179170	0.1721
NM_020732	chr6(.):157094063-157536913	0.2066
NM_001195286	chr6(.):386738-416443	0.825
NM_001168344	chr6(.):7102829-7257213	0.2979
NM_001003699	chr6(.):7103085-7257213	0.2983
NM_001718	chr6(.):7722010-7886961	0.2404
NR_037616	chr6(.):7876482-8069647	0.4849
NM_030948	chr6(.):12712832-13292528	0.0892
NM_004973	chr6(.):15241526-15527253	0.1622
NM_000332	chr6(.):16294342-16766721	0.2311
NM_001949	chr6(.):20397136-20498945	0.2028
NM_001173977	chr6(.):25274655-25625758	0.3002
NM_172166	chr6(.):31702724-31735455	0.3903
NM_007162	chr6(.):41646715-41707798	0.5217
NM_001167827	chr6(.):41646715-41708997	0.5127
NM_001193343	chr6(.):43633933-43660549	0.1683
NM_001172420	chr6(.):52280804-52365583	0.3215
NM_018100	chr6(.):52279993-52365583	0.3193
NM_016021	chr6(.):90031343-90067619	0.6372
NM_001455	chr6(.):108877068-109010971	0.4539
NM_201559	chr6(.):108876025-109010971	0.4514
NM_032131	chr6(.):109164618-109300352	0.3517
NM_014454	chr6(.):109302644-109420277	0.2135
NM_001083535	chr6(.):109411355-109490115	0.1756
NM_001122842	chr6(.):126107000-126257266	0.2381
NM_153235	chr6(.):139556198-139618208	0.6105
NM_006734	chr6(.):143067603-143271338	0.2951
NM_024630	chr6(.):157797556-158099977	0.541
NM_020185	chr6(.):287100-356355	0.7273
NM_001145549	chr6(.):7876482-7915310	1.2486
NM_030810	chr6(.):7876482-7916047	1.2708
NM_032744	chr6(.):11708887-11784280	0.1226
NM_001143964	chr6(.):13300183-13333787	0.6368
NM_005319	chr6(.):26050967-26061699	0.4418
NM_003537	chr6(.):26026816-26037288	0.662
NM_003544	chr6(.):26022123-26032480	0.6785
NM_021062	chr6(.):26038454-26048885	0.584
NM_003531	chr6(.):26040638-26051097	0.5703
NM_005325	chr6(.):26012259-26023040	0.5564
NM_003538	chr6(.):26016906-26027278	0.8487
NM_003513	chr6(.):26028319-26038796	0.4621
NM_003529	chr6(.):26015717-26026186	0.6155
NM_021065	chr6(.):26194011-26204471	0.9046
NM_003530	chr6(.):26192011-26204464	0.7763
NM_138720	chr6(.):26153348-26176576	0.6166
NM_003523	chr6(.):26179023-26189458	0.3944
NM_003539	chr6(.):26183937-26194304	0.412
NM_003545	chr6(.):26199872-26210249	0.5401
NM_005321	chr6(.):26151558-26162343	0.687
NM_003522	chr6(.):26194786-26205216	0.9903
NM_003518	chr6(.):26211427-26221872	0.4042
NM_021052	chr6(.):26212147-26222711	0.3991
NM_003532	chr6(.):26220382-26230844	0.2066
NM_003524	chr6(.):26246878-26257303	0.4033
NM_003547	chr6(.):26241838-26252205	0.346
NM_003540	chr6(.):26235653-26246021	0.2762
NM_021018	chr6(.):26245369-26255835	0.4069
NM_005320	chr6(.):26229439-26240216	0.4314
NM_001145008	chr6(.):26397464-26420444	0.28
NM_001197240	chr6(.):26378328-26400100	0.2367
NM_001197247	chr6(.):26360397-26383540	0.5113
NM_001197238	chr6(.):26378323-26400100	0.2366
NM_007047	chr6(.):26360397-26383548	0.512
NM_001197237	chr6(.):26378438-26400100	0.2374
NM_001197248	chr6(.):26360469-26383540	0.5106
NM_001197246	chr6(.):26363405-26383540	0.429
NM_021064	chr6(.):27095816-27106314	0.5966
NM_080593	chr6(.):27101071-27119637	0.6145
NM_080596	chr6(.):27109907-27120346	0.5631
NR_036096	chr6(.):27110404-27120467	0.5665
NM_021058	chr6(.):27095094-27105575	0.6035
NM_003495	chr6(.):27102087-27112457	0.3976
NM_021066	chr6(.):27777079-27787518	0.6697
NM_003536	chr6(.):27772841-27783314	0.8879
NM_003509	chr6(.):27770976-27781445	0.6146
NM_003519	chr6(.):27770256-27780709	0.6075
NM_003521	chr6(.):27777821-27788267	0.628
NM_003520	chr6(.):27801439-27811888	1.0554
NM_003511	chr6(.):27828106-27838576	0.4081
NM_003533	chr6(.):27834622-27845099	0.302
NM_003510	chr6(.):27800657-27811117	1.0574
NM_003541	chr6(.):27793951-27804305	0.3966
NM_005322	chr6(.):27829569-27840359	0.5052
NM_021968	chr6(.):27786902-27797258	0.3269
NM_003546	chr6(.):27835925-27846289	0.2123
NM_021246	chr6(.):31678132-31690581	0.1024
NM_138275	chr6(.):31686160-31697851	0.2896
NR_033488	chr6(.):31649725-31675850	0.2297
NM_013974	chr6(.):31689816-31703039	0.4181
NM_025262	chr6(.):31639460-31653150	0.0987
NM_001288	chr6(.):31693357-31709341	0.9591
NM_001003693	chr6(.):31669683-31683372	0.3575
NM_021160	chr6(.):31649725-31676137	0.2277
NR_024541	chr6(.):31674752-31686842	0.1189
NM_025261	chr6(.):31681424-31694510	0.0806
NM_001039651	chr6(.):31725772-31737624	0.1002
NM_025258	chr6(.):31728370-31750108	0.228
NR_002742	chr6(.):31799852-31809916	0.5592
NM_000434	chr6(.):31821828-31835709	0.2019
NM_021177	chr6(.):31760173-31779743	0.4193
NR_002745	chr6(.):31798039-31808103	0.6094
NM_001178045	chr6(.):31825969-31850448	0.1552
NM_001040438	chr6(.):31797692-31812541	0.4535
NM_005345	chr6(.):31778290-31790719	0.6505
NM_005527	chr6(.):31772395-31787835	0.4157
NM_001178044	chr6(.):31825969-31851823	0.1554
NM_006295	chr6(.):31740296-31768712	0.3983
NM_005346	chr6(.):31790511-31803031	0.9351
NM_001164267	chr6(.):33241879-33262304	0.398
NM_022551	chr6(.):33234851-33249281	0.5857
NM_172209	chr6(.):33262471-33287164	0.7473
NM_004761	chr6(.):33254430-33272176	0.5468
NM_172208	chr6(.):33266409-33287164	0.7679
NM_003782	chr6(.):33239916-33251602	0.5605
NR_024517	chr6(.):33281334-33295793	0.9278
NM_014260	chr6(.):33252377-33263711	0.2883
NM_005453	chr6(.):33277181-33290512	0.9373
NM_001145338	chr6(.):33277181-33290719	0.9556
