REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM6_jia.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
17_MACS_peak_6329_lociStitched	chr14	106025049	106057587	17	17427	23938.2066	14	1		TMEM121	TMEM121	TMEM121	0.0712	14	1
1_MACS_peak_10089_lociStitched	chr19	16434578	16442202	1	7625	30265.7552	15	1	KLF2		KLF2	KLF2	2.4505	15	1
2_MACS_peak_16726_lociStitched	chr5	88168010	88186115	2	18058	20237.769	16	1	MEF2C	MEF2C	MEF2C	MEF2C	0.3423	16	1
2_MACS_peak_689_lociStitched	chr1	51432401	51449025	2	16601	22221.3008	17	1	CDKN2C	FAF1	CDKN2C	CDKN2C	1.1709	17	1
6_MACS_peak_5520_lociStitched	chr13	83031350	83052216	6	18972	18278.616	18	1				NONE	NONE	18	1
10_MACS_peak_1384_lociStitched	chr1	156457453	156478911	10	16521	21726.225	19	1	MEF2D		MEF2D	MEF2D	0.5346	19	1
2_MACS_peak_3640_lociStitched	chr11	65263819	65278365	2	12073	26370.4434	20	1	MALAT1	SCYL1,LTBP3	MALAT1	MALAT1	1.4599	20	1
5_MACS_peak_7096_lociStitched	chr15	89164154	89184145	5	15312	23069.614	21	1	AEN,ISG20	MIR1179,MIR7-2	ISG20	ISG20	0.6038	21	1
9_MACS_peak_18277_lociStitched	chr6	90049926	90068949	9	15072	22376.7549	22	1	UBE2J1	GABRR2	UBE2J1	UBE2J1	0.7085	22	1
17_MACS_peak_7429_lociStitched	chr16	11771809	11800780	17	18116	17130.5523	23	1	SNN,TXNDC11		SNN	SNN	0.4364	23	1
1_MACS_peak_4315_lociStitched	chr12	12866833	12879918	1	13086	23784.6045	24	1	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	CDKN1B	1.6151	24	1
11_MACS_peak_6350_lociStitched	chr14	106145511	106177310	11	15223	21022.3189	25	1			TMEM121	TMEM121	0.0712	25	1
3_MACS_peak_13873_lociStitched	chr3	3138055	3153249	3	10621	25645.9526	26	1	IL5RA	TRNT1	IL5RA	IL5RA	0.6901	26	1
10_MACS_peak_10928_lociStitched	chr2	20405379	20425810	10	18808	14683.7597	27	1	SDC1		SDC1	SDC1	0.5158	27	1
7_MACS_peak_3540_lociStitched	chr11	62306557	62325559	7	13854	22378.6554	28	1	AHNAK	EEF1G,TUT1,MTA2	AHNAK	EEF1G	0.4908	28	1
4_MACS_peak_9639_lociStitched	chr19	1258408	1277214	4	10374	25151.1444	29	1	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	1.1963	29	1
7_MACS_peak_17002_lociStitched	chr5	131745732	131767355	7	15547	19519.0821	30	1	C5orf56	SLC22A5,MIR3936	C5orf56	C5orf56	0.5896	30	1
4_MACS_peak_19593_lociStitched	chr7	104649724	104659285	4	9258	25399.7526	31	1	MLL5,LOC100216545		LOC100216545	LOC100216545	1.9456	31	1
14_MACS_peak_17614_lociStitched	chr6	7884591	7912141	14	15629	18808.385	32	1	MUTED-TXNDC5,TXNDC5		TXNDC5	TXNDC5	0.5556	32	1
8_MACS_peak_18360_lociStitched	chr6	106531895	106555020	8	16819	16485.8125	33	1	PRDM1		PRDM1	PRDM1	0.531	33	1
1_MACS_peak_16742_lociStitched	chr5	90673880	90680854	1	6975	25973.2682	34	1	LOC100129716,ARRDC3		LOC100129716	LOC100129716	0.6183	34	1
4_MACS_peak_5213_lociStitched	chr12	123371109	123387062	4	12810	21295.6597	35	1	VPS37B		VPS37B	VPS37B	0.7688	35	1
7_MACS_peak_21361_lociStitched	chr9	112904580	112924867	7	16517	15947.6107	36	1	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	AKAP2	0.327	36	1
4_MACS_peak_1860_lociStitched	chr1	204474968	204492026	4	10705	23108.4726	37	1	MDM4	PIK3C2B	MDM4	MDM4	0.4712	37	1
3_MACS_peak_14914_lociStitched	chr3	141097475	141111319	3	12873	20491.8888	38	1	ZBTB38		ZBTB38	ZBTB38	0.6241	38	1
3_MACS_peak_6698_lociStitched	chr15	52965899	52976386	3	8491	24227.0674	39	1	KIAA1370		KIAA1370	KIAA1370	0.4604	39	1
7_MACS_peak_13410_lociStitched	chr22	23269064	23286133	7	13353	19231.6423	40	1		IGLL5	IGLL5	IGLL5	0.4882	40	1
7_MACS_peak_17539_lociStitched	chr6	312109	338144	7	14798	17136.237	41	1	DUSP22		DUSP22	DUSP22	0.6501	41	1
9_MACS_peak_4205_lociStitched	chr12	4377550	4403292	9	12898	19399.1712	42	1	CCND2	C12orf5	CCND2	CCND2	0.5252	42	1
4_MACS_peak_12157_lociStitched	chr2	201980399	201994576	4	13404	18688.1214	43	1	CFLAR	NDUFB3,FAM126B	CFLAR	CFLAR	0.4431	43	1
5_MACS_peak_13264_lociStitched	chr21	44835060	44851506	5	11553	20792.6778	44	1	SIK1	C21orf125,C21orf84	SIK1	SIK1	0.9904	44	1
1_MACS_peak_9981_lociStitched	chr19	12899151	12905402	1	6252	24503.2949	45	1	JUNB	BEST2,RNASEH2A,MAST1,HOOK2,PRDX2,RTBDN	JUNB	JUNB	2.1842	45	1
4_MACS_peak_10092_lociStitched	chr19	16473995	16485584	4	9359	22100.223	46	1	EPS15L1	KLF2	KLF2	KLF2	2.4505	46	1
7_MACS_peak_15675_lociStitched	chr4	64472102	64491954	7	14538	16155.5576	47	1			TECRL	TECRL	NONE	47	1
1_MACS_peak_1827_lociStitched	chr1	203254932	203261234	1	6303	23842.9868	48	1		BTG2,LOC730227	LOC730227	BTG2	1.0389	48	1
1_MACS_peak_5259_lociStitched	chr12	125397695	125406909	1	9215	21325.803	49	1	UBC	SCARB1	UBC	UBC	1.3438	49	1
2_MACS_peak_10020_lociStitched	chr19	14113753	14118503	2	4403	23847.375	50	1	RFX1	RLN3,IL27RA,PODNL1	RFX1	RFX1	0.6118	50	1
6_MACS_peak_13484_lociStitched	chr22	29183475	29199050	6	11148	19339.4775	51	1	CCDC117,XBP1	HSCB,CHEK2	XBP1	XBP1	1.18	51	1
5_MACS_peak_6181_lociStitched	chr14	91829876	91844155	5	13494	16230.9393	52	1	CCDC88C		CCDC88C	CCDC88C	0.376	52	1
5_MACS_peak_15821_lociStitched	chr4	90211665	90229251	5	14962	13477.9104	53	1	GPRIN3		GPRIN3	GPRIN3	0.3558	53	1
3_MACS_peak_15071_lociStitched	chr3	165975994	165990654	3	13870	15080.742	54	1			BCHE	BCHE	NONE	54	1
13_MACS_peak_9130_lociStitched	chr17	75435659	75463673	13	13814	14858.6256	55	1	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.1901	55	1
7_MACS_peak_6926_lociStitched	chr15	75068966	75086003	7	13290	15527.5218	56	1	CSK	CYP1A2,LMAN1L,CPLX3,ULK3	CSK	CSK	0.6315	56	1
14_MACS_peak_3973_lociStitched	chr11	111229490	111250585	14	14297	13462.829	57	1	POU2AF1		POU2AF1	POU2AF1	0.4361	57	1
2_MACS_peak_21129_lociStitched	chr9	73026796	73036061	2	6468	21783.868	58	1	KLF9		KLF9	KLF9	0.5086	58	1
5_MACS_peak_16764_lociStitched	chr5	95143519	95160523	5	13705	14434.6956	59	1	GLRX	C5orf27	GLRX	GLRX	0.7408	59	1
7_MACS_peak_14139_lociStitched	chr3	42098892	42123812	7	8403	20354.656	60	1		TRAK1	TRAK1	TRAK1	0.1695	60	1
15_MACS_peak_4125_lociStitched	chr11	128585803	128609725	15	13979	13669.0308	61	1	FLI1		FLI1	FLI1	0.2729	61	1
3_MACS_peak_19585_lociStitched	chr7	104576578	104586726	3	7524	20732.364	62	1		LOC723809	LOC723809	LOC723809	0.1282	62	1
6_MACS_peak_14568_lociStitched	chr3	98240440	98259885	6	12618	15159.322	63	1	GPR15,CLDND1	OR5K2	GPR15	GPR15	0.8965	63	1
2_MACS_peak_1740_lociStitched	chr1	189119190	189135056	2	12576	14958.4648	64	1				NONE	NONE	64	1
1_MACS_peak_19764_lociStitched	chr7	129588113	129592974	1	4862	21508.4667	65	1	UBE2H		UBE2H	UBE2H	0.3143	65	1
2_MACS_peak_19777_lociStitched	chr7	130785032	130796350	2	8330	19333.4076	66	1	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.2943	66	1
3_MACS_peak_17423_lociStitched	chr5	173310686	173324320	3	12701	13894.4094	67	1	CPEB4		CPEB4	CPEB4	0.4778	67	1
8_MACS_peak_14389_lociStitched	chr3	53194388	53215253	8	12388	13772.9865	68	1	PRKCD	RFT1	PRKCD	PRKCD	0.5496	68	1
4_MACS_peak_7177_lociStitched	chr15	93439539	93451565	4	8853	18043.8104	69	1	LOC100507217,CHD2,MIR3175		CHD2	CHD2	0.4839	69	1
5_MACS_peak_9115_lociStitched	chr17	75135751	75148616	5	11570	14758.728	70	1	SEC14L1	SEC14L1	SEC14L1	SEC14L1	0.394	70	1
6_MACS_peak_16720_lociStitched	chr5	88113351	88132893	6	12764	12788.2848	71	1	MEF2C		MEF2C	MEF2C	0.3423	71	1
7_MACS_peak_5179_lociStitched	chr12	122227422	122244717	7	10152	16501.1595	72	1	SETD1B,RHOF,LOC338799		RHOF	RHOF	0.1923	72	1
6_MACS_peak_13851_lociStitched	chr22	50963251	50978811	6	9905	16706.772	73	1	SCO2,TYMP,ODF3B	ADM2,MIOX,NCAPH2,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	0.9965	73	1
12_MACS_peak_20133_lociStitched	chr8	27232901	27254983	12	12733	12670.6516	74	1	PTK2B		PTK2B	PTK2B	0.359	74	1
2_MACS_peak_17536_lociStitched	chr6	290246	300512	2	9593	16740.7662	75	1	DUSP22		DUSP22	DUSP22	0.6501	75	1
5_MACS_peak_1828_lociStitched	chr1	203267820	203280747	5	9868	16245.3609	76	1	BTG2,LOC730227	FMOD	LOC730227	LOC730227	1.026	76	1
4_MACS_peak_18387_lociStitched	chr6	108878486	108888238	4	9604	16458.4504	77	1	FOXO3		FOXO3	FOXO3	0.3958	77	1
4_MACS_peak_19376_lociStitched	chr7	83930853	83947113	4	11126	14544.57	78	1			SEMA3A	SEMA3A	NONE	78	1
1_MACS_peak_9997_lociStitched	chr19	13260573	13267484	1	6912	18690.1084	79	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	IER2	1.3736	79	1
5_MACS_peak_9615_lociStitched	chr19	1016635	1029157	5	7933	17910.2166	80	1	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	C19orf6	0.6936	80	1
2_MACS_peak_19179_lociStitched	chr7	50343636	50358283	2	12122	12810.2662	81	1	IKZF1		IKZF1	IKZF1	0.2089	81	1
8_MACS_peak_1353_lociStitched	chr1	155936304	155954211	8	11287	14123.2509	82	1	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	ARHGEF2	0.521	82	1
3_MACS_peak_6611_lociStitched	chr15	45001774	45012281	3	8293	17327.0937	83	1	B2M	TRIM69,SPG11,PATL2	B2M	B2M	1.1403	83	1
2_MACS_peak_8262_lociStitched	chr17	7737179	7748758	2	7884	17492.3953	84	1	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	KDM6B	0.8001	84	1
2_MACS_peak_17174_lociStitched	chr5	142774832	142785694	2	10320	14979.7842	85	1	NR3C1		NR3C1	NR3C1	0.267	85	1
3_MACS_peak_10589_lociStitched	chr19	47610342	47617768	3	6949	18152.857	86	1	ZC3H4	SAE1	ZC3H4	ZC3H4	0.4054	86	1
5_MACS_peak_8274_lociStitched	chr17	8053901	8067028	5	8456	16937.7681	87	1	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	PER1	0.6673	87	1
5_MACS_peak_21202_lociStitched	chr9	91924856	91934948	5	7065	17635.77	88	1	CKS2,MIR3153,SECISBP2		MIR3153	MIR3153	0.9235	88	1
2_MACS_peak_18961_lociStitched	chr7	26003287	26011332	2	6911	17730.3755	89	1		MIR148A	MIR148A	MIR148A	1.2091	89	1
1_MACS_peak_2238_lociStitched	chr10	3824324	3828717	1	4394	19030.9153	90	1	KLF6		KLF6	KLF6	1.1104	90	1
3_MACS_peak_17880_lociStitched	chr6	31694903	31708733	3	9748	14872.782	91	1	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	0.9607	91	1
5_MACS_peak_9835_lociStitched	chr19	7400917	7416284	5	9554	14922.8937	92	1		ARHGEF18	ARHGEF18	ARHGEF18	0.1783	92	1
4_MACS_peak_10615_lociStitched	chr19	48824068	48837690	4	8208	16240.1484	93	1	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	1.0944	93	1
1_MACS_peak_10155_lociStitched	chr19	18389498	18393877	1	4380	18692.6373	94	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	JUND	JUND	1.6726	94	1
5_MACS_peak_14496_lociStitched	chr3	69128705	69147100	5	10877	12780.846	95	1	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	MIR3136	0.5817	95	1
7_MACS_peak_7558_lociStitched	chr16	22200449	22218685	7	9402	14650.8024	96	1	EEF2K		EEF2K	EEF2K	0.1109	96	1
6_MACS_peak_12434_lociStitched	chr2	238596495	238612896	6	11040	12381.1149	97	1	LRRFIP1		LRRFIP1	LRRFIP1	0.206	97	1
1_MACS_peak_17926_lociStitched	chr6	32935628	32942194	1	6567	17203.5766	98	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	0.8573	98	1
3_MACS_peak_19847_lociStitched	chr7	139466672	139478450	3	10659	12927.5328	99	1	TBXAS1,HIPK2		HIPK2	HIPK2	0.2407	99	1
5_MACS_peak_19679_lociStitched	chr7	115303155	115317357	5	11624	11309.0526	100	1			TFEC	TFEC	NONE	100	1
7_MACS_peak_15118_lociStitched	chr3	171811888	171825974	7	10186	13581.7212	101	1	FNDC3B		FNDC3B	FNDC3B	0.247	101	1
1_MACS_peak_1833_lociStitched	chr1	203289113	203297882	1	8770	15078.2955	102	1		BTG2,LOC730227,FMOD	BTG2	BTG2	1.0389	102	1
2_MACS_peak_6512_lociStitched	chr15	40225479	40233621	2	5763	17435.2788	103	1	EIF2AK4	GPR176	EIF2AK4	EIF2AK4	0.3637	103	1
3_MACS_peak_18880_lociStitched	chr7	14019379	14031640	3	9808	13744.581	104	1	ETV1		ETV1	ETV1	0.2461	104	1
9_MACS_peak_15586_lociStitched	chr4	40194230	40210403	9	11320	11368.0017	105	1	RHOH		RHOH	RHOH	0.2983	105	1
2_MACS_peak_6960_lociStitched	chr15	75742348	75748869	2	6471	16834.6136	106	1	SIN3A		SIN3A	SIN3A	0.3281	106	1
9_MACS_peak_11278_lociStitched	chr2	64870048	64885693	9	10716	11957.4735	107	1	SERTAD2	LOC339807	SERTAD2	SERTAD2	0.5575	107	1
2_MACS_peak_6614_lociStitched	chr15	45016727	45023514	2	6222	16667.5146	108	1		B2M,TRIM69,PATL2	TRIM69	B2M	1.1403	108	1
7_MACS_peak_2702_lociStitched	chr10	74006749	74024121	7	9879	12850.0684	109	1		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.6945	109	1
9_MACS_peak_11561_lociStitched	chr2	99089252	99107334	9	10867	11304.8664	110	1	INPP4A		INPP4A	INPP4A	0.2915	110	1
1_MACS_peak_22117_lociStitched	chrX	106953504	106961470	1	7967	15043.791	111	1	TSC22D3		TSC22D3	TSC22D3	1.1537	111	1
9_MACS_peak_20689_lociStitched	chr8	126285814	126308015	9	9418	13362.7819	112	1	NSMCE2		TRIB1	TRIB1	0.8709	112	1
4_MACS_peak_17204_lociStitched	chr5	148204979	148215621	4	10466	11828.583	113	1	ADRB2		ADRB2	ADRB2	0.791	113	1
4_MACS_peak_15029_lociStitched	chr3	156869729	156879477	4	5972	16550.1544	114	1	CCNL1	LOC339894	CCNL1	CCNL1	0.8371	114	1
10_MACS_peak_11969_lociStitched	chr2	173411027	173430373	10	9601	13037.2694	115	1	PDK1		PDK1	PDK1	0.4425	115	1
3_MACS_peak_9987_lociStitched	chr19	13043486	13057687	3	8240	14529.0431	116	1	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	CALR	0.8869	116	1
11_MACS_peak_7450_lociStitched	chr16	11821403	11837575	11	10404	11577.5348	117	1	TXNDC11		TXNDC11	TXNDC11	0.5102	117	1
2_MACS_peak_21653_lociStitched	chr9	134543821	134554987	2	8023	14362.8258	120	1	RAPGEF1		RAPGEF1	RAPGEF1	0.3064	120	1
4_MACS_peak_14973_lociStitched	chr3	150314971	150325951	4	10068	11768.364	121	1	SELT		SELT	SELT	0.4293	121	1
2_MACS_peak_2959_lociStitched	chr10	104401324	104412577	2	7477	14799.9456	122	1	TRIM8		TRIM8	TRIM8	0.7448	122	1
3_MACS_peak_11532_lociStitched	chr2	97191558	97205376	3	8038	14095.7418	123	1	ARID5A	NEURL3	ARID5A	ARID5A	0.5035	123	1
2_MACS_peak_11109_lociStitched	chr2	43445425	43455276	2	9694	11923.6504	124	1	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	0.9141	124	1
6_MACS_peak_11496_lociStitched	chr2	87806600	87821529	6	9789	11656.5632	125	1	NCRNA00152		NCRNA00152	NCRNA00152	0.4999	125	1
5_MACS_peak_10904_lociStitched	chr2	11886666	11896163	5	8988	12769.6662	126	1	LPIN1		LPIN1	LPIN1	0.2376	126	1
1_MACS_peak_16633_lociStitched	chr5	75696609	75702358	1	5750	15792.503	127	1	IQGAP2		IQGAP2	IQGAP2	0.2596	127	1
2_MACS_peak_6419_lociStitched	chr15	31616415	31622089	2	5665	15829.3252	128	1	KLF13		KLF13	KLF13	0.9327	128	1
5_MACS_peak_1402_lociStitched	chr1	156709533	156722454	5	9592	11896.3647	129	1	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	C1orf66	0.5315	129	1
2_MACS_peak_9924_lociStitched	chr19	11199353	11207793	2	7576	14277.948	130	1	LDLR		LDLR	LDLR	0.3947	130	1
1_MACS_peak_10077_lociStitched	chr19	16186231	16191677	1	5447	15934.4514	131	1	TPM4	FLJ25328,RAB8A	TPM4	RAB8A	0.5877	131	1
4_MACS_peak_17015_lociStitched	chr5	131822652	131834189	4	7661	14160.5138	132	1	IRF1	IL5	IRF1	IRF1	0.7282	132	1
2_MACS_peak_8476_lociStitched	chr17	29636289	29648990	2	9944	11143.8574	133	1	NF1,EVI2B,EVI2A	OMG	EVI2B	EVI2B	0.4578	133	1
3_MACS_peak_9713_lociStitched	chr19	2616546	2628621	3	8181	13498.6425	134	1	GNG7		GNG7	GNG7	0.3482	134	1
3_MACS_peak_10638_lociStitched	chr19	49375200	49384384	3	5482	15716.5792	135	1	PPP1R15A,TULP2	NUCB1,HSD17B14,PLEKHA4	PPP1R15A	PPP1R15A	1.1767	135	1
1_MACS_peak_1204_lociStitched	chr1	150581267	150587040	1	5774	15372.3444	136	1		MCL1,ENSA	ENSA	MCL1	1.4934	136	1
3_MACS_peak_11358_lociStitched	chr2	70310844	70316483	3	5469	15541.084	137	1	PCBP1,LOC400960	LOC100133985	LOC400960	LOC100133985	0.2911	137	1
9_MACS_peak_17108_lociStitched	chr5	139037543	139055316	9	9415	11545.3408	138	1	CXXC5		CXXC5	CXXC5	0.5019	138	1
1_MACS_peak_20700_lociStitched	chr8	126441261	126448974	1	7714	13639.6692	139	1	TRIB1		TRIB1	TRIB1	0.8709	139	1
3_MACS_peak_10367_lociStitched	chr19	39338998	39348476	3	5798	15248.2064	140	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	0.7208	140	1
6_MACS_peak_14112_lociStitched	chr3	39296637	39311604	6	9683	11092.0437	141	1	CX3CR1		CX3CR1	CX3CR1	0.6269	141	1
4_MACS_peak_20520_lociStitched	chr8	95953174	95963013	4	9502	11282.3813	143	1	TP53INP1	CCNE2	TP53INP1	TP53INP1	0.4919	143	1
2_MACS_peak_7175_lociStitched	chr15	93424921	93432231	2	5279	15508.896	144	1	LOC100507217	CHD2,MIR3175	LOC100507217	MIR3175	1.71	144	1
3_MACS_peak_4997_lociStitched	chr12	109020578	109031369	3	9809	10778.0508	145	1	SELPLG	TMEM119	SELPLG	SELPLG	0.6083	145	1
3_MACS_peak_10078_lociStitched	chr19	16221513	16231582	3	8106	13073.5896	146	1	RAB8A	TPM4,HSH2D	RAB8A	RAB8A	0.5877	146	1
1_MACS_peak_10668_lociStitched	chr19	49998838	50005526	1	6689	14438.7232	147	1	RPS11,SNORD35B,MIR150	ALDH16A1,FLT3LG,RPL13AP5,SNORD32A,SNORD33,SNORD34,SNORD35A,FCGRT,RCN3,PIH1D1	SNORD35B	SNORD35B	1.4917	147	1
1_MACS_peak_13932_lociStitched	chr3	13050373	13058918	1	8546	12482.536	148	1	IQSEC1	IQSEC1	IQSEC1	IQSEC1	0.2159	148	1
4_MACS_peak_2386_lociStitched	chr10	22604730	22615431	4	8065	13029.5376	149	1	COMMD3,BMI1	SPAG6	BMI1	BMI1	0.7572	149	1
8_MACS_peak_4257_lociStitched	chr12	7058214	7074355	8	10115	9944.4701	150	1	PTPN6,MIR200C,MIR141	LRRC23,ENO2,ATN1,C12orf57,EMG1,SCARNA12,PHB2	PTPN6	PTPN6	0.5636	150	1
1_MACS_peak_3020_lociStitched	chr10	112256317	112264804	1	8488	12404.5992	151	1	DUSP5		DUSP5	DUSP5	0.7018	151	1
3_MACS_peak_2506_lociStitched	chr10	43899842	43905436	3	5211	15257.0756	152	1	HNRNPF	FXYD4,ZNF487P,HNRNPF	HNRNPF	HNRNPF	0.7531	152	1
6_MACS_peak_15194_lociStitched	chr3	183243051	183260638	6	9608	10425.5736	153	1	KLHL6		KLHL6	KLHL6	0.4782	153	1
5_MACS_peak_16859_lociStitched	chr5	109024063	109033875	5	8705	11768.5128	154	1	MAN2A1		MAN2A1	MAN2A1	0.2688	154	1
1_MACS_peak_18969_lociStitched	chr7	26236590	26242731	1	6142	14406.1719	155	1	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	HNRNPA2B1	0.8816	155	1
6_MACS_peak_12935_lociStitched	chr20	52196203	52211662	6	9055	11187.6783	156	1	ZNF217		ZNF217	ZNF217	0.2173	156	1
3_MACS_peak_17729_lociStitched	chr6	26020260	26034657	3	7615	12978.8955	157	1	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H4B	0.5523	157	1
9_MACS_peak_13401_lociStitched	chr22	23230330	23248622	9	9423	10475.8284	159	1	IGLL5		IGLL5	IGLL5	0.4882	159	1
5_MACS_peak_13634_lociStitched	chr22	38782889	38795707	5	9659	10032.6486	160	1	LOC400927	KCNJ4	LOC400927	LOC400927	0.2449	160	1
3_MACS_peak_14837_lociStitched	chr3	129023724	129036773	3	7860	12468.3195	161	1	C3orf37,C3orf47,H1FX		C3orf47	C3orf47	0.6176	161	1
7_MACS_peak_7224_lociStitched	chr15	101458334	101473421	7	9528	10075.0986	162	1	LRRK1	ALDH1A3	LRRK1	LRRK1	0.2127	162	1
2_MACS_peak_15043_lociStitched	chr3	160116413	160124193	2	7710	12544.472	163	1	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	SMC4	0.447	163	1
3_MACS_peak_17742_lociStitched	chr6	26194858	26206822	3	8544	11505.7788	164	1	HIST1H2BF,HIST1H4E,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H4D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H2BF	HIST1H2BF	0.9021	164	1
1_MACS_peak_1936_lociStitched	chr1	207993615	208000465	1	6851	13293.11	165	1	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	1.059	165	1
5_MACS_peak_10304_lociStitched	chr19	36230832	36240037	5	6075	13931.7675	166	1	PSENEN,LIN37,TMEM149,U2AF1L4	ZBTB32,MLL4,C19orf55,ARHGAP33,HSPB6	U2AF1L4	U2AF1L4	1.1203	166	1
3_MACS_peak_10760_lociStitched	chr19	55762382	55771672	3	8461	11439.706	167	1	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	HSPBP1	0.4241	167	1
2_MACS_peak_10683_lociStitched	chr19	50315897	50322514	2	4278	15054.9984	168	1	MED25,FUZ	AP2A1,PTOV1,TSKS,PNKP	MED25	MED25	0.5631	168	1
6_MACS_peak_12966_lociStitched	chr20	56044218	56057136	6	8537	11264.496	169	1		CTCFL	CTCFL	CTCFL	0.0907	169	1
4_MACS_peak_1910_lociStitched	chr1	206728510	206741005	4	9433	9854.8065	170	1	RASSF5	LGTN	RASSF5	RASSF5	0.3097	170	1
