REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM6_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
6_MACS_peak_11496_lociStitched	chr2	87806600	87821529	6	9789	11656.5632	81	1	NCRNA00152		NCRNA00152	81	1
3_MACS_peak_17880_lociStitched	chr6	31694903	31708733	3	9748	14872.782	82	1	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	82	1
2_MACS_peak_11109_lociStitched	chr2	43445425	43455276	2	9694	11923.6504	83	1	LOC100129726,ZFP36L2		ZFP36L2	83	1
6_MACS_peak_14112_lociStitched	chr3	39296637	39311604	6	9683	11092.0437	84	1	CX3CR1		CX3CR1	84	1
5_MACS_peak_19156_lociStitched	chr7	47610094	47622338	5	9667	8616.1028	85	1		TNS3	TNS3	85	1
5_MACS_peak_13634_lociStitched	chr22	38782889	38795707	5	9659	10032.6486	86	1	LOC400927	KCNJ4	LOC400927	86	1
6_MACS_peak_15194_lociStitched	chr3	183243051	183260638	6	9608	10425.5736	87	1	KLHL6		KLHL6	87	1
4_MACS_peak_18387_lociStitched	chr6	108878486	108888238	4	9604	16458.4504	88	1	FOXO3		FOXO3	88	1
10_MACS_peak_11969_lociStitched	chr2	173411027	173430373	10	9601	13037.2694	89	1	PDK1		PDK1	89	1
2_MACS_peak_17536_lociStitched	chr6	290246	300512	2	9593	16740.7662	90	1	DUSP22		DUSP22	90	1
5_MACS_peak_1402_lociStitched	chr1	156709533	156722454	5	9592	11896.3647	91	1	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	91	1
5_MACS_peak_9835_lociStitched	chr19	7400917	7416284	5	9554	14922.8937	92	1		ARHGEF18	ARHGEF18	92	1
7_MACS_peak_7224_lociStitched	chr15	101458334	101473421	7	9528	10075.0986	93	1	LRRK1	ALDH1A3	LRRK1	93	1
4_MACS_peak_20520_lociStitched	chr8	95953174	95963013	4	9502	11282.3813	94	1	TP53INP1	CCNE2	TP53INP1	94	1
4_MACS_peak_1910_lociStitched	chr1	206728510	206741005	4	9433	9854.8065	95	1	RASSF5	LGTN	RASSF5	95	1
9_MACS_peak_13401_lociStitched	chr22	23230330	23248622	9	9423	10475.8284	96	1	IGLL5		IGLL5	96	1
9_MACS_peak_20689_lociStitched	chr8	126285814	126308015	9	9418	13362.7819	97	1	NSMCE2		TRIB1	97	1
9_MACS_peak_17108_lociStitched	chr5	139037543	139055316	9	9415	11545.3408	98	1	CXXC5		CXXC5	98	1
7_MACS_peak_7558_lociStitched	chr16	22200449	22218685	7	9402	14650.8024	99	1	EEF2K		EEF2K	99	1
2_MACS_peak_19350_lociStitched	chr7	81416909	81426352	2	9387	8499.6443	100	1		HGF	HGF	100	1
4_MACS_peak_10092_lociStitched	chr19	16473995	16485584	4	9359	22100.223	101	1	EPS15L1	KLF2	KLF2	101	1
4_MACS_peak_19593_lociStitched	chr7	104649724	104659285	4	9258	25399.7526	102	1	MLL5,LOC100216545		LOC100216545	102	1
6_MACS_peak_7030_lociStitched	chr15	81585134	81597046	6	9229	9141.2688	103	1	IL16	STARD5	IL16	103	1
1_MACS_peak_5259_lociStitched	chr12	125397695	125406909	1	9215	21325.803	104	1	UBC	SCARB1	UBC	104	1
11_MACS_peak_439_lociStitched	chr1	31215996	31230938	11	9152	8460.1604	105	1	LAPTM5	LOC100129196,MATN1	LAPTM5	105	1
6_MACS_peak_12935_lociStitched	chr20	52196203	52211662	6	9055	11187.6783	106	1	ZNF217		ZNF217	106	1
5_MACS_peak_10904_lociStitched	chr2	11886666	11896163	5	8988	12769.6662	107	1	LPIN1		LPIN1	107	1
4_MACS_peak_7177_lociStitched	chr15	93439539	93451565	4	8853	18043.8104	108	1	LOC100507217,CHD2,MIR3175		CHD2	108	1
9_MACS_peak_19052_lociStitched	chr7	38388485	38407825	9	8847	8931.212	109	1			TARP	109	1
1_MACS_peak_1833_lociStitched	chr1	203289113	203297882	1	8770	15078.2955	110	1		BTG2,LOC730227,FMOD	BTG2	110	1
5_MACS_peak_16859_lociStitched	chr5	109024063	109033875	5	8705	11768.5128	111	1	MAN2A1		MAN2A1	111	1
2_MACS_peak_14412_lociStitched	chr3	55514987	55523722	2	8685	9047.713	112	1	WNT5A		WNT5A	112	1
8_MACS_peak_13592_lociStitched	chr22	37612024	37628168	8	8654	9515.2736	113	1	RAC2	C1QTNF6,SSTR3	SSTR3	113	1
9_MACS_peak_17325_lociStitched	chr5	158758441	158777605	9	8635	10733.7564	114	1		IL12B	IL12B	114	1
10_MACS_peak_12663_lociStitched	chr20	30279102	30301412	10	8615	9452.747	115	1	BCL2L1	TPX2	BCL2L1	115	1
1_MACS_peak_13932_lociStitched	chr3	13050373	13058918	1	8546	12482.536	116	1	IQSEC1	IQSEC1	IQSEC1	116	1
3_MACS_peak_17742_lociStitched	chr6	26194858	26206822	3	8544	11505.7788	117	1	HIST1H2BF,HIST1H4E,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H4D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H2BF	117	1
6_MACS_peak_12966_lociStitched	chr20	56044218	56057136	6	8537	11264.496	118	1		CTCFL	CTCFL	118	1
3_MACS_peak_6698_lociStitched	chr15	52965899	52976386	3	8491	24227.0674	119	1	KIAA1370		KIAA1370	119	1
1_MACS_peak_3020_lociStitched	chr10	112256317	112264804	1	8488	12404.5992	120	1	DUSP5		DUSP5	120	1
3_MACS_peak_8701_lociStitched	chr17	43298841	43307526	3	8485	8288.0955	121	1	FMNL1	LOC100133991,C17orf46	FMNL1	121	1
3_MACS_peak_10760_lociStitched	chr19	55762382	55771672	3	8461	11439.706	122	1	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	122	1
5_MACS_peak_8274_lociStitched	chr17	8053901	8067028	5	8456	16937.7681	123	1	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	123	1
9_MACS_peak_9165_lociStitched	chr17	76711308	76726020	9	8428	8196.0552	124	1	CYTH1		CYTH1	124	1
7_MACS_peak_14139_lociStitched	chr3	42098892	42123812	7	8403	20354.656	125	1		TRAK1	TRAK1	125	1
5_MACS_peak_12249_lociStitched	chr2	212790244	212799329	5	8386	8262.8075	126	1	ERBB4		MIR548F2	126	1
6_MACS_peak_16776_lociStitched	chr5	95259334	95269110	6	8360	6514.7264	127	1	ELL2		ELL2	127	1
2_MACS_peak_19777_lociStitched	chr7	130785032	130796350	2	8330	19333.4076	128	1	MKLN1,FLJ43663		FLJ43663	128	1
6_MACS_peak_21613_lociStitched	chr9	132646400	132657099	6	8315	11297.0741	129	1	FNBP1	USP20,C9orf78	USP20	129	1
10_MACS_peak_12729_lociStitched	chr20	34188951	34207922	10	8312	11283.9508	130	1	SPAG4,FER1L4	CPNE1	FER1L4	130	1
3_MACS_peak_6611_lociStitched	chr15	45001774	45012281	3	8293	17327.0937	131	1	B2M	TRIM69,SPG11,PATL2	B2M	131	1
6_MACS_peak_12029_lociStitched	chr2	182168772	182179661	6	8284	9163.0935	132	1			ITGA4	132	1
3_MACS_peak_9987_lociStitched	chr19	13043486	13057687	3	8240	14529.0431	133	1	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	133	1
4_MACS_peak_10615_lociStitched	chr19	48824068	48837690	4	8208	16240.1484	134	1	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	134	1
3_MACS_peak_9713_lociStitched	chr19	2616546	2628621	3	8181	13498.6425	135	1	GNG7		GNG7	135	1
6_MACS_peak_11555_lociStitched	chr2	99071059	99083144	6	8181	7293.2975	136	1	INPP4A		INPP4A	136	1
5_MACS_peak_12868_lociStitched	chr20	45977100	45989674	5	8163	9309.7896	137	1	ZMYND8	LOC100131496	ZMYND8	137	1
7_MACS_peak_16924_lociStitched	chr5	118664257	118678378	7	8163	8591.2164	138	1	TNFAIP8	TNFAIP8	TNFAIP8	138	1
7_MACS_peak_4081_lociStitched	chr11	122612323	122625958	7	8132	9239.076	139	1	UBASH3B		CRTAM	139	1
3_MACS_peak_10078_lociStitched	chr19	16221513	16231582	3	8106	13073.5896	140	1	RAB8A	TPM4,HSH2D	RAB8A	140	1
2_MACS_peak_6476_lociStitched	chr15	37323107	37334396	2	8070	10846.4712	141	1	MEIS2		MEIS2	141	1
4_MACS_peak_2386_lociStitched	chr10	22604730	22615431	4	8065	13029.5376	142	1	COMMD3,BMI1	SPAG6	BMI1	142	1
5_MACS_peak_15566_lociStitched	chr4	38664494	38676305	5	8062	10423.2075	143	1	KLF3,FLJ13197		FLJ13197	143	1
3_MACS_peak_11532_lociStitched	chr2	97191558	97205376	3	8038	14095.7418	144	1	ARID5A	NEURL3	ARID5A	144	1
2_MACS_peak_21653_lociStitched	chr9	134543821	134554987	2	8023	14362.8258	145	1	RAPGEF1		RAPGEF1	145	1
4_MACS_peak_9754_lociStitched	chr19	4058066	4067515	4	8007	11892.5114	146	1	ZBTB7A		ZBTB7A	146	1
3_MACS_peak_15670_lociStitched	chr4	64389675	64398641	3	7996	9831.219	147	1			TECRL	147	1
1_MACS_peak_22117_lociStitched	chrX	106953504	106961470	1	7967	15043.791	148	1	TSC22D3		TSC22D3	148	1
8_MACS_peak_9092_lociStitched	chr17	74487446	74498195	8	7938	7312.5447	149	1	RHBDF2	AANAT,PRCD,UBE2O,RHBDF2,CYGB	RHBDF2	149	1
5_MACS_peak_9615_lociStitched	chr19	1016635	1029157	5	7933	17910.2166	150	1	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	150	1
4_MACS_peak_14435_lociStitched	chr3	56948020	56958592	4	7903	11446.3044	151	1	ARHGEF3		ARHGEF3	151	1
8_MACS_peak_8323_lociStitched	chr17	16870184	16884800	8	7885	8351.5824	152	1	TNFRSF13B		TNFRSF13B	152	1
2_MACS_peak_8262_lociStitched	chr17	7737179	7748758	2	7884	17492.3953	153	1	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	153	1
2_MACS_peak_9542_lociStitched	chr18	60822091	60830168	2	7881	8761.1219	154	1	BCL2		BCL2	154	1
3_MACS_peak_14837_lociStitched	chr3	129023724	129036773	3	7860	12468.3195	155	1	C3orf37,C3orf47,H1FX		C3orf47	155	1
6_MACS_peak_19132_lociStitched	chr7	46052234	46066851	6	7820	8472.0132	156	1			IGFBP3	156	1
2_MACS_peak_9331_lociStitched	chr18	9135615	9144689	2	7781	9673.7914	157	1	ANKRD12	NDUFV2	ANKRD12	157	1
6_MACS_peak_15093_lociStitched	chr3	169755174	169765284	6	7772	7675.512	158	1	GPR160		GPR160	158	1
3_MACS_peak_16549_lociStitched	chr5	66482966	66493578	3	7743	7505.8676	159	1	CD180		CD180	159	1
10_MACS_peak_15530_lociStitched	chr4	29659579	29669929	10	7731	7461.315	160	1			MIR4275	160	1
1_MACS_peak_20700_lociStitched	chr8	126441261	126448974	1	7714	13639.6692	161	1	TRIB1		TRIB1	161	1
2_MACS_peak_15043_lociStitched	chr3	160116413	160124193	2	7710	12544.472	162	1	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	162	1
5_MACS_peak_8859_lociStitched	chr17	56407804	56416966	5	7685	7723.566	163	1	MIR142	MPO,BZRAP1,SUPT4H1	MIR142	163	1
4_MACS_peak_17015_lociStitched	chr5	131822652	131834189	4	7661	14160.5138	164	1	IRF1	IL5	IRF1	164	1
5_MACS_peak_3645_lociStitched	chr11	65336615	65345288	5	7657	9535.0962	165	1	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	165	1
5_MACS_peak_16325_lociStitched	chr5	20298164	20308699	5	7648	8844.1325	166	1			CDH18	166	1
3_MACS_peak_1114_lociStitched	chr1	145434409	145442432	3	7639	9767.2002	167	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	167	1
1_MACS_peak_10089_lociStitched	chr19	16434578	16442202	1	7625	30265.7552	168	1	KLF2		KLF2	168	1
6_MACS_peak_4372_lociStitched	chr12	26266507	26280172	6	7620	10360.803	169	1	BHLHE41		BHLHE41	169	1
3_MACS_peak_17729_lociStitched	chr6	26020260	26034657	3	7615	12978.8955	170	1	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	170	1
7_MACS_peak_16782_lociStitched	chr5	95273381	95285899	7	7598	6417.9786	171	1	ELL2		ELL2	171	1
8_MACS_peak_6127_lociStitched	chr14	81936324	81952725	8	7578	8251.3431	172	1	SEL1L		SEL1L	172	1
2_MACS_peak_9924_lociStitched	chr19	11199353	11207793	2	7576	14277.948	173	1	LDLR		LDLR	173	1
3_MACS_peak_19585_lociStitched	chr7	104576578	104586726	3	7524	20732.364	174	1		LOC723809	LOC723809	174	1
3_MACS_peak_19435_lociStitched	chr7	92437346	92445292	3	7521	7528.0404	175	1	CDK6		CDK6	175	1
4_MACS_peak_17723_lociStitched	chr6	25404230	25414089	4	7512	7618.0493	176	1	LRRC16A		LRRC16A	176	1
3_MACS_peak_14029_lociStitched	chr3	23847091	23854749	3	7490	8922.3358	177	1	UBE2E1		UBE2E1	177	1
4_MACS_peak_591_lociStitched	chr1	40849900	40863052	4	7484	10854.3456	178	1	SMAP2		SMAP2	178	1
2_MACS_peak_2959_lociStitched	chr10	104401324	104412577	2	7477	14799.9456	179	1	TRIM8		TRIM8	179	1
6_MACS_peak_13454_lociStitched	chr22	24819802	24831815	6	7466	9365.3348	180	1	ADORA2A,C22orf45		ADORA2A	180	1
2_MACS_peak_12330_lociStitched	chr2	227655231	227665513	2	7464	8774.6588	181	1	IRS1	RHBDD1	IRS1	181	1
3_MACS_peak_4839_lociStitched	chr12	89739234	89749319	3	7431	10140.4675	182	1	DUSP6		DUSP6	182	1
3_MACS_peak_20184_lociStitched	chr8	29199995	29210619	3	7415	10284.032	183	1	DUSP4		DUSP4	183	1
1_MACS_peak_10106_lociStitched	chr19	16693161	16700537	1	7377	12015.504	184	1	MED26	CHERP,SLC35E1	SLC35E1	184	1
5_MACS_peak_380_lociStitched	chr1	27756346	27766268	5	7372	8790.892	185	1	WASF2	GPR3,CD164L2	GPR3	185	1
6_MACS_peak_8595_lociStitched	chr17	38251519	38264862	6	7337	10136.6771	186	1	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	186	1
5_MACS_peak_19548_lociStitched	chr7	101922079	101938209	5	7314	8919.89	187	1	CUX1,SH2B2,MIR4285		SH2B2	187	1
2_MACS_peak_17358_lociStitched	chr5	162929709	162937035	2	7282	11924.5302	188	1	MAT2B	HMMR,NUDCD2	MAT2B	188	1
3_MACS_peak_6677_lociStitched	chr15	52620675	52630826	3	7266	7278.267	189	1	MYO5A	MYO5C	MYO5C	189	1
8_MACS_peak_13285_lociStitched	chr21	45552928	45565936	8	7260	8083.1712	190	1	C21orf33	PWP2	C21orf33	190	1
1_MACS_peak_18861_lociStitched	chr7	8007102	8014352	1	7251	8320.825	191	1	GLCCI1		GLCCI1	191	1
7_MACS_peak_12169_lociStitched	chr2	202084712	202101646	7	7220	7693.1162	192	1	CASP10,CASP8	CASP8	CASP8	192	1
4_MACS_peak_10419_lociStitched	chr19	41108829	41121225	4	7177	9425.9184	193	1	LTBP4	SHKBP1	LTBP4	193	1
5_MACS_peak_14397_lociStitched	chr3	53222305	53231339	5	7145	6874.874	194	1	PRKCD		PRKCD	194	1
2_MACS_peak_15251_lociStitched	chr3	186711600	186719620	2	7142	8080.15	195	1	ST6GAL1	ST6GAL1	ST6GAL1	195	1
4_MACS_peak_344_lociStitched	chr1	27018719	27029263	4	7109	9256.5776	196	1	ARID1A		ARID1A	196	1
2_MACS_peak_17472_lociStitched	chr5	176852494	176859651	2	7108	9449.3871	197	1	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	197	1
2_MACS_peak_13888_lociStitched	chr3	5222945	5232358	2	7098	11962.9817	198	1	EDEM1		EDEM1	198	1
5_MACS_peak_1028_lociStitched	chr1	118196504	118208274	5	7084	7709.35	199	1		FAM46C	FAM46C	199	1
