REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM6_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
4_MACS_peak_19593_lociStitched	chr7	104649724	104659285	4	9258	25399.7526	16	1	MLL5,LOC100216545		LOC100216545	16	1
4_MACS_peak_9639_lociStitched	chr19	1258408	1277214	4	10374	25151.1444	17	1	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	17	1
1_MACS_peak_9981_lociStitched	chr19	12899151	12905402	1	6252	24503.2949	18	1	JUNB	BEST2,RNASEH2A,MAST1,HOOK2,PRDX2,RTBDN	JUNB	18	1
3_MACS_peak_6698_lociStitched	chr15	52965899	52976386	3	8491	24227.0674	19	1	KIAA1370		KIAA1370	19	1
18_MACS_peak_1010_lociStitched	chr1	118147754	118181616	18	22667	24224.8748	20	1	FAM46C		FAM46C	20	1
11_MACS_peak_3134_lociStitched	chr10	125822051	125855161	11	21825	24037.86	21	1	CHST15		CHST15	21	1
17_MACS_peak_6329_lociStitched	chr14	106025049	106057587	17	17427	23938.2066	22	1		TMEM121	TMEM121	22	1
2_MACS_peak_10020_lociStitched	chr19	14113753	14118503	2	4403	23847.375	23	1	RFX1	RLN3,IL27RA,PODNL1	RFX1	23	1
1_MACS_peak_1827_lociStitched	chr1	203254932	203261234	1	6303	23842.9868	24	1		BTG2,LOC730227	LOC730227	24	1
1_MACS_peak_4315_lociStitched	chr12	12866833	12879918	1	13086	23784.6045	25	1	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	25	1
4_MACS_peak_1860_lociStitched	chr1	204474968	204492026	4	10705	23108.4726	26	1	MDM4	PIK3C2B	MDM4	26	1
5_MACS_peak_7096_lociStitched	chr15	89164154	89184145	5	15312	23069.614	27	1	AEN,ISG20	MIR1179,MIR7-2	ISG20	27	1
7_MACS_peak_3540_lociStitched	chr11	62306557	62325559	7	13854	22378.6554	28	1	AHNAK	EEF1G,TUT1,MTA2	AHNAK	28	1
9_MACS_peak_18277_lociStitched	chr6	90049926	90068949	9	15072	22376.7549	29	1	UBE2J1	GABRR2	UBE2J1	29	1
2_MACS_peak_689_lociStitched	chr1	51432401	51449025	2	16601	22221.3008	30	1	CDKN2C	FAF1	CDKN2C	30	1
4_MACS_peak_10092_lociStitched	chr19	16473995	16485584	4	9359	22100.223	31	1	EPS15L1	KLF2	KLF2	31	1
2_MACS_peak_21129_lociStitched	chr9	73026796	73036061	2	6468	21783.868	32	1	KLF9		KLF9	32	1
10_MACS_peak_1384_lociStitched	chr1	156457453	156478911	10	16521	21726.225	33	1	MEF2D		MEF2D	33	1
1_MACS_peak_19764_lociStitched	chr7	129588113	129592974	1	4862	21508.4667	34	1	UBE2H		UBE2H	34	1
1_MACS_peak_5259_lociStitched	chr12	125397695	125406909	1	9215	21325.803	35	1	UBC	SCARB1	UBC	35	1
4_MACS_peak_5213_lociStitched	chr12	123371109	123387062	4	12810	21295.6597	36	1	VPS37B		VPS37B	36	1
11_MACS_peak_6350_lociStitched	chr14	106145511	106177310	11	15223	21022.3189	37	1			TMEM121	37	1
5_MACS_peak_13264_lociStitched	chr21	44835060	44851506	5	11553	20792.6778	38	1	SIK1	C21orf125,C21orf84	SIK1	38	1
3_MACS_peak_19585_lociStitched	chr7	104576578	104586726	3	7524	20732.364	39	1		LOC723809	LOC723809	39	1
3_MACS_peak_14914_lociStitched	chr3	141097475	141111319	3	12873	20491.8888	40	1	ZBTB38		ZBTB38	40	1
7_MACS_peak_14139_lociStitched	chr3	42098892	42123812	7	8403	20354.656	41	1		TRAK1	TRAK1	41	1
2_MACS_peak_16726_lociStitched	chr5	88168010	88186115	2	18058	20237.769	42	1	MEF2C	MEF2C	MEF2C	42	1
7_MACS_peak_17002_lociStitched	chr5	131745732	131767355	7	15547	19519.0821	43	1	C5orf56	SLC22A5,MIR3936	C5orf56	43	1
9_MACS_peak_4205_lociStitched	chr12	4377550	4403292	9	12898	19399.1712	44	1	CCND2	C12orf5	CCND2	44	1
6_MACS_peak_13484_lociStitched	chr22	29183475	29199050	6	11148	19339.4775	45	1	CCDC117,XBP1	HSCB,CHEK2	XBP1	45	1
2_MACS_peak_19777_lociStitched	chr7	130785032	130796350	2	8330	19333.4076	46	1	MKLN1,FLJ43663		FLJ43663	46	1
7_MACS_peak_13410_lociStitched	chr22	23269064	23286133	7	13353	19231.6423	47	1		IGLL5	IGLL5	47	1
1_MACS_peak_2238_lociStitched	chr10	3824324	3828717	1	4394	19030.9153	48	1	KLF6		KLF6	48	1
14_MACS_peak_17614_lociStitched	chr6	7884591	7912141	14	15629	18808.385	49	1	MUTED-TXNDC5,TXNDC5		TXNDC5	49	1
1_MACS_peak_10155_lociStitched	chr19	18389498	18393877	1	4380	18692.6373	50	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	JUND	50	1
1_MACS_peak_9997_lociStitched	chr19	13260573	13267484	1	6912	18690.1084	51	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	51	1
4_MACS_peak_12157_lociStitched	chr2	201980399	201994576	4	13404	18688.1214	52	1	CFLAR	NDUFB3,FAM126B	CFLAR	52	1
6_MACS_peak_5520_lociStitched	chr13	83031350	83052216	6	18972	18278.616	53	1				53	1
3_MACS_peak_10589_lociStitched	chr19	47610342	47617768	3	6949	18152.857	54	1	ZC3H4	SAE1	ZC3H4	54	1
4_MACS_peak_7177_lociStitched	chr15	93439539	93451565	4	8853	18043.8104	55	1	LOC100507217,CHD2,MIR3175		CHD2	55	1
5_MACS_peak_9615_lociStitched	chr19	1016635	1029157	5	7933	17910.2166	56	1	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	56	1
2_MACS_peak_18961_lociStitched	chr7	26003287	26011332	2	6911	17730.3755	57	1		MIR148A	MIR148A	57	1
5_MACS_peak_21202_lociStitched	chr9	91924856	91934948	5	7065	17635.77	58	1	CKS2,MIR3153,SECISBP2		MIR3153	58	1
2_MACS_peak_8262_lociStitched	chr17	7737179	7748758	2	7884	17492.3953	59	1	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	59	1
2_MACS_peak_6512_lociStitched	chr15	40225479	40233621	2	5763	17435.2788	60	1	EIF2AK4	GPR176	EIF2AK4	60	1
1_MACS_peak_6901_lociStitched	chr15	72765095	72768514	1	3420	17407.4966	61	1	ARIH1		ARIH1	61	1
1_MACS_peak_10547_lociStitched	chr19	45970266	45973865	1	3600	17373.8126	62	1	FOSB	PPM1N,VASP,ERCC1,RTN2	FOSB	62	1
3_MACS_peak_6611_lociStitched	chr15	45001774	45012281	3	8293	17327.0937	63	1	B2M	TRIM69,SPG11,PATL2	B2M	63	1
1_MACS_peak_17926_lociStitched	chr6	32935628	32942194	1	6567	17203.5766	64	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	64	1
7_MACS_peak_17539_lociStitched	chr6	312109	338144	7	14798	17136.237	65	1	DUSP22		DUSP22	65	1
17_MACS_peak_7429_lociStitched	chr16	11771809	11800780	17	18116	17130.5523	66	1	SNN,TXNDC11		SNN	66	1
5_MACS_peak_8274_lociStitched	chr17	8053901	8067028	5	8456	16937.7681	67	1	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	67	1
2_MACS_peak_6960_lociStitched	chr15	75742348	75748869	2	6471	16834.6136	68	1	SIN3A		SIN3A	68	1
2_MACS_peak_17536_lociStitched	chr6	290246	300512	2	9593	16740.7662	69	1	DUSP22		DUSP22	69	1
6_MACS_peak_13851_lociStitched	chr22	50963251	50978811	6	9905	16706.772	70	1	SCO2,TYMP,ODF3B	ADM2,MIOX,NCAPH2,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	70	1
2_MACS_peak_6614_lociStitched	chr15	45016727	45023514	2	6222	16667.5146	71	1		B2M,TRIM69,PATL2	TRIM69	71	1
1_MACS_peak_2205_lociStitched	chr1	245132324	245135513	1	3190	16576.422	72	1	EFCAB2		EFCAB2	72	1
4_MACS_peak_15029_lociStitched	chr3	156869729	156879477	4	5972	16550.1544	73	1	CCNL1	LOC339894	CCNL1	73	1
7_MACS_peak_5179_lociStitched	chr12	122227422	122244717	7	10152	16501.1595	74	1	SETD1B,RHOF,LOC338799		RHOF	74	1
8_MACS_peak_18360_lociStitched	chr6	106531895	106555020	8	16819	16485.8125	75	1	PRDM1		PRDM1	75	1
4_MACS_peak_18387_lociStitched	chr6	108878486	108888238	4	9604	16458.4504	76	1	FOXO3		FOXO3	76	1
5_MACS_peak_1828_lociStitched	chr1	203267820	203280747	5	9868	16245.3609	77	1	BTG2,LOC730227	FMOD	LOC730227	77	1
4_MACS_peak_10615_lociStitched	chr19	48824068	48837690	4	8208	16240.1484	78	1	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	78	1
5_MACS_peak_6181_lociStitched	chr14	91829876	91844155	5	13494	16230.9393	79	1	CCDC88C		CCDC88C	79	1
7_MACS_peak_15675_lociStitched	chr4	64472102	64491954	7	14538	16155.5576	80	1			TECRL	80	1
7_MACS_peak_21361_lociStitched	chr9	112904580	112924867	7	16517	15947.6107	81	1	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	81	1
1_MACS_peak_10077_lociStitched	chr19	16186231	16191677	1	5447	15934.4514	82	1	TPM4	FLJ25328,RAB8A	TPM4	82	1
2_MACS_peak_6419_lociStitched	chr15	31616415	31622089	2	5665	15829.3252	83	1	KLF13		KLF13	83	1
1_MACS_peak_16633_lociStitched	chr5	75696609	75702358	1	5750	15792.503	84	1	IQGAP2		IQGAP2	84	1
1_MACS_peak_19637_lociStitched	chr7	106807612	106811218	1	3607	15770.841	85	1	HBP1		HBP1	85	1
3_MACS_peak_10638_lociStitched	chr19	49375200	49384384	3	5482	15716.5792	86	1	PPP1R15A,TULP2	NUCB1,HSD17B14,PLEKHA4	PPP1R15A	86	1
3_MACS_peak_11358_lociStitched	chr2	70310844	70316483	3	5469	15541.084	87	1	PCBP1,LOC400960	LOC100133985	LOC400960	87	1
7_MACS_peak_6926_lociStitched	chr15	75068966	75086003	7	13290	15527.5218	88	1	CSK	CYP1A2,LMAN1L,CPLX3,ULK3	CSK	88	1
2_MACS_peak_7175_lociStitched	chr15	93424921	93432231	2	5279	15508.896	89	1	LOC100507217	CHD2,MIR3175	LOC100507217	89	1
1_MACS_peak_1204_lociStitched	chr1	150581267	150587040	1	5774	15372.3444	90	1		MCL1,ENSA	ENSA	90	1
3_MACS_peak_2506_lociStitched	chr10	43899842	43905436	3	5211	15257.0756	91	1	HNRNPF	FXYD4,ZNF487P,HNRNPF	HNRNPF	91	1
3_MACS_peak_10367_lociStitched	chr19	39338998	39348476	3	5798	15248.2064	92	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	92	1
6_MACS_peak_14568_lociStitched	chr3	98240440	98259885	6	12618	15159.322	93	1	GPR15,CLDND1	OR5K2	GPR15	93	1
2_MACS_peak_2952_lociStitched	chr10	104153325	104159758	2	3733	15114.3335	94	1	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	94	1
3_MACS_peak_15071_lociStitched	chr3	165975994	165990654	3	13870	15080.742	95	1			BCHE	95	1
1_MACS_peak_1833_lociStitched	chr1	203289113	203297882	1	8770	15078.2955	96	1		BTG2,LOC730227,FMOD	BTG2	96	1
2_MACS_peak_10683_lociStitched	chr19	50315897	50322514	2	4278	15054.9984	97	1	MED25,FUZ	AP2A1,PTOV1,TSKS,PNKP	MED25	97	1
1_MACS_peak_22117_lociStitched	chrX	106953504	106961470	1	7967	15043.791	98	1	TSC22D3		TSC22D3	98	1
2_MACS_peak_17174_lociStitched	chr5	142774832	142785694	2	10320	14979.7842	99	1	NR3C1		NR3C1	99	1
2_MACS_peak_1740_lociStitched	chr1	189119190	189135056	2	12576	14958.4648	100	1				100	1
5_MACS_peak_9835_lociStitched	chr19	7400917	7416284	5	9554	14922.8937	101	1		ARHGEF18	ARHGEF18	101	1
3_MACS_peak_17880_lociStitched	chr6	31694903	31708733	3	9748	14872.782	102	1	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	102	1
13_MACS_peak_9130_lociStitched	chr17	75435659	75463673	13	13814	14858.6256	103	1	SEPT9	SEPT9,MIR4316	SEPT9	103	1
2_MACS_peak_2959_lociStitched	chr10	104401324	104412577	2	7477	14799.9456	104	1	TRIM8		TRIM8	104	1
5_MACS_peak_9115_lociStitched	chr17	75135751	75148616	5	11570	14758.728	105	1	SEC14L1	SEC14L1	SEC14L1	105	1
10_MACS_peak_10928_lociStitched	chr2	20405379	20425810	10	18808	14683.7597	106	1	SDC1		SDC1	106	1
7_MACS_peak_7558_lociStitched	chr16	22200449	22218685	7	9402	14650.8024	107	1	EEF2K		EEF2K	107	1
1_MACS_peak_9969_lociStitched	chr19	12720889	12725691	1	4803	14588.9562	108	1	ZNF791,ZNF490		ZNF791	108	1
4_MACS_peak_19376_lociStitched	chr7	83930853	83947113	4	11126	14544.57	109	1			SEMA3A	109	1
3_MACS_peak_9987_lociStitched	chr19	13043486	13057687	3	8240	14529.0431	110	1	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	110	1
1_MACS_peak_1184_lociStitched	chr1	149855942	149860806	1	4865	14473.8048	111	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2BE	111	1
2_MACS_peak_8103_lociStitched	chr16	89553539	89558169	2	4589	14445.6	112	1	ANKRD11	SPG7	ANKRD11	112	1
1_MACS_peak_10668_lociStitched	chr19	49998838	50005526	1	6689	14438.7232	113	1	RPS11,SNORD35B,MIR150	ALDH16A1,FLT3LG,RPL13AP5,SNORD32A,SNORD33,SNORD34,SNORD35A,FCGRT,RCN3,PIH1D1	SNORD35B	113	1
5_MACS_peak_16764_lociStitched	chr5	95143519	95160523	5	13705	14434.6956	114	1	GLRX	C5orf27	GLRX	114	1
1_MACS_peak_18969_lociStitched	chr7	26236590	26242731	1	6142	14406.1719	115	1	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	115	1
2_MACS_peak_21653_lociStitched	chr9	134543821	134554987	2	8023	14362.8258	116	1	RAPGEF1		RAPGEF1	116	1
2_MACS_peak_9924_lociStitched	chr19	11199353	11207793	2	7576	14277.948	117	1	LDLR		LDLR	117	1
4_MACS_peak_17015_lociStitched	chr5	131822652	131834189	4	7661	14160.5138	118	1	IRF1	IL5	IRF1	118	1
2_MACS_peak_2359_lociStitched	chr10	17268751	17274841	2	5551	14139.153	119	1	VIM	TRDMT1	VIM	119	1
8_MACS_peak_1353_lociStitched	chr1	155936304	155954211	8	11287	14123.2509	120	1	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	120	1
3_MACS_peak_11532_lociStitched	chr2	97191558	97205376	3	8038	14095.7418	121	1	ARID5A	NEURL3	ARID5A	121	1
1_MACS_peak_10434_lociStitched	chr19	41801889	41806736	1	4848	13946.7578	122	1	HNRNPUL1	CCDC97	CCDC97	122	1
5_MACS_peak_10304_lociStitched	chr19	36230832	36240037	5	6075	13931.7675	123	1	PSENEN,LIN37,TMEM149,U2AF1L4	ZBTB32,MLL4,C19orf55,ARHGAP33,HSPB6	U2AF1L4	123	1
3_MACS_peak_17423_lociStitched	chr5	173310686	173324320	3	12701	13894.4094	124	1	CPEB4		CPEB4	124	1
8_MACS_peak_14389_lociStitched	chr3	53194388	53215253	8	12388	13772.9865	125	1	PRKCD	RFT1	PRKCD	125	1
3_MACS_peak_18880_lociStitched	chr7	14019379	14031640	3	9808	13744.581	126	1	ETV1		ETV1	126	1
2_MACS_peak_3009_lociStitched	chr10	112114499	112122204	2	4998	13670.211	127	1		SMNDC1	SMNDC1	127	1
15_MACS_peak_4125_lociStitched	chr11	128585803	128609725	15	13979	13669.0308	128	1	FLI1		FLI1	128	1
1_MACS_peak_10737_lociStitched	chr19	54692581	54696040	1	3460	13668.2385	129	1	TSEN34,MBOAT7	RPS9,LENG1,TMC4,LILRB3	TSEN34	129	1
1_MACS_peak_20700_lociStitched	chr8	126441261	126448974	1	7714	13639.6692	130	1	TRIB1		TRIB1	130	1
7_MACS_peak_15118_lociStitched	chr3	171811888	171825974	7	10186	13581.7212	131	1	FNDC3B		FNDC3B	131	1
3_MACS_peak_9713_lociStitched	chr19	2616546	2628621	3	8181	13498.6425	132	1	GNG7		GNG7	132	1
1_MACS_peak_19511_lociStitched	chr7	100025877	100028497	1	2621	13489.594	133	1	MEPCE,ZCWPW1	C7orf47,C7orf61,TSC22D4	MEPCE	133	1
5_MACS_peak_15821_lociStitched	chr4	90211665	90229251	5	14962	13477.9104	134	1	GPRIN3		GPRIN3	134	1
14_MACS_peak_3973_lociStitched	chr11	111229490	111250585	14	14297	13462.829	135	1	POU2AF1		POU2AF1	135	1
9_MACS_peak_20689_lociStitched	chr8	126285814	126308015	9	9418	13362.7819	136	1	NSMCE2		TRIB1	136	1
4_MACS_peak_8042_lociStitched	chr16	87416370	87427335	4	6253	13309.317	137	1	MAP1LC3B,FBXO31		FBXO31	137	1
1_MACS_peak_1936_lociStitched	chr1	207993615	208000465	1	6851	13293.11	138	1	LOC148696	MIR29C,MIR29B2	LOC148696	138	1
1_MACS_peak_16493_lociStitched	chr5	55883567	55886778	1	3212	13255.3291	139	1			MAP3K1	139	1
3_MACS_peak_9675_lociStitched	chr19	2049232	2062533	3	5519	13190.6017	140	1	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	140	1
1_MACS_peak_11870_lociStitched	chr2	157188187	157192239	1	4053	13151.5764	141	1	NR4A2		NR4A2	141	1
3_MACS_peak_10078_lociStitched	chr19	16221513	16231582	3	8106	13073.5896	142	1	RAB8A	TPM4,HSH2D	RAB8A	142	1
10_MACS_peak_11969_lociStitched	chr2	173411027	173430373	10	9601	13037.2694	143	1	PDK1		PDK1	143	1
4_MACS_peak_2386_lociStitched	chr10	22604730	22615431	4	8065	13029.5376	144	1	COMMD3,BMI1	SPAG6	BMI1	144	1
1_MACS_peak_9657_lociStitched	chr19	1648122	1653769	1	5648	13027.0643	145	1	TCF3	UQCR11	TCF3	145	1
3_MACS_peak_17729_lociStitched	chr6	26020260	26034657	3	7615	12978.8955	146	1	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	146	1
3_MACS_peak_19847_lociStitched	chr7	139466672	139478450	3	10659	12927.5328	147	1	TBXAS1,HIPK2		HIPK2	147	1
7_MACS_peak_2702_lociStitched	chr10	74006749	74024121	7	9879	12850.0684	148	1		ANAPC16,DDIT4,ASCC1	DDIT4	148	1
2_MACS_peak_19179_lociStitched	chr7	50343636	50358283	2	12122	12810.2662	149	1	IKZF1		IKZF1	149	1
6_MACS_peak_16720_lociStitched	chr5	88113351	88132893	6	12764	12788.2848	150	1	MEF2C		MEF2C	150	1
5_MACS_peak_14496_lociStitched	chr3	69128705	69147100	5	10877	12780.846	151	1	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	151	1
1_MACS_peak_10688_lociStitched	chr19	50378960	50381784	1	2825	12770.6928	152	1	TBC1D17,AKT1S1	PTOV1,PNKP,IL4I1	AKT1S1	152	1
5_MACS_peak_10904_lociStitched	chr2	11886666	11896163	5	8988	12769.6662	153	1	LPIN1		LPIN1	153	1
12_MACS_peak_20133_lociStitched	chr8	27232901	27254983	12	12733	12670.6516	154	1	PTK2B		PTK2B	154	1
2_MACS_peak_15043_lociStitched	chr3	160116413	160124193	2	7710	12544.472	155	1	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	155	1
1_MACS_peak_13932_lociStitched	chr3	13050373	13058918	1	8546	12482.536	156	1	IQSEC1	IQSEC1	IQSEC1	156	1
3_MACS_peak_14837_lociStitched	chr3	129023724	129036773	3	7860	12468.3195	157	1	C3orf37,C3orf47,H1FX		C3orf47	157	1
1_MACS_peak_3020_lociStitched	chr10	112256317	112264804	1	8488	12404.5992	158	1	DUSP5		DUSP5	158	1
4_MACS_peak_9635_lociStitched	chr19	1239952	1250257	4	5997	12387.6405	159	1	ATP5D,MIDN	STK11,CIRBP,C19orf24,EFNA2,C19orf26,C19orf23	ATP5D	159	1
6_MACS_peak_12434_lociStitched	chr2	238596495	238612896	6	11040	12381.1149	160	1	LRRFIP1		LRRFIP1	160	1
3_MACS_peak_2070_lociStitched	chr1	226308964	226321570	3	5900	12331.1892	161	1			ACBD3	161	1
1_MACS_peak_5984_lociStitched	chr14	69258506	69263336	1	4831	12245.499	162	1	ZFP36L1,C14orf181		ZFP36L1	162	1
1_MACS_peak_6387_lociStitched	chr15	27867328	27871059	1	3732	12222.0098	163	1			OCA2	163	1
3_MACS_peak_9057_lociStitched	chr17	73774700	73782418	3	5061	12190.581	164	1	UNK,H3F3B	GALK1	UNK	164	1
3_MACS_peak_17511_lociStitched	chr5	180229003	180239088	3	6729	12134.272	165	1	MGAT1	LOC729678,ZFP62	MGAT1	165	1
3_MACS_peak_14979_lociStitched	chr3	150477760	150484648	3	6071	12133.9008	166	1	SIAH2		SIAH2	166	1
2_MACS_peak_12388_lociStitched	chr2	232570620	232576196	2	5434	12098.2472	167	1	PTMA	MIR1244-1	PTMA	167	1
2_MACS_peak_9628_lociStitched	chr19	1130290	1137286	2	5910	12044.3136	168	1	SBNO2	GPX4,POLR2E	SBNO2	168	1
1_MACS_peak_10106_lociStitched	chr19	16693161	16700537	1	7377	12015.504	169	1	MED26	CHERP,SLC35E1	SLC35E1	169	1
1_MACS_peak_2204_lociStitched	chr1	245025221	245029084	1	3864	12010.067	170	1	HNRNPU	FAM36A,NCRNA00201	HNRNPU	170	1
3_MACS_peak_6798_lociStitched	chr15	65183426	65190091	3	6555	12000.3325	171	1		PLEKHO2,ANKDD1A	ANKDD1A	171	1
2_MACS_peak_13888_lociStitched	chr3	5222945	5232358	2	7098	11962.9817	172	1	EDEM1		EDEM1	172	1
9_MACS_peak_11278_lociStitched	chr2	64870048	64885693	9	10716	11957.4735	173	1	SERTAD2	LOC339807	SERTAD2	173	1
2_MACS_peak_17358_lociStitched	chr5	162929709	162937035	2	7282	11924.5302	174	1	MAT2B	HMMR,NUDCD2	MAT2B	174	1
2_MACS_peak_11109_lociStitched	chr2	43445425	43455276	2	9694	11923.6504	175	1	LOC100129726,ZFP36L2		ZFP36L2	175	1
5_MACS_peak_1402_lociStitched	chr1	156709533	156722454	5	9592	11896.3647	176	1	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	176	1
4_MACS_peak_9754_lociStitched	chr19	4058066	4067515	4	8007	11892.5114	177	1	ZBTB7A		ZBTB7A	177	1
4_MACS_peak_17204_lociStitched	chr5	148204979	148215621	4	10466	11828.583	178	1	ADRB2		ADRB2	178	1
1_MACS_peak_11871_lociStitched	chr2	157196679	157200068	1	3390	11801.1758	179	1		NR4A2	NR4A2	179	1
1_MACS_peak_18067_lociStitched	chr6	42749015	42752392	1	3378	11776.9498	180	1		KIAA0240,TBCC	TBCC	180	1
3_MACS_peak_9693_lociStitched	chr19	2266333	2274128	3	6377	11771.2295	181	1	OAZ1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,JSRP1,C19orf35,LINGO3	OAZ1	181	1
5_MACS_peak_16859_lociStitched	chr5	109024063	109033875	5	8705	11768.5128	182	1	MAN2A1		MAN2A1	182	1
4_MACS_peak_14973_lociStitched	chr3	150314971	150325951	4	10068	11768.364	183	1	SELT		SELT	183	1
1_MACS_peak_8806_lociStitched	chr17	48942070	48945986	1	3917	11662.6312	184	1		WFIKKN2,TOB1	TOB1	184	1
6_MACS_peak_11496_lociStitched	chr2	87806600	87821529	6	9789	11656.5632	185	1	NCRNA00152		NCRNA00152	185	1
1_MACS_peak_17078_lociStitched	chr5	137877557	137880514	1	2958	11651.4671	186	1	ETF1	SNORD63,HSPA9	ETF1	186	1
11_MACS_peak_7450_lociStitched	chr16	11821403	11837575	11	10404	11577.5348	187	1	TXNDC11		TXNDC11	187	1
9_MACS_peak_17108_lociStitched	chr5	139037543	139055316	9	9415	11545.3408	188	1	CXXC5		CXXC5	188	1
3_MACS_peak_17742_lociStitched	chr6	26194858	26206822	3	8544	11505.7788	189	1	HIST1H2BF,HIST1H4E,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H4D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H2BF	189	1
3_MACS_peak_21234_lociStitched	chr9	94181626	94192340	3	5914	11465.0514	190	1	NFIL3		NFIL3	190	1
4_MACS_peak_14435_lociStitched	chr3	56948020	56958592	4	7903	11446.3044	191	1	ARHGEF3		ARHGEF3	191	1
