GENE_ID	locusLine	bin_1_KMS-12-BM.jin.bam
2_MACS_peak_83_lociStitched	chr1(.):2125468-2127236	1.5709
2_MACS_peak_85_lociStitched	chr1(.):2158127-2159123	3.1095
1_MACS_peak_87_lociStitched	chr1(.):2185853-2188539	5.1526
1_MACS_peak_88_lociStitched	chr1(.):2230865-2233820	4.4875
2_MACS_peak_89_lociStitched	chr1(.):2322456-2324073	1.5558
2_MACS_peak_91_lociStitched	chr1(.):2343200-2346066	3.2804
1_MACS_peak_93_lociStitched	chr1(.):2347412-2347779	0.9963
1_MACS_peak_94_lociStitched	chr1(.):2427032-2428442	1.486
1_MACS_peak_95_lociStitched	chr1(.):2431610-2432024	1.0951
2_MACS_peak_96_lociStitched	chr1(.):2454090-2458568	2.5736
2_MACS_peak_98_lociStitched	chr1(.):2459775-2462568	2.0472
1_MACS_peak_100_lociStitched	chr1(.):2472334-2472870	1.0414
1_MACS_peak_101_lociStitched	chr1(.):2477711-2481359	6.42
1_MACS_peak_102_lociStitched	chr1(.):2486517-2488826	3.1188
1_MACS_peak_103_lociStitched	chr1(.):2508268-2510719	4.0987
1_MACS_peak_104_lociStitched	chr1(.):2515334-2519003	4.7334
1_MACS_peak_105_lociStitched	chr1(.):2573533-2574796	3.1253
1_MACS_peak_106_lociStitched	chr1(.):3514544-3515206	1.3052
2_MACS_peak_107_lociStitched	chr1(.):3540474-3542597	1.9554
1_MACS_peak_109_lociStitched	chr1(.):3566149-3566617	1.2098
1_MACS_peak_110_lociStitched	chr1(.):3573629-3574073	0.8636
1_MACS_peak_111_lociStitched	chr1(.):3582273-3583844	1.2224
2_MACS_peak_112_lociStitched	chr1(.):3589472-3591374	1.3914
2_MACS_peak_114_lociStitched	chr1(.):3592314-3594307	1.5362
1_MACS_peak_116_lociStitched	chr1(.):3688328-3689050	1.1682
1_MACS_peak_117_lociStitched	chr1(.):3712079-3713556	1.5328
1_MACS_peak_118_lociStitched	chr1(.):3773192-3773816	1.4448
1_MACS_peak_119_lociStitched	chr1(.):3815895-3818128	5.4202
1_MACS_peak_120_lociStitched	chr1(.):4035764-4038536	4.0041
1_MACS_peak_121_lociStitched	chr1(.):4067879-4068594	1.5668
2_MACS_peak_122_lociStitched	chr1(.):4326882-4329302	2.2042
1_MACS_peak_124_lociStitched	chr1(.):4369631-4371246	1.69
2_MACS_peak_125_lociStitched	chr1(.):6051850-6055051	2.7825
2_MACS_peak_127_lociStitched	chr1(.):6085490-6086917	1.4882
1_MACS_peak_129_lociStitched	chr1(.):6187240-6187918	1.7833
1_MACS_peak_130_lociStitched	chr1(.):6214377-6215029	1.1572
2_MACS_peak_131_lociStitched	chr1(.):6230636-6231562	0.8773
1_MACS_peak_133_lociStitched	chr1(.):6258566-6260557	3.9771
1_MACS_peak_134_lociStitched	chr1(.):6265551-6266692	2.5448
2_MACS_peak_135_lociStitched	chr1(.):6295129-6296767	2.3934
2_MACS_peak_137_lociStitched	chr1(.):6452473-6454650	2.7885
1_MACS_peak_139_lociStitched	chr1(.):6506710-6508727	3.8378
1_MACS_peak_140_lociStitched	chr1(.):6519470-6521588	3.1766
2_MACS_peak_141_lociStitched	chr1(.):6525200-6526677	1.6877
1_MACS_peak_143_lociStitched	chr1(.):6545036-6545769	1.4492
1_MACS_peak_144_lociStitched	chr1(.):6550039-6551567	2.1141
1_MACS_peak_145_lociStitched	chr1(.):6613803-6615928	2.3738
2_MACS_peak_146_lociStitched	chr1(.):6621439-6622787	0.8955
2_MACS_peak_148_lociStitched	chr1(.):6639437-6641030	2.7716
2_MACS_peak_150_lociStitched	chr1(.):6647232-6648751	1.2438
2_MACS_peak_152_lociStitched	chr1(.):6660564-6664631	3.484
2_MACS_peak_154_lociStitched	chr1(.):6672371-6674665	2.0464
1_MACS_peak_156_lociStitched	chr1(.):6684909-6685876	1.2493
2_MACS_peak_157_lociStitched	chr1(.):6760761-6762564	3.3466
3_MACS_peak_159_lociStitched	chr1(.):6843403-6846651	2.9388
1_MACS_peak_162_lociStitched	chr1(.):7830790-7832260	2.0732
1_MACS_peak_163_lociStitched	chr1(.):7843333-7843844	0.9059
1_MACS_peak_164_lociStitched	chr1(.):7972708-7972989	0.9736
1_MACS_peak_165_lociStitched	chr1(.):8013906-8014758	1.4762
1_MACS_peak_166_lociStitched	chr1(.):8020821-8022926	3.8351
2_MACS_peak_167_lociStitched	chr1(.):8483216-8484867	1.1783
1_MACS_peak_169_lociStitched	chr1(.):8585192-8586453	2.3211
1_MACS_peak_170_lociStitched	chr1(.):8663168-8664354	1.3642
1_MACS_peak_171_lociStitched	chr1(.):8702812-8703463	1.0581
2_MACS_peak_172_lociStitched	chr1(.):8760381-8763505	2.1605
3_MACS_peak_174_lociStitched	chr1(.):8771965-8773922	1.3193
2_MACS_peak_177_lociStitched	chr1(.):8876472-8878233	3.1462
1_MACS_peak_179_lociStitched	chr1(.):8937043-8940051	6.4997
1_MACS_peak_180_lociStitched	chr1(.):9067962-9068443	1.3231
1_MACS_peak_181_lociStitched	chr1(.):9129329-9130298	1.3732
4_MACS_peak_182_lociStitched	chr1(.):9134853-9141514	1.9681
1_MACS_peak_186_lociStitched	chr1(.):9222523-9224069	2.197
2_MACS_peak_187_lociStitched	chr1(.):9294819-9295547	1.265
1_MACS_peak_189_lociStitched	chr1(.):9489073-9489673	1.438
1_MACS_peak_190_lociStitched	chr1(.):9555459-9555872	1.2599
2_MACS_peak_191_lociStitched	chr1(.):9560830-9562088	1.3441
2_MACS_peak_193_lociStitched	chr1(.):9566035-9567826	1.3513
2_MACS_peak_195_lociStitched	chr1(.):9575530-9576855	1.2894
1_MACS_peak_197_lociStitched	chr1(.):9597782-9600676	2.4008
2_MACS_peak_198_lociStitched	chr1(.):9648872-9650080	1.9781
2_MACS_peak_200_lociStitched	chr1(.):9685761-9687174	1.3288
1_MACS_peak_202_lociStitched	chr1(.):9689533-9690342	1.4518
3_MACS_peak_203_lociStitched	chr1(.):9711711-9713429	1.5782
2_MACS_peak_206_lociStitched	chr1(.):9714130-9715330	0.9286
1_MACS_peak_208_lociStitched	chr1(.):9746935-9749527	3.22
2_MACS_peak_209_lociStitched	chr1(.):9775163-9779477	5.8798
2_MACS_peak_211_lociStitched	chr1(.):9846707-9848589	1.6911
1_MACS_peak_213_lociStitched	chr1(.):9882972-9883897	1.5904
1_MACS_peak_214_lociStitched	chr1(.):9969614-9970125	2.8138
1_MACS_peak_215_lociStitched	chr1(.):9970695-9971593	2.4255
1_MACS_peak_216_lociStitched	chr1(.):10002519-10004125	3.7729
1_MACS_peak_217_lociStitched	chr1(.):10010550-10011191	1.2561
1_MACS_peak_218_lociStitched	chr1(.):10092900-10094067	5.6603
2_MACS_peak_219_lociStitched	chr1(.):10228965-10231818	1.7363
2_MACS_peak_221_lociStitched	chr1(.):10249333-10250744	1.2602
1_MACS_peak_223_lociStitched	chr1(.):10269747-10271727	2.0873
1_MACS_peak_224_lociStitched	chr1(.):10458908-10460010	2.7933
1_MACS_peak_225_lociStitched	chr1(.):10489738-10491415	3.5225
2_MACS_peak_226_lociStitched	chr1(.):10531634-10533557	2.4745
1_MACS_peak_228_lociStitched	chr1(.):10534395-10535700	1.9125
1_MACS_peak_229_lociStitched	chr1(.):10571424-10572064	1.5032
1_MACS_peak_230_lociStitched	chr1(.):11072231-11073573	5.6747
2_MACS_peak_231_lociStitched	chr1(.):11118696-11122047	2.3168
1_MACS_peak_233_lociStitched	chr1(.):11159162-11160510	4.2725
1_MACS_peak_234_lociStitched	chr1(.):11321992-11323189	3.2115
1_MACS_peak_235_lociStitched	chr1(.):11333218-11335157	3.8047
1_MACS_peak_236_lociStitched	chr1(.):11340632-11341003	0.9358
1_MACS_peak_237_lociStitched	chr1(.):11538946-11539349	2.6762
2_MACS_peak_238_lociStitched	chr1(.):11623166-11624653	1.7161
2_MACS_peak_240_lociStitched	chr1(.):11627844-11630305	1.6517
1_MACS_peak_242_lociStitched	chr1(.):11639707-11640765	1.5418
1_MACS_peak_243_lociStitched	chr1(.):11710047-11710530	0.9551
1_MACS_peak_244_lociStitched	chr1(.):11724679-11725102	1.0389
1_MACS_peak_245_lociStitched	chr1(.):11740341-11741693	2.6111
1_MACS_peak_246_lociStitched	chr1(.):11779206-11780060	1.8342
1_MACS_peak_247_lociStitched	chr1(.):11796173-11796916	1.2294
1_MACS_peak_248_lociStitched	chr1(.):11862014-11864082	2.409
1_MACS_peak_249_lociStitched	chr1(.):11864870-11867061	3.496
3_MACS_peak_250_lociStitched	chr1(.):11967845-11970393	2.189
1_MACS_peak_253_lociStitched	chr1(.):11986496-11987318	2.2236
2_MACS_peak_254_lociStitched	chr1(.):11993983-11995274	2.2223
1_MACS_peak_256_lociStitched	chr1(.):12040221-12041370	5.6234
2_MACS_peak_257_lociStitched	chr1(.):12079037-12080291	1.6104
1_MACS_peak_259_lociStitched	chr1(.):12098970-12102157	1.9221
2_MACS_peak_260_lociStitched	chr1(.):12106409-12108466	2.0611
1_MACS_peak_262_lociStitched	chr1(.):12111234-12113161	2.246
1_MACS_peak_263_lociStitched	chr1(.):12120095-12120555	1.002
1_MACS_peak_264_lociStitched	chr1(.):12123183-12124476	2.8068
1_MACS_peak_265_lociStitched	chr1(.):12208152-12208713	1.0847
2_MACS_peak_266_lociStitched	chr1(.):12210102-12213960	2.2092
2_MACS_peak_268_lociStitched	chr1(.):12217639-12219756	2.2771
3_MACS_peak_270_lociStitched	chr1(.):12220456-12223472	2.1445
1_MACS_peak_273_lociStitched	chr1(.):12226764-12227858	1.3204
1_MACS_peak_274_lociStitched	chr1(.):12290084-12290918	1.2292
1_MACS_peak_275_lociStitched	chr1(.):12495224-12495673	1.0444
9_MACS_peak_276_lociStitched	chr1(.):13813235-13829457	2.394
3_MACS_peak_285_lociStitched	chr1(.):13829971-13832948	1.435
3_MACS_peak_288_lociStitched	chr1(.):13835241-13837733	1.1557
2_MACS_peak_291_lociStitched	chr1(.):13839344-13840893	1.0691
2_MACS_peak_293_lociStitched	chr1(.):13847935-13849143	1.2056
4_MACS_peak_295_lociStitched	chr1(.):13854260-13858315	1.9666
1_MACS_peak_299_lociStitched	chr1(.):14025914-14027939	3.7711
1_MACS_peak_300_lociStitched	chr1(.):14055368-14058785	4.3626
2_MACS_peak_301_lociStitched	chr1(.):14074973-14076803	3.0594
1_MACS_peak_303_lociStitched	chr1(.):15159817-15160216	1.0475
3_MACS_peak_304_lociStitched	chr1(.):15161683-15164860	2.1198
1_MACS_peak_307_lociStitched	chr1(.):15207620-15209304	1.745
1_MACS_peak_308_lociStitched	chr1(.):15239978-15240514	0.9544
1_MACS_peak_309_lociStitched	chr1(.):15275755-15277843	2.1332
1_MACS_peak_310_lociStitched	chr1(.):15483528-15483966	1.0737
2_MACS_peak_311_lociStitched	chr1(.):15501906-15503391	1.4581
2_MACS_peak_313_lociStitched	chr1(.):15545067-15546548	0.9946
1_MACS_peak_315_lociStitched	chr1(.):15640608-15641506	1.3905
1_MACS_peak_316_lociStitched	chr1(.):15649770-15650180	0.8484
1_MACS_peak_317_lociStitched	chr1(.):15687608-15690290	2.9466
1_MACS_peak_318_lociStitched	chr1(.):15735434-15738103	2.2022
3_MACS_peak_319_lociStitched	chr1(.):15850165-15852502	2.4878
1_MACS_peak_322_lociStitched	chr1(.):15853189-15854157	3.1517
1_MACS_peak_323_lociStitched	chr1(.):15905267-15906496	1.7001
1_MACS_peak_324_lociStitched	chr1(.):15910833-15911965	2.5473
2_MACS_peak_325_lociStitched	chr1(.):15943066-15945268	2.4168
2_MACS_peak_327_lociStitched	chr1(.):16010096-16011798	2.4829
1_MACS_peak_329_lociStitched	chr1(.):16023098-16024258	1.5887
1_MACS_peak_330_lociStitched	chr1(.):16159474-16163440	5.8436
1_MACS_peak_331_lociStitched	chr1(.):16170971-16171489	1.2072
6_MACS_peak_332_lociStitched	chr1(.):16173298-16179646	3.7464
1_MACS_peak_338_lociStitched	chr1(.):16291802-16294064	1.9147
1_MACS_peak_339_lociStitched	chr1(.):16301772-16303248	1.9867
1_MACS_peak_340_lociStitched	chr1(.):16339023-16339594	1.3592
1_MACS_peak_341_lociStitched	chr1(.):16384339-16384946	1.0378
1_MACS_peak_342_lociStitched	chr1(.):16405513-16406623	1.6591
1_MACS_peak_343_lociStitched	chr1(.):16493779-16494642	1.379
1_MACS_peak_344_lociStitched	chr1(.):16532656-16534316	2.6562
2_MACS_peak_345_lociStitched	chr1(.):16563079-16564332	1.1611
1_MACS_peak_347_lociStitched	chr1(.):16677974-16679819	4.062
1_MACS_peak_348_lociStitched	chr1(.):16692822-16694866	4.2547
1_MACS_peak_349_lociStitched	chr1(.):16766634-16768170	4.3976
2_MACS_peak_350_lociStitched	chr1(.):16824636-16826480	1.3099
1_MACS_peak_353_lociStitched	chr1(.):16939369-16940646	2.0918
1_MACS_peak_354_lociStitched	chr1(.):16970006-16972232	6.7132
1_MACS_peak_355_lociStitched	chr1(.):16993149-16994247	10.654
1_MACS_peak_356_lociStitched	chr1(.):17012060-17012903	1.9465
1_MACS_peak_357_lociStitched	chr1(.):17022205-17024147	2.0412
1_MACS_peak_358_lociStitched	chr1(.):17026817-17028849	1.8424
1_MACS_peak_359_lociStitched	chr1(.):17066148-17067245	10.6382
1_MACS_peak_360_lociStitched	chr1(.):17221593-17222659	10.9166
1_MACS_peak_361_lociStitched	chr1(.):17229440-17233373	6.9502
3_MACS_peak_362_lociStitched	chr1(.):17238814-17241844	2.7592
2_MACS_peak_365_lociStitched	chr1(.):17379759-17381245	2.0227
1_MACS_peak_367_lociStitched	chr1(.):17508232-17508769	1.0303
3_MACS_peak_368_lociStitched	chr1(.):17764275-17769364	3.664
1_MACS_peak_371_lociStitched	chr1(.):17778405-17779222	0.998
1_MACS_peak_372_lociStitched	chr1(.):17861602-17864161	2.7388
2_MACS_peak_373_lociStitched	chr1(.):17865696-17867582	1.9901
1_MACS_peak_375_lociStitched	chr1(.):17906157-17909640	3.1485
1_MACS_peak_376_lociStitched	chr1(.):18081709-18082621	1.9117
1_MACS_peak_377_lociStitched	chr1(.):18083122-18083591	1.0262
2_MACS_peak_378_lociStitched	chr1(.):19228490-19229863	2.3483
1_MACS_peak_380_lociStitched	chr1(.):19252577-19255209	3.781
3_MACS_peak_381_lociStitched	chr1(.):19281946-19283911	1.0507
1_MACS_peak_384_lociStitched	chr1(.):19535541-19538058	4.627
1_MACS_peak_385_lociStitched	chr1(.):19577242-19579441	6.707
2_MACS_peak_386_lociStitched	chr1(.):19637849-19639600	3.2508
1_MACS_peak_388_lociStitched	chr1(.):19641556-19642178	1.2664
1_MACS_peak_389_lociStitched	chr1(.):19789927-19790656	1.595
2_MACS_peak_390_lociStitched	chr1(.):19811095-19813219	4.1617
1_MACS_peak_392_lociStitched	chr1(.):19922460-19924810	5.4644
2_MACS_peak_393_lociStitched	chr1(.):19970194-19971769	0.8376
1_MACS_peak_395_lociStitched	chr1(.):20090827-20091329	1.1343
1_MACS_peak_396_lociStitched	chr1(.):20125415-20126846	2.1552
1_MACS_peak_397_lociStitched	chr1(.):20141158-20141778	1.2589
1_MACS_peak_398_lociStitched	chr1(.):20142386-20143009	1.0995
1_MACS_peak_399_lociStitched	chr1(.):20208772-20209651	2.5043
1_MACS_peak_400_lociStitched	chr1(.):20452773-20453496	1.1521
1_MACS_peak_401_lociStitched	chr1(.):20478265-20478978	1.4692
1_MACS_peak_402_lociStitched	chr1(.):20497600-20498244	1.3755
1_MACS_peak_403_lociStitched	chr1(.):20501251-20501742	0.79
1_MACS_peak_404_lociStitched	chr1(.):20833748-20834978	4.2548
2_MACS_peak_405_lociStitched	chr1(.):20838085-20839976	1.1545
1_MACS_peak_407_lociStitched	chr1(.):20914732-20921972	3.7653
1_MACS_peak_408_lociStitched	chr1(.):20959976-20961022	1.4053
2_MACS_peak_409_lociStitched	chr1(.):20987063-20988691	3.1601
3_MACS_peak_411_lociStitched	chr1(.):21057891-21060291	1.6453
1_MACS_peak_414_lociStitched	chr1(.):21112371-21115277	4.4948
1_MACS_peak_415_lociStitched	chr1(.):21348949-21349449	0.8715
4_MACS_peak_416_lociStitched	chr1(.):21502150-21504046	1.9828
2_MACS_peak_420_lociStitched	chr1(.):21615688-21624015	4.5576
1_MACS_peak_422_lociStitched	chr1(.):21660155-21662459	2.3914
1_MACS_peak_423_lociStitched	chr1(.):21670782-21673393	1.8722
1_MACS_peak_424_lociStitched	chr1(.):21724347-21724934	1.1045
1_MACS_peak_425_lociStitched	chr1(.):21754818-21755309	1.4619
2_MACS_peak_426_lociStitched	chr1(.):21766257-21767270	1.6912
1_MACS_peak_428_lociStitched	chr1(.):21995866-21996578	2.0856
4_MACS_peak_429_lociStitched	chr1(.):22098945-22102324	1.5651
1_MACS_peak_433_lociStitched	chr1(.):22103161-22103808	1.3298
4_MACS_peak_434_lociStitched	chr1(.):22104748-22110873	4.9931
1_MACS_peak_438_lociStitched	chr1(.):22116610-22120167	3.4497
1_MACS_peak_439_lociStitched	chr1(.):22124784-22125393	1.0371
1_MACS_peak_440_lociStitched	chr1(.):22125989-22126454	1.3164
1_MACS_peak_441_lociStitched	chr1(.):22140730-22143456	3.1407
1_MACS_peak_442_lociStitched	chr1(.):22178005-22180041	2.2836
1_MACS_peak_443_lociStitched	chr1(.):22190386-22195726	4.5633
2_MACS_peak_444_lociStitched	chr1(.):22239756-22241586	1.0972
2_MACS_peak_446_lociStitched	chr1(.):22263001-22264646	0.9863
1_MACS_peak_448_lociStitched	chr1(.):22283018-22284397	1.4908
1_MACS_peak_449_lociStitched	chr1(.):22349592-22353567	5.6197
1_MACS_peak_450_lociStitched	chr1(.):22365725-22367642	2.7959
1_MACS_peak_451_lociStitched	chr1(.):22378375-22380383	4.2734
1_MACS_peak_452_lociStitched	chr1(.):22419486-22419947	0.9172
2_MACS_peak_453_lociStitched	chr1(.):22444755-22446382	1.1194
2_MACS_peak_455_lociStitched	chr1(.):22500943-22503557	1.7099
1_MACS_peak_457_lociStitched	chr1(.):22777631-22779491	2.546
1_MACS_peak_458_lociStitched	chr1(.):22820986-22821484	1.2992
1_MACS_peak_459_lociStitched	chr1(.):23345349-23346975	3.1129
1_MACS_peak_460_lociStitched	chr1(.):23669665-23672190	5.5671
2_MACS_peak_461_lociStitched	chr1(.):23694255-23696409	3.0649
2_MACS_peak_463_lociStitched	chr1(.):23721191-23723344	1.3865
1_MACS_peak_465_lociStitched	chr1(.):23810248-23811184	1.2445
2_MACS_peak_466_lociStitched	chr1(.):23850802-23852437	1.1026
3_MACS_peak_468_lociStitched	chr1(.):23853789-23858526	3.9262
1_MACS_peak_471_lociStitched	chr1(.):23877084-23877425	1.2014
1_MACS_peak_472_lociStitched	chr1(.):23878388-23878798	1.0965
2_MACS_peak_473_lociStitched	chr1(.):23880141-23882401	4.134
1_MACS_peak_475_lociStitched	chr1(.):23883146-23883778	1.0848
1_MACS_peak_476_lociStitched	chr1(.):23884491-23886524	2.6246
2_MACS_peak_477_lociStitched	chr1(.):23902917-23905890	1.876
1_MACS_peak_479_lociStitched	chr1(.):23907492-23908197	1.289
2_MACS_peak_480_lociStitched	chr1(.):23909546-23910642	1.3763
1_MACS_peak_482_lociStitched	chr1(.):23916615-23920598	2.3917
5_MACS_peak_483_lociStitched	chr1(.):23937054-23948893	3.4276
2_MACS_peak_488_lociStitched	chr1(.):23949704-23951523	1.524
2_MACS_peak_490_lociStitched	chr1(.):23953328-23954363	1.1633
1_MACS_peak_492_lociStitched	chr1(.):24018253-24019364	5.1537
2_MACS_peak_493_lociStitched	chr1(.):24046259-24047447	1.071
1_MACS_peak_495_lociStitched	chr1(.):24055281-24055604	0.876
4_MACS_peak_496_lociStitched	chr1(.):24061020-24065697	1.7885
2_MACS_peak_500_lociStitched	chr1(.):24069092-24071529	3.089
2_MACS_peak_502_lociStitched	chr1(.):24103900-24105639	3.9361
1_MACS_peak_504_lociStitched	chr1(.):24117084-24118263	2.4624
1_MACS_peak_505_lociStitched	chr1(.):24125900-24127902	2.2887
1_MACS_peak_506_lociStitched	chr1(.):24151194-24152601	3.2012
2_MACS_peak_507_lociStitched	chr1(.):24194299-24195670	0.9477
1_MACS_peak_509_lociStitched	chr1(.):24235016-24236254	1.2723
1_MACS_peak_510_lociStitched	chr1(.):24237179-24238026	1.3716
2_MACS_peak_511_lociStitched	chr1(.):24284191-24287249	6.2118
1_MACS_peak_513_lociStitched	chr1(.):24305748-24307996	7.5676
3_MACS_peak_514_lociStitched	chr1(.):24513016-24520282	2.7139
1_MACS_peak_517_lociStitched	chr1(.):24529478-24530033	1.3699
1_MACS_peak_518_lociStitched	chr1(.):24530635-24530988	1.2304
1_MACS_peak_519_lociStitched	chr1(.):24739609-24740467	1.9835
2_MACS_peak_520_lociStitched	chr1(.):24741591-24743199	1.4342
1_MACS_peak_522_lociStitched	chr1(.):24808609-24809104	0.9947
2_MACS_peak_523_lociStitched	chr1(.):24827845-24830409	2.3046
1_MACS_peak_525_lociStitched	chr1(.):24862813-24863343	0.9783
1_MACS_peak_526_lociStitched	chr1(.):24883881-24885362	1.8541
2_MACS_peak_527_lociStitched	chr1(.):24968003-24970961	5.2603
1_MACS_peak_529_lociStitched	chr1(.):25022002-25022629	1.3557
1_MACS_peak_530_lociStitched	chr1(.):25053186-25054758	1.3697
4_MACS_peak_531_lociStitched	chr1(.):25068716-25076898	3.0179
1_MACS_peak_535_lociStitched	chr1(.):25174264-25175460	2.2624
2_MACS_peak_536_lociStitched	chr1(.):25254767-25257721	2.4308
3_MACS_peak_538_lociStitched	chr1(.):25291163-25293254	1.8547
2_MACS_peak_541_lociStitched	chr1(.):25318813-25319893	1.4324
1_MACS_peak_543_lociStitched	chr1(.):25348222-25350031	1.7486
1_MACS_peak_544_lociStitched	chr1(.):25355249-25356130	1.168
2_MACS_peak_545_lociStitched	chr1(.):25357642-25359979	1.8776
2_MACS_peak_547_lociStitched	chr1(.):25466349-25467470	1.1371
1_MACS_peak_549_lociStitched	chr1(.):25558148-25560229	4.8943
2_MACS_peak_550_lociStitched	chr1(.):25562743-25564216	1.4456
1_MACS_peak_552_lociStitched	chr1(.):25565307-25567445	2.7666
1_MACS_peak_553_lociStitched	chr1(.):25572593-25574771	5.2558
1_MACS_peak_554_lociStitched	chr1(.):25593031-25595003	3.3272
1_MACS_peak_555_lociStitched	chr1(.):25663340-25665562	5.6101
2_MACS_peak_556_lociStitched	chr1(.):25756191-25758375	2.7431
1_MACS_peak_558_lociStitched	chr1(.):25833083-25833482	1.0506
1_MACS_peak_559_lociStitched	chr1(.):25870525-25871096	0.9777
3_MACS_peak_560_lociStitched	chr1(.):25874211-25879019	2.6971
3_MACS_peak_563_lociStitched	chr1(.):25887922-25890442	1.622
3_MACS_peak_566_lociStitched	chr1(.):25942540-25944553	1.3492
2_MACS_peak_569_lociStitched	chr1(.):25968308-25970067	1.2322
1_MACS_peak_571_lociStitched	chr1(.):26146040-26147932	2.1748
1_MACS_peak_572_lociStitched	chr1(.):26185089-26186383	1.6124
2_MACS_peak_573_lociStitched	chr1(.):26201625-26202600	0.942
1_MACS_peak_575_lociStitched	chr1(.):26232120-26232976	3.1486
1_MACS_peak_576_lociStitched	chr1(.):26324027-26324515	1.1358
2_MACS_peak_577_lociStitched	chr1(.):26436862-26439591	3.1234
1_MACS_peak_579_lociStitched	chr1(.):26440557-26441059	1.3792
