REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MOLP-8.jin.bam
6_MACS_peak_5828_lociStitched	chr12	104318636	104325276	6	5708	15996.424
7_MACS_peak_7451_lociStitched	chr14	95980383	95986991	7	6226	16360.747200000002
4_MACS_peak_7344_lociStitched	chr14	81421285	81427879	4	5832	17785.996199999998
5_MACS_peak_9964_lociStitched	chr17	16888736	16895304	5	6209	24126.234399999998
4_MACS_peak_12205_lociStitched	chr19	16473400	16479935	4	5973	18753.4895
5_MACS_peak_14878_lociStitched	chr2	231732517	231738951	5	5592	12512.843200000001
4_MACS_peak_11482_lociStitched	chr18	49918062	49924473	4	6372	17377.0155
9_MACS_peak_24033_lociStitched	chr8	98639650	98646040	9	5681	14227.974
6_MACS_peak_6075_lociStitched	chr12	122145442	122151829	6	5513	13033.950900000002
6_MACS_peak_4719_lociStitched	chr11	111237542	111243825	6	5619	12878.2651
3_MACS_peak_1665_lociStitched	chr1	154971156	154977388	3	6147	20860.373600000003
3_MACS_peak_1648_lociStitched	chr1	154828311	154834519	3	6029	21493.9584
2_MACS_peak_1784_lociStitched	chr1	159889732	159895884	2	6111	26255.5056
9_MACS_peak_2759_lociStitched	chr10	5943109	5949256	9	5257	10998.827099999999
3_MACS_peak_7693_lociStitched	chr15	29210827	29216971	3	5981	16139.6736
3_MACS_peak_14905_lociStitched	chr2	232570041	232576173	3	5839	30272.457599999998
5_MACS_peak_21605_lociStitched	chr6	119762175	119768298	5	5237	10674.225900000001
3_MACS_peak_7409_lociStitched	chr14	91837649	91843754	3	5924	18351.629999999997
1_MACS_peak_18167_lociStitched	chr3	195356874	195362973	1	6100	37750.3704
7_MACS_peak_13506_lociStitched	chr2	31474697	31480789	7	5109	11434.0748
4_MACS_peak_21481_lociStitched	chr6	106611240	106617320	4	5478	13701.279999999999
7_MACS_peak_10981_lociStitched	chr17	74782444	74788468	7	4534	8651.6688
7_MACS_peak_20651_lociStitched	chr6	16728187	16734197	7	4838	10711.623
5_MACS_peak_13815_lociStitched	chr2	65212010	65218011	5	5457	14571.6282
4_MACS_peak_24404_lociStitched	chr8	142425869	142431866	4	5624	14396.9979
4_MACS_peak_19291_lociStitched	chr5	6478807	6484802	4	4956	12820.907
4_MACS_peak_22479_lociStitched	chr7	55599860	55605837	4	5574	18067.2756
2_MACS_peak_1760_lociStitched	chr1	156716530	156722495	2	5950	24118.2845
4_MACS_peak_22168_lociStitched	chr7	22481555	22487512	4	5609	18590.6056
4_MACS_peak_4299_lociStitched	chr11	65353606	65359532	4	5787	22387.2428
4_MACS_peak_14949_lociStitched	chr2	236407277	236413194	4	5354	18586.4804
6_MACS_peak_4293_lociStitched	chr11	65339397	65345310	6	4935	11951.9469
4_MACS_peak_2562_lociStitched	chr1	234742970	234748827	4	5490	22848.7427
4_MACS_peak_25685_lociStitched	chrX	40030653	40036502	4	5020	12292.258399999999
5_MACS_peak_9587_lociStitched	chr16	88846629	88852456	5	5237	11695.9544
3_MACS_peak_20479_lociStitched	chr6	315682	321467	3	5550	20283.367000000002
4_MACS_peak_1754_lociStitched	chr1	156629971	156635729	4	5253	14208.4408
6_MACS_peak_7182_lociStitched	chr14	65433696	65439451	6	4453	9480.787
1_MACS_peak_740_lociStitched	chr1	44297255	44303005	1	5751	22611.875
3_MACS_peak_6179_lociStitched	chr12	124937039	124942776	3	5150	14637.9555
2_MACS_peak_25099_lociStitched	chr9	108018192	108023922	2	5684	20202.261
6_MACS_peak_4962_lociStitched	chr11	132225611	132231340	6	5028	14015.9985
5_MACS_peak_22657_lociStitched	chr7	73241220	73246942	5	5183	13704.19
3_MACS_peak_15529_lociStitched	chr20	45984605	45990281	3	5278	17315.7732
5_MACS_peak_14419_lociStitched	chr2	158295831	158301488	5	4706	11487.104200000002
1_MACS_peak_10680_lociStitched	chr17	56411986	56417625	1	5640	23101.2913
4_MACS_peak_20485_lociStitched	chr6	325435	331065	4	5259	17500.855
7_MACS_peak_12074_lociStitched	chr19	12899409	12905016	7	5409	14106.0906
3_MACS_peak_1501_lociStitched	chr1	149820843	149826350	3	5404	34366.4335
5_MACS_peak_21504_lociStitched	chr6	108878582	108884089	5	5153	19749.754100000002
2_MACS_peak_226_lociStitched	chr1	11626236	11631726	2	5395	20200.455
5_MACS_peak_11780_lociStitched	chr19	2697210	2702677	5	5098	12220.3851
3_MACS_peak_1315_lociStitched	chr1	118172671	118178125	3	5202	14220.759600000001
3_MACS_peak_12772_lociStitched	chr19	47217081	47222528	3	4678	10822.6443
3_MACS_peak_6197_lociStitched	chr12	125400914	125406344	3	5155	22213.043999999998
4_MACS_peak_21188_lociStitched	chr6	45387165	45392575	4	4892	15132.311
6_MACS_peak_1318_lociStitched	chr1	118179407	118184813	6	4198	10368.1674
2_MACS_peak_10810_lociStitched	chr17	65643796	65649184	2	5270	15172.607999999998
2_MACS_peak_2222_lociStitched	chr1	205252934	205258312	2	5180	17177.332
3_MACS_peak_3644_lociStitched	chr11	267528	272897	3	5055	20024.759299999998
4_MACS_peak_22795_lociStitched	chr7	92461452	92466821	4	5197	12719.161000000002
7_MACS_peak_7234_lociStitched	chr14	70315678	70320978	7	4563	9616.32
2_MACS_peak_16237_lociStitched	chr22	23234496	23239781	2	4915	13194.530999999999
4_MACS_peak_15318_lociStitched	chr20	31258825	31264100	4	4382	10637.0375
6_MACS_peak_14351_lociStitched	chr2	136889466	136894720	6	3784	8379.0792
4_MACS_peak_16909_lociStitched	chr3	13053360	13058612	4	4883	13345.8572
2_MACS_peak_1913_lociStitched	chr1	167596624	167601856	2	5222	16095.201599999999
4_MACS_peak_19412_lociStitched	chr5	32581445	32586666	4	4528	14809.3665
5_MACS_peak_19371_lociStitched	chr5	16862108	16867321	5	3795	8030.6265
4_MACS_peak_26010_lociStitched	chrX	118888782	118893982	4	4552	8691.8
2_MACS_peak_20489_lociStitched	chr6	389099	394298	2	5122	16233.3576
4_MACS_peak_5886_lociStitched	chr12	109026212	109031384	4	4698	14475.3936
3_MACS_peak_1326_lociStitched	chr1	118194834	118200001	3	5004	17505.279300000002
6_MACS_peak_1634_lociStitched	chr1	154571813	154576979	6	4562	10500.4116
4_MACS_peak_14693_lociStitched	chr2	202121611	202126777	4	4261	12010.4334
5_MACS_peak_21871_lociStitched	chr6	158181315	158186446	5	4998	14146.167000000001
5_MACS_peak_8084_lociStitched	chr15	65183390	65188510	5	4817	13349.888
4_MACS_peak_18995_lociStitched	chr4	144276328	144281437	4	4288	9053.6589
6_MACS_peak_24156_lociStitched	chr8	119574996	119580099	6	4321	10825.5042
5_MACS_peak_520_lociStitched	chr1	28831882	28836961	5	4026	9174.7056
5_MACS_peak_1200_lociStitched	chr1	111173552	111178631	5	4496	10518.609
3_MACS_peak_4317_lociStitched	chr11	65624554	65629633	3	4884	29415.5364
5_MACS_peak_10648_lociStitched	chr17	55553449	55558507	5	4347	10235.3688
3_MACS_peak_21135_lociStitched	chr6	43138096	43143154	3	4501	18926.530199999997
3_MACS_peak_4322_lociStitched	chr11	65655173	65660217	3	4891	16802.572799999998
2_MACS_peak_1507_lociStitched	chr1	149856008	149861023	2	4878	31073.943
5_MACS_peak_12724_lociStitched	chr19	45952835	45957823	5	4740	11805.0996
4_MACS_peak_1496_lociStitched	chr1	149810596	149815558	4	4782	34186.1952
6_MACS_peak_8197_lociStitched	chr15	72519342	72524301	6	3767	9375.4854
7_MACS_peak_10488_lociStitched	chr17	44218588	44223547	7	3449	7187.0787
3_MACS_peak_12101_lociStitched	chr19	13260583	13265535	3	4812	17757.376800000002
6_MACS_peak_8140_lociStitched	chr15	67390152	67395098	6	4011	10774.366399999999
5_MACS_peak_18103_lociStitched	chr3	186714253	186719194	5	4527	10666.136700000001
4_MACS_peak_8458_lociStitched	chr15	93351191	93356108	4	3914	11068.167
4_MACS_peak_19143_lociStitched	chr4	185186566	185191464	4	4278	9786.6938
3_MACS_peak_8532_lociStitched	chr15	101738009	101742892	3	4538	17236.5017
2_MACS_peak_14563_lociStitched	chr2	177625619	177630499	2	4613	11235.223999999998
7_MACS_peak_19750_lociStitched	chr5	90675202	90680072	7	4389	10143.723
4_MACS_peak_20066_lociStitched	chr5	139014241	139019096	4	4376	15120.897500000001
3_MACS_peak_14245_lociStitched	chr2	114644155	114648999	3	4178	12041.6996
3_MACS_peak_1551_lociStitched	chr1	150976837	150981676	3	4355	13300.9593
4_MACS_peak_4762_lociStitched	chr11	115091580	115096417	4	4419	12443.182499999999
4_MACS_peak_17333_lociStitched	chr3	55518343	55523180	4	4539	13416.8706
2_MACS_peak_19150_lociStitched	chr4	185302429	185307261	2	4785	14144.2304
4_MACS_peak_25678_lociStitched	chrX	39964249	39969074	4	4721	8845.19
4_MACS_peak_14793_lociStitched	chr2	219260877	219265697	4	4479	12125.673999999999
2_MACS_peak_11169_lociStitched	chr17	80290128	80294947	2	4360	12942.8702
1_MACS_peak_1963_lociStitched	chr1	174125027	174129833	1	4807	18686.2086
1_MACS_peak_4455_lociStitched	chr11	69061704	69066467	1	4764	13565.9766
3_MACS_peak_22958_lociStitched	chr7	104581374	104586133	3	4671	14614.4131
2_MACS_peak_2376_lociStitched	chr1	224931284	224936020	2	4736	12151.628799999999
5_MACS_peak_5045_lociStitched	chr12	6551993	6556725	5	4175	8451.352
3_MACS_peak_16359_lociStitched	chr22	29194192	29198917	3	4699	16109.415
2_MACS_peak_8162_lociStitched	chr15	69109511	69114233	2	4593	15241.1994
2_MACS_peak_5101_lociStitched	chr12	7067408	7072123	2	4715	14762.664999999999
3_MACS_peak_8310_lociStitched	chr15	80323927	80328628	3	4630	15353.936099999999
2_MACS_peak_22420_lociStitched	chr7	47533476	47538174	2	4344	14457.155400000001
4_MACS_peak_7645_lociStitched	chr15	22544399	22549082	4	4166	11500.0431
2_MACS_peak_2511_lociStitched	chr1	230256380	230261056	2	4666	16404.3432
3_MACS_peak_15686_lociStitched	chr20	56253719	56258392	3	4588	12227.8391
3_MACS_peak_12185_lociStitched	chr19	16186364	16191011	3	4473	21747.030600000002
8_MACS_peak_23629_lociStitched	chr8	29410674	29415318	8	3177	6672.9636
5_MACS_peak_24270_lociStitched	chr8	126657783	126662421	5	3824	9405.4002
5_MACS_peak_15331_lociStitched	chr20	31348189	31352826	5	4067	10307.587300000001
4_MACS_peak_13391_lociStitched	chr2	20411191	20415796	4	4166	11351.324999999999
3_MACS_peak_13387_lociStitched	chr2	20405154	20409729	3	4527	10435.1175
3_MACS_peak_23333_lociStitched	chr7	155536324	155540886	3	4233	10710.207400000001
4_MACS_peak_9241_lociStitched	chr16	66555082	66559639	4	4387	11330.524800000001
2_MACS_peak_1624_lociStitched	chr1	154297267	154301822	2	4546	24046.756
4_MACS_peak_1223_lociStitched	chr1	112141168	112145721	4	3569	10533.820800000001
3_MACS_peak_5712_lociStitched	chr12	89744333	89748884	3	4240	14528.6124
3_MACS_peak_11589_lociStitched	chr18	72919782	72924315	3	3955	10689.7206
7_MACS_peak_11454_lociStitched	chr18	47623306	47627837	7	3781	7628.3916
7_MACS_peak_9950_lociStitched	chr17	16847737	16852253	7	3592	6969.542799999999
6_MACS_peak_6747_lociStitched	chr13	111364313	111368822	6	3366	9749.3598
5_MACS_peak_1408_lociStitched	chr1	145434934	145439441	5	4000	16694.3787
3_MACS_peak_16254_lociStitched	chr22	23478209	23482702	3	4005	12806.3979
3_MACS_peak_20475_lociStitched	chr6	303366	307849	3	4243	18018.0736
5_MACS_peak_5881_lociStitched	chr12	108959568	108964046	5	3784	7915.7606000000005
3_MACS_peak_13630_lociStitched	chr2	43451239	43455715	3	4319	15388.0404
5_MACS_peak_20724_lociStitched	chr6	26122624	26127099	5	3823	10943.6125
3_MACS_peak_1626_lociStitched	chr1	154376044	154380516	3	3793	10403.6608
5_MACS_peak_21092_lociStitched	chr6	41222254	41226726	5	3874	10236.408000000001
4_MACS_peak_2750_lociStitched	chr10	5930749	5935208	4	3866	11127.8804
2_MACS_peak_13013_lociStitched	chr19	50637135	50641590	2	4436	19325.344500000003
3_MACS_peak_18685_lociStitched	chr4	77117781	77122225	3	4291	10662.9336
4_MACS_peak_19670_lociStitched	chr5	76032344	76036786	4	3929	12136.432400000002
5_MACS_peak_24995_lociStitched	chr9	97366783	97371222	5	3894	7737.620900000001
6_MACS_peak_25411_lociStitched	chr9	134148457	134152894	6	3526	6848.5095
5_MACS_peak_4894_lociStitched	chr11	125971573	125976002	5	4122	8935.0646
3_MACS_peak_11388_lociStitched	chr18	42259043	42263472	3	4345	14273.7812
4_MACS_peak_22207_lociStitched	chr7	25987034	25991456	4	4075	12348.8772
5_MACS_peak_23390_lociStitched	chr8	1439865	1444279	5	4033	9027.9542
3_MACS_peak_24522_lociStitched	chr9	624503	628917	3	4009	10569.322999999999
3_MACS_peak_17451_lociStitched	chr3	72031394	72035804	3	3761	9013.598999999998
1_MACS_peak_9605_lociStitched	chr16	89041447	89045850	1	4404	11890.7418
5_MACS_peak_22121_lociStitched	chr7	8007644	8012047	5	3843	10245.780999999999
3_MACS_peak_1376_lociStitched	chr1	143911902	143916296	3	4158	17545.6814
4_MACS_peak_12521_lociStitched	chr19	39339584	39343955	4	3858	11055.1332
5_MACS_peak_15109_lociStitched	chr20	3824157	3828515	5	3647	11567.0036
2_MACS_peak_11116_lociStitched	chr17	79478221	79482574	2	4263	14450.218799999999
3_MACS_peak_23624_lociStitched	chr8	29205492	29209837	3	4090	13255.2915
3_MACS_peak_13254_lociStitched	chr2	2873572	2877913	3	4300	14318.3544
2_MACS_peak_4903_lociStitched	chr11	126056165	126060505	2	4210	11319.153999999999
4_MACS_peak_15954_lociStitched	chr21	36692867	36697205	4	4069	10067.1966
3_MACS_peak_4797_lociStitched	chr11	118305186	118309523	3	3972	11853.021
4_MACS_peak_23824_lociStitched	chr8	61821030	61825359	4	4189	13714.272
4_MACS_peak_22561_lociStitched	chr7	69062304	69066631	4	3480	9484.3513
2_MACS_peak_18973_lociStitched	chr4	141071449	141075775	2	4286	12976.7022
5_MACS_peak_8075_lociStitched	chr15	65115756	65120077	5	3897	8304.5299
5_MACS_peak_15946_lociStitched	chr21	36575563	36579877	5	3622	7538.715
2_MACS_peak_386_lociStitched	chr1	23853988	23858301	2	4190	13415.1552
1_MACS_peak_13984_lociStitched	chr2	86262358	86266645	1	4288	12435.729599999999
3_MACS_peak_11268_lociStitched	chr18	10925536	10929813	3	4179	10926.4519
2_MACS_peak_4166_lociStitched	chr11	62606241	62610513	2	4023	17606.6208
4_MACS_peak_5335_lociStitched	chr12	46120451	46124721	4	3681	9855.16
2_MACS_peak_6118_lociStitched	chr12	123354682	123358951	2	4144	16638.0006
5_MACS_peak_16410_lociStitched	chr22	31739324	31743590	5	3649	8190.2934
3_MACS_peak_11044_lociStitched	chr17	76884435	76888694	3	3977	10498.8609
4_MACS_peak_10655_lociStitched	chr17	55617625	55621880	4	3842	7674.318
4_MACS_peak_5638_lociStitched	chr12	68381366	68385608	4	3715	8463.2142
1_MACS_peak_12882_lociStitched	chr19	48948008	48952240	1	4233	11155.1288
5_MACS_peak_12536_lociStitched	chr19	39465514	39469743	5	3900	10013.0033
3_MACS_peak_6443_lociStitched	chr13	41237456	41241680	3	4051	12443.904
4_MACS_peak_4758_lociStitched	chr11	115061684	115065903	4	3809	8547.694
4_MACS_peak_16440_lociStitched	chr22	34236500	34240717	4	3515	9088.0567
3_MACS_peak_10263_lociStitched	chr17	36858083	36862298	3	4060	9789.759
3_MACS_peak_3577_lociStitched	chr10	125850837	125855044	3	4026	9179.2533
4_MACS_peak_16745_lociStitched	chr22	46464597	46468804	4	3923	12592.8131
2_MACS_peak_11404_lociStitched	chr18	42303386	42307584	2	4028	8897.661
3_MACS_peak_23384_lociStitched	chr8	1424670	1428860	3	3903	11069.98
4_MACS_peak_21369_lociStitched	chr6	90060814	90064994	4	3737	15247.804
3_MACS_peak_12786_lociStitched	chr19	47613895	47618071	3	4020	16199.1216
1_MACS_peak_23107_lociStitched	chr7	129588764	129592930	1	4167	12452.5906
1_MACS_peak_20966_lociStitched	chr6	32935670	32939834	1	4165	23498.2848
3_MACS_peak_2928_lociStitched	chr10	22764992	22769154	3	3607	12139.721599999999
5_MACS_peak_22487_lociStitched	chr7	55636670	55640825	5	3629	9001.392
4_MACS_peak_15165_lociStitched	chr20	10651494	10655646	4	3693	8693.4576
3_MACS_peak_16456_lociStitched	chr22	35520065	35524214	3	3731	11034.2655
6_MACS_peak_20565_lociStitched	chr6	7960819	7964963	6	3387	7678.4176
1_MACS_peak_4224_lociStitched	chr11	64630298	64634439	1	4142	19128.9354
2_MACS_peak_25096_lociStitched	chr9	108006193	108010334	2	4137	14937.0011
4_MACS_peak_9524_lociStitched	chr16	85586981	85591118	4	3575	7837.5465
4_MACS_peak_12252_lociStitched	chr19	17447404	17451541	4	3224	8514.7734
4_MACS_peak_18705_lociStitched	chr4	78738522	78742648	4	4066	12122.6006
2_MACS_peak_53_lociStitched	chr1	1709199	1713324	2	4049	15825.974999999999
3_MACS_peak_15638_lociStitched	chr20	52353628	52357750	3	3767	8238.2292
3_MACS_peak_22182_lociStitched	chr7	23507466	23511586	3	3657	9796.536
5_MACS_peak_25231_lociStitched	chr9	126439400	126443515	5	3662	9277.2675
4_MACS_peak_20880_lociStitched	chr6	30582283	30586394	4	3392	10548.826
6_MACS_peak_15324_lociStitched	chr20	31288686	31292796	6	3772	10229.379
2_MACS_peak_1992_lociStitched	chr1	178548147	178552249	2	4069	16739.8518
3_MACS_peak_7710_lociStitched	chr15	31555755	31559855	3	4018	9895.35
2_MACS_peak_21224_lociStitched	chr6	52399438	52403537	2	3945	12676.1575
3_MACS_peak_10587_lociStitched	chr17	48585234	48589322	3	3720	12190.8248
5_MACS_peak_22664_lociStitched	chr7	73262783	73266860	5	3784	9056.6478
3_MACS_peak_16313_lociStitched	chr22	25120420	25124489	3	3736	8928.6067
3_MACS_peak_4859_lociStitched	chr11	122932045	122936111	3	3145	11422.6138
3_MACS_peak_21295_lociStitched	chr6	74229688	74233752	3	3780	14021.2064
3_MACS_peak_21723_lociStitched	chr6	143265005	143269060	3	3973	16263.793999999998
2_MACS_peak_14679_lociStitched	chr2	201980414	201984467	2	4026	14283.5826
4_MACS_peak_10977_lociStitched	chr17	74777011	74781062	4	3418	8699.5225
2_MACS_peak_17959_lociStitched	chr3	169772237	169776277	2	3913	8736.096
4_MACS_peak_18378_lociStitched	chr4	8392011	8396049	4	3762	10282.767
4_MACS_peak_24091_lociStitched	chr8	103665918	103669952	4	3109	7293.8754
1_MACS_peak_4477_lociStitched	chr11	70822958	70826990	1	4033	13029.8112
4_MACS_peak_20729_lociStitched	chr6	26155924	26159948	4	3447	10251.14
2_MACS_peak_6250_lociStitched	chr12	133024352	133028367	2	3635	13567.086500000001
4_MACS_peak_20126_lociStitched	chr5	142781566	142785574	4	3583	11200.7568
3_MACS_peak_21458_lociStitched	chr6	106203527	106207534	3	3815	9542.6705
3_MACS_peak_7220_lociStitched	chr14	69259164	69263169	3	3952	12215.6505
4_MACS_peak_22260_lociStitched	chr7	30180548	30184546	4	3423	6657.4696
3_MACS_peak_20658_lociStitched	chr6	16759797	16763792	3	3472	13354.8855
5_MACS_peak_16714_lociStitched	chr22	44419470	44423464	5	3017	6892.0464
5_MACS_peak_11896_lociStitched	chr19	6737262	6741242	5	3054	8320.19
2_MACS_peak_8749_lociStitched	chr16	4663727	4667698	2	3801	19399.1292
3_MACS_peak_14866_lociStitched	chr2	230998213	231002176	3	3704	10303.0074
5_MACS_peak_9488_lociStitched	chr16	81868399	81872360	5	3060	7215.3576
3_MACS_peak_2786_lociStitched	chr10	6795692	6799648	3	3853	8391.071600000001
5_MACS_peak_5064_lociStitched	chr12	6719872	6723823	5	3412	7420.373100000001
4_MACS_peak_14194_lociStitched	chr2	112220109	112224059	4	3599	10390.475
3_MACS_peak_3691_lociStitched	chr11	826961	830907	3	3743	8489.819
5_MACS_peak_15795_lociStitched	chr20	62359292	62363235	5	3669	10753.7439
6_MACS_peak_878_lociStitched	chr1	54872203	54876142	6	3026	5982.553199999999
4_MACS_peak_20134_lociStitched	chr5	143712245	143716184	4	2902	5617.407899999999
3_MACS_peak_131_lociStitched	chr1	6660699	6664637	3	3778	12387.3728
5_MACS_peak_22036_lociStitched	chr7	2442478	2446407	5	3087	7393.9851
4_MACS_peak_12257_lociStitched	chr19	17514901	17518829	4	3733	7599.1088
4_MACS_peak_21330_lociStitched	chr6	86351625	86355553	4	3383	12612.0224
4_MACS_peak_22235_lociStitched	chr7	28852223	28856147	4	3230	7296.2856
4_MACS_peak_7405_lociStitched	chr14	91832930	91836853	4	3333	9088.4141
2_MACS_peak_12818_lociStitched	chr19	48411643	48415566	2	3810	22179.465099999998
2_MACS_peak_12518_lociStitched	chr19	39173610	39177524	2	3714	11415.5724
3_MACS_peak_20070_lociStitched	chr5	139027514	139031428	3	3752	8748.1814
5_MACS_peak_13139_lociStitched	chr19	56151521	56155434	5	3701	8239.6041
3_MACS_peak_22061_lociStitched	chr7	5461073	5464983	3	3247	7579.535
4_MACS_peak_5080_lociStitched	chr12	6898141	6902049	4	3446	7402.924400000001
4_MACS_peak_11257_lociStitched	chr18	9701338	9705242	4	3384	6211.654399999999
4_MACS_peak_10569_lociStitched	chr17	48226028	48229924	4	3563	7463.9568
4_MACS_peak_25780_lociStitched	chrX	48793797	48797692	4	3039	7964.496
5_MACS_peak_12813_lociStitched	chr19	48406741	48410629	5	3287	8735.9472
1_MACS_peak_12555_lociStitched	chr19	39892085	39895972	1	3888	18380.4569
3_MACS_peak_12605_lociStitched	chr19	41768472	41772359	3	3469	14838.6225
2_MACS_peak_6127_lociStitched	chr12	123370476	123374362	2	3856	20302.795599999998
2_MACS_peak_21160_lociStitched	chr6	43737360	43741241	2	3557	10153.0841
4_MACS_peak_4152_lociStitched	chr11	62492769	62496649	4	3461	9838.128
3_MACS_peak_18235_lociStitched	chr3	197460713	197464581	3	3750	12918.3464
3_MACS_peak_23003_lociStitched	chr7	106507105	106510972	3	3742	9566.958
5_MACS_peak_2521_lociStitched	chr1	231111563	231115424	5	3386	7604.6256
3_MACS_peak_14852_lociStitched	chr2	227699539	227703395	3	3831	9780.744
3_MACS_peak_13876_lociStitched	chr2	70312265	70316120	3	3673	17655.9
2_MACS_peak_20073_lociStitched	chr5	139047758	139051597	2	3534	9224.3492
2_MACS_peak_25168_lociStitched	chr9	117146991	117150823	2	3625	11750.828
5_MACS_peak_24325_lociStitched	chr8	134085816	134089641	5	2868	6661.62
3_MACS_peak_4725_lociStitched	chr11	111247264	111251082	3	3540	11685.3708
3_MACS_peak_5057_lociStitched	chr12	6641274	6645092	3	3397	8596.227
2_MACS_peak_2239_lociStitched	chr1	206135288	206139094	2	3450	15956.2744
4_MACS_peak_2619_lociStitched	chr1	243749866	243753666	4	3162	8179.88
2_MACS_peak_7335_lociStitched	chr14	81396001	81399794	2	3524	9966.4868
2_MACS_peak_4248_lociStitched	chr11	64899515	64903304	2	3779	17240.7078
2_MACS_peak_21277_lociStitched	chr6	73329554	73333343	2	3340	10924.065900000001
4_MACS_peak_18184_lociStitched	chr3	195679772	195683557	4	3305	10377.334499999999
4_MACS_peak_531_lociStitched	chr1	28925222	28929004	4	3374	6303.8376
5_MACS_peak_22790_lociStitched	chr7	92441114	92444892	5	3019	5359.093000000001
2_MACS_peak_11072_lociStitched	chr17	77810088	77813849	2	3543	11694.0773
4_MACS_peak_12999_lociStitched	chr19	50616565	50620324	4	3566	10301.539499999999
3_MACS_peak_6804_lociStitched	chr13	114872516	114876272	3	3634	7764.403200000001
2_MACS_peak_23275_lociStitched	chr7	150101357	150105112	2	3608	9634.9545
3_MACS_peak_5575_lociStitched	chr12	57913594	57917346	3	3460	9582.608
3_MACS_peak_21953_lociStitched	chr6	169007299	169011050	3	3351	7910.483900000001
1_MACS_peak_4128_lociStitched	chr11	62321859	62325599	1	3741	11092.092
4_MACS_peak_12825_lociStitched	chr19	48422488	48426228	4	3423	10789.152
3_MACS_peak_71_lociStitched	chr1	2320223	2323958	3	3185	8383.2075
