#MOLP-8 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MOLP-8.H3K27ac_ROSE/MOLP-8_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MOLP.8.jin.bam
#Using cutoff of 10796.7896 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MOLP.8.jin.bam	enhancerRank	isSuperStretch
4_MACS_peak_16044_lociStitched	chr21	44580562	44587802	4	6543	21090.12	35	1
3_MACS_peak_14905_lociStitched	chr2	232570041	232576173	3	5839	30272.4576	36	1
4_MACS_peak_24249_lociStitched	chr8	126441215	126447926	4	6316	23591.1783	37	1
3_MACS_peak_1501_lociStitched	chr1	149820843	149826350	3	5404	34366.4335	38	1
2_MACS_peak_1784_lociStitched	chr1	159889732	159895884	2	6111	26255.5056	39	1
5_MACS_peak_9964_lociStitched	chr17	16888736	16895304	5	6209	24126.2344	40	1
3_MACS_peak_5159_lociStitched	chr12	12866587	12873280	3	6392	21003.9726	41	1
5_MACS_peak_19481_lociStitched	chr5	43036639	43043600	5	6344	18681.9318	42	1
4_MACS_peak_9464_lociStitched	chr16	81684944	81691696	4	6283	19293.84	43	1
4_MACS_peak_11482_lociStitched	chr18	49918062	49924473	4	6372	17377.0155	44	1
2_MACS_peak_1760_lociStitched	chr1	156716530	156722495	2	5950	24118.2845	45	1
3_MACS_peak_1665_lociStitched	chr1	154971156	154977388	3	6147	20860.3736	46	1
3_MACS_peak_1648_lociStitched	chr1	154828311	154834519	3	6029	21493.9584	47	1
7_MACS_peak_7451_lociStitched	chr14	95980383	95986991	7	6226	16360.7472	48	1
9_MACS_peak_14081_lociStitched	chr2	99076532	99083722	9	6267	14472.032	49	1
4_MACS_peak_1496_lociStitched	chr1	149810596	149815558	4	4782	34186.1952	50	1
8_MACS_peak_25018_lociStitched	chr9	98268219	98275025	8	6166	15766.7796	51	1
4_MACS_peak_4299_lociStitched	chr11	65353606	65359532	4	5787	22387.2428	52	1
1_MACS_peak_740_lociStitched	chr1	44297255	44303005	1	5751	22611.875	53	1
4_MACS_peak_12205_lociStitched	chr19	16473400	16479935	4	5973	18753.4895	54	1
6_MACS_peak_18005_lociStitched	chr3	171814834	171821932	6	6116	14443.7202	55	1
1_MACS_peak_10680_lociStitched	chr17	56411986	56417625	1	5640	23101.2913	56	1
3_MACS_peak_7409_lociStitched	chr14	91837649	91843754	3	5924	18351.63	57	1
3_MACS_peak_7693_lociStitched	chr15	29210827	29216971	3	5981	16139.6736	58	1
2_MACS_peak_1507_lociStitched	chr1	149856008	149861023	2	4878	31073.943	59	1
4_MACS_peak_7344_lociStitched	chr14	81421285	81427879	4	5832	17785.9962	60	1
2_MACS_peak_25099_lociStitched	chr9	108018192	108023922	2	5684	20202.261	61	1
4_MACS_peak_2562_lociStitched	chr1	234742970	234748827	4	5490	22848.7427	62	1
5_MACS_peak_14098_lociStitched	chr2	99099847	99106747	5	5909	14899.17	63	1
3_MACS_peak_4317_lociStitched	chr11	65624554	65629633	3	4884	29415.5364	64	1
3_MACS_peak_20479_lociStitched	chr6	315682	321467	3	5550	20283.367	65	1
4_MACS_peak_22168_lociStitched	chr7	22481555	22487512	4	5609	18590.6056	66	1
6_MACS_peak_5828_lociStitched	chr12	104318636	104325276	6	5708	15996.424	67	1
4_MACS_peak_22479_lociStitched	chr7	55599860	55605837	4	5574	18067.2756	68	1
2_MACS_peak_226_lociStitched	chr1	11626236	11631726	2	5395	20200.455	69	1
9_MACS_peak_24033_lociStitched	chr8	98639650	98646040	9	5681	14227.974	70	1
4_MACS_peak_24404_lociStitched	chr8	142425869	142431866	4	5624	14396.9979	71	1
3_MACS_peak_6197_lociStitched	chr12	125400914	125406344	3	5155	22213.044	72	1
4_MACS_peak_14949_lociStitched	chr2	236407277	236413194	4	5354	18586.4804	73	1
6_MACS_peak_4719_lociStitched	chr11	111237542	111243825	6	5619	12878.2651	74	1
5_MACS_peak_14878_lociStitched	chr2	231732517	231738951	5	5592	12512.8432	75	1
5_MACS_peak_13815_lociStitched	chr2	65212010	65218011	5	5457	14571.6282	76	1
6_MACS_peak_6075_lociStitched	chr12	122145442	122151829	6	5513	13033.9509	77	1
4_MACS_peak_21481_lociStitched	chr6	106611240	106617320	4	5478	13701.28	78	1
5_MACS_peak_21504_lociStitched	chr6	108878582	108884089	5	5153	19749.7541	79	1
3_MACS_peak_15529_lociStitched	chr20	45984605	45990281	3	5278	17315.7732	80	1
4_MACS_peak_20485_lociStitched	chr6	325435	331065	4	5259	17500.855	81	1
7_MACS_peak_12074_lociStitched	chr19	12899409	12905016	7	5409	14106.0906	82	1
3_MACS_peak_3644_lociStitched	chr11	267528	272897	3	5055	20024.7593	83	1
9_MACS_peak_2396_lociStitched	chr1	226105981	226113003	9	5254	16727.1062	84	1
2_MACS_peak_2222_lociStitched	chr1	205252934	205258312	2	5180	17177.332	85	1
2_MACS_peak_10810_lociStitched	chr17	65643796	65649184	2	5270	15172.608	86	1
2_MACS_peak_1913_lociStitched	chr1	167596624	167601856	2	5222	16095.2016	87	1
4_MACS_peak_1754_lociStitched	chr1	156629971	156635729	4	5253	14208.4408	88	1
2_MACS_peak_20489_lociStitched	chr6	389099	394298	2	5122	16233.3576	89	1
3_MACS_peak_1315_lociStitched	chr1	118172671	118178125	3	5202	14220.7596	90	1
2_MACS_peak_1624_lociStitched	chr1	154297267	154301822	2	4546	24046.756	91	1
3_MACS_peak_1326_lociStitched	chr1	118194834	118200001	3	5004	17505.2793	92	1
3_MACS_peak_6179_lociStitched	chr12	124937039	124942776	3	5150	14637.9555	93	1
5_MACS_peak_22657_lociStitched	chr7	73241220	73246942	5	5183	13704.19	94	1
4_MACS_peak_22795_lociStitched	chr7	92461452	92466821	4	5197	12719.161	95	1
5_MACS_peak_9587_lociStitched	chr16	88846629	88852456	5	5237	11695.9544	96	1
9_MACS_peak_2759_lociStitched	chr10	5943109	5949256	9	5257	10998.8271	97	1
1_MACS_peak_1963_lociStitched	chr1	174125027	174129833	1	4807	18686.2086	99	1
3_MACS_peak_4322_lociStitched	chr11	65655173	65660217	3	4891	16802.5728	100	1
6_MACS_peak_4962_lociStitched	chr11	132225611	132231340	6	5028	14015.9985	101	1
5_MACS_peak_11780_lociStitched	chr19	2697210	2702677	5	5098	12220.3851	102	1
3_MACS_peak_12101_lociStitched	chr19	13260583	13265535	3	4812	17757.3768	103	1
5_MACS_peak_21871_lociStitched	chr6	158181315	158186446	5	4998	14146.167	104	1
7_MACS_peak_13506_lociStitched	chr2	31474697	31480789	7	5109	11434.0748	105	1
3_MACS_peak_12185_lociStitched	chr19	16186364	16191011	3	4473	21747.0306	106	1
4_MACS_peak_21188_lociStitched	chr6	45387165	45392575	4	4892	15132.311	107	1
4_MACS_peak_25685_lociStitched	chrX	40030653	40036502	4	5020	12292.2584	108	1
4_MACS_peak_19291_lociStitched	chr5	6478807	6484802	4	4956	12820.907	109	1
2_MACS_peak_16237_lociStitched	chr22	23234496	23239781	2	4915	13194.531	110	1
4_MACS_peak_16909_lociStitched	chr3	13053360	13058612	4	4883	13345.8572	111	1
6_MACS_peak_4293_lociStitched	chr11	65339397	65345310	6	4935	11951.9469	112	1
1_MACS_peak_20966_lociStitched	chr6	32935670	32939834	1	4165	23498.2848	113	1
3_MACS_peak_16359_lociStitched	chr22	29194192	29198917	3	4699	16109.415	114	1
2_MACS_peak_2511_lociStitched	chr1	230256380	230261056	2	4666	16404.3432	115	1
3_MACS_peak_21135_lociStitched	chr6	43138096	43143154	3	4501	18926.5302	116	1
2_MACS_peak_19150_lociStitched	chr4	185302429	185307261	2	4785	14144.2304	117	1
5_MACS_peak_8084_lociStitched	chr15	65183390	65188510	5	4817	13349.888	118	1
2_MACS_peak_13013_lociStitched	chr19	50637135	50641590	2	4436	19325.3445	119	1
2_MACS_peak_5101_lociStitched	chr12	7067408	7072123	2	4715	14762.665	120	1
1_MACS_peak_4455_lociStitched	chr11	69061704	69066467	1	4764	13565.9766	121	1
3_MACS_peak_8532_lociStitched	chr15	101738009	101742892	3	4538	17236.5017	122	1
4_MACS_peak_5886_lociStitched	chr12	109026212	109031384	4	4698	14475.3936	123	1
3_MACS_peak_22958_lociStitched	chr7	104581374	104586133	3	4671	14614.4131	124	1
3_MACS_peak_8310_lociStitched	chr15	80323927	80328628	3	4630	15353.9361	125	1
2_MACS_peak_8162_lociStitched	chr15	69109511	69114233	2	4593	15241.1994	127	1
2_MACS_peak_2376_lociStitched	chr1	224931284	224936020	2	4736	12151.6288	128	1
5_MACS_peak_12724_lociStitched	chr19	45952835	45957823	5	4740	11805.0996	129	1
5_MACS_peak_14419_lociStitched	chr2	158295831	158301488	5	4706	11487.1042	130	1
4_MACS_peak_19412_lociStitched	chr5	32581445	32586666	4	4528	14809.3665	131	1
3_MACS_peak_12772_lociStitched	chr19	47217081	47222528	3	4678	10822.6443	132	1
4_MACS_peak_17333_lociStitched	chr3	55518343	55523180	4	4539	13416.8706	133	1
3_MACS_peak_15686_lociStitched	chr20	56253719	56258392	3	4588	12227.8391	135	1
3_MACS_peak_20475_lociStitched	chr6	303366	307849	3	4243	18018.0736	136	1
2_MACS_peak_14563_lociStitched	chr2	177625619	177630499	2	4613	11235.224	137	1
1_MACS_peak_4224_lociStitched	chr11	64630298	64634439	1	4142	19128.9354	138	1
4_MACS_peak_20066_lociStitched	chr5	139014241	139019096	4	4376	15120.8975	139	1
2_MACS_peak_12818_lociStitched	chr19	48411643	48415566	2	3810	22179.4651	140	1
3_MACS_peak_13630_lociStitched	chr2	43451239	43455715	3	4319	15388.0404	142	1
4_MACS_peak_14793_lociStitched	chr2	219260877	219265697	4	4479	12125.674	143	1
3_MACS_peak_1376_lociStitched	chr1	143911902	143916296	3	4158	17545.6814	144	1
2_MACS_peak_22420_lociStitched	chr7	47533476	47538174	2	4344	14457.1554	146	1
3_MACS_peak_11388_lociStitched	chr18	42259043	42263472	3	4345	14273.7812	149	1
4_MACS_peak_4762_lociStitched	chr11	115091580	115096417	4	4419	12443.1825	150	1
3_MACS_peak_13254_lociStitched	chr2	2873572	2877913	3	4300	14318.3544	153	1
3_MACS_peak_1551_lociStitched	chr1	150976837	150981676	3	4355	13300.9593	154	1
2_MACS_peak_6118_lociStitched	chr12	123354682	123358951	2	4144	16638.0006	155	1
2_MACS_peak_6127_lociStitched	chr12	123370476	123374362	2	3856	20302.7956	156	1
2_MACS_peak_11169_lociStitched	chr17	80290128	80294947	2	4360	12942.8702	157	1
1_MACS_peak_9605_lociStitched	chr16	89041447	89045850	1	4404	11890.7418	159	1
2_MACS_peak_11116_lociStitched	chr17	79478221	79482574	2	4263	14450.2188	160	1
3_MACS_peak_5712_lociStitched	chr12	89744333	89748884	3	4240	14528.6124	161	1
2_MACS_peak_4166_lociStitched	chr11	62606241	62610513	2	4023	17606.6208	162	1
4_MACS_peak_9241_lociStitched	chr16	66555082	66559639	4	4387	11330.5248	163	1
2_MACS_peak_1992_lociStitched	chr1	178548147	178552249	2	4069	16739.8518	165	1
2_MACS_peak_18973_lociStitched	chr4	141071449	141075775	2	4286	12976.7022	166	1
1_MACS_peak_13984_lociStitched	chr2	86262358	86266645	1	4288	12435.7296	168	1
2_MACS_peak_25096_lociStitched	chr9	108006193	108010334	2	4137	14937.0011	170	1
1_MACS_peak_12555_lociStitched	chr19	39892085	39895972	1	3888	18380.4569	171	1
2_MACS_peak_8749_lociStitched	chr16	4663727	4667698	2	3801	19399.1292	172	1
4_MACS_peak_23824_lociStitched	chr8	61821030	61825359	4	4189	13714.272	173	1
5_MACS_peak_1408_lociStitched	chr1	145434934	145439441	5	4000	16694.3787	174	1
6_MACS_peak_24156_lociStitched	chr8	119574996	119580099	6	4321	10825.5042	176	1
2_MACS_peak_53_lociStitched	chr1	1709199	1713324	2	4049	15825.975	177	1
3_MACS_peak_12786_lociStitched	chr19	47613895	47618071	3	4020	16199.1216	178	1
2_MACS_peak_386_lociStitched	chr1	23853988	23858301	2	4190	13415.1552	179	1
4_MACS_peak_14693_lociStitched	chr2	202121611	202126777	4	4261	12010.4334	180	1
3_MACS_peak_21723_lociStitched	chr6	143265005	143269060	3	3973	16263.794	182	1
1_MACS_peak_12882_lociStitched	chr19	48948008	48952240	1	4233	11155.1288	183	1
1_MACS_peak_23107_lociStitched	chr7	129588764	129592930	1	4167	12452.5906	184	1
3_MACS_peak_14245_lociStitched	chr2	114644155	114648999	3	4178	12041.6996	186	1
2_MACS_peak_4903_lociStitched	chr11	126056165	126060505	2	4210	11319.154	187	1
3_MACS_peak_23624_lociStitched	chr8	29205492	29209837	3	4090	13255.2915	190	1
2_MACS_peak_14679_lociStitched	chr2	201980414	201984467	2	4026	14283.5826	191	1
4_MACS_peak_7645_lociStitched	chr15	22544399	22549082	4	4166	11500.0431	192	1
4_MACS_peak_13391_lociStitched	chr2	20411191	20415796	4	4166	11351.325	193	1
3_MACS_peak_11268_lociStitched	chr18	10925536	10929813	3	4179	10926.4519	194	1
1_MACS_peak_22963_lociStitched	chr7	104652347	104656000	1	3654	18793.5891	196	1
2_MACS_peak_4248_lociStitched	chr11	64899515	64903304	2	3779	17240.7078	197	1
4_MACS_peak_22207_lociStitched	chr7	25987034	25991456	4	4075	12348.8772	198	1
1_MACS_peak_4477_lociStitched	chr11	70822958	70826990	1	4033	13029.8112	199	1
3_MACS_peak_6443_lociStitched	chr13	41237456	41241680	3	4051	12443.904	200	1
4_MACS_peak_18705_lociStitched	chr4	78738522	78742648	4	4066	12122.6006	201	1
3_MACS_peak_16254_lociStitched	chr22	23478209	23482702	3	4005	12806.3979	202	1
3_MACS_peak_13876_lociStitched	chr2	70312265	70316120	3	3673	17655.9	203	1
2_MACS_peak_21224_lociStitched	chr6	52399438	52403537	2	3945	12676.1575	207	1
3_MACS_peak_4797_lociStitched	chr11	118305186	118309523	3	3972	11853.021	209	1
3_MACS_peak_7220_lociStitched	chr14	69259164	69263169	3	3952	12215.6505	210	1
4_MACS_peak_16745_lociStitched	chr22	46464597	46468804	4	3923	12592.8131	212	1
4_MACS_peak_19670_lociStitched	chr5	76032344	76036786	4	3929	12136.4324	215	1
4_MACS_peak_21369_lociStitched	chr6	90060814	90064994	4	3737	15247.804	216	1
3_MACS_peak_21295_lociStitched	chr6	74229688	74233752	3	3780	14021.2064	222	1
2_MACS_peak_2418_lociStitched	chr1	226313519	226317188	2	3596	16321.5465	225	1
4_MACS_peak_8458_lociStitched	chr15	93351191	93356108	4	3914	11068.167	226	1
3_MACS_peak_23384_lociStitched	chr8	1424670	1428860	3	3903	11069.98	227	1
1_MACS_peak_6546_lociStitched	chr13	50697248	50700680	1	3433	17965.8336	228	1
4_MACS_peak_2750_lociStitched	chr10	5930749	5935208	4	3866	11127.8804	230	1
4_MACS_peak_12521_lociStitched	chr19	39339584	39343955	4	3858	11055.1332	231	1
3_MACS_peak_18235_lociStitched	chr3	197460713	197464581	3	3750	12918.3464	233	1
3_MACS_peak_131_lociStitched	chr1	6660699	6664637	3	3778	12387.3728	234	1
5_MACS_peak_20724_lociStitched	chr6	26122624	26127099	5	3823	10943.6125	236	1
3_MACS_peak_10587_lociStitched	chr17	48585234	48589322	3	3720	12190.8248	239	1
2_MACS_peak_6250_lociStitched	chr12	133024352	133028367	2	3635	13567.0865	241	1
1_MACS_peak_19147_lociStitched	chr4	185202236	185205834	1	3599	14028.9618	243	1
2_MACS_peak_2239_lociStitched	chr1	206135288	206139094	2	3450	15956.2744	245	1
3_MACS_peak_2723_lociStitched	chr10	3824727	3828451	3	3508	15114.5988	246	1
1_MACS_peak_1472_lociStitched	chr1	149222291	149225458	1	3168	18894.0053	250	1
1_MACS_peak_4128_lociStitched	chr11	62321859	62325599	1	3741	11092.092	251	1
2_MACS_peak_12518_lociStitched	chr19	39173610	39177524	2	3714	11415.5724	253	1
3_MACS_peak_16456_lociStitched	chr22	35520065	35524214	3	3731	11034.2655	255	1
2_MACS_peak_22023_lociStitched	chr7	2195589	2199275	2	3545	13823.9744	257	1
3_MACS_peak_12605_lociStitched	chr19	41768472	41772359	3	3469	14838.6225	258	1
5_MACS_peak_15109_lociStitched	chr20	3824157	3828515	5	3647	11567.0036	263	1
3_MACS_peak_2928_lociStitched	chr10	22764992	22769154	3	3607	12139.7216	267	1
2_MACS_peak_25168_lociStitched	chr9	117146991	117150823	2	3625	11750.828	270	1
3_MACS_peak_1492_lociStitched	chr1	149802056	149805472	3	3381	15436.904	271	1
2_MACS_peak_2638_lociStitched	chr1	245132749	245136119	2	3141	18173.736	272	1
2_MACS_peak_1975_lociStitched	chr1	174967749	174971357	2	3179	17736.928	273	1
1_MACS_peak_21802_lociStitched	chr6	152128014	152131380	1	3367	15441.525	276	1
3_MACS_peak_20658_lociStitched	chr6	16759797	16763792	3	3472	13354.8855	284	1
4_MACS_peak_20126_lociStitched	chr5	142781566	142785574	4	3583	11200.7568	287	1
3_MACS_peak_6673_lociStitched	chr13	99174761	99178356	3	3542	11927.491	288	1
2_MACS_peak_11072_lociStitched	chr17	77810088	77813849	2	3543	11694.0773	291	1
3_MACS_peak_14300_lociStitched	chr2	128585789	128589448	3	3534	11852.9646	292	1
3_MACS_peak_4725_lociStitched	chr11	111247264	111251082	3	3540	11685.3708	296	1
3_MACS_peak_23644_lociStitched	chr8	29629993	29633601	3	3527	11872.4848	297	1
4_MACS_peak_9904_lociStitched	chr17	8149714	8153372	4	3552	11278.7114	300	1
1_MACS_peak_2015_lociStitched	chr1	179799447	179802804	1	3358	14347.818	301	1
2_MACS_peak_24042_lociStitched	chr8	98655115	98658722	2	3460	12535.7678	305	1
2_MACS_peak_1505_lociStitched	chr1	149831306	149834676	2	3241	15584.902	306	1
2_MACS_peak_19164_lociStitched	chr4	185393382	185397016	2	3350	13990.1732	310	1
3_MACS_peak_5162_lociStitched	chr12	12875849	12879436	3	3230	15117.7702	314	1
4_MACS_peak_21330_lociStitched	chr6	86351625	86355553	4	3383	12612.0224	320	1
3_MACS_peak_9742_lociStitched	chr17	2302487	2306015	3	3421	11977.56	321	1
3_MACS_peak_2889_lociStitched	chr10	17269133	17272619	3	3294	13511.3874	326	1
2_MACS_peak_8902_lociStitched	chr16	19124078	19127535	2	3426	11096.97	328	1
2_MACS_peak_9378_lociStitched	chr16	70770341	70773692	2	3231	13875.4857	335	1
3_MACS_peak_20827_lociStitched	chr6	27804440	27807782	3	3280	13053.5178	339	1
3_MACS_peak_16280_lociStitched	chr22	24185672	24189047	3	3360	11629.9125	345	1
3_MACS_peak_1660_lociStitched	chr1	154945398	154948847	3	3218	13659.0747	349	1
3_MACS_peak_12196_lociStitched	chr19	16434374	16438096	3	3363	11199.8702	350	1
1_MACS_peak_15831_lociStitched	chr21	11168409	11171540	1	3132	14594.5303	352	1
1_MACS_peak_819_lociStitched	chr1	51442001	51445165	1	3165	14168.7084	353	1
2_MACS_peak_19668_lociStitched	chr5	76011060	76014431	2	3340	11354.8764	355	1
3_MACS_peak_13318_lociStitched	chr2	10260472	10263948	3	3294	12017.5748	356	1
2_MACS_peak_21602_lociStitched	chr6	119668784	119672127	2	3316	11543.379	359	1
2_MACS_peak_21277_lociStitched	chr6	73329554	73333343	2	3340	10924.0659	362	1
1_MACS_peak_2490_lociStitched	chr1	229476492	229479702	1	3211	12796.986	363	1
1_MACS_peak_21704_lociStitched	chr6	139694128	139697420	1	3293	11115.438	372	1
1_MACS_peak_7804_lociStitched	chr15	40985443	40988409	1	2967	15337.7792	378	1
2_MACS_peak_15456_lociStitched	chr20	42378578	42381966	2	3159	12721.94	386	1
1_MACS_peak_24839_lociStitched	chr9	73033216	73036323	1	3108	13356.6823	387	1
3_MACS_peak_21551_lociStitched	chr6	111803028	111806560	3	3224	11544.342	390	1
3_MACS_peak_35_lociStitched	chr1	1446304	1449594	3	3242	11091.577	393	1
2_MACS_peak_7178_lociStitched	chr14	64969642	64972785	2	3078	13235.173	401	1
1_MACS_peak_1640_lociStitched	chr1	154579487	154582534	1	3048	13218.4954	410	1
2_MACS_peak_1902_lociStitched	chr1	167188915	167192024	2	2913	14820.2921	414	1
2_MACS_peak_21396_lociStitched	chr6	91004346	91007436	2	3076	12660.039	415	1
3_MACS_peak_4859_lociStitched	chr11	122932045	122936111	3	3145	11422.6138	418	1
2_MACS_peak_2636_lociStitched	chr1	245025724	245028690	2	2939	14267.0532	421	1
3_MACS_peak_19916_lociStitched	chr5	126111401	126114760	3	3055	12048.0612	433	1
3_MACS_peak_815_lociStitched	chr1	51433693	51436948	3	3039	12201.693	435	1
2_MACS_peak_5284_lociStitched	chr12	31476501	31479740	2	3110	11023.2887	437	1
2_MACS_peak_4257_lociStitched	chr11	65148019	65151047	2	3005	12243.718	448	1
2_MACS_peak_24067_lociStitched	chr8	101962898	101965994	2	3040	11695.7592	449	1
2_MACS_peak_18952_lociStitched	chr4	129731056	129734118	2	3051	11468.721	451	1
2_MACS_peak_17765_lociStitched	chr3	135913520	135916544	2	2981	12004.6752	464	1
2_MACS_peak_25058_lociStitched	chr9	100744873	100747904	2	2981	11896.3719	467	1
2_MACS_peak_16862_lociStitched	chr3	9437593	9440715	2	2954	11180.5064	493	1
