REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MOLP.8.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
7_MACS_peak_12838_lociStitched	chr19	48438222	48447357	7	8307	26085.906	27	1	SNAR-C4	SNAR-A12,SNAR-C5,SNAR-A2,SNAR-A7,SNAR-C2,SNAR-A13,SNAR-C3,SNAR-C1,SULT2A1,BSPH1	SNAR-C4	SNAR-C3	4.3417	27	1
1_MACS_peak_14333_lociStitched	chr2	133024755	133027288	1	2534	25221.5876	28	1		MIR663B,ANKRD30BL	ANKRD30BL	MIR663B	1.0538	28	1
4_MACS_peak_1714_lociStitched	chr1	155944061	155951807	4	7227	24785.6508	29	1	ARHGEF2	RXFP4,SCARNA4,KIAA0907,SSR2	ARHGEF2	RXFP4	1.935	29	1
5_MACS_peak_9964_lociStitched	chr17	16888736	16895304	5	6209	24126.2344	30	1		TNFRSF13B	TNFRSF13B	TNFRSF13B	0.7171	30	1
2_MACS_peak_1760_lociStitched	chr1	156716530	156722495	2	5950	24118.2845	31	1	HDGF	C1orf66,PRCC,CRABP2,ISG20L2,MRPL24	HDGF	HDGF	1.7109	31	1
2_MACS_peak_1624_lociStitched	chr1	154297267	154301822	2	4546	24046.756	32	1	AQP10,ATP8B2		ATP8B2	ATP8B2	1.3513	32	1
6_MACS_peak_10456_lociStitched	chr17	43298616	43307847	6	8519	23593.5129	33	1	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	0.8816	33	1
4_MACS_peak_24249_lociStitched	chr8	126441215	126447926	4	6316	23591.1783	34	1	TRIB1		TRIB1	TRIB1	1.5464	34	1
1_MACS_peak_20966_lociStitched	chr6	32935670	32939834	1	4165	23498.2848	35	1	BRD2	BRD2,HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	1.2863	35	1
1_MACS_peak_10680_lociStitched	chr17	56411986	56417625	1	5640	23101.2913	36	1		BZRAP1,MIR142,SUPT4H1	MIR142	MIR142	1.5978	36	1
4_MACS_peak_2562_lociStitched	chr1	234742970	234748827	4	5490	22848.7427	37	1	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	1.9405	37	1
6_MACS_peak_5351_lociStitched	chr12	48200833	48208664	6	7109	22676.2267	38	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	0.8502	38	1
1_MACS_peak_740_lociStitched	chr1	44297255	44303005	1	5751	22611.875	39	1	ST3GAL3		ARTN	ARTN	NONE	39	1
4_MACS_peak_4299_lociStitched	chr11	65353606	65359532	4	5787	22387.2428	40	1	EHBP1L1	SSSCA1,FAM89B,PCNXL3,SIPA1,LTBP3,KCNK7,MAP3K11	KCNK7	FAM89B	1.7561	40	1
3_MACS_peak_6197_lociStitched	chr12	125400914	125406344	3	5155	22213.044	41	1		UBC	UBC	UBC	1.9437	41	1
2_MACS_peak_12818_lociStitched	chr19	48411643	48415566	2	3810	22179.4651	42	1		SNAR-A12,SNAR-C5,SNAR-A2,SNAR-A7,SNAR-C2,SNAR-C4,SNAR-A13,SNAR-C3,SNAR-C1,SULT2A1	SNAR-A12	SNAR-C3	4.3417	42	1
6_MACS_peak_6085_lociStitched	chr12	122235188	122243487	6	7659	21824.7102	43	1	SETD1B,LOC338799	RHOF	LOC338799	LOC338799	1.5522	43	1
8_MACS_peak_18534_lociStitched	chr4	40193908	40202531	8	7574	21779.9734	44	1	RHOH		RHOH	RHOH	0.5463	44	1
3_MACS_peak_12185_lociStitched	chr19	16186364	16191011	3	4473	21747.0306	45	1	TPM4	FLJ25328,RAB8A	TPM4	TPM4	0.6407	45	1
10_MACS_peak_11391_lociStitched	chr18	42287821	42298590	10	9528	21672.6125	46	1	SETBP1		SETBP1	SETBP1	0.5337	46	1
3_MACS_peak_1648_lociStitched	chr1	154828311	154834519	3	6029	21493.9584	47	1	KCNN3		KCNN3	KCNN3	0.4855	47	1
4_MACS_peak_16044_lociStitched	chr21	44580562	44587802	4	6543	21090.12	48	1		CRYAA	CRYAA	CRYAA	1.0311	48	1
3_MACS_peak_5159_lociStitched	chr12	12866587	12873280	3	6392	21003.9726	49	1	CDKN1B	APOLD1,MIR613,GPR19	CDKN1B	CDKN1B	2.6349	49	1
3_MACS_peak_1665_lociStitched	chr1	154971156	154977388	3	6147	20860.3736	50	1	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	MIR4258	1.8201	50	1
2_MACS_peak_6127_lociStitched	chr12	123370476	123374362	2	3856	20302.7956	51	1	VPS37B		VPS37B	VPS37B	1.8172	51	1
3_MACS_peak_20479_lociStitched	chr6	315682	321467	3	5550	20283.367	52	1	DUSP22		DUSP22	DUSP22	1.767	52	1
2_MACS_peak_25099_lociStitched	chr9	108018192	108023922	2	5684	20202.261	53	1	SLC44A1		SLC44A1	SLC44A1	0.4118	53	1
2_MACS_peak_226_lociStitched	chr1	11626236	11631726	2	5395	20200.455	54	1			FBXO44	FBXO44	NONE	54	1
4_MACS_peak_20043_lociStitched	chr5	138723351	138730946	4	7368	20199.662	55	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	1.8457	55	1
3_MACS_peak_3644_lociStitched	chr11	267528	272897	3	5055	20024.7593	56	1		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	ATHL1	0.4095	56	1
4_MACS_peak_1707_lociStitched	chr1	155910373	155917517	4	6745	19936.7608	57	1	RXFP4,ARHGEF2	RIT1,SNORA42,SCARNA4,KIAA0907	RXFP4	RXFP4	1.935	57	1
5_MACS_peak_21504_lociStitched	chr6	108878582	108884089	5	5153	19749.7541	58	1	FOXO3		FOXO3	FOXO3	0.3978	58	1
2_MACS_peak_8749_lociStitched	chr16	4663727	4667698	2	3801	19399.1292	59	1	FAM100A	MGRN1	FAM100A	FAM100A	1.3973	59	1
2_MACS_peak_13013_lociStitched	chr19	50637135	50641590	2	4436	19325.3445	60	1		SNAR-B1,SNAR-B2,SNAR-D,IZUMO2	SNAR-B1	SNAR-B1	2.8682	60	1
4_MACS_peak_9464_lociStitched	chr16	81684944	81691696	4	6283	19293.84	61	1	CMIP		PLCG2	PLCG2	NONE	61	1
1_MACS_peak_4224_lociStitched	chr11	64630298	64634439	1	4142	19128.9354	62	1	EHD1	CDC42BPG,MIR192,MIR194-2	EHD1	EHD1	1.1207	62	1
10_MACS_peak_18636_lociStitched	chr4	71538501	71548306	10	8101	18958.948	63	1		ENAM,UTP3,RUFY3,IGJ	UTP3	IGJ	0.8543	63	1
3_MACS_peak_21135_lociStitched	chr6	43138096	43143154	3	4501	18926.5302	64	1	SRF	CUL9	SRF	SRF	1.1682	64	1
1_MACS_peak_1472_lociStitched	chr1	149222291	149225458	1	3168	18894.0053	65	1			LOC388692	LOC388692	NONE	65	1
1_MACS_peak_22963_lociStitched	chr7	104652347	104656000	1	3654	18793.5891	66	1	MLL5,LOC100216545		LOC100216545	LOC100216545	1.6955	66	1
4_MACS_peak_12205_lociStitched	chr19	16473400	16479935	4	5973	18753.4895	67	1	EPS15L1	KLF2	KLF2	KLF2	1.2474	67	1
1_MACS_peak_1963_lociStitched	chr1	174125027	174129833	1	4807	18686.2086	68	1	RABGAP1L		RABGAP1L	RABGAP1L	0.1714	68	1
5_MACS_peak_19481_lociStitched	chr5	43036639	43043600	5	6344	18681.9318	69	1	LOC153684,C5orf39	LOC648987,LOC100132356	C5orf39	C5orf39	1.71	69	1
6_MACS_peak_16362_lociStitched	chr22	29213365	29220858	6	6775	18630.5952	70	1		CCDC117,XBP1	XBP1	XBP1	1.7842	70	1
4_MACS_peak_22168_lociStitched	chr7	22481555	22487512	4	5609	18590.6056	71	1	MGC87042		MGC87042	MGC87042	0.4105	71	1
4_MACS_peak_14949_lociStitched	chr2	236407277	236413194	4	5354	18586.4804	72	1	AGAP1		AGAP1	AGAP1	0.147	72	1
1_MACS_peak_12555_lociStitched	chr19	39892085	39895972	1	3888	18380.4569	73	1		MED29,ZFP36,PLEKHG2,SUPT5H,PAF1,RPS16	ZFP36	ZFP36	2.3923	73	1
3_MACS_peak_7409_lociStitched	chr14	91837649	91843754	3	5924	18351.63	74	1	CCDC88C		CCDC88C	CCDC88C	0.5547	74	1
2_MACS_peak_2638_lociStitched	chr1	245132749	245136119	2	3141	18173.736	75	1	EFCAB2		EFCAB2	EFCAB2	0.2493	75	1
4_MACS_peak_22479_lociStitched	chr7	55599860	55605837	4	5574	18067.2756	76	1	VOPP1		VOPP1	VOPP1	0.6859	76	1
3_MACS_peak_20475_lociStitched	chr6	303366	307849	3	4243	18018.0736	77	1	DUSP22		DUSP22	DUSP22	1.767	77	1
1_MACS_peak_6546_lociStitched	chr13	50697248	50700680	1	3433	17965.8336	78	1	DLEU2	DLEU1,ST13P4	DLEU2	DLEU1	0.4093	78	1
1_MACS_peak_1793_lociStitched	chr1	160230940	160233835	1	2896	17882.415	79	1	DCAF8	PEX19	DCAF8	DCAF8	0.5353	79	1
4_MACS_peak_7344_lociStitched	chr14	81421285	81427879	4	5832	17785.9962	80	1	TSHR	C14orf145	TSHR	TSHR	0.1919	80	1
3_MACS_peak_12101_lociStitched	chr19	13260583	13265535	3	4812	17757.3768	81	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	IER2	1.4059	81	1
1_MACS_peak_2017_lociStitched	chr1	179850580	179853204	1	2625	17741.1264	82	1	TOR1AIP1	TOR1AIP2	TOR1AIP1	TOR1AIP1	0.5214	82	1
2_MACS_peak_1975_lociStitched	chr1	174967749	174971357	2	3179	17736.928	83	1	CACYBP	MRPS14	CACYBP	CACYBP	1.0178	83	1
3_MACS_peak_13876_lociStitched	chr2	70312265	70316120	3	3673	17655.9	84	1	PCBP1,LOC400960	LOC100133985	LOC400960	LOC100133985	0.6636	84	1
2_MACS_peak_4166_lociStitched	chr11	62606241	62610513	2	4023	17606.6208	85	1	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	WDR74	1.7381	85	1
3_MACS_peak_1376_lociStitched	chr1	143911902	143916296	3	4158	17545.6814	86	1	SRGAP2P2,FAM72D		FAM72D	FAM72D	0.8325	86	1
3_MACS_peak_1326_lociStitched	chr1	118194834	118200001	3	5004	17505.2793	87	1		FAM46C	FAM46C	FAM46C	0.9279	87	1
4_MACS_peak_20485_lociStitched	chr6	325435	331065	4	5259	17500.855	88	1	DUSP22		DUSP22	DUSP22	1.767	88	1
2_MACS_peak_15287_lociStitched	chr20	29610868	29613129	2	2223	17473.2341	89	1	FRG1B		FRG1B	FRG1B	0.8828	89	1
4_MACS_peak_11482_lociStitched	chr18	49918062	49924473	4	6372	17377.0155	90	1	DCC		DCC	DCC	0.0959	90	1
4_MACS_peak_211_lociStitched	chr1	11022696	11030515	4	7571	17332.3773	91	1	C1orf127	TARDBP	C1orf127	C1orf127	0.6684	91	1
3_MACS_peak_15529_lociStitched	chr20	45984605	45990281	3	5278	17315.7732	92	1	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.3198	92	1
2_MACS_peak_1696_lociStitched	chr1	155531477	155534673	2	2909	17290.0404	93	1	LOC645676,ASH1L	MSTO1	ASH1L	MSTO1	0.6381	93	1
2_MACS_peak_4248_lociStitched	chr11	64899515	64903304	2	3779	17240.7078	94	1	SYVN1	ZFPL1,C11orf2,TM7SF2,MRPL49,SPDYC,CAPN1,CDCA5,ZNHIT2,FAU	SYVN1	ZNHIT2	1.714	94	1
3_MACS_peak_8532_lociStitched	chr15	101738009	101742892	3	4538	17236.5017	95	1	CHSY1		CHSY1	CHSY1	0.4747	95	1
2_MACS_peak_2222_lociStitched	chr1	205252934	205258312	2	5180	17177.332	96	1		NUAK2	NUAK2	NUAK2	0.2802	96	1
3_MACS_peak_4322_lociStitched	chr11	65655173	65660217	3	4891	16802.5728	97	1	CCDC85B,FIBP,FOSL1	MUS81,CTSW,DRAP1,CFL1,EFEMP2,C11orf68	CCDC85B	CFL1	2.3621	97	1
2_MACS_peak_2455_lociStitched	chr1	228269176	228272054	2	2851	16787.0862	98	1	ARF1	MIR3620,C1orf35,MRPL55	ARF1	MRPL55	1.1768	98	1
1_MACS_peak_1651_lociStitched	chr1	154908148	154911008	1	2861	16749.018	99	1	PMVK	CKS1B,MIR4258,FLAD1,PBXIP1,PYGO2,SHC1	PMVK	MIR4258	1.8201	99	1
2_MACS_peak_1992_lociStitched	chr1	178548147	178552249	2	4069	16739.8518	100	1		C1orf220	C1orf220	C1orf220	0.5862	100	1
9_MACS_peak_2396_lociStitched	chr1	226105981	226113003	9	5254	16727.1062	101	1	PYCR2	TMEM63A,LEFTY1,LEFTY2	PYCR2	PYCR2	1.5277	101	1
5_MACS_peak_1408_lociStitched	chr1	145434934	145439441	5	4000	16694.3787	102	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	TXNIP	1.4245	102	1
2_MACS_peak_6118_lociStitched	chr12	123354682	123358951	2	4144	16638.0006	103	1	VPS37B	HIP1R	VPS37B	VPS37B	1.8172	103	1
2_MACS_peak_2511_lociStitched	chr1	230256380	230261056	2	4666	16404.3432	104	1	GALNT2		GALNT2	GALNT2	0.3916	104	1
7_MACS_peak_7451_lociStitched	chr14	95980383	95986991	7	6226	16360.7472	105	1		GLRX5,C14orf49,SCARNA13,SNHG10	SCARNA13	SCARNA13	0.7701	105	1
2_MACS_peak_2418_lociStitched	chr1	226313519	226317188	2	3596	16321.5465	106	1			ACBD3	ACBD3	NONE	106	1
3_MACS_peak_21723_lociStitched	chr6	143265005	143269060	3	3973	16263.794	107	1	HIVEP2		HIVEP2	HIVEP2	0.3134	107	1
2_MACS_peak_20489_lociStitched	chr6	389099	394298	2	5122	16233.3576	108	1	IRF4		IRF4	IRF4	0.7722	108	1
3_MACS_peak_12786_lociStitched	chr19	47613895	47618071	3	4020	16199.1216	109	1	ZC3H4	SAE1	ZC3H4	ZC3H4	0.4117	109	1
3_MACS_peak_7693_lociStitched	chr15	29210827	29216971	3	5981	16139.6736	110	1	APBA2		APBA2	APBA2	0.2545	110	1
3_MACS_peak_16359_lociStitched	chr22	29194192	29198917	3	4699	16109.415	111	1	XBP1	CCDC117	XBP1	XBP1	1.7842	111	1
2_MACS_peak_1913_lociStitched	chr1	167596624	167601856	2	5222	16095.2016	112	1	RCSD1		RCSD1	RCSD1	0.6093	112	1
6_MACS_peak_5828_lociStitched	chr12	104318636	104325276	6	5708	15996.424	113	1	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	GNN	0.3078	113	1
2_MACS_peak_2239_lociStitched	chr1	206135288	206139094	2	3450	15956.2744	114	1	FAM72A		FAM72A	FAM72A	0.7894	114	1
2_MACS_peak_1921_lociStitched	chr1	167904398	167907257	2	2773	15870.0231	115	1	DCAF6,BRP44	ADCY10	DCAF6	DCAF6	0.2406	115	1
2_MACS_peak_53_lociStitched	chr1	1709199	1713324	2	4049	15825.975	116	1	NADK	SLC35E2,NADK	NADK	SLC35E2	0.7536	116	1
8_MACS_peak_25018_lociStitched	chr9	98268219	98275025	8	6166	15766.7796	117	1	PTCH1		PTCH1	PTCH1	0.4413	117	1
3_MACS_peak_1565_lociStitched	chr1	151253078	151255981	3	2639	15747.6138	118	1	ZNF687	PSMD4,PI4KB	ZNF687	ZNF687	1.1071	118	1
7_MACS_peak_3792_lociStitched	chr11	10323976	10331991	7	6912	15742.2615	119	1	ADM	SBF2	ADM	ADM	1.415	119	1
2_MACS_peak_1505_lociStitched	chr1	149831306	149834676	2	3241	15584.902	120	1	HIST2H4B	HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H3A,HIST2H2AA4,HIST2H2BC,HIST2H2BE,HIST2H2AB	HIST2H2BC	HIST2H3A	3.6187	120	1
7_MACS_peak_4460_lociStitched	chr11	69453000	69460670	7	6825	15540.187	121	1	CCND1	ORAOV1	CCND1	CCND1	0.9373	121	1
1_MACS_peak_1699_lociStitched	chr1	155657189	155659782	1	2594	15493.175	122	1	DAP3,YY1AP1	YY1AP1	YY1AP1	YY1AP1	0.5709	122	1
1_MACS_peak_21802_lociStitched	chr6	152128014	152131380	1	3367	15441.525	123	1	ESR1		ESR1	ESR1	0.2268	123	1
3_MACS_peak_1492_lociStitched	chr1	149802056	149805472	3	3381	15436.904	124	1	HIST2H4B	FCGR1A,HIST2H2BF,HIST2H3D,HIST2H3A,HIST2H2AA4,HIST2H2BC	HIST2H4B	HIST2H3A	3.6187	124	1
3_MACS_peak_13630_lociStitched	chr2	43451239	43455715	3	4319	15388.0404	125	1	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	1.6407	125	1
3_MACS_peak_8310_lociStitched	chr15	80323927	80328628	3	4630	15353.9361	126	1		ZFAND6	ZFAND6	ZFAND6	0.1536	126	1
1_MACS_peak_7804_lociStitched	chr15	40985443	40988409	1	2967	15337.7792	127	1	RAD51		RAD51	RAD51	0.4733	127	1
1_MACS_peak_19219_lociStitched	chr5	9968	11817	1	1850	15274.9588	128	1			PLEKHG4B	PLEKHG4B	NONE	128	1
4_MACS_peak_21369_lociStitched	chr6	90060814	90064994	4	3737	15247.804	129	1	UBE2J1	GABRR2	UBE2J1	UBE2J1	0.6794	129	1
2_MACS_peak_8162_lociStitched	chr15	69109511	69114233	2	4593	15241.1994	130	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.4387	130	1
1_MACS_peak_2060_lociStitched	chr1	183439925	183442446	1	2522	15189.025	131	1	SMG7		SMG7	SMG7	0.3155	131	1
2_MACS_peak_10810_lociStitched	chr17	65643796	65649184	2	5270	15172.608	132	1	PITPNC1		NOL11	NOL11	NONE	132	1
3_MACS_peak_309_lociStitched	chr1	17230232	17233214	3	2884	15159.2952	133	1		CROCC	CROCC	CROCC	0.245	133	1
4_MACS_peak_21188_lociStitched	chr6	45387165	45392575	4	4892	15132.311	134	1	RUNX2	SUPT3H	RUNX2	RUNX2	0.2126	134	1
4_MACS_peak_20066_lociStitched	chr5	139014241	139019096	4	4376	15120.8975	135	1		CXXC5	CXXC5	CXXC5	0.6986	135	1
3_MACS_peak_5162_lociStitched	chr12	12875849	12879436	3	3230	15117.7702	136	1	APOLD1	CDKN1B,MIR613,GPR19	APOLD1	CDKN1B	2.6349	136	1
3_MACS_peak_2723_lociStitched	chr10	3824727	3828451	3	3508	15114.5988	137	1	KLF6		KLF6	KLF6	0.9188	137	1
1_MACS_peak_2184_lociStitched	chr1	203258273	203261054	1	2782	15096.6585	138	1		BTG2,LOC730227	LOC730227	LOC730227	1.5106	138	1
2_MACS_peak_25096_lociStitched	chr9	108006193	108010334	2	4137	14937.0011	139	1	SLC44A1		SLC44A1	SLC44A1	0.4118	139	1
5_MACS_peak_14098_lociStitched	chr2	99099847	99106747	5	5909	14899.17	140	1	INPP4A		INPP4A	INPP4A	0.4633	140	1
3_MACS_peak_12605_lociStitched	chr19	41768472	41772359	3	3469	14838.6225	141	1	HNRNPUL1	AXL,CCDC97	HNRNPUL1	HNRNPUL1	0.5379	141	1
2_MACS_peak_1902_lociStitched	chr1	167188915	167192024	2	2913	14820.2921	142	1	POU2F1		POU2F1	POU2F1	0.2228	142	1
4_MACS_peak_19412_lociStitched	chr5	32581445	32586666	4	4528	14809.3665	143	1	SUB1		SUB1	SUB1	0.6617	143	1
2_MACS_peak_5101_lociStitched	chr12	7067408	7072123	2	4715	14762.665	144	1	PTPN6	ENO2,ATN1,C12orf57,MIR200C,MIR141,EMG1,SCARNA12,PHB2	MIR200C	MIR200C	1.6021	144	1
2_MACS_peak_12285_lociStitched	chr19	18390541	18393865	2	2836	14651.5272	145	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	JUND	JUND	1.3629	145	1
3_MACS_peak_6179_lociStitched	chr12	124937039	124942776	3	5150	14637.9555	146	1	NCOR2		NCOR2	NCOR2	0.2971	146	1
3_MACS_peak_22958_lociStitched	chr7	104581374	104586133	3	4671	14614.4131	147	1		LOC723809	LOC723809	LOC723809	0.366	147	1
1_MACS_peak_15831_lociStitched	chr21	11168409	11171540	1	3132	14594.5303	148	1			BAGE	BAGE	NONE	148	1
5_MACS_peak_13815_lociStitched	chr2	65212010	65218011	5	5457	14571.6282	149	1	SLC1A4		SLC1A4	SLC1A4	0.4563	149	1
3_MACS_peak_5712_lociStitched	chr12	89744333	89748884	3	4240	14528.6124	150	1	DUSP6		DUSP6	DUSP6	1.5007	150	1
1_MACS_peak_2635_lociStitched	chr1	244996999	244999800	1	2802	14494.6148	151	1	FAM36A	NCRNA00201,HNRNPU	FAM36A	FAM36A	0.8903	151	1
4_MACS_peak_5886_lociStitched	chr12	109026212	109031384	4	4698	14475.3936	152	1	SELPLG	TMEM119	SELPLG	SELPLG	0.9784	152	1
9_MACS_peak_14081_lociStitched	chr2	99076532	99083722	9	6267	14472.032	153	1	INPP4A		INPP4A	INPP4A	0.4633	153	1
2_MACS_peak_22420_lociStitched	chr7	47533476	47538174	2	4344	14457.1554	154	1	TNS3		TNS3	TNS3	0.1857	154	1
2_MACS_peak_11116_lociStitched	chr17	79478221	79482574	2	4263	14450.2188	155	1	ACTG1	FSCN2,C17orf70	ACTG1	ACTG1	1.277	155	1
6_MACS_peak_18005_lociStitched	chr3	171814834	171821932	6	6116	14443.7202	156	1	FNDC3B		FNDC3B	FNDC3B	0.2504	156	1
1_MACS_peak_1526_lociStitched	chr1	150335947	150338444	1	2498	14402.696	157	1	RPRD2	PRPF3	RPRD2	RPRD2	0.3078	157	1
4_MACS_peak_24404_lociStitched	chr8	142425869	142431866	4	5624	14396.9979	158	1		PTP4A3,GPR20	PTP4A3	PTP4A3	0.8328	158	1
1_MACS_peak_2015_lociStitched	chr1	179799447	179802804	1	3358	14347.818	159	1		TOR1AIP1,TOR1AIP2	TOR1AIP2	TOR1AIP1	0.5214	159	1
3_MACS_peak_13254_lociStitched	chr2	2873572	2877913	3	4300	14318.3544	160	1			TSSC1	TSSC1	NONE	160	1
2_MACS_peak_14679_lociStitched	chr2	201980414	201984467	2	4026	14283.5826	161	1	CFLAR	NDUFB3,FAM126B	CFLAR	CFLAR	0.6145	161	1
3_MACS_peak_11388_lociStitched	chr18	42259043	42263472	3	4345	14273.7812	162	1	SETBP1		SETBP1	SETBP1	0.5337	162	1
