REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MOLP.8.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
4_MACS_peak_24404_lociStitched	chr8	142425869	142431866	4	5624	14396.9979	62	1		PTP4A3,GPR20	PTP4A3	62	1
6_MACS_peak_4719_lociStitched	chr11	111237542	111243825	6	5619	12878.2651	63	1	POU2AF1		POU2AF1	63	1
4_MACS_peak_22168_lociStitched	chr7	22481555	22487512	4	5609	18590.6056	64	1	MGC87042		MGC87042	64	1
5_MACS_peak_14878_lociStitched	chr2	231732517	231738951	5	5592	12512.8432	65	1	ITM2C		ITM2C	65	1
4_MACS_peak_22479_lociStitched	chr7	55599860	55605837	4	5574	18067.2756	66	1	VOPP1		VOPP1	66	1
3_MACS_peak_20479_lociStitched	chr6	315682	321467	3	5550	20283.367	67	1	DUSP22		DUSP22	67	1
6_MACS_peak_6075_lociStitched	chr12	122145442	122151829	6	5513	13033.9509	68	1	TMEM120B	MORN3	TMEM120B	68	1
4_MACS_peak_2562_lociStitched	chr1	234742970	234748827	4	5490	22848.7427	69	1	IRF2BP2	NCRNA00184	IRF2BP2	69	1
4_MACS_peak_21481_lociStitched	chr6	106611240	106617320	4	5478	13701.28	70	1			PRDM1	70	1
5_MACS_peak_13815_lociStitched	chr2	65212010	65218011	5	5457	14571.6282	71	1	SLC1A4		SLC1A4	71	1
7_MACS_peak_12074_lociStitched	chr19	12899409	12905016	7	5409	14106.0906	72	1	JUNB	BEST2,RNASEH2A,MAST1,HOOK2,PRDX2,RTBDN	JUNB	72	1
3_MACS_peak_1501_lociStitched	chr1	149820843	149826350	3	5404	34366.4335	73	1	HIST2H2AA4,HIST2H3A,HIST2H2BC	HIST2H4B,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	73	1
2_MACS_peak_226_lociStitched	chr1	11626236	11631726	2	5395	20200.455	74	1			FBXO44	74	1
4_MACS_peak_14949_lociStitched	chr2	236407277	236413194	4	5354	18586.4804	75	1	AGAP1		AGAP1	75	1
3_MACS_peak_15529_lociStitched	chr20	45984605	45990281	3	5278	17315.7732	76	1	ZMYND8	LOC100131496	ZMYND8	76	1
2_MACS_peak_10810_lociStitched	chr17	65643796	65649184	2	5270	15172.608	77	1	PITPNC1		NOL11	77	1
4_MACS_peak_20485_lociStitched	chr6	325435	331065	4	5259	17500.855	78	1	DUSP22		DUSP22	78	1
9_MACS_peak_2759_lociStitched	chr10	5943109	5949256	9	5257	10998.8271	79	1	FBXO18	ANKRD16	FBXO18	79	1
9_MACS_peak_2396_lociStitched	chr1	226105981	226113003	9	5254	16727.1062	80	1	PYCR2	TMEM63A,LEFTY1,LEFTY2	PYCR2	80	1
4_MACS_peak_1754_lociStitched	chr1	156629971	156635729	4	5253	14208.4408	81	1		HAPLN2,BCAN,NES,CRABP2	NES	81	1
5_MACS_peak_9587_lociStitched	chr16	88846629	88852456	5	5237	11695.9544	82	1	FAM38A	CDT1,APRT	FAM38A	82	1
5_MACS_peak_21605_lociStitched	chr6	119762175	119768298	5	5237	10674.2259	83	1			MAN1A1	83	1
2_MACS_peak_1913_lociStitched	chr1	167596624	167601856	2	5222	16095.2016	84	1	RCSD1		RCSD1	84	1
3_MACS_peak_1315_lociStitched	chr1	118172671	118178125	3	5202	14220.7596	85	1		FAM46C	FAM46C	85	1
4_MACS_peak_22795_lociStitched	chr7	92461452	92466821	4	5197	12719.161	86	1	CDK6		CDK6	86	1
5_MACS_peak_22657_lociStitched	chr7	73241220	73246942	5	5183	13704.19	87	1	CLDN4	WBSCR28,WBSCR27	CLDN4	87	1
2_MACS_peak_2222_lociStitched	chr1	205252934	205258312	2	5180	17177.332	88	1		NUAK2	NUAK2	88	1
3_MACS_peak_6197_lociStitched	chr12	125400914	125406344	3	5155	22213.044	89	1		UBC	UBC	89	1
5_MACS_peak_21504_lociStitched	chr6	108878582	108884089	5	5153	19749.7541	90	1	FOXO3		FOXO3	90	1
3_MACS_peak_6179_lociStitched	chr12	124937039	124942776	3	5150	14637.9555	91	1	NCOR2		NCOR2	91	1
2_MACS_peak_20489_lociStitched	chr6	389099	394298	2	5122	16233.3576	92	1	IRF4		IRF4	92	1
7_MACS_peak_13506_lociStitched	chr2	31474697	31480789	7	5109	11434.0748	93	1	EHD3	CAPN14	EHD3	93	1
5_MACS_peak_11780_lociStitched	chr19	2697210	2702677	5	5098	12220.3851	94	1	GNG7	DIRAS1,SLC39A3	GNG7	94	1
3_MACS_peak_3644_lociStitched	chr11	267528	272897	3	5055	20024.7593	95	1		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	95	1
6_MACS_peak_4962_lociStitched	chr11	132225611	132231340	6	5028	14015.9985	96	1			NTM	96	1
4_MACS_peak_25685_lociStitched	chrX	40030653	40036502	4	5020	12292.2584	97	1	BCOR		BCOR	97	1
3_MACS_peak_1326_lociStitched	chr1	118194834	118200001	3	5004	17505.2793	98	1		FAM46C	FAM46C	98	1
5_MACS_peak_21871_lociStitched	chr6	158181315	158186446	5	4998	14146.167	99	1			SNX9	99	1
4_MACS_peak_19291_lociStitched	chr5	6478807	6484802	4	4956	12820.907	100	1	UBE2QL1		UBE2QL1	100	1
6_MACS_peak_4293_lociStitched	chr11	65339397	65345310	6	4935	11951.9469	101	1	FAM89B,EHBP1L1	SCYL1,SSSCA1,PCNXL3,LTBP3,KCNK7,MAP3K11	EHBP1L1	101	1
2_MACS_peak_16237_lociStitched	chr22	23234496	23239781	2	4915	13194.531	102	1	IGLL5		IGLL5	102	1
4_MACS_peak_21188_lociStitched	chr6	45387165	45392575	4	4892	15132.311	103	1	RUNX2	SUPT3H	RUNX2	103	1
3_MACS_peak_4322_lociStitched	chr11	65655173	65660217	3	4891	16802.5728	104	1	CCDC85B,FIBP,FOSL1	MUS81,CTSW,DRAP1,CFL1,EFEMP2,C11orf68	CCDC85B	104	1
3_MACS_peak_4317_lociStitched	chr11	65624554	65629633	3	4884	29415.5364	105	1	MUS81,CFL1	SNX32,CTSW,CCDC85B,EFEMP2,FIBP,FOSL1	MUS81	105	1
4_MACS_peak_16909_lociStitched	chr3	13053360	13058612	4	4883	13345.8572	106	1	IQSEC1	IQSEC1	IQSEC1	106	1
2_MACS_peak_1507_lociStitched	chr1	149856008	149861023	2	4878	31073.943	107	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	107	1
7_MACS_peak_20651_lociStitched	chr6	16728187	16734197	7	4838	10711.623	108	1	ATXN1		ATXN1	108	1
5_MACS_peak_8084_lociStitched	chr15	65183390	65188510	5	4817	13349.888	109	1		PLEKHO2,ANKDD1A	ANKDD1A	109	1
3_MACS_peak_12101_lociStitched	chr19	13260583	13265535	3	4812	17757.3768	110	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	110	1
1_MACS_peak_1963_lociStitched	chr1	174125027	174129833	1	4807	18686.2086	111	1	RABGAP1L		RABGAP1L	111	1
2_MACS_peak_19150_lociStitched	chr4	185302429	185307261	2	4785	14144.2304	112	1			IRF2	112	1
4_MACS_peak_1496_lociStitched	chr1	149810596	149815558	4	4782	34186.1952	113	1	HIST2H3A,HIST2H2AA4	HIST2H4B,HIST2H2AC,HIST2H2BF,HIST2H3D,HIST2H2BC,HIST2H2BE,HIST2H2AB	HIST2H3A	113	1
1_MACS_peak_4455_lociStitched	chr11	69061704	69066467	1	4764	13565.9766	114	1	MYEOV		MYEOV	114	1
5_MACS_peak_12724_lociStitched	chr19	45952835	45957823	5	4740	11805.0996	115	1		CD3EAP,FOSB,PPM1N,PPP1R13L,ERCC1,RTN2	FOSB	115	1
2_MACS_peak_2376_lociStitched	chr1	224931284	224936020	2	4736	12151.6288	116	1			CNIH3	116	1
4_MACS_peak_25678_lociStitched	chrX	39964249	39969074	4	4721	8845.19	117	1	BCOR	BCOR	BCOR	117	1
2_MACS_peak_5101_lociStitched	chr12	7067408	7072123	2	4715	14762.665	118	1	PTPN6	ENO2,ATN1,C12orf57,MIR200C,MIR141,EMG1,SCARNA12,PHB2	MIR200C	118	1
5_MACS_peak_14419_lociStitched	chr2	158295831	158301488	5	4706	11487.1042	119	1	CYTIP		CYTIP	119	1
3_MACS_peak_16359_lociStitched	chr22	29194192	29198917	3	4699	16109.415	120	1	XBP1	CCDC117	XBP1	120	1
4_MACS_peak_5886_lociStitched	chr12	109026212	109031384	4	4698	14475.3936	121	1	SELPLG	TMEM119	SELPLG	121	1
3_MACS_peak_12772_lociStitched	chr19	47217081	47222528	3	4678	10822.6443	122	1	PRKD2	FKRP,MIR320E,STRN4	PRKD2	122	1
3_MACS_peak_22958_lociStitched	chr7	104581374	104586133	3	4671	14614.4131	123	1		LOC723809	LOC723809	123	1
2_MACS_peak_2511_lociStitched	chr1	230256380	230261056	2	4666	16404.3432	124	1	GALNT2		GALNT2	124	1
3_MACS_peak_8310_lociStitched	chr15	80323927	80328628	3	4630	15353.9361	125	1		ZFAND6	ZFAND6	125	1
2_MACS_peak_14563_lociStitched	chr2	177625619	177630499	2	4613	11235.224	126	1			MIR1246	126	1
2_MACS_peak_8162_lociStitched	chr15	69109511	69114233	2	4593	15241.1994	127	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	127	1
3_MACS_peak_15686_lociStitched	chr20	56253719	56258392	3	4588	12227.8391	128	1	PMEPA1		PMEPA1	128	1
7_MACS_peak_7234_lociStitched	chr14	70315678	70320978	7	4563	9616.32	129	1		SMOC1	SMOC1	129	1
6_MACS_peak_1634_lociStitched	chr1	154571813	154576979	6	4562	10500.4116	130	1	ADAR	CHRNB2,UBE2Q1	ADAR	130	1
4_MACS_peak_26010_lociStitched	chrX	118888782	118893982	4	4552	8691.8	131	1	ANKRD58	SNORA69,RPL39	ANKRD58	131	1
2_MACS_peak_1624_lociStitched	chr1	154297267	154301822	2	4546	24046.756	132	1	AQP10,ATP8B2		ATP8B2	132	1
4_MACS_peak_17333_lociStitched	chr3	55518343	55523180	4	4539	13416.8706	133	1	WNT5A		WNT5A	133	1
3_MACS_peak_8532_lociStitched	chr15	101738009	101742892	3	4538	17236.5017	134	1	CHSY1		CHSY1	134	1
7_MACS_peak_10981_lociStitched	chr17	74782444	74788468	7	4534	8651.6688	135	1		MFSD11,MIR636,SRSF2	MFSD11	135	1
4_MACS_peak_19412_lociStitched	chr5	32581445	32586666	4	4528	14809.3665	136	1	SUB1		SUB1	136	1
3_MACS_peak_13387_lociStitched	chr2	20405154	20409729	3	4527	10435.1175	137	1	SDC1		SDC1	137	1
5_MACS_peak_18103_lociStitched	chr3	186714253	186719194	5	4527	10666.1367	138	1	ST6GAL1	ST6GAL1	ST6GAL1	138	1
3_MACS_peak_21135_lociStitched	chr6	43138096	43143154	3	4501	18926.5302	139	1	SRF	CUL9	SRF	139	1
5_MACS_peak_1200_lociStitched	chr1	111173552	111178631	5	4496	10518.609	140	1		KCNA2,KCNA3	KCNA2	140	1
4_MACS_peak_14793_lociStitched	chr2	219260877	219265697	4	4479	12125.674	141	1	SLC11A1,CTDSP1	C2orf62,MIR26B,VIL1	CTDSP1	141	1
3_MACS_peak_12185_lociStitched	chr19	16186364	16191011	3	4473	21747.0306	142	1	TPM4	FLJ25328,RAB8A	TPM4	142	1
6_MACS_peak_7182_lociStitched	chr14	65433696	65439451	6	4453	9480.787	143	1	RAB15	FNTB,GPX2	RAB15	143	1
2_MACS_peak_13013_lociStitched	chr19	50637135	50641590	2	4436	19325.3445	144	1		SNAR-B1,SNAR-B2,SNAR-D,IZUMO2	SNAR-B1	144	1
4_MACS_peak_4762_lociStitched	chr11	115091580	115096417	4	4419	12443.1825	145	1	CADM1		CADM1	145	1
1_MACS_peak_9605_lociStitched	chr16	89041447	89045850	1	4404	11890.7418	146	1	CBFA2T3	CBFA2T3	CBFA2T3	146	1
7_MACS_peak_19750_lociStitched	chr5	90675202	90680072	7	4389	10143.723	147	1	LOC100129716,ARRDC3		LOC100129716	147	1
4_MACS_peak_9241_lociStitched	chr16	66555082	66559639	4	4387	11330.5248	148	1	TK2	CKLF,CMTM1	TK2	148	1
4_MACS_peak_15318_lociStitched	chr20	31258825	31264100	4	4382	10637.0375	149	1		C20orf203	C20orf203	149	1
4_MACS_peak_20066_lociStitched	chr5	139014241	139019096	4	4376	15120.8975	150	1		CXXC5	CXXC5	150	1
2_MACS_peak_11169_lociStitched	chr17	80290128	80294947	2	4360	12942.8702	151	1	SECTM1	TEX19,UTS2R,CD7	SECTM1	151	1
3_MACS_peak_1551_lociStitched	chr1	150976837	150981676	3	4355	13300.9593	152	1	PRUNE,FAM63A	ANXA9,BNIPL,C1orf56,LASS2	FAM63A	152	1
5_MACS_peak_10648_lociStitched	chr17	55553449	55558507	5	4347	10235.3688	153	1	MSI2		MSI2	153	1
3_MACS_peak_11388_lociStitched	chr18	42259043	42263472	3	4345	14273.7812	154	1	SETBP1		SETBP1	154	1
2_MACS_peak_22420_lociStitched	chr7	47533476	47538174	2	4344	14457.1554	155	1	TNS3		TNS3	155	1
6_MACS_peak_24156_lociStitched	chr8	119574996	119580099	6	4321	10825.5042	156	1	SAMD12		SAMD12	156	1
3_MACS_peak_13630_lociStitched	chr2	43451239	43455715	3	4319	15388.0404	157	1	LOC100129726,ZFP36L2		ZFP36L2	157	1
3_MACS_peak_13254_lociStitched	chr2	2873572	2877913	3	4300	14318.3544	158	1			TSSC1	158	1
3_MACS_peak_18685_lociStitched	chr4	77117781	77122225	3	4291	10662.9336	159	1	SCARB2	NUP54	SCARB2	159	1
1_MACS_peak_13984_lociStitched	chr2	86262358	86266645	1	4288	12435.7296	160	1	POLR1A	LOC90784	LOC90784	160	1
4_MACS_peak_18995_lociStitched	chr4	144276328	144281437	4	4288	9053.6589	161	1	GAB1		GAB1	161	1
2_MACS_peak_18973_lociStitched	chr4	141071449	141075775	2	4286	12976.7022	162	1	MAML3		MAML3	162	1
4_MACS_peak_19143_lociStitched	chr4	185186566	185191464	4	4278	9786.6938	163	1		ENPP6	ENPP6	163	1
2_MACS_peak_11116_lociStitched	chr17	79478221	79482574	2	4263	14450.2188	164	1	ACTG1	FSCN2,C17orf70	ACTG1	164	1
4_MACS_peak_14693_lociStitched	chr2	202121611	202126777	4	4261	12010.4334	165	1	CASP8		CASP8	165	1
3_MACS_peak_20475_lociStitched	chr6	303366	307849	3	4243	18018.0736	166	1	DUSP22		DUSP22	166	1
3_MACS_peak_5712_lociStitched	chr12	89744333	89748884	3	4240	14528.6124	167	1	DUSP6		DUSP6	167	1
1_MACS_peak_12882_lociStitched	chr19	48948008	48952240	1	4233	11155.1288	168	1	GRIN2D,GRWD1	KCNJ14,CYTH2	GRWD1	168	1
3_MACS_peak_23333_lociStitched	chr7	155536324	155540886	3	4233	10710.2074	169	1	RBM33		SHH	169	1
2_MACS_peak_4903_lociStitched	chr11	126056165	126060505	2	4210	11319.154	170	1		FAM118B,RPUSD4	RPUSD4	170	1
6_MACS_peak_1318_lociStitched	chr1	118179407	118184813	6	4198	10368.1674	171	1		FAM46C	FAM46C	171	1
2_MACS_peak_386_lociStitched	chr1	23853988	23858301	2	4190	13415.1552	172	1	E2F2	ASAP3,ID3	E2F2	172	1
4_MACS_peak_23824_lociStitched	chr8	61821030	61825359	4	4189	13714.272	173	1			LOC100130298	173	1
3_MACS_peak_11268_lociStitched	chr18	10925536	10929813	3	4179	10926.4519	174	1	FAM38B		FAM38B	174	1
3_MACS_peak_14245_lociStitched	chr2	114644155	114648999	3	4178	12041.6996	175	1	ACTR3		ACTR3	175	1
5_MACS_peak_5045_lociStitched	chr12	6551993	6556725	5	4175	8451.352	176	1	CD27,LOC678655	TAPBPL,NCAPD2,VAMP1,MRPL51	CD27	176	1
1_MACS_peak_23107_lociStitched	chr7	129588764	129592930	1	4167	12452.5906	177	1	UBE2H		UBE2H	177	1
4_MACS_peak_13391_lociStitched	chr2	20411191	20415796	4	4166	11351.325	178	1	SDC1		SDC1	178	1
4_MACS_peak_7645_lociStitched	chr15	22544399	22549082	4	4166	11500.0431	179	1	REREP3		REREP3	179	1
1_MACS_peak_20966_lociStitched	chr6	32935670	32939834	1	4165	23498.2848	180	1	BRD2	BRD2,HLA-DMB,HLA-DMA,HLA-DOA	BRD2	180	1
3_MACS_peak_1376_lociStitched	chr1	143911902	143916296	3	4158	17545.6814	181	1	SRGAP2P2,FAM72D		FAM72D	181	1
2_MACS_peak_6118_lociStitched	chr12	123354682	123358951	2	4144	16638.0006	182	1	VPS37B	HIP1R	VPS37B	182	1
1_MACS_peak_4224_lociStitched	chr11	64630298	64634439	1	4142	19128.9354	183	1	EHD1	CDC42BPG,MIR192,MIR194-2	EHD1	183	1
2_MACS_peak_25096_lociStitched	chr9	108006193	108010334	2	4137	14937.0011	184	1	SLC44A1		SLC44A1	184	1
5_MACS_peak_4894_lociStitched	chr11	125971573	125976002	5	4122	8935.0646	185	1		CDON	CDON	185	1
3_MACS_peak_23624_lociStitched	chr8	29205492	29209837	3	4090	13255.2915	186	1	DUSP4		DUSP4	186	1
4_MACS_peak_22207_lociStitched	chr7	25987034	25991456	4	4075	12348.8772	187	1	MIR148A		MIR148A	187	1
2_MACS_peak_1992_lociStitched	chr1	178548147	178552249	2	4069	16739.8518	188	1		C1orf220	C1orf220	188	1
4_MACS_peak_15954_lociStitched	chr21	36692867	36697205	4	4069	10067.1966	189	1			RUNX1	189	1
5_MACS_peak_15331_lociStitched	chr20	31348189	31352826	5	4067	10307.5873	190	1	DNMT3B	DNMT3B,COMMD7	DNMT3B	190	1
4_MACS_peak_18705_lociStitched	chr4	78738522	78742648	4	4066	12122.6006	191	1	CNOT6L	MRPL1	CNOT6L	191	1
3_MACS_peak_10263_lociStitched	chr17	36858083	36862298	3	4060	9789.759	192	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	192	1
3_MACS_peak_6443_lociStitched	chr13	41237456	41241680	3	4051	12443.904	193	1	FOXO1		FOXO1	193	1
2_MACS_peak_53_lociStitched	chr1	1709199	1713324	2	4049	15825.975	194	1	NADK	SLC35E2,NADK	NADK	194	1
1_MACS_peak_4477_lociStitched	chr11	70822958	70826990	1	4033	13029.8112	195	1	SHANK2		MIR3664	195	1
5_MACS_peak_23390_lociStitched	chr8	1439865	1444279	5	4033	9027.9542	196	1		DLGAP2	DLGAP2	196	1
2_MACS_peak_11404_lociStitched	chr18	42303386	42307584	2	4028	8897.661	197	1	SETBP1		SETBP1	197	1
