#MOLP-8 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MOLP-8.H3K27ac_ROSE/MOLP-8_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MOLP.8.jin.bam
#Using cutoff of 10796.7896 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MOLP.8.jin.bam	enhancerRank	isStretch
4_MACS_peak_1496_lociStitched	chr1	149810596	149815558	4	4782	34186.1952	113	1
1_MACS_peak_4455_lociStitched	chr11	69061704	69066467	1	4764	13565.9766	114	1
5_MACS_peak_12724_lociStitched	chr19	45952835	45957823	5	4740	11805.0996	115	1
2_MACS_peak_2376_lociStitched	chr1	224931284	224936020	2	4736	12151.6288	116	1
4_MACS_peak_25678_lociStitched	chrX	39964249	39969074	4	4721	8845.19	117	1
2_MACS_peak_5101_lociStitched	chr12	7067408	7072123	2	4715	14762.665	118	1
5_MACS_peak_14419_lociStitched	chr2	158295831	158301488	5	4706	11487.1042	119	1
3_MACS_peak_16359_lociStitched	chr22	29194192	29198917	3	4699	16109.415	120	1
4_MACS_peak_5886_lociStitched	chr12	109026212	109031384	4	4698	14475.3936	121	1
3_MACS_peak_12772_lociStitched	chr19	47217081	47222528	3	4678	10822.6443	122	1
3_MACS_peak_22958_lociStitched	chr7	104581374	104586133	3	4671	14614.4131	123	1
2_MACS_peak_2511_lociStitched	chr1	230256380	230261056	2	4666	16404.3432	124	1
3_MACS_peak_8310_lociStitched	chr15	80323927	80328628	3	4630	15353.9361	125	1
2_MACS_peak_14563_lociStitched	chr2	177625619	177630499	2	4613	11235.224	126	1
2_MACS_peak_8162_lociStitched	chr15	69109511	69114233	2	4593	15241.1994	127	1
3_MACS_peak_15686_lociStitched	chr20	56253719	56258392	3	4588	12227.8391	128	1
7_MACS_peak_7234_lociStitched	chr14	70315678	70320978	7	4563	9616.32	129	1
6_MACS_peak_1634_lociStitched	chr1	154571813	154576979	6	4562	10500.4116	130	1
4_MACS_peak_26010_lociStitched	chrX	118888782	118893982	4	4552	8691.8	131	1
2_MACS_peak_1624_lociStitched	chr1	154297267	154301822	2	4546	24046.756	132	1
4_MACS_peak_17333_lociStitched	chr3	55518343	55523180	4	4539	13416.8706	133	1
3_MACS_peak_8532_lociStitched	chr15	101738009	101742892	3	4538	17236.5017	134	1
7_MACS_peak_10981_lociStitched	chr17	74782444	74788468	7	4534	8651.6688	135	1
4_MACS_peak_19412_lociStitched	chr5	32581445	32586666	4	4528	14809.3665	136	1
3_MACS_peak_13387_lociStitched	chr2	20405154	20409729	3	4527	10435.1175	137	1
5_MACS_peak_18103_lociStitched	chr3	186714253	186719194	5	4527	10666.1367	138	1
3_MACS_peak_21135_lociStitched	chr6	43138096	43143154	3	4501	18926.5302	139	1
5_MACS_peak_1200_lociStitched	chr1	111173552	111178631	5	4496	10518.609	140	1
4_MACS_peak_14793_lociStitched	chr2	219260877	219265697	4	4479	12125.674	141	1
3_MACS_peak_12185_lociStitched	chr19	16186364	16191011	3	4473	21747.0306	142	1
6_MACS_peak_7182_lociStitched	chr14	65433696	65439451	6	4453	9480.787	143	1
2_MACS_peak_13013_lociStitched	chr19	50637135	50641590	2	4436	19325.3445	144	1
4_MACS_peak_4762_lociStitched	chr11	115091580	115096417	4	4419	12443.1825	145	1
1_MACS_peak_9605_lociStitched	chr16	89041447	89045850	1	4404	11890.7418	146	1
7_MACS_peak_19750_lociStitched	chr5	90675202	90680072	7	4389	10143.723	147	1
4_MACS_peak_9241_lociStitched	chr16	66555082	66559639	4	4387	11330.5248	148	1
4_MACS_peak_15318_lociStitched	chr20	31258825	31264100	4	4382	10637.0375	149	1
4_MACS_peak_20066_lociStitched	chr5	139014241	139019096	4	4376	15120.8975	150	1
2_MACS_peak_11169_lociStitched	chr17	80290128	80294947	2	4360	12942.8702	151	1
3_MACS_peak_1551_lociStitched	chr1	150976837	150981676	3	4355	13300.9593	152	1
5_MACS_peak_10648_lociStitched	chr17	55553449	55558507	5	4347	10235.3688	153	1
3_MACS_peak_11388_lociStitched	chr18	42259043	42263472	3	4345	14273.7812	154	1
2_MACS_peak_22420_lociStitched	chr7	47533476	47538174	2	4344	14457.1554	155	1
6_MACS_peak_24156_lociStitched	chr8	119574996	119580099	6	4321	10825.5042	156	1
3_MACS_peak_13630_lociStitched	chr2	43451239	43455715	3	4319	15388.0404	157	1
3_MACS_peak_13254_lociStitched	chr2	2873572	2877913	3	4300	14318.3544	158	1
3_MACS_peak_18685_lociStitched	chr4	77117781	77122225	3	4291	10662.9336	159	1
1_MACS_peak_13984_lociStitched	chr2	86262358	86266645	1	4288	12435.7296	160	1
4_MACS_peak_18995_lociStitched	chr4	144276328	144281437	4	4288	9053.6589	161	1
2_MACS_peak_18973_lociStitched	chr4	141071449	141075775	2	4286	12976.7022	162	1
4_MACS_peak_19143_lociStitched	chr4	185186566	185191464	4	4278	9786.6938	163	1
2_MACS_peak_11116_lociStitched	chr17	79478221	79482574	2	4263	14450.2188	164	1
4_MACS_peak_14693_lociStitched	chr2	202121611	202126777	4	4261	12010.4334	165	1
3_MACS_peak_20475_lociStitched	chr6	303366	307849	3	4243	18018.0736	166	1
3_MACS_peak_5712_lociStitched	chr12	89744333	89748884	3	4240	14528.6124	167	1
1_MACS_peak_12882_lociStitched	chr19	48948008	48952240	1	4233	11155.1288	168	1
3_MACS_peak_23333_lociStitched	chr7	155536324	155540886	3	4233	10710.2074	169	1
2_MACS_peak_4903_lociStitched	chr11	126056165	126060505	2	4210	11319.154	170	1
6_MACS_peak_1318_lociStitched	chr1	118179407	118184813	6	4198	10368.1674	171	1
2_MACS_peak_386_lociStitched	chr1	23853988	23858301	2	4190	13415.1552	172	1
4_MACS_peak_23824_lociStitched	chr8	61821030	61825359	4	4189	13714.272	173	1
3_MACS_peak_11268_lociStitched	chr18	10925536	10929813	3	4179	10926.4519	174	1
3_MACS_peak_14245_lociStitched	chr2	114644155	114648999	3	4178	12041.6996	175	1
5_MACS_peak_5045_lociStitched	chr12	6551993	6556725	5	4175	8451.352	176	1
1_MACS_peak_23107_lociStitched	chr7	129588764	129592930	1	4167	12452.5906	177	1
4_MACS_peak_13391_lociStitched	chr2	20411191	20415796	4	4166	11351.325	178	1
4_MACS_peak_7645_lociStitched	chr15	22544399	22549082	4	4166	11500.0431	179	1
1_MACS_peak_20966_lociStitched	chr6	32935670	32939834	1	4165	23498.2848	180	1
3_MACS_peak_1376_lociStitched	chr1	143911902	143916296	3	4158	17545.6814	181	1
2_MACS_peak_6118_lociStitched	chr12	123354682	123358951	2	4144	16638.0006	182	1
1_MACS_peak_4224_lociStitched	chr11	64630298	64634439	1	4142	19128.9354	183	1
2_MACS_peak_25096_lociStitched	chr9	108006193	108010334	2	4137	14937.0011	184	1
5_MACS_peak_4894_lociStitched	chr11	125971573	125976002	5	4122	8935.0646	185	1
3_MACS_peak_23624_lociStitched	chr8	29205492	29209837	3	4090	13255.2915	186	1
4_MACS_peak_22207_lociStitched	chr7	25987034	25991456	4	4075	12348.8772	187	1
2_MACS_peak_1992_lociStitched	chr1	178548147	178552249	2	4069	16739.8518	188	1
4_MACS_peak_15954_lociStitched	chr21	36692867	36697205	4	4069	10067.1966	189	1
5_MACS_peak_15331_lociStitched	chr20	31348189	31352826	5	4067	10307.5873	190	1
4_MACS_peak_18705_lociStitched	chr4	78738522	78742648	4	4066	12122.6006	191	1
3_MACS_peak_10263_lociStitched	chr17	36858083	36862298	3	4060	9789.759	192	1
3_MACS_peak_6443_lociStitched	chr13	41237456	41241680	3	4051	12443.904	193	1
2_MACS_peak_53_lociStitched	chr1	1709199	1713324	2	4049	15825.975	194	1
1_MACS_peak_4477_lociStitched	chr11	70822958	70826990	1	4033	13029.8112	195	1
5_MACS_peak_23390_lociStitched	chr8	1439865	1444279	5	4033	9027.9542	196	1
2_MACS_peak_11404_lociStitched	chr18	42303386	42307584	2	4028	8897.661	197	1
2_MACS_peak_14679_lociStitched	chr2	201980414	201984467	2	4026	14283.5826	198	1
3_MACS_peak_3577_lociStitched	chr10	125850837	125855044	3	4026	9179.2533	199	1
5_MACS_peak_520_lociStitched	chr1	28831882	28836961	5	4026	9174.7056	200	1
2_MACS_peak_4166_lociStitched	chr11	62606241	62610513	2	4023	17606.6208	201	1
3_MACS_peak_12786_lociStitched	chr19	47613895	47618071	3	4020	16199.1216	202	1
3_MACS_peak_7710_lociStitched	chr15	31555755	31559855	3	4018	9895.35	203	1
6_MACS_peak_8140_lociStitched	chr15	67390152	67395098	6	4011	10774.3664	204	1
3_MACS_peak_24522_lociStitched	chr9	624503	628917	3	4009	10569.323	205	1
3_MACS_peak_16254_lociStitched	chr22	23478209	23482702	3	4005	12806.3979	206	1
5_MACS_peak_1408_lociStitched	chr1	145434934	145439441	5	4000	16694.3787	207	1
3_MACS_peak_11044_lociStitched	chr17	76884435	76888694	3	3977	10498.8609	208	1
3_MACS_peak_21723_lociStitched	chr6	143265005	143269060	3	3973	16263.794	209	1
3_MACS_peak_4797_lociStitched	chr11	118305186	118309523	3	3972	11853.021	210	1
3_MACS_peak_11589_lociStitched	chr18	72919782	72924315	3	3955	10689.7206	211	1
3_MACS_peak_7220_lociStitched	chr14	69259164	69263169	3	3952	12215.6505	212	1
2_MACS_peak_21224_lociStitched	chr6	52399438	52403537	2	3945	12676.1575	213	1
4_MACS_peak_19670_lociStitched	chr5	76032344	76036786	4	3929	12136.4324	214	1
4_MACS_peak_16745_lociStitched	chr22	46464597	46468804	4	3923	12592.8131	215	1
4_MACS_peak_8458_lociStitched	chr15	93351191	93356108	4	3914	11068.167	216	1
2_MACS_peak_17959_lociStitched	chr3	169772237	169776277	2	3913	8736.096	217	1
3_MACS_peak_23384_lociStitched	chr8	1424670	1428860	3	3903	11069.98	218	1
5_MACS_peak_12536_lociStitched	chr19	39465514	39469743	5	3900	10013.0033	219	1
5_MACS_peak_8075_lociStitched	chr15	65115756	65120077	5	3897	8304.5299	220	1
5_MACS_peak_24995_lociStitched	chr9	97366783	97371222	5	3894	7737.6209	221	1
1_MACS_peak_12555_lociStitched	chr19	39892085	39895972	1	3888	18380.4569	222	1
5_MACS_peak_21092_lociStitched	chr6	41222254	41226726	5	3874	10236.408	223	1
4_MACS_peak_2750_lociStitched	chr10	5930749	5935208	4	3866	11127.8804	224	1
4_MACS_peak_12521_lociStitched	chr19	39339584	39343955	4	3858	11055.1332	225	1
2_MACS_peak_6127_lociStitched	chr12	123370476	123374362	2	3856	20302.7956	226	1
3_MACS_peak_2786_lociStitched	chr10	6795692	6799648	3	3853	8391.0716	227	1
5_MACS_peak_22121_lociStitched	chr7	8007644	8012047	5	3843	10245.781	228	1
4_MACS_peak_10655_lociStitched	chr17	55617625	55621880	4	3842	7674.318	229	1
3_MACS_peak_14852_lociStitched	chr2	227699539	227703395	3	3831	9780.744	230	1
5_MACS_peak_24270_lociStitched	chr8	126657783	126662421	5	3824	9405.4002	231	1
5_MACS_peak_20724_lociStitched	chr6	26122624	26127099	5	3823	10943.6125	232	1
3_MACS_peak_21458_lociStitched	chr6	106203527	106207534	3	3815	9542.6705	233	1
2_MACS_peak_12818_lociStitched	chr19	48411643	48415566	2	3810	22179.4651	234	1
4_MACS_peak_4758_lociStitched	chr11	115061684	115065903	4	3809	8547.694	235	1
2_MACS_peak_8749_lociStitched	chr16	4663727	4667698	2	3801	19399.1292	236	1
5_MACS_peak_19371_lociStitched	chr5	16862108	16867321	5	3795	8030.6265	237	1
3_MACS_peak_1626_lociStitched	chr1	154376044	154380516	3	3793	10403.6608	238	1
5_MACS_peak_22664_lociStitched	chr7	73262783	73266860	5	3784	9056.6478	239	1
5_MACS_peak_5881_lociStitched	chr12	108959568	108964046	5	3784	7915.7606	240	1
6_MACS_peak_14351_lociStitched	chr2	136889466	136894720	6	3784	8379.0792	241	1
7_MACS_peak_11454_lociStitched	chr18	47623306	47627837	7	3781	7628.3916	242	1
3_MACS_peak_21295_lociStitched	chr6	74229688	74233752	3	3780	14021.2064	243	1
2_MACS_peak_4248_lociStitched	chr11	64899515	64903304	2	3779	17240.7078	244	1
3_MACS_peak_131_lociStitched	chr1	6660699	6664637	3	3778	12387.3728	245	1
6_MACS_peak_15324_lociStitched	chr20	31288686	31292796	6	3772	10229.379	246	1
3_MACS_peak_15638_lociStitched	chr20	52353628	52357750	3	3767	8238.2292	247	1
6_MACS_peak_8197_lociStitched	chr15	72519342	72524301	6	3767	9375.4854	248	1
4_MACS_peak_18378_lociStitched	chr4	8392011	8396049	4	3762	10282.767	249	1
3_MACS_peak_17451_lociStitched	chr3	72031394	72035804	3	3761	9013.599	250	1
3_MACS_peak_20070_lociStitched	chr5	139027514	139031428	3	3752	8748.1814	251	1
3_MACS_peak_18235_lociStitched	chr3	197460713	197464581	3	3750	12918.3464	252	1
3_MACS_peak_3691_lociStitched	chr11	826961	830907	3	3743	8489.819	253	1
3_MACS_peak_23003_lociStitched	chr7	106507105	106510972	3	3742	9566.958	254	1
1_MACS_peak_4128_lociStitched	chr11	62321859	62325599	1	3741	11092.092	255	1
4_MACS_peak_21369_lociStitched	chr6	90060814	90064994	4	3737	15247.804	256	1
3_MACS_peak_16313_lociStitched	chr22	25120420	25124489	3	3736	8928.6067	257	1
4_MACS_peak_12257_lociStitched	chr19	17514901	17518829	4	3733	7599.1088	258	1
3_MACS_peak_16456_lociStitched	chr22	35520065	35524214	3	3731	11034.2655	259	1
3_MACS_peak_10587_lociStitched	chr17	48585234	48589322	3	3720	12190.8248	260	1
4_MACS_peak_5638_lociStitched	chr12	68381366	68385608	4	3715	8463.2142	261	1
2_MACS_peak_12518_lociStitched	chr19	39173610	39177524	2	3714	11415.5724	262	1
3_MACS_peak_14866_lociStitched	chr2	230998213	231002176	3	3704	10303.0074	263	1
5_MACS_peak_13139_lociStitched	chr19	56151521	56155434	5	3701	8239.6041	264	1
4_MACS_peak_15165_lociStitched	chr20	10651494	10655646	4	3693	8693.4576	265	1
4_MACS_peak_5335_lociStitched	chr12	46120451	46124721	4	3681	9855.16	266	1
3_MACS_peak_13876_lociStitched	chr2	70312265	70316120	3	3673	17655.9	267	1
5_MACS_peak_15795_lociStitched	chr20	62359292	62363235	5	3669	10753.7439	268	1
1_MACS_peak_9032_lociStitched	chr16	30074917	30078584	1	3668	10723.7748	269	1
5_MACS_peak_25231_lociStitched	chr9	126439400	126443515	5	3662	9277.2675	270	1
3_MACS_peak_22182_lociStitched	chr7	23507466	23511586	3	3657	9796.536	271	1
1_MACS_peak_22963_lociStitched	chr7	104652347	104656000	1	3654	18793.5891	272	1
5_MACS_peak_16410_lociStitched	chr22	31739324	31743590	5	3649	8190.2934	273	1
5_MACS_peak_15109_lociStitched	chr20	3824157	3828515	5	3647	11567.0036	274	1
1_MACS_peak_9770_lociStitched	chr17	3817315	3820959	1	3645	9272.158	275	1
2_MACS_peak_6250_lociStitched	chr12	133024352	133028367	2	3635	13567.0865	276	1
3_MACS_peak_6804_lociStitched	chr13	114872516	114876272	3	3634	7764.4032	277	1
3_MACS_peak_19472_lociStitched	chr5	42991350	42995060	3	3631	9942.058	278	1
5_MACS_peak_22487_lociStitched	chr7	55636670	55640825	5	3629	9001.392	279	1
3_MACS_peak_5394_lociStitched	chr12	49759982	49763641	3	3625	9767.7005	280	1
2_MACS_peak_25168_lociStitched	chr9	117146991	117150823	2	3625	11750.828	281	1
5_MACS_peak_15946_lociStitched	chr21	36575563	36579877	5	3622	7538.715	282	1
2_MACS_peak_23275_lociStitched	chr7	150101357	150105112	2	3608	9634.9545	283	1
1_MACS_peak_9377_lociStitched	chr16	70555775	70559381	1	3607	9853.0344	284	1
3_MACS_peak_2928_lociStitched	chr10	22764992	22769154	3	3607	12139.7216	285	1
1_MACS_peak_19147_lociStitched	chr4	185202236	185205834	1	3599	14028.9618	286	1
4_MACS_peak_14194_lociStitched	chr2	112220109	112224059	4	3599	10390.475	287	1
2_MACS_peak_2418_lociStitched	chr1	226313519	226317188	2	3596	16321.5465	288	1
3_MACS_peak_25304_lociStitched	chr9	130671967	130675597	3	3593	8972.271	289	1
7_MACS_peak_9950_lociStitched	chr17	16847737	16852253	7	3592	6969.5428	290	1
4_MACS_peak_20126_lociStitched	chr5	142781566	142785574	4	3583	11200.7568	291	1
3_MACS_peak_12643_lociStitched	chr19	42771894	42775598	3	3580	10796.7896	292	1
3_MACS_peak_17155_lociStitched	chr3	46338577	46342279	3	3576	7263.6942	293	1
4_MACS_peak_9524_lociStitched	chr16	85586981	85591118	4	3575	7837.5465	294	1
4_MACS_peak_1223_lociStitched	chr1	112141168	112145721	4	3569	10533.8208	295	1
2_MACS_peak_11271_lociStitched	chr18	10948258	10951938	2	3566	9678.032	296	1
4_MACS_peak_12999_lociStitched	chr19	50616565	50620324	4	3566	10301.5395	297	1
2_MACS_peak_18011_lociStitched	chr3	171822502	171826106	2	3563	8606.7124	298	1
4_MACS_peak_10569_lociStitched	chr17	48226028	48229924	4	3563	7463.9568	299	1
2_MACS_peak_21160_lociStitched	chr6	43737360	43741241	2	3557	10153.0841	300	1
4_MACS_peak_9904_lociStitched	chr17	8149714	8153372	4	3552	11278.7114	301	1
3_MACS_peak_17749_lociStitched	chr3	133192710	133196431	3	3547	9489.6663	302	1
2_MACS_peak_22023_lociStitched	chr7	2195589	2199275	2	3545	13823.9744	303	1
