#KMS28BM_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/KMS28BM_H3K27ac_ROSE/KMS28BM_H3K27ac_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by KMS28BM_jia.bam
#Using cutoff of 17368.6331 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS28BM_jia.bam	enhancerRank	isSuperStretch
1_MACS_peak_1752_lociStitched	chr1	150531748	150553405	1	21658	123488.214	22	1
1_MACS_peak_22349_lociStitched	chr4	90205256	90230235	1	24980	116661.9216	23	1
2_MACS_peak_973_lociStitched	chr1	51423416	51451758	2	27229	112157.7966	24	1
9_MACS_peak_2563_lociStitched	chr1	206845748	206900639	9	37563	80289.0657	25	1
3_MACS_peak_23942_lociStitched	chr5	88727978	88754946	3	26313	110452.8376	26	1
1_MACS_peak_12853_lociStitched	chr17	57901482	57928249	1	26768	105858.1316	27	1
5_MACS_peak_25380_lociStitched	chr6	27772631	27808606	5	28704	100676.0375	28	1
4_MACS_peak_27215_lociStitched	chr7	29694639	29735930	4	35787	76157.1204	29	1
2_MACS_peak_23922_lociStitched	chr5	87948599	87977071	2	26669	101963.9264	30	1
2_MACS_peak_5306_lociStitched	chr11	65335366	65359585	2	22720	109733.8671	31	1
1_MACS_peak_26281_lociStitched	chr6	106530229	106556289	1	26061	101628.788	32	1
4_MACS_peak_814_lociStitched	chr1	40838869	40871121	4	30973	87231.9844	33	1
4_MACS_peak_27872_lociStitched	chr7	92392959	92429804	4	30898	87234.222	34	1
3_MACS_peak_28479_lociStitched	chr7	137661653	137694244	3	27135	97528.5675	35	1
13_MACS_peak_2857_lociStitched	chr1	228744033	228784394	13	39045	42395.1944	36	1
5_MACS_peak_5259_lociStitched	chr11	64614599	64648780	5	27821	90466.8527	37	1
6_MACS_peak_2022_lociStitched	chr1	161122667	161158663	6	22829	101411.5308	38	1
1_MACS_peak_21185_lociStitched	chr3	171800094	171828019	1	27926	89516.38	39	1
4_MACS_peak_25064_lociStitched	chr6	7887739	7920180	4	30719	80512.0738	40	1
3_MACS_peak_9042_lociStitched	chr14	81930553	81959364	3	26499	89319.8622	41	1
6_MACS_peak_26154_lociStitched	chr6	90048587	90086586	6	27139	87048.1092	42	1
3_MACS_peak_24325_lociStitched	chr5	131744631	131774004	3	21253	100153.1181	43	1
1_MACS_peak_18668_lociStitched	chr21	19151603	19173399	1	21797	98923.3256	44	1
2_MACS_peak_21747_lociStitched	chr4	15002111	15031777	2	24549	92554.9534	45	1
7_MACS_peak_25347_lociStitched	chr6	27088407	27130298	7	27444	84594.6854	46	1
1_MACS_peak_15589_lociStitched	chr2	20404135	20425773	1	21639	97816.7428	47	1
2_MACS_peak_27128_lociStitched	chr7	23028266	23055073	2	26786	85251.6214	48	1
2_MACS_peak_29558_lociStitched	chr8	95953724	95977811	2	21213	97930.5159	49	1
9_MACS_peak_10467_lociStitched	chr15	93423358	93470180	9	29861	75055.666	50	1
8_MACS_peak_10459_lociStitched	chr15	93340528	93389664	8	25353	87393.2896	51	1
4_MACS_peak_13671_lociStitched	chr18	46448217	46480230	4	26982	82904.0661	52	1
7_MACS_peak_7800_lociStitched	chr13	41547782	41595224	7	34846	50298.0084	53	1
4_MACS_peak_28040_lociStitched	chr7	101921088	101955398	4	26076	83905.105	54	1
4_MACS_peak_6269_lociStitched	chr12	9869495	9903599	4	29521	70636.2048	55	1
7_MACS_peak_25301_lociStitched	chr6	26169206	26207992	7	25889	81000.6824	56	1
2_MACS_peak_18467_lociStitched	chr20	52191492	52215889	2	24101	84596.5975	57	1
3_MACS_peak_26049_lociStitched	chr6	79764626	79794933	3	25312	79631.6425	58	1
4_MACS_peak_11675_lociStitched	chr16	87880416	87905796	4	23917	82979.91	59	1
8_MACS_peak_2484_lociStitched	chr1	203236364	203279085	8	25664	76709.8276	60	1
3_MACS_peak_3833_lociStitched	chr10	74075184	74097518	3	20785	87053.4652	61	1
9_MACS_peak_13158_lociStitched	chr17	76108186	76144658	9	26969	70562.3784	62	1
3_MACS_peak_9202_lociStitched	chr14	94420188	94447234	3	26013	71769.2656	63	1
3_MACS_peak_1931_lociStitched	chr1	156456908	156479650	3	20340	85111.935	64	1
3_MACS_peak_23936_lociStitched	chr5	88595584	88621231	3	22297	79244.1006	65	1
3_MACS_peak_9521_lociStitched	chr15	31506221	31531964	3	25242	70710.8724	66	1
4_MACS_peak_7490_lociStitched	chr12	123355189	123387275	4	27320	62817.9708	67	1
2_MACS_peak_10829_lociStitched	chr16	11817823	11838157	2	20274	82486.9044	68	1
4_MACS_peak_12411_lociStitched	chr17	37908976	37937851	4	23457	72915.15	69	1
2_MACS_peak_22211_lociStitched	chr4	77110605	77138778	2	23405	72751.1379	70	1
2_MACS_peak_9524_lociStitched	chr15	31545317	31562239	2	16883	86906.3154	71	1
4_MACS_peak_6592_lociStitched	chr12	48193455	48220981	4	21847	76569.0742	72	1
4_MACS_peak_29344_lociStitched	chr8	71500075	71530793	4	25371	66098.9924	73	1
3_MACS_peak_29227_lociStitched	chr8	61806469	61830786	3	20331	79664.9237	74	1
7_MACS_peak_3823_lociStitched	chr10	74004200	74038374	7	22657	72667.5936	75	1
1_MACS_peak_17267_lociStitched	chr2	201979330	201997923	1	18594	82119.7031	76	1
1_MACS_peak_2945_lociStitched	chr1	234733414	234750837	1	17424	83736.6803	77	1
4_MACS_peak_3204_lociStitched	chr10	11203457	11229119	4	21866	73069.9788	78	1
3_MACS_peak_5881_lociStitched	chr11	115088106	115111207	3	17881	80876.601	79	1
1_MACS_peak_29910_lociStitched	chr8	126338438	126357134	1	18697	78493.2864	80	1
2_MACS_peak_8371_lociStitched	chr14	23018241	23040678	2	20550	73990.4949	81	1
3_MACS_peak_23432_lociStitched	chr5	32567452	32593576	3	26003	56289.3828	82	1
5_MACS_peak_13825_lociStitched	chr18	60842317	60865381	5	21175	71809.764	83	1
3_MACS_peak_27876_lociStitched	chr7	92436937	92466909	3	21604	70257.3652	84	1
6_MACS_peak_8928_lociStitched	chr14	74206864	74243219	6	27248	49980.854	85	1
2_MACS_peak_12061_lociStitched	chr17	17720763	17744766	2	23985	62847.0549	86	1
4_MACS_peak_29586_lociStitched	chr8	98639114	98666418	4	23257	64543.9256	87	1
2_MACS_peak_9003_lociStitched	chr14	77487225	77511096	2	22525	66444.9285	88	1
4_MACS_peak_4728_lociStitched	chr11	10314678	10344848	4	21046	69638.394	89	1
4_MACS_peak_7457_lociStitched	chr12	122227267	122251504	4	18892	74664.5022	90	1
3_MACS_peak_22638_lociStitched	chr4	124317234	124344090	3	22469	63702.432	91	1
2_MACS_peak_29433_lociStitched	chr8	81044920	81062806	2	17660	74779.5774	92	1
2_MACS_peak_4320_lociStitched	chr10	111639870	111665279	2	21795	63956.9939	93	1
2_MACS_peak_2300_lociStitched	chr1	184704079	184725752	2	20742	66735.5016	94	1
3_MACS_peak_3175_lociStitched	chr10	7510650	7535865	3	21408	64245.2985	95	1
9_MACS_peak_4340_lociStitched	chr10	112146300	112184382	9	22855	59685.9186	96	1
1_MACS_peak_21946_lociStitched	chr4	40190702	40211432	1	20731	65581.428	97	1
3_MACS_peak_122_lociStitched	chr1	6656566	6675977	3	16379	75491.3201	98	1
3_MACS_peak_30053_lociStitched	chr8	141582066	141610509	3	23991	54400.0818	99	1
7_MACS_peak_18814_lociStitched	chr21	36575186	36609096	7	24880	50756.488	100	1
4_MACS_peak_9169_lociStitched	chr14	93029359	93056235	4	19089	68649.3668	101	1
5_MACS_peak_16378_lociStitched	chr2	87754258	87787949	5	25232	47915.3402	102	1
3_MACS_peak_28567_lociStitched	chr7	148394473	148424035	3	24605	50276.0934	103	1
2_MACS_peak_12590_lociStitched	chr17	43296510	43313764	2	13459	78954.304	104	1
6_MACS_peak_16400_lociStitched	chr2	88898940	88928721	6	27265	36026.0757	105	1
3_MACS_peak_21572_lociStitched	chr4	1856554	1879893	3	22004	58268.1474	106	1
1_MACS_peak_4009_lociStitched	chr10	89619621	89640543	1	20923	60270.0054	107	1
2_MACS_peak_12669_lociStitched	chr17	46123386	46142801	2	19309	64671.365	108	1
7_MACS_peak_14349_lociStitched	chr19	12885720	12918088	7	20283	61340.5968	109	1
3_MACS_peak_329_lociStitched	chr1	17215373	17233396	3	13441	76051.6531	110	1
4_MACS_peak_28050_lociStitched	chr7	102062480	102086812	4	19821	62623.2684	111	1
2_MACS_peak_1911_lociStitched	chr1	155938845	155953915	2	15025	73356.239	112	1
2_MACS_peak_32212_lociStitched	chrX	81333241	81359695	2	22216	53934.4152	113	1
4_MACS_peak_12817_lociStitched	chr17	56405957	56430717	4	17298	67324.916	114	1
1_MACS_peak_24200_lociStitched	chr5	118667373	118682570	1	15198	71608.264	115	1
1_MACS_peak_23388_lociStitched	chr5	26869397	26891217	1	21821	53581.192	116	1
2_MACS_peak_341_lociStitched	chr1	17754073	17770716	2	11786	76133.4035	117	1
1_MACS_peak_27137_lociStitched	chr7	23502502	23519517	1	17016	66823.0095	118	1
5_MACS_peak_11100_lociStitched	chr16	29815074	29837767	5	19429	60744.6224	119	1
6_MACS_peak_10769_lociStitched	chr16	9141381	9176170	6	19154	61159.062	120	1
1_MACS_peak_23601_lociStitched	chr5	53813348	53830853	1	17506	64808.7615	121	1
3_MACS_peak_22525_lociStitched	chr4	113191607	113220355	3	19175	60347.8016	122	1
2_MACS_peak_3365_lociStitched	chr10	24735140	24756660	2	19311	58848.592	123	1
2_MACS_peak_29676_lociStitched	chr8	103809623	103828874	2	14373	68712.5943	124	1
6_MACS_peak_16890_lociStitched	chr2	161195321	161227922	6	24236	37132.539	125	1
4_MACS_peak_24329_lociStitched	chr5	131810834	131837471	4	22232	46601.4315	126	1
3_MACS_peak_2394_lociStitched	chr1	197730280	197749086	3	14307	68201.8396	127	1
5_MACS_peak_7200_lociStitched	chr12	104849808	104877195	5	21806	47437.0227	128	1
3_MACS_peak_13719_lociStitched	chr18	49915634	49937321	3	17317	60352.7523	129	1
4_MACS_peak_1907_lociStitched	chr1	155899901	155932381	4	22474	42366.912	130	1
7_MACS_peak_27503_lociStitched	chr7	55574498	55606592	7	21773	45172.305	131	1
3_MACS_peak_9628_lociStitched	chr15	40387148	40408973	3	19270	54217.665	132	1
3_MACS_peak_17277_lociStitched	chr2	202109907	202133103	3	18461	56213.1864	133	1
2_MACS_peak_8332_lociStitched	chr14	20952093	20969808	2	15673	62748.3015	134	1
2_MACS_peak_14569_lociStitched	chr19	19045939	19062715	2	14740	64597.6656	135	1
3_MACS_peak_129_lociStitched	chr1	6878399	6902855	3	16686	59423.1888	136	1
2_MACS_peak_28105_lociStitched	chr7	104935697	104952401	2	15858	61081.5168	137	1
5_MACS_peak_26322_lociStitched	chr6	108897107	108932862	5	22885	35919.473	138	1
2_MACS_peak_1840_lociStitched	chr1	154373676	154394607	2	15388	61175.0337	139	1
1_MACS_peak_20993_lociStitched	chr3	151909589	151924462	1	14874	62184.013	140	1
4_MACS_peak_12046_lociStitched	chr17	17375209	17400975	4	21227	42434.0254	141	1
3_MACS_peak_30067_lociStitched	chr8	142411354	142434425	3	13656	64098.1593	142	1
2_MACS_peak_28091_lociStitched	chr7	104649802	104665734	2	13797	63600.544	143	1
4_MACS_peak_5375_lociStitched	chr11	67029870	67058381	4	14984	60477.5332	144	1
1_MACS_peak_2410_lociStitched	chr1	198887743	198907568	1	19826	46650.2075	145	1
1_MACS_peak_380_lociStitched	chr1	21614906	21624193	1	9288	69694.2915	146	1
2_MACS_peak_13823_lociStitched	chr18	60817233	60832982	2	14957	60241.4999	147	1
4_MACS_peak_13119_lociStitched	chr17	74706150	74735666	4	17310	54368.472	148	1
2_MACS_peak_9449_lociStitched	chr15	23658996	23685289	2	20355	44103.8782	149	1
4_MACS_peak_5492_lociStitched	chr11	72850115	72869402	4	15383	59087.6532	150	1
2_MACS_peak_5830_lociStitched	chr11	111230710	111251274	2	14632	60357.3964	151	1
2_MACS_peak_3692_lociStitched	chr10	63796010	63815553	2	17956	51843.6704	152	1
3_MACS_peak_14802_lociStitched	chr19	39880643	39904247	3	17460	52931.97	153	1
3_MACS_peak_23021_lociStitched	chr4	170904126	170931293	3	17648	52274.7414	154	1
3_MACS_peak_787_lociStitched	chr1	40238311	40256466	3	14706	58894.82	155	1
1_MACS_peak_12260_lociStitched	chr17	29634295	29649690	1	15396	57229.373	156	1
5_MACS_peak_1858_lociStitched	chr1	154927087	154957122	5	16756	53426.258	157	1
1_MACS_peak_31105_lociStitched	chr9	112903468	112920922	1	17455	51007.5696	158	1
2_MACS_peak_8791_lociStitched	chr14	63934104	63953926	2	18582	47136.716	159	1
1_MACS_peak_11305_lociStitched	chr16	56964593	56982021	1	17429	49748.226	160	1
1_MACS_peak_24111_lociStitched	chr5	109023929	109041434	1	17506	49420.116	161	1
3_MACS_peak_10547_lociStitched	chr15	101660314	101681513	3	15830	54142.246	162	1
1_MACS_peak_28414_lociStitched	chr7	130629707	130649535	1	19829	40998.3556	163	1
1_MACS_peak_29435_lociStitched	chr8	81071476	81085178	1	13703	58677.4448	164	1
5_MACS_peak_19318_lociStitched	chr22	37605292	37628911	5	20977	34568.7684	165	1
2_MACS_peak_14951_lociStitched	chr19	45244492	45261312	2	13640	58338.488	166	1
3_MACS_peak_5967_lociStitched	chr11	120195098	120216840	3	16764	49806.5736	167	1
2_MACS_peak_24964_lociStitched	chr6	380944	403821	2	17989	45847.7957	168	1
1_MACS_peak_24544_lociStitched	chr5	142770564	142786965	1	16402	50556.0825	169	1
3_MACS_peak_21596_lociStitched	chr4	2786570	2803976	3	17271	47535.786	170	1
4_MACS_peak_5385_lociStitched	chr11	67187547	67213014	4	13811	56304.9903	171	1
3_MACS_peak_31269_lociStitched	chr9	127614689	127638392	3	14253	55047.8472	172	1
1_MACS_peak_1863_lociStitched	chr1	154969968	154979264	1	9297	63591.1472	173	1
4_MACS_peak_167_lociStitched	chr1	8917101	8941071	4	17027	47009.964	174	1
6_MACS_peak_20503_lociStitched	chr3	111827544	111856621	6	20350	33389.1191	175	1
4_MACS_peak_13167_lociStitched	chr17	76163809	76185299	4	18091	43255.072	176	1
4_MACS_peak_8603_lociStitched	chr14	50085890	50109677	4	16621	47897.5032	177	1
1_MACS_peak_18370_lociStitched	chr20	45978229	45991375	1	13147	55624.6698	178	1
3_MACS_peak_22469_lociStitched	chr4	108909779	108928324	3	16634	46657.3655	179	1
7_MACS_peak_6226_lociStitched	chr12	7046035	7081192	7	19652	34879.2597	180	1
2_MACS_peak_498_lociStitched	chr1	26436679	26454504	2	17225	44566.065	181	1
7_MACS_peak_833_lociStitched	chr1	41818596	41846615	7	18911	38049.802	182	1
3_MACS_peak_28452_lociStitched	chr7	134830618	134856719	3	15625	49320.4496	183	1
2_MACS_peak_6834_lociStitched	chr12	57620294	57639166	2	14501	52184.8544	184	1
3_MACS_peak_2443_lociStitched	chr1	200979543	200995694	3	14654	51789.7966	185	1
4_MACS_peak_8643_lociStitched	chr14	52075929	52100392	4	17115	44444.3784	186	1
3_MACS_peak_1564_lociStitched	chr1	118186466	118210286	3	18116	40691.706	187	1
3_MACS_peak_6515_lociStitched	chr12	40006331	40025393	3	15516	49200.9282	188	1
4_MACS_peak_19637_lociStitched	chr3	5223034	5244995	4	19680	33442.2108	189	1
2_MACS_peak_4325_lociStitched	chr10	111826361	111844095	2	15660	48534.4112	190	1
2_MACS_peak_21449_lociStitched	chr3	192598105	192620287	2	17677	41844.1248	191	1
1_MACS_peak_23431_lociStitched	chr5	32529777	32544971	1	15195	49492.9356	192	1
2_MACS_peak_25175_lociStitched	chr6	16469853	16490097	2	17606	41795.7624	193	1
6_MACS_peak_25523_lociStitched	chr6	31773531	31806116	6	18003	40076.2915	195	1
2_MACS_peak_5954_lociStitched	chr11	119229452	119242479	2	12881	54675.6217	196	1
1_MACS_peak_17938_lociStitched	chr20	15956522	15974944	1	18423	38015.6392	197	1
4_MACS_peak_13111_lociStitched	chr17	74475193	74498557	4	16572	44728.0416	198	1
6_MACS_peak_4327_lociStitched	chr10	111960164	111987182	6	16864	43471.962	199	1
3_MACS_peak_13097_lociStitched	chr17	74168634	74190475	3	18298	38027.3651	200	1
3_MACS_peak_31509_lociStitched	chr9	139080466	139104862	3	15272	48318.7176	201	1
2_MACS_peak_29621_lociStitched	chr8	101309425	101326650	2	15566	47444.54	202	1
1_MACS_peak_24328_lociStitched	chr5	131791234	131804331	1	13098	53300.8609	203	1
4_MACS_peak_31652_lociStitched	chrX	10064789	10092008	4	18024	37711.9245	204	1
2_MACS_peak_9933_lociStitched	chr15	60865392	60885762	2	15985	44860.851	205	1
1_MACS_peak_6841_lociStitched	chr12	57844891	57857117	1	12227	54111.0534	206	1
3_MACS_peak_19115_lociStitched	chr22	23268460	23285700	3	15530	45923.912	207	1
2_MACS_peak_7104_lociStitched	chr12	94581359	94604480	2	17194	40385.4507	208	1
2_MACS_peak_8348_lociStitched	chr14	21565789	21580663	2	13972	50030.1864	209	1
3_MACS_peak_10836_lociStitched	chr16	12051674	12071721	3	15768	44736.8852	210	1
2_MACS_peak_25292_lociStitched	chr6	26020168	26035943	2	14007	49080.7575	211	1
5_MACS_peak_30699_lociStitched	chr9	73013732	73037170	5	14663	47279.1336	212	1
7_MACS_peak_9935_lociStitched	chr15	60939464	60974534	7	16527	41207.25	213	1
2_MACS_peak_31855_lociStitched	chrX	39953059	39969749	2	15099	45311.681	214	1
2_MACS_peak_4867_lociStitched	chr11	22677002	22698011	2	16852	39410.7831	215	1
3_MACS_peak_3529_lociStitched	chr10	43889188	43906176	3	16171	41832.95	216	1
5_MACS_peak_14376_lociStitched	chr19	13260259	13283862	5	14995	45367.3263	217	1
4_MACS_peak_14264_lociStitched	chr19	10512708	10542942	4	17196	37804.5936	218	1
3_MACS_peak_21688_lociStitched	chr4	10094418	10120040	3	17497	36326.8716	219	1
4_MACS_peak_19625_lociStitched	chr3	4869746	4894534	4	18956	29066.4088	220	1
4_MACS_peak_7476_lociStitched	chr12	122883400	122908015	4	17501	36033.8985	221	1
3_MACS_peak_28126_lociStitched	chr7	105910290	105927429	3	17007	37942.3182	222	1
4_MACS_peak_5940_lociStitched	chr11	118954908	118979803	4	13674	48236.552	223	1
2_MACS_peak_22450_lociStitched	chr4	106545185	106560847	2	13807	47836.4466	224	1
4_MACS_peak_23282_lociStitched	chr5	6711330	6738852	4	17219	36298.7658	225	1
5_MACS_peak_10071_lociStitched	chr15	68476252	68503512	5	16764	38117.658	226	1
1_MACS_peak_2492_lociStitched	chr1	203288432	203299190	1	10759	53643.6912	227	1
6_MACS_peak_13039_lociStitched	chr17	72733295	72757836	6	17356	35378.3056	228	1
4_MACS_peak_26812_lociStitched	chr6	160389271	160414527	4	17660	33921.3336	229	1
4_MACS_peak_31336_lociStitched	chr9	130828520	130846455	4	16955	36305.8205	230	1
6_MACS_peak_10762_lociStitched	chr16	9033656	9058699	6	18916	25821.8373	231	1
1_MACS_peak_29327_lociStitched	chr8	71059643	71074897	1	15255	41524.4388	232	1
3_MACS_peak_29570_lociStitched	chr8	97272034	97296255	3	15670	40114.8202	233	1
2_MACS_peak_26345_lociStitched	chr6	109400329	109417904	2	17057	34258.9475	235	1
2_MACS_peak_24056_lociStitched	chr5	100224114	100241920	2	13407	46327.6508	236	1
4_MACS_peak_2065_lociStitched	chr1	162530099	162558934	4	17478	32176.9765	237	1
1_MACS_peak_23116_lociStitched	chr4	185200548	185211346	1	10799	51798.006	238	1
2_MACS_peak_1943_lociStitched	chr1	156709024	156723274	2	10914	50958	239	1
3_MACS_peak_27511_lociStitched	chr7	55623012	55642745	3	16225	36253.4676	240	1
2_MACS_peak_27041_lociStitched	chr7	14015706	14032023	2	16304	35734.23	241	1
6_MACS_peak_5237_lociStitched	chr11	63992666	64020110	6	15465	38665.8516	242	1
2_MACS_peak_66_lociStitched	chr1	2219927	2234766	2	9593	52596.8355	243	1
4_MACS_peak_5326_lociStitched	chr11	65812214	65839391	4	15788	37156.3944	244	1
6_MACS_peak_23411_lociStitched	chr5	32153628	32176073	6	16515	34257.8035	245	1
1_MACS_peak_23233_lociStitched	chr5	1310842	1320496	1	9655	52336.2648	246	1
6_MACS_peak_15308_lociStitched	chr19	56143176	56171227	6	15597	37498.5768	247	1
1_MACS_peak_15873_lociStitched	chr2	43444431	43456894	1	12464	46561.768	248	1
2_MACS_peak_9102_lociStitched	chr14	89881551	89899324	2	12313	46840.7415	249	1
2_MACS_peak_6005_lociStitched	chr11	122927409	122942657	2	15227	38572.8656	250	1
2_MACS_peak_5916_lociStitched	chr11	118305009	118321270	2	15441	37567.7883	251	1
3_MACS_peak_13179_lociStitched	chr17	76335950	76357553	3	15235	38291.3175	252	1
1_MACS_peak_21186_lociStitched	chr3	171843912	171861316	1	17405	28944.5924	253	1
2_MACS_peak_30002_lociStitched	chr8	134508432	134521087	2	12531	45701.0015	254	1
3_MACS_peak_9749_lociStitched	chr15	45002127	45023349	3	14712	39551.4414	255	1
2_MACS_peak_24005_lociStitched	chr5	95257952	95271499	2	13235	43720.2331	256	1
1_MACS_peak_22798_lociStitched	chr4	144272541	144284263	1	11723	47284.2036	257	1
2_MACS_peak_519_lociStitched	chr1	27018382	27034176	2	13905	41713.5334	258	1
3_MACS_peak_22940_lociStitched	chr4	159729498	159749560	3	16274	33347.0564	259	1
3_MACS_peak_4655_lociStitched	chr11	3874368	3893351	3	14368	40029.4521	260	1
3_MACS_peak_16383_lociStitched	chr2	87794580	87818824	3	17254	28280.626	261	1
1_MACS_peak_29808_lociStitched	chr8	119572476	119582254	1	9779	50622.6616	262	1
2_MACS_peak_9282_lociStitched	chr14	102275185	102294568	2	14370	39870.831	263	1
2_MACS_peak_19201_lociStitched	chr22	29183306	29199347	2	15999	33953.9847	264	1
1_MACS_peak_25561_lociStitched	chr6	32934328	32943739	1	9412	51073.497	265	1
3_MACS_peak_442_lociStitched	chr1	24511892	24531851	3	13282	42766.1493	266	1
1_MACS_peak_18310_lociStitched	chr20	43269485	43282441	1	12957	43124.046	267	1
3_MACS_peak_20374_lociStitched	chr3	98448615	98465244	3	14830	37283.8809	268	1
4_MACS_peak_27868_lociStitched	chr7	92346949	92369427	4	15432	34989.2548	269	1
1_MACS_peak_20377_lociStitched	chr3	98479923	98496102	1	16180	31845.1257	270	1
3_MACS_peak_11093_lociStitched	chr16	29604167	29625680	3	17668	23492.196	271	1
4_MACS_peak_24628_lociStitched	chr5	150431447	150451525	4	16357	30217.39	273	1
3_MACS_peak_80_lociStitched	chr1	2470845	2489574	3	12324	43827.7329	274	1
5_MACS_peak_18726_lociStitched	chr21	30428756	30453821	5	16611	28559.061	275	1
3_MACS_peak_1827_lociStitched	chr1	153928215	153941367	3	11158	45817.6224	276	1
1_MACS_peak_6823_lociStitched	chr12	57105824	57120377	1	14554	36522.2088	277	1
5_MACS_peak_11430_lociStitched	chr16	68270819	68300125	5	15506	32740.6632	278	1
2_MACS_peak_26279_lociStitched	chr6	106439485	106452167	2	11711	44398.4138	279	1
1_MACS_peak_6565_lociStitched	chr12	46116905	46128842	1	11938	43682.2578	281	1
2_MACS_peak_21723_lociStitched	chr4	13471868	13487543	2	15674	31619.61	282	1
5_MACS_peak_6259_lociStitched	chr12	9645513	9669155	5	15585	31975.805	283	1
2_MACS_peak_31427_lociStitched	chr9	134542919	134556089	2	13057	40639.986	284	1
2_MACS_peak_13156_lociStitched	chr17	76014478	76032333	2	12554	41923.54	285	1
1_MACS_peak_55_lociStitched	chr1	1706188	1714260	1	8073	50668.7512	286	1
3_MACS_peak_1851_lociStitched	chr1	154821809	154844103	3	12995	40541.639	287	1
3_MACS_peak_30139_lociStitched	chr8	145731920	145749898	3	11187	44795.7826	288	1
1_MACS_peak_29912_lociStitched	chr8	126440862	126450173	1	9312	48396.7158	289	1
1_MACS_peak_21230_lociStitched	chr3	176910964	176921124	1	10161	46748.192	290	1
2_MACS_peak_15918_lociStitched	chr2	46788618	46804707	2	15715	30411.4278	291	1
3_MACS_peak_25740_lociStitched	chr6	42737687	42752777	3	12852	40456.29	292	1
2_MACS_peak_17440_lociStitched	chr2	219080932	219096782	2	15226	32364.115	293	1
3_MACS_peak_13773_lociStitched	chr18	56291714	56307404	3	13056	39701.976	294	1
4_MACS_peak_18360_lociStitched	chr20	45172289	45198317	4	15044	32761.4436	295	1
4_MACS_peak_10181_lociStitched	chr15	75063594	75083917	4	13798	37221.5745	296	1
3_MACS_peak_15511_lociStitched	chr2	11883503	11896013	3	12011	42228.756	297	1
1_MACS_peak_31623_lociStitched	chrX	7024624	7040953	1	16330	26652.1938	298	1
3_MACS_peak_28608_lociStitched	chr7	150098187	150113083	3	9542	47296.2896	299	1
3_MACS_peak_17855_lociStitched	chr20	5572271	5592553	3	15299	31295.126	300	1
2_MACS_peak_25387_lociStitched	chr6	27856530	27871786	2	11764	42539.8304	301	1
6_MACS_peak_31236_lociStitched	chr9	126079296	126103884	6	14282	35025.606	302	1
1_MACS_peak_12135_lociStitched	chr17	20934660	20948114	1	13455	37715.5982	303	1
5_MACS_peak_24637_lociStitched	chr5	150512430	150538161	5	15674	29253.5739	304	1
4_MACS_peak_257_lociStitched	chr1	12206581	12228668	4	13710	36854.3682	305	1
3_MACS_peak_18811_lociStitched	chr21	36413959	36430660	3	13353	37824.4248	306	1
