#MM14 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM14.H3K27ac_ROSE/MM14_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM14.jin.bam
#Using cutoff of 17449.956 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM14.jin.bam	enhancerRank	isSuper
4_MACS_peak_18655_lociStitched	chr3	50637056	50655671	4	13983	43562.823	56	1
1_MACS_peak_13606_lociStitched	chr19	47612717	47617897	1	5181	43547.224	57	1
7_MACS_peak_28276_lociStitched	chr9	127016903	127038164	7	14677	43482.9972	58	1
4_MACS_peak_20050_lociStitched	chr3	193848834	193860131	4	7718	42933.1188	59	1
3_MACS_peak_22495_lociStitched	chr5	138719539	138730409	3	9818	42427.784	60	1
3_MACS_peak_13726_lociStitched	chr19	50423241	50434748	3	9509	42344.6093	61	1
4_MACS_peak_25652_lociStitched	chr7	102064335	102075421	4	7751	42290.8728	62	1
3_MACS_peak_25697_lociStitched	chr7	104649490	104656548	3	6430	42084.0308	63	1
4_MACS_peak_28337_lociStitched	chr9	130661175	130680292	4	10462	41965.6384	64	1
9_MACS_peak_2741_lociStitched	chr1	234730068	234749197	9	11881	41645.7459	65	1
4_MACS_peak_13558_lociStitched	chr19	45942669	45959805	4	6991	41299.4736	66	1
11_MACS_peak_5126_lociStitched	chr11	111227916	111251378	11	19431	40910.6894	67	1
9_MACS_peak_17106_lociStitched	chr21	44841195	44865013	9	11684	40859.779	68	1
17_MACS_peak_10465_lociStitched	chr16	81838527	81877326	17	20559	40440.1977	69	1
4_MACS_peak_22434_lociStitched	chr5	133973832	133986422	4	5493	40036.2	70	1
5_MACS_peak_21296_lociStitched	chr5	1327009	1346147	5	12027	40000.3338	71	1
7_MACS_peak_9180_lociStitched	chr15	74906548	74924166	7	11471	39858.9632	72	1
3_MACS_peak_25965_lociStitched	chr7	130785161	130796524	3	7838	39669.3693	73	1
20_MACS_peak_22410_lociStitched	chr5	133869855	133904813	20	18825	39589.935	74	1
1_MACS_peak_4736_lociStitched	chr11	69061447	69067176	1	5730	39240.2126	75	1
8_MACS_peak_17086_lociStitched	chr21	44725121	44747316	8	12131	38927.8105	76	1
5_MACS_peak_10661_lociStitched	chr17	2294542	2306096	5	7648	38351.1922	77	1
4_MACS_peak_13832_lociStitched	chr19	56143194	56159965	4	8253	38298.2556	78	1
9_MACS_peak_1719_lociStitched	chr1	150532922	150553158	9	12191	38092.2464	79	1
1_MACS_peak_13723_lociStitched	chr19	50378827	50382069	1	3243	37884.0668	80	1
1_MACS_peak_26235_lociStitched	chr7	158619830	158623481	1	3652	37467.6573	81	1
2_MACS_peak_13712_lociStitched	chr19	50175407	50184232	2	5864	37312.9825	82	1
6_MACS_peak_8819_lociStitched	chr15	52964059	52976804	6	9595	37084.1265	83	1
3_MACS_peak_22550_lociStitched	chr5	139942944	139951922	3	7823	36738.8738	84	1
5_MACS_peak_29431_lociStitched	chrX	153229956	153239495	5	9304	36693.6713	85	1
4_MACS_peak_4073_lociStitched	chr11	10323635	10344848	4	11992	36692.1261	86	1
1_MACS_peak_26102_lociStitched	chr7	140623179	140625687	1	2509	36671.4744	87	1
19_MACS_peak_22712_lociStitched	chr5	150502729	150537992	19	20459	36669.9937	88	1
3_MACS_peak_15314_lociStitched	chr2	158292336	158302015	3	8578	36594.3632	89	1
6_MACS_peak_12496_lociStitched	chr19	1239769	1252962	6	7835	36432.4695	90	1
1_MACS_peak_12947_lociStitched	chr19	14115977	14118448	1	2472	36270.3264	91	1
1_MACS_peak_22123_lociStitched	chr5	107715657	107719236	1	3580	35943.1812	92	1
8_MACS_peak_4039_lociStitched	chr11	7531474	7548421	8	13216	35922.5559	93	1
11_MACS_peak_9070_lociStitched	chr15	68480323	68504027	11	11000	35909.1896	94	1
2_MACS_peak_27876_lociStitched	chr9	86320687	86324351	2	3468	35723.2672	95	1
2_MACS_peak_26072_lociStitched	chr7	139466727	139478804	2	11888	35588.5036	96	1
13_MACS_peak_1906_lociStitched	chr1	156450574	156478110	13	15638	35325.9344	97	1
1_MACS_peak_22470_lociStitched	chr5	137877501	137880745	1	3245	34957.6684	98	1
2_MACS_peak_18640_lociStitched	chr3	50373108	50378635	2	4505	34911.8482	99	1
1_MACS_peak_18615_lociStitched	chr3	49759810	49763563	1	3754	34905.5271	100	1
1_MACS_peak_22335_lociStitched	chr5	131131295	131133772	1	2478	34836.528	101	1
10_MACS_peak_18038_lociStitched	chr3	5228134	5247760	10	12464	34781.1972	102	1
2_MACS_peak_4396_lociStitched	chr11	58340316	58347783	2	7461	34757.3916	103	1
11_MACS_peak_2473_lociStitched	chr1	207978915	208006610	11	11850	34751.686	104	1
2_MACS_peak_22536_lociStitched	chr5	139553847	139561394	2	3913	34619.5984	105	1
2_MACS_peak_9005_lociStitched	chr15	65183278	65190169	2	6739	34366.1061	106	1
2_MACS_peak_11838_lociStitched	chr17	74257673	74269464	2	11751	34311.81	107	1
3_MACS_peak_21620_lociStitched	chr5	56109702	56115539	3	5568	34280.701	108	1
2_MACS_peak_6869_lociStitched	chr12	125396270	125406391	2	9811	34152.3024	109	1
9_MACS_peak_28283_lociStitched	chr9	127046951	127064000	9	10472	33758.7249	110	1
7_MACS_peak_12584_lociStitched	chr19	2616968	2634599	7	10594	33601.1598	111	1
2_MACS_peak_18591_lociStitched	chr3	49054559	49060599	2	5391	33529.248	112	1
3_MACS_peak_13717_lociStitched	chr19	50311558	50322667	3	6119	33498.0786	113	1
1_MACS_peak_23617_lociStitched	chr6	32935675	32941824	1	6150	33350.3313	114	1
3_MACS_peak_19761_lociStitched	chr3	171757012	171764943	3	3421	33327.6482	115	1
6_MACS_peak_9962_lociStitched	chr16	21512067	21532290	6	9569	33289.0803	116	1
6_MACS_peak_11365_lociStitched	chr17	43298471	43309117	6	10064	33283.6544	117	1
9_MACS_peak_15693_lociStitched	chr2	201980033	202000739	9	15735	33208.2828	118	1
2_MACS_peak_3679_lociStitched	chr10	104153237	104159988	2	6003	33121.0811	119	1
2_MACS_peak_13249_lociStitched	chr19	33863313	33866010	2	2480	32744.277	120	1
6_MACS_peak_10724_lociStitched	chr17	4842430	4854726	6	8334	32744.248	121	1
2_MACS_peak_13083_lociStitched	chr19	18388879	18393600	2	4490	32706.1438	122	1
1_MACS_peak_22380_lociStitched	chr5	132297600	132300209	1	2610	32692.3354	123	1
2_MACS_peak_13906_lociStitched	chr19	59065309	59071652	2	5207	32567.4992	124	1
11_MACS_peak_25766_lociStitched	chr7	114556038	114576717	11	11720	32414.3325	125	1
4_MACS_peak_8132_lociStitched	chr14	91829836	91844652	4	14717	32389.2576	126	1
1_MACS_peak_28058_lociStitched	chr9	101983107	101985962	1	2856	32254.9335	127	1
4_MACS_peak_25222_lociStitched	chr7	55594232	55605958	4	9143	32220.7028	128	1
12_MACS_peak_24182_lociStitched	chr6	106531168	106555247	12	15159	32109.3465	129	1
9_MACS_peak_17443_lociStitched	chr22	24819687	24834015	9	11893	32018.7816	130	1
2_MACS_peak_21984_lociStitched	chr5	90674779	90680688	2	5725	31988.9624	131	1
2_MACS_peak_8813_lociStitched	chr15	52856931	52861897	2	4686	31801.2708	132	1
4_MACS_peak_21353_lociStitched	chr5	6476934	6490083	4	10627	31770.6138	133	1
6_MACS_peak_5675_lociStitched	chr12	26266295	26280727	6	10502	31750.4	134	1
1_MACS_peak_2832_lociStitched	chr10	3822799	3828794	1	5996	31657.7965	135	1
3_MACS_peak_20080_lociStitched	chr3	195630496	195641910	3	6780	31611.073	136	1
1_MACS_peak_9309_lociStitched	chr15	79164858	79167231	1	2374	31498.2528	137	1
2_MACS_peak_2680_lociStitched	chr1	228269493	228273818	2	3862	31482.1075	138	1
16_MACS_peak_12266_lociStitched	chr18	46448913	46479945	16	16895	31423.0032	139	1
2_MACS_peak_21865_lociStitched	chr5	78530958	78538112	2	3983	31331.6584	140	1
2_MACS_peak_13908_lociStitched	chr19	59083568	59087952	2	4226	31319.7344	141	1
1_MACS_peak_13788_lociStitched	chr19	54040316	54042908	1	2593	31287.5136	142	1
1_MACS_peak_26544_lociStitched	chr8	38238664	38244947	1	6284	31278.0306	143	1
1_MACS_peak_13789_lociStitched	chr19	54056447	54059249	1	2803	31247.3436	144	1
4_MACS_peak_12563_lociStitched	chr19	2266243	2273838	4	4647	31242.0325	145	1
2_MACS_peak_22609_lociStitched	chr5	142430539	142439077	2	8445	31208.9514	146	1
1_MACS_peak_13862_lociStitched	chr19	57790504	57795588	1	5085	31171.5292	147	1
3_MACS_peak_22987_lociStitched	chr5	176726634	176739892	3	8888	31051.5618	148	1
4_MACS_peak_19598_lociStitched	chr3	150476842	150484638	4	5964	30904.1236	149	1
5_MACS_peak_22927_lociStitched	chr5	173160070	173174222	5	9512	30900.892	150	1
3_MACS_peak_25692_lociStitched	chr7	104575998	104587226	3	7289	30883.7368	151	1
4_MACS_peak_13460_lociStitched	chr19	42615393	42628610	4	10454	30750.6722	152	1
22_MACS_peak_11887_lociStitched	chr17	75429459	75469339	22	17407	30679.684	153	1
4_MACS_peak_19178_lociStitched	chr3	113455618	113468734	4	7505	30671.766	154	1
4_MACS_peak_27117_lociStitched	chr8	126441202	126450796	4	9186	30588.5502	155	1
10_MACS_peak_5894_lociStitched	chr12	48191564	48214451	10	12907	30535.8354	156	1
1_MACS_peak_8674_lociStitched	chr15	44083542	44085954	1	2413	30479.238	157	1
4_MACS_peak_23072_lociStitched	chr6	286788	299543	4	8002	30460.2155	158	1
3_MACS_peak_23618_lociStitched	chr6	33167294	33176860	3	6420	30355.7878	159	1
2_MACS_peak_27629_lociStitched	chr9	35066826	35073577	2	3600	30312.6651	160	1
1_MACS_peak_28549_lociStitched	chr9	139376426	139379420	1	2995	30257.0646	161	1
4_MACS_peak_24912_lociStitched	chr7	25998743	26012289	4	9032	30245.5088	162	1
10_MACS_peak_9211_lociStitched	chr15	75299211	75326333	10	15127	30170.5128	163	1
1_MACS_peak_10671_lociStitched	chr17	3459487	3463180	1	3694	30159.2538	164	1
6_MACS_peak_22145_lociStitched	chr5	109024206	109036957	6	8800	30103.8359	165	1
3_MACS_peak_9232_lociStitched	chr15	75492435	75503230	3	7271	30085.665	166	1
7_MACS_peak_13990_lociStitched	chr2	11883666	11898092	7	11802	30079.6526	167	1
1_MACS_peak_3926_lociStitched	chr11	206195	209906	1	3712	30055.389	168	1
9_MACS_peak_14015_lociStitched	chr2	16830553	16848686	9	12126	29950.2761	169	1
1_MACS_peak_9332_lociStitched	chr15	81291780	81295213	1	3434	29934.3868	170	1
2_MACS_peak_19356_lociStitched	chr3	128368276	128370215	2	1910	29832.2906	171	1
7_MACS_peak_636_lociStitched	chr1	36614121	36628392	7	7989	29814.9732	172	1
3_MACS_peak_12648_lociStitched	chr19	4058008	4067977	3	9025	29719.5828	173	1
1_MACS_peak_8783_lociStitched	chr15	52470436	52473415	1	2980	29701.8216	174	1
1_MACS_peak_13562_lociStitched	chr19	45970249	45974233	1	3985	29607.096	175	1
1_MACS_peak_17870_lociStitched	chr22	44419462	44423870	1	4409	29564.456	176	1
2_MACS_peak_22029_lociStitched	chr5	95291066	95298439	2	7299	29560.5689	177	1
1_MACS_peak_13814_lociStitched	chr19	55761873	55771612	1	9740	29386.4586	178	1
2_MACS_peak_21614_lociStitched	chr5	55883393	55889208	2	4097	29211.071	179	1
1_MACS_peak_8871_lociStitched	chr15	57209148	57212701	1	3554	29163.7346	180	1
6_MACS_peak_4562_lociStitched	chr11	65333575	65345755	6	10178	29138.214	181	1
1_MACS_peak_8782_lociStitched	chr15	52310653	52314777	1	4125	29091.5208	182	1
2_MACS_peak_9238_lociStitched	chr15	75742484	75748947	2	6291	29086.0852	183	1
1_MACS_peak_13227_lociStitched	chr19	30204749	30207783	1	3035	29069.0574	184	1
1_MACS_peak_9141_lociStitched	chr15	73074681	73078270	1	3590	29010.6048	185	1
1_MACS_peak_27837_lociStitched	chr9	74976916	74981154	1	4239	28991.7342	186	1
13_MACS_peak_17636_lociStitched	chr22	37614455	37641630	13	13352	28976.7025	187	1
1_MACS_peak_21477_lociStitched	chr5	36240628	36243284	1	2657	28914.544	188	1
3_MACS_peak_23894_lociStitched	chr6	44224569	44233996	3	6660	28876.7864	189	1
14_MACS_peak_5519_lociStitched	chr12	7052227	7074279	14	14985	28804.3224	190	1
1_MACS_peak_28045_lociStitched	chr9	100744392	100748771	1	4380	28789.2976	191	1
5_MACS_peak_13836_lociStitched	chr19	56165020	56170423	5	5133	28776.9183	192	1
10_MACS_peak_14207_lociStitched	chr2	33699982	33725183	10	14733	28610.6953	193	1
14_MACS_peak_543_lociStitched	chr1	31213713	31231233	14	14710	28599.648	194	1
1_MACS_peak_22521_lociStitched	chr5	139088294	139091721	1	3428	28521.5502	195	1
13_MACS_peak_13439_lociStitched	chr19	42363652	42389159	13	12607	28435.2036	196	1
3_MACS_peak_23728_lociStitched	chr6	36646090	36651908	3	5765	28362.75	197	1
1_MACS_peak_22392_lociStitched	chr5	133338237	133341739	1	3503	28302.1134	198	1
2_MACS_peak_29383_lociStitched	chrX	148583262	148587545	2	4110	28283.2188	199	1
2_MACS_peak_9560_lociStitched	chr15	93424664	93429176	2	4306	28187.8176	200	1
1_MACS_peak_12804_lociStitched	chr19	10513209	10516504	1	3296	28125.7905	201	1
2_MACS_peak_8957_lociStitched	chr15	63890297	63899105	2	5667	28050.8376	202	1
1_MACS_peak_13591_lociStitched	chr19	47103421	47106740	1	3320	27996.0969	203	1
3_MACS_peak_18110_lociStitched	chr3	13050254	13064494	3	11852	27914.672	204	1
1_MACS_peak_9762_lociStitched	chr16	2562839	2565522	1	2684	27857.3207	205	1
8_MACS_peak_21179_lociStitched	chr4	185184488	185210604	8	13750	27823.9864	206	1
1_MACS_peak_18549_lociStitched	chr3	47322998	47325605	1	2608	27794.2698	207	1
1_MACS_peak_3944_lociStitched	chr11	505782	507827	1	2046	27783.37	208	1
2_MACS_peak_17483_lociStitched	chr22	29193971	29198743	2	4767	27750.6116	209	1
1_MACS_peak_28156_lociStitched	chr9	114244766	114247477	1	2712	27730.2768	210	1
1_MACS_peak_27027_lociStitched	chr8	123792048	123795772	1	3725	27716.6148	211	1
1_MACS_peak_11180_lociStitched	chr17	36856442	36862912	1	6471	27663.779	212	1
3_MACS_peak_22407_lociStitched	chr5	133859633	133865346	3	5496	27639.494	213	1
6_MACS_peak_21450_lociStitched	chr5	32583005	32597413	6	5144	27630.2216	214	1
1_MACS_peak_14857_lociStitched	chr2	88921835	88928633	1	6799	27559.092	215	1
1_MACS_peak_9046_lociStitched	chr15	67812038	67814861	1	2824	27540.3411	216	1
2_MACS_peak_25607_lociStitched	chr7	100025653	100034512	2	4830	27539.9733	217	1
6_MACS_peak_10813_lociStitched	chr17	8053712	8067145	6	8254	27525.5603	218	1
1_MACS_peak_21507_lociStitched	chr5	42948950	42952937	1	3988	27504.7182	219	1
5_MACS_peak_5382_lociStitched	chr11	129304304	129318616	5	10161	27431.8104	220	1
1_MACS_peak_13798_lociStitched	chr19	54692461	54696246	1	3786	27420.811	221	1
6_MACS_peak_25450_lociStitched	chr7	86841273	86850616	6	8651	27384.333	222	1
11_MACS_peak_23091_lociStitched	chr6	389632	410685	11	14246	27246.7926	223	1
1_MACS_peak_28040_lociStitched	chr9	100393617	100396999	1	3383	27188.2362	224	1
2_MACS_peak_11737_lociStitched	chr17	66283553	66289277	2	5708	27142.0632	225	1
1_MACS_peak_6143_lociStitched	chr12	62995624	62998297	1	2674	27077.49	226	1
3_MACS_peak_13410_lociStitched	chr19	41768151	41773478	3	5222	26952.4892	227	1
1_MACS_peak_11639_lociStitched	chr17	61522322	61524880	1	2559	26890.2076	228	1
4_MACS_peak_28791_lociStitched	chrX	41190171	41195471	4	5159	26882.66	229	1
1_MACS_peak_25898_lociStitched	chr7	127290692	127293808	1	3117	26862.7244	230	1
7_MACS_peak_5367_lociStitched	chr11	129234187	129250183	7	11812	26743.7124	231	1
1_MACS_peak_4503_lociStitched	chr11	64050951	64053954	1	3004	26695.4688	232	1
2_MACS_peak_25102_lociStitched	chr7	44787544	44796037	2	6899	26662.0749	233	1
3_MACS_peak_19053_lociStitched	chr3	104233509	104246386	3	6961	26575.5526	234	1
4_MACS_peak_28458_lociStitched	chr9	134495866	134510831	4	8195	26555.3925	235	1
8_MACS_peak_25214_lociStitched	chr7	55566527	55589469	8	13195	26532.423	236	1
7_MACS_peak_2354_lociStitched	chr1	203241548	203261248	7	9513	26459.07	237	1
3_MACS_peak_22491_lociStitched	chr5	138628796	138634526	3	3393	26400.975	238	1
1_MACS_peak_21535_lociStitched	chr5	49961190	49964714	1	3525	26394.4076	239	1
3_MACS_peak_13524_lociStitched	chr19	45249906	45258697	3	7892	26358.9344	240	1
1_MACS_peak_8623_lociStitched	chr15	41407136	41409617	1	2482	26353.4301	241	1
2_MACS_peak_27419_lociStitched	chr9	3524774	3528824	2	3654	26348.49	242	1
5_MACS_peak_18759_lociStitched	chr3	55511119	55524014	5	9884	26330.3005	243	1
2_MACS_peak_18665_lociStitched	chr3	51421414	51430339	2	4480	26298.405	244	1
7_MACS_peak_29452_lociStitched	chrX	153596795	153609379	7	6852	26294.268	245	1
4_MACS_peak_29124_lociStitched	chrX	106953758	106965078	4	7985	26221.648	246	1
3_MACS_peak_27598_lociStitched	chr9	33288815	33298696	3	4596	26210.3406	247	1
6_MACS_peak_6811_lociStitched	chr12	123371364	123386356	6	8384	26200.0192	248	1
5_MACS_peak_25177_lociStitched	chr7	50343063	50361759	5	15087	26129.5296	249	1
4_MACS_peak_4441_lociStitched	chr11	62318812	62328991	4	6798	26042.9715	250	1
3_MACS_peak_22806_lociStitched	chr5	156901224	156915793	3	8185	26004.2081	251	1
1_MACS_peak_22383_lociStitched	chr5	132386365	132388924	1	2560	25971.8028	252	1
1_MACS_peak_4974_lociStitched	chr11	95521986	95524738	1	2753	25831.9232	253	1
1_MACS_peak_9921_lociStitched	chr16	15068169	15070473	1	2305	25825.0752	254	1
5_MACS_peak_9562_lociStitched	chr15	93439632	93451115	5	8002	25798.8561	255	1
4_MACS_peak_17952_lociStitched	chr22	50352951	50364781	4	6027	25698.309	256	1
1_MACS_peak_13594_lociStitched	chr19	47216521	47225021	1	8501	25692.1	257	1
17_MACS_peak_8360_lociStitched	chr14	106145853	106168680	17	14346	25682.6577	258	1
1_MACS_peak_18404_lociStitched	chr3	42053968	42057102	1	3135	25614.182	259	1
1_MACS_peak_19686_lociStitched	chr3	156875816	156879481	1	3666	25539.186	260	1
2_MACS_peak_18571_lociStitched	chr3	48506471	48515125	2	4950	25421.125	261	1
1_MACS_peak_26177_lociStitched	chr7	150064291	150067590	1	3300	25376.8977	262	1
2_MACS_peak_18257_lociStitched	chr3	23986140	23991959	2	3010	25370.84	263	1
2_MACS_peak_17702_lociStitched	chr22	39096032	39103290	2	3572	25339.8554	264	1
1_MACS_peak_4472_lociStitched	chr11	62647414	62650439	1	3026	25331.0475	265	1
1_MACS_peak_19586_lociStitched	chr3	150262417	150265657	1	3241	25304.4	266	1
3_MACS_peak_25107_lociStitched	chr7	44920680	44926371	3	3515	25268.04	267	1
5_MACS_peak_26316_lociStitched	chr8	12607927	12615654	5	5713	25261.8811	268	1
1_MACS_peak_13803_lociStitched	chr19	54959049	54961830	1	2782	25252.8705	269	1
2_MACS_peak_9420_lociStitched	chr15	85290165	85294690	2	3895	25211.9425	270	1
7_MACS_peak_22316_lociStitched	chr5	130709698	130720587	7	8210	25175.368	271	1
4_MACS_peak_13026_lociStitched	chr19	16691859	16701051	4	9006	25172.292	272	1
1_MACS_peak_19056_lociStitched	chr3	105084990	105088960	1	3971	25167.418	273	1
2_MACS_peak_4529_lociStitched	chr11	64897598	64903441	2	4243	25084.5833	274	1
1_MACS_peak_13456_lociStitched	chr19	42461976	42464127	1	2152	25057.8594	275	1
1_MACS_peak_9606_lociStitched	chr15	100104502	100108112	1	3611	25052.317	276	1
1_MACS_peak_13819_lociStitched	chr19	55849485	55852521	1	3037	25019.0688	277	1
3_MACS_peak_22356_lociStitched	chr5	131791388	131803721	3	10779	24973.0917	278	1
3_MACS_peak_13349_lociStitched	chr19	39338645	39348371	3	5519	24967.6146	279	1
1_MACS_peak_13596_lociStitched	chr19	47287005	47292036	1	5032	24940.6794	280	1
1_MACS_peak_4428_lociStitched	chr11	61196326	61198305	1	1980	24927.8798	281	1
1_MACS_peak_22069_lociStitched	chr5	98263121	98266082	1	2962	24909.1164	282	1
3_MACS_peak_21631_lociStitched	chr5	56467380	56476317	3	6054	24853.797	283	1
4_MACS_peak_4703_lociStitched	chr11	67761663	67777199	4	6359	24755.0624	284	1
1_MACS_peak_13015_lociStitched	chr19	16434214	16439770	1	5557	24753.6468	285	1
2_MACS_peak_28748_lociStitched	chrX	24166657	24169504	2	2746	24729.042	286	1
1_MACS_peak_23843_lociStitched	chr6	42749274	42752299	1	3026	24687.3275	287	1
2_MACS_peak_3983_lociStitched	chr11	1871796	1878375	2	5742	24687.0396	288	1
1_MACS_peak_12980_lociStitched	chr19	15441569	15445016	1	3448	24679.1412	289	1
1_MACS_peak_25748_lociStitched	chr7	112089283	112092204	1	2922	24672.5186	290	1
3_MACS_peak_23602_lociStitched	chr6	32152690	32164935	3	7959	24645.5115	291	1
1_MACS_peak_16425_lociStitched	chr20	35200612	35204294	1	3683	24618.2202	292	1
1_MACS_peak_5199_lociStitched	chr11	116967096	116970243	1	3148	24606.7077	293	1
1_MACS_peak_9026_lociStitched	chr15	66083112	66085902	1	2791	24582.69	294	1
1_MACS_peak_23981_lociStitched	chr6	64281117	64284447	1	3331	24576.066	295	1
2_MACS_peak_11821_lociStitched	chr17	73774245	73782380	2	3981	24570.1405	296	1
8_MACS_peak_6562_lociStitched	chr12	108954131	108970063	8	9711	24560.7712	297	1
2_MACS_peak_19256_lociStitched	chr3	119181328	119188567	2	3680	24546.0012	298	1
5_MACS_peak_24221_lociStitched	chr6	108878367	108888022	5	7629	24539.148	299	1
1_MACS_peak_21385_lociStitched	chr5	10759860	10762347	1	2488	24507.3954	300	1
1_MACS_peak_9486_lociStitched	chr15	89941782	89945789	1	4008	24402.2293	301	1
1_MACS_peak_19942_lociStitched	chr3	184031969	184034497	1	2529	24387.1104	302	1
3_MACS_peak_22766_lociStitched	chr5	154133441	154141171	3	5038	24378.874	303	1
