REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM14.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
8_MACS_peak_8708_lociStitched	chr15	45002263	45029202	8	14728	49866.7829	34	1	B2M,TRIM69	SPG11,PATL2	B2M	B2M	1.7117	34	1
18_MACS_peak_9336_lociStitched	chr15	81576547	81617655	18	25434	49502.2536	35	1	IL16,STARD5	TMC3	IL16	IL16	0.5002	35	1
18_MACS_peak_19491_lociStitched	chr3	141079602	141112393	18	23494	49183.2209	36	1	ZBTB38		ZBTB38	ZBTB38	0.8774	36	1
2_MACS_peak_22454_lociStitched	chr5	137087605	137091513	2	3849	49173.5824	37	1	HNRNPA0	NPY6R,KLHL3	HNRNPA0	HNRNPA0	3.9262	37	1
1_MACS_peak_9167_lociStitched	chr15	74674770	74680679	1	5910	48294.257	38	1		CYP11A1,SEMA7A	CYP11A1	SEMA7A	0.4499	38	1
13_MACS_peak_25226_lociStitched	chr7	55613006	55641971	13	20150	48194.8635	39	1	VOPP1		VOPP1	VOPP1	1.1046	39	1
4_MACS_peak_8949_lociStitched	chr15	63789035	63799217	4	7522	48074.313	40	1	USP3		USP3	USP3	0.7188	40	1
22_MACS_peak_1479_lociStitched	chr1	118147454	118187191	22	23507	47930.7694	41	1	FAM46C		FAM46C	FAM46C	1.1518	41	1
4_MACS_peak_13636_lociStitched	chr19	48824486	48837905	4	8265	47903.1462	42	1	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	3.1935	42	1
7_MACS_peak_13413_lociStitched	chr19	41801502	41817017	7	11708	47533.3055	43	1	HNRNPUL1,CCDC97	TGFB1	CCDC97	CCDC97	1.0866	43	1
1_MACS_peak_13720_lociStitched	chr19	50353467	50355519	1	2053	47287.5192	44	1	PTOV1	MED25,TBC1D17,FUZ,PNKP,AKT1S1,IL4I1	PTOV1	AKT1S1	2.9624	44	1
8_MACS_peak_19509_lociStitched	chr3	141118332	141146878	8	19514	46998.1344	45	1	ZBTB38		RASA2	RASA2	NONE	45	1
4_MACS_peak_22901_lociStitched	chr5	172191489	172205350	4	9330	46862.6549	46	1	DUSP1		DUSP1	DUSP1	3.3894	46	1
10_MACS_peak_17983_lociStitched	chr22	50963344	50987941	10	14091	45834.0498	47	1	KLHDC7B,SCO2,TYMP,ODF3B	ADM2,MIOX,NCAPH2,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	2.3731	47	1
1_MACS_peak_21428_lociStitched	chr5	32171895	32175506	1	3612	45829.3676	48	1	GOLPH3		GOLPH3	GOLPH3	0.9565	48	1
10_MACS_peak_28474_lociStitched	chr9	134593715	134616135	10	17848	45413.952	49	1	RAPGEF1	RAPGEF1	RAPGEF1	RAPGEF1	0.9849	49	1
8_MACS_peak_15825_lociStitched	chr2	219743133	219763002	8	11726	45408.6126	50	1	WNT10A	WNT6,PRKAG3	WNT10A	WNT10A	1.9823	50	1
2_MACS_peak_27825_lociStitched	chr9	73026582	73036339	2	6593	45158.3231	51	1	KLF9		KLF9	KLF9	0.9454	51	1
2_MACS_peak_22534_lociStitched	chr5	139486271	139494923	2	5042	44713.536	52	1	PURA	C5orf53	PURA	PURA	1.5492	52	1
1_MACS_peak_22396_lociStitched	chr5	133559555	133563345	1	3791	44446.846	53	1	MIR3661,PPP2CA	SKP1	MIR3661	MIR3661	4.5833	53	1
10_MACS_peak_17136_lociStitched	chr21	45552812	45581458	10	15831	44341.1434	54	1	C21orf33	PWP2	C21orf33	C21orf33	0.8659	54	1
8_MACS_peak_18725_lociStitched	chr3	53194038	53215450	8	18079	44237.192	55	1	PRKCD	RFT1	PRKCD	PRKCD	1.5196	55	1
4_MACS_peak_18655_lociStitched	chr3	50637056	50655671	4	13983	43562.823	56	1	MAPKAPK3,CISH	HEMK1,C3orf18	CISH	CISH	2.0899	56	1
1_MACS_peak_13606_lociStitched	chr19	47612717	47617897	1	5181	43547.224	57	1	ZC3H4	SAE1	ZC3H4	ZC3H4	0.8931	57	1
7_MACS_peak_28276_lociStitched	chr9	127016903	127038164	7	14677	43482.9972	58	1	NEK6	NEK6	NEK6	NEK6	0.8807	58	1
4_MACS_peak_20050_lociStitched	chr3	193848834	193860131	4	7718	42933.1188	59	1	HES1		HES1	HES1	3.4515	59	1
3_MACS_peak_22495_lociStitched	chr5	138719539	138730409	3	9818	42427.784	60	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	3.5113	60	1
3_MACS_peak_13726_lociStitched	chr19	50423241	50434748	3	9509	42344.6093	61	1	ATF5,NUP62,IL4I1	TBC1D17,SIGLEC16,AKT1S1,IL4I1,SIGLEC11	ATF5	AKT1S1	2.9624	61	1
4_MACS_peak_25652_lociStitched	chr7	102064335	102075421	4	7751	42290.8728	62	1	PRKRIP1,ORAI2	LRWD1,ALKBH4,POLR2J	ORAI2	ORAI2	0.9889	62	1
3_MACS_peak_25697_lociStitched	chr7	104649490	104656548	3	6430	42084.0308	63	1	MLL5,LOC100216545		LOC100216545	LOC100216545	3.2771	63	1
4_MACS_peak_28337_lociStitched	chr9	130661175	130680292	4	10462	41965.6384	64	1	ST6GALNAC6,ST6GALNAC4	ENG,AK1,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	ST6GALNAC4	2.1176	64	1
9_MACS_peak_2741_lociStitched	chr1	234730068	234749197	9	11881	41645.7459	65	1	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	2.6454	65	1
4_MACS_peak_13558_lociStitched	chr19	45942669	45959805	4	6991	41299.4736	66	1		CD3EAP,FOSB,PPM1N,PPP1R13L,ERCC1,RTN2	FOSB	FOSB	2.216	66	1
11_MACS_peak_5126_lociStitched	chr11	111227916	111251378	11	19431	40910.6894	67	1	POU2AF1		POU2AF1	POU2AF1	1.2012	67	1
9_MACS_peak_17106_lociStitched	chr21	44841195	44865013	9	11684	40859.779	68	1	SIK1	C21orf125,C21orf84	SIK1	SIK1	1.6873	68	1
17_MACS_peak_10465_lociStitched	chr16	81838527	81877326	17	20559	40440.1977	69	1	PLCG2		PLCG2	PLCG2	0.4602	69	1
4_MACS_peak_22434_lociStitched	chr5	133973832	133986422	4	5493	40036.2	70	1	SEC24A	SAR1B	SEC24A	SEC24A	0.5143	70	1
5_MACS_peak_21296_lociStitched	chr5	1327009	1346147	5	12027	40000.3338	71	1	CLPTM1L	TERT	CLPTM1L	CLPTM1L	1.5191	71	1
7_MACS_peak_9180_lociStitched	chr15	74906548	74924166	7	11471	39858.9632	72	1	CLK3,EDC3		CLK3	CLK3	1.3457	72	1
3_MACS_peak_25965_lociStitched	chr7	130785161	130796524	3	7838	39669.3693	73	1	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.4783	73	1
20_MACS_peak_22410_lociStitched	chr5	133869855	133904813	20	18825	39589.935	74	1	PHF15		PHF15	PHF15	1.1452	74	1
1_MACS_peak_4736_lociStitched	chr11	69061447	69067176	1	5730	39240.2126	75	1	MYEOV		MYEOV	MYEOV	3.1366	75	1
8_MACS_peak_17086_lociStitched	chr21	44725121	44747316	8	12131	38927.8105	76	1			SIK1	SIK1	1.6873	76	1
5_MACS_peak_10661_lociStitched	chr17	2294542	2306096	5	7648	38351.1922	77	1	MNT	LOC284009	MNT	MNT	1.5001	77	1
4_MACS_peak_13832_lociStitched	chr19	56143194	56159965	4	8253	38298.2556	78	1	ZNF580,ZNF581,CCDC106	ZNF524,ZNF865,U2AF2,EPN1,FIZ1,ZNF784	ZNF580	U2AF2	1.4252	78	1
9_MACS_peak_1719_lociStitched	chr1	150532922	150553158	9	12191	38092.2464	79	1	ADAMTSL4,MCL1	MIR4257,ENSA	MCL1	MCL1	2.0018	79	1
1_MACS_peak_13723_lociStitched	chr19	50378827	50382069	1	3243	37884.0668	80	1	TBC1D17,AKT1S1	PTOV1,ATF5,PNKP,IL4I1	AKT1S1	AKT1S1	2.9624	80	1
1_MACS_peak_26235_lociStitched	chr7	158619830	158623481	1	3652	37467.6573	81	1	ESYT2	WDR60	ESYT2	ESYT2	0.4495	81	1
2_MACS_peak_13712_lociStitched	chr19	50175407	50184232	2	5864	37312.9825	82	1	BCL2L12,PRMT1	SCAF1,C19orf76,CPT1C,RRAS,IRF3	PRMT1	PRMT1	1.8482	82	1
6_MACS_peak_8819_lociStitched	chr15	52964059	52976804	6	9595	37084.1265	83	1	KIAA1370		KIAA1370	KIAA1370	0.6301	83	1
3_MACS_peak_22550_lociStitched	chr5	139942944	139951922	3	7823	36738.8738	84	1	SLC35A4,APBB3	EIF4EBP3,SRA1	SLC35A4	SLC35A4	2.6555	84	1
5_MACS_peak_29431_lociStitched	chrX	153229956	153239495	5	9304	36693.6713	85	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	MIR718	1.901	85	1
4_MACS_peak_4073_lociStitched	chr11	10323635	10344848	4	11992	36692.1261	86	1	ADM	SBF2	ADM	ADM	2.4209	86	1
1_MACS_peak_26102_lociStitched	chr7	140623179	140625687	1	2509	36671.4744	87	1	BRAF		BRAF	BRAF	0.2823	87	1
19_MACS_peak_22712_lociStitched	chr5	150502729	150537992	19	20459	36669.9937	88	1	ANXA6	TNIP1	ANXA6	TNIP1	1.2297	88	1
3_MACS_peak_15314_lociStitched	chr2	158292336	158302015	3	8578	36594.3632	89	1	CYTIP		CYTIP	CYTIP	1.1436	89	1
6_MACS_peak_12496_lociStitched	chr19	1239769	1252962	6	7835	36432.4695	90	1	ATP5D,MIDN	STK11,CIRBP,C19orf24,EFNA2,C19orf26,C19orf23	MIDN	CIRBP	2.4132	90	1
1_MACS_peak_12947_lociStitched	chr19	14115977	14118448	1	2472	36270.3264	91	1	RFX1	RLN3,IL27RA	RFX1	RFX1	0.9501	91	1
1_MACS_peak_22123_lociStitched	chr5	107715657	107719236	1	3580	35943.1812	92	1	FBXL17		FBXL17	FBXL17	0.1362	92	1
8_MACS_peak_4039_lociStitched	chr11	7531474	7548421	8	13216	35922.5559	93	1	OLFML1,PPFIBP2		PPFIBP2	PPFIBP2	0.4376	93	1
11_MACS_peak_9070_lociStitched	chr15	68480323	68504027	11	11000	35909.1896	94	1	PIAS1,CALML4,CLN6		CALML4	CALML4	1.4172	94	1
2_MACS_peak_27876_lociStitched	chr9	86320687	86324351	2	3468	35723.2672	95	1	UBQLN1		UBQLN1	UBQLN1	0.7472	95	1
2_MACS_peak_26072_lociStitched	chr7	139466727	139478804	2	11888	35588.5036	96	1	TBXAS1,HIPK2		HIPK2	HIPK2	0.4718	96	1
13_MACS_peak_1906_lociStitched	chr1	156450574	156478110	13	15638	35325.9344	97	1	MEF2D		MEF2D	MEF2D	0.7815	97	1
1_MACS_peak_22470_lociStitched	chr5	137877501	137880745	1	3245	34957.6684	98	1	ETF1	SNORD63,HSPA9	ETF1	HSPA9	0.938	98	1
2_MACS_peak_18640_lociStitched	chr3	50373108	50378635	2	4505	34911.8482	99	1	RASSF1,ZMYND10	CYB561D2,IFRD2,NAT6,HYAL3,HYAL1,HYAL2,TUSC2,NPRL2,TMEM115	RASSF1	RASSF1	2.1377	99	1
1_MACS_peak_18615_lociStitched	chr3	49759810	49763563	1	3754	34905.5271	100	1	GMPPB,IP6K1	APEH,RNF123,MST1,AMIGO3	GMPPB	GMPPB	2.9684	100	1
1_MACS_peak_22335_lociStitched	chr5	131131295	131133772	1	2478	34836.528	101	1	FNIP1		FNIP1	FNIP1	0.3542	101	1
10_MACS_peak_18038_lociStitched	chr3	5228134	5247760	10	12464	34781.1972	102	1	EDEM1		EDEM1	EDEM1	0.9794	102	1
2_MACS_peak_4396_lociStitched	chr11	58340316	58347783	2	7461	34757.3916	103	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	0.6821	103	1
11_MACS_peak_2473_lociStitched	chr1	207978915	208006610	11	11850	34751.686	104	1	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	1.8944	104	1
2_MACS_peak_22536_lociStitched	chr5	139553847	139561394	2	3913	34619.5984	105	1	C5orf32	C5orf53	C5orf32	C5orf32	0.5787	105	1
2_MACS_peak_9005_lociStitched	chr15	65183278	65190169	2	6739	34366.1061	106	1		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.4507	106	1
2_MACS_peak_11838_lociStitched	chr17	74257673	74269464	2	11751	34311.81	107	1	FAM100B	RNF157,QRICH2	FAM100B	FAM100B	2.2162	107	1
3_MACS_peak_21620_lociStitched	chr5	56109702	56115539	3	5568	34280.701	108	1	MAP3K1		MAP3K1	MAP3K1	0.691	108	1
2_MACS_peak_6869_lociStitched	chr12	125396270	125406391	2	9811	34152.3024	109	1	UBC	SCARB1	UBC	UBC	2.3002	109	1
9_MACS_peak_28283_lociStitched	chr9	127046951	127064000	9	10472	33758.7249	110	1	NEK6		NEK6	NEK6	0.8807	110	1
7_MACS_peak_12584_lociStitched	chr19	2616968	2634599	7	10594	33601.1598	111	1	GNG7		GNG7	GNG7	0.5109	111	1
2_MACS_peak_18591_lociStitched	chr3	49054559	49060599	2	5391	33529.248	112	1	NDUFAF3,DALRD3,MIR425,MIR191	P4HTM,WDR6,IMPDH2	MIR425	MIR425	3.417	112	1
3_MACS_peak_13717_lociStitched	chr19	50311558	50322667	3	6119	33498.0786	113	1	MED25,FUZ	AP2A1,PTOV1,TSKS,PNKP	FUZ	PTOV1	2.5729	113	1
1_MACS_peak_23617_lociStitched	chr6	32935675	32941824	1	6150	33350.3313	114	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	1.5639	114	1
3_MACS_peak_19761_lociStitched	chr3	171757012	171764943	3	3421	33327.6482	115	1	FNDC3B		FNDC3B	FNDC3B	0.3569	115	1
6_MACS_peak_9962_lociStitched	chr16	21512067	21532290	6	9569	33289.0803	116	1	LOC100271836,SLC7A5P2		LOC100271836	LOC100271836	0.266	116	1
6_MACS_peak_11365_lociStitched	chr17	43298471	43309117	6	10064	33283.6544	117	1	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	1.1781	117	1
9_MACS_peak_15693_lociStitched	chr2	201980033	202000739	9	15735	33208.2828	118	1	CFLAR	NDUFB3,CASP10,FAM126B	CFLAR	CFLAR	0.738	118	1
2_MACS_peak_3679_lociStitched	chr10	104153237	104159988	2	6003	33121.0811	119	1	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	NFKB2	1.9141	119	1
2_MACS_peak_13249_lociStitched	chr19	33863313	33866010	2	2480	32744.277	120	1	CEBPG		CEBPG	CEBPG	1.83	120	1
6_MACS_peak_10724_lociStitched	chr17	4842430	4854726	6	8334	32744.248	121	1	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	2.3186	121	1
2_MACS_peak_13083_lociStitched	chr19	18388879	18393600	2	4490	32706.1438	122	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	JUND	JUND	2.8554	122	1
1_MACS_peak_22380_lociStitched	chr5	132297600	132300209	1	2610	32692.3354	123	1	AFF4		AFF4	AFF4	0.4845	123	1
2_MACS_peak_13906_lociStitched	chr19	59065309	59071652	2	5207	32567.4992	124	1	LOC100131691,CHMP2A,UBE2M	TRIM28,MGC2752,SLC27A5,ZBTB45,MZF1	UBE2M	MZF1	2.6815	124	1
11_MACS_peak_25766_lociStitched	chr7	114556038	114576717	11	11720	32414.3325	125	1	MDFIC		MDFIC	MDFIC	1.6271	125	1
4_MACS_peak_8132_lociStitched	chr14	91829836	91844652	4	14717	32389.2576	126	1	CCDC88C		CCDC88C	CCDC88C	0.6471	126	1
1_MACS_peak_28058_lociStitched	chr9	101983107	101985962	1	2856	32254.9335	127	1	SEC61B,ALG2		SEC61B	SEC61B	1.9977	127	1
4_MACS_peak_25222_lociStitched	chr7	55594232	55605958	4	9143	32220.7028	128	1	VOPP1		VOPP1	VOPP1	1.1046	128	1
12_MACS_peak_24182_lociStitched	chr6	106531168	106555247	12	15159	32109.3465	129	1	PRDM1		PRDM1	PRDM1	1.0176	129	1
9_MACS_peak_17443_lociStitched	chr22	24819687	24834015	9	11893	32018.7816	130	1	ADORA2A,C22orf45		ADORA2A	ADORA2A	1.4318	130	1
2_MACS_peak_21984_lociStitched	chr5	90674779	90680688	2	5725	31988.9624	131	1	LOC100129716,ARRDC3		ARRDC3	ARRDC3	1.4106	131	1
2_MACS_peak_8813_lociStitched	chr15	52856931	52861897	2	4686	31801.2708	132	1	ARPP19	MYO5A	ARPP19	ARPP19	1.1712	132	1
4_MACS_peak_21353_lociStitched	chr5	6476934	6490083	4	10627	31770.6138	133	1	UBE2QL1		UBE2QL1	UBE2QL1	0.8963	133	1
6_MACS_peak_5675_lociStitched	chr12	26266295	26280727	6	10502	31750.4	134	1	BHLHE41		BHLHE41	BHLHE41	1.8134	134	1
1_MACS_peak_2832_lociStitched	chr10	3822799	3828794	1	5996	31657.7965	135	1	KLF6		KLF6	KLF6	1.7153	135	1
3_MACS_peak_20080_lociStitched	chr3	195630496	195641910	3	6780	31611.073	136	1	TNK2	TNK2	TNK2	TNK2	0.7744	136	1
1_MACS_peak_9309_lociStitched	chr15	79164858	79167231	1	2374	31498.2528	137	1	MORF4L1		MORF4L1	MORF4L1	1.0196	137	1
2_MACS_peak_2680_lociStitched	chr1	228269493	228273818	2	3862	31482.1075	138	1	ARF1	MIR3620,C1orf35,MRPL55	ARF1	ARF1	1.5315	138	1
16_MACS_peak_12266_lociStitched	chr18	46448913	46479945	16	16895	31423.0032	139	1	SMAD7		SMAD7	SMAD7	0.8118	139	1
2_MACS_peak_21865_lociStitched	chr5	78530958	78538112	2	3983	31331.6584	140	1	JMY		JMY	JMY	0.4515	140	1
2_MACS_peak_13908_lociStitched	chr19	59083568	59087952	2	4226	31319.7344	141	1	LOC100131691,MGC2752,MZF1	TRIM28,CHMP2A,UBE2M	MZF1	MZF1	2.6815	141	1
1_MACS_peak_13788_lociStitched	chr19	54040316	54042908	1	2593	31287.5136	142	1	ZNF331	ZNF331	ZNF331	ZNF331	0.9891	142	1
1_MACS_peak_26544_lociStitched	chr8	38238664	38244947	1	6284	31278.0306	143	1	LETM2,WHSC1L1		WHSC1L1	WHSC1L1	0.388	143	1
1_MACS_peak_13789_lociStitched	chr19	54056447	54059249	1	2803	31247.3436	144	1	ZNF331	LOC284379	ZNF331	ZNF331	0.9891	144	1
4_MACS_peak_12563_lociStitched	chr19	2266243	2273838	4	4647	31242.0325	145	1	OAZ1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,JSRP1,C19orf35,LINGO3	OAZ1	OAZ1	2.3308	145	1
2_MACS_peak_22609_lociStitched	chr5	142430539	142439077	2	8445	31208.9514	146	1	ARHGAP26		ARHGAP26	ARHGAP26	0.3516	146	1
1_MACS_peak_13862_lociStitched	chr19	57790504	57795588	1	5085	31171.5292	147	1	ZNF460	AURKC,ZNF805,ZNF543	ZNF460	ZNF460	1.4446	147	1
3_MACS_peak_22987_lociStitched	chr5	176726634	176739892	3	8888	31051.5618	148	1	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	PRELID1	PRELID1	2.0317	148	1
4_MACS_peak_19598_lociStitched	chr3	150476842	150484638	4	5964	30904.1236	149	1	SIAH2		SIAH2	SIAH2	1.1487	149	1
5_MACS_peak_22927_lociStitched	chr5	173160070	173174222	5	9512	30900.892	150	1			BOD1	BOD1	NONE	150	1
3_MACS_peak_25692_lociStitched	chr7	104575998	104587226	3	7289	30883.7368	151	1		LOC723809	LOC723809	LOC723809	0.1111	151	1
4_MACS_peak_13460_lociStitched	chr19	42615393	42628610	4	10454	30750.6722	152	1	POU2F2	ZNF574,GRIK5,MIR4323	POU2F2	ZNF574	1.31	152	1
22_MACS_peak_11887_lociStitched	chr17	75429459	75469339	22	17407	30679.684	153	1	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.2281	153	1
4_MACS_peak_19178_lociStitched	chr3	113455618	113468734	4	7505	30671.766	154	1	ATP6V1A,NAA50	KIAA2018	NAA50	NAA50	0.8998	154	1
4_MACS_peak_27117_lociStitched	chr8	126441202	126450796	4	9186	30588.5502	155	1	TRIB1		TRIB1	TRIB1	1.8206	155	1
10_MACS_peak_5894_lociStitched	chr12	48191564	48214451	10	12907	30535.8354	156	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	0.7386	156	1
1_MACS_peak_8674_lociStitched	chr15	44083542	44085954	1	2413	30479.238	157	1	SERF2,MIR1282	PDIA3,C15orf63,WDR76,CATSPER2P1,ELL3,SERINC4,MFAP1	SERF2	SERF2	2.4901	157	1
4_MACS_peak_23072_lociStitched	chr6	286788	299543	4	8002	30460.2155	158	1	DUSP22		DUSP22	DUSP22	0.9376	158	1
3_MACS_peak_23618_lociStitched	chr6	33167294	33176860	3	6420	30355.7878	159	1	SLC39A7,HSD17B8,MIR219-1,RING1,RXRB	COL11A2	HSD17B8	HSD17B8	2.5085	159	1
2_MACS_peak_27629_lociStitched	chr9	35066826	35073577	2	3600	30312.6651	160	1	VCP	C9orf131,FANCG,PIGO,STOML2,KIAA1539	VCP	FANCG	2.0368	160	1
1_MACS_peak_28549_lociStitched	chr9	139376426	139379420	1	2995	30257.0646	161	1	C9orf163,SEC16A	INPP5E	C9orf163	C9orf163	2.4866	161	1
4_MACS_peak_24912_lociStitched	chr7	25998743	26012289	4	9032	30245.5088	162	1		MIR148A	MIR148A	MIR148A	1.8845	162	1
