REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM14.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
7_MACS_peak_28276_lociStitched	chr9	127016903	127038164	7	14677	43482.9972	36	1	NEK6	NEK6	NEK6	NEK6	0.8807	36	1
13_MACS_peak_1906_lociStitched	chr1	156450574	156478110	13	15638	35325.9344	37	1	MEF2D		MEF2D	MEF2D	0.7815	37	1
10_MACS_peak_17983_lociStitched	chr22	50963344	50987941	10	14091	45834.0498	38	1	KLHDC7B,SCO2,TYMP,ODF3B	ADM2,MIOX,NCAPH2,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	2.3731	38	1
9_MACS_peak_15693_lociStitched	chr2	201980033	202000739	9	15735	33208.2828	39	1	CFLAR	NDUFB3,CASP10,FAM126B	CFLAR	CFLAR	0.738	39	1
4_MACS_peak_18655_lociStitched	chr3	50637056	50655671	4	13983	43562.823	40	1	MAPKAPK3,CISH	HEMK1,C3orf18	CISH	CISH	2.0899	40	1
3_MACS_peak_8579_lociStitched	chr15	40329917	40348332	3	11953	53764.434	41	1	SRP14	BMF	SRP14	BMF	2.2876	41	1
12_MACS_peak_24182_lociStitched	chr6	106531168	106555247	12	15159	32109.3465	42	1	PRDM1		PRDM1	PRDM1	1.0176	42	1
10_MACS_peak_9211_lociStitched	chr15	75299211	75326333	10	15127	30170.5128	43	1	SCAMP5,PPCDC	RPP25	PPCDC	PPCDC	1.0037	43	1
4_MACS_peak_8132_lociStitched	chr14	91829836	91844652	4	14717	32389.2576	44	1	CCDC88C		CCDC88C	CCDC88C	0.6471	44	1
6_MACS_peak_11243_lociStitched	chr17	38468615	38487006	6	11653	51279.6253	45	1	RARA	CDC6,RARA,GJD3	RARA	RARA	1.0193	45	1
14_MACS_peak_5519_lociStitched	chr12	7052227	7074279	14	14985	28804.3224	46	1	C12orf57,PTPN6,MIR200C,MIR141	LRRC23,ENO2,ATN1,EMG1,SCARNA12,PHB2	PTPN6	PTPN6	1.1898	46	1
5_MACS_peak_25177_lociStitched	chr7	50343063	50361759	5	15087	26129.5296	47	1	IKZF1		IKZF1	IKZF1	0.4475	47	1
10_MACS_peak_14207_lociStitched	chr2	33699982	33725183	10	14733	28610.6953	48	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.3624	48	1
14_MACS_peak_543_lociStitched	chr1	31213713	31231233	14	14710	28599.648	49	1	LAPTM5	LOC100129196,MATN1	LAPTM5	LAPTM5	0.9156	49	1
1_MACS_peak_13666_lociStitched	chr19	49375222	49380351	1	5130	67655.1003	50	1	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	PPP1R15A	5.1079	50	1
7_MACS_peak_13413_lociStitched	chr19	41801502	41817017	7	11708	47533.3055	51	1	HNRNPUL1,CCDC97	TGFB1	CCDC97	CCDC97	1.0866	51	1
2_MACS_peak_22631_lociStitched	chr5	142774668	142785682	2	10870	50484.8718	52	1	NR3C1		NR3C1	NR3C1	0.6219	52	1
2_MACS_peak_10802_lociStitched	chr17	7737070	7748907	2	8592	58621.5588	53	1	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	KDM6B	2.2224	53	1
11_MACS_peak_23091_lociStitched	chr6	389632	410685	11	14246	27246.7926	54	1	IRF4		IRF4	IRF4	0.98	54	1
8_MACS_peak_15825_lociStitched	chr2	219743133	219763002	8	11726	45408.6126	55	1	WNT10A	WNT6,PRKAG3	WNT10A	WNT10A	1.9823	55	1
8_MACS_peak_4039_lociStitched	chr11	7531474	7548421	8	13216	35922.5559	56	1	OLFML1,PPFIBP2		PPFIBP2	PPFIBP2	0.4376	56	1
17_MACS_peak_8360_lociStitched	chr14	106145853	106168680	17	14346	25682.6577	57	1			TMEM121	TMEM121	0.0995	57	1
18_MACS_peak_14049_lociStitched	chr2	20404150	20426146	18	14657	21391.11	58	1	SDC1		SDC1	SDC1	0.7131	58	1
5_MACS_peak_12502_lociStitched	chr19	1258875	1276988	5	10043	51225.3753	59	1	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	ATP5D	2.6086	59	1
17_MACS_peak_26018_lociStitched	chr7	137663406	137687825	17	14196	24143.0653	60	1	CREB3L2		CREB3L2	CREB3L2	0.5128	60	1
8_MACS_peak_21179_lociStitched	chr4	185184488	185210604	8	13750	27823.9864	61	1		ENPP6	ENPP6	ENPP6	0.0504	61	1
9_MACS_peak_2741_lociStitched	chr1	234730068	234749197	9	11881	41645.7459	62	1	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	2.6454	62	1
5_MACS_peak_21296_lociStitched	chr5	1327009	1346147	5	12027	40000.3338	63	1	CLPTM1L	TERT	CLPTM1L	CLPTM1L	1.5191	63	1
8_MACS_peak_17086_lociStitched	chr21	44725121	44747316	8	12131	38927.8105	64	1			SIK1	SIK1	1.6873	64	1
2_MACS_peak_22511_lociStitched	chr5	139013003	139019984	2	6505	60081.9765	65	1		CXXC5	CXXC5	CXXC5	3.575	65	1
9_MACS_peak_1719_lociStitched	chr1	150532922	150553158	9	12191	38092.2464	66	1	ADAMTSL4,MCL1	MIR4257,ENSA	MCL1	MCL1	2.0018	66	1
13_MACS_peak_17636_lociStitched	chr22	37614455	37641630	13	13352	28976.7025	67	1	RAC2	CYTH4,C1QTNF6,SSTR3	RAC2	RAC2	0.9822	67	1
9_MACS_peak_17106_lociStitched	chr21	44841195	44865013	9	11684	40859.779	68	1	SIK1	C21orf125,C21orf84	SIK1	SIK1	1.6873	68	1
11_MACS_peak_23079_lociStitched	chr6	316125	339227	11	13767	23203.6488	69	1	DUSP22		DUSP22	DUSP22	0.9376	69	1
10_MACS_peak_18038_lociStitched	chr3	5228134	5247760	10	12464	34781.1972	70	1	EDEM1		EDEM1	EDEM1	0.9794	70	1
10_MACS_peak_5894_lociStitched	chr12	48191564	48214451	10	12907	30535.8354	71	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	0.7386	71	1
4_MACS_peak_4073_lociStitched	chr11	10323635	10344848	4	11992	36692.1261	72	1	ADM	SBF2	ADM	ADM	2.4209	72	1
7_MACS_peak_9180_lociStitched	chr15	74906548	74924166	7	11471	39858.9632	73	1	CLK3,EDC3		CLK3	CLK3	1.3457	73	1
8_MACS_peak_18115_lociStitched	chr3	13365410	13380710	8	13768	19984.86	74	1	NUP210		NUP210	NUP210	0.451	74	1
8_MACS_peak_25214_lociStitched	chr7	55566527	55589469	8	13195	26532.423	75	1	VOPP1		VOPP1	VOPP1	1.1046	75	1
1_MACS_peak_8479_lociStitched	chr15	31615644	31622492	1	6849	56511.7504	76	1	KLF13		KLF13	KLF13	2.383	76	1
1_MACS_peak_13611_lociStitched	chr19	47728695	47735441	1	6747	56679.2174	77	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	MIR3191	MIR3191	5.6579	77	1
2_MACS_peak_26072_lociStitched	chr7	139466727	139478804	2	11888	35588.5036	78	1	TBXAS1,HIPK2		HIPK2	HIPK2	0.4718	78	1
11_MACS_peak_2473_lociStitched	chr1	207978915	208006610	11	11850	34751.686	79	1	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	1.8944	79	1
13_MACS_peak_13439_lociStitched	chr19	42363652	42389159	13	12607	28435.2036	80	1	RPS19,CD79A,ARHGEF1	DMRTC2,LYPD4	CD79A	CD79A	0.751	80	1
4_MACS_peak_28337_lociStitched	chr9	130661175	130680292	4	10462	41965.6384	81	1	ST6GALNAC6,ST6GALNAC4	ENG,AK1,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	ST6GALNAC4	2.1176	81	1
2_MACS_peak_11838_lociStitched	chr17	74257673	74269464	2	11751	34311.81	82	1	FAM100B	RNF157,QRICH2	FAM100B	FAM100B	2.2162	82	1
2_MACS_peak_18383_lociStitched	chr3	39187438	39195816	2	7883	52003.9216	83	1	CSRNP1	TTC21A,GORASP1,XIRP1	CSRNP1	CSRNP1	2.4912	83	1
4_MACS_peak_22901_lociStitched	chr5	172191489	172205350	4	9330	46862.6549	84	1	DUSP1		DUSP1	DUSP1	3.3894	84	1
9_MACS_peak_17443_lociStitched	chr22	24819687	24834015	9	11893	32018.7816	85	1	ADORA2A,C22orf45		ADORA2A	ADORA2A	1.4318	85	1
9_MACS_peak_14015_lociStitched	chr2	16830553	16848686	9	12126	29950.2761	86	1	FAM49A		FAM49A	FAM49A	0.4099	86	1
11_MACS_peak_25766_lociStitched	chr7	114556038	114576717	11	11720	32414.3325	87	1	MDFIC		MDFIC	MDFIC	1.6271	87	1
3_MACS_peak_22495_lociStitched	chr5	138719539	138730409	3	9818	42427.784	88	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	3.5113	88	1
11_MACS_peak_9070_lociStitched	chr15	68480323	68504027	11	11000	35909.1896	89	1	PIAS1,CALML4,CLN6		CALML4	CALML4	1.4172	89	1
7_MACS_peak_13990_lociStitched	chr2	11883666	11898092	7	11802	30079.6526	90	1	LPIN1		LPIN1	LPIN1	0.4366	90	1
4_MACS_peak_13636_lociStitched	chr19	48824486	48837905	4	8265	47903.1462	92	1	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	3.1935	92	1
2_MACS_peak_23034_lociStitched	chr5	179245035	179250319	2	5266	55496.2668	93	1	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	SQSTM1	1.716	93	1
3_MACS_peak_13726_lociStitched	chr19	50423241	50434748	3	9509	42344.6093	94	1	ATF5,NUP62,IL4I1	TBC1D17,SIGLEC16,AKT1S1,IL4I1,SIGLEC11	ATF5	AKT1S1	2.9624	94	1
3_MACS_peak_18110_lociStitched	chr3	13050254	13064494	3	11852	27914.672	95	1	IQSEC1	IQSEC1	IQSEC1	IQSEC1	0.37	95	1
7_MACS_peak_5367_lociStitched	chr11	129234187	129250183	7	11812	26743.7124	96	1	BARX2		BARX2	BARX2	0.8749	96	1
4_MACS_peak_8949_lociStitched	chr15	63789035	63799217	4	7522	48074.313	97	1	USP3		USP3	USP3	0.7188	97	1
2_MACS_peak_12461_lociStitched	chr19	657670	665473	2	6508	50611.0383	98	1	RNF126	FGF22,FSTL3,PALM,POLRMT,PRSSL1	RNF126	RNF126	2.1143	98	1
7_MACS_peak_12584_lociStitched	chr19	2616968	2634599	7	10594	33601.1598	99	1	GNG7		GNG7	GNG7	0.5109	99	1
9_MACS_peak_28283_lociStitched	chr9	127046951	127064000	9	10472	33758.7249	100	1	NEK6		NEK6	NEK6	0.8807	100	1
4_MACS_peak_21353_lociStitched	chr5	6476934	6490083	4	10627	31770.6138	101	1	UBE2QL1		UBE2QL1	UBE2QL1	0.8963	101	1
6_MACS_peak_5675_lociStitched	chr12	26266295	26280727	6	10502	31750.4	102	1	BHLHE41		BHLHE41	BHLHE41	1.8134	102	1
6_MACS_peak_8819_lociStitched	chr15	52964059	52976804	6	9595	37084.1265	103	1	KIAA1370		KIAA1370	KIAA1370	0.6301	103	1
7_MACS_peak_4655_lociStitched	chr11	67033268	67047713	7	11772	20374.6725	104	1	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	ADRBK1	1.1419	104	1
6_MACS_peak_11365_lociStitched	chr17	43298471	43309117	6	10064	33283.6544	105	1	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	1.1781	105	1
4_MACS_peak_13460_lociStitched	chr19	42615393	42628610	4	10454	30750.6722	106	1	POU2F2	ZNF574,GRIK5,MIR4323	POU2F2	ZNF574	1.31	106	1
9_MACS_peak_19914_lociStitched	chr3	183243006	183262537	9	11498	21888.3917	107	1	KLHL6		KLHL6	KLHL6	0.7131	107	1
2_MACS_peak_6869_lociStitched	chr12	125396270	125406391	2	9811	34152.3024	108	1	UBC	SCARB1	UBC	UBC	2.3002	108	1
5_MACS_peak_29431_lociStitched	chrX	153229956	153239495	5	9304	36693.6713	109	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	MIR718	1.901	109	1
15_MACS_peak_28136_lociStitched	chr9	112905026	112927421	15	11529	19134.288	110	1	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	AKAP2	0.4614	110	1
4_MACS_peak_20050_lociStitched	chr3	193848834	193860131	4	7718	42933.1188	111	1	HES1		HES1	HES1	3.4515	111	1
1_MACS_peak_9167_lociStitched	chr15	74674770	74680679	1	5910	48294.257	112	1		CYP11A1,SEMA7A	CYP11A1	SEMA7A	0.4499	112	1
4_MACS_peak_25652_lociStitched	chr7	102064335	102075421	4	7751	42290.8728	113	1	PRKRIP1,ORAI2	LRWD1,ALKBH4,POLR2J	ORAI2	ORAI2	0.9889	113	1
3_MACS_peak_22356_lociStitched	chr5	131791388	131803721	3	10779	24973.0917	114	1	C5orf56	IRF1	IRF1	IRF1	1.9807	114	1
6_MACS_peak_9962_lociStitched	chr16	21512067	21532290	6	9569	33289.0803	115	1	LOC100271836,SLC7A5P2		LOC100271836	LOC100271836	0.266	115	1
6_MACS_peak_4562_lociStitched	chr11	65333575	65345755	6	10178	29138.214	116	1	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	FAM89B	2.4078	116	1
8_MACS_peak_23249_lociStitched	chr6	11722747	11736188	8	11223	19924.9384	117	1	C6orf105		C6orf105	C6orf105	0.3858	117	1
2_MACS_peak_27825_lociStitched	chr9	73026582	73036339	2	6593	45158.3231	118	1	KLF9		KLF9	KLF9	0.9454	118	1
8_MACS_peak_4772_lociStitched	chr11	72532700	72546732	8	10702	24005.9456	119	1	ATG16L2	STARD10	ATG16L2	ATG16L2	1.7672	119	1
4_MACS_peak_13832_lociStitched	chr19	56143194	56159965	4	8253	38298.2556	120	1	ZNF580,ZNF581,CCDC106	ZNF524,ZNF865,U2AF2,EPN1,FIZ1,ZNF784	ZNF580	U2AF2	1.4252	120	1
5_MACS_peak_5382_lociStitched	chr11	129304304	129318616	5	10161	27431.8104	121	1	BARX2		BARX2	BARX2	0.8749	121	1
3_MACS_peak_15314_lociStitched	chr2	158292336	158302015	3	8578	36594.3632	122	1	CYTIP		CYTIP	CYTIP	1.1436	122	1
3_MACS_peak_25965_lociStitched	chr7	130785161	130796524	3	7838	39669.3693	123	1	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.4783	123	1
9_MACS_peak_16626_lociStitched	chr20	46377180	46395442	9	10789	20867.9874	124	1	SULF2		SULF2	SULF2	0.4826	124	1
5_MACS_peak_22927_lociStitched	chr5	173160070	173174222	5	9512	30900.892	125	1			BOD1	BOD1	NONE	125	1
1_MACS_peak_13814_lociStitched	chr19	55761873	55771612	1	9740	29386.4586	126	1	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	PPP6R1	0.9023	126	1
4_MACS_peak_25222_lociStitched	chr7	55594232	55605958	4	9143	32220.7028	127	1	VOPP1		VOPP1	VOPP1	1.1046	127	1
6_MACS_peak_5600_lociStitched	chr12	12867023	12879747	6	10363	23431.246	128	1	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	CDKN1B	1.6178	128	1
8_MACS_peak_23732_lociStitched	chr6	36713375	36727192	8	10322	23266.4463	130	1	CPNE5		CDKN1A	CDKN1A	1.4701	130	1
4_MACS_peak_13558_lociStitched	chr19	45942669	45959805	4	6991	41299.4736	131	1		CD3EAP,FOSB,PPM1N,PPP1R13L,ERCC1,RTN2	FOSB	FOSB	2.216	131	1
5_MACS_peak_18759_lociStitched	chr3	55511119	55524014	5	9884	26330.3005	132	1	WNT5A		WNT5A	WNT5A	0.9723	132	1
5_MACS_peak_10661_lociStitched	chr17	2294542	2306096	5	7648	38351.1922	134	1	MNT	LOC284009	MNT	MNT	1.5001	134	1
16_MACS_peak_18870_lociStitched	chr3	69128642	69145094	16	10498	20553.4836	135	1	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	MIR3136	2.1311	135	1
4_MACS_peak_27117_lociStitched	chr8	126441202	126450796	4	9186	30588.5502	136	1	TRIB1		TRIB1	TRIB1	1.8206	136	1
3_MACS_peak_25697_lociStitched	chr7	104649490	104656548	3	6430	42084.0308	137	1	MLL5,LOC100216545		LOC100216545	LOC100216545	3.2771	137	1
11_MACS_peak_27088_lociStitched	chr8	126285368	126309134	11	10313	21204.0252	138	1	NSMCE2		TRIB1	TRIB1	1.8206	138	1
3_MACS_peak_22550_lociStitched	chr5	139942944	139951922	3	7823	36738.8738	139	1	SLC35A4,APBB3	EIF4EBP3,SRA1	SLC35A4	SLC35A4	2.6555	139	1
6_MACS_peak_12496_lociStitched	chr19	1239769	1252962	6	7835	36432.4695	140	1	ATP5D,MIDN	STK11,CIRBP,C19orf24,EFNA2,C19orf26,C19orf23	MIDN	CIRBP	2.4132	140	1
11_MACS_peak_4721_lociStitched	chr11	68593405	68611941	11	9984	23498.0872	141	1	CPT1A		CPT1A	CPT1A	0.3927	141	1
7_MACS_peak_8146_lociStitched	chr14	91872542	91885394	7	10224	21258.4932	142	1	CCDC88C		CCDC88C	CCDC88C	0.6471	142	1
4_MACS_peak_24912_lociStitched	chr7	25998743	26012289	4	9032	30245.5088	143	1		MIR148A	MIR148A	MIR148A	1.8845	143	1
3_MACS_peak_22987_lociStitched	chr5	176726634	176739892	3	8888	31051.5618	144	1	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	PRELID1	PRELID1	2.0317	144	1
3_MACS_peak_12648_lociStitched	chr19	4058008	4067977	3	9025	29719.5828	145	1	ZBTB7A		ZBTB7A	ZBTB7A	1.0426	145	1
7_MACS_peak_2354_lociStitched	chr1	203241548	203261248	7	9513	26459.07	146	1		BTG2,CHIT1,LOC730227	LOC730227	BTG2	0.8911	146	1
2_MACS_peak_22534_lociStitched	chr5	139486271	139494923	2	5042	44713.536	147	1	PURA	C5orf53	PURA	PURA	1.5492	147	1
8_MACS_peak_6562_lociStitched	chr12	108954131	108970063	8	9711	24560.7712	148	1	ISCU,SART3	FICD,TMEM119	ISCU	ISCU	1.4692	148	1
6_MACS_peak_10724_lociStitched	chr17	4842430	4854726	6	8334	32744.248	149	1	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	2.3186	149	1
6_MACS_peak_22145_lociStitched	chr5	109024206	109036957	6	8800	30103.8359	150	1	MAN2A1		MAN2A1	MAN2A1	0.3085	150	1
6_MACS_peak_21949_lociStitched	chr5	88168671	88186066	6	9912	21625.464	151	1	MEF2C	MEF2C	MEF2C	MEF2C	0.3773	151	1
1_MACS_peak_13606_lociStitched	chr19	47612717	47617897	1	5181	43547.224	152	1	ZC3H4	SAE1	ZC3H4	ZC3H4	0.8931	152	1
2_MACS_peak_22609_lociStitched	chr5	142430539	142439077	2	8445	31208.9514	154	1	ARHGAP26		ARHGAP26	ARHGAP26	0.3516	154	1
8_MACS_peak_3715_lociStitched	chr10	106078963	106099669	8	9857	20944.119	155	1	ITPRIP	GSTO2,CCDC147	ITPRIP	ITPRIP	0.671	155	1
2_MACS_peak_4396_lociStitched	chr11	58340316	58347783	2	7461	34757.3916	157	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	0.6821	157	1
4_MACS_peak_13026_lociStitched	chr19	16691859	16701051	4	9006	25172.292	160	1	MED26	CHERP,SLC35E1	SLC35E1	SLC35E1	0.4295	160	1
6_MACS_peak_25450_lociStitched	chr7	86841273	86850616	6	8651	27384.333	162	1	C7orf23		C7orf23	C7orf23	1.0172	162	1
3_MACS_peak_11983_lociStitched	chr17	79477433	79487538	3	9189	23567.8915	163	1	ACTG1	FSCN2,C17orf70	ACTG1	ACTG1	1.2819	163	1
4_MACS_peak_23072_lociStitched	chr6	286788	299543	4	8002	30460.2155	164	1	DUSP22		DUSP22	DUSP22	0.9376	164	1
2_MACS_peak_12382_lociStitched	chr18	60821470	60830534	2	8988	24184.5648	165	1	BCL2		BCL2	BCL2	0.452	165	1
4_MACS_peak_22434_lociStitched	chr5	133973832	133986422	4	5493	40036.2	166	1	SEC24A	SAR1B	SEC24A	SEC24A	0.5143	166	1
8_MACS_peak_436_lociStitched	chr1	27152444	27168244	8	9326	21222.56	167	1	ZDHHC18	PIGV,SFN,GPN2	ZDHHC18	ZDHHC18	0.7033	167	1
1_MACS_peak_4736_lociStitched	chr11	69061447	69067176	1	5730	39240.2126	168	1	MYEOV		MYEOV	MYEOV	3.1366	168	1
7_MACS_peak_636_lociStitched	chr1	36614121	36628392	7	7989	29814.9732	169	1	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.8946	169	1
8_MACS_peak_22009_lociStitched	chr5	95194238	95207163	8	9256	21066.4575	170	1	C5orf27	GLRX	C5orf27	GLRX	1.1862	170	1
6_MACS_peak_10813_lociStitched	chr17	8053712	8067145	6	8254	27525.5603	172	1	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	PER1	0.7862	172	1
7_MACS_peak_17096_lociStitched	chr21	44772344	44789980	7	8882	23096.1056	173	1			SIK1	SIK1	1.6873	173	1
1_MACS_peak_13594_lociStitched	chr19	47216521	47225021	1	8501	25692.1	174	1	PRKD2,STRN4	FKRP,MIR320E	PRKD2	PRKD2	0.6732	174	1
6_MACS_peak_6811_lociStitched	chr12	123371364	123386356	6	8384	26200.0192	175	1	VPS37B		VPS37B	VPS37B	0.8563	175	1
