REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM14.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
2_MACS_peak_22511_lociStitched	chr5	139013003	139019984	2	6505	60081.9765	17	1		CXXC5	CXXC5	17	1
7_MACS_peak_4495_lociStitched	chr11	63992756	64019672	7	15450	59032.1712	18	1	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	18	1
1_MACS_peak_9136_lociStitched	chr15	72765267	72768539	1	3273	59009.5384	19	1	ARIH1		ARIH1	19	1
2_MACS_peak_10802_lociStitched	chr17	7737070	7748907	2	8592	58621.5588	20	1	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	20	1
7_MACS_peak_8343_lociStitched	chr14	106025233	106049472	7	23602	56796.8248	21	1		TMEM121	TMEM121	21	1
1_MACS_peak_13611_lociStitched	chr19	47728695	47735441	1	6747	56679.2174	22	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	MIR3191	22	1
1_MACS_peak_8479_lociStitched	chr15	31615644	31622492	1	6849	56511.7504	23	1	KLF13		KLF13	23	1
2_MACS_peak_23034_lociStitched	chr5	179245035	179250319	2	5266	55496.2668	24	1	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	24	1
3_MACS_peak_8579_lociStitched	chr15	40329917	40348332	3	11953	53764.434	25	1	SRP14	BMF	SRP14	25	1
4_MACS_peak_12548_lociStitched	chr19	2081707	2098312	4	14340	52005.1995	26	1	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	26	1
2_MACS_peak_18383_lociStitched	chr3	39187438	39195816	2	7883	52003.9216	27	1	CSRNP1	TTC21A,GORASP1,XIRP1	CSRNP1	27	1
7_MACS_peak_22359_lociStitched	chr5	131812971	131837014	7	14729	51776.6005	28	1	IRF1	IL5	IRF1	28	1
6_MACS_peak_11243_lociStitched	chr17	38468615	38487006	6	11653	51279.6253	29	1	RARA	CDC6,RARA,GJD3	RARA	29	1
5_MACS_peak_12502_lociStitched	chr19	1258875	1276988	5	10043	51225.3753	30	1	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	30	1
11_MACS_peak_9188_lociStitched	chr15	75063335	75093006	11	24030	50859.0611	31	1	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1,ULK3	CSK	31	1
2_MACS_peak_12461_lociStitched	chr19	657670	665473	2	6508	50611.0383	32	1	RNF126	FGF22,FSTL3,PALM,POLRMT,PRSSL1	RNF126	32	1
2_MACS_peak_22631_lociStitched	chr5	142774668	142785682	2	10870	50484.8718	33	1	NR3C1		NR3C1	33	1
8_MACS_peak_8708_lociStitched	chr15	45002263	45029202	8	14728	49866.7829	34	1	B2M,TRIM69	SPG11,PATL2	B2M	34	1
18_MACS_peak_9336_lociStitched	chr15	81576547	81617655	18	25434	49502.2536	35	1	IL16,STARD5	TMC3	IL16	35	1
18_MACS_peak_19491_lociStitched	chr3	141079602	141112393	18	23494	49183.2209	36	1	ZBTB38		ZBTB38	36	1
2_MACS_peak_22454_lociStitched	chr5	137087605	137091513	2	3849	49173.5824	37	1	HNRNPA0	NPY6R,KLHL3	HNRNPA0	37	1
1_MACS_peak_9167_lociStitched	chr15	74674770	74680679	1	5910	48294.257	38	1		CYP11A1,SEMA7A	CYP11A1	38	1
13_MACS_peak_25226_lociStitched	chr7	55613006	55641971	13	20150	48194.8635	39	1	VOPP1		VOPP1	39	1
4_MACS_peak_8949_lociStitched	chr15	63789035	63799217	4	7522	48074.313	40	1	USP3		USP3	40	1
22_MACS_peak_1479_lociStitched	chr1	118147454	118187191	22	23507	47930.7694	41	1	FAM46C		FAM46C	41	1
4_MACS_peak_13636_lociStitched	chr19	48824486	48837905	4	8265	47903.1462	42	1	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	42	1
7_MACS_peak_13413_lociStitched	chr19	41801502	41817017	7	11708	47533.3055	43	1	HNRNPUL1,CCDC97	TGFB1	CCDC97	43	1
1_MACS_peak_13720_lociStitched	chr19	50353467	50355519	1	2053	47287.5192	44	1	PTOV1	MED25,TBC1D17,FUZ,PNKP,AKT1S1,IL4I1	PTOV1	44	1
8_MACS_peak_19509_lociStitched	chr3	141118332	141146878	8	19514	46998.1344	45	1	ZBTB38		RASA2	45	1
4_MACS_peak_22901_lociStitched	chr5	172191489	172205350	4	9330	46862.6549	46	1	DUSP1		DUSP1	46	1
10_MACS_peak_17983_lociStitched	chr22	50963344	50987941	10	14091	45834.0498	47	1	KLHDC7B,SCO2,TYMP,ODF3B	ADM2,MIOX,NCAPH2,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	47	1
1_MACS_peak_21428_lociStitched	chr5	32171895	32175506	1	3612	45829.3676	48	1	GOLPH3		GOLPH3	48	1
10_MACS_peak_28474_lociStitched	chr9	134593715	134616135	10	17848	45413.952	49	1	RAPGEF1	RAPGEF1	RAPGEF1	49	1
8_MACS_peak_15825_lociStitched	chr2	219743133	219763002	8	11726	45408.6126	50	1	WNT10A	WNT6,PRKAG3	WNT10A	50	1
2_MACS_peak_27825_lociStitched	chr9	73026582	73036339	2	6593	45158.3231	51	1	KLF9		KLF9	51	1
2_MACS_peak_22534_lociStitched	chr5	139486271	139494923	2	5042	44713.536	52	1	PURA	C5orf53	PURA	52	1
1_MACS_peak_22396_lociStitched	chr5	133559555	133563345	1	3791	44446.846	53	1	MIR3661,PPP2CA	SKP1	MIR3661	53	1
10_MACS_peak_17136_lociStitched	chr21	45552812	45581458	10	15831	44341.1434	54	1	C21orf33	PWP2	C21orf33	54	1
8_MACS_peak_18725_lociStitched	chr3	53194038	53215450	8	18079	44237.192	55	1	PRKCD	RFT1	PRKCD	55	1
4_MACS_peak_18655_lociStitched	chr3	50637056	50655671	4	13983	43562.823	56	1	MAPKAPK3,CISH	HEMK1,C3orf18	CISH	56	1
1_MACS_peak_13606_lociStitched	chr19	47612717	47617897	1	5181	43547.224	57	1	ZC3H4	SAE1	ZC3H4	57	1
7_MACS_peak_28276_lociStitched	chr9	127016903	127038164	7	14677	43482.9972	58	1	NEK6	NEK6	NEK6	58	1
4_MACS_peak_20050_lociStitched	chr3	193848834	193860131	4	7718	42933.1188	59	1	HES1		HES1	59	1
3_MACS_peak_22495_lociStitched	chr5	138719539	138730409	3	9818	42427.784	60	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	60	1
3_MACS_peak_13726_lociStitched	chr19	50423241	50434748	3	9509	42344.6093	61	1	ATF5,NUP62,IL4I1	TBC1D17,SIGLEC16,AKT1S1,IL4I1,SIGLEC11	ATF5	61	1
4_MACS_peak_25652_lociStitched	chr7	102064335	102075421	4	7751	42290.8728	62	1	PRKRIP1,ORAI2	LRWD1,ALKBH4,POLR2J	ORAI2	62	1
3_MACS_peak_25697_lociStitched	chr7	104649490	104656548	3	6430	42084.0308	63	1	MLL5,LOC100216545		LOC100216545	63	1
4_MACS_peak_28337_lociStitched	chr9	130661175	130680292	4	10462	41965.6384	64	1	ST6GALNAC6,ST6GALNAC4	ENG,AK1,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	64	1
9_MACS_peak_2741_lociStitched	chr1	234730068	234749197	9	11881	41645.7459	65	1	IRF2BP2	NCRNA00184	IRF2BP2	65	1
4_MACS_peak_13558_lociStitched	chr19	45942669	45959805	4	6991	41299.4736	66	1		CD3EAP,FOSB,PPM1N,PPP1R13L,ERCC1,RTN2	FOSB	66	1
11_MACS_peak_5126_lociStitched	chr11	111227916	111251378	11	19431	40910.6894	67	1	POU2AF1		POU2AF1	67	1
9_MACS_peak_17106_lociStitched	chr21	44841195	44865013	9	11684	40859.779	68	1	SIK1	C21orf125,C21orf84	SIK1	68	1
17_MACS_peak_10465_lociStitched	chr16	81838527	81877326	17	20559	40440.1977	69	1	PLCG2		PLCG2	69	1
4_MACS_peak_22434_lociStitched	chr5	133973832	133986422	4	5493	40036.2	70	1	SEC24A	SAR1B	SEC24A	70	1
5_MACS_peak_21296_lociStitched	chr5	1327009	1346147	5	12027	40000.3338	71	1	CLPTM1L	TERT	CLPTM1L	71	1
7_MACS_peak_9180_lociStitched	chr15	74906548	74924166	7	11471	39858.9632	72	1	CLK3,EDC3		CLK3	72	1
3_MACS_peak_25965_lociStitched	chr7	130785161	130796524	3	7838	39669.3693	73	1	MKLN1,FLJ43663		FLJ43663	73	1
20_MACS_peak_22410_lociStitched	chr5	133869855	133904813	20	18825	39589.935	74	1	PHF15		PHF15	74	1
1_MACS_peak_4736_lociStitched	chr11	69061447	69067176	1	5730	39240.2126	75	1	MYEOV		MYEOV	75	1
8_MACS_peak_17086_lociStitched	chr21	44725121	44747316	8	12131	38927.8105	76	1			SIK1	76	1
5_MACS_peak_10661_lociStitched	chr17	2294542	2306096	5	7648	38351.1922	77	1	MNT	LOC284009	MNT	77	1
4_MACS_peak_13832_lociStitched	chr19	56143194	56159965	4	8253	38298.2556	78	1	ZNF580,ZNF581,CCDC106	ZNF524,ZNF865,U2AF2,EPN1,FIZ1,ZNF784	ZNF580	78	1
9_MACS_peak_1719_lociStitched	chr1	150532922	150553158	9	12191	38092.2464	79	1	ADAMTSL4,MCL1	MIR4257,ENSA	MCL1	79	1
1_MACS_peak_13723_lociStitched	chr19	50378827	50382069	1	3243	37884.0668	80	1	TBC1D17,AKT1S1	PTOV1,ATF5,PNKP,IL4I1	AKT1S1	80	1
1_MACS_peak_26235_lociStitched	chr7	158619830	158623481	1	3652	37467.6573	81	1	ESYT2	WDR60	ESYT2	81	1
2_MACS_peak_13712_lociStitched	chr19	50175407	50184232	2	5864	37312.9825	82	1	BCL2L12,PRMT1	SCAF1,C19orf76,CPT1C,RRAS,IRF3	PRMT1	82	1
6_MACS_peak_8819_lociStitched	chr15	52964059	52976804	6	9595	37084.1265	83	1	KIAA1370		KIAA1370	83	1
3_MACS_peak_22550_lociStitched	chr5	139942944	139951922	3	7823	36738.8738	84	1	SLC35A4,APBB3	EIF4EBP3,SRA1	SLC35A4	84	1
5_MACS_peak_29431_lociStitched	chrX	153229956	153239495	5	9304	36693.6713	85	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	85	1
4_MACS_peak_4073_lociStitched	chr11	10323635	10344848	4	11992	36692.1261	86	1	ADM	SBF2	ADM	86	1
1_MACS_peak_26102_lociStitched	chr7	140623179	140625687	1	2509	36671.4744	87	1	BRAF		BRAF	87	1
19_MACS_peak_22712_lociStitched	chr5	150502729	150537992	19	20459	36669.9937	88	1	ANXA6	TNIP1	ANXA6	88	1
3_MACS_peak_15314_lociStitched	chr2	158292336	158302015	3	8578	36594.3632	89	1	CYTIP		CYTIP	89	1
6_MACS_peak_12496_lociStitched	chr19	1239769	1252962	6	7835	36432.4695	90	1	ATP5D,MIDN	STK11,CIRBP,C19orf24,EFNA2,C19orf26,C19orf23	MIDN	90	1
1_MACS_peak_12947_lociStitched	chr19	14115977	14118448	1	2472	36270.3264	91	1	RFX1	RLN3,IL27RA	RFX1	91	1
1_MACS_peak_22123_lociStitched	chr5	107715657	107719236	1	3580	35943.1812	92	1	FBXL17		FBXL17	92	1
8_MACS_peak_4039_lociStitched	chr11	7531474	7548421	8	13216	35922.5559	93	1	OLFML1,PPFIBP2		PPFIBP2	93	1
11_MACS_peak_9070_lociStitched	chr15	68480323	68504027	11	11000	35909.1896	94	1	PIAS1,CALML4,CLN6		CALML4	94	1
2_MACS_peak_27876_lociStitched	chr9	86320687	86324351	2	3468	35723.2672	95	1	UBQLN1		UBQLN1	95	1
2_MACS_peak_26072_lociStitched	chr7	139466727	139478804	2	11888	35588.5036	96	1	TBXAS1,HIPK2		HIPK2	96	1
13_MACS_peak_1906_lociStitched	chr1	156450574	156478110	13	15638	35325.9344	97	1	MEF2D		MEF2D	97	1
1_MACS_peak_22470_lociStitched	chr5	137877501	137880745	1	3245	34957.6684	98	1	ETF1	SNORD63,HSPA9	ETF1	98	1
2_MACS_peak_18640_lociStitched	chr3	50373108	50378635	2	4505	34911.8482	99	1	RASSF1,ZMYND10	CYB561D2,IFRD2,NAT6,HYAL3,HYAL1,HYAL2,TUSC2,NPRL2,TMEM115	RASSF1	99	1
1_MACS_peak_18615_lociStitched	chr3	49759810	49763563	1	3754	34905.5271	100	1	GMPPB,IP6K1	APEH,RNF123,MST1,AMIGO3	GMPPB	100	1
1_MACS_peak_22335_lociStitched	chr5	131131295	131133772	1	2478	34836.528	101	1	FNIP1		FNIP1	101	1
10_MACS_peak_18038_lociStitched	chr3	5228134	5247760	10	12464	34781.1972	102	1	EDEM1		EDEM1	102	1
2_MACS_peak_4396_lociStitched	chr11	58340316	58347783	2	7461	34757.3916	103	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	103	1
11_MACS_peak_2473_lociStitched	chr1	207978915	208006610	11	11850	34751.686	104	1	LOC148696	MIR29C,MIR29B2	LOC148696	104	1
2_MACS_peak_22536_lociStitched	chr5	139553847	139561394	2	3913	34619.5984	105	1	C5orf32	C5orf53	C5orf32	105	1
2_MACS_peak_9005_lociStitched	chr15	65183278	65190169	2	6739	34366.1061	106	1		PLEKHO2,ANKDD1A	ANKDD1A	106	1
2_MACS_peak_11838_lociStitched	chr17	74257673	74269464	2	11751	34311.81	107	1	FAM100B	RNF157,QRICH2	FAM100B	107	1
3_MACS_peak_21620_lociStitched	chr5	56109702	56115539	3	5568	34280.701	108	1	MAP3K1		MAP3K1	108	1
2_MACS_peak_6869_lociStitched	chr12	125396270	125406391	2	9811	34152.3024	109	1	UBC	SCARB1	UBC	109	1
9_MACS_peak_28283_lociStitched	chr9	127046951	127064000	9	10472	33758.7249	110	1	NEK6		NEK6	110	1
7_MACS_peak_12584_lociStitched	chr19	2616968	2634599	7	10594	33601.1598	111	1	GNG7		GNG7	111	1
2_MACS_peak_18591_lociStitched	chr3	49054559	49060599	2	5391	33529.248	112	1	NDUFAF3,DALRD3,MIR425,MIR191	P4HTM,WDR6,IMPDH2	MIR425	112	1
3_MACS_peak_13717_lociStitched	chr19	50311558	50322667	3	6119	33498.0786	113	1	MED25,FUZ	AP2A1,PTOV1,TSKS,PNKP	FUZ	113	1
1_MACS_peak_23617_lociStitched	chr6	32935675	32941824	1	6150	33350.3313	114	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	114	1
3_MACS_peak_19761_lociStitched	chr3	171757012	171764943	3	3421	33327.6482	115	1	FNDC3B		FNDC3B	115	1
6_MACS_peak_9962_lociStitched	chr16	21512067	21532290	6	9569	33289.0803	116	1	LOC100271836,SLC7A5P2		LOC100271836	116	1
6_MACS_peak_11365_lociStitched	chr17	43298471	43309117	6	10064	33283.6544	117	1	FMNL1	LOC100133991,C17orf46	FMNL1	117	1
9_MACS_peak_15693_lociStitched	chr2	201980033	202000739	9	15735	33208.2828	118	1	CFLAR	NDUFB3,CASP10,FAM126B	CFLAR	118	1
2_MACS_peak_3679_lociStitched	chr10	104153237	104159988	2	6003	33121.0811	119	1	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	119	1
2_MACS_peak_13249_lociStitched	chr19	33863313	33866010	2	2480	32744.277	120	1	CEBPG		CEBPG	120	1
6_MACS_peak_10724_lociStitched	chr17	4842430	4854726	6	8334	32744.248	121	1	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	121	1
2_MACS_peak_13083_lociStitched	chr19	18388879	18393600	2	4490	32706.1438	122	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	JUND	122	1
1_MACS_peak_22380_lociStitched	chr5	132297600	132300209	1	2610	32692.3354	123	1	AFF4		AFF4	123	1
2_MACS_peak_13906_lociStitched	chr19	59065309	59071652	2	5207	32567.4992	124	1	LOC100131691,CHMP2A,UBE2M	TRIM28,MGC2752,SLC27A5,ZBTB45,MZF1	UBE2M	124	1
11_MACS_peak_25766_lociStitched	chr7	114556038	114576717	11	11720	32414.3325	125	1	MDFIC		MDFIC	125	1
4_MACS_peak_8132_lociStitched	chr14	91829836	91844652	4	14717	32389.2576	126	1	CCDC88C		CCDC88C	126	1
1_MACS_peak_28058_lociStitched	chr9	101983107	101985962	1	2856	32254.9335	127	1	SEC61B,ALG2		SEC61B	127	1
4_MACS_peak_25222_lociStitched	chr7	55594232	55605958	4	9143	32220.7028	128	1	VOPP1		VOPP1	128	1
12_MACS_peak_24182_lociStitched	chr6	106531168	106555247	12	15159	32109.3465	129	1	PRDM1		PRDM1	129	1
9_MACS_peak_17443_lociStitched	chr22	24819687	24834015	9	11893	32018.7816	130	1	ADORA2A,C22orf45		ADORA2A	130	1
2_MACS_peak_21984_lociStitched	chr5	90674779	90680688	2	5725	31988.9624	131	1	LOC100129716,ARRDC3		ARRDC3	131	1
2_MACS_peak_8813_lociStitched	chr15	52856931	52861897	2	4686	31801.2708	132	1	ARPP19	MYO5A	ARPP19	132	1
4_MACS_peak_21353_lociStitched	chr5	6476934	6490083	4	10627	31770.6138	133	1	UBE2QL1		UBE2QL1	133	1
6_MACS_peak_5675_lociStitched	chr12	26266295	26280727	6	10502	31750.4	134	1	BHLHE41		BHLHE41	134	1
1_MACS_peak_2832_lociStitched	chr10	3822799	3828794	1	5996	31657.7965	135	1	KLF6		KLF6	135	1
3_MACS_peak_20080_lociStitched	chr3	195630496	195641910	3	6780	31611.073	136	1	TNK2	TNK2	TNK2	136	1
1_MACS_peak_9309_lociStitched	chr15	79164858	79167231	1	2374	31498.2528	137	1	MORF4L1		MORF4L1	137	1
2_MACS_peak_2680_lociStitched	chr1	228269493	228273818	2	3862	31482.1075	138	1	ARF1	MIR3620,C1orf35,MRPL55	ARF1	138	1
16_MACS_peak_12266_lociStitched	chr18	46448913	46479945	16	16895	31423.0032	139	1	SMAD7		SMAD7	139	1
2_MACS_peak_21865_lociStitched	chr5	78530958	78538112	2	3983	31331.6584	140	1	JMY		JMY	140	1
2_MACS_peak_13908_lociStitched	chr19	59083568	59087952	2	4226	31319.7344	141	1	LOC100131691,MGC2752,MZF1	TRIM28,CHMP2A,UBE2M	MZF1	141	1
1_MACS_peak_13788_lociStitched	chr19	54040316	54042908	1	2593	31287.5136	142	1	ZNF331	ZNF331	ZNF331	142	1
1_MACS_peak_26544_lociStitched	chr8	38238664	38244947	1	6284	31278.0306	143	1	LETM2,WHSC1L1		WHSC1L1	143	1
1_MACS_peak_13789_lociStitched	chr19	54056447	54059249	1	2803	31247.3436	144	1	ZNF331	LOC284379	ZNF331	144	1
4_MACS_peak_12563_lociStitched	chr19	2266243	2273838	4	4647	31242.0325	145	1	OAZ1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,JSRP1,C19orf35,LINGO3	OAZ1	145	1
2_MACS_peak_22609_lociStitched	chr5	142430539	142439077	2	8445	31208.9514	146	1	ARHGAP26		ARHGAP26	146	1
1_MACS_peak_13862_lociStitched	chr19	57790504	57795588	1	5085	31171.5292	147	1	ZNF460	AURKC,ZNF805,ZNF543	ZNF460	147	1
3_MACS_peak_22987_lociStitched	chr5	176726634	176739892	3	8888	31051.5618	148	1	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	PRELID1	148	1
4_MACS_peak_19598_lociStitched	chr3	150476842	150484638	4	5964	30904.1236	149	1	SIAH2		SIAH2	149	1
5_MACS_peak_22927_lociStitched	chr5	173160070	173174222	5	9512	30900.892	150	1			BOD1	150	1
3_MACS_peak_25692_lociStitched	chr7	104575998	104587226	3	7289	30883.7368	151	1		LOC723809	LOC723809	151	1
4_MACS_peak_13460_lociStitched	chr19	42615393	42628610	4	10454	30750.6722	152	1	POU2F2	ZNF574,GRIK5,MIR4323	POU2F2	152	1
22_MACS_peak_11887_lociStitched	chr17	75429459	75469339	22	17407	30679.684	153	1	SEPT9	SEPT9,MIR4316	SEPT9	153	1
4_MACS_peak_19178_lociStitched	chr3	113455618	113468734	4	7505	30671.766	154	1	ATP6V1A,NAA50	KIAA2018	NAA50	154	1
4_MACS_peak_27117_lociStitched	chr8	126441202	126450796	4	9186	30588.5502	155	1	TRIB1		TRIB1	155	1
10_MACS_peak_5894_lociStitched	chr12	48191564	48214451	10	12907	30535.8354	156	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	156	1
1_MACS_peak_8674_lociStitched	chr15	44083542	44085954	1	2413	30479.238	157	1	SERF2,MIR1282	PDIA3,C15orf63,WDR76,CATSPER2P1,ELL3,SERINC4,MFAP1	SERF2	157	1
4_MACS_peak_23072_lociStitched	chr6	286788	299543	4	8002	30460.2155	158	1	DUSP22		DUSP22	158	1
3_MACS_peak_23618_lociStitched	chr6	33167294	33176860	3	6420	30355.7878	159	1	SLC39A7,HSD17B8,MIR219-1,RING1,RXRB	COL11A2	HSD17B8	159	1
2_MACS_peak_27629_lociStitched	chr9	35066826	35073577	2	3600	30312.6651	160	1	VCP	C9orf131,FANCG,PIGO,STOML2,KIAA1539	VCP	160	1
1_MACS_peak_28549_lociStitched	chr9	139376426	139379420	1	2995	30257.0646	161	1	C9orf163,SEC16A	INPP5E	C9orf163	161	1
4_MACS_peak_24912_lociStitched	chr7	25998743	26012289	4	9032	30245.5088	162	1		MIR148A	MIR148A	162	1
10_MACS_peak_9211_lociStitched	chr15	75299211	75326333	10	15127	30170.5128	163	1	SCAMP5,PPCDC	RPP25	PPCDC	163	1
1_MACS_peak_10671_lociStitched	chr17	3459487	3463180	1	3694	30159.2538	164	1	TRPV3	TRPV1	TRPV3	164	1
6_MACS_peak_22145_lociStitched	chr5	109024206	109036957	6	8800	30103.8359	165	1	MAN2A1		MAN2A1	165	1
3_MACS_peak_9232_lociStitched	chr15	75492435	75503230	3	7271	30085.665	166	1	C15orf39	GOLGA6C	C15orf39	166	1
7_MACS_peak_13990_lociStitched	chr2	11883666	11898092	7	11802	30079.6526	167	1	LPIN1		LPIN1	167	1
1_MACS_peak_3926_lociStitched	chr11	206195	209906	1	3712	30055.389	168	1	RIC8A,BET1L	LOC653486,ODF3,PSMD13,SIRT3	RIC8A	168	1
9_MACS_peak_14015_lociStitched	chr2	16830553	16848686	9	12126	29950.2761	169	1	FAM49A		FAM49A	169	1
1_MACS_peak_9332_lociStitched	chr15	81291780	81295213	1	3434	29934.3868	170	1	MESDC1	MESDC2	MESDC1	170	1
2_MACS_peak_19356_lociStitched	chr3	128368276	128370215	2	1910	29832.2906	171	1	RPN1		RPN1	171	1
7_MACS_peak_636_lociStitched	chr1	36614121	36628392	7	7989	29814.9732	172	1	MAP7D1,TRAPPC3	COL8A2	MAP7D1	172	1
3_MACS_peak_12648_lociStitched	chr19	4058008	4067977	3	9025	29719.5828	173	1	ZBTB7A		ZBTB7A	173	1
1_MACS_peak_8783_lociStitched	chr15	52470436	52473415	1	2980	29701.8216	174	1	GNB5		GNB5	174	1
1_MACS_peak_13562_lociStitched	chr19	45970249	45974233	1	3985	29607.096	175	1	FOSB	PPM1N,VASP,ERCC1,RTN2	FOSB	175	1
1_MACS_peak_17870_lociStitched	chr22	44419462	44423870	1	4409	29564.456	176	1	PARVB		PARVB	176	1
2_MACS_peak_22029_lociStitched	chr5	95291066	95298439	2	7299	29560.5689	177	1	ELL2		ELL2	177	1
1_MACS_peak_13814_lociStitched	chr19	55761873	55771612	1	9740	29386.4586	178	1	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	178	1
2_MACS_peak_21614_lociStitched	chr5	55883393	55889208	2	4097	29211.071	179	1			MAP3K1	179	1
1_MACS_peak_8871_lociStitched	chr15	57209148	57212701	1	3554	29163.7346	180	1	TCF12,LOC145783		TCF12	180	1
6_MACS_peak_4562_lociStitched	chr11	65333575	65345755	6	10178	29138.214	181	1	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	181	1
1_MACS_peak_8782_lociStitched	chr15	52310653	52314777	1	4125	29091.5208	182	1	MAPK6	LEO1	MAPK6	182	1
2_MACS_peak_9238_lociStitched	chr15	75742484	75748947	2	6291	29086.0852	183	1	SIN3A		SIN3A	183	1
1_MACS_peak_13227_lociStitched	chr19	30204749	30207783	1	3035	29069.0574	184	1	C19orf12	PLEKHF1	C19orf12	184	1
1_MACS_peak_9141_lociStitched	chr15	73074681	73078270	1	3590	29010.6048	185	1	ADPGK		ADPGK	185	1
1_MACS_peak_27837_lociStitched	chr9	74976916	74981154	1	4239	28991.7342	186	1	ZFAND5		ZFAND5	186	1
13_MACS_peak_17636_lociStitched	chr22	37614455	37641630	13	13352	28976.7025	187	1	RAC2	CYTH4,C1QTNF6,SSTR3	RAC2	187	1
1_MACS_peak_21477_lociStitched	chr5	36240628	36243284	1	2657	28914.544	188	1	C5orf33		C5orf33	188	1
