GENE_ID	locusLine	bin_1_42_0EXU_0229Kronos_MM1S-KB-6hr-2_Input_hs_i86.bam
1_MACS_peak_74_lociStitched	chr1(.):4997785-4998712	0.0792
1_MACS_peak_75_lociStitched	chr1(.):6051185-6055263	0.1829
1_MACS_peak_76_lociStitched	chr1(.):6083914-6087305	0.1538
2_MACS_peak_77_lociStitched	chr1(.):6258489-6266902	0.1203
1_MACS_peak_79_lociStitched	chr1(.):6294965-6296787	0.143
1_MACS_peak_80_lociStitched	chr1(.):6419112-6420673	0.2166
1_MACS_peak_81_lociStitched	chr1(.):6452445-6454732	0.2054
1_MACS_peak_82_lociStitched	chr1(.):6474236-6475870	0.2273
1_MACS_peak_83_lociStitched	chr1(.):6549742-6551743	0.1895
1_MACS_peak_84_lociStitched	chr1(.):6613820-6615389	0.1281
1_MACS_peak_85_lociStitched	chr1(.):6639356-6640984	0.2187
1_MACS_peak_86_lociStitched	chr1(.):6660011-6664684	0.2108
1_MACS_peak_87_lociStitched	chr1(.):6672201-6675074	0.1104
1_MACS_peak_88_lociStitched	chr1(.):6684486-6686649	0.2087
1_MACS_peak_89_lociStitched	chr1(.):6733549-6734784	0.1604
1_MACS_peak_90_lociStitched	chr1(.):6761170-6762231	0.0825
1_MACS_peak_91_lociStitched	chr1(.):6843740-6845392	0.1799
1_MACS_peak_92_lociStitched	chr1(.):6892286-6893466	0.1133
1_MACS_peak_93_lociStitched	chr1(.):6978062-6980112	0.2025
1_MACS_peak_94_lociStitched	chr1(.):7830667-7832143	0.1345
1_MACS_peak_95_lociStitched	chr1(.):8013641-8014908	0.1054
1_MACS_peak_96_lociStitched	chr1(.):8020673-8022702	0.1932
1_MACS_peak_97_lociStitched	chr1(.):8085797-8086599	0.088
1_MACS_peak_98_lociStitched	chr1(.):8454866-8456656	0.1496
3_MACS_peak_99_lociStitched	chr1(.):8649942-8665005	0.1472
1_MACS_peak_102_lociStitched	chr1(.):8740241-8741620	0.1373
2_MACS_peak_103_lociStitched	chr1(.):8760732-8765685	0.1734
1_MACS_peak_105_lociStitched	chr1(.):8771784-8773965	0.154
1_MACS_peak_106_lociStitched	chr1(.):8876031-8878854	0.206
1_MACS_peak_107_lociStitched	chr1(.):8937094-8940034	0.1259
1_MACS_peak_108_lociStitched	chr1(.):9222075-9226075	0.1767
1_MACS_peak_109_lociStitched	chr1(.):9240736-9243243	0.1317
1_MACS_peak_110_lociStitched	chr1(.):9294391-9295911	0.0832
1_MACS_peak_111_lociStitched	chr1(.):9335000-9336633	0.1845
1_MACS_peak_112_lociStitched	chr1(.):9473153-9474172	0.0991
2_MACS_peak_113_lociStitched	chr1(.):9485383-9489836	0.1663
1_MACS_peak_115_lociStitched	chr1(.):9599489-9600351	0.0441
1_MACS_peak_116_lociStitched	chr1(.):9614861-9616030	0.1541
1_MACS_peak_117_lociStitched	chr1(.):9648122-9650142	0.1266
1_MACS_peak_118_lociStitched	chr1(.):9748800-9749766	0.0768
2_MACS_peak_119_lociStitched	chr1(.):9776749-9782227	0.1293
1_MACS_peak_121_lociStitched	chr1(.):9846624-9848869	0.1266
1_MACS_peak_122_lociStitched	chr1(.):9882767-9884428	0.1679
1_MACS_peak_123_lociStitched	chr1(.):9895684-9897014	0.0963
2_MACS_peak_124_lociStitched	chr1(.):9969125-9971663	0.2174
1_MACS_peak_126_lociStitched	chr1(.):10002206-10004308	0.2236
1_MACS_peak_127_lociStitched	chr1(.):10010247-10011511	0.196
1_MACS_peak_128_lociStitched	chr1(.):10050128-10052018	0.1359
1_MACS_peak_129_lociStitched	chr1(.):10078293-10079917	0.1277
1_MACS_peak_130_lociStitched	chr1(.):10092128-10094191	0.2757
1_MACS_peak_131_lociStitched	chr1(.):10228628-10231702	0.1672
1_MACS_peak_132_lociStitched	chr1(.):10248867-10250970	0.1454
1_MACS_peak_133_lociStitched	chr1(.):10260077-10261894	0.1662
1_MACS_peak_134_lociStitched	chr1(.):10269432-10271827	0.1464
1_MACS_peak_135_lociStitched	chr1(.):10310902-10314657	0.1833
1_MACS_peak_136_lociStitched	chr1(.):10447662-10448640	0.1453
1_MACS_peak_137_lociStitched	chr1(.):10458228-10460094	0.2028
1_MACS_peak_138_lociStitched	chr1(.):10489843-10491890	0.1902
1_MACS_peak_139_lociStitched	chr1(.):10504215-10505843	0.1964
1_MACS_peak_140_lociStitched	chr1(.):10516151-10518227	0.2472
2_MACS_peak_141_lociStitched	chr1(.):10531764-10535878	0.1627
1_MACS_peak_143_lociStitched	chr1(.):10999315-11001110	0.2084
1_MACS_peak_144_lociStitched	chr1(.):11071515-11073619	0.2129
1_MACS_peak_145_lociStitched	chr1(.):11118949-11121361	0.144
1_MACS_peak_146_lociStitched	chr1(.):11158856-11160570	0.2693
1_MACS_peak_147_lociStitched	chr1(.):11286988-11288116	0.1507
1_MACS_peak_148_lociStitched	chr1(.):11321833-11323406	0.2029
1_MACS_peak_149_lociStitched	chr1(.):11333167-11334296	0.2145
1_MACS_peak_150_lociStitched	chr1(.):11538432-11539876	0.159
2_MACS_peak_151_lociStitched	chr1(.):11622947-11631860	0.1732
2_MACS_peak_153_lociStitched	chr1(.):11710250-11715199	0.1121
1_MACS_peak_155_lociStitched	chr1(.):11723900-11725236	0.1679
1_MACS_peak_156_lociStitched	chr1(.):11740352-11742370	0.1541
3_MACS_peak_157_lociStitched	chr1(.):11790036-11801690	0.144
1_MACS_peak_160_lociStitched	chr1(.):11842968-11845871	0.1336
2_MACS_peak_161_lociStitched	chr1(.):11863125-11867494	0.1862
1_MACS_peak_163_lociStitched	chr1(.):11967487-11970725	0.2567
1_MACS_peak_164_lociStitched	chr1(.):11984532-11987493	0.1623
1_MACS_peak_165_lociStitched	chr1(.):11993774-11995533	0.146
1_MACS_peak_166_lociStitched	chr1(.):12039404-12041287	0.1592
1_MACS_peak_167_lociStitched	chr1(.):12078939-12080603	0.2356
2_MACS_peak_168_lociStitched	chr1(.):12106566-12113422	0.1895
1_MACS_peak_170_lociStitched	chr1(.):12138778-12139968	0.1425
2_MACS_peak_171_lociStitched	chr1(.):12220995-12227950	0.1336
1_MACS_peak_173_lociStitched	chr1(.):12269920-12271117	0.2286
1_MACS_peak_174_lociStitched	chr1(.):12289748-12291593	0.1194
1_MACS_peak_175_lociStitched	chr1(.):12404126-12405135	0.1229
1_MACS_peak_176_lociStitched	chr1(.):12493886-12496933	0.1845
1_MACS_peak_177_lociStitched	chr1(.):12508698-12510486	0.1489
1_MACS_peak_178_lociStitched	chr1(.):12676845-12679692	0.1552
1_MACS_peak_179_lociStitched	chr1(.):12896777-12897857	0.0873
1_MACS_peak_180_lociStitched	chr1(.):13824408-13825887	0.0775
1_MACS_peak_181_lociStitched	chr1(.):13968504-13969416	0.1008
1_MACS_peak_182_lociStitched	chr1(.):14025782-14027108	0.1013
1_MACS_peak_183_lociStitched	chr1(.):14056385-14058535	0.2099
1_MACS_peak_184_lociStitched	chr1(.):14074880-14077082	0.1201
1_MACS_peak_185_lociStitched	chr1(.):14155206-14156426	0.1682
1_MACS_peak_186_lociStitched	chr1(.):14237726-14239741	0.1409
2_MACS_peak_187_lociStitched	chr1(.):14246612-14254827	0.1234
1_MACS_peak_189_lociStitched	chr1(.):14292475-14295451	0.1678
3_MACS_peak_190_lociStitched	chr1(.):14329236-14344784	0.1301
1_MACS_peak_193_lociStitched	chr1(.):14361158-14368131	0.1915
2_MACS_peak_194_lociStitched	chr1(.):14437028-14441474	0.164
1_MACS_peak_196_lociStitched	chr1(.):14463414-14465362	0.1126
2_MACS_peak_197_lociStitched	chr1(.):14500859-14509006	0.1837
1_MACS_peak_199_lociStitched	chr1(.):14659080-14659898	0.1226
1_MACS_peak_200_lociStitched	chr1(.):14687049-14688616	0.1836
1_MACS_peak_201_lociStitched	chr1(.):14695329-14697520	0.1559
1_MACS_peak_202_lociStitched	chr1(.):15058794-15060616	0.1294
1_MACS_peak_203_lociStitched	chr1(.):15160903-15164587	0.1562
2_MACS_peak_204_lociStitched	chr1(.):15202486-15209477	0.1392
1_MACS_peak_206_lociStitched	chr1(.):15416458-15417672	0.2138
2_MACS_peak_207_lociStitched	chr1(.):15479873-15483828	0.1148
3_MACS_peak_209_lociStitched	chr1(.):15500078-15506632	0.175
1_MACS_peak_212_lociStitched	chr1(.):15546733-15547754	0.1105
1_MACS_peak_213_lociStitched	chr1(.):15557389-15559113	0.232
1_MACS_peak_214_lociStitched	chr1(.):15574875-15576052	0.1845
2_MACS_peak_215_lociStitched	chr1(.):15584004-15588762	0.1985
1_MACS_peak_217_lociStitched	chr1(.):15623516-15624578	0.15
1_MACS_peak_218_lociStitched	chr1(.):15688755-15689813	0.1339
1_MACS_peak_219_lociStitched	chr1(.):15710512-15711419	0.1424
1_MACS_peak_220_lociStitched	chr1(.):15735543-15737108	0.11
2_MACS_peak_221_lociStitched	chr1(.):15850928-15854280	0.1835
1_MACS_peak_223_lociStitched	chr1(.):15897264-15899588	0.2041
2_MACS_peak_224_lociStitched	chr1(.):15905016-15912353	0.1687
1_MACS_peak_226_lociStitched	chr1(.):15942586-15945713	0.2094
1_MACS_peak_227_lociStitched	chr1(.):16009857-16012063	0.0897
1_MACS_peak_228_lociStitched	chr1(.):16022802-16024991	0.2429
1_MACS_peak_229_lociStitched	chr1(.):16149782-16150867	0.1599
1_MACS_peak_230_lociStitched	chr1(.):16160231-16163631	0.226
2_MACS_peak_231_lociStitched	chr1(.):16173022-16179010	0.1682
1_MACS_peak_233_lociStitched	chr1(.):16212146-16213222	0.1362
1_MACS_peak_234_lociStitched	chr1(.):16301698-16303322	0.1744
1_MACS_peak_235_lociStitched	chr1(.):16399858-16401155	0.1116
1_MACS_peak_236_lociStitched	chr1(.):16532813-16534306	0.1032
1_MACS_peak_237_lociStitched	chr1(.):16562457-16564609	0.1655
1_MACS_peak_238_lociStitched	chr1(.):16677764-16679963	0.192
1_MACS_peak_239_lociStitched	chr1(.):16692804-16695316	0.2844
1_MACS_peak_240_lociStitched	chr1(.):16766467-16771359	0.1946
1_MACS_peak_241_lociStitched	chr1(.):16824998-16826512	0.0789
1_MACS_peak_242_lociStitched	chr1(.):16832188-16833168	0.157
1_MACS_peak_244_lociStitched	chr1(.):16938813-16941698	0.6791
1_MACS_peak_245_lociStitched	chr1(.):16969638-16972469	0.7663
1_MACS_peak_246_lociStitched	chr1(.):16991936-16994757	0.5222
1_MACS_peak_247_lociStitched	chr1(.):17010074-17011690	0.16
1_MACS_peak_248_lociStitched	chr1(.):17065520-17068535	0.5692
1_MACS_peak_249_lociStitched	chr1(.):17074542-17075498	0.3495
2_MACS_peak_250_lociStitched	chr1(.):17221189-17233522	0.3426
1_MACS_peak_252_lociStitched	chr1(.):17239872-17241702	0.2078
1_MACS_peak_253_lociStitched	chr1(.):17286707-17288254	0.1446
1_MACS_peak_254_lociStitched	chr1(.):17379553-17381406	0.2154
1_MACS_peak_255_lociStitched	chr1(.):17482068-17483530	0.1552
2_MACS_peak_256_lociStitched	chr1(.):17763652-17769061	0.1075
1_MACS_peak_258_lociStitched	chr1(.):19228297-19230049	0.2426
1_MACS_peak_259_lociStitched	chr1(.):19252311-19255459	0.2214
2_MACS_peak_260_lociStitched	chr1(.):19276507-19282439	0.1273
1_MACS_peak_262_lociStitched	chr1(.):19535521-19537944	0.1747
1_MACS_peak_263_lociStitched	chr1(.):19577274-19578936	0.2042
1_MACS_peak_264_lociStitched	chr1(.):19637689-19639840	0.1569
1_MACS_peak_265_lociStitched	chr1(.):19810798-19813451	0.1401
1_MACS_peak_266_lociStitched	chr1(.):19821809-19823177	0.1703
1_MACS_peak_267_lociStitched	chr1(.):19922505-19924464	0.2677
1_MACS_peak_268_lociStitched	chr1(.):20084759-20086813	0.2058
1_MACS_peak_269_lociStitched	chr1(.):20125366-20127554	0.1558
1_MACS_peak_270_lociStitched	chr1(.):20141685-20143254	0.1156
1_MACS_peak_271_lociStitched	chr1(.):20208460-20209833	0.2064
2_MACS_peak_272_lociStitched	chr1(.):20404038-20408501	0.1515
1_MACS_peak_274_lociStitched	chr1(.):20415791-20417039	0.1931
1_MACS_peak_275_lociStitched	chr1(.):20438749-20439617	0.0765
2_MACS_peak_276_lociStitched	chr1(.):20445445-20447041	0.0658
1_MACS_peak_278_lociStitched	chr1(.):20452537-20453505	0.0749
2_MACS_peak_279_lociStitched	chr1(.):20833907-20839055	0.1533
1_MACS_peak_281_lociStitched	chr1(.):20959673-20960833	0.1237
1_MACS_peak_282_lociStitched	chr1(.):20986975-20989014	0.196
1_MACS_peak_283_lociStitched	chr1(.):21004622-21006041	0.1162
1_MACS_peak_284_lociStitched	chr1(.):21022746-21023832	0.2102
1_MACS_peak_285_lociStitched	chr1(.):21059145-21060627	0.1666
1_MACS_peak_286_lociStitched	chr1(.):21111775-21114932	0.1577
1_MACS_peak_287_lociStitched	chr1(.):21290606-21292275	0.2971
1_MACS_peak_288_lociStitched	chr1(.):21347940-21350044	0.15
2_MACS_peak_289_lociStitched	chr1(.):21501794-21504011	0.1255
1_MACS_peak_291_lociStitched	chr1(.):21615399-21622623	0.1997
1_MACS_peak_292_lociStitched	chr1(.):21659948-21661946	0.2013
1_MACS_peak_293_lociStitched	chr1(.):21670947-21673187	0.1439
1_MACS_peak_294_lociStitched	chr1(.):21765753-21767294	0.1716
1_MACS_peak_295_lociStitched	chr1(.):22107447-22110836	0.2076
1_MACS_peak_296_lociStitched	chr1(.):22117467-22119498	0.2509
1_MACS_peak_297_lociStitched	chr1(.):22191285-22194648	0.131
1_MACS_peak_298_lociStitched	chr1(.):22263906-22264676	0.1636
2_MACS_peak_299_lociStitched	chr1(.):22344888-22353566	0.1734
1_MACS_peak_301_lociStitched	chr1(.):22365536-22367431	0.2121
1_MACS_peak_302_lociStitched	chr1(.):22378288-22380599	0.1198
1_MACS_peak_303_lociStitched	chr1(.):22489164-22490483	0.1254
1_MACS_peak_304_lociStitched	chr1(.):22777584-22779648	0.2137
1_MACS_peak_305_lociStitched	chr1(.):22819989-22823913	0.2121
1_MACS_peak_306_lociStitched	chr1(.):22834166-22835868	0.1947
1_MACS_peak_307_lociStitched	chr1(.):23345306-23346787	0.1287
2_MACS_peak_308_lociStitched	chr1(.):23493906-23495377	0.0828
1_MACS_peak_310_lociStitched	chr1(.):23669463-23672056	0.1869
1_MACS_peak_311_lociStitched	chr1(.):23693963-23696555	0.2405
1_MACS_peak_312_lociStitched	chr1(.):23810758-23811439	0.0913
1_MACS_peak_313_lociStitched	chr1(.):23823404-23824448	0.1099
3_MACS_peak_314_lociStitched	chr1(.):23849906-23867233	0.1988
3_MACS_peak_317_lociStitched	chr1(.):23880383-23889173	0.1537
1_MACS_peak_320_lociStitched	chr1(.):23903074-23904944	0.1839
1_MACS_peak_321_lociStitched	chr1(.):23917545-23921928	0.19
4_MACS_peak_322_lociStitched	chr1(.):23937208-23954677	0.1849
1_MACS_peak_326_lociStitched	chr1(.):23960942-23962289	0.2745
1_MACS_peak_327_lociStitched	chr1(.):24017733-24019450	0.2245
1_MACS_peak_328_lociStitched	chr1(.):24069117-24071988	0.1728
1_MACS_peak_329_lociStitched	chr1(.):24104089-24105640	0.1502
1_MACS_peak_330_lociStitched	chr1(.):24116768-24118682	0.1642
1_MACS_peak_331_lociStitched	chr1(.):24125992-24128265	0.2093
1_MACS_peak_332_lociStitched	chr1(.):24151000-24153166	0.1694
1_MACS_peak_333_lociStitched	chr1(.):24180931-24182806	0.1776
2_MACS_peak_334_lociStitched	chr1(.):24191500-24195198	0.2378
1_MACS_peak_336_lociStitched	chr1(.):24236841-24237908	0.1635
1_MACS_peak_337_lociStitched	chr1(.):24246027-24247498	0.1333
2_MACS_peak_338_lociStitched	chr1(.):24281305-24287886	0.1523
1_MACS_peak_340_lociStitched	chr1(.):24305498-24307957	0.1923
1_MACS_peak_341_lociStitched	chr1(.):24468522-24470234	0.1765
1_MACS_peak_342_lociStitched	chr1(.):24476307-24479091	0.2161
2_MACS_peak_343_lociStitched	chr1(.):24511940-24533858	0.1838
1_MACS_peak_345_lociStitched	chr1(.):24644958-24650683	0.22
1_MACS_peak_346_lociStitched	chr1(.):24676861-24678958	0.1125
2_MACS_peak_347_lociStitched	chr1(.):24709986-24720829	0.1867
2_MACS_peak_349_lociStitched	chr1(.):24739351-24743910	0.2132
1_MACS_peak_351_lociStitched	chr1(.):24807237-24808800	0.1864
1_MACS_peak_352_lociStitched	chr1(.):24827262-24830573	0.1524
1_MACS_peak_353_lociStitched	chr1(.):24861111-24862464	0.169
1_MACS_peak_354_lociStitched	chr1(.):24913302-24914245	0.1598
1_MACS_peak_355_lociStitched	chr1(.):24967969-24971135	0.1674
2_MACS_peak_356_lociStitched	chr1(.):25048594-25055138	0.1434
1_MACS_peak_358_lociStitched	chr1(.):25069470-25076480	0.1726
1_MACS_peak_359_lociStitched	chr1(.):25174304-25175550	0.1548
1_MACS_peak_360_lociStitched	chr1(.):25254318-25257768	0.1588
1_MACS_peak_361_lociStitched	chr1(.):25290714-25292879	0.1669
1_MACS_peak_362_lociStitched	chr1(.):25347607-25350928	0.1969
2_MACS_peak_363_lociStitched	chr1(.):25356627-25364656	0.1596
3_MACS_peak_365_lociStitched	chr1(.):25558193-25567310	0.1689
1_MACS_peak_368_lociStitched	chr1(.):25572675-25575037	0.1952
1_MACS_peak_369_lociStitched	chr1(.):25592635-25595288	0.2639
1_MACS_peak_370_lociStitched	chr1(.):25663120-25665825	0.2226
1_MACS_peak_371_lociStitched	chr1(.):25756101-25758249	0.1471
2_MACS_peak_372_lociStitched	chr1(.):25798472-25801105	0.179
2_MACS_peak_374_lociStitched	chr1(.):25869372-25878727	0.1768
1_MACS_peak_376_lociStitched	chr1(.):25887647-25890470	0.1772
1_MACS_peak_377_lociStitched	chr1(.):25926224-25927440	0.1316
2_MACS_peak_378_lociStitched	chr1(.):25942045-25948051	0.1558
1_MACS_peak_380_lociStitched	chr1(.):25958068-25959483	0.173
1_MACS_peak_381_lociStitched	chr1(.):25967884-25970205	0.2763
1_MACS_peak_382_lociStitched	chr1(.):26001813-26003719	0.1787
2_MACS_peak_383_lociStitched	chr1(.):26125956-26127606	0.1125
1_MACS_peak_385_lociStitched	chr1(.):26145596-26148233	0.207
1_MACS_peak_386_lociStitched	chr1(.):26185042-26186388	0.2184
1_MACS_peak_387_lociStitched	chr1(.):26201392-26202535	0.149
1_MACS_peak_388_lociStitched	chr1(.):26230904-26233456	0.1642
1_MACS_peak_389_lociStitched	chr1(.):26259512-26260894	0.0924
1_MACS_peak_390_lociStitched	chr1(.):26323324-26325632	0.2179
1_MACS_peak_391_lociStitched	chr1(.):26361612-26362903	0.2553
1_MACS_peak_392_lociStitched	chr1(.):26436628-26440381	0.1642
2_MACS_peak_393_lociStitched	chr1(.):26445775-26454096	0.1433
1_MACS_peak_395_lociStitched	chr1(.):26495940-26497251	0.1694
2_MACS_peak_396_lociStitched	chr1(.):26559717-26564635	0.2093
1_MACS_peak_398_lociStitched	chr1(.):26578397-26580042	0.149
1_MACS_peak_399_lociStitched	chr1(.):26605376-26607522	0.1634
1_MACS_peak_400_lociStitched	chr1(.):26613108-26614947	0.2006
1_MACS_peak_401_lociStitched	chr1(.):26632190-26634985	0.2003
2_MACS_peak_402_lociStitched	chr1(.):26641514-26644956	0.1233
1_MACS_peak_404_lociStitched	chr1(.):26662492-26663699	0.1915
1_MACS_peak_405_lociStitched	chr1(.):26758081-26759613	0.2324
1_MACS_peak_406_lociStitched	chr1(.):26797823-26800757	0.1604
1_MACS_peak_407_lociStitched	chr1(.):26826180-26828749	0.1859
1_MACS_peak_408_lociStitched	chr1(.):26855535-26857278	0.1601
2_MACS_peak_409_lociStitched	chr1(.):26865873-26873227	0.205
1_MACS_peak_411_lociStitched	chr1(.):26946054-26948720	0.2561
1_MACS_peak_412_lociStitched	chr1(.):27003529-27004879	0.1635
1_MACS_peak_413_lociStitched	chr1(.):27018264-27031231	0.1928
3_MACS_peak_414_lociStitched	chr1(.):27061562-27072474	0.1646
1_MACS_peak_417_lociStitched	chr1(.):27112224-27116196	0.2117
1_MACS_peak_418_lociStitched	chr1(.):27126203-27127852	0.1912
1_MACS_peak_419_lociStitched	chr1(.):27136369-27137305	0.1309
4_MACS_peak_420_lociStitched	chr1(.):27147087-27167139	0.1429
2_MACS_peak_424_lociStitched	chr1(.):27188733-27193367	0.1877
1_MACS_peak_426_lociStitched	chr1(.):27215811-27217435	0.1695
1_MACS_peak_427_lociStitched	chr1(.):27225952-27227781	0.2544
1_MACS_peak_428_lociStitched	chr1(.):27247368-27249102	0.2279
1_MACS_peak_429_lociStitched	chr1(.):27286014-27287632	0.218
1_MACS_peak_430_lociStitched	chr1(.):27313117-27314083	0.1127
1_MACS_peak_431_lociStitched	chr1(.):27339511-27340235	0.1243
1_MACS_peak_432_lociStitched	chr1(.):27396464-27397917	0.1999
1_MACS_peak_433_lociStitched	chr1(.):27463121-27464429	0.1451
1_MACS_peak_434_lociStitched	chr1(.):27480777-27482526	0.1869
1_MACS_peak_435_lociStitched	chr1(.):27560143-27562452	0.1729
1_MACS_peak_436_lociStitched	chr1(.):27648241-27649730	0.1576
1_MACS_peak_437_lociStitched	chr1(.):27667762-27669284	0.2007
1_MACS_peak_438_lociStitched	chr1(.):27675135-27676711	0.1467
1_MACS_peak_439_lociStitched	chr1(.):27692127-27694084	0.1061
1_MACS_peak_440_lociStitched	chr1(.):27717991-27719913	0.147
1_MACS_peak_441_lociStitched	chr1(.):27744138-27745822	0.1815
3_MACS_peak_442_lociStitched	chr1(.):27757314-27766118	0.1611
1_MACS_peak_445_lociStitched	chr1(.):27815323-27817998	0.1608
1_MACS_peak_446_lociStitched	chr1(.):27826273-27827366	0.2363
1_MACS_peak_447_lociStitched	chr1(.):27883217-27884638	0.1778
1_MACS_peak_448_lociStitched	chr1(.):27929617-27930811	0.1361
1_MACS_peak_449_lociStitched	chr1(.):27960414-27961288	0.1086
2_MACS_peak_450_lociStitched	chr1(.):27985246-27990115	0.1427
1_MACS_peak_452_lociStitched	chr1(.):27998036-27999702	0.2673
1_MACS_peak_453_lociStitched	chr1(.):28052213-28053674	0.1522
1_MACS_peak_454_lociStitched	chr1(.):28078844-28079825	0.1153
1_MACS_peak_455_lociStitched	chr1(.):28098642-28100644	0.1689
1_MACS_peak_456_lociStitched	chr1(.):28156254-28158125	0.2003
1_MACS_peak_457_lociStitched	chr1(.):28195075-28196532	0.1656
1_MACS_peak_458_lociStitched	chr1(.):28240069-28241853	0.1916
1_MACS_peak_459_lociStitched	chr1(.):28285588-28287390	0.2148
2_MACS_peak_460_lociStitched	chr1(.):28352415-28363796	0.1681
2_MACS_peak_462_lociStitched	chr1(.):28389959-28396834	0.1169
1_MACS_peak_464_lociStitched	chr1(.):28413836-28416145	0.2378
1_MACS_peak_465_lociStitched	chr1(.):28473828-28475475	0.2236
2_MACS_peak_466_lociStitched	chr1(.):28495177-28500089	0.1692
2_MACS_peak_468_lociStitched	chr1(.):28558740-28563856	0.1856
1_MACS_peak_470_lociStitched	chr1(.):28570208-28577186	0.1988
1_MACS_peak_471_lociStitched	chr1(.):28585083-28587408	0.1164
1_MACS_peak_472_lociStitched	chr1(.):28654764-28656748	0.135
1_MACS_peak_473_lociStitched	chr1(.):28695291-28697412	0.2376
1_MACS_peak_474_lociStitched	chr1(.):28763898-28765411	0.1426
