GENE_ID	locusLine	bin_1_LP-1.jin.bam
3_MACS_peak_97_lociStitched	chr1(.):6672970-6675201	1.0054
1_MACS_peak_100_lociStitched	chr1(.):6685257-6685730	0.9596
2_MACS_peak_101_lociStitched	chr1(.):6760930-6762513	1.3247
3_MACS_peak_103_lociStitched	chr1(.):6843852-6846464	1.3392
2_MACS_peak_106_lociStitched	chr1(.):6977281-6984709	1.6362
2_MACS_peak_108_lociStitched	chr1(.):7021370-7022497	0.7114
2_MACS_peak_110_lociStitched	chr1(.):7764174-7765360	0.9378
1_MACS_peak_112_lociStitched	chr1(.):7831262-7831890	1.0762
1_MACS_peak_113_lociStitched	chr1(.):7843413-7843807	0.6964
2_MACS_peak_114_lociStitched	chr1(.):8013876-8014710	0.8746
2_MACS_peak_116_lociStitched	chr1(.):8021115-8022370	1.3064
1_MACS_peak_118_lociStitched	chr1(.):8655863-8656147	0.5146
3_MACS_peak_119_lociStitched	chr1(.):8662334-8664128	0.781
1_MACS_peak_122_lociStitched	chr1(.):8684131-8684403	0.4711
1_MACS_peak_123_lociStitched	chr1(.):8702772-8703468	0.8151
1_MACS_peak_124_lociStitched	chr1(.):8711917-8712347	0.5791
1_MACS_peak_125_lociStitched	chr1(.):8713150-8713886	0.6407
1_MACS_peak_126_lociStitched	chr1(.):8740843-8741276	0.7523
2_MACS_peak_127_lociStitched	chr1(.):8761683-8763521	1.0165
2_MACS_peak_129_lociStitched	chr1(.):8876844-8878327	1.4604
1_MACS_peak_131_lociStitched	chr1(.):8936908-8940320	1.8677
1_MACS_peak_132_lociStitched	chr1(.):9294789-9295616	1.9907
1_MACS_peak_133_lociStitched	chr1(.):9335878-9336117	0.3926
1_MACS_peak_134_lociStitched	chr1(.):9342737-9343077	0.6304
2_MACS_peak_135_lociStitched	chr1(.):9352929-9354563	1.0436
2_MACS_peak_137_lociStitched	chr1(.):9374776-9376760	0.9591
2_MACS_peak_139_lociStitched	chr1(.):9473378-9474149	0.6857
2_MACS_peak_141_lociStitched	chr1(.):9488521-9489631	0.5554
1_MACS_peak_143_lociStitched	chr1(.):9648861-9649830	0.9678
1_MACS_peak_144_lociStitched	chr1(.):9777009-9778385	1.2992
1_MACS_peak_145_lociStitched	chr1(.):9847989-9848351	0.5616
1_MACS_peak_146_lociStitched	chr1(.):9883258-9884106	1.0632
2_MACS_peak_147_lociStitched	chr1(.):9969691-9971288	0.6654
1_MACS_peak_149_lociStitched	chr1(.):10002647-10004196	1.4171
1_MACS_peak_150_lociStitched	chr1(.):10092980-10093940	1.4246
2_MACS_peak_151_lociStitched	chr1(.):10249444-10250616	0.4866
2_MACS_peak_153_lociStitched	chr1(.):10269860-10271458	1.296
1_MACS_peak_155_lociStitched	chr1(.):10459052-10459983	1.2635
2_MACS_peak_156_lociStitched	chr1(.):10490369-10491312	0.8634
2_MACS_peak_158_lociStitched	chr1(.):10531893-10533089	0.6468
2_MACS_peak_160_lociStitched	chr1(.):10534435-10535818	1.1473
1_MACS_peak_162_lociStitched	chr1(.):10999922-11000169	0.4724
1_MACS_peak_163_lociStitched	chr1(.):11072321-11073258	2.1541
2_MACS_peak_164_lociStitched	chr1(.):11118782-11121662	1.1474
2_MACS_peak_166_lociStitched	chr1(.):11159303-11160543	1.2485
2_MACS_peak_168_lociStitched	chr1(.):11322020-11323218	1.1202
2_MACS_peak_170_lociStitched	chr1(.):11333162-11335084	1.2745
1_MACS_peak_172_lociStitched	chr1(.):11538897-11539731	1.1484
1_MACS_peak_173_lociStitched	chr1(.):11629222-11630091	0.8051
1_MACS_peak_174_lociStitched	chr1(.):11714930-11715257	0.6005
1_MACS_peak_175_lociStitched	chr1(.):11724204-11725082	1.0901
1_MACS_peak_176_lociStitched	chr1(.):11740542-11741590	0.9426
1_MACS_peak_177_lociStitched	chr1(.):11796177-11797252	1.1417
3_MACS_peak_178_lociStitched	chr1(.):11843417-11844896	0.6564
2_MACS_peak_181_lociStitched	chr1(.):11865079-11867002	1.2214
3_MACS_peak_183_lociStitched	chr1(.):11967937-11970300	1.5782
2_MACS_peak_186_lociStitched	chr1(.):11985473-11987178	1.0316
1_MACS_peak_188_lociStitched	chr1(.):11993839-11995265	1.5826
1_MACS_peak_189_lociStitched	chr1(.):12040202-12041015	1.5143
2_MACS_peak_190_lociStitched	chr1(.):12079004-12080274	0.8257
1_MACS_peak_192_lociStitched	chr1(.):12222669-12222907	0.5054
1_MACS_peak_193_lociStitched	chr1(.):12226977-12227513	1.1177
1_MACS_peak_194_lociStitched	chr1(.):12290085-12290702	0.9779
2_MACS_peak_195_lociStitched	chr1(.):12493001-12494000	0.7029
2_MACS_peak_197_lociStitched	chr1(.):12495289-12496676	0.6727
1_MACS_peak_199_lociStitched	chr1(.):14026178-14027225	1.2342
2_MACS_peak_200_lociStitched	chr1(.):14056873-14058074	0.6205
2_MACS_peak_202_lociStitched	chr1(.):14075104-14076707	1.2513
1_MACS_peak_204_lociStitched	chr1(.):15250621-15250860	0.4402
1_MACS_peak_205_lociStitched	chr1(.):15480205-15480565	0.5459
1_MACS_peak_206_lociStitched	chr1(.):15735801-15737241	1.2085
3_MACS_peak_207_lociStitched	chr1(.):15850477-15852161	0.6547
1_MACS_peak_210_lociStitched	chr1(.):15853230-15853837	1.2207
2_MACS_peak_211_lociStitched	chr1(.):15905225-15907318	0.7995
2_MACS_peak_213_lociStitched	chr1(.):15929556-15930623	0.6865
2_MACS_peak_215_lociStitched	chr1(.):15943066-15944745	1.0595
1_MACS_peak_217_lociStitched	chr1(.):16010077-16011616	1.9111
2_MACS_peak_218_lociStitched	chr1(.):16160381-16163366	1.8671
2_MACS_peak_220_lociStitched	chr1(.):16173188-16176649	1.58
1_MACS_peak_222_lociStitched	chr1(.):16178112-16178453	0.5799
2_MACS_peak_223_lociStitched	chr1(.):16302089-16303195	1.037
1_MACS_peak_225_lociStitched	chr1(.):16405609-16405869	0.4073
2_MACS_peak_226_lociStitched	chr1(.):16532561-16534116	0.9296
1_MACS_peak_228_lociStitched	chr1(.):16543629-16543895	0.5472
1_MACS_peak_229_lociStitched	chr1(.):16563089-16563695	0.9788
1_MACS_peak_230_lociStitched	chr1(.):16678270-16679496	1.5343
2_MACS_peak_231_lociStitched	chr1(.):16693117-16695047	1.3378
2_MACS_peak_233_lociStitched	chr1(.):16766678-16767905	1.0459
2_MACS_peak_235_lociStitched	chr1(.):16825084-16826358	0.7937
1_MACS_peak_237_lociStitched	chr1(.):16832464-16832852	1.2842
1_MACS_peak_240_lociStitched	chr1(.):16939332-16940591	1.8723
1_MACS_peak_241_lociStitched	chr1(.):16970198-16972179	2.7001
1_MACS_peak_242_lociStitched	chr1(.):16983274-16983743	0.5998
1_MACS_peak_243_lociStitched	chr1(.):16985202-16985588	0.5453
1_MACS_peak_244_lociStitched	chr1(.):16992365-16992650	0.652
1_MACS_peak_245_lociStitched	chr1(.):16993312-16994070	2.2156
1_MACS_peak_246_lociStitched	chr1(.):17027592-17028159	0.7341
2_MACS_peak_247_lociStitched	chr1(.):17066316-17068114	1.3553
3_MACS_peak_249_lociStitched	chr1(.):17221655-17223593	1.0827
1_MACS_peak_252_lociStitched	chr1(.):17229445-17231723	2.2485
2_MACS_peak_253_lociStitched	chr1(.):17239960-17241725	0.9103
1_MACS_peak_255_lociStitched	chr1(.):17287309-17287750	0.8527
1_MACS_peak_256_lociStitched	chr1(.):17379791-17380602	0.966
2_MACS_peak_257_lociStitched	chr1(.):17407263-17408128	0.7283
3_MACS_peak_259_lociStitched	chr1(.):17763919-17769213	1.5177
1_MACS_peak_262_lociStitched	chr1(.):17866369-17866648	0.4137
2_MACS_peak_263_lociStitched	chr1(.):19228592-19229813	1.1376
1_MACS_peak_265_lociStitched	chr1(.):19278156-19278637	0.5977
1_MACS_peak_266_lociStitched	chr1(.):19282708-19282944	0.5297
1_MACS_peak_267_lociStitched	chr1(.):19283461-19283765	0.465
1_MACS_peak_268_lociStitched	chr1(.):19535829-19537816	1.2831
1_MACS_peak_269_lociStitched	chr1(.):19577410-19579092	1.6298
2_MACS_peak_270_lociStitched	chr1(.):19638048-19639458	1.2532
2_MACS_peak_272_lociStitched	chr1(.):19811003-19813210	1.7406
2_MACS_peak_274_lociStitched	chr1(.):19922622-19924475	1.5202
1_MACS_peak_276_lociStitched	chr1(.):20125401-20127484	1.1832
1_MACS_peak_277_lociStitched	chr1(.):20208834-20209570	1.3015
2_MACS_peak_278_lociStitched	chr1(.):20834110-20835018	1.0309
1_MACS_peak_280_lociStitched	chr1(.):20959990-20960464	1.1917
2_MACS_peak_281_lociStitched	chr1(.):20987005-20988686	1.0965
2_MACS_peak_283_lociStitched	chr1(.):21022993-21023806	0.9067
1_MACS_peak_285_lociStitched	chr1(.):21058359-21058708	0.6188
3_MACS_peak_286_lociStitched	chr1(.):21112289-21115129	1.4731
2_MACS_peak_289_lociStitched	chr1(.):21502332-21503997	0.8972
2_MACS_peak_291_lociStitched	chr1(.):21616409-21617825	1.1363
4_MACS_peak_293_lociStitched	chr1(.):21618419-21622707	1.0638
1_MACS_peak_297_lociStitched	chr1(.):21623528-21623792	0.4544
2_MACS_peak_298_lociStitched	chr1(.):21671266-21672684	1.1327
2_MACS_peak_300_lociStitched	chr1(.):22107840-22110178	1.3026
2_MACS_peak_302_lociStitched	chr1(.):22191765-22193545	0.8312
2_MACS_peak_304_lociStitched	chr1(.):22263333-22264468	0.647
1_MACS_peak_306_lociStitched	chr1(.):22350451-22353214	1.3695
2_MACS_peak_307_lociStitched	chr1(.):22366510-22367211	0.5569
2_MACS_peak_309_lociStitched	chr1(.):22378609-22380129	1.571
1_MACS_peak_311_lociStitched	chr1(.):22778479-22778861	0.6809
1_MACS_peak_312_lociStitched	chr1(.):22834205-22834462	0.4305
2_MACS_peak_313_lociStitched	chr1(.):23036640-23039738	1.0738
2_MACS_peak_315_lociStitched	chr1(.):23345523-23347061	1.3754
1_MACS_peak_317_lociStitched	chr1(.):23494187-23495350	0.9371
2_MACS_peak_318_lociStitched	chr1(.):23669772-23671928	2.0157
2_MACS_peak_320_lociStitched	chr1(.):23694250-23696426	1.0905
6_MACS_peak_322_lociStitched	chr1(.):23850665-23858793	1.319
1_MACS_peak_328_lociStitched	chr1(.):23866005-23866459	0.6613
1_MACS_peak_329_lociStitched	chr1(.):23880843-23881493	1.2658
1_MACS_peak_330_lociStitched	chr1(.):24018268-24019128	1.4986
2_MACS_peak_331_lociStitched	chr1(.):24069375-24071159	1.3935
2_MACS_peak_333_lociStitched	chr1(.):24104155-24105435	1.0002
2_MACS_peak_335_lociStitched	chr1(.):24117127-24118520	0.9372
2_MACS_peak_337_lociStitched	chr1(.):24126547-24127876	1.0597
1_MACS_peak_339_lociStitched	chr1(.):24151268-24152494	1.0715
3_MACS_peak_340_lociStitched	chr1(.):24284783-24287374	1.5466
2_MACS_peak_343_lociStitched	chr1(.):24305771-24307601	1.7866
4_MACS_peak_345_lociStitched	chr1(.):24513139-24519365	1.3417
2_MACS_peak_349_lociStitched	chr1(.):24525422-24526317	0.4962
1_MACS_peak_351_lociStitched	chr1(.):24527282-24527592	0.4471
4_MACS_peak_352_lociStitched	chr1(.):24528507-24531685	0.9186
2_MACS_peak_356_lociStitched	chr1(.):24647801-24649561	1.041
1_MACS_peak_358_lociStitched	chr1(.):24677364-24677862	0.5627
1_MACS_peak_359_lociStitched	chr1(.):24711041-24712072	0.7809
6_MACS_peak_360_lociStitched	chr1(.):24714925-24719451	0.6969
1_MACS_peak_366_lociStitched	chr1(.):24742692-24743021	0.5767
2_MACS_peak_367_lociStitched	chr1(.):24828773-24829676	0.9514
1_MACS_peak_369_lociStitched	chr1(.):24861607-24862002	0.8002
2_MACS_peak_370_lociStitched	chr1(.):24968283-24970875	1.3677
3_MACS_peak_372_lociStitched	chr1(.):25031040-25033058	0.8408
5_MACS_peak_375_lociStitched	chr1(.):25070145-25075420	1.0621
1_MACS_peak_380_lociStitched	chr1(.):25076230-25076712	0.6226
1_MACS_peak_381_lociStitched	chr1(.):25174694-25175432	0.7662
3_MACS_peak_382_lociStitched	chr1(.):25254757-25257488	1.0548
1_MACS_peak_385_lociStitched	chr1(.):25291942-25292428	0.727
1_MACS_peak_386_lociStitched	chr1(.):25348319-25349870	1.1382
1_MACS_peak_387_lociStitched	chr1(.):25454387-25454711	0.5714
2_MACS_peak_388_lociStitched	chr1(.):25558420-25559726	1.4686
1_MACS_peak_390_lociStitched	chr1(.):25565802-25567344	1.0124
2_MACS_peak_391_lociStitched	chr1(.):25572876-25574723	1.4165
2_MACS_peak_393_lociStitched	chr1(.):25593148-25594471	1.0735
2_MACS_peak_395_lociStitched	chr1(.):25663446-25665488	1.2072
3_MACS_peak_397_lociStitched	chr1(.):25756354-25758365	0.9937
3_MACS_peak_400_lociStitched	chr1(.):25869762-25871630	1.0725
2_MACS_peak_403_lociStitched	chr1(.):25872377-25873121	0.6014
3_MACS_peak_405_lociStitched	chr1(.):25874062-25877667	1.3712
1_MACS_peak_408_lociStitched	chr1(.):25878554-25878964	0.5618
1_MACS_peak_409_lociStitched	chr1(.):26126755-26126977	0.4381
2_MACS_peak_410_lociStitched	chr1(.):26146030-26148057	1.3021
1_MACS_peak_412_lociStitched	chr1(.):26185324-26185934	1.0247
2_MACS_peak_413_lociStitched	chr1(.):26231561-26233506	1.4057
2_MACS_peak_415_lociStitched	chr1(.):26323527-26325422	0.6591
2_MACS_peak_417_lociStitched	chr1(.):26361626-26362303	0.4739
4_MACS_peak_419_lociStitched	chr1(.):26436966-26441056	1.3657
1_MACS_peak_423_lociStitched	chr1(.):26445566-26447439	1.0454
1_MACS_peak_424_lociStitched	chr1(.):26453179-26454097	0.8327
1_MACS_peak_425_lociStitched	chr1(.):26496351-26496951	1.4682
2_MACS_peak_426_lociStitched	chr1(.):26560040-26561720	1.231
1_MACS_peak_428_lociStitched	chr1(.):26578354-26579140	0.802
1_MACS_peak_429_lociStitched	chr1(.):26579832-26580308	0.6742
1_MACS_peak_430_lociStitched	chr1(.):26605622-26607035	1.0881
2_MACS_peak_431_lociStitched	chr1(.):26632456-26633967	0.8712
2_MACS_peak_433_lociStitched	chr1(.):26758297-26759375	0.8366
1_MACS_peak_435_lociStitched	chr1(.):26798154-26799572	2.2254
2_MACS_peak_436_lociStitched	chr1(.):26826267-26828332	1.6633
1_MACS_peak_438_lociStitched	chr1(.):26856219-26856642	0.6747
2_MACS_peak_439_lociStitched	chr1(.):26946086-26948664	1.7144
2_MACS_peak_441_lociStitched	chr1(.):27018559-27025245	2.3828
2_MACS_peak_443_lociStitched	chr1(.):27026523-27029068	0.8442
1_MACS_peak_445_lociStitched	chr1(.):27029956-27030320	0.6475
2_MACS_peak_446_lociStitched	chr1(.):27070133-27071538	0.6814
2_MACS_peak_448_lociStitched	chr1(.):27112561-27115769	1.3124
1_MACS_peak_450_lociStitched	chr1(.):27136754-27137076	0.5285
1_MACS_peak_451_lociStitched	chr1(.):27152550-27153828	1.2686
3_MACS_peak_452_lociStitched	chr1(.):27159133-27160848	0.663
2_MACS_peak_455_lociStitched	chr1(.):27164669-27167106	1.0201
2_MACS_peak_457_lociStitched	chr1(.):27190268-27193213	1.4299
1_MACS_peak_459_lociStitched	chr1(.):27216188-27217101	1.062
2_MACS_peak_460_lociStitched	chr1(.):27226384-27227291	1.15
1_MACS_peak_462_lociStitched	chr1(.):27248158-27248822	1.1572
1_MACS_peak_463_lociStitched	chr1(.):27481074-27481690	1.3004
1_MACS_peak_464_lociStitched	chr1(.):27561168-27561654	0.8399
1_MACS_peak_465_lociStitched	chr1(.):27648668-27649440	1.2886
2_MACS_peak_466_lociStitched	chr1(.):27816015-27817683	1.3901
2_MACS_peak_468_lociStitched	chr1(.):27929684-27930741	0.8056
1_MACS_peak_470_lociStitched	chr1(.):27986250-27986707	1.105
2_MACS_peak_471_lociStitched	chr1(.):28051531-28053228	1.0179
1_MACS_peak_473_lociStitched	chr1(.):28099714-28100344	0.9807
1_MACS_peak_474_lociStitched	chr1(.):28156594-28157999	1.5127
2_MACS_peak_475_lociStitched	chr1(.):28240431-28241777	1.074
1_MACS_peak_477_lociStitched	chr1(.):28285996-28286664	0.7258
1_MACS_peak_478_lociStitched	chr1(.):28354983-28355579	0.7843
1_MACS_peak_479_lociStitched	chr1(.):28356123-28356626	0.7806
2_MACS_peak_480_lociStitched	chr1(.):28413992-28415670	1.0843
1_MACS_peak_482_lociStitched	chr1(.):28558987-28559545	1.3357
2_MACS_peak_483_lociStitched	chr1(.):28561763-28563538	1.2734
1_MACS_peak_485_lociStitched	chr1(.):28571591-28572091	0.6815
4_MACS_peak_486_lociStitched	chr1(.):28572968-28576682	0.9463
2_MACS_peak_490_lociStitched	chr1(.):28585421-28587202	0.9639
2_MACS_peak_492_lociStitched	chr1(.):28654753-28656375	1.2133
1_MACS_peak_494_lociStitched	chr1(.):28695624-28696991	1.6293
3_MACS_peak_495_lociStitched	chr1(.):28831325-28836875	1.5427
1_MACS_peak_498_lociStitched	chr1(.):28844708-28845938	2.0465
2_MACS_peak_499_lociStitched	chr1(.):28878868-28880255	1.0338
2_MACS_peak_501_lociStitched	chr1(.):28907392-28908813	1.0808
2_MACS_peak_503_lociStitched	chr1(.):28925186-28926809	0.9158
2_MACS_peak_505_lociStitched	chr1(.):28968776-28970897	1.4318
2_MACS_peak_507_lociStitched	chr1(.):28974029-28975930	0.9136
2_MACS_peak_509_lociStitched	chr1(.):28994611-28996615	1.4892
2_MACS_peak_511_lociStitched	chr1(.):29062576-29064270	1.4696
3_MACS_peak_513_lociStitched	chr1(.):29210903-29214852	1.1602
3_MACS_peak_516_lociStitched	chr1(.):29240510-29241912	0.8483
2_MACS_peak_519_lociStitched	chr1(.):29507014-29509310	1.6765
1_MACS_peak_521_lociStitched	chr1(.):29529033-29529328	0.5403
1_MACS_peak_522_lociStitched	chr1(.):29556918-29557442	1.0128
1_MACS_peak_523_lociStitched	chr1(.):31190472-31190767	0.4223
1_MACS_peak_524_lociStitched	chr1(.):31191591-31192236	1.6396
2_MACS_peak_525_lociStitched	chr1(.):31537620-31539113	1.2339
1_MACS_peak_527_lociStitched	chr1(.):31627938-31628421	0.9389
1_MACS_peak_528_lociStitched	chr1(.):31635358-31635715	0.5214
2_MACS_peak_529_lociStitched	chr1(.):31768897-31770387	1.2606
1_MACS_peak_531_lociStitched	chr1(.):32014964-32015351	0.5678
1_MACS_peak_532_lociStitched	chr1(.):32109885-32111106	1.5299
2_MACS_peak_533_lociStitched	chr1(.):32253791-32254685	0.8282
2_MACS_peak_535_lociStitched	chr1(.):32403108-32404546	1.3351
1_MACS_peak_537_lociStitched	chr1(.):32420724-32421117	0.6549
2_MACS_peak_538_lociStitched	chr1(.):32478635-32480694	1.2302
2_MACS_peak_540_lociStitched	chr1(.):32538052-32539181	1.2017
2_MACS_peak_542_lociStitched	chr1(.):32572954-32574514	1.0402
1_MACS_peak_544_lociStitched	chr1(.):32644661-32646496	1.5191
3_MACS_peak_545_lociStitched	chr1(.):32665393-32667902	1.012
2_MACS_peak_548_lociStitched	chr1(.):32670826-32671866	1.1774
1_MACS_peak_550_lociStitched	chr1(.):32687548-32688806	0.9409
2_MACS_peak_551_lociStitched	chr1(.):32756947-32758633	1.2671
1_MACS_peak_553_lociStitched	chr1(.):32800101-32801855	1.6116
2_MACS_peak_554_lociStitched	chr1(.):32816279-32818271	1.6162
2_MACS_peak_556_lociStitched	chr1(.):32859575-32861019	0.94
1_MACS_peak_558_lociStitched	chr1(.):32879155-32879700	0.8015
1_MACS_peak_559_lociStitched	chr1(.):32965872-32966579	1.3843
1_MACS_peak_560_lociStitched	chr1(.):32986247-32986819	0.7778
1_MACS_peak_561_lociStitched	chr1(.):33004861-33005830	1.1875
3_MACS_peak_562_lociStitched	chr1(.):33088382-33089690	0.636
1_MACS_peak_565_lociStitched	chr1(.):33090609-33090966	0.5576
2_MACS_peak_566_lociStitched	chr1(.):33091908-33095237	1.1107
2_MACS_peak_568_lociStitched	chr1(.):33115261-33118091	1.6904
1_MACS_peak_570_lociStitched	chr1(.):33207136-33207767	0.6794
3_MACS_peak_571_lociStitched	chr1(.):33281831-33285359	2.1115
1_MACS_peak_574_lociStitched	chr1(.):33366526-33367547	0.9789
2_MACS_peak_575_lociStitched	chr1(.):33429663-33430929	1.0578
3_MACS_peak_577_lociStitched	chr1(.):33445688-33449076	0.8238
1_MACS_peak_580_lociStitched	chr1(.):33457107-33457997	0.8677
2_MACS_peak_581_lociStitched	chr1(.):33458689-33459764	0.5899
1_MACS_peak_583_lociStitched	chr1(.):33501861-33502569	1.2174
2_MACS_peak_584_lociStitched	chr1(.):33546376-33547061	0.5315
3_MACS_peak_586_lociStitched	chr1(.):33564496-33565945	0.6812
2_MACS_peak_589_lociStitched	chr1(.):33592148-33594047	0.9948
1_MACS_peak_591_lociStitched	chr1(.):33647404-33647740	0.5981
3_MACS_peak_592_lociStitched	chr1(.):33721543-33723532	0.7172
2_MACS_peak_595_lociStitched	chr1(.):33814646-33816380	1.2478
1_MACS_peak_597_lociStitched	chr1(.):33896031-33896603	0.7321
1_MACS_peak_598_lociStitched	chr1(.):33938311-33938547	0.4382
1_MACS_peak_599_lociStitched	chr1(.):35324478-35326004	1.1336
1_MACS_peak_600_lociStitched	chr1(.):35330971-35332697	2.2092
1_MACS_peak_601_lociStitched	chr1(.):35450346-35451328	1.3434
1_MACS_peak_602_lociStitched	chr1(.):35496563-35497627	1.0293
1_MACS_peak_603_lociStitched	chr1(.):35544587-35545739	1.169
2_MACS_peak_604_lociStitched	chr1(.):35657405-35659772	1.9207
2_MACS_peak_606_lociStitched	chr1(.):35733823-35734991	1.7782
1_MACS_peak_608_lociStitched	chr1(.):36022458-36024169	1.5049
2_MACS_peak_609_lociStitched	chr1(.):36106312-36107652	1.411
1_MACS_peak_611_lociStitched	chr1(.):36183984-36185057	1.7125
2_MACS_peak_612_lociStitched	chr1(.):36234739-36235976	1.2619
1_MACS_peak_614_lociStitched	chr1(.):36273311-36274540	1.0463
1_MACS_peak_615_lociStitched	chr1(.):36348737-36349593	0.9959
1_MACS_peak_616_lociStitched	chr1(.):36395846-36397670	1.3977
3_MACS_peak_617_lociStitched	chr1(.):36488628-36490002	0.6234
2_MACS_peak_620_lociStitched	chr1(.):36553859-36555391	1.2118
3_MACS_peak_622_lociStitched	chr1(.):36614230-36617667	1.2386
1_MACS_peak_625_lociStitched	chr1(.):36620476-36623028	1.9124
2_MACS_peak_626_lociStitched	chr1(.):36688698-36690958	1.2143
1_MACS_peak_628_lociStitched	chr1(.):36771955-36772512	0.7321
2_MACS_peak_629_lociStitched	chr1(.):36850407-36853629	1.5425
2_MACS_peak_631_lociStitched	chr1(.):36862727-36863926	1.0608
2_MACS_peak_633_lociStitched	chr1(.):36866383-36867168	0.5502
1_MACS_peak_635_lociStitched	chr1(.):36916127-36916669	1.1042
1_MACS_peak_636_lociStitched	chr1(.):36929136-36930681	1.5434
4_MACS_peak_637_lociStitched	chr1(.):37933286-37936104	0.752
4_MACS_peak_641_lociStitched	chr1(.):37939526-37946174	1.4713
2_MACS_peak_645_lociStitched	chr1(.):37979838-37980968	1.1871
1_MACS_peak_647_lociStitched	chr1(.):38019415-38019926	1.194
1_MACS_peak_648_lociStitched	chr1(.):38035962-38036411	0.7904
2_MACS_peak_649_lociStitched	chr1(.):38036919-38038058	0.798
1_MACS_peak_651_lociStitched	chr1(.):38038858-38039255	0.5774
1_MACS_peak_652_lociStitched	chr1(.):38039879-38040139	0.5099
1_MACS_peak_653_lociStitched	chr1(.):38060909-38061597	1.133
2_MACS_peak_654_lociStitched	chr1(.):38141018-38142569	0.8654
