REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM9_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
7_MACS_peak_6586_lociStitched	chr11	111216599	111254644	7	32352	43447.39	29	1	POU2AF1	C11orf93,C11orf92	POU2AF1	POU2AF1	1.1537	29	1
7_MACS_peak_10837_lociStitched	chr14	106144997	106179472	7	32189	66457.4575	30	1			TMEM121	TMEM121	0.0874	30	1
6_MACS_peak_10826_lociStitched	chr14	106024753	106058312	6	31749	75390.2935	31	1		TMEM121	TMEM121	TMEM121	0.0874	31	1
13_MACS_peak_18381_lociStitched	chr2	88892189	88929172	13	31504	33898.6178	32	1	EIF2AK3		EIF2AK3	EIF2AK3	0.5247	32	1
10_MACS_peak_1425_lociStitched	chr1	93394653	93430391	10	30928	30377.3	33	1	FAM69A		FAM69A	FAM69A	0.4402	33	1
8_MACS_peak_7038_lociStitched	chr12	9858080	9891153	8	30739	37385.7192	34	1	CLECL1	CLEC2D,CD69	CLECL1	CLECL1	1.3498	34	1
12_MACS_peak_3210_lociStitched	chr1	230252823	230291937	12	30731	31169.9466	35	1	GALNT2		GALNT2	GALNT2	0.3738	35	1
3_MACS_peak_6830_lociStitched	chr11	128581200	128611950	3	30569	32911.725	36	1	FLI1		FLI1	FLI1	0.5046	36	1
5_MACS_peak_35342_lociStitched	chr9	134526017	134557674	5	30358	31846.942	37	1	RAPGEF1		RAPGEF1	RAPGEF1	0.5313	37	1
9_MACS_peak_28394_lociStitched	chr6	7127645	7165628	9	30098	35943.3129	38	1	RREB1		RREB1	RREB1	0.4974	38	1
9_MACS_peak_22589_lociStitched	chr3	16925274	16960452	9	29829	25708.0824	39	1	PLCL2	PLCL2,MIR3714	PLCL2	MIR3714	0.4176	39	1
2_MACS_peak_5321_lociStitched	chr11	22676351	22705857	2	29483	59404.4298	40	1	GAS2	FANCF	GAS2	GAS2	0.6633	40	1
10_MACS_peak_10932_lociStitched	chr15	31626273	31661005	10	28802	24725.7108	41	1	KLF13		KLF13	KLF13	0.6189	41	1
8_MACS_peak_6229_lociStitched	chr11	82696687	82726831	8	28789	24033.8112	42	1	RAB30	SNORA70E	SNORA70E	SNORA70E	0.5207	42	1
6_MACS_peak_31300_lociStitched	chr7	55612172	55642472	6	28605	25130.82	43	1	VOPP1		VOPP1	VOPP1	0.5767	43	1
12_MACS_peak_29105_lociStitched	chr6	41670434	41703456	12	28449	27213.4302	44	1	TFEB	PRICKLE4,PGC,FRS3	TFEB	TFEB	0.5274	44	1
15_MACS_peak_15295_lociStitched	chr18	46440680	46480173	15	28417	25828.422	45	1	SMAD7		SMAD7	SMAD7	0.6293	45	1
6_MACS_peak_24367_lociStitched	chr3	171798205	171828778	6	28397	25268.5845	46	1	FNDC3B		FNDC3B	FNDC3B	0.3658	46	1
11_MACS_peak_29903_lociStitched	chr6	126108942	126142334	11	28230	21941.8832	47	1	NCOA7	HEY2	NCOA7	HEY2	0.528	47	1
9_MACS_peak_15195_lociStitched	chr18	42286834	42317652	9	27976	25603.5944	48	1	SETBP1		SETBP1	SETBP1	0.4748	48	1
10_MACS_peak_4400_lociStitched	chr10	92949597	92984652	10	27680	25243.1055	49	1	PCGF5	NUDT9P1	PCGF5	PCGF5	0.2692	49	1
5_MACS_peak_22495_lociStitched	chr3	13034385	13064835	5	27653	29295.945	50	1	IQSEC1	IQSEC1	IQSEC1	IQSEC1	0.2948	50	1
8_MACS_peak_32228_lociStitched	chr7	137658936	137689799	8	27317	25554.564	51	1	CREB3L2		CREB3L2	CREB3L2	0.4226	51	1
8_MACS_peak_22012_lociStitched	chr22	37612829	37645031	8	27005	27948.1158	52	1	RAC2	CYTH4,C1QTNF6,SSTR3	RAC2	RAC2	0.8633	52	1
12_MACS_peak_15029_lociStitched	chr18	12854430	12886980	12	26952	24337.635	53	1	PTPN2		PTPN2	PTPN2	0.4249	53	1
13_MACS_peak_15729_lociStitched	chr19	2607574	2641145	13	26574	26594.9462	54	1	GNG7		GNG7	GNG7	0.5738	54	1
4_MACS_peak_11621_lociStitched	chr15	75064841	75093106	4	26465	27976.697	55	1	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1,ULK3	CSK	CSK	0.8122	55	1
15_MACS_peak_33281_lociStitched	chr8	80985874	81024593	15	26342	22755.1563	56	1	TPD52	MRPS28	TPD52	TPD52	0.6111	56	1
7_MACS_peak_5100_lociStitched	chr11	7531209	7561107	7	26296	26399.934	57	1	OLFML1,PPFIBP2		PPFIBP2	PPFIBP2	0.3907	57	1
7_MACS_peak_27433_lociStitched	chr5	118666935	118696544	7	26121	20717.4173	58	1	TNFAIP8		TNFAIP8	TNFAIP8	0.4236	58	1
8_MACS_peak_17408_lociStitched	chr2	33698950	33728497	8	25284	31180.9491	59	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.3778	59	1
3_MACS_peak_25175_lociStitched	chr4	40185261	40211592	3	25250	32334.468	60	1	RHOH		RHOH	RHOH	0.644	60	1
5_MACS_peak_25049_lociStitched	chr4	25856324	25882387	5	25222	20912.9512	61	1	SEL1L3	C4orf52	SEL1L3	SEL1L3	0.2463	61	1
12_MACS_peak_26006_lociStitched	chr4	141651111	141683371	12	25010	24656.318	62	1	TBC1D9		TBC1D9	TBC1D9	0.4217	62	1
4_MACS_peak_21698_lociStitched	chr22	23222202	23249575	4	24916	33258.195	63	1	IGLL5		IGLL5	IGLL5	1.1385	63	1
7_MACS_peak_26039_lociStitched	chr4	144256669	144284934	7	24900	24022.4235	64	1	GAB1		GAB1	GAB1	0.4401	64	1
8_MACS_peak_22950_lociStitched	chr3	45634051	45660294	8	24747	17170.7949	65	1	LIMD1		LIMD1	LIMD1	0.4042	65	1
14_MACS_peak_26781_lociStitched	chr5	56108109	56138438	14	24227	21181.7736	66	1	MAP3K1		MAP3K1	MAP3K1	0.3691	66	1
8_MACS_peak_10343_lociStitched	chr14	74217853	74244714	8	23958	22525.6346	67	1	C14orf43	PNMA1	C14orf43	C14orf43	0.479	67	1
3_MACS_peak_29588_lociStitched	chr6	106529115	106555290	3	23934	23816.6325	68	1	PRDM1		PRDM1	PRDM1	0.7778	68	1
9_MACS_peak_34909_lociStitched	chr9	108003414	108030573	9	23646	19912.9788	69	1	SLC44A1		SLC44A1	SLC44A1	0.3657	69	1
13_MACS_peak_34452_lociStitched	chr9	36980443	37013720	13	23607	21264.003	70	1	PAX5		PAX5	PAX5	0.2895	70	1
7_MACS_peak_24299_lociStitched	chr3	169647316	169674572	7	23552	19087.3768	71	1	SAMD7,LOC100128164	SEC62	LOC100128164	LOC100128164	0.694	71	1
16_MACS_peak_7344_lociStitched	chr12	31715866	31747368	16	23547	22599.5348	72	1	DENND5B		DENND5B	DENND5B	0.3228	72	1
14_MACS_peak_27088_lociStitched	chr5	88109051	88138380	14	23331	17676.5883	73	1	MEF2C		MEF2C	MEF2C	0.422	73	1
3_MACS_peak_3506_lociStitched	chr10	11634145	11658883	3	23207	22961.8116	74	1	USP6NL		USP6NL	USP6NL	0.4672	74	1
1_MACS_peak_17221_lociStitched	chr2	20403624	20426446	1	22823	24419.54	75	1	SDC1		SDC1	SDC1	0.8172	75	1
6_MACS_peak_31523_lociStitched	chr7	90334422	90359310	6	22595	19646.5872	76	1	CDK14		CDK14	CDK14	0.216	76	1
12_MACS_peak_31738_lociStitched	chr7	102061192	102088084	12	22514	24291.5436	77	1	PRKRIP1,ORAI2	LRWD1,ALKBH4,POLR2J	ORAI2	ORAI2	0.5991	77	1
2_MACS_peak_3669_lociStitched	chr10	22593995	22616785	2	22400	40686.987	78	1	COMMD3,BMI1	SPAG6	COMMD3	COMMD3	1.8749	78	1
5_MACS_peak_17901_lociStitched	chr2	60756818	60782392	5	22310	19119.1224	79	1	BCL11A		BCL11A	BCL11A	0.456	79	1
6_MACS_peak_35354_lociStitched	chr9	134592077	134615505	6	22270	24756.3676	80	1	RAPGEF1	RAPGEF1	RAPGEF1	RAPGEF1	0.5313	80	1
3_MACS_peak_31930_lociStitched	chr7	114555675	114578840	3	22241	26104.6385	81	1	MDFIC		MDFIC	MDFIC	1.1539	81	1
7_MACS_peak_33752_lociStitched	chr8	125633978	125661027	7	22217	26732.5267	82	1	MTSS1		MTSS1	MTSS1	0.3942	82	1
3_MACS_peak_24172_lociStitched	chr3	151980580	152003049	3	22108	20586.0978	83	1	MBNL1,LOC401093	MBNL1	LOC401093	LOC401093	0.9695	83	1
4_MACS_peak_27103_lociStitched	chr5	88164216	88188905	4	22053	23303.9471	84	1	MEF2C	MEF2C	MEF2C	MEF2C	0.422	84	1
6_MACS_peak_23764_lociStitched	chr3	114154983	114180799	6	21878	23002.056	85	1	ZBTB20		ZBTB20	ZBTB20	0.3132	85	1
13_MACS_peak_4165_lociStitched	chr10	73619074	73651942	13	21710	18422.514	86	1		CDH23,PSAP	PSAP	PSAP	0.4026	86	1
7_MACS_peak_17668_lociStitched	chr2	46781368	46807440	7	21694	23986.24	87	1	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	RHOQ	0.8446	87	1
6_MACS_peak_33794_lociStitched	chr8	126285083	126309907	6	21666	26462.384	88	1	NSMCE2		TRIB1	TRIB1	0.9381	88	1
8_MACS_peak_7617_lociStitched	chr12	48192368	48215954	8	21615	23189.7552	89	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	0.581	89	1
6_MACS_peak_1166_lociStitched	chr1	66795692	66818369	6	21494	20164.3884	90	1	PDE4B		PDE4B	PDE4B	0.1632	90	1
10_MACS_peak_10459_lociStitched	chr14	81934610	81961091	10	21397	14659.8816	91	1	SEL1L		SEL1L	SEL1L	0.4411	91	1
8_MACS_peak_14137_lociStitched	chr17	44215200	44237706	8	21389	17671.7112	92	1	KIAA1267	LOC644246	KIAA1267	LOC644246	0.5418	92	1
10_MACS_peak_27604_lociStitched	chr5	131789474	131816225	10	21340	17575.407	93	1	C5orf56	IRF1	IRF1	IRF1	0.7968	93	1
4_MACS_peak_20561_lociStitched	chr20	34188063	34209750	4	21339	21897.3639	94	1	SPAG4,FER1L4	CPNE1	FER1L4	FER1L4	0.3974	94	1
5_MACS_peak_27596_lociStitched	chr5	131743983	131767715	5	21072	22122.9704	95	1	C5orf56	SLC22A5,MIR3936	C5orf56	C5orf56	0.6585	95	1
3_MACS_peak_1992_lociStitched	chr1	150531807	150553268	3	21054	39494.6783	96	1	ADAMTSL4,MCL1	MIR4257,ENSA	MCL1	MCL1	1.3274	96	1
7_MACS_peak_25398_lociStitched	chr4	77115479	77138717	7	20953	20814.2766	97	1	SCARB2	FAM47E,NUP54	SCARB2	SCARB2	0.4337	97	1
8_MACS_peak_461_lociStitched	chr1	25869986	25894538	8	20795	19251.2232	98	1	LDLRAP1	MAN1C1	LDLRAP1	LDLRAP1	0.5931	98	1
5_MACS_peak_25592_lociStitched	chr4	90208432	90229754	5	20760	19982.9784	99	1	GPRIN3		GPRIN3	GPRIN3	0.4397	99	1
8_MACS_peak_702_lociStitched	chr1	36614208	36644141	8	20718	28346.551	100	1	MAP7D1,TRAPPC3	THRAP3,COL8A2	MAP7D1	MAP7D1	0.7173	100	1
10_MACS_peak_24375_lociStitched	chr3	171840038	171867596	10	20683	16190.325	101	1	FNDC3B		FNDC3B	FNDC3B	0.3658	101	1
7_MACS_peak_16195_lociStitched	chr19	16471038	16496242	7	20562	22471.8864	102	1	EPS15L1	KLF2	KLF2	KLF2	0.9969	102	1
9_MACS_peak_15204_lociStitched	chr18	42320943	42346748	9	20377	17624.815	103	1	SETBP1		SETBP1	SETBP1	0.4748	103	1
7_MACS_peak_25110_lociStitched	chr4	37977948	38001494	7	20323	15356.7012	104	1	TBC1D1	PTTG2	PTTG2	PTTG2	0.3072	104	1
14_MACS_peak_7437_lociStitched	chr12	32685451	32714981	14	20302	16271.03	105	1	FGD4		FGD4	FGD4	0.2794	105	1
7_MACS_peak_11755_lociStitched	chr15	81575137	81599879	7	20252	18244.7508	106	1	IL16	STARD5	IL16	STARD5	0.3753	106	1
5_MACS_peak_5794_lociStitched	chr11	65335545	65359505	5	20180	27640.256	107	1	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,SIPA1,LTBP3,KCNK7,MAP3K11	EHBP1L1	EHBP1L1	0.7903	107	1
7_MACS_peak_23214_lociStitched	chr3	53194247	53215773	7	20008	17754.6448	108	1	PRKCD	RFT1	PRKCD	PRKCD	0.6304	108	1
4_MACS_peak_3464_lociStitched	chr10	11203353	11224184	4	19902	18162.5489	109	1	CELF2		CELF2	CELF2	0.1983	109	1
9_MACS_peak_30456_lociStitched	chr6	158012096	158037418	9	19902	14501.9094	110	1	ZDHHC14		MIR3692	MIR3692	0.3266	110	1
6_MACS_peak_7004_lociStitched	chr12	7052182	7074369	6	19721	17419.0137	111	1	C12orf57,PTPN6,MIR200C,MIR141	LRRC23,ENO2,ATN1,EMG1,SCARNA12,PHB2	PTPN6	PTPN6	0.7277	111	1
4_MACS_peak_6244_lociStitched	chr11	82763356	82785065	4	19691	22824.8426	112	1	RAB30	SNORA70E	RAB30	RAB30	0.7097	112	1
6_MACS_peak_8815_lociStitched	chr12	123366773	123388672	6	19688	22534.071	113	1	VPS37B	HIP1R	VPS37B	VPS37B	0.7796	113	1
9_MACS_peak_30194_lociStitched	chr6	144654842	144677710	9	19598	14731.5656	114	1	UTRN		UTRN	UTRN	0.2045	114	1
8_MACS_peak_20647_lociStitched	chr20	35973224	35996491	8	19584	16580.0642	115	1	SRC		SRC	SRC	0.3788	115	1
4_MACS_peak_7231_lociStitched	chr12	26265791	26289034	4	19582	31034.0536	116	1	BHLHE41		BHLHE41	BHLHE41	1.6	116	1
6_MACS_peak_29835_lociStitched	chr6	119654936	119677281	6	19524	18680.42	117	1	MAN1A1		MAN1A1	MAN1A1	0.3076	117	1
9_MACS_peak_15490_lociStitched	chr18	60840694	60867688	9	19485	16077.6264	118	1	BCL2		BCL2	BCL2	0.5005	118	1
2_MACS_peak_6125_lociStitched	chr11	74658970	74678460	2	19470	20466.449	119	1	SPCS2,XRRA1	NEU3	SPCS2	SPCS2	0.7047	119	1
7_MACS_peak_19006_lociStitched	chr2	161209518	161233858	7	19470	16276.158	120	1	RBMS1		RBMS1	RBMS1	0.3404	120	1
8_MACS_peak_8451_lociStitched	chr12	109015660	109040335	8	19453	17161.4625	121	1	SELPLG,CORO1C	TMEM119	SELPLG	SELPLG	0.674	121	1
8_MACS_peak_11204_lociStitched	chr15	52508457	52530937	8	19428	17846.872	122	1	MYO5C	GNB5,MIR1266	GNB5	GNB5	0.2574	122	1
3_MACS_peak_5772_lociStitched	chr11	65180959	65200943	3	19406	44932.0256	123	1	FRMD8,NEAT1	MIR612,SLC25A45	NEAT1	NEAT1	2.8946	123	1
7_MACS_peak_24639_lociStitched	chr3	186729083	186750867	7	19367	14085.5344	124	1	ST6GAL1		ST6GAL1	ST6GAL1	0.4599	124	1
7_MACS_peak_19165_lociStitched	chr2	173409595	173432621	7	19354	15920.1764	125	1	PDK1		PDK1	PDK1	0.5306	125	1
4_MACS_peak_14301_lociStitched	chr17	55427684	55447288	4	19324	16014.5076	126	1	MSI2		MSI2	MSI2	0.3337	126	1
6_MACS_peak_19154_lociStitched	chr2	173342295	173364850	6	19321	16435.8285	127	1	ITGA6		ITGA6	ITGA6	0.4498	127	1
7_MACS_peak_17688_lociStitched	chr2	47191422	47215492	7	19304	19954.03	128	1	TTC7A	MCFD2	MCFD2	MCFD2	0.3128	128	1
9_MACS_peak_30714_lociStitched	chr7	8000411	8025192	9	19294	14519.1879	129	1	GLCCI1		GLCCI1	GLCCI1	0.3097	129	1
8_MACS_peak_4123_lociStitched	chr10	72248177	72274527	8	19256	17657.135	130	1	KIAA1274	NODAL	KIAA1274	KIAA1274	0.351	130	1
11_MACS_peak_25824_lociStitched	chr4	121635756	121660828	11	19009	13303.2032	131	1	PRDM5		PRDM5	PRDM5	0.4476	131	1
11_MACS_peak_5865_lociStitched	chr11	66549685	66576673	11	18978	17849.8632	132	1	C11orf80	RCE1,LRFN4	RCE1	RCE1	0.4985	132	1
8_MACS_peak_28119_lociStitched	chr5	173155504	173179206	8	18944	17342.7534	133	1			BOD1	BOD1	NONE	133	1
5_MACS_peak_147_lociStitched	chr1	8478314	8500601	5	18921	18582.9006	134	1	RERE		RERE	RERE	0.3027	134	1
7_MACS_peak_2878_lociStitched	chr1	206286576	206307519	7	18749	21814.2288	135	1	C1orf186	CTSE	C1orf186	C1orf186	0.3933	135	1
3_MACS_peak_34370_lociStitched	chr9	33149456	33168939	3	18652	18185.4322	136	1	B4GALT1		B4GALT1	B4GALT1	0.5361	136	1
3_MACS_peak_19551_lociStitched	chr2	198157197	198177074	3	18490	17255.2237	137	1	ANKRD44		ANKRD44	ANKRD44	0.3844	137	1
8_MACS_peak_19120_lociStitched	chr2	172170006	172193385	8	18439	18032.2227	138	1	METTL8		TLK1	TLK1	0.2134	138	1
3_MACS_peak_2199_lociStitched	chr1	156456898	156475907	3	18338	22029.5301	139	1	MEF2D		MEF2D	MEF2D	0.568	139	1
5_MACS_peak_30158_lociStitched	chr6	143159673	143180312	5	18322	15749.6209	140	1	HIVEP2		HIVEP2	HIVEP2	0.3259	140	1
9_MACS_peak_27729_lociStitched	chr5	138939899	138962328	9	18315	19039.9781	141	1	UBE2D2		UBE2D2	UBE2D2	0.506	141	1
6_MACS_peak_24633_lociStitched	chr3	186703574	186724714	6	18311	18535.552	142	1	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	0.4599	142	1
4_MACS_peak_19594_lociStitched	chr2	201979901	202000377	4	18269	27102.0336	143	1	CFLAR	NDUFB3,CASP10,FAM126B	CFLAR	CFLAR	0.6334	143	1
9_MACS_peak_21817_lociStitched	chr22	29179661	29200350	9	18261	24220.6123	144	1	CCDC117,XBP1	HSCB,CHEK2	XBP1	XBP1	1.3196	144	1
9_MACS_peak_15697_lociStitched	chr19	2252841	2274624	9	18210	22471.3428	145	1	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	OAZ1	0.8526	145	1
5_MACS_peak_21826_lociStitched	chr22	29204443	29227264	5	18206	14657.9283	146	1		CCDC117,XBP1	XBP1	XBP1	1.3196	146	1
3_MACS_peak_33749_lociStitched	chr8	125612557	125631186	3	18147	16410.2861	147	1	MTSS1		NDUFB9	NDUFB9	NONE	147	1
6_MACS_peak_6406_lociStitched	chr11	98923645	98942604	6	18057	17358.8604	148	1	CNTN5		CNTN5	CNTN5	0.1893	148	1
3_MACS_peak_622_lociStitched	chr1	31214070	31232379	3	18022	16051.5003	149	1	LAPTM5	LOC100129196,MATN1	LAPTM5	LAPTM5	0.5664	149	1
8_MACS_peak_31693_lociStitched	chr7	101624191	101647115	8	17990	14852.4596	150	1	CUX1		CUX1	CUX1	0.2592	150	1
2_MACS_peak_34502_lociStitched	chr9	37321992	37340183	2	17948	16171.799	151	1	ZCCHC7		GRHPR	GRHPR	NONE	151	1
4_MACS_peak_5785_lociStitched	chr11	65258803	65278514	4	17941	30853.6283	152	1	MALAT1	MIR612,SCYL1,LTBP3	MALAT1	MALAT1	1.6047	152	1
8_MACS_peak_34493_lociStitched	chr9	37281505	37305411	8	17851	14250.3666	153	1	ZCCHC7		GRHPR	GRHPR	NONE	153	1
9_MACS_peak_28690_lociStitched	chr6	25359124	25380838	9	17836	15451.6824	154	1	LRRC16A		LRRC16A	LRRC16A	0.3146	154	1
11_MACS_peak_22939_lociStitched	chr3	45591289	45614686	11	17820	13544.5233	155	1		LIMD1	LIMD1	LIMD1	0.4042	155	1
7_MACS_peak_24549_lociStitched	chr3	183243013	183263063	7	17805	15053.54	156	1	KLHL6		KLHL6	KLHL6	0.515	156	1
5_MACS_peak_13998_lociStitched	chr17	38465965	38487043	5	17805	21472.1586	157	1	RARA	CDC6,RARA,GJD3	RARA	RARA	0.5258	157	1
9_MACS_peak_20352_lociStitched	chr20	25261122	25283346	9	17801	13852.2192	158	1	PYGB,ABHD12		PYGB	PYGB	0.3354	158	1
11_MACS_peak_12801_lociStitched	chr16	56961129	56981960	11	17747	17400.1343	159	1	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	0.8005	159	1
6_MACS_peak_6144_lociStitched	chr11	75520198	75541350	6	17747	17234.6496	160	1	UVRAG	DGAT2	UVRAG	DGAT2	0.3295	160	1
3_MACS_peak_15683_lociStitched	chr19	2080587	2098878	3	17705	31947.0606	161	1	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	MOBKL2A	1.0615	161	1
7_MACS_peak_2217_lociStitched	chr1	157475533	157497914	7	17701	15460.7948	162	1	FCRL5		FCRL5	FCRL5	0.4957	162	1
12_MACS_peak_31220_lociStitched	chr7	50290004	50315300	12	17577	16227.384	163	1		IKZF1	IKZF1	IKZF1	0.349	163	1
7_MACS_peak_15743_lociStitched	chr19	2650555	2671758	7	17532	22774.1423	164	1	GNG7	DIRAS1	GNG7	GNG7	0.5738	164	1
4_MACS_peak_29582_lociStitched	chr6	106428363	106446770	4	17505	18469.5838	165	1			PRDM1	PRDM1	0.7778	165	1
7_MACS_peak_14730_lociStitched	chr17	75131234	75151828	7	17482	16847.9514	166	1	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	SCARNA16	0.4297	166	1
10_MACS_peak_4693_lociStitched	chr10	106076740	106100892	10	17458	15679.4784	167	1	ITPRIP	GSTO2,CCDC147	ITPRIP	ITPRIP	0.4932	167	1
2_MACS_peak_20803_lociStitched	chr20	45972724	45990242	2	17453	23628.2784	168	1	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.387	168	1
4_MACS_peak_22438_lociStitched	chr3	5223037	5242142	4	17437	15731.057	169	1	EDEM1		EDEM1	EDEM1	0.4456	169	1
6_MACS_peak_488_lociStitched	chr1	26436779	26456182	6	17309	15704.7882	170	1	PDIK1L	GRRP1,ZNF593,CNKSR1,TRIM63	PDIK1L	PDIK1L	0.6733	170	1
6_MACS_peak_23857_lociStitched	chr3	121707581	121725360	6	17250	13565.377	171	1	ILDR1	CD86	ILDR1	ILDR1	0.4604	171	1
6_MACS_peak_26600_lociStitched	chr5	32570343	32588488	6	17232	15748.0455	172	1	SUB1		SUB1	SUB1	0.5392	172	1
5_MACS_peak_28300_lociStitched	chr6	387654	405169	5	17230	16246.914	173	1	IRF4		IRF4	IRF4	0.6644	173	1
5_MACS_peak_22391_lociStitched	chr22	50963352	50983932	5	17195	31516.212	174	1	SCO2,TYMP,ODF3B	ADM2,MIOX,NCAPH2,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	1.3798	174	1
5_MACS_peak_25874_lociStitched	chr4	121831219	121848827	5	17120	19025.444	175	1	PRDM5		PRDM5	PRDM5	0.4476	175	1
9_MACS_peak_35225_lociStitched	chr9	130659221	130681168	9	17112	20107.8414	176	1	ST6GALNAC6,ST6GALNAC4	ENG,AK1,PIP5KL1,DPM2,FAM102A	ST6GALNAC6	PIP5KL1	0.3125	176	1
