REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM9_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
6_MACS_peak_23764_lociStitched	chr3	114154983	114180799	6	21878	23002.056	90	1	ZBTB20		ZBTB20	ZBTB20	0.3132	90	1
3_MACS_peak_3506_lociStitched	chr10	11634145	11658883	3	23207	22961.8116	91	1	USP6NL		USP6NL	USP6NL	0.4672	91	1
9_MACS_peak_15673_lociStitched	chr19	2040433	2064091	9	16062	22891.4808	92	1	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	1.0615	92	1
4_MACS_peak_6244_lociStitched	chr11	82763356	82785065	4	19691	22824.8426	93	1	RAB30	SNORA70E	RAB30	RAB30	0.7097	93	1
7_MACS_peak_15743_lociStitched	chr19	2650555	2671758	7	17532	22774.1423	94	1	GNG7	DIRAS1	GNG7	GNG7	0.5738	94	1
15_MACS_peak_33281_lociStitched	chr8	80985874	81024593	15	26342	22755.1563	95	1	TPD52	MRPS28	TPD52	TPD52	0.6111	95	1
16_MACS_peak_7344_lociStitched	chr12	31715866	31747368	16	23547	22599.5348	96	1	DENND5B		DENND5B	DENND5B	0.3228	96	1
6_MACS_peak_8815_lociStitched	chr12	123366773	123388672	6	19688	22534.071	97	1	VPS37B	HIP1R	VPS37B	VPS37B	0.7796	97	1
8_MACS_peak_10343_lociStitched	chr14	74217853	74244714	8	23958	22525.6346	98	1	C14orf43	PNMA1	C14orf43	C14orf43	0.479	98	1
7_MACS_peak_16195_lociStitched	chr19	16471038	16496242	7	20562	22471.8864	99	1	EPS15L1	KLF2	KLF2	KLF2	0.9969	99	1
9_MACS_peak_15697_lociStitched	chr19	2252841	2274624	9	18210	22471.3428	100	1	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	OAZ1	0.8526	100	1
6_MACS_peak_22572_lociStitched	chr3	15834216	15852672	6	14549	22302.2304	101	1	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.2602	101	1
5_MACS_peak_27596_lociStitched	chr5	131743983	131767715	5	21072	22122.9704	102	1	C5orf56	SLC22A5,MIR3936	C5orf56	C5orf56	0.6585	102	1
3_MACS_peak_2199_lociStitched	chr1	156456898	156475907	3	18338	22029.5301	103	1	MEF2D		MEF2D	MEF2D	0.568	103	1
2_MACS_peak_31796_lociStitched	chr7	104649207	104659140	2	9827	22010.5347	104	1	MLL5,LOC100216545		LOC100216545	LOC100216545	1.692	104	1
2_MACS_peak_3259_lociStitched	chr1	234734364	234749667	2	14836	21973.5777	105	1	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	1.4291	105	1
11_MACS_peak_29903_lociStitched	chr6	126108942	126142334	11	28230	21941.8832	106	1	NCOA7	HEY2	NCOA7	HEY2	0.528	106	1
4_MACS_peak_20561_lociStitched	chr20	34188063	34209750	4	21339	21897.3639	107	1	SPAG4,FER1L4	CPNE1	FER1L4	FER1L4	0.3974	107	1
7_MACS_peak_2878_lociStitched	chr1	206286576	206307519	7	18749	21814.2288	108	1	C1orf186	CTSE	C1orf186	C1orf186	0.3933	108	1
2_MACS_peak_29761_lociStitched	chr6	113946235	113959262	2	13014	21803.2899	109	1			MARCKS	MARCKS	0.9082	109	1
1_MACS_peak_8907_lociStitched	chr12	125397166	125406893	1	9728	21772.9168	110	1	UBC	SCARB1	UBC	UBC	1.4257	110	1
3_MACS_peak_11025_lociStitched	chr15	40383159	40402097	3	16810	21740.824	111	1	BMF		BMF	BMF	0.8206	111	1
5_MACS_peak_13998_lociStitched	chr17	38465965	38487043	5	17805	21472.1586	112	1	RARA	CDC6,RARA,GJD3	RARA	RARA	0.5258	112	1
3_MACS_peak_15487_lociStitched	chr18	60818865	60832084	3	13054	21422.7114	113	1	BCL2		BCL2	BCL2	0.5005	113	1
4_MACS_peak_1964_lociStitched	chr1	149811529	149825505	4	11200	21415.4248	114	1	HIST2H2AA4,HIST2H3A,HIST2H2BC	HIST2H4B,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	HIST2H2AC	1.5671	114	1
13_MACS_peak_34452_lociStitched	chr9	36980443	37013720	13	23607	21264.003	115	1	PAX5		PAX5	PAX5	0.2895	115	1
14_MACS_peak_26781_lociStitched	chr5	56108109	56138438	14	24227	21181.7736	116	1	MAP3K1		MAP3K1	MAP3K1	0.3691	116	1
5_MACS_peak_25049_lociStitched	chr4	25856324	25882387	5	25222	20912.9512	117	1	SEL1L3	C4orf52	SEL1L3	SEL1L3	0.2463	117	1
4_MACS_peak_31234_lociStitched	chr7	50339755	50358783	4	16797	20818.5348	118	1	IKZF1		IKZF1	IKZF1	0.349	118	1
7_MACS_peak_25398_lociStitched	chr4	77115479	77138717	7	20953	20814.2766	119	1	SCARB2	FAM47E,NUP54	SCARB2	SCARB2	0.4337	119	1
7_MACS_peak_27433_lociStitched	chr5	118666935	118696544	7	26121	20717.4173	120	1	TNFAIP8		TNFAIP8	TNFAIP8	0.4236	120	1
3_MACS_peak_784_lociStitched	chr1	40846281	40863337	3	14711	20586.592	121	1	SMAP2		SMAP2	SMAP2	0.521	121	1
3_MACS_peak_24172_lociStitched	chr3	151980580	152003049	3	22108	20586.0978	122	1	MBNL1,LOC401093	MBNL1	LOC401093	LOC401093	0.9695	122	1
2_MACS_peak_6125_lociStitched	chr11	74658970	74678460	2	19470	20466.449	123	1	SPCS2,XRRA1	NEU3	SPCS2	SPCS2	0.7047	123	1
1_MACS_peak_9376_lociStitched	chr13	49548737	49558036	1	9300	20409.4452	124	1	FNDC3A		FNDC3A	FNDC3A	0.3206	124	1
6_MACS_peak_1166_lociStitched	chr1	66795692	66818369	6	21494	20164.3884	125	1	PDE4B		PDE4B	PDE4B	0.1632	125	1
9_MACS_peak_35225_lociStitched	chr9	130659221	130681168	9	17112	20107.8414	126	1	ST6GALNAC6,ST6GALNAC4	ENG,AK1,PIP5KL1,DPM2,FAM102A	ST6GALNAC6	PIP5KL1	0.3125	126	1
5_MACS_peak_25592_lociStitched	chr4	90208432	90229754	5	20760	19982.9784	127	1	GPRIN3		GPRIN3	GPRIN3	0.4397	127	1
7_MACS_peak_17688_lociStitched	chr2	47191422	47215492	7	19304	19954.03	128	1	TTC7A	MCFD2	MCFD2	MCFD2	0.3128	128	1
9_MACS_peak_34909_lociStitched	chr9	108003414	108030573	9	23646	19912.9788	129	1	SLC44A1		SLC44A1	SLC44A1	0.3657	129	1
5_MACS_peak_6098_lociStitched	chr11	73681121	73698541	5	13853	19658.47	130	1	DNAJB13,UCP2	UCP3	UCP2	UCP2	1.094	130	1
6_MACS_peak_31523_lociStitched	chr7	90334422	90359310	6	22595	19646.5872	131	1	CDK14		CDK14	CDK14	0.216	131	1
4_MACS_peak_19284_lociStitched	chr2	182165274	182180363	4	13695	19553.8351	132	1			ITGA4	ITGA4	0.2624	132	1
4_MACS_peak_6595_lociStitched	chr11	111278562	111293859	4	14022	19459.3137	133	1		POU2AF1	POU2AF1	POU2AF1	1.1537	133	1
5_MACS_peak_17591_lociStitched	chr2	43439651	43456536	5	14427	19438.012	134	1	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	1.2521	134	1
1_MACS_peak_28923_lociStitched	chr6	32935215	32942078	1	6864	19406.5051	135	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	0.9617	135	1
8_MACS_peak_461_lociStitched	chr1	25869986	25894538	8	20795	19251.2232	136	1	LDLRAP1	MAN1C1	LDLRAP1	LDLRAP1	0.5931	136	1
5_MACS_peak_17901_lociStitched	chr2	60756818	60782392	5	22310	19119.1224	137	1	BCL11A		BCL11A	BCL11A	0.456	137	1
7_MACS_peak_24299_lociStitched	chr3	169647316	169674572	7	23552	19087.3768	138	1	SAMD7,LOC100128164	SEC62	LOC100128164	LOC100128164	0.694	138	1
9_MACS_peak_27729_lociStitched	chr5	138939899	138962328	9	18315	19039.9781	139	1	UBE2D2		UBE2D2	UBE2D2	0.506	139	1
5_MACS_peak_25874_lociStitched	chr4	121831219	121848827	5	17120	19025.444	140	1	PRDM5		PRDM5	PRDM5	0.4476	140	1
4_MACS_peak_31296_lociStitched	chr7	55590600	55607583	4	14827	18946.2348	141	1	VOPP1		VOPP1	VOPP1	0.5767	141	1
4_MACS_peak_6766_lociStitched	chr11	122928344	122944113	4	13268	18918.0693	142	1	HSPA8,ASAM	LOC341056	HSPA8	HSPA8	1.0571	142	1
6_MACS_peak_18019_lociStitched	chr2	64437704	64456557	6	16025	18900.1325	143	1		LOC150992	LOC150992	LOC150992	0.2956	143	1
3_MACS_peak_11257_lociStitched	chr15	52964798	52978523	3	13044	18840.3075	144	1	KIAA1370		KIAA1370	KIAA1370	0.4142	144	1
11_MACS_peak_31194_lociStitched	chr7	49800474	49820170	11	16993	18803.7712	145	1	VWC2		VWC2	VWC2	0.2988	145	1
6_MACS_peak_1648_lociStitched	chr1	111170787	111188668	6	15870	18748.2285	146	1		KCNA2,KCNA3	KCNA2	KCNA3	0.7651	146	1
4_MACS_peak_17664_lociStitched	chr2	46761075	46778656	4	14391	18713.2164	147	1	RHOQ	ATP6V1E2	RHOQ	RHOQ	0.8446	147	1
6_MACS_peak_29835_lociStitched	chr6	119654936	119677281	6	19524	18680.42	148	1	MAN1A1		MAN1A1	MAN1A1	0.3076	148	1
5_MACS_peak_147_lociStitched	chr1	8478314	8500601	5	18921	18582.9006	149	1	RERE		RERE	RERE	0.3027	149	1
5_MACS_peak_33705_lociStitched	chr8	124037042	124058110	5	16963	18550.374	150	1	DERL1	WDR67	DERL1	DERL1	0.5611	150	1
6_MACS_peak_24633_lociStitched	chr3	186703574	186724714	6	18311	18535.552	151	1	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	0.4599	151	1
1_MACS_peak_6650_lociStitched	chr11	115088933	115097728	1	8796	18481.813	152	1	CADM1		CADM1	CADM1	0.2785	152	1
4_MACS_peak_29582_lociStitched	chr6	106428363	106446770	4	17505	18469.5838	153	1			PRDM1	PRDM1	0.7778	153	1
13_MACS_peak_4165_lociStitched	chr10	73619074	73651942	13	21710	18422.514	154	1		CDH23,PSAP	PSAP	PSAP	0.4026	154	1
7_MACS_peak_11755_lociStitched	chr15	81575137	81599879	7	20252	18244.7508	155	1	IL16	STARD5	IL16	STARD5	0.3753	155	1
4_MACS_peak_26802_lociStitched	chr5	56467305	56476356	4	8108	18221.4732	156	1	GPBP1	GPBP1	GPBP1	GPBP1	0.3208	156	1
3_MACS_peak_34370_lociStitched	chr9	33149456	33168939	3	18652	18185.4322	157	1	B4GALT1		B4GALT1	B4GALT1	0.5361	157	1
4_MACS_peak_3464_lociStitched	chr10	11203353	11224184	4	19902	18162.5489	158	1	CELF2		CELF2	CELF2	0.1983	158	1
2_MACS_peak_27123_lociStitched	chr5	88728782	88746266	2	16608	18136.1532	159	1			MEF2C	MEF2C	0.422	159	1
3_MACS_peak_4034_lociStitched	chr10	63800569	63816594	3	14916	18127.48	160	1	ARID5B		ARID5B	ARID5B	0.3888	160	1
1_MACS_peak_5594_lociStitched	chr11	58340692	58348172	1	7481	18112.072	161	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	0.4438	161	1
4_MACS_peak_21267_lociStitched	chr21	34601385	34620268	4	16826	18097.4672	162	1	IFNAR2	IL10RB	IFNAR2	IFNAR2	0.628	162	1
2_MACS_peak_13976_lociStitched	chr17	38015870	38029725	2	12826	18079.3895	163	1	ZPBP2,IKZF3	GSDMB	ZPBP2	ZPBP2	0.6766	163	1
1_MACS_peak_1996_lociStitched	chr1	150579747	150588789	1	9043	18075.8622	164	1		MCL1,ENSA	ENSA	MCL1	1.3274	164	1
8_MACS_peak_19120_lociStitched	chr2	172170006	172193385	8	18439	18032.2227	165	1	METTL8		TLK1	TLK1	0.2134	165	1
11_MACS_peak_5865_lociStitched	chr11	66549685	66576673	11	18978	17849.8632	166	1	C11orf80	RCE1,LRFN4	RCE1	RCE1	0.4985	166	1
8_MACS_peak_11204_lociStitched	chr15	52508457	52530937	8	19428	17846.872	167	1	MYO5C	GNB5,MIR1266	GNB5	GNB5	0.2574	167	1
4_MACS_peak_18806_lociStitched	chr2	136882333	136899533	4	16264	17815.76	168	1		CXCR4	CXCR4	CXCR4	0.6636	168	1
7_MACS_peak_23214_lociStitched	chr3	53194247	53215773	7	20008	17754.6448	169	1	PRKCD	RFT1	PRKCD	PRKCD	0.6304	169	1
14_MACS_peak_27088_lociStitched	chr5	88109051	88138380	14	23331	17676.5883	170	1	MEF2C		MEF2C	MEF2C	0.422	170	1
8_MACS_peak_14137_lociStitched	chr17	44215200	44237706	8	21389	17671.7112	171	1	KIAA1267	LOC644246	KIAA1267	LOC644246	0.5418	171	1
6_MACS_peak_16105_lociStitched	chr19	13944127	13961960	6	11014	17660.0199	172	1	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	0.5483	172	1
8_MACS_peak_4123_lociStitched	chr10	72248177	72274527	8	19256	17657.135	173	1	KIAA1274	NODAL	KIAA1274	KIAA1274	0.351	173	1
