REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM9_jia.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
11_MACS_peak_32724_lociStitched	chr8	27216351	27257922	11	38828	32654.0205	25	1	PTK2B	TRIM35	PTK2B	25	1
11_MACS_peak_13147_lociStitched	chr16	81837272	81877478	11	37146	33129.744	26	1	PLCG2		PLCG2	26	1
11_MACS_peak_14750_lociStitched	chr17	75429461	75471627	11	37567	31847.9798	27	1	SEPT9	MIR4316	SEPT9	27	1
8_MACS_peak_7038_lociStitched	chr12	9858080	9891153	8	30739	37385.7192	28	1	CLECL1	CLEC2D,CD69	CLECL1	28	1
3_MACS_peak_5772_lociStitched	chr11	65180959	65200943	3	19406	44932.0256	29	1	FRMD8,NEAT1	MIR612,SLC25A45	NEAT1	29	1
8_MACS_peak_30448_lociStitched	chr6	157969538	158009233	8	35694	29664.0735	30	1	ZDHHC14	MIR3692	MIR3692	30	1
9_MACS_peak_28394_lociStitched	chr6	7127645	7165628	9	30098	35943.3129	31	1	RREB1		RREB1	31	1
13_MACS_peak_18381_lociStitched	chr2	88892189	88929172	13	31504	33898.6178	32	1	EIF2AK3		EIF2AK3	32	1
14_MACS_peak_29247_lociStitched	chr6	52382386	52424674	14	36090	27402.624	33	1	TRAM2		TRAM2	33	1
8_MACS_peak_14775_lociStitched	chr17	76700613	76738784	8	34060	29975.6863	34	1	CYTH1		CYTH1	34	1
2_MACS_peak_3669_lociStitched	chr10	22593995	22616785	2	22400	40686.987	35	1	COMMD3,BMI1	SPAG6	COMMD3	35	1
3_MACS_peak_6830_lociStitched	chr11	128581200	128611950	3	30569	32911.725	36	1	FLI1		FLI1	36	1
8_MACS_peak_18049_lociStitched	chr2	64861239	64897088	8	32709	29776.1794	37	1	SERTAD2	LOC339807	SERTAD2	37	1
5_MACS_peak_35342_lociStitched	chr9	134526017	134557674	5	30358	31846.942	38	1	RAPGEF1		RAPGEF1	38	1
12_MACS_peak_3210_lociStitched	chr1	230252823	230291937	12	30731	31169.9466	39	1	GALNT2		GALNT2	39	1
3_MACS_peak_1992_lociStitched	chr1	150531807	150553268	3	21054	39494.6783	40	1	ADAMTSL4,MCL1	MIR4257,ENSA	MCL1	40	1
10_MACS_peak_1425_lociStitched	chr1	93394653	93430391	10	30928	30377.3	41	1	FAM69A		FAM69A	41	1
11_MACS_peak_14456_lociStitched	chr17	62150726	62188510	11	33050	25764.9096	42	1	ERN1	SNORD104,SNORA76	ERN1	42	1
4_MACS_peak_21698_lociStitched	chr22	23222202	23249575	4	24916	33258.195	43	1	IGLL5		IGLL5	43	1
3_MACS_peak_25175_lociStitched	chr4	40185261	40211592	3	25250	32334.468	44	1	RHOH		RHOH	44	1
5_MACS_peak_22495_lociStitched	chr3	13034385	13064835	5	27653	29295.945	45	1	IQSEC1	IQSEC1	IQSEC1	45	1
8_MACS_peak_17408_lociStitched	chr2	33698950	33728497	8	25284	31180.9491	46	1	RASGRP3	RASGRP3	RASGRP3	46	1
9_MACS_peak_22589_lociStitched	chr3	16925274	16960452	9	29829	25708.0824	47	1	PLCL2	PLCL2,MIR3714	PLCL2	47	1
12_MACS_peak_29105_lociStitched	chr6	41670434	41703456	12	28449	27213.4302	48	1	TFEB	PRICKLE4,PGC,FRS3	TFEB	48	1
8_MACS_peak_22012_lociStitched	chr22	37612829	37645031	8	27005	27948.1158	49	1	RAC2	CYTH4,C1QTNF6,SSTR3	RAC2	49	1
15_MACS_peak_15295_lociStitched	chr18	46440680	46480173	15	28417	25828.422	50	1	SMAD7		SMAD7	50	1
4_MACS_peak_11621_lociStitched	chr15	75064841	75093106	4	26465	27976.697	51	1	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1,ULK3	CSK	51	1
6_MACS_peak_31300_lociStitched	chr7	55612172	55642472	6	28605	25130.82	52	1	VOPP1		VOPP1	52	1
10_MACS_peak_10932_lociStitched	chr15	31626273	31661005	10	28802	24725.7108	53	1	KLF13		KLF13	53	1
6_MACS_peak_24367_lociStitched	chr3	171798205	171828778	6	28397	25268.5845	54	1	FNDC3B		FNDC3B	54	1
9_MACS_peak_15195_lociStitched	chr18	42286834	42317652	9	27976	25603.5944	55	1	SETBP1		SETBP1	55	1
8_MACS_peak_6229_lociStitched	chr11	82696687	82726831	8	28789	24033.8112	56	1	RAB30	SNORA70E	SNORA70E	56	1
10_MACS_peak_4400_lociStitched	chr10	92949597	92984652	10	27680	25243.1055	57	1	PCGF5	NUDT9P1	PCGF5	57	1
13_MACS_peak_15729_lociStitched	chr19	2607574	2641145	13	26574	26594.9462	58	1	GNG7		GNG7	58	1
8_MACS_peak_32228_lociStitched	chr7	137658936	137689799	8	27317	25554.564	59	1	CREB3L2		CREB3L2	59	1
7_MACS_peak_5100_lociStitched	chr11	7531209	7561107	7	26296	26399.934	60	1	OLFML1,PPFIBP2		PPFIBP2	60	1
12_MACS_peak_15029_lociStitched	chr18	12854430	12886980	12	26952	24337.635	61	1	PTPN2		PTPN2	61	1
11_MACS_peak_29903_lociStitched	chr6	126108942	126142334	11	28230	21941.8832	62	1	NCOA7	HEY2	NCOA7	62	1
4_MACS_peak_7231_lociStitched	chr12	26265791	26289034	4	19582	31034.0536	63	1	BHLHE41		BHLHE41	63	1
3_MACS_peak_15683_lociStitched	chr19	2080587	2098878	3	17705	31947.0606	64	1	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	64	1
12_MACS_peak_26006_lociStitched	chr4	141651111	141683371	12	25010	24656.318	65	1	TBC1D9		TBC1D9	65	1
15_MACS_peak_33281_lociStitched	chr8	80985874	81024593	15	26342	22755.1563	66	1	TPD52	MRPS28	TPD52	66	1
5_MACS_peak_22391_lociStitched	chr22	50963352	50983932	5	17195	31516.212	67	1	SCO2,TYMP,ODF3B	ADM2,MIOX,NCAPH2,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	67	1
4_MACS_peak_5785_lociStitched	chr11	65258803	65278514	4	17941	30853.6283	68	1	MALAT1	MIR612,SCYL1,LTBP3	MALAT1	68	1
1_MACS_peak_7110_lociStitched	chr12	12865457	12880301	1	14845	32561.7984	69	1	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	69	1
7_MACS_peak_26039_lociStitched	chr4	144256669	144284934	7	24900	24022.4235	70	1	GAB1		GAB1	70	1
8_MACS_peak_702_lociStitched	chr1	36614208	36644141	8	20718	28346.551	71	1	MAP7D1,TRAPPC3	THRAP3,COL8A2	MAP7D1	71	1
7_MACS_peak_33752_lociStitched	chr8	125633978	125661027	7	22217	26732.5267	72	1	MTSS1		MTSS1	72	1
3_MACS_peak_31930_lociStitched	chr7	114555675	114578840	3	22241	26104.6385	73	1	MDFIC		MDFIC	73	1
6_MACS_peak_33794_lociStitched	chr8	126285083	126309907	6	21666	26462.384	74	1	NSMCE2		TRIB1	74	1
3_MACS_peak_29588_lociStitched	chr6	106529115	106555290	3	23934	23816.6325	75	1	PRDM1		PRDM1	75	1
5_MACS_peak_5794_lociStitched	chr11	65335545	65359505	5	20180	27640.256	76	1	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,SIPA1,LTBP3,KCNK7,MAP3K11	EHBP1L1	76	1
7_MACS_peak_27433_lociStitched	chr5	118666935	118696544	7	26121	20717.4173	77	1	TNFAIP8		TNFAIP8	77	1
1_MACS_peak_17221_lociStitched	chr2	20403624	20426446	1	22823	24419.54	78	1	SDC1		SDC1	78	1
6_MACS_peak_35354_lociStitched	chr9	134592077	134615505	6	22270	24756.3676	79	1	RAPGEF1	RAPGEF1	RAPGEF1	79	1
5_MACS_peak_25049_lociStitched	chr4	25856324	25882387	5	25222	20912.9512	80	1	SEL1L3	C4orf52	SEL1L3	80	1
12_MACS_peak_31738_lociStitched	chr7	102061192	102088084	12	22514	24291.5436	81	1	PRKRIP1,ORAI2	LRWD1,ALKBH4,POLR2J	ORAI2	81	1
8_MACS_peak_10343_lociStitched	chr14	74217853	74244714	8	23958	22525.6346	82	1	C14orf43	PNMA1	C14orf43	82	1
16_MACS_peak_7344_lociStitched	chr12	31715866	31747368	16	23547	22599.5348	83	1	DENND5B		DENND5B	83	1
3_MACS_peak_3506_lociStitched	chr10	11634145	11658883	3	23207	22961.8116	84	1	USP6NL		USP6NL	84	1
14_MACS_peak_26781_lociStitched	chr5	56108109	56138438	14	24227	21181.7736	85	1	MAP3K1		MAP3K1	85	1
7_MACS_peak_17668_lociStitched	chr2	46781368	46807440	7	21694	23986.24	86	1	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	86	1
4_MACS_peak_19594_lociStitched	chr2	201979901	202000377	4	18269	27102.0336	87	1	CFLAR	NDUFB3,CASP10,FAM126B	CFLAR	87	1
4_MACS_peak_27103_lociStitched	chr5	88164216	88188905	4	22053	23303.9471	88	1	MEF2C	MEF2C	MEF2C	88	1
13_MACS_peak_34452_lociStitched	chr9	36980443	37013720	13	23607	21264.003	89	1	PAX5		PAX5	89	1
6_MACS_peak_23764_lociStitched	chr3	114154983	114180799	6	21878	23002.056	90	1	ZBTB20		ZBTB20	90	1
8_MACS_peak_7617_lociStitched	chr12	48192368	48215954	8	21615	23189.7552	91	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	91	1
9_MACS_peak_34909_lociStitched	chr9	108003414	108030573	9	23646	19912.9788	92	1	SLC44A1		SLC44A1	92	1
7_MACS_peak_24299_lociStitched	chr3	169647316	169674572	7	23552	19087.3768	93	1	SAMD7,LOC100128164	SEC62	LOC100128164	93	1
8_MACS_peak_22950_lociStitched	chr3	45634051	45660294	8	24747	17170.7949	94	1	LIMD1		LIMD1	94	1
4_MACS_peak_20561_lociStitched	chr20	34188063	34209750	4	21339	21897.3639	95	1	SPAG4,FER1L4	CPNE1	FER1L4	95	1
5_MACS_peak_27596_lociStitched	chr5	131743983	131767715	5	21072	22122.9704	96	1	C5orf56	SLC22A5,MIR3936	C5orf56	96	1
7_MACS_peak_16195_lociStitched	chr19	16471038	16496242	7	20562	22471.8864	97	1	EPS15L1	KLF2	KLF2	97	1
3_MACS_peak_24172_lociStitched	chr3	151980580	152003049	3	22108	20586.0978	98	1	MBNL1,LOC401093	MBNL1	LOC401093	98	1
6_MACS_peak_31523_lociStitched	chr7	90334422	90359310	6	22595	19646.5872	99	1	CDK14		CDK14	99	1
9_MACS_peak_21817_lociStitched	chr22	29179661	29200350	9	18261	24220.6123	100	1	CCDC117,XBP1	HSCB,CHEK2	XBP1	100	1
4_MACS_peak_6244_lociStitched	chr11	82763356	82785065	4	19691	22824.8426	101	1	RAB30	SNORA70E	RAB30	101	1
6_MACS_peak_8815_lociStitched	chr12	123366773	123388672	6	19688	22534.071	102	1	VPS37B	HIP1R	VPS37B	102	1
14_MACS_peak_27088_lociStitched	chr5	88109051	88138380	14	23331	17676.5883	103	1	MEF2C		MEF2C	103	1
5_MACS_peak_17901_lociStitched	chr2	60756818	60782392	5	22310	19119.1224	104	1	BCL11A		BCL11A	104	1
6_MACS_peak_1166_lociStitched	chr1	66795692	66818369	6	21494	20164.3884	105	1	PDE4B		PDE4B	105	1
7_MACS_peak_25398_lociStitched	chr4	77115479	77138717	7	20953	20814.2766	106	1	SCARB2	FAM47E,NUP54	SCARB2	106	1
2_MACS_peak_20803_lociStitched	chr20	45972724	45990242	2	17453	23628.2784	107	1	ZMYND8	LOC100131496	ZMYND8	107	1
5_MACS_peak_25592_lociStitched	chr4	90208432	90229754	5	20760	19982.9784	108	1	GPRIN3		GPRIN3	108	1
13_MACS_peak_4165_lociStitched	chr10	73619074	73651942	13	21710	18422.514	109	1		CDH23,PSAP	PSAP	109	1
9_MACS_peak_15697_lociStitched	chr19	2252841	2274624	9	18210	22471.3428	110	1	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	110	1
7_MACS_peak_2878_lociStitched	chr1	206286576	206307519	7	18749	21814.2288	111	1	C1orf186	CTSE	C1orf186	111	1
8_MACS_peak_461_lociStitched	chr1	25869986	25894538	8	20795	19251.2232	112	1	LDLRAP1	MAN1C1	LDLRAP1	112	1
3_MACS_peak_2199_lociStitched	chr1	156456898	156475907	3	18338	22029.5301	113	1	MEF2D		MEF2D	113	1
7_MACS_peak_15743_lociStitched	chr19	2650555	2671758	7	17532	22774.1423	114	1	GNG7	DIRAS1	GNG7	114	1
2_MACS_peak_22022_lociStitched	chr22	37760218	37777965	2	15872	24171.414	115	1	ELFN2		ELFN2	115	1
2_MACS_peak_6125_lociStitched	chr11	74658970	74678460	2	19470	20466.449	116	1	SPCS2,XRRA1	NEU3	SPCS2	116	1
8_MACS_peak_14137_lociStitched	chr17	44215200	44237706	8	21389	17671.7112	117	1	KIAA1267	LOC644246	KIAA1267	117	1
10_MACS_peak_27604_lociStitched	chr5	131789474	131816225	10	21340	17575.407	118	1	C5orf56	IRF1	IRF1	118	1
7_MACS_peak_17688_lociStitched	chr2	47191422	47215492	7	19304	19954.03	119	1	TTC7A	MCFD2	MCFD2	119	1
5_MACS_peak_13998_lociStitched	chr17	38465965	38487043	5	17805	21472.1586	120	1	RARA	CDC6,RARA,GJD3	RARA	120	1
9_MACS_peak_15673_lociStitched	chr19	2040433	2064091	9	16062	22891.4808	121	1	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	121	1
7_MACS_peak_11755_lociStitched	chr15	81575137	81599879	7	20252	18244.7508	122	1	IL16	STARD5	IL16	122	1
3_MACS_peak_16530_lociStitched	chr19	39888436	39903909	3	14403	23746.4131	123	1	MED29,ZFP36,PLEKHG2	SUPT5H,PAF1,RPS16	ZFP36	123	1
3_MACS_peak_11025_lociStitched	chr15	40383159	40402097	3	16810	21740.824	124	1	BMF		BMF	124	1
9_MACS_peak_15204_lociStitched	chr18	42320943	42346748	9	20377	17624.815	125	1	SETBP1		SETBP1	125	1
6_MACS_peak_29835_lociStitched	chr6	119654936	119677281	6	19524	18680.42	126	1	MAN1A1		MAN1A1	126	1
4_MACS_peak_3464_lociStitched	chr10	11203353	11224184	4	19902	18162.5489	127	1	CELF2		CELF2	127	1
3_MACS_peak_27746_lociStitched	chr5	139008894	139022565	3	12443	24740.4087	128	1		CXXC5	CXXC5	128	1
7_MACS_peak_23214_lociStitched	chr3	53194247	53215773	7	20008	17754.6448	129	1	PRKCD	RFT1	PRKCD	129	1
2_MACS_peak_17587_lociStitched	chr2	43394429	43408321	2	13891	23389.9604	130	1		LOC100129726,ZFP36L2	ZFP36L2	130	1
10_MACS_peak_24375_lociStitched	chr3	171840038	171867596	10	20683	16190.325	131	1	FNDC3B		FNDC3B	131	1
5_MACS_peak_147_lociStitched	chr1	8478314	8500601	5	18921	18582.9006	132	1	RERE		RERE	132	1
4_MACS_peak_31234_lociStitched	chr7	50339755	50358783	4	16797	20818.5348	133	1	IKZF1		IKZF1	133	1
8_MACS_peak_11204_lociStitched	chr15	52508457	52530937	8	19428	17846.872	134	1	MYO5C	GNB5,MIR1266	GNB5	134	1
6_MACS_peak_7004_lociStitched	chr12	7052182	7074369	6	19721	17419.0137	135	1	C12orf57,PTPN6,MIR200C,MIR141	LRRC23,ENO2,ATN1,EMG1,SCARNA12,PHB2	PTPN6	135	1
9_MACS_peak_27729_lociStitched	chr5	138939899	138962328	9	18315	19039.9781	136	1	UBE2D2		UBE2D2	136	1
10_MACS_peak_10459_lociStitched	chr14	81934610	81961091	10	21397	14659.8816	137	1	SEL1L		SEL1L	137	1
14_MACS_peak_7437_lociStitched	chr12	32685451	32714981	14	20302	16271.03	138	1	FGD4		FGD4	138	1
8_MACS_peak_4123_lociStitched	chr10	72248177	72274527	8	19256	17657.135	139	1	KIAA1274	NODAL	KIAA1274	139	1
9_MACS_peak_35225_lociStitched	chr9	130659221	130681168	9	17112	20107.8414	140	1	ST6GALNAC6,ST6GALNAC4	ENG,AK1,PIP5KL1,DPM2,FAM102A	ST6GALNAC6	140	1
6_MACS_peak_22572_lociStitched	chr3	15834216	15852672	6	14549	22302.2304	141	1	ANKRD28	ANKRD28	ANKRD28	141	1
11_MACS_peak_5865_lociStitched	chr11	66549685	66576673	11	18978	17849.8632	142	1	C11orf80	RCE1,LRFN4	RCE1	142	1
8_MACS_peak_8451_lociStitched	chr12	109015660	109040335	8	19453	17161.4625	143	1	SELPLG,CORO1C	TMEM119	SELPLG	143	1
3_MACS_peak_34370_lociStitched	chr9	33149456	33168939	3	18652	18185.4322	144	1	B4GALT1		B4GALT1	144	1
2_MACS_peak_3259_lociStitched	chr1	234734364	234749667	2	14836	21973.5777	145	1	IRF2BP2	NCRNA00184	IRF2BP2	145	1
6_MACS_peak_24633_lociStitched	chr3	186703574	186724714	6	18311	18535.552	146	1	ST6GAL1	ST6GAL1	ST6GAL1	146	1
1_MACS_peak_18186_lociStitched	chr2	70310062	70317892	1	7831	25778.709	147	1	PCBP1,LOC400960	LOC100133985	LOC400960	147	1
8_MACS_peak_20647_lociStitched	chr20	35973224	35996491	8	19584	16580.0642	148	1	SRC		SRC	148	1
8_MACS_peak_19120_lociStitched	chr2	172170006	172193385	8	18439	18032.2227	149	1	METTL8		TLK1	149	1
7_MACS_peak_25110_lociStitched	chr4	37977948	38001494	7	20323	15356.7012	150	1	TBC1D1	PTTG2	PTTG2	150	1
8_MACS_peak_28119_lociStitched	chr5	173155504	173179206	8	18944	17342.7534	151	1			BOD1	151	1
7_MACS_peak_19006_lociStitched	chr2	161209518	161233858	7	19470	16276.158	152	1	RBMS1		RBMS1	152	1
6_MACS_peak_19154_lociStitched	chr2	173342295	173364850	6	19321	16435.8285	153	1	ITGA6		ITGA6	153	1
9_MACS_peak_15490_lociStitched	chr18	60840694	60867688	9	19485	16077.6264	154	1	BCL2		BCL2	154	1
5_MACS_peak_25874_lociStitched	chr4	121831219	121848827	5	17120	19025.444	155	1	PRDM5		PRDM5	155	1
4_MACS_peak_29582_lociStitched	chr6	106428363	106446770	4	17505	18469.5838	156	1			PRDM1	156	1
3_MACS_peak_19551_lociStitched	chr2	198157197	198177074	3	18490	17255.2237	157	1	ANKRD44		ANKRD44	157	1
4_MACS_peak_14301_lociStitched	chr17	55427684	55447288	4	19324	16014.5076	158	1	MSI2		MSI2	158	1
7_MACS_peak_19165_lociStitched	chr2	173409595	173432621	7	19354	15920.1764	159	1	PDK1		PDK1	159	1
11_MACS_peak_31194_lociStitched	chr7	49800474	49820170	11	16993	18803.7712	160	1	VWC2		VWC2	160	1
6_MACS_peak_6406_lociStitched	chr11	98923645	98942604	6	18057	17358.8604	161	1	CNTN5		CNTN5	161	1
5_MACS_peak_33705_lociStitched	chr8	124037042	124058110	5	16963	18550.374	162	1	DERL1	WDR67	DERL1	162	1
9_MACS_peak_30456_lociStitched	chr6	158012096	158037418	9	19902	14501.9094	163	1	ZDHHC14		MIR3692	163	1
3_MACS_peak_784_lociStitched	chr1	40846281	40863337	3	14711	20586.592	164	1	SMAP2		SMAP2	164	1
11_MACS_peak_12801_lociStitched	chr16	56961129	56981960	11	17747	17400.1343	165	1	HERPUD1	CETP,NLRC5	HERPUD1	165	1
2_MACS_peak_29761_lociStitched	chr6	113946235	113959262	2	13014	21803.2899	166	1			MARCKS	166	1
9_MACS_peak_30194_lociStitched	chr6	144654842	144677710	9	19598	14731.5656	167	1	UTRN		UTRN	167	1
6_MACS_peak_6144_lociStitched	chr11	75520198	75541350	6	17747	17234.6496	168	1	UVRAG	DGAT2	UVRAG	168	1
4_MACS_peak_21267_lociStitched	chr21	34601385	34620268	4	16826	18097.4672	169	1	IFNAR2	IL10RB	IFNAR2	169	1
6_MACS_peak_18019_lociStitched	chr2	64437704	64456557	6	16025	18900.1325	170	1		LOC150992	LOC150992	170	1
2_MACS_peak_5655_lociStitched	chr11	62318098	62326456	2	8297	24136.2324	171	1		AHNAK,EEF1G,TUT1,MTA2	AHNAK	171	1
3_MACS_peak_33749_lociStitched	chr8	125612557	125631186	3	18147	16410.2861	172	1	MTSS1		NDUFB9	172	1
3_MACS_peak_15487_lociStitched	chr18	60818865	60832084	3	13054	21422.7114	173	1	BCL2		BCL2	173	1
2_MACS_peak_27123_lociStitched	chr5	88728782	88746266	2	16608	18136.1532	174	1			MEF2C	174	1
9_MACS_peak_30714_lociStitched	chr7	8000411	8025192	9	19294	14519.1879	175	1	GLCCI1		GLCCI1	175	1
6_MACS_peak_1648_lociStitched	chr1	111170787	111188668	6	15870	18748.2285	176	1		KCNA2,KCNA3	KCNA2	176	1
5_MACS_peak_30158_lociStitched	chr6	143159673	143180312	5	18322	15749.6209	177	1	HIVEP2		HIVEP2	177	1
7_MACS_peak_14730_lociStitched	chr17	75131234	75151828	7	17482	16847.9514	178	1	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	178	1
7_MACS_peak_24639_lociStitched	chr3	186729083	186750867	7	19367	14085.5344	179	1	ST6GAL1		ST6GAL1	179	1
2_MACS_peak_34502_lociStitched	chr9	37321992	37340183	2	17948	16171.799	180	1	ZCCHC7		GRHPR	180	1
3_MACS_peak_622_lociStitched	chr1	31214070	31232379	3	18022	16051.5003	181	1	LAPTM5	LOC100129196,MATN1	LAPTM5	181	1
4_MACS_peak_7235_lociStitched	chr12	26302670	26321118	4	16986	17213.8288	182	1		SSPN,BHLHE41	BHLHE41	182	1
7_MACS_peak_34988_lociStitched	chr9	112902878	112924501	7	17024	16984.8665	183	1	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	183	1
4_MACS_peak_18806_lociStitched	chr2	136882333	136899533	4	16264	17815.76	184	1		CXCR4	CXCR4	184	1
12_MACS_peak_31220_lociStitched	chr7	50290004	50315300	12	17577	16227.384	185	1		IKZF1	IKZF1	185	1
5_MACS_peak_17591_lociStitched	chr2	43439651	43456536	5	14427	19438.012	186	1	LOC100129726,ZFP36L2		ZFP36L2	186	1
4_MACS_peak_28706_lociStitched	chr6	25401565	25419926	4	16898	16820.5121	187	1	LRRC16A		LRRC16A	187	1
4_MACS_peak_31296_lociStitched	chr7	55590600	55607583	4	14827	18946.2348	188	1	VOPP1		VOPP1	188	1
9_MACS_peak_28690_lociStitched	chr6	25359124	25380838	9	17836	15451.6824	189	1	LRRC16A		LRRC16A	189	1
5_MACS_peak_28300_lociStitched	chr6	387654	405169	5	17230	16246.914	190	1	IRF4		IRF4	190	1
6_MACS_peak_28252_lociStitched	chr5	180227889	180249434	6	16619	16925.752	191	1	MGAT1	LOC729678,ZFP62	MGAT1	191	1
5_MACS_peak_6098_lociStitched	chr11	73681121	73698541	5	13853	19658.47	192	1	DNAJB13,UCP2	UCP3	UCP2	192	1
7_MACS_peak_2217_lociStitched	chr1	157475533	157497914	7	17701	15460.7948	193	1	FCRL5		FCRL5	193	1
4_MACS_peak_6595_lociStitched	chr11	111278562	111293859	4	14022	19459.3137	194	1		POU2AF1	POU2AF1	194	1
5_MACS_peak_21826_lociStitched	chr22	29204443	29227264	5	18206	14657.9283	195	1		CCDC117,XBP1	XBP1	195	1
4_MACS_peak_22438_lociStitched	chr3	5223037	5242142	4	17437	15731.057	196	1	EDEM1		EDEM1	196	1
10_MACS_peak_4693_lociStitched	chr10	106076740	106100892	10	17458	15679.4784	197	1	ITPRIP	GSTO2,CCDC147	ITPRIP	197	1
11_MACS_peak_25824_lociStitched	chr4	121635756	121660828	11	19009	13303.2032	198	1	PRDM5		PRDM5	198	1
9_MACS_peak_16651_lociStitched	chr19	44267851	44289724	9	16948	16260.3882	199	1	KCNN4	IRGC,ZNF283,C19orf61,LYPD5	KCNN4	199	1
8_MACS_peak_31693_lociStitched	chr7	101624191	101647115	8	17990	14852.4596	200	1	CUX1		CUX1	200	1
4_MACS_peak_1964_lociStitched	chr1	149811529	149825505	4	11200	21415.4248	201	1	HIST2H2AA4,HIST2H3A,HIST2H2BC	HIST2H4B,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	201	1
4_MACS_peak_19284_lociStitched	chr2	182165274	182180363	4	13695	19553.8351	202	1			ITGA4	202	1
7_MACS_peak_24549_lociStitched	chr3	183243013	183263063	7	17805	15053.54	203	1	KLHL6		KLHL6	203	1
