#MM9_jia_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM9_jia_ROSE/MM9_jia_peaks_2KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM9_jia.bam
#Using cutoff of 7059.6162 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM9_jia.bam	enhancerRank	isSuper
2_MACS_peak_22022_lociStitched	chr22	37760218	37777965	2	15872	24171.414	79	1
2_MACS_peak_5655_lociStitched	chr11	62318098	62326456	2	8297	24136.2324	80	1
8_MACS_peak_6229_lociStitched	chr11	82696687	82726831	8	28789	24033.8112	81	1
7_MACS_peak_26039_lociStitched	chr4	144256669	144284934	7	24900	24022.4235	82	1
7_MACS_peak_17668_lociStitched	chr2	46781368	46807440	7	21694	23986.24	83	1
3_MACS_peak_29588_lociStitched	chr6	106529115	106555290	3	23934	23816.6325	84	1
3_MACS_peak_16530_lociStitched	chr19	39888436	39903909	3	14403	23746.4131	85	1
2_MACS_peak_20803_lociStitched	chr20	45972724	45990242	2	17453	23628.2784	86	1
2_MACS_peak_17587_lociStitched	chr2	43394429	43408321	2	13891	23389.9604	87	1
4_MACS_peak_27103_lociStitched	chr5	88164216	88188905	4	22053	23303.9471	88	1
8_MACS_peak_7617_lociStitched	chr12	48192368	48215954	8	21615	23189.7552	89	1
6_MACS_peak_23764_lociStitched	chr3	114154983	114180799	6	21878	23002.056	90	1
3_MACS_peak_3506_lociStitched	chr10	11634145	11658883	3	23207	22961.8116	91	1
9_MACS_peak_15673_lociStitched	chr19	2040433	2064091	9	16062	22891.4808	92	1
4_MACS_peak_6244_lociStitched	chr11	82763356	82785065	4	19691	22824.8426	93	1
7_MACS_peak_15743_lociStitched	chr19	2650555	2671758	7	17532	22774.1423	94	1
15_MACS_peak_33281_lociStitched	chr8	80985874	81024593	15	26342	22755.1563	95	1
16_MACS_peak_7344_lociStitched	chr12	31715866	31747368	16	23547	22599.5348	96	1
6_MACS_peak_8815_lociStitched	chr12	123366773	123388672	6	19688	22534.071	97	1
8_MACS_peak_10343_lociStitched	chr14	74217853	74244714	8	23958	22525.6346	98	1
7_MACS_peak_16195_lociStitched	chr19	16471038	16496242	7	20562	22471.8864	99	1
9_MACS_peak_15697_lociStitched	chr19	2252841	2274624	9	18210	22471.3428	100	1
6_MACS_peak_22572_lociStitched	chr3	15834216	15852672	6	14549	22302.2304	101	1
5_MACS_peak_27596_lociStitched	chr5	131743983	131767715	5	21072	22122.9704	102	1
3_MACS_peak_2199_lociStitched	chr1	156456898	156475907	3	18338	22029.5301	103	1
2_MACS_peak_31796_lociStitched	chr7	104649207	104659140	2	9827	22010.5347	104	1
2_MACS_peak_3259_lociStitched	chr1	234734364	234749667	2	14836	21973.5777	105	1
11_MACS_peak_29903_lociStitched	chr6	126108942	126142334	11	28230	21941.8832	106	1
4_MACS_peak_20561_lociStitched	chr20	34188063	34209750	4	21339	21897.3639	107	1
7_MACS_peak_2878_lociStitched	chr1	206286576	206307519	7	18749	21814.2288	108	1
2_MACS_peak_29761_lociStitched	chr6	113946235	113959262	2	13014	21803.2899	109	1
1_MACS_peak_8907_lociStitched	chr12	125397166	125406893	1	9728	21772.9168	110	1
3_MACS_peak_11025_lociStitched	chr15	40383159	40402097	3	16810	21740.824	111	1
5_MACS_peak_13998_lociStitched	chr17	38465965	38487043	5	17805	21472.1586	112	1
3_MACS_peak_15487_lociStitched	chr18	60818865	60832084	3	13054	21422.7114	113	1
4_MACS_peak_1964_lociStitched	chr1	149811529	149825505	4	11200	21415.4248	114	1
13_MACS_peak_34452_lociStitched	chr9	36980443	37013720	13	23607	21264.003	115	1
14_MACS_peak_26781_lociStitched	chr5	56108109	56138438	14	24227	21181.7736	116	1
5_MACS_peak_25049_lociStitched	chr4	25856324	25882387	5	25222	20912.9512	117	1
4_MACS_peak_31234_lociStitched	chr7	50339755	50358783	4	16797	20818.5348	118	1
7_MACS_peak_25398_lociStitched	chr4	77115479	77138717	7	20953	20814.2766	119	1
7_MACS_peak_27433_lociStitched	chr5	118666935	118696544	7	26121	20717.4173	120	1
3_MACS_peak_784_lociStitched	chr1	40846281	40863337	3	14711	20586.592	121	1
3_MACS_peak_24172_lociStitched	chr3	151980580	152003049	3	22108	20586.0978	122	1
2_MACS_peak_6125_lociStitched	chr11	74658970	74678460	2	19470	20466.449	123	1
1_MACS_peak_9376_lociStitched	chr13	49548737	49558036	1	9300	20409.4452	124	1
6_MACS_peak_1166_lociStitched	chr1	66795692	66818369	6	21494	20164.3884	125	1
9_MACS_peak_35225_lociStitched	chr9	130659221	130681168	9	17112	20107.8414	126	1
5_MACS_peak_25592_lociStitched	chr4	90208432	90229754	5	20760	19982.9784	127	1
7_MACS_peak_17688_lociStitched	chr2	47191422	47215492	7	19304	19954.03	128	1
9_MACS_peak_34909_lociStitched	chr9	108003414	108030573	9	23646	19912.9788	129	1
5_MACS_peak_6098_lociStitched	chr11	73681121	73698541	5	13853	19658.47	130	1
6_MACS_peak_31523_lociStitched	chr7	90334422	90359310	6	22595	19646.5872	131	1
4_MACS_peak_19284_lociStitched	chr2	182165274	182180363	4	13695	19553.8351	132	1
4_MACS_peak_6595_lociStitched	chr11	111278562	111293859	4	14022	19459.3137	133	1
5_MACS_peak_17591_lociStitched	chr2	43439651	43456536	5	14427	19438.012	134	1
1_MACS_peak_28923_lociStitched	chr6	32935215	32942078	1	6864	19406.5051	135	1
8_MACS_peak_461_lociStitched	chr1	25869986	25894538	8	20795	19251.2232	136	1
5_MACS_peak_17901_lociStitched	chr2	60756818	60782392	5	22310	19119.1224	137	1
7_MACS_peak_24299_lociStitched	chr3	169647316	169674572	7	23552	19087.3768	138	1
9_MACS_peak_27729_lociStitched	chr5	138939899	138962328	9	18315	19039.9781	139	1
5_MACS_peak_25874_lociStitched	chr4	121831219	121848827	5	17120	19025.444	140	1
4_MACS_peak_31296_lociStitched	chr7	55590600	55607583	4	14827	18946.2348	141	1
4_MACS_peak_6766_lociStitched	chr11	122928344	122944113	4	13268	18918.0693	142	1
6_MACS_peak_18019_lociStitched	chr2	64437704	64456557	6	16025	18900.1325	143	1
3_MACS_peak_11257_lociStitched	chr15	52964798	52978523	3	13044	18840.3075	144	1
11_MACS_peak_31194_lociStitched	chr7	49800474	49820170	11	16993	18803.7712	145	1
6_MACS_peak_1648_lociStitched	chr1	111170787	111188668	6	15870	18748.2285	146	1
4_MACS_peak_17664_lociStitched	chr2	46761075	46778656	4	14391	18713.2164	147	1
6_MACS_peak_29835_lociStitched	chr6	119654936	119677281	6	19524	18680.42	148	1
5_MACS_peak_147_lociStitched	chr1	8478314	8500601	5	18921	18582.9006	149	1
5_MACS_peak_33705_lociStitched	chr8	124037042	124058110	5	16963	18550.374	150	1
6_MACS_peak_24633_lociStitched	chr3	186703574	186724714	6	18311	18535.552	151	1
1_MACS_peak_6650_lociStitched	chr11	115088933	115097728	1	8796	18481.813	152	1
4_MACS_peak_29582_lociStitched	chr6	106428363	106446770	4	17505	18469.5838	153	1
13_MACS_peak_4165_lociStitched	chr10	73619074	73651942	13	21710	18422.514	154	1
7_MACS_peak_11755_lociStitched	chr15	81575137	81599879	7	20252	18244.7508	155	1
4_MACS_peak_26802_lociStitched	chr5	56467305	56476356	4	8108	18221.4732	156	1
3_MACS_peak_34370_lociStitched	chr9	33149456	33168939	3	18652	18185.4322	157	1
4_MACS_peak_3464_lociStitched	chr10	11203353	11224184	4	19902	18162.5489	158	1
2_MACS_peak_27123_lociStitched	chr5	88728782	88746266	2	16608	18136.1532	159	1
3_MACS_peak_4034_lociStitched	chr10	63800569	63816594	3	14916	18127.48	160	1
1_MACS_peak_5594_lociStitched	chr11	58340692	58348172	1	7481	18112.072	161	1
4_MACS_peak_21267_lociStitched	chr21	34601385	34620268	4	16826	18097.4672	162	1
2_MACS_peak_13976_lociStitched	chr17	38015870	38029725	2	12826	18079.3895	163	1
1_MACS_peak_1996_lociStitched	chr1	150579747	150588789	1	9043	18075.8622	164	1
8_MACS_peak_19120_lociStitched	chr2	172170006	172193385	8	18439	18032.2227	165	1
11_MACS_peak_5865_lociStitched	chr11	66549685	66576673	11	18978	17849.8632	166	1
8_MACS_peak_11204_lociStitched	chr15	52508457	52530937	8	19428	17846.872	167	1
4_MACS_peak_18806_lociStitched	chr2	136882333	136899533	4	16264	17815.76	168	1
7_MACS_peak_23214_lociStitched	chr3	53194247	53215773	7	20008	17754.6448	169	1
14_MACS_peak_27088_lociStitched	chr5	88109051	88138380	14	23331	17676.5883	170	1
8_MACS_peak_14137_lociStitched	chr17	44215200	44237706	8	21389	17671.7112	171	1
6_MACS_peak_16105_lociStitched	chr19	13944127	13961960	6	11014	17660.0199	172	1
8_MACS_peak_4123_lociStitched	chr10	72248177	72274527	8	19256	17657.135	173	1
9_MACS_peak_15204_lociStitched	chr18	42320943	42346748	9	20377	17624.815	174	1
3_MACS_peak_5134_lociStitched	chr11	9586645	9600489	3	12364	17579.1112	175	1
10_MACS_peak_27604_lociStitched	chr5	131789474	131816225	10	21340	17575.407	176	1
2_MACS_peak_24160_lociStitched	chr3	151865554	151880067	2	13000	17511.3858	177	1
6_MACS_peak_7004_lociStitched	chr12	7052182	7074369	6	19721	17419.0137	178	1
11_MACS_peak_12801_lociStitched	chr16	56961129	56981960	11	17747	17400.1343	179	1
6_MACS_peak_6406_lociStitched	chr11	98923645	98942604	6	18057	17358.8604	180	1
4_MACS_peak_30521_lociStitched	chr6	159224702	159241059	4	13967	17344.9628	181	1
8_MACS_peak_28119_lociStitched	chr5	173155504	173179206	8	18944	17342.7534	182	1
1_MACS_peak_13505_lociStitched	chr17	7744249	7748935	1	4687	17303.9922	183	1
2_MACS_peak_2828_lociStitched	chr1	204671174	204686564	2	15317	17255.268	184	1
3_MACS_peak_19551_lociStitched	chr2	198157197	198177074	3	18490	17255.2237	185	1
6_MACS_peak_6144_lociStitched	chr11	75520198	75541350	6	17747	17234.6496	186	1
4_MACS_peak_3671_lociStitched	chr10	22621409	22635525	4	13796	17229.9896	187	1
4_MACS_peak_7235_lociStitched	chr12	26302670	26321118	4	16986	17213.8288	188	1
5_MACS_peak_9423_lociStitched	chr13	50644156	50659217	5	12776	17193.6376	189	1
3_MACS_peak_30774_lociStitched	chr7	18533278	18550403	3	15585	17174.6625	190	1
8_MACS_peak_22950_lociStitched	chr3	45634051	45660294	8	24747	17170.7949	191	1
8_MACS_peak_8451_lociStitched	chr12	109015660	109040335	8	19453	17161.4625	192	1
1_MACS_peak_29407_lociStitched	chr6	74228737	74234269	1	5533	17127.6252	193	1
6_MACS_peak_27712_lociStitched	chr5	138628737	138646510	6	12117	17069.1892	194	1
7_MACS_peak_34988_lociStitched	chr9	112902878	112924501	7	17024	16984.8665	195	1
6_MACS_peak_28252_lociStitched	chr5	180227889	180249434	6	16619	16925.752	196	1
7_MACS_peak_14730_lociStitched	chr17	75131234	75151828	7	17482	16847.9514	197	1
4_MACS_peak_28706_lociStitched	chr6	25401565	25419926	4	16898	16820.5121	198	1
3_MACS_peak_6709_lociStitched	chr11	118655722	118664452	3	7057	16709.22	199	1
5_MACS_peak_20590_lociStitched	chr20	34726675	34745383	5	14823	16676.3112	200	1
4_MACS_peak_29240_lociStitched	chr6	52354187	52369303	4	13451	16633.6464	201	1
8_MACS_peak_20647_lociStitched	chr20	35973224	35996491	8	19584	16580.0642	202	1
2_MACS_peak_28084_lociStitched	chr5	172191537	172200889	2	7395	16574.5496	203	1
1_MACS_peak_10250_lociStitched	chr14	69258673	69263630	1	4958	16560.8413	204	1
3_MACS_peak_30871_lociStitched	chr7	25998511	26012087	3	11992	16543.7136	205	1
1_MACS_peak_6673_lociStitched	chr11	116793707	116805606	1	11900	16484.8746	206	1
6_MACS_peak_19154_lociStitched	chr2	173342295	173364850	6	19321	16435.8285	207	1
2_MACS_peak_24162_lociStitched	chr3	151909600	151923904	2	14196	16412.4096	208	1
3_MACS_peak_33749_lociStitched	chr8	125612557	125631186	3	18147	16410.2861	209	1
3_MACS_peak_23583_lociStitched	chr3	104232009	104246686	3	14391	16380.9997	210	1
4_MACS_peak_22277_lociStitched	chr22	46438455	46455636	4	15935	16361.4663	211	1
4_MACS_peak_33819_lociStitched	chr8	126438239	126452985	4	11786	16313.4998	212	1
3_MACS_peak_27614_lociStitched	chr5	131821080	131836993	3	14580	16296.5033	213	1
6_MACS_peak_13515_lociStitched	chr17	8053758	8068344	6	11114	16283.8104	214	1
7_MACS_peak_19006_lociStitched	chr2	161209518	161233858	7	19470	16276.158	215	1
14_MACS_peak_7437_lociStitched	chr12	32685451	32714981	14	20302	16271.03	216	1
9_MACS_peak_16651_lociStitched	chr19	44267851	44289724	9	16948	16260.3882	217	1
5_MACS_peak_28300_lociStitched	chr6	387654	405169	5	17230	16246.914	218	1
12_MACS_peak_31220_lociStitched	chr7	50290004	50315300	12	17577	16227.384	219	1
10_MACS_peak_24375_lociStitched	chr3	171840038	171867596	10	20683	16190.325	220	1
1_MACS_peak_14114_lociStitched	chr17	43298255	43309332	1	11078	16184.6047	221	1
2_MACS_peak_34502_lociStitched	chr9	37321992	37340183	2	17948	16171.799	222	1
2_MACS_peak_34540_lociStitched	chr9	66694437	66711922	2	16065	16140.4035	223	1
3_MACS_peak_29147_lociStitched	chr6	42748543	42758442	3	5827	16136.3599	224	1
9_MACS_peak_15490_lociStitched	chr18	60840694	60867688	9	19485	16077.6264	225	1
1_MACS_peak_31921_lociStitched	chr7	113722057	113731663	1	9607	16065.0744	226	1
3_MACS_peak_622_lociStitched	chr1	31214070	31232379	3	18022	16051.5003	227	1
4_MACS_peak_14301_lociStitched	chr17	55427684	55447288	4	19324	16014.5076	228	1
6_MACS_peak_11371_lociStitched	chr15	63788301	63802461	6	12480	15999.384	229	1
3_MACS_peak_13833_lociStitched	chr17	29634942	29649176	3	13598	15996.1692	230	1
3_MACS_peak_17715_lociStitched	chr2	48123346	48135308	3	10352	15983.6244	231	1
7_MACS_peak_19165_lociStitched	chr2	173409595	173432621	7	19354	15920.1764	232	1
3_MACS_peak_22880_lociStitched	chr3	42103304	42115762	3	10581	15917.5866	233	1
5_MACS_peak_15621_lociStitched	chr19	1258291	1270690	5	9989	15881.8791	234	1
6_MACS_peak_27653_lociStitched	chr5	133967763	133986356	6	15525	15861.6883	235	1
2_MACS_peak_27719_lociStitched	chr5	138718236	138729567	2	11149	15861.1338	236	1
3_MACS_peak_20985_lociStitched	chr20	52195519	52212236	3	16300	15772.4895	237	1
5_MACS_peak_30158_lociStitched	chr6	143159673	143180312	5	18322	15749.6209	238	1
6_MACS_peak_26600_lociStitched	chr5	32570343	32588488	6	17232	15748.0455	239	1
4_MACS_peak_22438_lociStitched	chr3	5223037	5242142	4	17437	15731.057	240	1
6_MACS_peak_2170_lociStitched	chr1	155937268	155954488	6	14280	15713.25	241	1
6_MACS_peak_488_lociStitched	chr1	26436779	26456182	6	17309	15704.7882	242	1
7_MACS_peak_12935_lociStitched	chr16	68279192	68299909	7	17034	15699.3426	243	1
10_MACS_peak_4693_lociStitched	chr10	106076740	106100892	10	17458	15679.4784	244	1
3_MACS_peak_5148_lociStitched	chr11	10323891	10341287	3	14417	15675.5356	245	1
1_MACS_peak_26765_lociStitched	chr5	55882784	55889319	1	6536	15663.7415	246	1
7_MACS_peak_4754_lociStitched	chr10	112251614	112273520	7	15087	15579.5472	247	1
1_MACS_peak_33312_lociStitched	chr8	81396450	81401398	1	4949	15509.506	248	1
1_MACS_peak_28525_lociStitched	chr6	13295315	13309580	1	14266	15507.4815	249	1
2_MACS_peak_29494_lociStitched	chr6	89788739	89793822	2	5059	15500.6085	250	1
1_MACS_peak_19997_lociStitched	chr2	232570437	232577629	1	7193	15494.4448	251	1
7_MACS_peak_2217_lociStitched	chr1	157475533	157497914	7	17701	15460.7948	252	1
3_MACS_peak_19063_lociStitched	chr2	165603851	165620166	3	13939	15458.4625	253	1
9_MACS_peak_28690_lociStitched	chr6	25359124	25380838	9	17836	15451.6824	254	1
1_MACS_peak_1969_lociStitched	chr1	149855892	149860768	1	4877	15451.5564	255	1
1_MACS_peak_16071_lociStitched	chr19	12899034	12905404	1	6371	15433.873	256	1
3_MACS_peak_33114_lociStitched	chr8	61820444	61831282	3	10746	15414.8874	257	1
6_MACS_peak_2813_lociStitched	chr1	204481770	204494632	6	11362	15412.5346	258	1
2_MACS_peak_7558_lociStitched	chr12	46120034	46128829	2	8709	15406.2015	259	1
7_MACS_peak_25110_lociStitched	chr4	37977948	38001494	7	20323	15356.7012	260	1
2_MACS_peak_2922_lociStitched	chr1	207993595	208002275	2	8489	15334.088	261	1
1_MACS_peak_23158_lociStitched	chr3	50636560	50650157	1	13598	15269.431	262	1
4_MACS_peak_11648_lociStitched	chr15	75330029	75344501	4	13893	15241.9104	263	1
2_MACS_peak_28499_lociStitched	chr6	11824932	11836717	2	10739	15155.51	264	1
4_MACS_peak_30289_lociStitched	chr6	152126493	152146826	4	15926	15141.9851	265	1
4_MACS_peak_4735_lociStitched	chr10	112113155	112124950	4	9488	15077.5485	266	1
3_MACS_peak_11905_lociStitched	chr15	89173490	89185875	3	9206	15055.206	267	1
7_MACS_peak_24549_lociStitched	chr3	183243013	183263063	7	17805	15053.54	268	1
3_MACS_peak_36238_lociStitched	chrX	153230594	153240469	3	9371	15033.7	269	1
1_MACS_peak_11676_lociStitched	chr15	75742317	75748969	1	6653	15033.52	270	1
4_MACS_peak_32645_lociStitched	chr8	19550824	19572140	4	16668	15023.5168	271	1
5_MACS_peak_20617_lociStitched	chr20	35469736	35485198	5	13213	15001.2324	272	1
6_MACS_peak_4742_lociStitched	chr10	112167278	112185418	6	16644	14983.64	273	1
2_MACS_peak_20569_lociStitched	chr20	34327803	34332986	2	5183	14940.5158	274	1
1_MACS_peak_12000_lociStitched	chr15	93443031	93451771	1	8741	14926.172	275	1
1_MACS_peak_25683_lociStitched	chr4	103744487	103750912	1	6426	14910.4975	276	1
2_MACS_peak_24275_lociStitched	chr3	160116274	160125996	2	8932	14909.6592	277	1
2_MACS_peak_26175_lociStitched	chr4	153469386	153484811	2	15375	14888.21	278	1
8_MACS_peak_31693_lociStitched	chr7	101624191	101647115	8	17990	14852.4596	279	1
2_MACS_peak_34149_lociStitched	chr9	3522049	3529362	2	6470	14811.0189	280	1
3_MACS_peak_13374_lociStitched	chr17	2295006	2306201	3	7705	14799.79	281	1
1_MACS_peak_6016_lociStitched	chr11	72523306	72528125	1	4820	14799.6309	282	1
1_MACS_peak_29637_lociStitched	chr6	108877702	108887646	1	9945	14751.924	283	1
9_MACS_peak_30194_lociStitched	chr6	144654842	144677710	9	19598	14731.5656	284	1
2_MACS_peak_4638_lociStitched	chr10	104153221	104160028	2	5048	14728.9866	285	1
5_MACS_peak_31782_lociStitched	chr7	104576570	104588519	5	9965	14706.8292	286	1
4_MACS_peak_14467_lociStitched	chr17	62192169	62209924	4	15236	14695.8135	287	1
10_MACS_peak_10459_lociStitched	chr14	81934610	81961091	10	21397	14659.8816	288	1
5_MACS_peak_21826_lociStitched	chr22	29204443	29227264	5	18206	14657.9283	289	1
4_MACS_peak_34701_lociStitched	chr9	91924623	91935130	4	6700	14655.1636	290	1
5_MACS_peak_18190_lociStitched	chr2	70342478	70355721	5	9970	14648.0823	291	1
4_MACS_peak_19534_lociStitched	chr2	198069764	198087144	4	15074	14581.82	292	1
1_MACS_peak_18398_lociStitched	chr2	89048896	89057950	1	9055	14562.4536	293	1
9_MACS_peak_14317_lociStitched	chr17	55610760	55636121	9	16956	14544.5335	294	1
9_MACS_peak_30714_lociStitched	chr7	8000411	8025192	9	19294	14519.1879	295	1
9_MACS_peak_30456_lociStitched	chr6	158012096	158037418	9	19902	14501.9094	296	1
8_MACS_peak_34004_lociStitched	chr8	144594501	144613679	8	15846	14433.3628	297	1
2_MACS_peak_18956_lociStitched	chr2	158291907	158302989	2	9236	14394.4098	298	1
4_MACS_peak_4774_lociStitched	chr10	112617203	112634245	4	13926	14344.2514	299	1
3_MACS_peak_2114_lociStitched	chr1	154908158	154918260	3	9273	14275.1362	300	1
8_MACS_peak_34493_lociStitched	chr9	37281505	37305411	8	17851	14250.3666	301	1
3_MACS_peak_15750_lociStitched	chr19	2676773	2686735	3	8813	14249.6448	302	1
4_MACS_peak_16117_lociStitched	chr19	14111316	14118463	4	5823	14194.6567	303	1
