GENE_ID	locusLine	bin_1_EJM.jin.bam
1_MACS_peak_220_lociStitched	chr1(.):11796132-11797284	2.1291
1_MACS_peak_221_lociStitched	chr1(.):11843956-11844872	1.8454
2_MACS_peak_222_lociStitched	chr1(.):11865031-11867069	2.774
2_MACS_peak_224_lociStitched	chr1(.):11967862-11970247	2.9495
2_MACS_peak_226_lociStitched	chr1(.):11985801-11987497	1.902
2_MACS_peak_228_lociStitched	chr1(.):11989815-11991484	1.2498
1_MACS_peak_230_lociStitched	chr1(.):11994000-11995307	3.3806
1_MACS_peak_231_lociStitched	chr1(.):12040095-12041243	4.2338
1_MACS_peak_232_lociStitched	chr1(.):12079468-12080289	2.2715
1_MACS_peak_233_lociStitched	chr1(.):12155726-12156162	1.2628
2_MACS_peak_234_lociStitched	chr1(.):12211676-12212901	1.58
1_MACS_peak_236_lociStitched	chr1(.):12218230-12218885	1.525
1_MACS_peak_237_lociStitched	chr1(.):12220985-12223145	4.0665
1_MACS_peak_238_lociStitched	chr1(.):12226658-12227966	2.5304
1_MACS_peak_239_lociStitched	chr1(.):12290123-12291445	2.0905
1_MACS_peak_240_lociStitched	chr1(.):14026001-14030197	3.1106
1_MACS_peak_241_lociStitched	chr1(.):14056523-14058172	2.6597
2_MACS_peak_242_lociStitched	chr1(.):14074960-14076795	3.1062
1_MACS_peak_244_lociStitched	chr1(.):14155595-14156091	1.8423
2_MACS_peak_245_lociStitched	chr1(.):14219158-14220880	1.7844
1_MACS_peak_247_lociStitched	chr1(.):14224625-14225017	1.442
1_MACS_peak_248_lociStitched	chr1(.):14230491-14231047	1.3582
1_MACS_peak_249_lociStitched	chr1(.):14233091-14233357	0.9522
1_MACS_peak_250_lociStitched	chr1(.):14237570-14239218	2.1133
3_MACS_peak_251_lociStitched	chr1(.):14246734-14250644	2.2563
1_MACS_peak_254_lociStitched	chr1(.):14254802-14255082	0.9989
2_MACS_peak_255_lociStitched	chr1(.):14337192-14338672	1.5563
1_MACS_peak_257_lociStitched	chr1(.):14364319-14364633	1.1653
1_MACS_peak_258_lociStitched	chr1(.):14365820-14366138	1.0765
1_MACS_peak_259_lociStitched	chr1(.):14366789-14367076	1.4215
2_MACS_peak_260_lociStitched	chr1(.):14646533-14647149	1.0766
1_MACS_peak_262_lociStitched	chr1(.):14650385-14650821	1.3389
1_MACS_peak_263_lociStitched	chr1(.):14660927-14661227	1.0053
1_MACS_peak_264_lociStitched	chr1(.):14687099-14688361	1.5987
3_MACS_peak_265_lociStitched	chr1(.):14694621-14697550	1.867
1_MACS_peak_268_lociStitched	chr1(.):14714251-14714890	1.502
1_MACS_peak_269_lociStitched	chr1(.):15162772-15163275	1.2191
1_MACS_peak_270_lociStitched	chr1(.):15482337-15483924	1.6297
1_MACS_peak_271_lociStitched	chr1(.):15487182-15487811	1.8102
1_MACS_peak_272_lociStitched	chr1(.):15501907-15503593	1.6259
1_MACS_peak_273_lociStitched	chr1(.):15573797-15574198	1.1567
1_MACS_peak_274_lociStitched	chr1(.):15688333-15689642	2.0459
1_MACS_peak_275_lociStitched	chr1(.):15710584-15711038	1.3253
1_MACS_peak_276_lociStitched	chr1(.):15735787-15737416	2.2129
5_MACS_peak_277_lociStitched	chr1(.):15850157-15854079	2.1678
2_MACS_peak_282_lociStitched	chr1(.):15898232-15899172	1.312
1_MACS_peak_284_lociStitched	chr1(.):15905018-15907290	2.9194
1_MACS_peak_285_lociStitched	chr1(.):15910843-15911923	2.7887
1_MACS_peak_286_lociStitched	chr1(.):15929438-15930557	2.0059
3_MACS_peak_287_lociStitched	chr1(.):15943060-15945389	2.2988
2_MACS_peak_290_lociStitched	chr1(.):16010207-16011858	3.336
1_MACS_peak_292_lociStitched	chr1(.):16023651-16025028	2.3747
2_MACS_peak_293_lociStitched	chr1(.):16160136-16163408	4.4871
2_MACS_peak_295_lociStitched	chr1(.):16173285-16177049	3.2868
1_MACS_peak_297_lociStitched	chr1(.):16178025-16178695	1.4755
1_MACS_peak_298_lociStitched	chr1(.):16212537-16213016	1.316
1_MACS_peak_299_lociStitched	chr1(.):16301668-16302992	2.151
1_MACS_peak_300_lociStitched	chr1(.):16400173-16400523	1.567
2_MACS_peak_301_lociStitched	chr1(.):16532644-16534250	2.0148
1_MACS_peak_303_lociStitched	chr1(.):16543473-16543896	1.6276
2_MACS_peak_304_lociStitched	chr1(.):16562905-16564331	2.3099
1_MACS_peak_306_lociStitched	chr1(.):16678264-16679714	4.6626
2_MACS_peak_307_lociStitched	chr1(.):16693049-16695090	3.1603
2_MACS_peak_309_lociStitched	chr1(.):16759087-16760293	1.2577
2_MACS_peak_311_lociStitched	chr1(.):16763863-16765147	1.6477
1_MACS_peak_313_lociStitched	chr1(.):16766355-16772351	3.7502
1_MACS_peak_314_lociStitched	chr1(.):16777141-16777445	1.0455
1_MACS_peak_315_lociStitched	chr1(.):16778187-16778884	1.5886
1_MACS_peak_316_lociStitched	chr1(.):16825876-16826398	1.2346
1_MACS_peak_317_lociStitched	chr1(.):16832552-16832874	2.2789
1_MACS_peak_319_lociStitched	chr1(.):16939395-16940595	2.5715
1_MACS_peak_320_lociStitched	chr1(.):16969416-16972189	5.0938
2_MACS_peak_321_lociStitched	chr1(.):16992518-16994211	5.7898
1_MACS_peak_323_lociStitched	chr1(.):17012447-17012803	1.7323
2_MACS_peak_324_lociStitched	chr1(.):17066321-17068209	5.2726
1_MACS_peak_326_lociStitched	chr1(.):17098692-17099403	1.9107
2_MACS_peak_327_lociStitched	chr1(.):17221775-17223661	4.2743
2_MACS_peak_329_lociStitched	chr1(.):17229521-17233283	4.1987
2_MACS_peak_331_lociStitched	chr1(.):17239966-17241574	2.3474
1_MACS_peak_333_lociStitched	chr1(.):17287547-17288050	1.5363
1_MACS_peak_334_lociStitched	chr1(.):17306712-17307115	0.9435
1_MACS_peak_335_lociStitched	chr1(.):17345605-17346187	1.3584
1_MACS_peak_336_lociStitched	chr1(.):17354347-17354740	1.6149
2_MACS_peak_337_lociStitched	chr1(.):17356230-17357777	1.4797
2_MACS_peak_339_lociStitched	chr1(.):17371071-17372727	1.2213
1_MACS_peak_341_lociStitched	chr1(.):17379599-17380687	2.9795
2_MACS_peak_342_lociStitched	chr1(.):17764277-17766262	2.654
1_MACS_peak_344_lociStitched	chr1(.):18609950-18610288	1.0455
2_MACS_peak_345_lociStitched	chr1(.):19228509-19229870	2.479
2_MACS_peak_347_lociStitched	chr1(.):19252649-19255141	2.4501
1_MACS_peak_349_lociStitched	chr1(.):19276529-19278772	2.6183
3_MACS_peak_350_lociStitched	chr1(.):19281867-19284119	1.7086
1_MACS_peak_353_lociStitched	chr1(.):19412340-19412827	1.5708
1_MACS_peak_354_lociStitched	chr1(.):19535903-19538266	3.4303
2_MACS_peak_355_lociStitched	chr1(.):19566875-19567729	1.1861
1_MACS_peak_357_lociStitched	chr1(.):19577133-19579410	5.327
2_MACS_peak_358_lociStitched	chr1(.):19637978-19639500	2.9682
2_MACS_peak_360_lociStitched	chr1(.):19810665-19813595	3.3992
1_MACS_peak_362_lociStitched	chr1(.):19922465-19924789	4.8109
1_MACS_peak_363_lociStitched	chr1(.):20125566-20127309	2.744
1_MACS_peak_364_lociStitched	chr1(.):20208845-20209705	3.1602
2_MACS_peak_365_lociStitched	chr1(.):20445610-20446680	1.0914
1_MACS_peak_367_lociStitched	chr1(.):20452791-20453195	1.4123
1_MACS_peak_368_lociStitched	chr1(.):20478435-20478902	1.1978
1_MACS_peak_369_lociStitched	chr1(.):20833526-20835095	3.1439
1_MACS_peak_370_lociStitched	chr1(.):20960000-20960553	1.6516
1_MACS_peak_371_lociStitched	chr1(.):20987243-20988754	3.1908
1_MACS_peak_372_lociStitched	chr1(.):21059659-21060334	1.6287
2_MACS_peak_373_lociStitched	chr1(.):21112131-21115193	4.2967
3_MACS_peak_375_lociStitched	chr1(.):21502287-21503944	2.225
1_MACS_peak_378_lociStitched	chr1(.):21595056-21595538	1.3134
1_MACS_peak_379_lociStitched	chr1(.):21615681-21617376	2.115
1_MACS_peak_380_lociStitched	chr1(.):21618510-21622730	3.1868
1_MACS_peak_381_lociStitched	chr1(.):21660398-21662078	2.1274
2_MACS_peak_382_lociStitched	chr1(.):21671201-21672776	1.723
1_MACS_peak_384_lociStitched	chr1(.):21766610-21767328	1.2023
2_MACS_peak_385_lociStitched	chr1(.):22106449-22110839	3.7481
2_MACS_peak_387_lociStitched	chr1(.):22117304-22119182	3.3229
1_MACS_peak_389_lociStitched	chr1(.):22140627-22141202	1.8566
1_MACS_peak_390_lociStitched	chr1(.):22178913-22179496	1.3227
1_MACS_peak_391_lociStitched	chr1(.):22191471-22193625	2.3075
1_MACS_peak_392_lociStitched	chr1(.):22263924-22264435	1.44
2_MACS_peak_393_lociStitched	chr1(.):22350655-22353383	3.7618
1_MACS_peak_395_lociStitched	chr1(.):22365740-22367182	2.4448
1_MACS_peak_396_lociStitched	chr1(.):22378523-22380475	3.065
3_MACS_peak_397_lociStitched	chr1(.):22745180-22747390	1.4001
1_MACS_peak_400_lociStitched	chr1(.):22755362-22755843	1.5294
1_MACS_peak_401_lociStitched	chr1(.):22778285-22779335	2.6367
1_MACS_peak_402_lociStitched	chr1(.):23302643-23303115	1.4945
2_MACS_peak_403_lociStitched	chr1(.):23345161-23346988	3.1422
1_MACS_peak_405_lociStitched	chr1(.):23669823-23671686	4.8642
1_MACS_peak_406_lociStitched	chr1(.):23694265-23696208	2.7589
2_MACS_peak_407_lociStitched	chr1(.):23850277-23858650	5.3742
1_MACS_peak_409_lociStitched	chr1(.):23866019-23866399	1.1529
1_MACS_peak_410_lociStitched	chr1(.):23880806-23881476	2.0361
2_MACS_peak_411_lociStitched	chr1(.):23884641-23885979	1.1186
2_MACS_peak_413_lociStitched	chr1(.):23938069-23939186	1.2423
1_MACS_peak_415_lociStitched	chr1(.):23939720-23940237	1.6789
2_MACS_peak_416_lociStitched	chr1(.):23945747-23946941	1.0492
1_MACS_peak_418_lociStitched	chr1(.):24018133-24019392	3.0339
2_MACS_peak_419_lociStitched	chr1(.):24069347-24071293	2.7221
2_MACS_peak_421_lociStitched	chr1(.):24103944-24105727	2.8792
1_MACS_peak_423_lociStitched	chr1(.):24116927-24118452	2.9348
2_MACS_peak_424_lociStitched	chr1(.):24126268-24127951	2.3649
1_MACS_peak_426_lociStitched	chr1(.):24151122-24153188	2.7656
1_MACS_peak_427_lociStitched	chr1(.):24181576-24182139	1.9084
2_MACS_peak_428_lociStitched	chr1(.):24194150-24195416	1.6789
2_MACS_peak_430_lociStitched	chr1(.):24281314-24282448	1.5542
1_MACS_peak_432_lociStitched	chr1(.):24284660-24287614	4.9845
1_MACS_peak_433_lociStitched	chr1(.):24305857-24307696	6.0515
2_MACS_peak_434_lociStitched	chr1(.):24477257-24478308	1.1998
1_MACS_peak_436_lociStitched	chr1(.):24513415-24514460	1.7878
2_MACS_peak_437_lociStitched	chr1(.):24515204-24518016	2.0214
2_MACS_peak_439_lociStitched	chr1(.):24528959-24531113	1.8428
2_MACS_peak_441_lociStitched	chr1(.):24648107-24649630	2.2335
1_MACS_peak_443_lociStitched	chr1(.):24711004-24711636	1.3202
1_MACS_peak_444_lociStitched	chr1(.):24718181-24719292	1.7089
1_MACS_peak_445_lociStitched	chr1(.):24739625-24740407	2.1528
2_MACS_peak_446_lociStitched	chr1(.):24741347-24743315	1.9468
1_MACS_peak_448_lociStitched	chr1(.):24828753-24829238	2.0681
1_MACS_peak_449_lociStitched	chr1(.):24861654-24862038	1.4923
1_MACS_peak_450_lociStitched	chr1(.):24968256-24970908	3.9938
1_MACS_peak_451_lociStitched	chr1(.):25030992-25033038	2.5531
1_MACS_peak_452_lociStitched	chr1(.):25053545-25054216	1.6529
4_MACS_peak_453_lociStitched	chr1(.):25070168-25076877	2.691
1_MACS_peak_457_lociStitched	chr1(.):25174664-25175420	1.7961
2_MACS_peak_458_lociStitched	chr1(.):25252955-25257603	2.8791
1_MACS_peak_460_lociStitched	chr1(.):25291829-25292273	1.4408
2_MACS_peak_461_lociStitched	chr1(.):25347606-25350178	2.2855
1_MACS_peak_463_lociStitched	chr1(.):25558214-25560145	3.6739
1_MACS_peak_464_lociStitched	chr1(.):25562632-25564225	1.6779
1_MACS_peak_465_lociStitched	chr1(.):25565447-25567487	2.6369
2_MACS_peak_466_lociStitched	chr1(.):25572659-25574847	3.536
1_MACS_peak_468_lociStitched	chr1(.):25593382-25594398	2.5264
2_MACS_peak_469_lociStitched	chr1(.):25663378-25665569	4.2221
4_MACS_peak_471_lociStitched	chr1(.):25756262-25758373	2.4822
1_MACS_peak_475_lociStitched	chr1(.):25798683-25799201	1.1503
1_MACS_peak_476_lociStitched	chr1(.):25870084-25871590	2.0243
2_MACS_peak_477_lociStitched	chr1(.):25874051-25877516	3.1539
2_MACS_peak_479_lociStitched	chr1(.):25888040-25889884	1.5435
1_MACS_peak_481_lociStitched	chr1(.):26145962-26147750	2.5304
2_MACS_peak_482_lociStitched	chr1(.):26185100-26186385	3.0096
1_MACS_peak_484_lociStitched	chr1(.):26199465-26199983	1.323
2_MACS_peak_485_lociStitched	chr1(.):26201475-26202638	1.2846
2_MACS_peak_487_lociStitched	chr1(.):26231222-26233587	3.3801
2_MACS_peak_489_lociStitched	chr1(.):26323585-26325341	1.5452
3_MACS_peak_491_lociStitched	chr1(.):26436978-26441188	2.2654
2_MACS_peak_494_lociStitched	chr1(.):26446019-26447197	1.2049
1_MACS_peak_496_lociStitched	chr1(.):26495969-26497231	2.7336
2_MACS_peak_497_lociStitched	chr1(.):26559979-26561715	2.5357
1_MACS_peak_499_lociStitched	chr1(.):26606113-26606908	1.7386
2_MACS_peak_500_lociStitched	chr1(.):26632604-26633816	1.5766
1_MACS_peak_502_lociStitched	chr1(.):26642099-26642394	0.8563
1_MACS_peak_503_lociStitched	chr1(.):26663315-26663678	1.3548
1_MACS_peak_504_lociStitched	chr1(.):26758740-26759551	2.1555
1_MACS_peak_505_lociStitched	chr1(.):26773975-26774652	2.0137
1_MACS_peak_506_lociStitched	chr1(.):26798379-26799667	5.217
1_MACS_peak_507_lociStitched	chr1(.):26826496-26828322	4.4689
1_MACS_peak_508_lociStitched	chr1(.):26855746-26856115	1.2775
1_MACS_peak_509_lociStitched	chr1(.):26867899-26868482	1.8035
1_MACS_peak_510_lociStitched	chr1(.):26872305-26872826	1.4804
1_MACS_peak_511_lociStitched	chr1(.):26946049-26948520	4.195
8_MACS_peak_512_lociStitched	chr1(.):27018597-27029304	3.1468
3_MACS_peak_520_lociStitched	chr1(.):27069533-27071940	1.774
1_MACS_peak_523_lociStitched	chr1(.):27113749-27115778	3.7576
2_MACS_peak_524_lociStitched	chr1(.):27152562-27153769	1.2273
1_MACS_peak_526_lociStitched	chr1(.):27159396-27161102	2.2156
2_MACS_peak_527_lociStitched	chr1(.):27164751-27166223	1.7604
2_MACS_peak_529_lociStitched	chr1(.):27189451-27193155	2.9558
1_MACS_peak_531_lociStitched	chr1(.):27215882-27216952	3.0312
1_MACS_peak_532_lociStitched	chr1(.):27226214-27227604	2.7578
1_MACS_peak_533_lociStitched	chr1(.):27248152-27248995	3.5416
1_MACS_peak_534_lociStitched	chr1(.):27286186-27287237	1.8883
1_MACS_peak_535_lociStitched	chr1(.):27339503-27339986	1.5057
1_MACS_peak_536_lociStitched	chr1(.):27376432-27376880	1.371
2_MACS_peak_537_lociStitched	chr1(.):27481175-27482091	1.2381
1_MACS_peak_539_lociStitched	chr1(.):27560997-27561945	1.4446
1_MACS_peak_540_lociStitched	chr1(.):27648618-27649569	3.7435
1_MACS_peak_541_lociStitched	chr1(.):27668429-27669146	1.1844
1_MACS_peak_542_lociStitched	chr1(.):27691449-27691989	1.3307
1_MACS_peak_543_lociStitched	chr1(.):27692708-27693476	1.501
1_MACS_peak_544_lociStitched	chr1(.):27719183-27719605	1.1095
1_MACS_peak_545_lociStitched	chr1(.):27744435-27745201	1.8235
5_MACS_peak_546_lociStitched	chr1(.):27760861-27766502	1.8304
2_MACS_peak_551_lociStitched	chr1(.):27815653-27817553	4.4282
1_MACS_peak_553_lociStitched	chr1(.):27818412-27819040	1.5497
2_MACS_peak_554_lociStitched	chr1(.):27826541-27827612	1.7714
2_MACS_peak_556_lociStitched	chr1(.):27853898-27855464	2.8075
2_MACS_peak_558_lociStitched	chr1(.):27882213-27884065	1.7021
2_MACS_peak_560_lociStitched	chr1(.):27929683-27930790	1.7756
2_MACS_peak_562_lociStitched	chr1(.):27985486-27987364	1.7751
2_MACS_peak_564_lociStitched	chr1(.):28051422-28053447	2.0977
3_MACS_peak_566_lociStitched	chr1(.):28098339-28100948	2.3583
1_MACS_peak_569_lociStitched	chr1(.):28156601-28158089	2.8972
1_MACS_peak_570_lociStitched	chr1(.):28195100-28196702	3.1435
1_MACS_peak_571_lociStitched	chr1(.):28199023-28203719	3.8263
1_MACS_peak_572_lociStitched	chr1(.):28213380-28219623	2.747
2_MACS_peak_573_lociStitched	chr1(.):28240345-28241764	3.031
1_MACS_peak_575_lociStitched	chr1(.):28261312-28262099	1.407
1_MACS_peak_576_lociStitched	chr1(.):28285583-28286910	2.0315
1_MACS_peak_577_lociStitched	chr1(.):28396109-28396739	1.6175
3_MACS_peak_578_lociStitched	chr1(.):28414087-28415870	2.6087
2_MACS_peak_581_lociStitched	chr1(.):28473130-28475713	3.2349
