GENE_ID	locusLine	bin_1_16_0EX2_0229Kronos_MM1S-KB-3hr-2_H3K27Ac_hs-dm_i29.bam
1_MACS_peak_136_lociStitched	chr1(.):10516159-10518060	1.372
2_MACS_peak_137_lociStitched	chr1(.):10531791-10536131	1.1607
1_MACS_peak_139_lociStitched	chr1(.):10554536-10556052	0.8002
1_MACS_peak_140_lociStitched	chr1(.):10999553-11000573	0.6101
1_MACS_peak_141_lociStitched	chr1(.):11071476-11073804	3.7752
1_MACS_peak_142_lociStitched	chr1(.):11118653-11121440	1.4341
1_MACS_peak_143_lociStitched	chr1(.):11158861-11160617	2.2066
1_MACS_peak_144_lociStitched	chr1(.):11286984-11288086	0.7693
1_MACS_peak_145_lociStitched	chr1(.):11321713-11323397	1.3199
1_MACS_peak_146_lociStitched	chr1(.):11333162-11334411	3.6483
1_MACS_peak_147_lociStitched	chr1(.):11538727-11539726	1.9633
2_MACS_peak_148_lociStitched	chr1(.):11623371-11631235	0.8381
2_MACS_peak_150_lociStitched	chr1(.):11714078-11715518	0.5231
1_MACS_peak_152_lociStitched	chr1(.):11723591-11725259	0.8549
1_MACS_peak_153_lociStitched	chr1(.):11740398-11742259	1.4937
1_MACS_peak_154_lociStitched	chr1(.):11795726-11798053	1.7275
1_MACS_peak_155_lociStitched	chr1(.):11842998-11845696	1.7756
1_MACS_peak_156_lociStitched	chr1(.):11864776-11867545	2.7714
1_MACS_peak_157_lociStitched	chr1(.):11967649-11970622	5.8757
1_MACS_peak_158_lociStitched	chr1(.):11984305-11987436	0.9783
1_MACS_peak_159_lociStitched	chr1(.):11994032-11995538	0.8183
1_MACS_peak_160_lociStitched	chr1(.):12039433-12041416	2.3318
1_MACS_peak_161_lociStitched	chr1(.):12078820-12080547	1.1579
2_MACS_peak_162_lociStitched	chr1(.):12106896-12113011	0.7601
2_MACS_peak_164_lociStitched	chr1(.):12221163-12227641	0.8181
1_MACS_peak_166_lociStitched	chr1(.):12233853-12234570	0.4647
1_MACS_peak_167_lociStitched	chr1(.):12270202-12271503	0.5779
1_MACS_peak_168_lociStitched	chr1(.):12289745-12291469	0.948
1_MACS_peak_169_lociStitched	chr1(.):12404097-12406118	0.5464
1_MACS_peak_170_lociStitched	chr1(.):12495262-12496604	0.7101
1_MACS_peak_171_lociStitched	chr1(.):12508964-12510361	0.5968
1_MACS_peak_172_lociStitched	chr1(.):12897273-12898134	0.4484
1_MACS_peak_173_lociStitched	chr1(.):13824727-13825884	0.6119
1_MACS_peak_174_lociStitched	chr1(.):14026109-14027084	0.6273
1_MACS_peak_175_lociStitched	chr1(.):14056541-14058399	2.6114
1_MACS_peak_176_lociStitched	chr1(.):14074857-14077131	1.8707
1_MACS_peak_177_lociStitched	chr1(.):14155262-14156404	0.7935
1_MACS_peak_178_lociStitched	chr1(.):14237506-14239527	0.7936
2_MACS_peak_179_lociStitched	chr1(.):14246875-14254243	0.698
1_MACS_peak_181_lociStitched	chr1(.):14271999-14273386	0.7455
1_MACS_peak_182_lociStitched	chr1(.):14293470-14295158	0.7396
1_MACS_peak_183_lociStitched	chr1(.):14329651-14330769	0.5112
2_MACS_peak_184_lociStitched	chr1(.):14336296-14344471	0.8573
1_MACS_peak_186_lociStitched	chr1(.):14362381-14367578	2.9125
1_MACS_peak_187_lociStitched	chr1(.):14463442-14464775	0.5771
2_MACS_peak_188_lociStitched	chr1(.):14500919-14508749	1.099
1_MACS_peak_190_lociStitched	chr1(.):14687161-14688416	0.6439
1_MACS_peak_191_lociStitched	chr1(.):14695608-14697149	0.9054
1_MACS_peak_192_lociStitched	chr1(.):15150582-15151678	0.5186
1_MACS_peak_193_lociStitched	chr1(.):15160851-15164441	6.7919
2_MACS_peak_194_lociStitched	chr1(.):15202712-15209222	0.3825
1_MACS_peak_196_lociStitched	chr1(.):15482358-15483388	0.5653
3_MACS_peak_197_lociStitched	chr1(.):15499814-15506489	0.748
1_MACS_peak_200_lociStitched	chr1(.):15557702-15559121	0.6382
2_MACS_peak_201_lociStitched	chr1(.):15584310-15588559	0.3219
1_MACS_peak_203_lociStitched	chr1(.):15735772-15737405	0.6954
2_MACS_peak_204_lociStitched	chr1(.):15849990-15854349	1.1798
1_MACS_peak_206_lociStitched	chr1(.):15897259-15899514	2.2297
2_MACS_peak_207_lociStitched	chr1(.):15905023-15912122	1.5427
1_MACS_peak_209_lociStitched	chr1(.):15942547-15945787	1.8272
1_MACS_peak_210_lociStitched	chr1(.):16009985-16012117	1.2714
1_MACS_peak_211_lociStitched	chr1(.):16022820-16025064	2.1957
1_MACS_peak_212_lociStitched	chr1(.):16159972-16163522	7.942
2_MACS_peak_213_lociStitched	chr1(.):16173116-16178930	2.0152
1_MACS_peak_215_lociStitched	chr1(.):16212354-16213249	0.4544
1_MACS_peak_216_lociStitched	chr1(.):16301425-16303327	0.9147
1_MACS_peak_217_lociStitched	chr1(.):16399882-16400932	0.5673
1_MACS_peak_218_lociStitched	chr1(.):16532497-16534194	1.1311
1_MACS_peak_219_lociStitched	chr1(.):16562557-16564394	1.4193
1_MACS_peak_220_lociStitched	chr1(.):16677515-16679849	1.5669
1_MACS_peak_221_lociStitched	chr1(.):16692814-16695396	3.6998
1_MACS_peak_222_lociStitched	chr1(.):16766675-16771484	1.6683
1_MACS_peak_223_lociStitched	chr1(.):16825041-16825889	0.4823
1_MACS_peak_224_lociStitched	chr1(.):16832139-16833109	2.3266
1_MACS_peak_226_lociStitched	chr1(.):16938561-16940923	1.6015
1_MACS_peak_227_lociStitched	chr1(.):16969430-16972546	6.8165
1_MACS_peak_228_lociStitched	chr1(.):16985115-16986021	0.907
1_MACS_peak_229_lociStitched	chr1(.):16991918-16994546	22.2205
1_MACS_peak_230_lociStitched	chr1(.):17011948-17012877	0.5293
1_MACS_peak_231_lociStitched	chr1(.):17065656-17068543	20.5806
1_MACS_peak_232_lociStitched	chr1(.):17074496-17075334	2.1389
2_MACS_peak_233_lociStitched	chr1(.):17221347-17233430	7.7583
1_MACS_peak_235_lociStitched	chr1(.):17239903-17241613	1.1777
1_MACS_peak_236_lociStitched	chr1(.):17286651-17288152	0.9389
1_MACS_peak_237_lociStitched	chr1(.):17337654-17338403	0.4092
1_MACS_peak_238_lociStitched	chr1(.):17345273-17346298	0.5522
1_MACS_peak_239_lociStitched	chr1(.):17379478-17381000	1.5872
2_MACS_peak_240_lociStitched	chr1(.):17763462-17768820	1.1994
1_MACS_peak_242_lociStitched	chr1(.):17803747-17804818	0.4727
1_MACS_peak_243_lociStitched	chr1(.):19228274-19230085	3.1079
1_MACS_peak_244_lociStitched	chr1(.):19252329-19255135	4.9644
3_MACS_peak_245_lociStitched	chr1(.):19276722-19283968	0.63
1_MACS_peak_248_lociStitched	chr1(.):19535501-19538358	2.3383
1_MACS_peak_249_lociStitched	chr1(.):19577230-19579399	3.4521
1_MACS_peak_250_lociStitched	chr1(.):19637600-19639761	1.5976
1_MACS_peak_251_lociStitched	chr1(.):19810628-19813480	1.7569
1_MACS_peak_252_lociStitched	chr1(.):19821685-19823074	0.74
1_MACS_peak_253_lociStitched	chr1(.):19922405-19924634	3.7264
1_MACS_peak_254_lociStitched	chr1(.):20085001-20086406	0.521
1_MACS_peak_255_lociStitched	chr1(.):20125545-20127610	1.8083
1_MACS_peak_256_lociStitched	chr1(.):20141751-20143032	0.4563
1_MACS_peak_257_lociStitched	chr1(.):20208461-20209946	1.3188
1_MACS_peak_258_lociStitched	chr1(.):20404562-20405555	0.5529
1_MACS_peak_259_lociStitched	chr1(.):20415685-20416740	0.7419
1_MACS_peak_260_lociStitched	chr1(.):20833658-20835292	1.3347
1_MACS_peak_261_lociStitched	chr1(.):20959573-20961294	0.894
2_MACS_peak_262_lociStitched	chr1(.):20984532-20989014	1.0803
1_MACS_peak_264_lociStitched	chr1(.):21022801-21023752	0.5381
1_MACS_peak_265_lociStitched	chr1(.):21059018-21060563	0.7114
1_MACS_peak_266_lociStitched	chr1(.):21111706-21115015	3.0618
1_MACS_peak_267_lociStitched	chr1(.):21290685-21292028	0.8384
1_MACS_peak_268_lociStitched	chr1(.):21348185-21349977	2.1707
1_MACS_peak_269_lociStitched	chr1(.):21501922-21503773	0.7107
1_MACS_peak_270_lociStitched	chr1(.):21615664-21622743	4.7079
1_MACS_peak_271_lociStitched	chr1(.):21660066-21661706	1.1968
1_MACS_peak_272_lociStitched	chr1(.):21670906-21673016	0.809
1_MACS_peak_273_lociStitched	chr1(.):21765924-21767290	0.9338
2_MACS_peak_274_lociStitched	chr1(.):22026487-22031506	0.3906
1_MACS_peak_276_lociStitched	chr1(.):22107059-22110778	5.48
1_MACS_peak_277_lociStitched	chr1(.):22117514-22119243	1.6452
1_MACS_peak_278_lociStitched	chr1(.):22191468-22193879	2.5964
1_MACS_peak_279_lociStitched	chr1(.):22263883-22264552	0.3928
2_MACS_peak_280_lociStitched	chr1(.):22345220-22353416	2.0532
1_MACS_peak_282_lociStitched	chr1(.):22365546-22367494	1.9338
1_MACS_peak_283_lociStitched	chr1(.):22378393-22380711	1.7364
1_MACS_peak_284_lociStitched	chr1(.):22401208-22402007	0.5067
1_MACS_peak_285_lociStitched	chr1(.):22777766-22779704	1.6253
2_MACS_peak_286_lociStitched	chr1(.):22820229-22823552	1.3417
1_MACS_peak_288_lociStitched	chr1(.):22834137-22835755	0.6993
1_MACS_peak_289_lociStitched	chr1(.):23345374-23347018	0.979
1_MACS_peak_290_lociStitched	chr1(.):23494861-23495585	0.6905
1_MACS_peak_291_lociStitched	chr1(.):23668294-23672067	2.7671
1_MACS_peak_292_lociStitched	chr1(.):23694054-23696666	2.0465
1_MACS_peak_293_lociStitched	chr1(.):23849895-23858930	7.2252
2_MACS_peak_294_lociStitched	chr1(.):23880588-23886667	0.6521
4_MACS_peak_296_lociStitched	chr1(.):23937724-23954526	0.7693
1_MACS_peak_300_lociStitched	chr1(.):24017891-24019956	1.6658
1_MACS_peak_301_lociStitched	chr1(.):24069034-24072016	1.7446
1_MACS_peak_302_lociStitched	chr1(.):24104090-24105918	1.6528
1_MACS_peak_303_lociStitched	chr1(.):24116797-24118767	1.1295
1_MACS_peak_304_lociStitched	chr1(.):24125909-24128236	1.2933
1_MACS_peak_305_lociStitched	chr1(.):24151038-24152903	1.4664
1_MACS_peak_306_lociStitched	chr1(.):24180875-24182690	1.4226
1_MACS_peak_307_lociStitched	chr1(.):24193722-24195172	0.9638
1_MACS_peak_308_lociStitched	chr1(.):24246085-24247283	0.9469
3_MACS_peak_309_lociStitched	chr1(.):24281251-24292250	1.91
1_MACS_peak_312_lociStitched	chr1(.):24304911-24307928	3.3587
1_MACS_peak_313_lociStitched	chr1(.):24357672-24358206	0.7479
1_MACS_peak_314_lociStitched	chr1(.):24468584-24470060	1.0695
1_MACS_peak_315_lociStitched	chr1(.):24476702-24478951	1.8846
1_MACS_peak_316_lociStitched	chr1(.):24500461-24501192	0.3909
4_MACS_peak_317_lociStitched	chr1(.):24511905-24533755	3.4593
1_MACS_peak_321_lociStitched	chr1(.):24645546-24650313	3.189
1_MACS_peak_322_lociStitched	chr1(.):24676923-24678324	0.7184
2_MACS_peak_323_lociStitched	chr1(.):24710220-24720652	1.6486
2_MACS_peak_325_lociStitched	chr1(.):24739336-24743932	1.1228
1_MACS_peak_327_lociStitched	chr1(.):24807185-24808799	0.5732
1_MACS_peak_328_lociStitched	chr1(.):24827371-24830404	1.4443
1_MACS_peak_329_lociStitched	chr1(.):24861095-24862380	1.2113
1_MACS_peak_330_lociStitched	chr1(.):24967972-24971461	3.6123
1_MACS_peak_331_lociStitched	chr1(.):25020408-25021373	0.4798
2_MACS_peak_332_lociStitched	chr1(.):25048612-25054874	0.4656
1_MACS_peak_334_lociStitched	chr1(.):25069547-25076565	2.5577
1_MACS_peak_335_lociStitched	chr1(.):25174228-25175520	0.6609
1_MACS_peak_336_lociStitched	chr1(.):25254368-25257723	2.8273
1_MACS_peak_337_lociStitched	chr1(.):25290831-25292765	2.5702
1_MACS_peak_338_lociStitched	chr1(.):25347942-25350668	7.2574
1_MACS_peak_339_lociStitched	chr1(.):25363593-25364273	0.4947
4_MACS_peak_340_lociStitched	chr1(.):25557960-25574842	1.2091
1_MACS_peak_344_lociStitched	chr1(.):25592489-25595223	2.8909
1_MACS_peak_345_lociStitched	chr1(.):25663130-25666371	3.3374
1_MACS_peak_346_lociStitched	chr1(.):25756061-25758246	1.3413
3_MACS_peak_347_lociStitched	chr1(.):25793299-25800869	0.2891
2_MACS_peak_350_lociStitched	chr1(.):25869671-25877932	2.8996
1_MACS_peak_352_lociStitched	chr1(.):25886701-25890490	1.8799
3_MACS_peak_353_lociStitched	chr1(.):25942131-25947639	0.9989
1_MACS_peak_356_lociStitched	chr1(.):25958234-25959061	0.5403
1_MACS_peak_357_lociStitched	chr1(.):25967887-25970152	5.5125
1_MACS_peak_358_lociStitched	chr1(.):26001803-26003410	1.1264
1_MACS_peak_359_lociStitched	chr1(.):26145569-26148255	2.1584
1_MACS_peak_360_lociStitched	chr1(.):26185119-26186598	0.61
1_MACS_peak_361_lociStitched	chr1(.):26230796-26233334	1.8036
1_MACS_peak_362_lociStitched	chr1(.):26323038-26325562	1.9151
1_MACS_peak_363_lociStitched	chr1(.):26361353-26362965	0.561
3_MACS_peak_364_lociStitched	chr1(.):26436802-26453971	0.8468
1_MACS_peak_367_lociStitched	chr1(.):26496069-26497325	1.0979
1_MACS_peak_368_lociStitched	chr1(.):26503442-26504543	0.494
2_MACS_peak_369_lociStitched	chr1(.):26559632-26564743	1.131
1_MACS_peak_371_lociStitched	chr1(.):26578314-26580146	0.9056
2_MACS_peak_372_lociStitched	chr1(.):26601865-26607460	1.0291
1_MACS_peak_374_lociStitched	chr1(.):26613125-26614835	1.1368
1_MACS_peak_375_lociStitched	chr1(.):26632115-26634980	3.0052
1_MACS_peak_376_lociStitched	chr1(.):26758087-26759688	0.9632
1_MACS_peak_377_lociStitched	chr1(.):26797848-26800560	3.7014
1_MACS_peak_378_lociStitched	chr1(.):26826280-26828582	4.9013
1_MACS_peak_379_lociStitched	chr1(.):26855929-26857036	0.72
2_MACS_peak_380_lociStitched	chr1(.):26866053-26873235	1.4953
1_MACS_peak_382_lociStitched	chr1(.):26945820-26948679	7.121
1_MACS_peak_383_lociStitched	chr1(.):27018296-27030975	3.618
3_MACS_peak_384_lociStitched	chr1(.):27059726-27072654	1.3487
1_MACS_peak_387_lociStitched	chr1(.):27112552-27116265	5.7886
4_MACS_peak_388_lociStitched	chr1(.):27147012-27167254	0.9639
2_MACS_peak_392_lociStitched	chr1(.):27188679-27193370	4.6821
1_MACS_peak_394_lociStitched	chr1(.):27215611-27217579	2.202
1_MACS_peak_395_lociStitched	chr1(.):27225778-27227847	2.1788
1_MACS_peak_396_lociStitched	chr1(.):27247602-27249191	1.1955
1_MACS_peak_397_lociStitched	chr1(.):27286115-27287537	0.8876
1_MACS_peak_398_lociStitched	chr1(.):27463319-27464280	0.5665
1_MACS_peak_399_lociStitched	chr1(.):27481057-27482519	1.29
1_MACS_peak_400_lociStitched	chr1(.):27560371-27562805	0.8901
1_MACS_peak_401_lociStitched	chr1(.):27647961-27649886	1.8462
1_MACS_peak_402_lociStitched	chr1(.):27667760-27669159	0.7035
1_MACS_peak_403_lociStitched	chr1(.):27675385-27676386	0.708
1_MACS_peak_404_lociStitched	chr1(.):27692777-27693827	0.6306
1_MACS_peak_405_lociStitched	chr1(.):27718423-27719822	0.6859
1_MACS_peak_406_lociStitched	chr1(.):27744303-27745872	1.5231
2_MACS_peak_407_lociStitched	chr1(.):27761504-27766362	1.0615
2_MACS_peak_409_lociStitched	chr1(.):27814844-27819400	2.5971
1_MACS_peak_411_lociStitched	chr1(.):27883254-27884566	0.4197
1_MACS_peak_412_lociStitched	chr1(.):27929977-27930721	0.5738
1_MACS_peak_413_lociStitched	chr1(.):27985575-27987366	0.5731
1_MACS_peak_414_lociStitched	chr1(.):27998164-27999582	0.9985
1_MACS_peak_415_lociStitched	chr1(.):28051617-28053695	1.0212
1_MACS_peak_416_lociStitched	chr1(.):28098747-28100821	1.0955
1_MACS_peak_417_lociStitched	chr1(.):28156343-28158308	2.7825
1_MACS_peak_418_lociStitched	chr1(.):28217722-28218966	0.5571
1_MACS_peak_419_lociStitched	chr1(.):28240117-28241924	1.7928
1_MACS_peak_420_lociStitched	chr1(.):28285612-28287361	1.2339
2_MACS_peak_421_lociStitched	chr1(.):28352683-28362991	0.712
2_MACS_peak_423_lociStitched	chr1(.):28390247-28397422	0.2384
1_MACS_peak_425_lociStitched	chr1(.):28413697-28416022	1.9271
1_MACS_peak_426_lociStitched	chr1(.):28473874-28475387	0.7464
1_MACS_peak_427_lociStitched	chr1(.):28495329-28496696	0.5658
2_MACS_peak_428_lociStitched	chr1(.):28558648-28563763	1.33
1_MACS_peak_430_lociStitched	chr1(.):28570444-28577222	2.3791
1_MACS_peak_431_lociStitched	chr1(.):28585202-28587204	1.0384
1_MACS_peak_432_lociStitched	chr1(.):28654798-28656618	3.4761
1_MACS_peak_433_lociStitched	chr1(.):28695433-28697505	2.8583
1_MACS_peak_434_lociStitched	chr1(.):28763919-28765432	0.9452
2_MACS_peak_435_lociStitched	chr1(.):28831433-28846216	1.8078
1_MACS_peak_437_lociStitched	chr1(.):28878409-28881168	3.4143
3_MACS_peak_438_lociStitched	chr1(.):28903121-28914497	1.3561
2_MACS_peak_441_lociStitched	chr1(.):28924486-28929492	1.8894
1_MACS_peak_443_lociStitched	chr1(.):28957930-28959127	0.4918
2_MACS_peak_444_lociStitched	chr1(.):28968211-28976317	2.4826
1_MACS_peak_446_lociStitched	chr1(.):28994372-28996817	3.997
1_MACS_peak_447_lociStitched	chr1(.):29062344-29065104	2.9576
1_MACS_peak_448_lociStitched	chr1(.):29101238-29102453	0.7637
2_MACS_peak_449_lociStitched	chr1(.):29210783-29214771	1.1231
1_MACS_peak_451_lociStitched	chr1(.):29240067-29242496	1.2058
1_MACS_peak_452_lociStitched	chr1(.):29252498-29255648	1.2893
1_MACS_peak_453_lociStitched	chr1(.):29312588-29313715	0.5135
1_MACS_peak_454_lociStitched	chr1(.):29506656-29509773	4.2113
1_MACS_peak_455_lociStitched	chr1(.):29528423-29529810	0.7055
1_MACS_peak_456_lociStitched	chr1(.):29556652-29557862	0.7946
1_MACS_peak_457_lociStitched	chr1(.):30347432-30350755	0.826
1_MACS_peak_458_lociStitched	chr1(.):30901751-30902794	0.5627
1_MACS_peak_459_lociStitched	chr1(.):30995796-30997321	0.5704
2_MACS_peak_460_lociStitched	chr1(.):31190348-31192750	1.105
1_MACS_peak_462_lociStitched	chr1(.):31213923-31233236	5.2165
1_MACS_peak_463_lociStitched	chr1(.):31254998-31256151	0.8904
1_MACS_peak_464_lociStitched	chr1(.):31536397-31539401	2.6505
1_MACS_peak_465_lociStitched	chr1(.):31628046-31628708	0.5193
1_MACS_peak_466_lociStitched	chr1(.):31768453-31770859	2.3475
1_MACS_peak_467_lociStitched	chr1(.):31867098-31868293	0.5766
1_MACS_peak_468_lociStitched	chr1(.):31886057-31886829	0.4588
1_MACS_peak_469_lociStitched	chr1(.):31895566-31897142	0.5861
1_MACS_peak_470_lociStitched	chr1(.):31913974-31915535	0.9097
1_MACS_peak_471_lociStitched	chr1(.):31933482-31934378	0.4455
2_MACS_peak_472_lociStitched	chr1(.):31943877-31951360	1.2321
1_MACS_peak_474_lociStitched	chr1(.):31959511-31960544	0.5128
1_MACS_peak_475_lociStitched	chr1(.):31971240-31972243	0.6693
1_MACS_peak_476_lociStitched	chr1(.):32070823-32072346	0.9542
1_MACS_peak_477_lociStitched	chr1(.):32109393-32111565	2.6728
