#KMS12_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/KMS12_H3K27ac_ROSE/KMS12_H3K27ac_peaks_7KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by KMS12_jia.bam
#Using cutoff of 17074.902 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS12_jia.bam	enhancerRank	isSuper
1_MACS_peak_18918_lociStitched	chr8	126612257	126623211	1	10955	39810.1222	98	1
1_MACS_peak_3887_lociStitched	chr11	120205620	120217950	1	12331	39650.814	99	1
6_MACS_peak_3346_lociStitched	chr11	63992631	64019782	6	18229	39244.0554	100	1
1_MACS_peak_6456_lociStitched	chr15	56656260	56666725	1	10466	39243.75	101	1
1_MACS_peak_2521_lociStitched	chr10	89619751	89631329	1	11579	39059.5408	102	1
3_MACS_peak_7324_lociStitched	chr16	29815233	29834079	3	14977	38809.5678	103	1
5_MACS_peak_3017_lociStitched	chr11	10314690	10344703	5	16345	38776.796	104	1
1_MACS_peak_3227_lociStitched	chr11	58339243	58349623	1	10381	38370.708	105	1
4_MACS_peak_11380_lociStitched	chr2	112186088	112223603	4	25721	38370.342	106	1
5_MACS_peak_12511_lociStitched	chr20	52530702	52559638	5	19915	38178.1584	107	1
3_MACS_peak_14832_lociStitched	chr4	71526054	71554963	3	20038	38087.6075	108	1
3_MACS_peak_12498_lociStitched	chr20	52257423	52279719	3	15637	37749.3576	109	1
1_MACS_peak_16380_lociStitched	chr6	26020434	26034835	1	14402	37536.2065	110	1
2_MACS_peak_3898_lociStitched	chr11	122927577	122942567	2	13631	37479.497	111	1
3_MACS_peak_17646_lociStitched	chr7	45023344	45048162	3	16423	37420.5804	112	1
1_MACS_peak_18915_lociStitched	chr8	126440962	126449956	1	8995	37309.8102	113	1
3_MACS_peak_12996_lociStitched	chr22	23269357	23285777	3	15502	37296.388	114	1
2_MACS_peak_5911_lociStitched	chr14	89881873	89899375	2	11505	37260.0078	115	1
2_MACS_peak_1331_lociStitched	chr1	154966821	154979418	2	9967	36999.9084	116	1
1_MACS_peak_13218_lociStitched	chr22	38782811	38797762	1	14952	36937.9406	117	1
2_MACS_peak_11899_lociStitched	chr2	227697568	227710991	2	9428	36113.2392	118	1
1_MACS_peak_16766_lociStitched	chr6	45385940	45396700	1	10761	36029.86	119	1
5_MACS_peak_6987_lociStitched	chr16	2254473	2275538	5	12096	36010.6175	120	1
1_MACS_peak_16569_lociStitched	chr6	32934537	32941788	1	7252	35915.6532	121	1
3_MACS_peak_17952_lociStitched	chr7	102065201	102087181	3	14038	35869.162	122	1
1_MACS_peak_8442_lociStitched	chr17	43298198	43307533	1	9336	35822.129	123	1
4_MACS_peak_1299_lociStitched	chr1	153928990	153951879	4	13805	35555.7726	124	1
3_MACS_peak_18924_lociStitched	chr8	128567718	128594720	3	20296	35413.123	125	1
6_MACS_peak_17592_lociStitched	chr7	38374046	38408285	6	24751	35098.3989	126	1
3_MACS_peak_16199_lociStitched	chr6	217195	236759	3	14569	35074.3392	127	1
3_MACS_peak_9346_lociStitched	chr19	908617	928048	3	15439	35055.4671	128	1
3_MACS_peak_18761_lociStitched	chr8	98642543	98660589	3	10642	35023.6768	129	1
5_MACS_peak_13009_lociStitched	chr22	24178922	24200929	5	13196	34940.5139	130	1
3_MACS_peak_3966_lociStitched	chr11	131502698	131532880	3	18852	34836.0644	131	1
4_MACS_peak_10979_lociStitched	chr2	54777403	54810184	4	21015	34688.8542	132	1
1_MACS_peak_6405_lociStitched	chr15	50641508	50649949	1	8442	34662.9665	133	1
3_MACS_peak_2176_lociStitched	chr10	21803617	21824625	3	16738	34589.672	134	1
1_MACS_peak_9174_lociStitched	chr18	46472597	46480745	1	8149	34496.1876	135	1
1_MACS_peak_4293_lociStitched	chr12	46118204	46128434	1	10231	34430.088	136	1
3_MACS_peak_15282_lociStitched	chr4	186391653	186406448	3	11924	34362.867	137	1
1_MACS_peak_11754_lociStitched	chr2	201979505	201994721	1	15217	34340.9904	138	1
7_MACS_peak_4060_lociStitched	chr12	7045424	7081299	7	19267	33898.2875	139	1
1_MACS_peak_9201_lociStitched	chr18	48717655	48725480	1	7826	33752.355	140	1
2_MACS_peak_4512_lociStitched	chr12	57910810	57918446	2	7552	33748.8292	141	1
3_MACS_peak_1312_lociStitched	chr1	154373523	154393717	3	16089	33649.2622	142	1
7_MACS_peak_4520_lociStitched	chr12	58134982	58167422	7	15255	33513.764	143	1
5_MACS_peak_2439_lociStitched	chr10	74076690	74096089	5	12571	33416.7174	144	1
5_MACS_peak_8444_lociStitched	chr17	43372625	43395789	5	15576	33409.4372	145	1
2_MACS_peak_15632_lociStitched	chr5	87954189	87973734	2	18350	33255.8175	146	1
6_MACS_peak_10223_lociStitched	chr19	42027261	42070137	6	23390	33246.0504	147	1
7_MACS_peak_9736_lociStitched	chr19	12885675	12918414	7	17725	33167.8809	148	1
1_MACS_peak_18037_lociStitched	chr7	114561807	114574728	1	12922	33037.7049	149	1
1_MACS_peak_8418_lociStitched	chr17	42292725	42300459	1	7735	32915.1306	150	1
1_MACS_peak_8265_lociStitched	chr17	36856436	36863589	1	7154	32583.3456	151	1
4_MACS_peak_19016_lociStitched	chr8	145046964	145069629	4	13967	32556.006	152	1
2_MACS_peak_16412_lociStitched	chr6	26520312	26541139	2	14420	32415.1428	153	1
3_MACS_peak_8493_lociStitched	chr17	45725449	45742304	3	15012	32412.165	154	1
1_MACS_peak_8295_lociStitched	chr17	38015823	38025205	1	9383	32381.0348	155	1
5_MACS_peak_10144_lociStitched	chr19	39338005	39360850	5	12461	32200.0275	156	1
2_MACS_peak_13941_lociStitched	chr3	71105816	71117914	2	12096	32160.1134	157	1
3_MACS_peak_4881_lociStitched	chr12	120548112	120573112	3	14569	32087.5	158	1
2_MACS_peak_18573_lociStitched	chr8	54926006	54935973	2	9465	32055.8654	159	1
2_MACS_peak_5019_lociStitched	chr12	125397860	125413353	2	11516	31972.9041	160	1
1_MACS_peak_6533_lociStitched	chr15	65182963	65189827	1	6865	31951.92	161	1
2_MACS_peak_10433_lociStitched	chr19	49457208	49472126	2	9213	31948.3888	162	1
2_MACS_peak_3317_lociStitched	chr11	62597649	62610972	2	9584	31771.3581	163	1
2_MACS_peak_13445_lociStitched	chr3	4533526	4551181	2	12042	31741.9245	164	1
2_MACS_peak_3853_lociStitched	chr11	118304399	118321219	2	10385	31693.926	165	1
1_MACS_peak_7086_lociStitched	chr16	8157961	8167029	1	9069	31634.6248	166	1
2_MACS_peak_6094_lociStitched	chr14	105947142	105958623	2	8790	31604.8968	167	1
2_MACS_peak_14388_lociStitched	chr3	171804320	171827044	2	18663	31599.9944	168	1
1_MACS_peak_7799_lociStitched	chr17	1387477	1395731	1	8255	31550.915	169	1
6_MACS_peak_2920_lociStitched	chr11	795032	834138	6	17552	31472.5088	170	1
2_MACS_peak_13957_lociStitched	chr3	74872874	74890559	2	15144	31387.338	171	1
2_MACS_peak_12270_lociStitched	chr20	32987862	33005243	2	14830	31370.9669	172	1
4_MACS_peak_16509_lociStitched	chr6	31150547	31173116	4	16203	31321.2582	173	1
1_MACS_peak_5339_lociStitched	chr13	91993849	92003709	1	9861	31240.424	174	1
1_MACS_peak_17263_lociStitched	chr6	157096818	157105815	1	8998	31240.2831	175	1
2_MACS_peak_12602_lociStitched	chr20	62357847	62373712	2	12878	31203.282	176	1
2_MACS_peak_18274_lociStitched	chr7	150124006	150134701	2	9352	31182.342	177	1
3_MACS_peak_2983_lociStitched	chr11	7532032	7544652	3	12529	31051.51	178	1
6_MACS_peak_17206_lociStitched	chr6	144655329	144686421	6	18938	30930.3216	179	1
3_MACS_peak_13060_lociStitched	chr22	29186337	29199759	3	12705	30922.9458	180	1
3_MACS_peak_17904_lociStitched	chr7	100020575	100034931	3	7557	30833.8168	181	1
5_MACS_peak_14376_lociStitched	chr3	170956793	170989670	5	16732	30779.4474	182	1
2_MACS_peak_7001_lociStitched	chr16	2555869	2571373	2	11775	30742.8816	183	1
2_MACS_peak_4184_lociStitched	chr12	25203761	25217469	2	10438	30710.0324	184	1
2_MACS_peak_3971_lociStitched	chr11	132215040	132233261	2	12820	30698.7408	185	1
1_MACS_peak_2892_lociStitched	chr11	267527	271929	1	4403	30696.9068	186	1
2_MACS_peak_17636_lociStitched	chr7	44661412	44680685	2	17237	30582.3964	187	1
4_MACS_peak_16178_lociStitched	chr5	180228965	180248962	4	17620	30551.4166	188	1
2_MACS_peak_3784_lociStitched	chr11	109816260	109830267	2	9283	30540.8628	189	1
2_MACS_peak_18804_lociStitched	chr8	102211372	102220271	2	8845	30293.9758	190	1
3_MACS_peak_1275_lociStitched	chr1	152001078	152021739	3	11682	30280.7616	191	1
2_MACS_peak_14835_lociStitched	chr4	71567070	71581430	2	13846	30234.98	192	1
1_MACS_peak_3825_lociStitched	chr11	115089902	115097342	1	7441	30181.104	193	1
3_MACS_peak_2434_lociStitched	chr10	74018800	74036394	3	11161	30175.4694	194	1
1_MACS_peak_15409_lociStitched	chr5	32529503	32543677	1	14175	30150.9328	195	1
3_MACS_peak_9767_lociStitched	chr19	13259573	13279413	3	14446	30123.072	196	1
4_MACS_peak_15755_lociStitched	chr5	118667162	118693115	4	17671	30121.0518	197	1
1_MACS_peak_6257_lociStitched	chr15	40225142	40233897	1	8756	29879.9395	198	1
4_MACS_peak_5868_lociStitched	chr14	77487951	77508177	4	16632	29855.5986	199	1
1_MACS_peak_2883_lociStitched	chr10	135201043	135209207	1	8165	29845.1348	200	1
2_MACS_peak_12038_lociStitched	chr20	379817	391238	2	11338	29720.8683	201	1
2_MACS_peak_18115_lociStitched	chr7	128572561	128582514	2	9479	29626.0998	202	1
5_MACS_peak_3620_lociStitched	chr11	75508187	75537312	5	16516	29570.6125	203	1
5_MACS_peak_13421_lociStitched	chr22	50962475	50987731	5	13359	29357.5744	204	1
1_MACS_peak_8289_lociStitched	chr17	37909104	37915242	1	6139	29344.5504	205	1
2_MACS_peak_704_lociStitched	chr1	51425014	51449926	2	19879	29201.8464	206	1
1_MACS_peak_3948_lociStitched	chr11	129870446	129875198	1	4753	29120.7312	207	1
5_MACS_peak_13265_lociStitched	chr22	39823315	39845772	5	17581	29034.6553	208	1
3_MACS_peak_3589_lociStitched	chr11	73489487	73500695	3	9579	29007.4248	209	1
1_MACS_peak_15886_lociStitched	chr5	138719980	138729772	1	9793	28999.008	210	1
5_MACS_peak_2894_lociStitched	chr11	303410	333415	5	20352	28936.822	211	1
1_MACS_peak_11129_lociStitched	chr2	70309989	70317161	1	7173	28832.8744	212	1
1_MACS_peak_5369_lociStitched	chr13	103243263	103252844	1	9582	28820.6061	213	1
2_MACS_peak_16632_lociStitched	chr6	35685117	35700811	2	11848	28782.796	214	1
2_MACS_peak_2328_lociStitched	chr10	54004780	54021338	2	13484	28772.8366	215	1
3_MACS_peak_11080_lociStitched	chr2	65155892	65174542	3	12268	28696.755	216	1
3_MACS_peak_6213_lociStitched	chr15	31636039	31654642	3	14023	28691.4069	217	1
1_MACS_peak_6212_lociStitched	chr15	31615319	31622774	1	7456	28667.457	218	1
1_MACS_peak_18565_lociStitched	chr8	52808782	52817117	1	8336	28624.8905	219	1
1_MACS_peak_18800_lociStitched	chr8	101961220	101967224	1	6005	28582.6424	220	1
2_MACS_peak_4722_lociStitched	chr12	104317919	104327969	2	9865	28540.995	221	1
3_MACS_peak_12429_lociStitched	chr20	46114276	46133676	3	14278	28473.38	222	1
2_MACS_peak_9762_lociStitched	chr19	13204790	13217432	2	10426	28457.142	223	1
3_MACS_peak_9311_lociStitched	chr18	75190380	75209008	3	11472	28456.1328	224	1
1_MACS_peak_12158_lociStitched	chr20	17944803	17954996	1	10194	28417.0647	225	1
3_MACS_peak_4490_lociStitched	chr12	57021945	57040802	3	13194	28392.9849	226	1
2_MACS_peak_8123_lociStitched	chr17	27218651	27230791	2	10512	28379.678	227	1
1_MACS_peak_3933_lociStitched	chr11	126333456	126338899	1	5444	28342.2453	228	1
4_MACS_peak_3250_lociStitched	chr11	60671694	60692938	4	14075	28203.5344	229	1
2_MACS_peak_20451_lociStitched	chrX	129298434	129311265	2	10486	28169.1774	230	1
4_MACS_peak_16852_lociStitched	chr6	74159036	74182678	4	14015	28112.7022	231	1
2_MACS_peak_17558_lociStitched	chr7	32766573	32786632	2	15004	28050.5056	232	1
2_MACS_peak_9315_lociStitched	chr18	75332592	75345845	2	9167	27965.1553	233	1
2_MACS_peak_18272_lociStitched	chr7	150100078	150113160	2	6224	27960.1586	234	1
4_MACS_peak_3477_lociStitched	chr11	66867085	66891613	4	13332	27934.9392	235	1
4_MACS_peak_3303_lociStitched	chr11	62431381	62448926	4	12537	27856.1965	236	1
3_MACS_peak_18729_lociStitched	chr8	93020212	93034386	3	12993	27840.5708	237	1
3_MACS_peak_16711_lociStitched	chr6	42738170	42752386	3	10819	27810.7608	238	1
1_MACS_peak_4298_lociStitched	chr12	46658960	46665062	1	6103	27806.814	239	1
4_MACS_peak_15028_lociStitched	chr4	113199302	113224430	4	14658	27773.9784	240	1
1_MACS_peak_12425_lociStitched	chr20	46038262	46047394	1	9133	27744.8424	241	1
4_MACS_peak_3410_lociStitched	chr11	65306697	65326897	4	12506	27740.66	242	1
1_MACS_peak_14877_lociStitched	chr4	78735668	78745256	1	9589	27720.8256	243	1
3_MACS_peak_12495_lociStitched	chr20	52225149	52241297	3	9167	27671.2128	244	1
2_MACS_peak_17515_lociStitched	chr7	26191036	26208235	2	10742	27631.9134	245	1
2_MACS_peak_1435_lociStitched	chr1	161144585	161157736	2	11465	27589.4829	246	1
3_MACS_peak_16539_lociStitched	chr6	31783438	31805424	3	16443	27550.6566	247	1
2_MACS_peak_16267_lociStitched	chr6	7134633	7157329	2	19365	27537.0568	248	1
2_MACS_peak_18927_lociStitched	chr8	128745884	128762172	2	10978	27523.4624	249	1
1_MACS_peak_15134_lociStitched	chr4	144272711	144283633	1	10923	27492.8584	250	1
3_MACS_peak_5821_lociStitched	chr14	74224055	74241914	3	14344	27458.2125	251	1
2_MACS_peak_3275_lociStitched	chr11	61593489	61603630	2	9851	27444.5883	252	1
2_MACS_peak_16392_lociStitched	chr6	26268930	26287514	2	11634	27240.4272	253	1
2_MACS_peak_7128_lociStitched	chr16	11821510	11837869	2	14257	27146.1246	254	1
1_MACS_peak_17517_lociStitched	chr7	26236858	26245124	1	8267	27068.6702	255	1
2_MACS_peak_18929_lociStitched	chr8	128800196	128814372	2	10426	27056.3136	256	1
5_MACS_peak_8303_lociStitched	chr17	38251847	38281400	5	15265	27032.1291	257	1
2_MACS_peak_18919_lociStitched	chr8	126645750	126661989	2	12429	26989.218	258	1
4_MACS_peak_7024_lociStitched	chr16	3054081	3074911	4	10444	26972.767	259	1
3_MACS_peak_4886_lociStitched	chr12	120627204	120640665	3	13335	26940.8454	260	1
1_MACS_peak_6881_lociStitched	chr15	93442656	93452375	1	9720	26935.2366	261	1
2_MACS_peak_15249_lociStitched	chr4	185200893	185210994	2	10050	26799.9732	262	1
8_MACS_peak_9645_lociStitched	chr19	10512847	10543714	8	21664	26740.0821	263	1
3_MACS_peak_12596_lociStitched	chr20	62256911	62274659	3	10087	26721.3888	264	1
3_MACS_peak_1708_lociStitched	chr1	203255634	203277788	3	13706	26578.1538	265	1
1_MACS_peak_18080_lociStitched	chr7	123385082	123397594	1	12513	26527.9424	266	1
2_MACS_peak_4311_lociStitched	chr12	48201098	48215091	2	11190	26445.3707	267	1
3_MACS_peak_10397_lociStitched	chr19	48823372	48838337	3	12033	26404.246	268	1
1_MACS_peak_18848_lociStitched	chr8	114693622	114704946	1	11325	26401.906	269	1
4_MACS_peak_1471_lociStitched	chr1	162530056	162558940	4	18507	26371.092	270	1
1_MACS_peak_18420_lociStitched	chr8	23074849	23086411	1	11563	26287.3632	271	1
1_MACS_peak_3414_lociStitched	chr11	65335131	65345299	1	10169	26259.8768	272	1
1_MACS_peak_1121_lociStitched	chr1	143739612	143746127	1	6516	26213.754	273	1
1_MACS_peak_9000_lociStitched	chr18	9060286	9070868	1	10583	26208.4394	274	1
3_MACS_peak_13900_lociStitched	chr3	61606727	61629271	3	13632	26180.3472	275	1
4_MACS_peak_12104_lociStitched	chr20	5092290	5109780	4	12019	26156.295	276	1
3_MACS_peak_1087_lociStitched	chr1	118194799	118209933	3	14100	26130.3644	277	1
1_MACS_peak_13574_lociStitched	chr3	23846786	23855040	1	8255	26046.3224	278	1
3_MACS_peak_3670_lociStitched	chr11	82666541	82685598	3	12662	26018.5221	279	1
2_MACS_peak_7876_lociStitched	chr17	4841766	4855950	2	13266	26016.2928	280	1
1_MACS_peak_12148_lociStitched	chr20	15958542	15971305	1	12764	25995.6784	281	1
2_MACS_peak_18172_lociStitched	chr7	134845544	134860242	2	7812	25990.4734	282	1
8_MACS_peak_16394_lociStitched	chr6	26301687	26343379	8	20246	25949.1008	283	1
1_MACS_peak_853_lociStitched	chr1	80159117	80178025	1	18909	25919.0864	284	1
1_MACS_peak_5914_lociStitched	chr14	90081711	90088889	1	7179	25900.3774	285	1
1_MACS_peak_19724_lociStitched	chr9	131444404	131453828	1	9425	25869.8224	286	1
1_MACS_peak_15943_lociStitched	chr5	142774091	142785837	1	11747	25864.692	287	1
1_MACS_peak_4668_lociStitched	chr12	94597055	94604122	1	7068	25853.2061	288	1
3_MACS_peak_8666_lociStitched	chr17	62150648	62171302	3	16087	25732.8186	289	1
1_MACS_peak_14984_lociStitched	chr4	103786286	103793697	1	7412	25728.0276	290	1
3_MACS_peak_5384_lociStitched	chr13	111357036	111370932	3	10007	25683.9768	291	1
1_MACS_peak_17820_lociStitched	chr7	87502078	87509079	1	7002	25646.7633	292	1
1_MACS_peak_14397_lociStitched	chr3	176911201	176920546	1	9346	25625.859	293	1
2_MACS_peak_18195_lociStitched	chr7	138787781	138805098	2	10661	25608.3796	294	1
1_MACS_peak_8373_lociStitched	chr17	40826389	40834328	1	7940	25588.9848	295	1
2_MACS_peak_8322_lociStitched	chr17	39821208	39835749	2	9039	25554.3534	296	1
3_MACS_peak_7339_lociStitched	chr16	30193346	30211674	3	8991	25532.7368	297	1
6_MACS_peak_17000_lociStitched	chr6	109194819	109228207	6	18965	25408.268	298	1
2_MACS_peak_14544_lociStitched	chr3	195621193	195637424	2	10374	25391.7764	299	1
2_MACS_peak_18008_lociStitched	chr7	106503733	106515069	2	10674	25324.624	300	1
2_MACS_peak_4152_lociStitched	chr12	15101169	15118075	2	13822	25306.5914	301	1
5_MACS_peak_11211_lociStitched	chr2	85105417	85135028	5	12718	25296.6773	302	1
