REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS12_jia.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
3_MACS_peak_2190_lociStitched	chr10	22595340	22634258	3	30394	85654.6262	11	1	COMMD3,BMI1	SPAG6	BMI1	BMI1	1.7555	11	1
1_MACS_peak_6139_lociStitched	chr15	21924773	21950571	1	25799	106037.5194	12	1	LOC646214		LOC646214	LOC646214	4.8838	12	1
3_MACS_peak_16447_lociStitched	chr6	27772786	27808608	3	31937	68369.8692	13	1	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2BN,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H2AK	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,HIST1H3J	HIST1H4J	HIST1H3J	1.3387	13	1
4_MACS_peak_12992_lociStitched	chr22	23188356	23227438	4	31060	60807.6838	14	1		MIR650,IGLL5	IGLL5	MIR650	0.9487	14	1
4_MACS_peak_17533_lociStitched	chr7	29694094	29726637	4	29929	68096.2275	15	1	DPY19L2P3,LOC646762,LOC100271874		LOC646762	LOC646762	1.4297	15	1
6_MACS_peak_2751_lociStitched	chr10	112599920	112642794	6	28694	72945.8236	16	1	PDCD4,LOC282997	SHOC2,NCRNA00081	LOC282997	LOC282997	3.1099	16	1
4_MACS_peak_3799_lociStitched	chr11	111230409	111263879	4	26155	85445.563	17	1	POU2AF1		POU2AF1	POU2AF1	2.2446	17	1
6_MACS_peak_20156_lociStitched	chrX	48767921	48816926	6	29424	52298.136	18	1	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1,GRIPAP1	PIM2	PIM2	1.1689	18	1
3_MACS_peak_8116_lociStitched	chr17	27037286	27074354	3	27406	68390.46	19	1	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TRAF4,PROCA1,RAB34,TLCD1	SUPT6H,SDF2	NEK8	NEK8	1.762	19	1
1_MACS_peak_1754_lociStitched	chr1	206281577	206308313	1	26737	66559.272	20	1	C1orf186	CTSE	C1orf186	C1orf186	0.6955	20	1
3_MACS_peak_12492_lociStitched	chr20	52194603	52215794	3	21011	96003.7064	21	1	ZNF217		ZNF217	ZNF217	1.7862	21	1
1_MACS_peak_3401_lociStitched	chr11	65183305	65198674	1	15370	112900.674	22	1	NEAT1	FRMD8,MIR612,SLC25A45	NEAT1	NEAT1	7.2545	22	1
5_MACS_peak_4942_lociStitched	chr12	122219362	122251590	5	20798	90357.6436	23	1	TMEM120B,SETD1B,RHOF,LOC338799	HPD	RHOF	RHOF	0.718	23	1
5_MACS_peak_16425_lociStitched	chr6	27094161	27130324	5	27018	52949.8646	24	1	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H2BK	HIST1H2BK	1.7731	24	1
6_MACS_peak_6506_lociStitched	chr15	63764403	63801155	6	26159	59144.9936	25	1	USP3		USP3	USP3	0.4063	25	1
2_MACS_peak_16969_lociStitched	chr6	106531325	106563072	2	25548	60271.6795	26	1	PRDM1		PRDM1	PRDM1	1.798	26	1
5_MACS_peak_19783_lociStitched	chr9	134126846	134154226	5	24389	63031.498	27	1	FAM78A	PPAPDC3	FAM78A	FAM78A	2.0881	27	1
1_MACS_peak_16278_lociStitched	chr6	7896167	7920086	1	23920	64643.4894	28	1	MUTED-TXNDC5,TXNDC5		TXNDC5	TXNDC5	1.4307	28	1
4_MACS_peak_11380_lociStitched	chr2	112186088	112223603	4	25721	38370.342	29	1	LOC541471		LOC541471	LOC541471	0.3737	29	1
11_MACS_peak_6101_lociStitched	chr14	106145200	106175817	11	20443	76196.5279	30	1			TMEM121	TMEM121	0.4295	30	1
3_MACS_peak_7406_lociStitched	chr16	34718764	34745413	3	24618	43112.7522	31	1	LOC100130700	LOC146481	LOC100130700	LOC100130700	1.1641	31	1
6_MACS_peak_17592_lociStitched	chr7	38374046	38408285	6	24751	35098.3989	32	1			TARP	TARP	NONE	32	1
7_MACS_peak_3288_lociStitched	chr11	62306386	62343233	7	23610	46383.0036	33	1	AHNAK,EEF1G,TUT1	ROM1,MTA2,EML3,B3GAT3	AHNAK	EML3	1.1932	33	1
2_MACS_peak_3944_lociStitched	chr11	128584839	128607153	2	22293	56237.9742	34	1	FLI1		FLI1	FLI1	0.6939	34	1
2_MACS_peak_3406_lociStitched	chr11	65259918	65278986	2	18928	74599.7364	35	1	MALAT1	MIR612,SCYL1,LTBP3	MALAT1	MALAT1	3.9816	35	1
3_MACS_peak_12714_lociStitched	chr21	34586801	34614564	3	21585	59210.1501	36	1	IFNAR2	IL10RB,C21orf54	IFNAR2	IFNAR2	1.2757	36	1
1_MACS_peak_1388_lociStitched	chr1	156455742	156476172	1	20431	64953.099	37	1	MEF2D		MEF2D	MEF2D	1.4397	37	1
2_MACS_peak_14947_lociStitched	chr4	90206641	90230099	2	21735	53944.0168	38	1	GPRIN3		GPRIN3	GPRIN3	0.7951	38	1
3_MACS_peak_11265_lociStitched	chr2	87795110	87825347	3	22629	44711.4519	39	1	NCRNA00152		NCRNA00152	NCRNA00152	0.8331	39	1
4_MACS_peak_1928_lociStitched	chr1	228643112	228679616	4	21161	55869.372	40	1	HIST3H2BB,RNF187,HIST3H2A	TRIM11,TRIM17,HIST3H3	RNF187	RNF187	1.465	40	1
6_MACS_peak_10223_lociStitched	chr19	42027261	42070137	6	23390	33246.0504	41	1		CEACAM21	CEACAM21	CEACAM21	0.0793	41	1
5_MACS_peak_18188_lociStitched	chr7	137664523	137688083	5	21995	40165.088	42	1	CREB3L2		CREB3L2	CREB3L2	0.3909	42	1
1_MACS_peak_4199_lociStitched	chr12	26265299	26280916	1	15618	75887.6881	43	1	BHLHE41		BHLHE41	BHLHE41	4.557	43	1
1_MACS_peak_2500_lociStitched	chr10	81946404	81966424	1	20021	53679.626	44	1	ANXA11		ANXA11	ANXA11	0.9527	44	1
1_MACS_peak_6138_lociStitched	chr15	21891738	21911509	1	19772	51038.8365	45	1		LOC646214	LOC646214	LOC646214	4.8838	45	1
1_MACS_peak_10913_lociStitched	chr2	43444235	43457309	1	13075	79993.269	46	1	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	5.6465	46	1
8_MACS_peak_9645_lociStitched	chr19	10512847	10543714	8	21664	26740.0821	48	1	PDE4A,CDC37,MIR1181	PDE4A,TYK2	PDE4A	PDE4A	0.326	48	1
4_MACS_peak_10979_lociStitched	chr2	54777403	54810184	4	21015	34688.8542	49	1	SPTBN1	RPL23AP32	SPTBN1	SPTBN1	0.2775	49	1
1_MACS_peak_4133_lociStitched	chr12	12866190	12880741	1	14552	71863.0237	50	1	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	CDKN1B	4.7859	50	1
2_MACS_peak_20075_lociStitched	chrX	39949358	39969973	2	18977	48389.5895	51	1	BCOR		BCOR	BCOR	0.4094	51	1
3_MACS_peak_1233_lociStitched	chr1	150532400	150553227	3	18526	50717.9104	52	1	ADAMTSL4,MCL1	MIR4257,ENSA	MCL1	MCL1	1.0226	52	1
5_MACS_peak_8600_lociStitched	chr17	56405611	56430796	5	19192	45882.033	53	1	BZRAP1,MIR142,SUPT4H1	MPO	MIR142	MIR142	2.2034	53	1
3_MACS_peak_14832_lociStitched	chr4	71526054	71554963	3	20038	38087.6075	54	1	UTP3,IGJ	ENAM,RUFY3	IGJ	IGJ	0.8812	54	1
3_MACS_peak_18924_lociStitched	chr8	128567718	128594720	3	20296	35413.123	55	1			LOC727677	LOC727677	NONE	55	1
5_MACS_peak_12511_lociStitched	chr20	52530702	52559638	5	19915	38178.1584	56	1		SUMO1P1	SUMO1P1	SUMO1P1	0.7251	56	1
1_MACS_peak_8514_lociStitched	chr17	46123255	46138374	1	15120	65740.4358	57	1	NFE2L1	SNX11,MIR152,COPZ2,CBX1	NFE2L1	NFE2L1	2.905	57	1
4_MACS_peak_18268_lociStitched	chr7	150053591	150078746	4	18782	45324.279	58	1	REPIN1,ZNF775	LRRC61,C7orf29,LOC728743,ACTR3C,RARRES2	REPIN1	REPIN1	2.257	58	1
3_MACS_peak_12394_lociStitched	chr20	43587093	43609365	3	19040	43091.8656	59	1	STK4,TOMM34	PABPC1L	STK4	STK4	0.4582	59	1
2_MACS_peak_7729_lociStitched	chr16	87885372	87905331	2	19202	40718.3559	60	1	SLC7A5		SLC7A5	SLC7A5	0.8847	60	1
5_MACS_peak_2894_lociStitched	chr11	303410	333415	5	20352	28936.822	61	1	IFITM2,IFITM1,IFITM3	NLRP6,ATHL1,B4GALNT4,IFITM5	IFITM3	ATHL1	0.8883	61	1
1_MACS_peak_1979_lociStitched	chr1	234734132	234750773	1	16642	55990.3086	62	1	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	3.5778	62	1
3_MACS_peak_3364_lociStitched	chr11	64610721	64634176	3	19005	39911.028	63	1	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	MIR194-2	1.0077	63	1
8_MACS_peak_16394_lociStitched	chr6	26301687	26343379	8	20246	25949.1008	64	1		HIST1H2BH,HIST1H2BI,BTN3A2,BTN2A2,HIST1H3G,HIST1H4H	HIST1H4H	HIST1H2BI	1.7354	64	1
1_MACS_peak_9270_lociStitched	chr18	60977114	60989015	1	11902	73917.111	65	1	BCL2	KDSR	BCL2	BCL2	0.9063	65	1
2_MACS_peak_704_lociStitched	chr1	51425014	51449926	2	19879	29201.8464	66	1	CDKN2C,FAF1		CDKN2C	CDKN2C	1.4306	66	1
2_MACS_peak_13245_lociStitched	chr22	39456832	39475540	2	18607	40897.5588	67	1	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3C	1.1645	67	1
7_MACS_peak_4060_lociStitched	chr12	7045424	7081299	7	19267	33898.2875	68	1	ATN1,C12orf57,PTPN6,MIR200C,MIR141,EMG1,PHB2,SCARNA12	LRRC23,ENO2,LPCAT3	PTPN6	PTPN6	0.8576	68	1
2_MACS_peak_4505_lociStitched	chr12	57621360	57639399	2	14099	64945.8117	70	1	SHMT2,NDUFA4L2,STAC3	MIR1228,NXPH4	NDUFA4L2	NDUFA4L2	3.4463	70	1
4_MACS_peak_3385_lociStitched	chr11	64877796	64903782	4	16055	54422.4798	71	1	C11orf2,TM7SF2,MRPL49,ZNHIT2,FAU,SYVN1	ZFPL1,SPDYC,CAPN1,CDCA5	MRPL49	MRPL49	1.1735	71	1
3_MACS_peak_3966_lociStitched	chr11	131502698	131532880	3	18852	34836.0644	72	1	NTM		NTM	NTM	0.1486	72	1
6_MACS_peak_3346_lociStitched	chr11	63992631	64019782	6	18229	39244.0554	73	1	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	FKBP2	1.8247	73	1
2_MACS_peak_16267_lociStitched	chr6	7134633	7157329	2	19365	27537.0568	74	1	RREB1		RREB1	RREB1	0.3143	74	1
5_MACS_peak_1446_lociStitched	chr1	161409244	161442855	5	19665	22697.5083	75	1		FCGR2A	FCGR2A	FCGR2A	0.1394	75	1
1_MACS_peak_2855_lociStitched	chr10	133876227	133894204	1	17978	40455.4408	76	1		JAKMIP3	JAKMIP3	JAKMIP3	0.0415	76	1
6_MACS_peak_17206_lociStitched	chr6	144655329	144686421	6	18938	30930.3216	77	1	UTRN		UTRN	UTRN	0.1291	77	1
5_MACS_peak_1326_lociStitched	chr1	154926953	154958197	5	17579	41810.7208	78	1	CKS1B,MIR4258,FLAD1,PBXIP1,PYGO2,SHC1	LENEP,ZBTB7B,DCST1,PMVK,DCST2	SHC1	ZBTB7B	1.6183	78	1
2_MACS_peak_14388_lociStitched	chr3	171804320	171827044	2	18663	31599.9944	79	1	FNDC3B		FNDC3B	FNDC3B	0.1805	79	1
3_MACS_peak_10160_lociStitched	chr19	39880549	39904627	3	17653	40150.065	80	1	MED29,ZFP36,PLEKHG2,PAF1	SAMD4B,SUPT5H,RPS16	ZFP36	ZFP36	2.5351	80	1
2_MACS_peak_15632_lociStitched	chr5	87954189	87973734	2	18350	33255.8175	81	1	LOC645323,MIR9-2		MIR9-2	MIR9-2	1.7251	81	1
6_MACS_peak_17000_lociStitched	chr6	109194819	109228207	6	18965	25408.268	82	1	ARMC2		ARMC2	ARMC2	0.2661	82	1
1_MACS_peak_17487_lociStitched	chr7	23502639	23518380	1	15742	51413.2542	83	1	IGF2BP3	RPS2P32	IGF2BP3	IGF2BP3	0.3603	83	1
1_MACS_peak_853_lociStitched	chr1	80159117	80178025	1	18909	25919.0864	84	1			ELTD1	ELTD1	NONE	84	1
4_MACS_peak_6372_lociStitched	chr15	45001680	45023381	4	16466	46987.0052	85	1	B2M	TRIM69,SPG11,PATL2	B2M	B2M	1.4754	85	1
4_MACS_peak_1471_lociStitched	chr1	162530056	162558940	4	18507	26371.092	86	1	UAP1	DDR2	UAP1	UAP1	0.5976	86	1
7_MACS_peak_9736_lociStitched	chr19	12885675	12918414	7	17725	33167.8809	87	1	JUNB,RNASEH2A,HOOK2,PRDX2	ASNA1,BEST2,MAST1,C19orf43,RTBDN	JUNB	JUNB	1.7405	87	1
3_MACS_peak_13455_lociStitched	chr3	5223112	5241824	3	16378	43277.1136	88	1	EDEM1		EDEM1	EDEM1	1.0794	88	1
3_MACS_peak_9304_lociStitched	chr18	74806230	74828362	3	15898	45089.5236	89	1	MBP		MBP	MBP	0.5265	89	1
1_MACS_peak_16210_lociStitched	chr6	387818	403694	1	15877	44808.4224	90	1	IRF4		IRF4	IRF4	1.5912	90	1
6_MACS_peak_2920_lociStitched	chr11	795032	834138	6	17552	31472.5088	91	1	RPLP2,SNORA52,PNPLA2,EFCAB4A,CD151,SLC25A22,LRDD	TALDO1,TSPAN4,PDDC1,CEND1,POLR2L	SNORA52	SNORA52	0.9918	91	1
4_MACS_peak_15755_lociStitched	chr5	118667162	118693115	4	17671	30121.0518	92	1	TNFAIP8		TNFAIP8	TNFAIP8	0.4871	92	1
4_MACS_peak_16178_lociStitched	chr5	180228965	180248962	4	17620	30551.4166	93	1	MGAT1	LOC729678,ZFP62	MGAT1	LOC729678	0.7535	93	1
3_MACS_peak_3162_lociStitched	chr11	46121027	46144989	3	16411	40850.4176	94	1	PHF21A		PHF21A	PHF21A	0.292	94	1
2_MACS_peak_3579_lociStitched	chr11	72848440	72867854	2	14069	54034.9862	95	1	FCHSD2		FCHSD2	FCHSD2	0.2415	95	1
1_MACS_peak_6660_lociStitched	chr15	75068182	75084240	1	16059	42862.0136	96	1	CSK	CYP1A2,LMAN1L,CPLX3	CSK	CSK	1.3509	96	1
5_MACS_peak_13265_lociStitched	chr22	39823315	39845772	5	17581	29034.6553	98	1	TAB1	MGAT3	MGAT3	MGAT3	0.1047	98	1
1_MACS_peak_9113_lociStitched	chr18	30338895	30353900	1	15006	47597.3605	99	1	KLHL14		KLHL14	KLHL14	0.5208	99	1
3_MACS_peak_4115_lociStitched	chr12	11900767	11920498	3	17795	24892.6296	100	1	ETV6		ETV6	ETV6	0.2853	100	1
5_MACS_peak_3017_lociStitched	chr11	10314690	10344703	5	16345	38776.796	101	1	ADM,SBF2		ADM	ADM	2.4625	101	1
2_MACS_peak_17636_lociStitched	chr7	44661412	44680685	2	17237	30582.3964	102	1	OGDH	DDX56,TMED4	OGDH	TMED4	1.1349	102	1
4_MACS_peak_10599_lociStitched	chr19	56145437	56169653	4	15624	43189.236	103	1	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	CCDC106	CCDC106	1.88	103	1
3_MACS_peak_17646_lociStitched	chr7	45023344	45048162	3	16423	37420.5804	104	1	CCM2,C7orf40,SNORA9	CCM2,MYO1G	CCM2	CCM2	0.539	104	1
3_MACS_peak_2176_lociStitched	chr10	21803617	21824625	3	16738	34589.672	105	1	MLLT10,C10orf140	MIR1915,C10orf114	C10orf140	C10orf140	1.0993	105	1
6_MACS_peak_11653_lociStitched	chr2	178126882	178155735	6	17716	23497.8832	106	1	NFE2L2,LOC100130691	HNRNPA3,MIR3128	NFE2L2	HNRNPA3	0.4939	106	1
5_MACS_peak_13699_lociStitched	chr3	46389552	46413473	5	17544	24483.1435	107	1	CCR2,CCR5	CCRL2	CCR2	CCR2	1.4156	107	1
1_MACS_peak_9264_lociStitched	chr18	60821297	60831806	1	10510	63888.4146	108	1	BCL2		BCL2	BCL2	0.9063	108	1
4_MACS_peak_3871_lociStitched	chr11	118954860	118979795	4	15020	44895.4675	109	1	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	H2AFX	H2AFX	1.2907	109	1
2_MACS_peak_4748_lociStitched	chr12	105716462	105732035	2	15016	44510.7486	110	1	C12orf75		C12orf75	C12orf75	0.9373	110	1
1_MACS_peak_18732_lociStitched	chr8	93063802	93076556	1	12755	55497.7556	111	1	RUNX1T1	RUNX1T1	RUNX1T1	RUNX1T1	0.8178	111	1
5_MACS_peak_14376_lociStitched	chr3	170956793	170989670	5	16732	30779.4474	112	1	TNIK		MIR569	MIR569	NONE	112	1
3_MACS_peak_218_lociStitched	chr1	16159046	16179942	3	14087	48493.3472	113	1	SPEN,FLJ37453	UQCRHL	SPEN	SPEN	0.3578	113	1
4_MACS_peak_19050_lociStitched	chr8	145731680	145755269	4	13575	50923.9332	114	1	GPT,MFSD3,LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	KIFC2,PPP1R16A,CYHR1,FOXH1	LRRC14	LRRC14	1.5179	114	1
1_MACS_peak_18550_lociStitched	chr8	42741912	42755604	1	13693	50115.4584	115	1	HOOK3,RNF170	THAP1	RNF170	RNF170	1.1354	115	1
4_MACS_peak_5868_lociStitched	chr14	77487951	77508177	4	16632	29855.5986	116	1	C14orf4		C14orf4	C14orf4	1.2855	116	1
3_MACS_peak_12498_lociStitched	chr20	52257423	52279719	3	15637	37749.3576	117	1			ZNF217	ZNF217	1.7862	117	1
1_MACS_peak_3544_lociStitched	chr11	69452437	69464654	1	12218	55791.3739	118	1	CCND1	ORAOV1	CCND1	CCND1	2.4639	118	1
3_MACS_peak_1312_lociStitched	chr1	154373523	154393717	3	16089	33649.2622	119	1	IL6R		IL6R	IL6R	0.5636	119	1
5_MACS_peak_3620_lociStitched	chr11	75508187	75537312	5	16516	29570.6125	120	1	DGAT2,UVRAG		UVRAG	UVRAG	0.2132	120	1
7_MACS_peak_6282_lociStitched	chr15	40834830	40863010	7	17163	21160.362	121	1	RPUSD2,C15orf57	CASC5,MRPL42P5	C15orf57	C15orf57	0.795	121	1
3_MACS_peak_12996_lociStitched	chr22	23269357	23285777	3	15502	37296.388	122	1		IGLL5	IGLL5	IGLL5	0.4206	122	1
4_MACS_peak_16509_lociStitched	chr6	31150547	31173116	4	16203	31321.2582	123	1	HCG27	TCF19,PSORS1C2,CCHCR1,POU5F1,PSORS1C3	HCG27	HCG27	1.0992	123	1
1_MACS_peak_17670_lociStitched	chr7	50343022	50353407	1	10386	60771.9815	124	1	IKZF1		IKZF1	IKZF1	0.5601	124	1
3_MACS_peak_16539_lociStitched	chr6	31783438	31805424	3	16443	27550.6566	125	1	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52	C6orf27,VARS,LSM2,HSPA1L,NEU1,SLC44A4	HSPA1B	HSPA1B	1.4395	125	1
4_MACS_peak_12306_lociStitched	chr20	34677529	34703085	4	16687	24152.9756	126	1	EPB41L1	EPB41L1,LOC647979	EPB41L1	LOC647979	0.6659	126	1
3_MACS_peak_7324_lociStitched	chr16	29815233	29834079	3	14977	38809.5678	127	1	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	PRRT2	PRRT2	1.4707	127	1
1_MACS_peak_6494_lociStitched	chr15	60871937	60885941	1	14005	44601.3396	128	1	RORA		RORA	RORA	0.444	128	1
3_MACS_peak_9346_lociStitched	chr19	908617	928048	3	15439	35055.4671	129	1	KISS1R,ARID3A,C19orf22	CFD,MED16	KISS1R	KISS1R	2.1116	129	1
5_MACS_peak_8444_lociStitched	chr17	43372625	43395789	5	15576	33409.4372	130	1	MAP3K14	LOC100133991,C17orf46	MAP3K14	MAP3K14	0.5911	130	1
1_MACS_peak_13218_lociStitched	chr22	38782811	38797762	1	14952	36937.9406	132	1	LOC400927	KCNJ4	LOC400927	LOC400927	0.6328	132	1
2_MACS_peak_11897_lociStitched	chr2	227654114	227667977	2	12838	48810.2367	133	1	IRS1	RHBDD1	IRS1	IRS1	0.8425	133	1
1_MACS_peak_11754_lociStitched	chr2	201979505	201994721	1	15217	34340.9904	134	1	CFLAR	NDUFB3,FAM126B	CFLAR	CFLAR	0.6624	134	1
3_MACS_peak_8559_lociStitched	chr17	48223824	48247317	3	13722	44133.9498	135	1	SGCA,PPP1R9B	SAMD14,HILS1,COL1A1	PPP1R9B	PPP1R9B	1.5546	135	1
3_MACS_peak_8666_lociStitched	chr17	62150648	62171302	3	16087	25732.8186	136	1	ERN1		ERN1	ERN1	0.5393	136	1
7_MACS_peak_4520_lociStitched	chr12	58134982	58167422	7	15255	33513.764	137	1	TSPAN31,MARCH9,FAM119B,AGAP2,CDK4,CYP27B1,METTL1	OS9,LOC100130776,TSFM,AGAP2,AVIL	MARCH9	MARCH9	1.0973	137	1
8_MACS_peak_10188_lociStitched	chr19	40909365	40951277	8	16123	24262.8568	138	1	PRX,SERTAD1,SERTAD3	SPTBN4,HIPK4,BLVRB	SERTAD1	SERTAD1	0.585	138	1
1_MACS_peak_14261_lociStitched	chr3	141096658	141110590	1	13933	41862.8736	139	1	ZBTB38		ZBTB38	ZBTB38	0.4259	139	1
1_MACS_peak_16380_lociStitched	chr6	26020434	26034835	1	14402	37536.2065	140	1	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H4B	2.4922	140	1
1_MACS_peak_4177_lociStitched	chr12	24679661	24695803	1	16143	20974.9148	141	1	SOX5	C12orf67	SOX5	C12orf67	0.1738	141	1
2_MACS_peak_2196_lociStitched	chr10	22666969	22683127	2	16131	20861.5938	142	1	SPAG6	LOC100499489	SPAG6	SPAG6	0.5255	142	1
2_MACS_peak_13957_lociStitched	chr3	74872874	74890559	2	15144	31387.338	143	1			CNTN3	CNTN3	NONE	143	1
3_MACS_peak_8493_lociStitched	chr17	45725449	45742304	3	15012	32412.165	144	1	KPNB1	TBKBP1	KPNB1	KPNB1	0.8535	144	1
3_MACS_peak_16199_lociStitched	chr6	217195	236759	3	14569	35074.3392	145	1			DUSP22	DUSP22	3.0805	145	1
2_MACS_peak_848_lociStitched	chr1	79926391	79946437	2	15688	23728.4502	146	1			ELTD1	ELTD1	NONE	146	1
4_MACS_peak_13501_lociStitched	chr3	13034702	13059144	4	15690	23630.5256	147	1	IQSEC1	IQSEC1	IQSEC1	IQSEC1	0.1712	147	1
4_MACS_peak_243_lociStitched	chr1	17221257	17249120	4	13528	40794.2183	148	1	CROCC		CROCC	CROCC	0.11	148	1
2_MACS_peak_12270_lociStitched	chr20	32987862	33005243	2	14830	31370.9669	149	1	ITCH	MIR644	ITCH	ITCH	0.3749	149	1
1_MACS_peak_19294_lociStitched	chr9	66454563	66462307	1	7745	62020.9216	150	1		LOC442421	LOC442421	LOC442421	0.9865	150	1
5_MACS_peak_8303_lociStitched	chr17	38251847	38281400	5	15265	27032.1291	151	1	MSL1,NR1D1	THRA,CASC3,MED24	NR1D1	NR1D1	0.4607	151	1
3_MACS_peak_4881_lociStitched	chr12	120548112	120573112	3	14569	32087.5	152	1	RAB35,GCN1L1		RAB35	RAB35	0.7765	152	1
2_MACS_peak_17558_lociStitched	chr7	32766573	32786632	2	15004	28050.5056	153	1	LOC441208,MIR550A2	LOC401321,DPY19L1P1	MIR550A2	MIR550A2	2.0944	153	1
3_MACS_peak_17952_lociStitched	chr7	102065201	102087181	3	14038	35869.162	154	1	PRKRIP1,ORAI2	LRWD1,ALKBH4,POLR2J	ORAI2	ORAI2	0.8121	154	1
2_MACS_peak_16412_lociStitched	chr6	26520312	26541139	2	14420	32415.1428	155	1	HCG11,HMGN4	BTN1A1	HMGN4	HMGN4	1.0496	155	1
4_MACS_peak_11070_lociStitched	chr2	64862923	64886106	4	15401	22784.2524	156	1	SERTAD2	LOC339807	SERTAD2	SERTAD2	0.7313	156	1
2_MACS_peak_3898_lociStitched	chr11	122927577	122942567	2	13631	37479.497	158	1	HSPA8	LOC341056	HSPA8	HSPA8	1.9673	158	1
1_MACS_peak_4509_lociStitched	chr12	57846137	57857279	1	11143	49940.6724	160	1	INHBE,GLI1	INHBC,MARS,ARHGAP9	GLI1	GLI1	1.8775	160	1
4_MACS_peak_1299_lociStitched	chr1	153928990	153951879	4	13805	35555.7726	161	1	CREB3L4,CRTC2,SLC39A1,JTB	RPS27,GATAD2B,DENND4B,RAB13	CREB3L4	CREB3L4	1.7154	161	1
6_MACS_peak_6262_lociStitched	chr15	40387948	40409298	6	15363	21157.85	162	1	BMF	BUB1B	BMF	BMF	0.647	162	1
