#KMS12_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/KMS12_H3K27ac_ROSE/KMS12_H3K27ac_peaks_7KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by KMS12_jia.bam
#Using cutoff of 17074.902 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS12_jia.bam	enhancerRank	isSuperStretch
1_MACS_peak_6456_lociStitched	chr15	56656260	56666725	1	10466	39243.75	245	1
3_MACS_peak_1081_lociStitched	chr1	118147453	118160645	3	13090	20679.7792	246	1
2_MACS_peak_18919_lociStitched	chr8	126645750	126661989	2	12429	26989.218	247	1
2_MACS_peak_19972_lociStitched	chrX	12988387	13004945	2	12611	24853.558	248	1
3_MACS_peak_10739_lociStitched	chr2	11883990	11898358	3	12795	22503.1616	249	1
2_MACS_peak_7001_lociStitched	chr16	2555869	2571373	2	11775	30742.8816	250	1
1_MACS_peak_3227_lociStitched	chr11	58339243	58349623	1	10381	38370.708	251	1
2_MACS_peak_5019_lociStitched	chr12	125397860	125413353	2	11516	31972.9041	252	1
1_MACS_peak_16766_lociStitched	chr6	45385940	45396700	1	10761	36029.86	254	1
5_MACS_peak_9753_lociStitched	chr19	13043152	13058177	5	12767	21105.6175	255	1
3_MACS_peak_1275_lociStitched	chr1	152001078	152021739	3	11682	30280.7616	256	1
2_MACS_peak_18180_lociStitched	chr7	135654904	135669351	2	12753	20942.3712	257	1
2_MACS_peak_16632_lociStitched	chr6	35685117	35700811	2	11848	28782.796	258	1
3_MACS_peak_6258_lociStitched	chr15	40329721	40348702	3	12958	18259.722	259	1
3_MACS_peak_16099_lociStitched	chr5	173314312	173329119	3	12769	20472.1582	260	1
2_MACS_peak_5192_lociStitched	chr13	41577548	41595960	2	12998	17408.546	261	1
1_MACS_peak_9216_lociStitched	chr18	52983072	52992477	1	9406	41489.217	262	1
3_MACS_peak_10397_lociStitched	chr19	48823372	48838337	3	12033	26404.246	264	1
4_MACS_peak_12104_lociStitched	chr20	5092290	5109780	4	12019	26156.295	266	1
4_MACS_peak_7344_lociStitched	chr16	30343533	30368448	4	12844	17692.1415	267	1
3_MACS_peak_18761_lociStitched	chr8	98642543	98660589	3	10642	35023.6768	268	1
4_MACS_peak_16414_lociStitched	chr6	26549843	26570093	4	12406	22066.425	269	1
4_MACS_peak_10660_lociStitched	chr19	59049323	59071886	4	12297	22608.126	270	1
2_MACS_peak_14519_lociStitched	chr3	193847772	193860844	2	12030	24772.7472	271	1
3_MACS_peak_17574_lociStitched	chr7	35726750	35741202	3	12106	23757.6428	272	1
2_MACS_peak_12038_lociStitched	chr20	379817	391238	2	11338	29720.8683	273	1
4_MACS_peak_10003_lociStitched	chr19	28911893	28939907	4	12630	17998.995	274	1
3_MACS_peak_9311_lociStitched	chr18	75190380	75209008	3	11472	28456.1328	275	1
2_MACS_peak_16392_lociStitched	chr6	26268930	26287514	2	11634	27240.4272	276	1
4_MACS_peak_7903_lociStitched	chr17	7136222	7156746	4	12187	22106.4004	277	1
2_MACS_peak_1331_lociStitched	chr1	154966821	154979418	2	9967	36999.9084	278	1
1_MACS_peak_15953_lociStitched	chr5	148204939	148217187	1	12249	21434	279	1
3_MACS_peak_2434_lociStitched	chr10	74018800	74036394	3	11161	30175.4694	280	1
1_MACS_peak_15943_lociStitched	chr5	142774091	142785837	1	11747	25864.692	281	1
4_MACS_peak_689_lociStitched	chr1	46786202	46807216	4	12464	18862.1664	282	1
2_MACS_peak_1435_lociStitched	chr1	161144585	161157736	2	11465	27589.4829	283	1
3_MACS_peak_9190_lociStitched	chr18	47833345	47848820	3	11879	24031.1275	284	1
5_MACS_peak_19884_lociStitched	chr9	139962205	139991398	5	12346	19258.6221	285	1
2_MACS_peak_8550_lociStitched	chr17	47815782	47828549	2	12081	22038.3954	286	1
1_MACS_peak_18420_lociStitched	chr8	23074849	23086411	1	11563	26287.3632	288	1
3_MACS_peak_2081_lociStitched	chr10	5929579	5947876	3	12368	17947.5273	291	1
1_MACS_peak_4293_lociStitched	chr12	46118204	46128434	1	10231	34430.088	292	1
2_MACS_peak_2183_lociStitched	chr10	22282562	22295150	2	12289	18645.3456	293	1
3_MACS_peak_12693_lociStitched	chr21	30436158	30453789	3	12357	17789.679	294	1
5_MACS_peak_20430_lociStitched	chrX	128902937	128921652	5	12239	18756.173	295	1
1_MACS_peak_20271_lociStitched	chrX	70750665	70762888	1	12224	18357.7237	296	1
1_MACS_peak_18848_lociStitched	chr8	114693622	114704946	1	11325	26401.906	298	1
1_MACS_peak_16779_lociStitched	chr6	50250100	50262332	1	12233	17373.1096	299	1
3_MACS_peak_376_lociStitched	chr1	26436679	26454295	3	11989	19870.848	300	1
2_MACS_peak_9006_lociStitched	chr18	9132779	9147933	2	11472	24431.2788	302	1
6_MACS_peak_11182_lociStitched	chr2	74679278	74700757	6	11621	23025.488	303	1
2_MACS_peak_4311_lociStitched	chr12	48201098	48215091	2	11190	26445.3707	304	1
2_MACS_peak_3853_lociStitched	chr11	118304399	118321219	2	10385	31693.926	305	1
2_MACS_peak_19413_lociStitched	chr9	91924594	91936313	2	11715	21493.8179	307	1
2_MACS_peak_18927_lociStitched	chr8	128745884	128762172	2	10978	27523.4624	308	1
3_MACS_peak_15978_lociStitched	chr5	150590033	150604590	3	11780	20518.0915	309	1
2_MACS_peak_11899_lociStitched	chr2	227697568	227710991	2	9428	36113.2392	311	1
1_MACS_peak_11543_lociStitched	chr2	157188809	157200562	1	11754	20523.0886	312	1
2_MACS_peak_4184_lociStitched	chr12	25203761	25217469	2	10438	30710.0324	313	1
1_MACS_peak_15134_lociStitched	chr4	144272711	144283633	1	10923	27492.8584	314	1
1_MACS_peak_17604_lociStitched	chr7	39987297	39995451	1	8155	41225.8086	315	1
3_MACS_peak_16711_lociStitched	chr6	42738170	42752386	3	10819	27810.7608	316	1
3_MACS_peak_19183_lociStitched	chr9	33445403	33464388	3	11373	23243.3355	317	1
1_MACS_peak_8891_lociStitched	chr17	79476174	79487681	1	11508	21874.807	319	1
1_MACS_peak_8442_lociStitched	chr17	43298198	43307533	1	9336	35822.129	320	1
1_MACS_peak_18915_lociStitched	chr8	126440962	126449956	1	8995	37309.8102	321	1
2_MACS_peak_17515_lociStitched	chr7	26191036	26208235	2	10742	27631.9134	323	1
2_MACS_peak_5603_lociStitched	chr14	50085526	50103252	2	11761	18745.245	324	1
