REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS12_jia.bam
5_MACS_peak_16425_lociStitched	chr6	27094161	27130324	5	27018	52949.8646
19_MACS_peak_9049_lociStitched	chr18	14462436	14498549	19	20513	15943.8895
7_MACS_peak_4060_lociStitched	chr12	7045424	7081299	7	19267	33898.2875
3_MACS_peak_16447_lociStitched	chr6	27772786	27808608	3	31937	68369.8692
6_MACS_peak_7512_lociStitched	chr16	67191936	67227687	6	12231	14943.918
6_MACS_peak_17592_lociStitched	chr7	38374046	38408285	6	24751	35098.3989
5_MACS_peak_1446_lociStitched	chr1	161409244	161442855	5	19665	22697.5083
4_MACS_peak_3799_lociStitched	chr11	111230409	111263879	4	26155	85445.56300000001
6_MACS_peak_17000_lociStitched	chr6	109194819	109228207	6	18965	25408.268
3_MACS_peak_6097_lociStitched	chr14	106024726	106057810	3	31578	142171.8732
5_MACS_peak_14376_lociStitched	chr3	170956793	170989670	5	16732	30779.4474
4_MACS_peak_10979_lociStitched	chr2	54777403	54810184	4	21015	34688.8542
7_MACS_peak_9736_lociStitched	chr19	12885675	12918414	7	17725	33167.8809
4_MACS_peak_17533_lociStitched	chr7	29694094	29726637	4	29929	68096.2275
7_MACS_peak_4520_lociStitched	chr12	58134982	58167422	7	15255	33513.763999999996
5_MACS_peak_4942_lociStitched	chr12	122219362	122251590	5	20798	90357.6436
2_MACS_peak_16969_lociStitched	chr6	106531325	106563072	2	25548	60271.679500000006
5_MACS_peak_1326_lociStitched	chr1	154926953	154958197	5	17579	41810.7208
6_MACS_peak_17206_lociStitched	chr6	144655329	144686421	6	18938	30930.3216
8_MACS_peak_9645_lociStitched	chr19	10512847	10543714	8	21664	26740.0821
9_MACS_peak_10540_lociStitched	chr19	54870367	54901081	9	14174	21595.0134
11_MACS_peak_6101_lociStitched	chr14	106145200	106175817	11	20443	76196.5279
3_MACS_peak_11265_lociStitched	chr2	87795110	87825347	3	22629	44711.4519
3_MACS_peak_3966_lociStitched	chr11	131502698	131532880	3	18852	34836.064399999996
8_MACS_peak_9405_lociStitched	chr19	2032570	2062749	8	11943	16399.2686
6_MACS_peak_3231_lociStitched	chr11	59304123	59334175	6	12516	16916.2708
5_MACS_peak_3017_lociStitched	chr11	10314690	10344703	5	16345	38776.796
5_MACS_peak_2894_lociStitched	chr11	303410	333415	5	20352	28936.822
5_MACS_peak_11211_lociStitched	chr2	85105417	85135028	5	12718	25296.6773
5_MACS_peak_8303_lociStitched	chr17	38251847	38281400	5	15265	27032.1291
5_MACS_peak_19884_lociStitched	chr9	139962205	139991398	5	12346	19258.622099999997
5_MACS_peak_3620_lociStitched	chr11	75508187	75537312	5	16516	29570.612500000003
5_MACS_peak_12511_lociStitched	chr20	52530702	52559638	5	19915	38178.1584
3_MACS_peak_14832_lociStitched	chr4	71526054	71554963	3	20038	38087.6075
4_MACS_peak_1471_lociStitched	chr1	162530056	162558940	4	18507	26371.092
6_MACS_peak_11653_lociStitched	chr2	178126882	178155735	6	17716	23497.8832
5_MACS_peak_4028_lociStitched	chr12	6552051	6580902	5	10678	16280.6193
5_MACS_peak_6480_lociStitched	chr15	59808551	59837149	5	9590	12297.14
7_MACS_peak_6282_lociStitched	chr15	40834830	40863010	7	17163	21160.362
4_MACS_peak_10003_lociStitched	chr19	28911893	28939907	4	12630	17998.995
4_MACS_peak_243_lociStitched	chr1	17221257	17249120	4	13528	40794.2183
3_MACS_peak_12714_lociStitched	chr21	34586801	34614564	3	21585	59210.15009999999
5_MACS_peak_19783_lociStitched	chr9	134126846	134154226	5	24389	63031.49799999999
4_MACS_peak_15345_lociStitched	chr5	6711523	6738852	4	13468	21865.9329
6_MACS_peak_3346_lociStitched	chr11	63992631	64019782	6	18229	39244.0554
3_MACS_peak_18924_lociStitched	chr8	128567718	128594720	3	20296	35413.123
1_MACS_peak_1754_lociStitched	chr1	206281577	206308313	1	26737	66559.272
5_MACS_peak_6943_lociStitched	chr16	765111	791839	5	10716	14956.9888
5_MACS_peak_19011_lociStitched	chr8	145001903	145028618	5	13832	19133.283
3_MACS_peak_7406_lociStitched	chr16	34718764	34745413	3	24618	43112.752199999995
5_MACS_peak_3495_lociStitched	chr11	67186038	67212587	5	9156	16441.7957
5_MACS_peak_11923_lociStitched	chr2	232526385	232552902	5	11065	11794.7616
4_MACS_peak_3385_lociStitched	chr11	64877796	64903782	4	16055	54422.4798
4_MACS_peak_15755_lociStitched	chr5	118667162	118693115	4	17671	30121.0518
1_MACS_peak_6139_lociStitched	chr15	21924773	21950571	1	25799	106037.51939999999
4_MACS_peak_16791_lociStitched	chr6	52392173	52417829	4	11485	13720.828800000001
4_MACS_peak_12306_lociStitched	chr20	34677529	34703085	4	16687	24152.9756
4_MACS_peak_18335_lociStitched	chr8	6263125	6288413	4	13188	16078.110400000001
5_MACS_peak_13421_lociStitched	chr22	50962475	50987731	5	13359	29357.5744
5_MACS_peak_8600_lociStitched	chr17	56405611	56430796	5	19192	45882.033
4_MACS_peak_18268_lociStitched	chr7	150053591	150078746	4	18782	45324.279
4_MACS_peak_15028_lociStitched	chr4	113199302	113224430	4	14658	27773.9784
3_MACS_peak_4881_lociStitched	chr12	120548112	120573112	3	14569	32087.500000000004
4_MACS_peak_3871_lociStitched	chr11	118954860	118979795	4	15020	44895.4675
4_MACS_peak_7344_lociStitched	chr16	30343533	30368448	4	12844	17692.141499999998
2_MACS_peak_704_lociStitched	chr1	51425014	51449926	2	19879	29201.8464
4_MACS_peak_7529_lociStitched	chr16	67547700	67572548	4	6123	8199.84
3_MACS_peak_17646_lociStitched	chr7	45023344	45048162	3	16423	37420.5804
5_MACS_peak_20171_lociStitched	chrX	49005120	49029721	5	8406	9845.3202
4_MACS_peak_3477_lociStitched	chr11	66867085	66891613	4	13332	27934.9392
4_MACS_peak_17282_lociStitched	chr6	158244083	158268605	4	11642	12670.5174
4_MACS_peak_13501_lociStitched	chr3	13034702	13059144	4	15690	23630.5256
4_MACS_peak_10599_lociStitched	chr19	56145437	56169653	4	15624	43189.236000000004
4_MACS_peak_20262_lociStitched	chrX	70315075	70339218	4	7858	9367.484
3_MACS_peak_10855_lociStitched	chr2	33699717	33723816	3	14942	21937.3197
3_MACS_peak_10160_lociStitched	chr19	39880549	39904627	3	17653	40150.065
3_MACS_peak_3162_lociStitched	chr11	46121027	46144989	3	16411	40850.4176
4_MACS_peak_1784_lociStitched	chr1	209259669	209283608	4	12190	13355.568099999999
6_MACS_peak_472_lociStitched	chr1	31949520	31973456	6	7129	8789.299200000001
5_MACS_peak_13699_lociStitched	chr3	46389552	46413473	5	17544	24483.143500000002
1_MACS_peak_16278_lociStitched	chr6	7896167	7920086	1	23920	64643.4894
5_MACS_peak_13532_lociStitched	chr3	15835356	15859238	5	13911	19404.125
5_MACS_peak_2908_lociStitched	chr11	554076	577798	5	8303	12373.395199999999
4_MACS_peak_14620_lociStitched	chr4	1851833	1875488	4	8822	17462.121
4_MACS_peak_16852_lociStitched	chr6	74159036	74182678	4	14015	28112.7022
6_MACS_peak_10401_lociStitched	chr19	48880492	48904110	6	12102	15217.0774
4_MACS_peak_19050_lociStitched	chr8	145731680	145755269	4	13575	50923.9332
4_MACS_peak_7768_lociStitched	chr16	89766774	89790358	4	9086	13027.8016
4_MACS_peak_11717_lociStitched	chr2	197024856	197048429	4	12590	15089.0773
5_MACS_peak_18188_lociStitched	chr7	137664523	137688083	5	21995	40165.088
3_MACS_peak_8559_lociStitched	chr17	48223824	48247317	3	13722	44133.9498
2_MACS_peak_14947_lociStitched	chr4	90206641	90230099	2	21735	53944.0168
3_MACS_peak_3364_lociStitched	chr11	64610721	64634176	3	19005	39911.028
4_MACS_peak_18608_lociStitched	chr8	61807145	61830560	4	11015	20359.342500000002
5_MACS_peak_13237_lociStitched	chr22	39398556	39421814	5	10233	18873.867
4_MACS_peak_1458_lociStitched	chr1	161675762	161698969	4	10474	23139.6997
4_MACS_peak_11070_lociStitched	chr2	64862923	64886106	4	15401	22784.2524
5_MACS_peak_8444_lociStitched	chr17	43372625	43395789	5	15576	33409.4372
6_MACS_peak_449_lociStitched	chr1	28906039	28929159	6	11218	14336.712
4_MACS_peak_2029_lociStitched	chr1	244208940	244231959	4	10746	21161.3667
4_MACS_peak_1299_lociStitched	chr1	153928990	153951879	4	13805	35555.7726
5_MACS_peak_10144_lociStitched	chr19	39338005	39360850	5	12461	32200.0275
3_MACS_peak_6570_lociStitched	chr15	67357200	67380044	3	13078	15559.048400000001
2_MACS_peak_14388_lociStitched	chr3	171804320	171827044	2	18663	31599.9944
4_MACS_peak_11234_lociStitched	chr2	85821844	85844541	4	8354	10599.499
2_MACS_peak_16267_lociStitched	chr6	7134633	7157329	2	19365	27537.056800000002
4_MACS_peak_19016_lociStitched	chr8	145046964	145069629	4	13967	32556.005999999998
4_MACS_peak_16509_lociStitched	chr6	31150547	31173116	4	16203	31321.258199999997
4_MACS_peak_10660_lociStitched	chr19	59049323	59071886	4	12297	22608.126
3_MACS_peak_13900_lociStitched	chr3	61606727	61629271	3	13632	26180.3472
5_MACS_peak_13265_lociStitched	chr22	39823315	39845772	5	17581	29034.6553
5_MACS_peak_1346_lociStitched	chr1	155210574	155233011	5	10219	15369.345000000001
5_MACS_peak_13707_lociStitched	chr3	46578283	46600712	5	10762	16815.0213
2_MACS_peak_3944_lociStitched	chr11	128584839	128607153	2	22293	56237.974200000004
3_MACS_peak_12498_lociStitched	chr20	52257423	52279719	3	15637	37749.3576
3_MACS_peak_12394_lociStitched	chr20	43587093	43609365	3	19040	43091.865600000005
6_MACS_peak_9821_lociStitched	chr19	15391236	15413411	6	15887	14957.0375
5_MACS_peak_6716_lociStitched	chr15	78348419	78370584	5	13967	20657.780000000002
3_MACS_peak_1708_lociStitched	chr1	203255634	203277788	3	13706	26578.1538
3_MACS_peak_9304_lociStitched	chr18	74806230	74828362	3	15898	45089.5236
4_MACS_peak_5237_lociStitched	chr13	46942783	46964907	4	14782	16944.7716
4_MACS_peak_9351_lociStitched	chr19	1019048	1041158	4	13701	23668.755
4_MACS_peak_7123_lociStitched	chr16	11762315	11784405	4	9234	12383.654
5_MACS_peak_13009_lociStitched	chr22	24178922	24200929	5	13196	34940.5139
3_MACS_peak_16539_lociStitched	chr6	31783438	31805424	3	16443	27550.656600000002
3_MACS_peak_17952_lociStitched	chr7	102065201	102087181	3	14038	35869.162
4_MACS_peak_6055_lociStitched	chr14	103557140	103578976	4	10546	14802.624399999999
3_MACS_peak_200_lociStitched	chr1	13818913	13840642	3	11023	15514.506
4_MACS_peak_6372_lociStitched	chr15	45001680	45023381	4	16466	46987.0052
6_MACS_peak_7309_lociStitched	chr16	29604118	29625632	6	13796	15959.0852
6_MACS_peak_11182_lociStitched	chr2	74679278	74700757	6	11621	23025.488
5_MACS_peak_19862_lociStitched	chr9	139682288	139703641	5	7390	8917.0128
6_MACS_peak_6262_lociStitched	chr15	40387948	40409298	6	15363	21157.85
3_MACS_peak_9795_lociStitched	chr19	14182149	14203476	3	9647	15547.383
5_MACS_peak_7219_lociStitched	chr16	21511022	21532319	5	12420	15757.6503
4_MACS_peak_11216_lociStitched	chr2	85153062	85174353	4	11587	20498.9748
4_MACS_peak_3250_lociStitched	chr11	60671694	60692938	4	14075	28203.534399999997
3_MACS_peak_12492_lociStitched	chr20	52194603	52215794	3	21011	96003.70640000001
4_MACS_peak_8728_lociStitched	chr17	72449865	72471029	4	8788	9466.6572
4_MACS_peak_9784_lociStitched	chr19	13975777	13996860	4	6854	6149.9111
5_MACS_peak_6987_lociStitched	chr16	2254473	2275538	5	12096	36010.6175
4_MACS_peak_689_lociStitched	chr1	46786202	46807216	4	12464	18862.1664
3_MACS_peak_2176_lociStitched	chr10	21803617	21824625	3	16738	34589.672
4_MACS_peak_12799_lociStitched	chr21	43638701	43659668	4	11592	15888.7926
3_MACS_peak_218_lociStitched	chr1	16159046	16179942	3	14087	48493.3472
4_MACS_peak_7024_lociStitched	chr16	3054081	3074911	4	10444	26972.767
3_MACS_peak_1233_lociStitched	chr1	150532400	150553227	3	18526	50717.9104
2_MACS_peak_16412_lociStitched	chr6	26520312	26541139	2	14420	32415.1428
3_MACS_peak_16755_lociStitched	chr6	44213182	44233895	3	10643	19930.048600000002
3_MACS_peak_1275_lociStitched	chr1	152001078	152021739	3	11682	30280.7616
3_MACS_peak_8666_lociStitched	chr17	62150648	62171302	3	16087	25732.8186
4_MACS_peak_20467_lociStitched	chrX	130946162	130966805	4	15214	20692.5432
2_MACS_peak_20075_lociStitched	chrX	39949358	39969973	2	18977	48389.5895
5_MACS_peak_19692_lociStitched	chr9	130660776	130681356	5	15074	21220.037999999997
4_MACS_peak_7903_lociStitched	chr17	7136222	7156746	4	12187	22106.4004
4_MACS_peak_14705_lociStitched	chr4	15767129	15787601	4	8266	8868.4704
4_MACS_peak_2826_lociStitched	chr10	125820257	125840714	4	14725	23801.7195
1_MACS_peak_1388_lociStitched	chr1	156455742	156476172	1	20431	64953.099
4_MACS_peak_13785_lociStitched	chr3	50263453	50283866	4	6695	9969.7092
4_MACS_peak_19897_lociStitched	chr9	140130486	140150802	4	8277	11712.174
4_MACS_peak_16414_lociStitched	chr6	26549843	26570093	4	12406	22066.425
3_MACS_peak_16636_lociStitched	chr6	36081147	36101374	3	10628	20676.0394
4_MACS_peak_5868_lociStitched	chr14	77487951	77508177	4	16632	29855.598599999998
4_MACS_peak_3410_lociStitched	chr11	65306697	65326897	4	12506	27740.66
3_MACS_peak_1312_lociStitched	chr1	154373523	154393717	3	16089	33649.2622
4_MACS_peak_19217_lociStitched	chr9	35645632	35665772	4	6934	8865.627999999999
2_MACS_peak_17558_lociStitched	chr7	32766573	32786632	2	15004	28050.5056
2_MACS_peak_848_lociStitched	chr1	79926391	79946437	2	15688	23728.4502
1_MACS_peak_2500_lociStitched	chr10	81946404	81966424	1	20021	53679.626
4_MACS_peak_16178_lociStitched	chr5	180228965	180248962	4	17620	30551.4166
2_MACS_peak_7729_lociStitched	chr16	87885372	87905331	2	19202	40718.355899999995
4_MACS_peak_13134_lociStitched	chr22	35758501	35778360	4	7424	9272.167099999999
3_MACS_peak_283_lociStitched	chr1	22099213	22119067	3	7965	19131.3144
6_MACS_peak_8942_lociStitched	chr17	80655548	80675402	6	5959	4661.7192000000005
4_MACS_peak_16584_lociStitched	chr6	33376736	33396590	4	11649	17497.3302
3_MACS_peak_9767_lociStitched	chr19	13259573	13279413	3	14446	30123.072
3_MACS_peak_20560_lociStitched	chrX	153232784	153252586	3	12747	25095.074600000004
1_MACS_peak_6138_lociStitched	chr15	21891738	21911509	1	19772	51038.836500000005
3_MACS_peak_4115_lociStitched	chr12	11900767	11920498	3	17795	24892.6296
4_MACS_peak_13558_lociStitched	chr3	20079754	20099468	4	15165	22233.4492
3_MACS_peak_16199_lociStitched	chr6	217195	236759	3	14569	35074.3392
2_MACS_peak_15632_lociStitched	chr5	87954189	87973734	2	18350	33255.8175
4_MACS_peak_12323_lociStitched	chr20	35455602	35475146	4	7214	9224.768
4_MACS_peak_14168_lociStitched	chr3	128821346	128840884	4	13071	24481.113999999998
3_MACS_peak_17098_lociStitched	chr6	126101278	126120801	3	8969	17531.654
6_MACS_peak_3379_lociStitched	chr11	64845765	64865253	6	13862	21543.984
3_MACS_peak_9346_lociStitched	chr19	908617	928048	3	15439	35055.4671
2_MACS_peak_3579_lociStitched	chr11	72848440	72867854	2	14069	54034.9862
3_MACS_peak_12429_lociStitched	chr20	46114276	46133676	3	14278	28473.38
5_MACS_peak_2439_lociStitched	chr10	74076690	74096089	5	12571	33416.7174
3_MACS_peak_6356_lociStitched	chr15	44083451	44102824	3	7583	15670.819699999998
5_MACS_peak_9368_lociStitched	chr19	1258054	1277402	5	10895	18537.318799999997
4_MACS_peak_4240_lociStitched	chr12	31738767	31758111	4	10168	15252.743999999999
5_MACS_peak_18910_lociStitched	chr8	126285650	126304984	5	14309	15913.815400000001
2_MACS_peak_17636_lociStitched	chr7	44661412	44680685	2	17237	30582.3964
4_MACS_peak_625_lociStitched	chr1	43389326	43408421	4	5937	6257.4315
2_MACS_peak_3406_lociStitched	chr11	65259918	65278986	2	18928	74599.73640000001
4_MACS_peak_18991_lociStitched	chr8	144622716	144641777	4	7897	11003.9153
3_MACS_peak_3670_lociStitched	chr11	82666541	82685598	3	12662	26018.5221
3_MACS_peak_19183_lociStitched	chr9	33445403	33464388	3	11373	23243.335499999997
3_MACS_peak_6258_lociStitched	chr15	40329721	40348702	3	12958	18259.721999999998
3_MACS_peak_793_lociStitched	chr1	65414369	65433282	3	11466	10339.737099999998
1_MACS_peak_853_lociStitched	chr1	80159117	80178025	1	18909	25919.0864
2_MACS_peak_6126_lociStitched	chr15	20671269	20690173	2	17139	11971.903199999999
3_MACS_peak_17586_lociStitched	chr7	37375154	37394056	3	11852	15149.953
3_MACS_peak_4490_lociStitched	chr12	57021945	57040802	3	13194	28392.9849
3_MACS_peak_7324_lociStitched	chr16	29815233	29834079	3	14977	38809.5678
4_MACS_peak_8737_lociStitched	chr17	72732444	72751279	4	9951	9894.0255
3_MACS_peak_6838_lociStitched	chr15	90726973	90745754	3	8485	14542.1283
4_MACS_peak_436_lociStitched	chr1	28558554	28577334	4	10527	20917.163999999997
4_MACS_peak_8451_lociStitched	chr17	43505375	43524146	4	9692	11577.952800000001
4_MACS_peak_15275_lociStitched	chr4	186167016	186185755	4	7090	7025.2511
5_MACS_peak_20430_lociStitched	chrX	128902937	128921652	5	12239	18756.173
3_MACS_peak_13455_lociStitched	chr3	5223112	5241824	3	16378	43277.113600000004
2_MACS_peak_13245_lociStitched	chr22	39456832	39475540	2	18607	40897.558800000006
6_MACS_peak_15808_lociStitched	chr5	131745679	131764373	6	8702	10188.230000000001
3_MACS_peak_11080_lociStitched	chr2	65155892	65174542	3	12268	28696.754999999997
3_MACS_peak_9311_lociStitched	chr18	75190380	75209008	3	11472	28456.132800000003
3_MACS_peak_9126_lociStitched	chr18	33155443	33174068	3	10803	22137.675000000003
3_MACS_peak_6213_lociStitched	chr15	31636039	31654642	3	14023	28691.4069
2_MACS_peak_16392_lociStitched	chr6	26268930	26287514	2	11634	27240.4272
5_MACS_peak_7869_lociStitched	chr17	4692634	4711083	5	6207	5414.7815
5_MACS_peak_10231_lociStitched	chr19	42374222	42392646	5	12491	17023.776
4_MACS_peak_4400_lociStitched	chr12	53490922	53509342	4	11483	11479.344
2_MACS_peak_5192_lociStitched	chr13	41577548	41595960	2	12998	17408.546
4_MACS_peak_9181_lociStitched	chr18	47616858	47635241	4	9529	8978.2572
3_MACS_peak_16561_lociStitched	chr6	32805024	32823388	3	8501	20176.5268
3_MACS_peak_7339_lociStitched	chr16	30193346	30211674	3	8991	25532.7368
3_MACS_peak_2081_lociStitched	chr10	5929579	5947876	3	12368	17947.5273
5_MACS_peak_5608_lociStitched	chr14	50318069	50336352	5	9893	16456.5283
3_MACS_peak_3562_lociStitched	chr11	71812656	71830921	3	6768	17375.4945
3_MACS_peak_16658_lociStitched	chr6	37122519	37140764	3	9205	14561.3345
5_MACS_peak_11756_lociStitched	chr2	202040923	202059146	5	9448	11453.155499999999
2_MACS_peak_3971_lociStitched	chr11	132215040	132233261	2	12820	30698.7408
6_MACS_peak_6182_lociStitched	chr15	28855908	28874108	6	16065	10341.240000000002
3_MACS_peak_137_lociStitched	chr1	9560492	9578614	3	8191	9637.279600000002
4_MACS_peak_4638_lociStitched	chr12	92932548	92950656	4	9538	8869.2984
3_MACS_peak_3524_lociStitched	chr11	68032192	68050246	3	9692	19794.405600000002
3_MACS_peak_18761_lociStitched	chr8	98642543	98660589	3	10642	35023.6768
2_MACS_peak_4505_lociStitched	chr12	57621360	57639399	2	14099	64945.8117
3_MACS_peak_8674_lociStitched	chr17	62338577	62356578	3	6687	7666.6259
4_MACS_peak_10342_lociStitched	chr19	46379634	46397633	4	8690	12527.303999999998
1_MACS_peak_2855_lociStitched	chr10	133876227	133894204	1	17978	40455.4408
5_MACS_peak_19045_lociStitched	chr8	145687019	145704981	5	8244	9491.120799999999
4_MACS_peak_6155_lociStitched	chr15	23339554	23357510	4	14862	10529.3984
5_MACS_peak_19979_lociStitched	chrX	13670193	13688089	5	6748	7478.7384
4_MACS_peak_3367_lociStitched	chr11	64644329	64662209	4	8673	15771.948
5_MACS_peak_9391_lociStitched	chr19	1847660	1865522	5	9930	15030.873
3_MACS_peak_5821_lociStitched	chr14	74224055	74241914	3	14344	27458.2125
4_MACS_peak_13817_lociStitched	chr3	52000515	52018345	4	8910	15419.384
3_MACS_peak_1289_lociStitched	chr1	153747211	153765026	3	6935	16348.825499999999
3_MACS_peak_3996_lociStitched	chr12	1700388	1718182	3	6871	8124.7404
3_MACS_peak_13793_lociStitched	chr3	50357967	50375760	3	6076	10471.1805
3_MACS_peak_6602_lociStitched	chr15	69743495	69761254	3	6793	13495.0641
4_MACS_peak_13801_lociStitched	chr3	50637842	50655592	4	5085	4998.400000000001
3_MACS_peak_12596_lociStitched	chr20	62256911	62274659	3	10087	26721.3888
2_MACS_peak_5603_lociStitched	chr14	50085526	50103252	2	11761	18745.245000000003
5_MACS_peak_12185_lociStitched	chr20	23329612	23347338	5	11031	21964.286600000003
3_MACS_peak_2974_lociStitched	chr11	6623548	6641260	3	10134	16272.0144
3_MACS_peak_1222_lociStitched	chr1	150121343	150139054	3	7352	9792.4119
2_MACS_peak_13957_lociStitched	chr3	74872874	74890559	2	15144	31387.338
2_MACS_peak_13445_lociStitched	chr3	4533526	4551181	2	12042	31741.9245
4_MACS_peak_316_lociStitched	chr1	24054702	24072345	4	9092	10947.481500000002
3_MACS_peak_12693_lociStitched	chr21	30436158	30453789	3	12357	17789.678999999996
3_MACS_peak_12816_lociStitched	chr21	44580440	44598071	3	10140	24487.6959
3_MACS_peak_376_lociStitched	chr1	26436679	26454295	3	11989	19870.847999999998
3_MACS_peak_6874_lociStitched	chr15	93346997	93364605	3	11275	42491.6256
3_MACS_peak_10065_lociStitched	chr19	36192719	36210314	3	7987	12325.2975
3_MACS_peak_2434_lociStitched	chr10	74018800	74036394	3	11161	30175.4694
3_MACS_peak_5201_lociStitched	chr13	42613837	42631430	3	6844	6435.5194
3_MACS_peak_11059_lociStitched	chr2	64438726	64456312	3	7370	13112.1216
3_MACS_peak_19424_lociStitched	chr9	93549205	93566787	3	4997	4508.0248
3_MACS_peak_8291_lociStitched	chr17	37949088	37966658	3	7076	7910.014
4_MACS_peak_3303_lociStitched	chr11	62431381	62448926	4	12537	27856.1965
3_MACS_peak_6997_lociStitched	chr16	2508726	2526230	3	7166	10658.1856
2_MACS_peak_5911_lociStitched	chr14	89881873	89899375	2	11505	37260.0078
4_MACS_peak_12104_lociStitched	chr20	5092290	5109780	4	12019	26156.295000000002
3_MACS_peak_17880_lociStitched	chr7	99094936	99112404	3	8798	14561.3248
4_MACS_peak_18316_lociStitched	chr7	156792832	156810300	4	10423	19889.0648
4_MACS_peak_353_lociStitched	chr1	25557860	25575310	4	11239	22325.530000000002
3_MACS_peak_9880_lociStitched	chr19	17502036	17519417	3	7731	12733.320600000001
2_MACS_peak_12270_lociStitched	chr20	32987862	33005243	2	14830	31370.9669
3_MACS_peak_19688_lociStitched	chr9	130532691	130550068	3	10043	24682.290800000002
5_MACS_peak_9546_lociStitched	chr19	6516047	6533402	5	9886	11431.7385
2_MACS_peak_18195_lociStitched	chr7	138787781	138805098	2	10661	25608.379599999997
2_MACS_peak_13934_lociStitched	chr3	69127889	69145203	2	14547	17677.593999999997
4_MACS_peak_2283_lociStitched	chr10	43899867	43917156	4	9324	12515.507099999999
2_MACS_peak_17515_lociStitched	chr7	26191036	26208235	2	10742	27631.9134
4_MACS_peak_68_lociStitched	chr1	2471854	2489038	4	7650	15888.3264
3_MACS_peak_12199_lociStitched	chr20	25261870	25279034	3	5190	5756.8056
3_MACS_peak_13401_lociStitched	chr22	50623498	50640657	3	9308	12031.890800000001
3_MACS_peak_2113_lociStitched	chr10	11204650	11221806	3	10949	16552.108799999998
3_MACS_peak_7038_lociStitched	chr16	3199194	3216335	3	9332	13892.7805
4_MACS_peak_13412_lociStitched	chr22	50765326	50782458	4	8529	12737.642000000002
3_MACS_peak_5964_lociStitched	chr14	93225541	93242656	3	5154	5481.934499999999
3_MACS_peak_15972_lociStitched	chr5	150457391	150474494	3	10804	15939.996000000001
3_MACS_peak_4454_lociStitched	chr12	56121360	56138418	3	7376	11781.9606
3_MACS_peak_4191_lociStitched	chr12	25472254	25489294	3	9062	13480.344000000001
4_MACS_peak_9423_lociStitched	chr19	2254892	2271898	4	8918	14631.9624
3_MACS_peak_13406_lociStitched	chr22	50698627	50715618	3	5852	6349.5367
3_MACS_peak_6041_lociStitched	chr14	102975583	102992564	3	4843	5177.5069
3_MACS_peak_196_lociStitched	chr1	12211472	12228442	3	11277	16443.93
3_MACS_peak_5444_lociStitched	chr14	20922040	20939003	3	7516	11158.261400000001
3_MACS_peak_3483_lociStitched	chr11	67030080	67047013	3	8875	22207.629500000003
2_MACS_peak_4152_lociStitched	chr12	15101169	15118075	2	13822	25306.591399999998
3_MACS_peak_17489_lociStitched	chr7	23563280	23580167	3	6776	11270.3838
3_MACS_peak_8493_lociStitched	chr17	45725449	45742304	3	15012	32412.165
4_MACS_peak_6938_lociStitched	chr16	729756	746608	4	7419	11973.346
2_MACS_peak_15410_lociStitched	chr5	32572154	32589004	2	10731	23960.699999999997
4_MACS_peak_9565_lociStitched	chr19	7182277	7199119	4	6147	6117.0144
5_MACS_peak_19557_lociStitched	chr9	112903389	112920213	5	11562	16585.0992
