REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS12_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
6_MACS_peak_2751_lociStitched	chr10	112599920	112642794	6	28694	72945.8236	20	1	PDCD4,LOC282997	SHOC2,NCRNA00081	LOC282997	LOC282997	3.1099	20	1
1_MACS_peak_4133_lociStitched	chr12	12866190	12880741	1	14552	71863.0237	21	1	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	CDKN1B	4.7859	21	1
3_MACS_peak_8116_lociStitched	chr17	27037286	27074354	3	27406	68390.46	22	1	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TRAF4,PROCA1,RAB34,TLCD1	SUPT6H,SDF2	NEK8	NEK8	1.762	22	1
3_MACS_peak_16447_lociStitched	chr6	27772786	27808608	3	31937	68369.8692	23	1	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2BN,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H2AK	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,HIST1H3J	HIST1H4J	HIST1H3J	1.3387	23	1
4_MACS_peak_17533_lociStitched	chr7	29694094	29726637	4	29929	68096.2275	24	1	DPY19L2P3,LOC646762,LOC100271874		LOC646762	LOC646762	1.4297	24	1
1_MACS_peak_1754_lociStitched	chr1	206281577	206308313	1	26737	66559.272	25	1	C1orf186	CTSE	C1orf186	C1orf186	0.6955	25	1
1_MACS_peak_8514_lociStitched	chr17	46123255	46138374	1	15120	65740.4358	26	1	NFE2L1	SNX11,MIR152,COPZ2,CBX1	NFE2L1	NFE2L1	2.905	26	1
1_MACS_peak_1388_lociStitched	chr1	156455742	156476172	1	20431	64953.099	27	1	MEF2D		MEF2D	MEF2D	1.4397	27	1
2_MACS_peak_4505_lociStitched	chr12	57621360	57639399	2	14099	64945.8117	28	1	SHMT2,NDUFA4L2,STAC3	MIR1228,NXPH4	NDUFA4L2	NDUFA4L2	3.4463	28	1
1_MACS_peak_16278_lociStitched	chr6	7896167	7920086	1	23920	64643.4894	29	1	MUTED-TXNDC5,TXNDC5		TXNDC5	TXNDC5	1.4307	29	1
1_MACS_peak_9264_lociStitched	chr18	60821297	60831806	1	10510	63888.4146	30	1	BCL2		BCL2	BCL2	0.9063	30	1
5_MACS_peak_7673_lociStitched	chr16	81829317	81877546	5	34769	63802.1441	31	1	PLCG2		PLCG2	PLCG2	0.4224	31	1
5_MACS_peak_19783_lociStitched	chr9	134126846	134154226	5	24389	63031.498	32	1	FAM78A	PPAPDC3	FAM78A	FAM78A	2.0881	32	1
1_MACS_peak_19294_lociStitched	chr9	66454563	66462307	1	7745	62020.9216	33	1		LOC442421	LOC442421	LOC442421	0.9865	33	1
4_MACS_peak_12992_lociStitched	chr22	23188356	23227438	4	31060	60807.6838	34	1		MIR650,IGLL5	IGLL5	MIR650	0.9487	34	1
1_MACS_peak_17670_lociStitched	chr7	50343022	50353407	1	10386	60771.9815	35	1	IKZF1		IKZF1	IKZF1	0.5601	35	1
2_MACS_peak_16969_lociStitched	chr6	106531325	106563072	2	25548	60271.6795	36	1	PRDM1		PRDM1	PRDM1	1.798	36	1
7_MACS_peak_17543_lociStitched	chr7	30323074	30371004	7	38909	59687.229	37	1	ZNRF2,MIR550A1,MIR550B1	DKFZP586I1420	MIR550B1	MIR550B1	2.2044	37	1
3_MACS_peak_12714_lociStitched	chr21	34586801	34614564	3	21585	59210.1501	38	1	IFNAR2	IL10RB,C21orf54	IFNAR2	IFNAR2	1.2757	38	1
6_MACS_peak_6506_lociStitched	chr15	63764403	63801155	6	26159	59144.9936	39	1	USP3		USP3	USP3	0.4063	39	1
2_MACS_peak_3944_lociStitched	chr11	128584839	128607153	2	22293	56237.9742	40	1	FLI1		FLI1	FLI1	0.6939	40	1
1_MACS_peak_1979_lociStitched	chr1	234734132	234750773	1	16642	55990.3086	41	1	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	3.5778	41	1
4_MACS_peak_1928_lociStitched	chr1	228643112	228679616	4	21161	55869.372	42	1	HIST3H2BB,RNF187,HIST3H2A	TRIM11,TRIM17,HIST3H3	RNF187	RNF187	1.465	42	1
1_MACS_peak_3544_lociStitched	chr11	69452437	69464654	1	12218	55791.3739	43	1	CCND1	ORAOV1	CCND1	CCND1	2.4639	43	1
1_MACS_peak_18732_lociStitched	chr8	93063802	93076556	1	12755	55497.7556	44	1	RUNX1T1	RUNX1T1	RUNX1T1	RUNX1T1	0.8178	44	1
4_MACS_peak_3385_lociStitched	chr11	64877796	64903782	4	16055	54422.4798	45	1	C11orf2,TM7SF2,MRPL49,ZNHIT2,FAU,SYVN1	ZFPL1,SPDYC,CAPN1,CDCA5	MRPL49	MRPL49	1.1735	45	1
2_MACS_peak_3579_lociStitched	chr11	72848440	72867854	2	14069	54034.9862	46	1	FCHSD2		FCHSD2	FCHSD2	0.2415	46	1
2_MACS_peak_14947_lociStitched	chr4	90206641	90230099	2	21735	53944.0168	47	1	GPRIN3		GPRIN3	GPRIN3	0.7951	47	1
1_MACS_peak_2500_lociStitched	chr10	81946404	81966424	1	20021	53679.626	48	1	ANXA11		ANXA11	ANXA11	0.9527	48	1
5_MACS_peak_16425_lociStitched	chr6	27094161	27130324	5	27018	52949.8646	49	1	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H2BK	HIST1H2BK	1.7731	49	1
6_MACS_peak_20156_lociStitched	chrX	48767921	48816926	6	29424	52298.136	50	1	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1,GRIPAP1	PIM2	PIM2	1.1689	50	1
1_MACS_peak_17487_lociStitched	chr7	23502639	23518380	1	15742	51413.2542	51	1	IGF2BP3	RPS2P32	IGF2BP3	IGF2BP3	0.3603	51	1
1_MACS_peak_6138_lociStitched	chr15	21891738	21911509	1	19772	51038.8365	52	1		LOC646214	LOC646214	LOC646214	4.8838	52	1
4_MACS_peak_19050_lociStitched	chr8	145731680	145755269	4	13575	50923.9332	53	1	GPT,MFSD3,LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	KIFC2,PPP1R16A,CYHR1,FOXH1	LRRC14	LRRC14	1.5179	53	1
3_MACS_peak_1233_lociStitched	chr1	150532400	150553227	3	18526	50717.9104	54	1	ADAMTSL4,MCL1	MIR4257,ENSA	MCL1	MCL1	1.0226	54	1
1_MACS_peak_18550_lociStitched	chr8	42741912	42755604	1	13693	50115.4584	55	1	HOOK3,RNF170	THAP1	RNF170	RNF170	1.1354	55	1
1_MACS_peak_6452_lociStitched	chr15	55692641	55701994	1	9354	50008.6204	56	1	FLJ27352,CCPG1	MIR628	CCPG1	CCPG1	0.9155	56	1
1_MACS_peak_4509_lociStitched	chr12	57846137	57857279	1	11143	49940.6724	57	1	INHBE,GLI1	INHBC,MARS,ARHGAP9	GLI1	GLI1	1.8775	57	1
2_MACS_peak_11897_lociStitched	chr2	227654114	227667977	2	12838	48810.2367	58	1	IRS1	RHBDD1	IRS1	IRS1	0.8425	58	1
3_MACS_peak_218_lociStitched	chr1	16159046	16179942	3	14087	48493.3472	59	1	SPEN,FLJ37453	UQCRHL	SPEN	SPEN	0.3578	59	1
2_MACS_peak_20075_lociStitched	chrX	39949358	39969973	2	18977	48389.5895	60	1	BCOR		BCOR	BCOR	0.4094	60	1
1_MACS_peak_9113_lociStitched	chr18	30338895	30353900	1	15006	47597.3605	61	1	KLHL14		KLHL14	KLHL14	0.5208	61	1
4_MACS_peak_6372_lociStitched	chr15	45001680	45023381	4	16466	46987.0052	62	1	B2M	TRIM69,SPG11,PATL2	B2M	B2M	1.4754	62	1
7_MACS_peak_3288_lociStitched	chr11	62306386	62343233	7	23610	46383.0036	63	1	AHNAK,EEF1G,TUT1	ROM1,MTA2,EML3,B3GAT3	AHNAK	EML3	1.1932	63	1
5_MACS_peak_8600_lociStitched	chr17	56405611	56430796	5	19192	45882.033	64	1	BZRAP1,MIR142,SUPT4H1	MPO	MIR142	MIR142	2.2034	64	1
4_MACS_peak_18268_lociStitched	chr7	150053591	150078746	4	18782	45324.279	65	1	REPIN1,ZNF775	LRRC61,C7orf29,LOC728743,ACTR3C,RARRES2	REPIN1	REPIN1	2.257	65	1
3_MACS_peak_9304_lociStitched	chr18	74806230	74828362	3	15898	45089.5236	66	1	MBP		MBP	MBP	0.5265	66	1
4_MACS_peak_3871_lociStitched	chr11	118954860	118979795	4	15020	44895.4675	67	1	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	H2AFX	H2AFX	1.2907	67	1
1_MACS_peak_16210_lociStitched	chr6	387818	403694	1	15877	44808.4224	68	1	IRF4		IRF4	IRF4	1.5912	68	1
1_MACS_peak_17980_lociStitched	chr7	104649645	104659831	1	10187	44778.6746	69	1	MLL5,LOC100216545		MLL5	MLL5	0.5462	69	1
3_MACS_peak_11265_lociStitched	chr2	87795110	87825347	3	22629	44711.4519	70	1	NCRNA00152		NCRNA00152	NCRNA00152	0.8331	70	1
1_MACS_peak_6494_lociStitched	chr15	60871937	60885941	1	14005	44601.3396	71	1	RORA		RORA	RORA	0.444	71	1
2_MACS_peak_4748_lociStitched	chr12	105716462	105732035	2	15016	44510.7486	72	1	C12orf75		C12orf75	C12orf75	0.9373	72	1
1_MACS_peak_18812_lociStitched	chr8	103539857	103550456	1	10600	44319.7185	73	1		ODF1	ODF1	ODF1	0.1685	73	1
3_MACS_peak_8559_lociStitched	chr17	48223824	48247317	3	13722	44133.9498	74	1	SGCA,PPP1R9B	SAMD14,HILS1,COL1A1	PPP1R9B	PPP1R9B	1.5546	74	1
3_MACS_peak_13455_lociStitched	chr3	5223112	5241824	3	16378	43277.1136	75	1	EDEM1		EDEM1	EDEM1	1.0794	75	1
4_MACS_peak_10599_lociStitched	chr19	56145437	56169653	4	15624	43189.236	76	1	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	CCDC106	CCDC106	1.88	76	1
2_MACS_peak_7137_lociStitched	chr16	12055384	12071461	2	12133	43157.0988	77	1	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	TNFRSF17	3.1796	77	1
3_MACS_peak_7406_lociStitched	chr16	34718764	34745413	3	24618	43112.7522	78	1	LOC100130700	LOC146481	LOC100130700	LOC100130700	1.1641	78	1
3_MACS_peak_12394_lociStitched	chr20	43587093	43609365	3	19040	43091.8656	79	1	STK4,TOMM34	PABPC1L	STK4	STK4	0.4582	79	1
1_MACS_peak_6660_lociStitched	chr15	75068182	75084240	1	16059	42862.0136	80	1	CSK	CYP1A2,LMAN1L,CPLX3	CSK	CSK	1.3509	80	1
3_MACS_peak_6874_lociStitched	chr15	93346997	93364605	3	11275	42491.6256	81	1		ASB9P1	ASB9P1	ASB9P1	0.0944	81	1
1_MACS_peak_12424_lociStitched	chr20	45978312	45988847	1	10536	42086.2715	82	1	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.357	82	1
1_MACS_peak_9298_lociStitched	chr18	72918194	72928572	1	10379	41991.4636	83	1	TSHZ1,ZADH2		TSHZ1	TSHZ1	0.5812	83	1
1_MACS_peak_14261_lociStitched	chr3	141096658	141110590	1	13933	41862.8736	84	1	ZBTB38		ZBTB38	ZBTB38	0.4259	84	1
5_MACS_peak_1326_lociStitched	chr1	154926953	154958197	5	17579	41810.7208	85	1	CKS1B,MIR4258,FLAD1,PBXIP1,PYGO2,SHC1	LENEP,ZBTB7B,DCST1,PMVK,DCST2	SHC1	ZBTB7B	1.6183	85	1
1_MACS_peak_9216_lociStitched	chr18	52983072	52992477	1	9406	41489.217	86	1	TCF4		TCF4	TCF4	0.2787	86	1
1_MACS_peak_17604_lociStitched	chr7	39987297	39995451	1	8155	41225.8086	87	1	CDK13		CDK13	CDK13	0.4144	87	1
2_MACS_peak_13245_lociStitched	chr22	39456832	39475540	2	18607	40897.5588	88	1	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3C	1.1645	88	1
3_MACS_peak_3162_lociStitched	chr11	46121027	46144989	3	16411	40850.4176	89	1	PHF21A		PHF21A	PHF21A	0.292	89	1
4_MACS_peak_243_lociStitched	chr1	17221257	17249120	4	13528	40794.2183	90	1	CROCC		CROCC	CROCC	0.11	90	1
2_MACS_peak_7729_lociStitched	chr16	87885372	87905331	2	19202	40718.3559	91	1	SLC7A5		SLC7A5	SLC7A5	0.8847	91	1
1_MACS_peak_2855_lociStitched	chr10	133876227	133894204	1	17978	40455.4408	92	1		JAKMIP3	JAKMIP3	JAKMIP3	0.0415	92	1
1_MACS_peak_6597_lociStitched	chr15	69108765	69116099	1	7335	40391.2716	93	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.8761	93	1
5_MACS_peak_18188_lociStitched	chr7	137664523	137688083	5	21995	40165.088	94	1	CREB3L2		CREB3L2	CREB3L2	0.3909	94	1
3_MACS_peak_10160_lociStitched	chr19	39880549	39904627	3	17653	40150.065	95	1	MED29,ZFP36,PLEKHG2,PAF1	SAMD4B,SUPT5H,RPS16	ZFP36	ZFP36	2.5351	95	1
3_MACS_peak_3364_lociStitched	chr11	64610721	64634176	3	19005	39911.028	96	1	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	MIR194-2	1.0077	96	1
1_MACS_peak_252_lociStitched	chr1	17763080	17770313	1	7234	39889.2717	97	1	RCC2		RCC2	RCC2	1.0447	97	1
1_MACS_peak_18918_lociStitched	chr8	126612257	126623211	1	10955	39810.1222	98	1			TRIB1	TRIB1	2.1315	98	1
1_MACS_peak_3887_lociStitched	chr11	120205620	120217950	1	12331	39650.814	99	1	ARHGEF12	TMEM136	ARHGEF12	TMEM136	0.9069	99	1
6_MACS_peak_3346_lociStitched	chr11	63992631	64019782	6	18229	39244.0554	100	1	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	FKBP2	1.8247	100	1
1_MACS_peak_6456_lociStitched	chr15	56656260	56666725	1	10466	39243.75	101	1	TEX9		TEX9	TEX9	0.5366	101	1
1_MACS_peak_2521_lociStitched	chr10	89619751	89631329	1	11579	39059.5408	102	1	PTEN,KILLIN	CFLP1,ATAD1	PTEN	PTEN	0.4398	102	1
3_MACS_peak_7324_lociStitched	chr16	29815233	29834079	3	14977	38809.5678	103	1	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	PRRT2	PRRT2	1.4707	103	1
5_MACS_peak_3017_lociStitched	chr11	10314690	10344703	5	16345	38776.796	104	1	ADM,SBF2		ADM	ADM	2.4625	104	1
1_MACS_peak_3227_lociStitched	chr11	58339243	58349623	1	10381	38370.708	105	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	0.739	105	1
4_MACS_peak_11380_lociStitched	chr2	112186088	112223603	4	25721	38370.342	106	1	LOC541471		LOC541471	LOC541471	0.3737	106	1
5_MACS_peak_12511_lociStitched	chr20	52530702	52559638	5	19915	38178.1584	107	1		SUMO1P1	SUMO1P1	SUMO1P1	0.7251	107	1
3_MACS_peak_14832_lociStitched	chr4	71526054	71554963	3	20038	38087.6075	108	1	UTP3,IGJ	ENAM,RUFY3	IGJ	IGJ	0.8812	108	1
3_MACS_peak_12498_lociStitched	chr20	52257423	52279719	3	15637	37749.3576	109	1			ZNF217	ZNF217	1.7862	109	1
1_MACS_peak_16380_lociStitched	chr6	26020434	26034835	1	14402	37536.2065	110	1	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H4B	2.4922	110	1
2_MACS_peak_3898_lociStitched	chr11	122927577	122942567	2	13631	37479.497	111	1	HSPA8	LOC341056	HSPA8	HSPA8	1.9673	111	1
3_MACS_peak_17646_lociStitched	chr7	45023344	45048162	3	16423	37420.5804	112	1	CCM2,C7orf40,SNORA9	CCM2,MYO1G	CCM2	CCM2	0.539	112	1
1_MACS_peak_18915_lociStitched	chr8	126440962	126449956	1	8995	37309.8102	113	1	TRIB1		TRIB1	TRIB1	2.1315	113	1
3_MACS_peak_12996_lociStitched	chr22	23269357	23285777	3	15502	37296.388	114	1		IGLL5	IGLL5	IGLL5	0.4206	114	1
2_MACS_peak_5911_lociStitched	chr14	89881873	89899375	2	11505	37260.0078	115	1	LOC400236,FOXN3		LOC400236	LOC400236	0.9196	115	1
2_MACS_peak_1331_lociStitched	chr1	154966821	154979418	2	9967	36999.9084	116	1	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	MIR4258	1.9555	116	1
1_MACS_peak_13218_lociStitched	chr22	38782811	38797762	1	14952	36937.9406	117	1	LOC400927	KCNJ4	LOC400927	LOC400927	0.6328	117	1
2_MACS_peak_11899_lociStitched	chr2	227697568	227710991	2	9428	36113.2392	118	1	RHBDD1	IRS1	RHBDD1	IRS1	0.8425	118	1
1_MACS_peak_16766_lociStitched	chr6	45385940	45396700	1	10761	36029.86	119	1	RUNX2	SUPT3H	RUNX2	RUNX2	0.2753	119	1
5_MACS_peak_6987_lociStitched	chr16	2254473	2275538	5	12096	36010.6175	120	1	MLST8,E4F1,C16orf79,PGP	TRAF7,DNASE1L2,MIR3677,MIR940,SNORD60,CASKIN1,DCI,RNPS1	PGP	PGP	1.4945	120	1
1_MACS_peak_16569_lociStitched	chr6	32934537	32941788	1	7252	35915.6532	121	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	1.6614	121	1
3_MACS_peak_17952_lociStitched	chr7	102065201	102087181	3	14038	35869.162	122	1	PRKRIP1,ORAI2	LRWD1,ALKBH4,POLR2J	ORAI2	ORAI2	0.8121	122	1
1_MACS_peak_8442_lociStitched	chr17	43298198	43307533	1	9336	35822.129	123	1	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	1.2231	123	1
4_MACS_peak_1299_lociStitched	chr1	153928990	153951879	4	13805	35555.7726	124	1	CREB3L4,CRTC2,SLC39A1,JTB	RPS27,GATAD2B,DENND4B,RAB13	CREB3L4	CREB3L4	1.7154	124	1
3_MACS_peak_18924_lociStitched	chr8	128567718	128594720	3	20296	35413.123	125	1			LOC727677	LOC727677	NONE	125	1
6_MACS_peak_17592_lociStitched	chr7	38374046	38408285	6	24751	35098.3989	126	1			TARP	TARP	NONE	126	1
3_MACS_peak_16199_lociStitched	chr6	217195	236759	3	14569	35074.3392	127	1			DUSP22	DUSP22	3.0805	127	1
3_MACS_peak_9346_lociStitched	chr19	908617	928048	3	15439	35055.4671	128	1	KISS1R,ARID3A,C19orf22	CFD,MED16	KISS1R	KISS1R	2.1116	128	1
3_MACS_peak_18761_lociStitched	chr8	98642543	98660589	3	10642	35023.6768	129	1	MTDH		MTDH	MTDH	0.4564	129	1
5_MACS_peak_13009_lociStitched	chr22	24178922	24200929	5	13196	34940.5139	130	1	SLC2A11,DERL3	SMARCB1,MIF	DERL3	MIF	1.0166	130	1
3_MACS_peak_3966_lociStitched	chr11	131502698	131532880	3	18852	34836.0644	131	1	NTM		NTM	NTM	0.1486	131	1
4_MACS_peak_10979_lociStitched	chr2	54777403	54810184	4	21015	34688.8542	132	1	SPTBN1	RPL23AP32	SPTBN1	SPTBN1	0.2775	132	1
1_MACS_peak_6405_lociStitched	chr15	50641508	50649949	1	8442	34662.9665	133	1	LOC100129387,GABPB1,FLJ10038		LOC100129387	LOC100129387	2.5213	133	1
3_MACS_peak_2176_lociStitched	chr10	21803617	21824625	3	16738	34589.672	134	1	MLLT10,C10orf140	MIR1915,C10orf114	C10orf140	C10orf140	1.0993	134	1
1_MACS_peak_9174_lociStitched	chr18	46472597	46480745	1	8149	34496.1876	135	1	SMAD7	SMAD7	SMAD7	SMAD7	1.4016	135	1
1_MACS_peak_4293_lociStitched	chr12	46118204	46128434	1	10231	34430.088	136	1	ARID2,LOC400027		ARID2	ARID2	0.2759	136	1
3_MACS_peak_15282_lociStitched	chr4	186391653	186406448	3	11924	34362.867	137	1	CCDC110	C4orf47,UFSP2	CCDC110	UFSP2	0.3915	137	1
1_MACS_peak_11754_lociStitched	chr2	201979505	201994721	1	15217	34340.9904	138	1	CFLAR	NDUFB3,FAM126B	CFLAR	CFLAR	0.6624	138	1
7_MACS_peak_4060_lociStitched	chr12	7045424	7081299	7	19267	33898.2875	139	1	ATN1,C12orf57,PTPN6,MIR200C,MIR141,EMG1,PHB2,SCARNA12	LRRC23,ENO2,LPCAT3	PTPN6	PTPN6	0.8576	139	1
1_MACS_peak_9201_lociStitched	chr18	48717655	48725480	1	7826	33752.355	140	1	MEX3C		MEX3C	MEX3C	1.1646	140	1
2_MACS_peak_4512_lociStitched	chr12	57910810	57918446	2	7552	33748.8292	141	1	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	DDIT3	DDIT3	2.5108	141	1
3_MACS_peak_1312_lociStitched	chr1	154373523	154393717	3	16089	33649.2622	142	1	IL6R		IL6R	IL6R	0.5636	142	1
7_MACS_peak_4520_lociStitched	chr12	58134982	58167422	7	15255	33513.764	143	1	TSPAN31,MARCH9,FAM119B,AGAP2,CDK4,CYP27B1,METTL1	OS9,LOC100130776,TSFM,AGAP2,AVIL	MARCH9	MARCH9	1.0973	143	1
5_MACS_peak_2439_lociStitched	chr10	74076690	74096089	5	12571	33416.7174	144	1	DNAJB12	DDIT4	DNAJB12	DDIT4	1.6778	144	1
5_MACS_peak_8444_lociStitched	chr17	43372625	43395789	5	15576	33409.4372	145	1	MAP3K14	LOC100133991,C17orf46	MAP3K14	MAP3K14	0.5911	145	1
2_MACS_peak_15632_lociStitched	chr5	87954189	87973734	2	18350	33255.8175	146	1	LOC645323,MIR9-2		MIR9-2	MIR9-2	1.7251	146	1
6_MACS_peak_10223_lociStitched	chr19	42027261	42070137	6	23390	33246.0504	147	1		CEACAM21	CEACAM21	CEACAM21	0.0793	147	1
7_MACS_peak_9736_lociStitched	chr19	12885675	12918414	7	17725	33167.8809	148	1	JUNB,RNASEH2A,HOOK2,PRDX2	ASNA1,BEST2,MAST1,C19orf43,RTBDN	JUNB	JUNB	1.7405	148	1
1_MACS_peak_18037_lociStitched	chr7	114561807	114574728	1	12922	33037.7049	149	1	MDFIC		MDFIC	MDFIC	1.5026	149	1
1_MACS_peak_8418_lociStitched	chr17	42292725	42300459	1	7735	32915.1306	150	1	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	UBTF	1.6469	150	1
1_MACS_peak_8265_lociStitched	chr17	36856436	36863589	1	7154	32583.3456	151	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	1.0982	151	1
4_MACS_peak_19016_lociStitched	chr8	145046964	145069629	4	13967	32556.006	152	1	GRINA,PLEC,PARP10	SPATC1,PLEC,MIR661,OPLAH	PARP10	PARP10	1.5853	152	1
2_MACS_peak_16412_lociStitched	chr6	26520312	26541139	2	14420	32415.1428	153	1	HCG11,HMGN4	BTN1A1	HMGN4	HMGN4	1.0496	153	1
3_MACS_peak_8493_lociStitched	chr17	45725449	45742304	3	15012	32412.165	154	1	KPNB1	TBKBP1	KPNB1	KPNB1	0.8535	154	1
1_MACS_peak_8295_lociStitched	chr17	38015823	38025205	1	9383	32381.0348	155	1	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.5169	155	1
5_MACS_peak_10144_lociStitched	chr19	39338005	39360850	5	12461	32200.0275	156	1	HNRNPL,RINL	NFKBIB,LGALS4,ECH1,SIRT2	HNRNPL	HNRNPL	1.1046	156	1
