GENE_ID	locusLine	bin_1_KMS28BM_jia.bam
NM_006142	chr1(.):27184632-27195947	0.8562
NM_014280	chr1(.):28521789-28564542	0.2919
NM_016311	chr1(.):28557610-28569611	0.8418
NM_001164721	chr1(.):28468676-28525447	0.0599
NM_001164722	chr1(.):28468676-28525437	0.0599
NM_031459	chr1(.):28581005-28614002	0.637
NR_003109	chr1(.):28874528-28910057	0.6279
NM_001269	chr1(.):28839744-28870708	0.3175
NM_178547	chr1(.):33082306-33121185	0.8737
NM_005610	chr1(.):33111748-33156812	0.395
NM_001135256	chr1(.):33111958-33156812	0.3964
NM_001625	chr1(.):33471825-33507512	0.2876
NM_013411	chr1(.):33468540-33507512	0.2691
NM_005202	chr1(.):36555843-36570850	0.0771
NM_018067	chr1(.):36616802-36651441	0.5507
NM_014408	chr1(.):36597172-36620067	0.4311
NM_022756	chr1(.):37953175-37985364	0.1866
NM_025079	chr1(.):37935118-37954978	1.3323
NR_002983	chr1(.):40028045-40038182	0.4486
NR_003929	chr1(.):39982951-40030370	0.3718
NM_001135653	chr1(.):40021484-40047521	0.7113
NM_001195007	chr1(.):40199516-40234586	0.175
NM_022120	chr1(.):40230196-40242020	1.4085
NM_001198979	chr1(.):40854016-40893998	0.7778
NM_001198978	chr1(.):40835304-40893998	1.5174
NM_001198980	chr1(.):40857471-40893998	0.4712
NM_022733	chr1(.):40834377-40893998	1.4944
NM_023070	chr1(.):40911336-40934390	0.0378
NM_006004	chr1(.):46764379-46787447	0.9039
NM_006369	chr1(.):46739071-46774038	0.6401
NM_199044	chr1(.):46801389-46835690	0.4131
NM_001262	chr1(.):51429366-51445306	5.1423
NM_078626	chr1(.):51430641-51445309	5.5608
NM_006769	chr1(.):87789150-87819607	0.7249
NM_018364	chr1(.):114299453-114360070	0.2988
NM_007158	chr1(.):115254536-115305624	0.2253
NM_002524	chr1(.):115242077-115264515	0.7242
NM_001172626	chr1(.):115210719-115243239	0.3262
NM_001007553	chr1(.):115254537-115305624	0.2253
NM_001130523	chr1(.):115254537-115305671	0.2251
NM_017709	chr1(.):118143603-118176011	1.2229
NM_207418	chr1(.):143891451-143918143	0.9325
NM_032305	chr1(.):145451235-145475387	1.3858
NM_202004	chr1(.):145408190-145422545	0.0909
NM_006472	chr1(.):145433461-145447628	1.8543
NM_001039888	chr1(.):145465507-145480647	0.6974
NM_003846	chr1(.):145511164-145528732	0.5075
NM_005105	chr1(.):145502637-145516444	1.1019
NM_001184795	chr1(.):145511559-145528732	0.5177
NM_003637	chr1(.):145519989-145548868	0.085
NM_144698	chr1(.):145544208-145573526	0.0782
NR_002328	chr1(.):145504819-145521076	1.0522
NM_001161334	chr1(.):149749244-149788928	0.5261
NM_001034077	chr1(.):149799220-149809616	2.6982
NM_001005464	chr1(.):149807258-149817765	4.8315
NM_001040874	chr1(.):149808784-149819318	5.0474
NM_001123375	chr1(.):149779779-149790236	1.4639
NM_000566	chr1(.):149749249-149769074	0.2478
NM_016074	chr1(.):149866154-149877348	0.3505
NM_003528	chr1(.):149851009-149863232	5.2461
NM_003517	chr1(.):149853524-149863961	6.112
NM_175065	chr1(.):149854018-149864466	6.0998
NR_036461	chr1(.):149816758-149827340	5.4636
NM_001040874	chr1(.):149817627-149828161	5.3213
NM_001005464	chr1(.):149819180-149829687	5.122
NM_001034077	chr1(.):149827329-149837725	2.7496
NM_019032	chr1(.):150516897-150538412	2.845
NM_207046	chr1(.):150589598-150606609	0.9596
NM_207047	chr1(.):150590753-150606609	1.0171
NR_036211	chr1(.):150519404-150529490	0.2439
NM_001197320	chr1(.):150542026-150557214	2.5102
NM_024330	chr1(.):153742767-153757633	1.1701
NM_014437	chr1(.):153926587-153945188	2.5124
NM_130898	chr1(.):153935396-153951832	2.573
NM_181715	chr1(.):153915151-153936043	1.7912
NM_006694	chr1(.):153941744-153955451	1.0803
NM_002870	chr1(.):153949127-153963806	1.6209
NM_014856	chr1(.):153896976-153924154	0.5392
NM_001030	chr1(.):153958238-153969631	1.2153
NM_001018837	chr1(.):154240038-154253355	0.9436
NM_001098616	chr1(.):154174182-154198273	1.4006
NM_001127320	chr1(.):154187654-154240980	0.6428
NM_001010979	chr1(.):154166847-154183809	0.3683
NR_030600	chr1(.):154161140-154171219	0.103
NM_014847	chr1(.):154188324-154248329	0.7684
NM_006556	chr1(.):154892207-154914484	1.0072
NM_005227	chr1(.):155031212-155047029	1.5703
NM_001130041	chr1(.):154929773-154951959	1.9249
NM_001130040	chr1(.):154929773-154948223	1.9407
NM_201398	chr1(.):154950769-154970587	0.4381
NM_015872	chr1(.):154970111-154995999	2.5767
NM_207196	chr1(.):155018761-155040252	1.0181
NM_001184892	chr1(.):154950769-154966488	0.5102
NM_018655	chr1(.):154961061-154971791	0.608
NM_001143687	chr1(.):155001281-155028406	0.3934
NR_024163	chr1(.):154942117-154956725	2.1722
NM_144622	chr1(.):154986002-155011257	0.1131
NM_138300	chr1(.):154924501-154939258	1.4446
NR_036212	chr1(.):154943168-154953259	2.4608
NM_001018017	chr1(.):155153299-155167700	0.3578
NM_198883	chr1(.):155173489-155188624	0.4724
NM_018973	chr1(.):155107366-155117883	1.4776
NM_153741	chr1(.):155107366-155117996	1.4635
NM_004428	chr1(.):155095348-155112386	0.767
NM_007112	chr1(.):155160378-155182690	0.5095
NM_001122837	chr1(.):155103287-155116334	1.2227
NR_030281	chr1(.):155159967-155170063	0.4508
NM_001005742	chr1(.):155199238-155219653	0.4873
NM_003993	chr1(.):155227658-155248281	0.8004
NM_181871	chr1(.):155254083-155275792	0.2481
NM_198264	chr1(.):155211995-155230274	0.7339
NM_052837	chr1(.):155220771-155237195	0.5889
NM_020897	chr1(.):155242373-155264638	0.4517
NM_001171812	chr1(.):155199238-155216066	0.5696
NM_000157	chr1(.):155199238-155216069	0.5695
NM_001135821	chr1(.):155273704-155295457	1.1114
NM_002004	chr1(.):155273538-155295457	1.1036
NM_005698	chr1(.):155220769-155237195	0.5889
NM_000298	chr1(.):155254083-155276225	0.2474
NM_006912	chr1(.):155862600-155886177	0.282
NM_001162384	chr1(.):155911629-155953336	2.4893
NM_181885	chr1(.):155906479-155917625	2.1906
NM_004723	chr1(.):155911629-155952966	2.5078
NM_014949	chr1(.):155877835-155909188	0.5512
NR_002974	chr1(.):155884699-155894833	0.1481
NR_003005	chr1(.):155890748-155900877	0.1823
NM_001093725	chr1(.):156036803-156056789	0.1992
NM_003145	chr1(.):155973838-155995758	0.5151
NM_022367	chr1(.):156118321-156152542	0.1828
NM_001193302	chr1(.):156118368-156152542	0.1826
NM_001193301	chr1(.):156114734-156152542	0.2252
NM_005920	chr1(.):156428518-156475529	1.8213
NM_198427	chr1(.):156606739-156628264	0.0638
NM_001105669	chr1(.):156544518-156561562	0.2575
NM_144772	chr1(.):156556557-156569091	0.615
NM_015590	chr1(.):156559279-156576270	0.9022
NM_021817	chr1(.):156584085-156600517	0.1041
NM_021948	chr1(.):156606739-156634320	0.6534
NM_004494	chr1(.):156706898-156726543	2.6259
NM_001126051	chr1(.):156706898-156727024	2.5646
NM_001126050	chr1(.):156706898-156727240	2.5379
NM_030980	chr1(.):156687412-156702705	1.0076
NM_001878	chr1(.):156664407-156680375	0.2736
NM_001142560	chr1(.):156693262-156711752	1.3269
NM_145729	chr1(.):156702093-156715923	0.8316
NM_006617	chr1(.):156633555-156652189	0.7875
NM_004833	chr1(.):159027274-159051647	1.5669
NM_001778	chr1(.):160643535-160686585	1.211
NM_003037	chr1(.):160574890-160622081	0.1547
NM_021181	chr1(.):160704076-160729601	0.5239
NM_152366	chr1(.):161063180-161075138	0.3512
NM_030916	chr1(.):161035780-161064385	0.6769
NM_007122	chr1(.):161004040-161020757	1.4046
NM_001113205	chr1(.):161002421-161013774	0.4273
NR_033385	chr1(.):161063150-161075138	0.3504
NM_181720	chr1(.):161011731-161044760	1.573
NM_016946	chr1(.):160960000-160996133	0.3034
NM_001077470	chr1(.):161194455-161213000	0.8853
NM_001039711	chr1(.):161085768-161107478	1.1008
NM_016406	chr1(.):161118533-161133646	1.4716
NM_004550	chr1(.):161164104-161189184	0.5694
NM_000309	chr1(.):161131180-161146010	0.978
NM_001643	chr1(.):161187082-161198418	1.4662
NM_001185094	chr1(.):161082907-161095984	0.8428
NM_003779	chr1(.):161136100-161152314	1.7165
NM_012475	chr1(.):161124253-161140516	1.1483
NM_001039712	chr1(.):161085768-161107256	1.1112
NM_005600	chr1(.):161082861-161095984	0.8406
NM_001185093	chr1(.):161082906-161095984	0.8427
NM_032174	chr1(.):161190832-161205407	1.1205
NM_001166159	chr1(.):161166936-161189184	0.6282
NM_005099	chr1(.):161154537-161173845	2.2118
NM_004106	chr1(.):161180086-161194038	0.2404
NM_003115	chr1(.):162526295-162574633	0.712
NM_022371	chr1(.):179046111-179070129	1.0881
NM_021133	chr1(.):182537771-182561108	0.1886
NM_002928	chr1(.):182562757-182578548	0.6064
NM_001102450	chr1(.):182610791-182647067	0.0508
NR_036490	chr1(.):182579274-182590764	1.3982
NM_001195216	chr1(.):197698138-197749623	1.402
NM_017596	chr1(.):200933519-200997828	0.897
NR_034150	chr1(.):203262885-203279453	2.8843
NM_003465	chr1(.):203180206-203203860	0.042
NM_006763	chr1(.):203269663-203283729	2.2523
NM_002023	chr1(.):203304751-203325289	0.0677
NM_001123168	chr1(.):206133910-206160074	0.9168
NM_001004023	chr1(.):206803880-206827542	0.1329
NM_006893	chr1(.):206759973-206790904	0.2268
NM_182665	chr1(.):206725491-206767616	0.9113
NM_032960	chr1(.):206853288-206912626	1.4062
NM_000572	chr1(.):206935947-206950839	0.1798
NR_036068	chr1(.):212245954-212256027	0.0604
NM_016448	chr1(.):212203918-212283187	0.261
NM_001748	chr1(.):223895118-223968720	0.2863
NM_001146068	chr1(.):223884294-223968720	0.2593
NM_206840	chr1(.):224410035-224522872	0.1257
NM_014184	chr1(.):224539594-224568695	0.66
NM_001172425	chr1(.):226119297-226134083	0.5623
NM_152608	chr1(.):226165402-226192066	0.5912
NM_033445	chr1(.):228640064-228650560	0.8542
NM_001010858	chr1(.):228670067-228688889	2.3986
NM_175055	chr1(.):228640807-228651259	0.8475
NR_002834	chr1(.):228775656-228793159	0.5618
NM_182972	chr1(.):234735014-234750271	5.2418
NR_033927	chr1(.):234760056-234775526	0.0544
NM_015535	chr2(.):201165603-201351986	0.2796
NM_001100422	chr2(.):201165984-201351986	0.28
NM_001100423	chr2(.):201166355-201351986	0.2805
NM_001164883	chr2(.):79735059-80880988	0.0882
NR_015395	chr2(.):112119590-112257692	0.3966
NR_024373	chr2(.):112181885-112257692	0.6535
NM_020760	chr2(.):197058976-197462335	0.2087
NM_021141	chr2(.):216969019-217076016	0.2987
NM_015488	chr2(.):219130114-219216516	0.2712
NM_006037	chr2(.):239964863-240327643	0.0853
NM_145693	chr2(.):11881739-11972533	0.5585
NM_017877	chr2(.):26982141-27009099	0.5372
NM_016131	chr2(.):26251728-26365323	0.2422
NM_170672	chr2(.):33656415-33794798	0.5117
NM_005813	chr2(.):37472645-37549222	0.4384
NM_001135652	chr2(.):37328698-37379965	0.0568
NM_019024	chr2(.):37203152-37316485	0.0922
NM_138801	chr2(.):38888051-38966909	0.3696
NM_019063	chr2(.):42391489-42564688	0.1565
NM_012249	chr2(.):46764866-46816827	0.9304
NM_178313	chr2(.):54780530-54894445	0.358
NM_003128	chr2(.):54678453-54903583	0.2167
NM_022893	chr2(.):60679328-60785633	0.3984
NM_018014	chr2(.):60673301-60785633	0.4023
NM_020651	chr2(.):64314785-64376605	0.4921
NR_027749	chr2(.):74705199-74726691	0.3702
NM_001198954	chr2(.):86725552-86953245	0.2735
NR_024204	chr2(.):87749973-87826030	1.0327
NM_004836	chr2(.):88851258-88932094	0.5105
NM_004027	chr2(.):99056320-99212496	0.9317
NM_001566	chr2(.):99056320-99203284	0.987
NM_003581	chr2(.):106356519-106515730	0.1346
NM_144978	chr2(.):109398218-109497847	0.0574
NR_029399	chr2(.):113912420-114210429	0.1019
NM_016836	chr2(.):161123661-161355318	0.3084
NM_001880	chr2(.):175934005-176037897	0.1765
NM_004226	chr2(.):196993306-197041336	2.1264
NM_001228	chr2(.):202093165-202157434	1.1881
NM_003879	chr2(.):201975889-202034003	1.4909
NM_001127184	chr2(.):201975815-202011323	2.3649
NM_173822	chr2(.):201833440-201941392	0.1838
NM_033358	chr2(.):202093165-202151638	1.3006
NM_000465	chr2(.):215588274-215679428	0.2875
NM_018441	chr2(.):216898110-216951539	0.1049
NM_022730	chr2(.):232646161-232678434	0.1887
NM_017844	chr2(.):241413838-241502405	0.123
NM_001195381	chr2(.):241539824-241575676	0.0195
NM_005301	chr2(.):241559661-241575676	0.0172
NM_003108	chr2(.):5827798-5846517	1.3137
NM_002166	chr2(.):8817112-8829583	1.8952
NM_003183	chr2(.):9624410-9700917	0.223
NM_198256	chr2(.):11579500-11611297	0.2741
NM_033090	chr2(.):11677850-11737272	0.0498
NM_014668	chr2(.):11669241-11787912	0.0465
NM_148903	chr2(.):11675079-11733355	0.0504
NM_002997	chr2(.):20395557-20429927	2.8817
NM_001006946	chr2(.):20395557-20430194	2.8596
NM_004040	chr2(.):20641834-20654201	0.3953
NM_002254	chr2(.):26144454-26210443	0.0676
NM_001809	chr2(.):27003881-27022455	0.4002
NM_001042426	chr2(.):27003882-27022455	0.4003
NM_015376	chr2(.):33733941-33794798	0.1802
NM_001139488	chr2(.):33696320-33794798	0.6663
NM_174931	chr2(.):37306593-37328738	0.5393
NM_012413	chr2(.):37566752-37605465	1.4859
NM_001031684	chr2(.):38965740-38983636	0.7074
NM_006887	chr2(.):43444540-43458745	3.2893
NR_027251	chr2(.):43449349-43460994	2.3552
NM_080653	chr2(.):46733985-46752096	0.0461
NM_173074	chr2(.):46803412-46849251	0.2173
NM_014171	chr2(.):46839324-46857881	0.3511
NM_001135629	chr2(.):48662907-48747531	0.207
NR_002229	chr2(.):54751358-54761978	0.1927
NR_033837	chr2(.):64407212-64437619	0.1746
NM_181784	chr2(.):65532984-65664656	0.462
NM_001128210	chr2(.):65532984-65598931	0.137
NM_002664	chr2(.):68587321-68629585	0.1289
NM_173545	chr2(.):68689690-68812294	0.1028
NM_001024680	chr2(.):68684504-68699390	0.355
NM_006636	chr2(.):74420689-74447424	1.146
NM_212552	chr2(.):74357527-74380039	0.1483
NM_018221	chr2(.):74378210-74410995	0.2637
NM_053050	chr2(.):74694108-74704927	0.5813
NM_032779	chr2(.):74694958-74715357	0.6674
NM_001146158	chr2(.):74683183-74697537	1.0359
NM_001015056	chr2(.):74647987-74672710	0.1253
NM_012477	chr2(.):74680576-74693010	1.2848
NM_001145054	chr2(.):74636302-74649844	0.1427
NM_001015055	chr2(.):74647987-74674060	0.1205
NM_031288	chr2(.):74677198-74690087	0.8889
NM_032118	chr2(.):74643884-74657882	0.1398
NM_016170	chr2(.):74736595-74749275	0.0448
NM_001009812	chr2(.):74719643-74735443	0.5239
NM_032673	chr2(.):74727169-74739821	0.6564
NR_024606	chr2(.):74724743-74737192	0.6613
NR_026984	chr2(.):86242338-86255991	0.0638
NM_001198951	chr2(.):86825515-86856000	0.9355
NM_001198952	chr2(.):86838539-86856000	1.5805
NM_001004720	chr2(.):106463203-106515730	0.028
NM_006267	chr2(.):109330936-109407267	0.1866
NM_172003	chr2(.):114190267-114258781	0.1426
NM_002101	chr2(.):127408683-127459246	0.403
NM_004288	chr2(.):158266130-158305604	0.4928
NM_001002258	chr2(.):176035985-176051391	0.2691
NM_001190329	chr2(.):176035985-176051490	0.2677
NR_030630	chr2(.):176027360-176037437	0.4655
NM_000885	chr2(.):182316618-182407468	0.2014
NM_002156	chr2(.):198346307-198369640	0.9692
NM_001100819	chr2(.):198375770-198422515	0.2934
NM_025147	chr2(.):198313230-198344851	0.2697
NM_199482	chr2(.):198375319-198422515	0.291
NM_002157	chr2(.):198359720-198373187	1.5213
NM_199440	chr2(.):198346307-198369998	0.9558
NM_002491	chr2(.):201931461-201955473	0.3676
NM_001127183	chr2(.):201978386-202033841	1.5573
NM_032974	chr2(.):202042620-202099110	0.5687
NM_001230	chr2(.):202042620-202091383	0.4357
NM_033356	chr2(.):202120222-202157434	1.1479
NM_001080125	chr2(.):202117753-202157434	1.2974
NM_018000	chr2(.):216802313-216883346	0.3083
NM_001142310	chr2(.):216941588-216972506	0.2378
NM_152862	chr2(.):219076873-219124071	0.8072
NM_000634	chr2(.):219022567-219036716	0.0438
NM_001077194	chr2(.):219120737-219133582	0.1645
NM_005731	chr2(.):219077119-219124071	0.8112
NM_001087	chr2(.):219123851-219139893	0.3319
NM_182642	chr2(.):219259813-219274148	1.2584
NM_198559	chr2(.):219216578-219237817	0.0721
NM_021198	chr2(.):219259477-219275664	1.1235
NM_000578	chr2(.):219241751-219266617	0.5691
NR_029500	chr2(.):219262368-219272445	1.3154
NM_007127	chr2(.):219278837-219319248	0.0546
NM_017431	chr2(.):219682105-219701512	0.0439
NM_025216	chr2(.):219740254-219763651	0.6317
NM_006522	chr2(.):219719545-219743954	0.0567
NM_001099285	chr2(.):232568234-232583250	2.4454
NM_002601	chr2(.):232592146-232650974	0.1444
NR_036052	chr2(.):232573023-232583105	1.8864
NR_031717	chr2(.):232751951-232762008	0.0425
NR_036229	chr2(.):240222156-240232240	0.0336
NM_023083	chr2(.):241521132-241543526	0.4216
NM_001033575	chr2(.):241494470-241508431	1.6909
NM_018226	chr2(.):241503103-241523143	1.0674
NM_014498	chr3(.):167722653-167818417	0.3407
NM_014674	chr3(.):5224358-5266650	0.8108
NR_027007	chr3(.):9425536-9444174	0.7508
NM_001195099	chr3(.):15703743-15803058	0.0612
NM_001195098	chr3(.):15703743-15844691	0.1607
NM_015199	chr3(.):15703743-15906053	0.1776
NM_002841	chr3(.):61542242-62285573	0.0841
NM_182909	chr3(.):99546987-99838349	0.2592
NM_001042459	chr3(.):99561771-99838349	0.2695
NM_032359	chr3(.):99531677-99902476	0.2272
NM_181780	chr3(.):112177812-112223408	0.6351
NM_015642	chr3(.):114051946-114871127	0.0776
NM_003571	chr3(.):133113789-133199056	0.475
NM_207294	chr3(.):152012193-152188569	0.4834
NM_021038	chr3(.):151980828-152188568	0.8927
NM_024947	chr3(.):169800367-169904537	0.6059
NM_001135095	chr3(.):171753343-172123492	0.491
NM_022763	chr3(.):171752417-172123492	0.4906
NM_181361	chr3(.):178249223-178567217	0.1957
NM_001168272	chr3(.):4530031-4894524	0.1528
NM_024923	chr3(.):13352736-13466809	0.2617
NM_182666	chr3(.):23842438-23937807	0.2366
NM_001039111	chr3(.):32854509-32938771	0.1599
NM_001161580	chr3(.):52104248-52193706	0.0726
NM_181042	chr3(.):52574367-52718739	0.047
NM_018313	chr3(.):52574367-52724866	0.0889
NM_001128615	chr3(.):56756445-57118336	0.1041
NM_007114	chr3(.):69063977-69106484	0.0946
NM_001167924	chr3(.):99828773-99902476	0.0694
NM_001004196	chr3(.):112046915-112086658	0.1775
NM_183061	chr3(.):111854751-112018074	0.174
NM_001009899	chr3(.):113362232-113420493	0.1939
NM_001690	chr3(.):113460865-113535905	0.2976
NM_199420	chr3(.):121145272-121269853	0.1845
NM_001023571	chr3(.):121483609-121558926	0.9423
NM_032343	chr3(.):126418117-126684244	0.1129
NM_032242	chr3(.):126702436-126761235	0.3721
NM_001080412	chr3(.):141038054-141173632	0.967
NM_173653	chr3(.):142979063-143572373	0.1224
NM_016275	chr3(.):150316065-150353234	0.7836
NM_005067	chr3(.):150453909-150486263	0.6572
NM_001193283	chr3(.):156539147-156648045	0.1044
NM_001004316	chr3(.):156539095-156768918	0.0856
NM_016625	chr3(.):157822891-158267576	0.0995
NM_001190242	chr3(.):159969773-160106554	0.0498
NM_001190241	chr3(.):159969773-160122320	0.2163
NM_002740	chr3(.):169935219-170028770	0.136
NM_024665	chr3(.):176733541-176920048	0.4735
NM_005832	chr3(.):178271617-178567217	0.2004
NM_173216	chr3(.):186643314-186801341	0.2906
NM_003032	chr3(.):186734664-186801341	0.268
NM_178496	chr3(.):192509604-192640950	0.4536
NM_001647	chr3(.):195290572-195316076	0.079
NM_003670	chr3(.):5016096-5031865	1.2365
NM_015453	chr3(.):9399716-9433475	0.142
NM_001080517	chr3(.):9434402-9524838	0.2643
NM_014240	chr3(.):45631322-45727755	0.257
NM_017442	chr3(.):52250097-52265179	0.561
NM_199166	chr3(.):52227115-52253343	0.4756
NM_007284	chr3(.):52257625-52278183	0.9279
NM_144641	chr3(.):52275224-52289615	0.1594
NM_000688	chr3(.):52227143-52253343	0.476
NM_001010983	chr3(.):52723503-52745048	1.0018
NM_206825	chr3(.):52714935-52733510	0.7333
NR_003687	chr3(.):52719753-52729846	0.5848
NM_014041	chr3(.):52734856-52747197	1.1996
NR_003057	chr3(.):52721751-52731828	0.5377
NM_152932	chr3(.):52723503-52742622	0.9916
NR_003047	chr3(.):52718255-52728331	0.7566
