GENE_ID	locusLine	bin_1_19_0EX5_0229Kronos_MM1S-KB-24hr-1_H3K27Ac_hs-dm_i39.bam
NM_018067	chr1(.):36616802-36651441	0.5956
NM_014408	chr1(.):36597172-36620067	0.7195
NM_022756	chr1(.):37953175-37985364	0.1833
NM_025079	chr1(.):37935118-37954978	1.7824
NR_002983	chr1(.):40028045-40038182	1.8558
NR_003929	chr1(.):39982951-40030370	0.5057
NM_001135653	chr1(.):40021484-40047521	1.2109
NM_001198979	chr1(.):40854016-40893998	0.2694
NM_001198978	chr1(.):40835304-40893998	1.1252
NM_001198980	chr1(.):40857471-40893998	0.0951
NM_022733	chr1(.):40834377-40893998	1.1079
NM_006516	chr1(.):43386045-43429847	0.5431
NR_033967	chr1(.):43419719-43454029	0.196
NM_006004	chr1(.):46764379-46787447	0.7388
NM_006369	chr1(.):46739071-46774038	0.5037
NM_199044	chr1(.):46801389-46835690	0.2739
NM_001037339	chr1(.):66792792-66845262	0.6869
NM_001077702	chr1(.):67385577-67459302	0.3174
NM_001077704	chr1(.):67390925-67459302	0.2444
NM_001001933	chr1(.):75589118-75632218	1.4758
NM_006769	chr1(.):87789150-87819607	1.2831
NM_004974	chr1(.):111140775-111153345	0.0262
NM_002232	chr1(.):111209309-111222655	1.0411
NM_001025199	chr1(.):111767332-111791062	0.027
NM_001025197	chr1(.):111765280-111791062	0.0448
NM_024901	chr1(.):111724800-111748281	0.174
NR_034126	chr1(.):112136628-112155940	1.8432
NM_198268	chr1(.):114466995-114525422	0.4728
NM_022836	chr1(.):114442914-114461708	0.1592
NM_152696	chr1(.):114466995-114519698	0.5209
NM_006594	chr1(.):114432676-114452741	0.1559
NM_020190	chr1(.):114517029-114529875	0.0348
NM_198269	chr1(.):114488766-114525422	0.1282
NM_181358	chr1(.):114491498-114525422	0.04
NM_007158	chr1(.):115254536-115305624	0.2809
NM_002524	chr1(.):115242077-115264515	0.9473
NM_001172626	chr1(.):115210719-115243239	0.7396
NM_001007553	chr1(.):115254537-115305624	0.2809
NM_001130523	chr1(.):115254537-115305671	0.2808
NM_001779	chr1(.):117052155-117118715	0.2588
NM_001144822	chr1(.):117056321-117118715	0.2694
NM_017709	chr1(.):118143603-118176011	4.5299
NM_001002811	chr1(.):144885590-144937032	1.065
NM_032305	chr1(.):145451235-145475387	2.9168
NM_202004	chr1(.):145408190-145422545	0.0759
NM_006472	chr1(.):145433461-145447628	4.7323
NM_001039888	chr1(.):145465507-145480647	0.3517
NM_003846	chr1(.):145511164-145528732	0.704
NM_005105	chr1(.):145502637-145516444	1.5399
NM_001184795	chr1(.):145511559-145528732	0.7176
NM_003637	chr1(.):145519989-145548868	0.0762
NM_144698	chr1(.):145544208-145573526	0.0779
NR_002328	chr1(.):145504819-145521076	1.4437
NM_001161334	chr1(.):149749244-149788928	0.5189
NM_001034077	chr1(.):149799220-149809616	1.4787
NM_001005464	chr1(.):149807258-149817765	3.7812
NM_001040874	chr1(.):149808784-149819318	3.784
NM_001123375	chr1(.):149779779-149790236	1.5876
NM_000566	chr1(.):149749249-149769074	0.1776
NM_016074	chr1(.):149866154-149877348	0.26
NM_003528	chr1(.):149851009-149863232	4.9117
NM_003517	chr1(.):149853524-149863961	5.74
NM_175065	chr1(.):149854018-149864466	5.7285
NR_036461	chr1(.):149816758-149827340	3.6631
NM_001040874	chr1(.):149817627-149828161	3.6811
NM_001005464	chr1(.):149819180-149829687	3.6793
NM_001034077	chr1(.):149827329-149837725	1.531
NM_019032	chr1(.):150516897-150538412	5.2619
NM_207046	chr1(.):150589598-150606609	1.0771
NM_207047	chr1(.):150590753-150606609	1.1472
NR_036211	chr1(.):150519404-150529490	0.0831
NM_001197320	chr1(.):150542026-150557214	1.6269
NM_014437	chr1(.):153926587-153945188	1.6552
NM_130898	chr1(.):153935396-153951832	1.6144
NM_181715	chr1(.):153915151-153936043	1.4243
NM_006694	chr1(.):153941744-153955451	0.4309
NM_002870	chr1(.):153949127-153963806	0.786
NM_014856	chr1(.):153896976-153924154	0.6756
NM_001030	chr1(.):153958238-153969631	0.6396
NM_006556	chr1(.):154892207-154914484	2.9774
NM_001130041	chr1(.):154929773-154951959	3.134
NM_001130040	chr1(.):154929773-154948223	3.2721
NM_201398	chr1(.):154950769-154970587	0.4352
NM_015872	chr1(.):154970111-154995999	1.6684
NM_001184892	chr1(.):154950769-154966488	0.5063
NM_018655	chr1(.):154961061-154971791	0.2857
NM_001143687	chr1(.):155001281-155028406	0.274
NR_024163	chr1(.):154942117-154956725	3.1634
NM_144622	chr1(.):154986002-155011257	0.4536
NM_138300	chr1(.):154924501-154939258	5.1134
NR_036212	chr1(.):154943168-154953259	3.9512
NM_001018017	chr1(.):155153299-155167700	0.1199
NM_198883	chr1(.):155173489-155188624	0.6508
NM_007112	chr1(.):155160378-155182690	0.4709
NR_030281	chr1(.):155159967-155170063	0.0975
NM_001005742	chr1(.):155199238-155219653	0.3757
NM_003993	chr1(.):155227658-155248281	0.564
NM_181871	chr1(.):155254083-155275792	0.1472
NM_198264	chr1(.):155211995-155230274	0.468
NM_052837	chr1(.):155220771-155237195	0.4707
NM_020897	chr1(.):155242373-155264638	0.2873
NM_001171812	chr1(.):155199238-155216066	0.4369
NM_000157	chr1(.):155199238-155216069	0.4368
NM_001135821	chr1(.):155273704-155295457	0.7835
NM_002004	chr1(.):155273538-155295457	0.7783
NM_005698	chr1(.):155220769-155237195	0.4711
NM_000298	chr1(.):155254083-155276225	0.1454
NM_006912	chr1(.):155862600-155886177	0.2361
NM_001162384	chr1(.):155911629-155953336	2.9022
NM_181885	chr1(.):155906479-155917625	2.1951
NM_004723	chr1(.):155911629-155952966	2.9219
NM_014949	chr1(.):155877835-155909188	0.5063
NR_002974	chr1(.):155884699-155894833	0.1154
NR_003005	chr1(.):155890748-155900877	0.1271
NM_003145	chr1(.):155973838-155995758	0.3816
NM_014655	chr1(.):156158729-156187587	0.7784
NM_007221	chr1(.):156177783-156214833	0.9294
NM_022367	chr1(.):156118321-156152542	3.4079
NM_001193302	chr1(.):156118368-156152542	3.4113
NM_001193301	chr1(.):156114734-156152542	3.1998
NM_005920	chr1(.):156428518-156475529	1.546
NM_198427	chr1(.):156606739-156628264	0.1104
NM_021817	chr1(.):156584085-156600517	0.0856
NM_021948	chr1(.):156606739-156634320	1.0676
NM_004494	chr1(.):156706898-156726543	2.3465
NM_001126051	chr1(.):156706898-156727024	2.2921
NM_001126050	chr1(.):156706898-156727240	2.2694
NM_030980	chr1(.):156687412-156702705	0.5204
NM_001878	chr1(.):156664407-156680375	0.0804
NM_001142560	chr1(.):156693262-156711752	0.9971
NM_145729	chr1(.):156702093-156715923	1.0086
NM_006617	chr1(.):156633555-156652189	0.2184
NM_004833	chr1(.):159027274-159051647	2.1525
NM_001778	chr1(.):160643535-160686585	3.2814
NM_003037	chr1(.):160574890-160622081	0.268
NM_021181	chr1(.):160704076-160729601	1.7749
NM_001039711	chr1(.):161085768-161107478	0.8521
NM_016406	chr1(.):161118533-161133646	1.9587
NM_004550	chr1(.):161164104-161189184	0.8424
NM_000309	chr1(.):161131180-161146010	1.2983
NM_001643	chr1(.):161187082-161198418	1.2463
NM_001185094	chr1(.):161082907-161095984	0.508
NM_003779	chr1(.):161136100-161152314	2.0115
NM_012475	chr1(.):161124253-161140516	1.3861
NM_001039712	chr1(.):161085768-161107256	0.8604
NM_005600	chr1(.):161082861-161095984	0.5067
NM_001185093	chr1(.):161082906-161095984	0.5079
NM_032174	chr1(.):161190832-161205407	0.7315
NM_001166159	chr1(.):161166936-161189184	0.926
NM_005099	chr1(.):161154537-161173845	2.8767
NM_004106	chr1(.):161180086-161194038	0.7263
NM_007240	chr1(.):161714580-161731952	0.5279
NM_001146191	chr1(.):167686186-167766156	0.1633
NM_022100	chr1(.):174977093-174997591	0.3473
NR_033186	chr1(.):178506930-178523024	0.509
NM_022371	chr1(.):179046111-179070129	1.7867
NM_016545	chr1(.):181052637-181064979	1.3744
NM_002927	chr1(.):192600281-192634389	0.0661
NM_002922	chr1(.):192539856-192554159	2.5075
NM_001195216	chr1(.):197698138-197749623	1.3326
NR_034150	chr1(.):203262885-203279453	10.4703
NM_003465	chr1(.):203180206-203203860	0.0568
NM_006763	chr1(.):203269663-203283729	6.3204
NM_002023	chr1(.):203304751-203325289	0.1305
NM_002646	chr1(.):204386757-204464474	0.2222
NM_002393	chr1(.):204480510-204532248	2.8785
NM_014858	chr1(.):205192037-205247471	0.4577
NM_000707	chr1(.):206219282-206236482	0.1273
NM_001007544	chr1(.):206233871-206293647	2.9308
NM_148964	chr1(.):206312458-206337104	0.0924
NM_006893	chr1(.):206759973-206790904	0.2049
NM_182665	chr1(.):206725491-206767616	1.9796
NM_000572	chr1(.):206935947-206950839	0.2245
NM_013371	chr1(.):206997221-207021325	0.3379
NM_153758	chr1(.):206967214-207021324	0.4124
NM_018724	chr1(.):207034153-207047568	0.0608
NR_026817	chr1(.):207986723-208000941	1.8826
NR_029832	chr1(.):207970196-207980284	0.5191
NR_029518	chr1(.):207970787-207980868	0.8151
NM_021194	chr1(.):211743380-211757099	2.1973
NM_001748	chr1(.):223895118-223968720	0.2954
NM_001146068	chr1(.):223884294-223968720	0.2729
NM_001136018	chr1(.):225992796-226038262	0.3444
NM_000120	chr1(.):226008001-226038262	0.4465
NM_020997	chr1(.):226068981-226081836	2.4898
NM_014698	chr1(.):226028232-226075420	1.8352
NM_013328	chr1(.):226102579-226116965	0.6912
NM_181441	chr1(.):228289379-228302013	0.8303
NR_037415	chr1(.):228279963-228290042	0.1751
NM_001024227	chr1(.):228265850-228291913	0.9281
NM_001024226	chr1(.):228265360-228291913	0.912
NM_024319	chr1(.):228283427-228296022	0.4845
NM_001159390	chr1(.):228322928-228341655	0.5232
NM_182972	chr1(.):234735014-234750271	6.0257
NR_033927	chr1(.):234760056-234775526	0.0697
NM_030645	chr1(.):249099650-249125154	1.0957
NM_024836	chr1(.):249127529-249148714	0.8161
NM_001136036	chr1(.):249139202-249158125	0.6614
NM_001193328	chr1(.):249139202-249158315	0.6552
NR_036070	chr1(.):249115575-249125642	2.1302
NM_014600	chr2(.):31451879-31496260	0.0723
NM_001083590	chr2(.):27250773-27269565	0.1692
NM_020458	chr2(.):47163312-47308275	0.7023
NR_033872	chr2(.):70184394-70319147	0.822
NR_015395	chr2(.):112119590-112257692	0.9683
NR_024373	chr2(.):112181885-112257692	1.7124
NM_001099289	chr2(.):109740996-110267207	0.1391
NM_020760	chr2(.):197058976-197462335	0.272
NM_015488	chr2(.):219130114-219216516	0.3391
NM_022152	chr2(.):219133916-219162280	0.9251
NM_001012514	chr2(.):231724620-231748963	3.5255
NM_145693	chr2(.):11881739-11972533	1.1803
NM_183360	chr2(.):25595111-25901503	0.4181
NM_005813	chr2(.):37472645-37549222	1.8078
NM_006449	chr2(.):37865742-37904326	0.7585
NM_005633	chr2(.):39203689-39352604	0.2089
NM_019063	chr2(.):42391489-42564688	0.1714
NM_012249	chr2(.):46764866-46816827	0.8095
NM_178313	chr2(.):54780530-54894445	0.367
NM_003128	chr2(.):54678453-54903583	0.257
NM_022893	chr2(.):60679328-60785633	0.2011
NM_018014	chr2(.):60673301-60785633	0.2021
NM_014755	chr2(.):64853754-64886046	1.8627
NR_036586	chr2(.):65123973-65164581	3.2164
NM_002398	chr2(.):66657531-66804891	0.3594
NR_027749	chr2(.):74705199-74726691	0.4768
NM_001080824	chr2(.):85043795-85113252	0.0912
NM_003896	chr2(.):86061270-86121157	0.668
NR_024204	chr2(.):87749973-87826030	1.2513
NM_004836	chr2(.):88851258-88932094	0.6221
NM_144563	chr2(.):88986175-89055452	1.2911
NM_020151	chr2(.):96845602-96879573	0.4138
NM_004027	chr2(.):99056320-99212496	2.1497
NM_001566	chr2(.):99056320-99203284	2.2798
NM_003581	chr2(.):106356519-106515730	0.3254
NM_001017927	chr2(.):120055019-120129258	0.5025
NM_002410	chr2(.):135006829-135211468	0.3305
NM_001077269	chr2(.):175419301-175552627	0.822
NR_024415	chr2(.):192537797-192558248	2.9915
NM_001031716	chr2(.):192537860-192558248	3.0007
NM_004226	chr2(.):196993306-197041336	1.2683
NM_153697	chr2(.):197959194-198180521	0.6085
NM_001195144	chr2(.):197846385-198180521	0.4239
NM_001228	chr2(.):202093165-202157434	2.2181
NM_003879	chr2(.):201975889-202034003	3.0195
NM_001127184	chr2(.):201975815-202011323	4.6701
NM_173822	chr2(.):201833440-201941392	0.1703
NM_033358	chr2(.):202093165-202151638	2.4319
NM_001167608	chr2(.):227695670-227868923	0.5932
NM_022730	chr2(.):232646161-232678434	0.1289
NM_001017915	chr2(.):233920035-234121549	0.1585
NM_005737	chr2(.):235396685-235410693	0.4134
NM_001137551	chr2(.):238595806-238695290	0.3932
NM_001137550	chr2(.):238531223-238695290	0.2761
NM_017844	chr2(.):241413838-241502405	0.1096
NM_001195381	chr2(.):241539824-241575676	0.014
NM_003108	chr2(.):5827798-5846517	1.6756
NM_002166	chr2(.):8817112-8829583	1.0451
NM_001037160	chr2(.):10191925-10225538	0.0394
NM_182626	chr2(.):10276508-10356856	0.0495
NM_001165931	chr2(.):10257694-10276546	0.9486
NM_001034	chr2(.):10257862-10276546	0.957
NM_002997	chr2(.):20395557-20429927	3.8636
NM_001006946	chr2(.):20395557-20430194	3.8344
NM_004040	chr2(.):20641834-20654201	0.4257
NM_178553	chr2(.):27354714-27367332	0.4774
NM_007046	chr2(.):27296434-27314265	0.8582
NM_001166239	chr2(.):27318461-27346773	0.0962
NM_001166240	chr2(.):27317220-27346995	0.1031
NM_013388	chr2(.):27348624-27362542	0.4635
NM_006488	chr2(.):27304610-27328619	0.3329
NM_001035507	chr2(.):27269490-27287403	0.4984
NM_021831	chr2(.):27269490-27298490	0.4698
NM_001166241	chr2(.):27317220-27338970	0.0878
NM_032604	chr2(.):27341656-27358680	0.441
NM_175769	chr2(.):27366944-27380819	1.6824
NM_001134693	chr2(.):27288341-27299567	0.4461
NM_080592	chr2(.):27429898-27445046	1.0481
NM_001170795	chr2(.):27430218-27445046	1.0705
NM_021095	chr2(.):27417454-27440175	0.6137
NM_001145122	chr2(.):31390921-31445411	0.208
NM_012413	chr2(.):37566752-37605465	7.703
NM_138370	chr2(.):42270160-42290668	0.0422
NM_006887	chr2(.):43444540-43458745	8.2918
NR_027251	chr2(.):43449349-43460994	3.7713
NM_080653	chr2(.):46733985-46752096	0.0377
NM_173074	chr2(.):46803412-46849251	0.1791
NM_014171	chr2(.):46839324-46857881	0.3096
NM_001171508	chr2(.):47124008-47173994	0.6201
NM_002354	chr2(.):47591286-47619167	0.0427
NR_002229	chr2(.):54751358-54761978	0.3702
NR_033837	chr2(.):64407212-64437619	0.588
NR_034023	chr2(.):64829445-64848616	0.1376
NM_001193493	chr2(.):65210578-65256000	0.5813
NM_003038	chr2(.):65211494-65256000	0.5914
NM_181784	chr2(.):65532984-65664656	0.3278
NM_001128210	chr2(.):65532984-65598931	0.0932
NM_014882	chr2(.):68996932-69058957	0.2523
NM_001166277	chr2(.):68956912-69058957	0.4607
NM_006196	chr2(.):70309584-70321334	8.2615
NR_024444	chr2(.):70346167-70357448	1.7412
NM_053050	chr2(.):74694108-74704927	0.9106
NM_032779	chr2(.):74694958-74715357	0.9389
NM_001146158	chr2(.):74683183-74697537	1.0535
NM_001015056	chr2(.):74647987-74672710	0.1677
NM_012477	chr2(.):74680576-74693010	1.3119
NM_001145054	chr2(.):74636302-74649844	0.3181
NM_001015055	chr2(.):74647987-74674060	0.1597
NM_031288	chr2(.):74677198-74690087	0.9822
NM_032118	chr2(.):74643884-74657882	0.2768
NM_016170	chr2(.):74736595-74749275	0.0475
NM_001009812	chr2(.):74719643-74735443	0.8087
NM_032673	chr2(.):74727169-74739821	0.9853
NR_024606	chr2(.):74724743-74737192	1.023
NM_021103	chr2(.):85127762-85138799	0.4012
NM_020122	chr2(.):85193230-85291595	0.1733
NM_001042437	chr2(.):86061271-86099793	0.4316
NM_015425	chr2(.):86248450-86338278	1.6496
NM_017952	chr2(.):86328304-86374280	0.2368
NR_026984	chr2(.):86242338-86255991	0.0894
NR_015424	chr2(.):89060418-89111109	0.142
NM_001193304	chr2(.):96910945-96936751	0.7744
NM_001037228	chr2(.):96900976-96912701	1.8452
NM_004804	chr2(.):96926883-96944900	0.3814
NR_026875	chr2(.):97158382-97178846	0.1914
NM_212481	chr2(.):97197463-97223371	2.1842
NR_024275	chr2(.):135201959-135217192	0.0706
NM_004288	chr2(.):158266130-158305604	2.0978
NM_003387	chr2(.):175419301-175504307	1.2605
NM_002491	chr2(.):201931461-201955473	0.4811
NM_001127183	chr2(.):201978386-202033841	3.1609
NM_032974	chr2(.):202042620-202099110	1.2642
NM_001230	chr2(.):202042620-202091383	1.1043
NM_033356	chr2(.):202120222-202157434	2.8621
NM_001080125	chr2(.):202117753-202157434	2.7656
NM_006139	chr2(.):204566197-204607557	2.4329
NM_152862	chr2(.):219076873-219124071	0.4364
NM_000634	chr2(.):219022567-219036716	0.0398
NM_001077194	chr2(.):219120737-219133582	0.2082
NM_005731	chr2(.):219077119-219124071	0.4384
NM_001087	chr2(.):219123851-219139893	0.3209
NM_022572	chr2(.):219182901-219216516	0.0448
NM_017431	chr2(.):219682105-219701512	0.0434
NM_025216	chr2(.):219740254-219763651	3.377
NM_006522	chr2(.):219719545-219743954	0.1007
NM_005544	chr2(.):227591032-227668506	0.4031
NM_001099285	chr2(.):232568234-232583250	1.6321
NM_002601	chr2(.):232592146-232650974	0.0972
NR_036052	chr2(.):232573023-232583105	0.7284
NR_031717	chr2(.):232751951-232762008	0.0306
NM_005383	chr2(.):233892381-233904767	0.0244
NM_004735	chr2(.):238595806-238679558	0.4621
NM_022817	chr2(.):239147678-239202207	0.2376
NR_026923	chr2(.):239135326-239147985	0.0513
NM_001142853	chr2(.):239141907-239153681	0.0857
NR_026926	chr2(.):239128753-239145318	0.0453
NM_023083	chr2(.):241521132-241543526	0.2641
NM_001033575	chr2(.):241494470-241508431	1.2861
NM_018226	chr2(.):241503103-241523143	0.6085
NM_003549	chr3(.):50325261-50341899	0.4499
NM_014674	chr3(.):5224358-5266650	2.2402
NM_001195099	chr3(.):15703743-15803058	0.079
NM_001195098	chr3(.):15703743-15844691	0.4471
NM_015199	chr3(.):15703743-15906053	0.4181
NM_015512	chr3(.):52345334-52439513	0.056
NM_016128	chr3(.):128963452-129001616	0.473
NM_003571	chr3(.):133113789-133199056	2.488
NM_207294	chr3(.):152012193-152188569	0.2174
NM_021038	chr3(.):151980828-152188568	0.3667
NM_207015	chr3(.):174572110-175528428	0.2943
NM_001135095	chr3(.):171753343-172123492	0.6662
NM_022763	chr3(.):171752417-172123492	0.6655
NM_181361	chr3(.):178249223-178567217	0.1583
NR_004053	chr3(.):181323150-181464005	0.2929
NM_001134382	chr3(.):12933718-13119617	0.7578
NM_014869	chr3(.):12933718-13013960	0.0648
NM_001184958	chr3(.):14711605-14819543	0.9611
NM_001134381	chr3(.):17193653-17746512	0.0489
NM_014744	chr3(.):17193653-17787399	0.0759
NM_001134380	chr3(.):17193653-17789240	0.0772
NM_003884	chr3(.):20076523-20200896	0.2743
NM_182666	chr3(.):23842438-23937807	0.3763
NM_001024847	chr3(.):30642993-30740633	0.6082
NM_001123396	chr3(.):46390234-46405868	3.0713
NM_025222	chr3(.):52283437-52317659	0.6959
NM_181042	chr3(.):52574367-52718739	0.0697
NM_018313	chr3(.):52574367-52724866	0.1167
NM_015541	chr3(.):66424220-66555845	0.2563
NM_007114	chr3(.):69063977-69106484	0.2318
NM_024548	chr3(.):101438493-101491181	0.5625
NM_001185106	chr3(.):111388522-111570294	0.1105
NM_001134437	chr3(.):111446326-111700364	0.0608
NM_001009899	chr3(.):113362232-113420493	0.1685
NM_001690	chr3(.):113460865-113535905	0.4858
NM_002213	chr3(.):124476794-124611144	0.6368
NM_001001487	chr3(.):130608433-130740555	0.1247
NM_001199181	chr3(.):130564368-130727046	0.2105
NM_001199180	chr3(.):130564368-130740555	0.1997
NM_001199179	chr3(.):130607834-130727046	0.1305
NM_001001485	chr3(.):130607858-130740555	0.1243
NM_001199184	chr3(.):130607904-130727046	0.1305
NM_014382	chr3(.):130608291-130727046	0.1309
NM_001134422	chr3(.):133287433-133314118	1.4353
NM_001134423	chr3(.):133288300-133314118	1.4812
NM_006506	chr3(.):141200925-141336197	0.1345
NM_001080412	chr3(.):141038054-141173632	5.2075
NM_016275	chr3(.):150316065-150353234	1.4827
NM_005067	chr3(.):150453909-150486263	0.6899
NM_001190242	chr3(.):159969773-160106554	0.1108
NM_001190241	chr3(.):159969773-160122320	0.4419
NM_024665	chr3(.):176733541-176920048	0.8255
NM_005832	chr3(.):178271617-178567217	0.0905
NM_130446	chr3(.):183200318-183278499	3.095
NM_173216	chr3(.):186643314-186801341	1.4442
NM_003032	chr3(.):186734664-186801341	1.4869
NM_005524	chr3(.):193848933-193861396	1.0722
NM_018184	chr3(.):5158929-5227601	0.4258
NM_016474	chr3(.):14688252-14719166	0.4508
NR_027694	chr3(.):20016452-20058765	0.044
NM_194293	chr3(.):39219706-39239077	0.1319
NM_001198621	chr3(.):39219705-39239085	0.1319
NM_014240	chr3(.):45631322-45727755	0.6166
NM_001295	chr3(.):46238199-46254832	6.9745
NM_001837	chr3(.):46278871-46313197	0.0536
NM_003965	chr3(.):46443720-46456014	0.1264
NM_001100168	chr3(.):46406632-46422697	0.5114
NM_001130910	chr3(.):46444048-46456014	0.1299
NM_003212	chr3(.):46614075-46628952	0.0265
NM_001174136	chr3(.):46611044-46628952	0.0305
NM_024512	chr3(.):46551877-46613011	2.0404
NM_031440	chr3(.):46534484-46547439	0.1277
NM_199074	chr3(.):49052907-49065926	2.0757
NM_199073	chr3(.):49053617-49065926	2.1865
NM_017730	chr3(.):49062141-49136504	0.2455
NM_177939	chr3(.):49022340-49049581	0.5523
NM_018031	chr3(.):49039636-49058386	1.012
NM_000884	chr3(.):49056761-49071875	1.6207
NM_018114	chr3(.):49047434-49063467	1.6795
NM_199070	chr3(.):49054073-49065926	2.2656
NM_001009996	chr3(.):49047434-49061017	1.9056
NR_029690	chr3(.):49053050-49063142	2.6101
NR_029948	chr3(.):49052580-49062667	2.589
NM_153215	chr3(.):50311517-50330545	0.2041
NM_006764	chr3(.):50320162-50335026	0.2715
NM_004636	chr3(.):50300039-50319572	0.0503
NM_153282	chr3(.):50332319-50346004	0.3028
NM_153281	chr3(.):50332319-50354812	0.2317
NM_007275	chr3(.):50357340-50370668	0.7936
NM_012191	chr3(.):50328832-50341712	0.549
NM_003773	chr3(.):50350220-50365281	0.5838
NM_006545	chr3(.):50379918-50393486	0.4856
NM_007182	chr3(.):50362216-50383367	0.9846
NM_007022	chr3(.):50383296-50396496	0.5808
NM_007024	chr3(.):50387179-50401939	0.6618
NM_015896	chr3(.):50373536-50388156	1.2653
NM_170712	chr3(.):50362216-50380664	1.1138
NM_170713	chr3(.):50362216-50379895	1.1601
NM_017442	chr3(.):52250097-52265179	0.1158
NM_007284	chr3(.):52257625-52278183	0.3223
NM_144641	chr3(.):52275224-52289615	0.5555
NR_026699	chr3(.):52316835-52334272	0.8504
NR_029677	chr3(.):52323234-52333324	0.0485
NR_029660	chr3(.):52297293-52307377	0.2993
