GENE_ID	locusLine	bin_1_40_0EXS_0229Kronos_MM1S-KB-3hr-2_Input_hs_i84.bam
NM_024420	chr1(.):186793031-186963113	0.1569
NM_144977	chr1(.):197516384-197749623	0.1591
NM_001195215	chr1(.):197468878-197749623	0.1561
NM_014875	chr1(.):200515624-200594862	0.1634
NM_014827	chr1(.):203759750-203828256	0.1638
NM_015375	chr1(.):205106630-205185727	0.1691
NM_182663	chr1(.):206675878-206767616	0.1901
NM_006147	chr1(.):209956261-209984479	0.1795
NM_172362	chr1(.):210846656-211312457	0.1401
NM_006243	chr1(.):212453878-212540205	0.1501
NM_001143962	chr1(.):223709971-223858436	0.0812
NM_002221	chr1(.):226814390-226931876	0.1891
NM_004481	chr1(.):230197955-230422875	0.1658
NM_001229	chr1(.):15813768-15855940	0.1112
NM_032996	chr1(.):15813768-15856285	0.1113
NM_024758	chr1(.):15894151-15916605	0.14
NM_032341	chr1(.):15938952-15992552	0.1164
NM_014675	chr1(.):17243444-17304474	0.1264
NM_001397	chr1(.):21538739-21621982	0.1147
NM_001113347	chr1(.):21538739-21611183	0.105
NM_001113349	chr1(.):21538739-21621766	0.1142
NM_017707	chr1(.):23750055-23815750	0.104
NM_002167	chr1(.):23879408-23891322	0.125
NR_027042	chr1(.):23948823-23972056	0.1243
NM_021258	chr1(.):24441260-24474611	0.1073
NR_027087	chr1(.):24521729-24543180	0.144
NM_001199013	chr1(.):24678488-24745262	0.1259
NM_001199012	chr1(.):24678488-24746587	0.1253
NM_015627	chr1(.):25865075-25900377	0.15
NM_017837	chr1(.):27109485-27129887	0.16
NM_006015	chr1(.):27017521-27113601	0.1455
NM_018066	chr1(.):27200872-27221869	0.1293
NM_032283	chr1(.):27148200-27187211	0.1363
NM_006142	chr1(.):27184632-27195947	0.1602
NM_014280	chr1(.):28521789-28564542	0.1246
NM_016311	chr1(.):28557610-28569611	0.1368
NM_001164721	chr1(.):28468676-28525447	0.117
NM_001164722	chr1(.):28468676-28525437	0.1169
NM_031459	chr1(.):28581005-28614002	0.1088
NR_003109	chr1(.):28874528-28910057	0.1306
NM_001269	chr1(.):28839744-28870708	0.1381
NM_006762	chr1(.):31200314-31235683	0.1626
NM_001625	chr1(.):33471825-33507512	0.1254
NM_005202	chr1(.):36555843-36570850	0.1014
NM_018067	chr1(.):36616802-36651441	0.1092
NM_014408	chr1(.):36597172-36620067	0.1328
NM_022756	chr1(.):37953175-37985364	0.1112
NM_025079	chr1(.):37935118-37954978	0.1686
NR_002983	chr1(.):40028045-40038182	0.1878
NR_003929	chr1(.):39982951-40030370	0.1197
NM_001135653	chr1(.):40021484-40047521	0.1592
NM_001198979	chr1(.):40854016-40893998	0.1261
NM_001198978	chr1(.):40835304-40893998	0.1346
NM_001198980	chr1(.):40857471-40893998	0.1192
NM_022733	chr1(.):40834377-40893998	0.1339
NM_001145636	chr1(.):45135393-45196263	0.1228
NM_024587	chr1(.):45114500-45145099	0.1207
NR_001456	chr1(.):45238513-45248584	0.1543
NR_001457	chr1(.):45239061-45249130	0.1565
NM_153274	chr1(.):45244256-45258426	0.0972
NM_001012	chr1(.):45236245-45249412	0.1472
NR_000024	chr1(.):45237163-45247261	0.1491
NR_000015	chr1(.):45236536-45246610	0.151
NM_006004	chr1(.):46764379-46787447	0.1221
NM_006369	chr1(.):46739071-46774038	0.125
NM_199044	chr1(.):46801389-46835690	0.1257
NM_001037339	chr1(.):66792792-66845262	0.1463
NM_001077702	chr1(.):67385577-67459302	0.1257
NM_001077704	chr1(.):67390925-67459302	0.1244
NM_001001933	chr1(.):75589118-75632218	0.1204
NM_006769	chr1(.):87789150-87819607	0.1332
NM_004974	chr1(.):111140775-111153345	0.0587
NM_002232	chr1(.):111209309-111222655	0.0839
NR_034126	chr1(.):112136628-112155940	0.0853
NM_007158	chr1(.):115254536-115305624	0.0674
NM_002524	chr1(.):115242077-115264515	0.0605
NM_001172626	chr1(.):115210719-115243239	0.0633
NM_001007553	chr1(.):115254537-115305624	0.0674
NM_001130523	chr1(.):115254537-115305671	0.0674
NM_001779	chr1(.):117052155-117118715	0.0753
NM_001144822	chr1(.):117056321-117118715	0.0759
NM_017709	chr1(.):118143603-118176011	0.1192
NM_207418	chr1(.):143891451-143918143	0.2027
NM_032305	chr1(.):145451235-145475387	0.2537
NM_202004	chr1(.):145408190-145422545	0.1804
NM_006472	chr1(.):145433461-145447628	0.2415
NM_001039888	chr1(.):145465507-145480647	0.2394
NM_003846	chr1(.):145511164-145528732	0.1977
NM_005105	chr1(.):145502637-145516444	0.2449
NM_001184795	chr1(.):145511559-145528732	0.199
NM_003637	chr1(.):145519989-145548868	0.1624
NM_144698	chr1(.):145544208-145573526	0.1687
NR_002328	chr1(.):145504819-145521076	0.2287
NM_001161334	chr1(.):149749244-149788928	0.1563
NM_001034077	chr1(.):149799220-149809616	0.1984
NM_001005464	chr1(.):149807258-149817765	0.2478
NM_001040874	chr1(.):149808784-149819318	0.2445
NM_001123375	chr1(.):149779779-149790236	0.1965
NM_000566	chr1(.):149749249-149769074	0.1454
NM_005850	chr1(.):149890210-149904702	0.2053
NM_016074	chr1(.):149866154-149877348	0.2054
NM_003528	chr1(.):149851009-149863232	0.2539
NM_003517	chr1(.):149853524-149863961	0.2725
NM_175065	chr1(.):149854018-149864466	0.2644
NM_014849	chr1(.):149869871-149894434	0.1621
NM_181873	chr1(.):149895542-149913266	0.2178
NM_001145862	chr1(.):149895542-149913791	0.2142
NR_036461	chr1(.):149816758-149827340	0.2551
NM_001040874	chr1(.):149817627-149828161	0.2459
NM_001005464	chr1(.):149819180-149829687	0.2483
NM_001034077	chr1(.):149827329-149837725	0.1933
NM_016274	chr1(.):150117169-150136825	0.1931
NM_019032	chr1(.):150516897-150538412	0.2038
NM_207046	chr1(.):150589598-150606609	0.2137
NR_036211	chr1(.):150519404-150529490	0.1508
NM_001197320	chr1(.):150542026-150557214	0.2412
NM_001083964	chr1(.):151740954-151768010	0.1855
NM_001004432	chr1(.):151767764-151782882	0.1348
NM_001136003	chr1(.):151805338-151818033	0.224
NM_182578	chr1(.):151814576-151831173	0.1542
NR_024237	chr1(.):151805944-151821641	0.2125
NM_005620	chr1(.):151999981-152014511	0.2261
NM_002966	chr1(.):151950385-151971714	0.1813
NM_001008536	chr1(.):152051619-152066540	0.1554
NM_014437	chr1(.):153926587-153945188	0.2408
NM_130898	chr1(.):153935396-153951832	0.2498
NM_181715	chr1(.):153915151-153936043	0.2078
NM_006694	chr1(.):153941744-153955451	0.202
NM_002870	chr1(.):153949127-153963806	0.2028
NM_014856	chr1(.):153896976-153924154	0.1565
NM_001030	chr1(.):153958238-153969631	0.1968
NM_006556	chr1(.):154892207-154914484	0.2068
NM_001130041	chr1(.):154929773-154951959	0.244
NM_001130040	chr1(.):154929773-154948223	0.2561
NM_201398	chr1(.):154950769-154970587	0.1804
NM_015872	chr1(.):154970111-154995999	0.1982
NM_001184892	chr1(.):154950769-154966488	0.185
NM_018655	chr1(.):154961061-154971791	0.1708
NM_001143687	chr1(.):155001281-155028406	0.1836
NR_024163	chr1(.):154942117-154956725	0.2606
NM_144622	chr1(.):154986002-155011257	0.1622
NM_138300	chr1(.):154924501-154939258	0.2624
NR_036212	chr1(.):154943168-154953259	0.2758
NM_001018017	chr1(.):155153299-155167700	0.1416
NM_198883	chr1(.):155173489-155188624	0.1753
NM_007112	chr1(.):155160378-155182690	0.157
NR_030281	chr1(.):155159967-155170063	0.1414
NM_001005742	chr1(.):155199238-155219653	0.1885
NM_003993	chr1(.):155227658-155248281	0.2126
NM_181871	chr1(.):155254083-155275792	0.1471
NM_198264	chr1(.):155211995-155230274	0.1827
NM_052837	chr1(.):155220771-155237195	0.1957
NM_020897	chr1(.):155242373-155264638	0.1542
NM_001171812	chr1(.):155199238-155216066	0.1985
NM_000157	chr1(.):155199238-155216069	0.1985
NM_001135821	chr1(.):155273704-155295457	0.2233
NM_002004	chr1(.):155273538-155295457	0.2226
NM_005698	chr1(.):155220769-155237195	0.1957
NM_000298	chr1(.):155254083-155276225	0.1483
NM_006912	chr1(.):155862600-155886177	0.1669
NM_001162384	chr1(.):155911629-155953336	0.2198
NM_181885	chr1(.):155906479-155917625	0.2388
NM_004723	chr1(.):155911629-155952966	0.2203
NM_014949	chr1(.):155877835-155909188	0.1932
NR_002974	chr1(.):155884699-155894833	0.1636
NR_003005	chr1(.):155890748-155900877	0.1656
NM_020131	chr1(.):156000091-156028516	0.1777
NM_001093725	chr1(.):156036803-156056789	0.1436
NM_020387	chr1(.):156025965-156045295	0.1617
NM_001145264	chr1(.):156019516-156033301	0.1835
NM_003145	chr1(.):155973838-155995758	0.1946
NM_014655	chr1(.):156158729-156187587	0.2489
NM_007221	chr1(.):156177783-156214833	0.225
NM_022367	chr1(.):156118321-156152542	0.2397
NM_001193302	chr1(.):156118368-156152542	0.2399
NM_001193301	chr1(.):156114734-156152542	0.2428
NM_005920	chr1(.):156428518-156475529	0.2147
NM_004494	chr1(.):156706898-156726543	0.2464
NM_001126051	chr1(.):156706898-156727024	0.2421
NM_001126050	chr1(.):156706898-156727240	0.2428
NM_030980	chr1(.):156687412-156702705	0.196
NM_001878	chr1(.):156664407-156680375	0.1479
NM_001142560	chr1(.):156693262-156711752	0.2343
NM_145729	chr1(.):156702093-156715923	0.2217
NR_001560	chr1(.):157093153-157103463	0.1573
NM_005240	chr1(.):157097975-157113177	0.2001
NM_001145312	chr1(.):157089458-157113383	0.1831
NM_004833	chr1(.):159027274-159051647	0.1982
NM_001778	chr1(.):160643535-160686585	0.248
NM_003037	chr1(.):160574890-160622081	0.1775
NM_021181	chr1(.):160704076-160729601	0.2329
NM_001077470	chr1(.):161194455-161213000	0.1981
NM_001039711	chr1(.):161085768-161107478	0.198
NM_016406	chr1(.):161118533-161133646	0.2107
NM_004550	chr1(.):161164104-161189184	0.215
NM_000309	chr1(.):161131180-161146010	0.2187
NM_001643	chr1(.):161187082-161198418	0.2458
NM_003779	chr1(.):161136100-161152314	0.2436
NM_012475	chr1(.):161124253-161140516	0.2226
NM_001039712	chr1(.):161085768-161107256	0.1991
NM_032174	chr1(.):161190832-161205407	0.205
NM_001166159	chr1(.):161166936-161189184	0.2093
NM_005099	chr1(.):161154537-161173845	0.2275
NM_004106	chr1(.):161180086-161194038	0.1767
NR_030284	chr1(.):168339761-168349859	0.1499
NM_181093	chr1(.):169816803-169868076	0.1768
NM_002021	chr1(.):171212662-171260113	0.1598
NR_033186	chr1(.):178506930-178523024	0.1494
NM_016545	chr1(.):181052637-181064979	0.2038
NM_002927	chr1(.):192600281-192634389	0.1526
NM_002922	chr1(.):192539856-192554159	0.2616
NM_001195216	chr1(.):197698138-197749623	0.1864
NM_001031725	chr1(.):200608164-200644126	0.1622
NM_005298	chr1(.):200837165-200848251	0.1643
NM_018265	chr1(.):200855638-200889864	0.1733
NM_001142569	chr1(.):200858998-200889864	0.1642
NM_017596	chr1(.):200933519-200997828	0.1702
NR_034150	chr1(.):203262885-203279453	0.2622
NM_003465	chr1(.):203180206-203203860	0.1582
NM_006763	chr1(.):203269663-203283729	0.2592
NM_002023	chr1(.):203304751-203325289	0.1705
NR_003019	chr1(.):203693708-203703833	0.1683
NM_001136190	chr1(.):203729283-203750480	0.2166
NM_001174108	chr1(.):203761650-203774590	0.2086
NM_002646	chr1(.):204386757-204464474	0.1488
NM_002393	chr1(.):204480510-204532248	0.1984
NM_014858	chr1(.):205192037-205247471	0.191
NM_018203	chr1(.):205300647-205331039	0.1715
NM_030952	chr1(.):205266190-205295883	0.1984
NM_001123168	chr1(.):206133910-206160074	0.1947
NM_000707	chr1(.):206219282-206236482	0.1592
NM_001007544	chr1(.):206233871-206293647	0.1787
NM_148964	chr1(.):206312458-206337104	0.1354
NM_006893	chr1(.):206759973-206790904	0.1782
NM_182665	chr1(.):206725491-206767616	0.2221
NM_000572	chr1(.):206935947-206950839	0.2183
NM_013371	chr1(.):206997221-207021325	0.1905
NM_153758	chr1(.):206967214-207021324	0.2046
NM_018724	chr1(.):207034153-207047568	0.1571
NR_026817	chr1(.):207986723-208000941	0.2386
NR_029832	chr1(.):207970196-207980284	0.1945
NR_029518	chr1(.):207970787-207980868	0.1952
NM_152485	chr1(.):209950661-209962890	0.2113
NM_005525	chr1(.):209873190-209913295	0.1514
NM_025228	chr1(.):209924393-209960668	0.2145
NM_004619	chr1(.):211494956-211553286	0.1964
NM_145759	chr1(.):211514705-211553286	0.175
NM_001033910	chr1(.):211495147-211553286	0.1966
NM_183059	chr1(.):211644863-211671259	0.1524
NR_026761	chr1(.):211551096-211610877	0.1626
NM_021194	chr1(.):211743380-211757099	0.2497
NM_001748	chr1(.):223895118-223968720	0.1787
NM_001146068	chr1(.):223884294-223968720	0.1786
NM_001136018	chr1(.):225992796-226038262	0.1611
NM_000120	chr1(.):226008001-226038262	0.1552
NM_020997	chr1(.):226068981-226081836	0.1505
NM_014698	chr1(.):226028232-226075420	0.1944
NM_013328	chr1(.):226102579-226116965	0.19
NM_182972	chr1(.):234735014-234750271	0.2666
NR_033927	chr1(.):234760056-234775526	0.1513
NM_030645	chr1(.):249099650-249125154	0.2114
NM_024836	chr1(.):249127529-249148714	0.1979
NM_001136036	chr1(.):249139202-249158125	0.1925
NM_001193328	chr1(.):249139202-249158315	0.1923
NR_036070	chr1(.):249115575-249125642	0.2478
NM_015535	chr2(.):201165603-201351986	0.1231
NM_001100422	chr2(.):201165984-201351986	0.1231
NM_001100423	chr2(.):201166355-201351986	0.1231
NM_014600	chr2(.):31451879-31496260	0.0996
NM_001083590	chr2(.):27250773-27269565	0.1326
NR_033872	chr2(.):70184394-70319147	0.1152
NM_032827	chr2(.):85975908-86023506	0.0989
NR_015395	chr2(.):112119590-112257692	0.139
NR_024373	chr2(.):112181885-112257692	0.1575
NM_001099289	chr2(.):109740996-110267207	0.0976
NM_020760	chr2(.):197058976-197462335	0.1187
NM_015488	chr2(.):219130114-219216516	0.1168
NM_022152	chr2(.):219133916-219162280	0.1576
NM_001012514	chr2(.):231724620-231748963	0.0717
NM_145693	chr2(.):11881739-11972533	0.1328
NM_183360	chr2(.):25595111-25901503	0.1161
NM_005813	chr2(.):37472645-37549222	0.1519
NM_006449	chr2(.):37865742-37904326	0.1345
NM_005633	chr2(.):39203689-39352604	0.1164
NM_019063	chr2(.):42391489-42564688	0.1157
NM_012249	chr2(.):46764866-46816827	0.1479
NM_178313	chr2(.):54780530-54894445	0.1336
NM_003128	chr2(.):54678453-54903583	0.125
NM_014755	chr2(.):64853754-64886046	0.1344
NR_036586	chr2(.):65123973-65164581	0.1523
NM_002398	chr2(.):66657531-66804891	0.0986
NR_027749	chr2(.):74705199-74726691	0.1234
NM_000189	chr2(.):75054781-75125481	0.1105
NM_001080824	chr2(.):85043795-85113252	0.1176
NM_003896	chr2(.):86061270-86121157	0.1252
NR_024204	chr2(.):87749973-87826030	0.1346
NM_004836	chr2(.):88851258-88932094	0.1379
NM_144563	chr2(.):88986175-89055452	0.1268
NM_004027	chr2(.):99056320-99212496	0.1519
NM_001566	chr2(.):99056320-99203284	0.1549
NM_001193483	chr2(.):109145856-109308702	0.1213
NM_022662	chr2(.):112521639-112646741	0.1116
NM_006343	chr2(.):112651190-112791945	0.1227
NM_001017927	chr2(.):120055019-120129258	0.1168
NM_002410	chr2(.):135006829-135211468	0.1223
NM_001077269	chr2(.):175419301-175552627	0.1186
NM_006287	chr2(.):188323957-188424219	0.0942
NR_024415	chr2(.):192537797-192558248	0.1492
NM_001031716	chr2(.):192537860-192558248	0.1497
NM_004226	chr2(.):196993306-197041336	0.1366
NM_153697	chr2(.):197959194-198180521	0.1177
NM_001195144	chr2(.):197846385-198180521	0.1125
NM_001228	chr2(.):202093165-202157434	0.164
NM_003879	chr2(.):201975889-202034003	0.1469
NM_001127184	chr2(.):201975815-202011323	0.1629
NM_173822	chr2(.):201833440-201941392	0.1162
NM_033358	chr2(.):202093165-202151638	0.1687
NM_001037631	chr2(.):204727508-204743683	0.1282
NM_003709	chr2(.):207940528-208035614	0.1165
NM_001167608	chr2(.):227695670-227868923	0.1128
NM_022730	chr2(.):232646161-232678434	0.0621
NM_005737	chr2(.):235396685-235410693	0.0714
NM_001137551	chr2(.):238595806-238695290	0.0578
NM_001137550	chr2(.):238531223-238695290	0.054
NM_017844	chr2(.):241413838-241502405	0.0498
NM_001195381	chr2(.):241539824-241575676	0.0392
NM_002997	chr2(.):20395557-20429927	0.1664
NM_001006946	chr2(.):20395557-20430194	0.1654
NM_004040	chr2(.):20641834-20654201	0.1266
NM_178553	chr2(.):27354714-27367332	0.1169
NM_007046	chr2(.):27296434-27314265	0.1384
NM_001166239	chr2(.):27318461-27346773	0.1063
NM_001166240	chr2(.):27317220-27346995	0.1059
NM_013388	chr2(.):27348624-27362542	0.1292
NM_006488	chr2(.):27304610-27328619	0.1057
NM_001035507	chr2(.):27269490-27287403	0.1381
NM_021831	chr2(.):27269490-27298490	0.1351
NM_001166241	chr2(.):27317220-27338970	0.1011
NM_032604	chr2(.):27341656-27358680	0.1352
NM_175769	chr2(.):27366944-27380819	0.1266
NM_001134693	chr2(.):27288341-27299567	0.1332
NM_080592	chr2(.):27429898-27445046	0.1544
NM_001170795	chr2(.):27430218-27445046	0.1565
NM_021095	chr2(.):27417454-27440175	0.1305
NM_001145122	chr2(.):31390921-31445411	0.1147
NM_012413	chr2(.):37566752-37605465	0.185
NM_138370	chr2(.):42270160-42290668	0.0893
NM_006887	chr2(.):43444540-43458745	0.1849
NR_027251	chr2(.):43449349-43460994	0.1505
NM_080653	chr2(.):46733985-46752096	0.097
NM_173074	chr2(.):46803412-46849251	0.1194
NM_014171	chr2(.):46839324-46857881	0.1261
NM_002354	chr2(.):47591286-47619167	0.0937
NR_002229	chr2(.):54751358-54761978	0.1514
NR_033837	chr2(.):64407212-64437619	0.1407
NR_034023	chr2(.):64829445-64848616	0.1141
NM_001193493	chr2(.):65210578-65256000	0.1406
NM_003038	chr2(.):65211494-65256000	0.1399
NM_015147	chr2(.):65278494-65319142	0.1338
NM_181784	chr2(.):65532984-65664656	0.1203
NM_001128210	chr2(.):65532984-65598931	0.1056
NM_002664	chr2(.):68587321-68629585	0.1293
NM_173545	chr2(.):68689690-68812294	0.1078
NM_001024680	chr2(.):68684504-68699390	0.1507
NM_014882	chr2(.):68996932-69058957	0.117
NM_001166277	chr2(.):68956912-69058957	0.1277
NM_014482	chr2(.):69087612-69103649	0.1007
NM_006196	chr2(.):70309584-70321334	0.1601
NR_024444	chr2(.):70346167-70357448	0.1715
NM_053050	chr2(.):74694108-74704927	0.1385
NM_032779	chr2(.):74694958-74715357	0.1357
NM_001146158	chr2(.):74683183-74697537	0.1585
NM_001015056	chr2(.):74647987-74672710	0.112
NM_012477	chr2(.):74680576-74693010	0.1861
NM_001145054	chr2(.):74636302-74649844	0.1225
NM_001015055	chr2(.):74647987-74674060	0.1108
NM_031288	chr2(.):74677198-74690087	0.1665
NM_032118	chr2(.):74643884-74657882	0.0986
NM_016170	chr2(.):74736595-74749275	0.0844
NM_001009812	chr2(.):74719643-74735443	0.1372
NM_032673	chr2(.):74727169-74739821	0.1513
NR_024606	chr2(.):74724743-74737192	0.1555
NM_021103	chr2(.):85127762-85138799	0.1274
NM_020122	chr2(.):85193230-85291595	0.1137
NM_006433	chr2(.):85916413-85930875	0.1268
NM_198843	chr2(.):85879439-85900864	0.0881
NM_001042437	chr2(.):86061271-86099793	0.1197
NM_015425	chr2(.):86248450-86338278	0.1347
NM_017952	chr2(.):86328304-86374280	0.1333
NR_026984	chr2(.):86242338-86255991	0.1053
NR_015424	chr2(.):89060418-89111109	0.1352
NR_026875	chr2(.):97158382-97178846	0.1198
NM_212481	chr2(.):97197463-97223371	0.1699
NM_001193484	chr2(.):109232701-109308702	0.1204
NM_001193485	chr2(.):109266266-109308702	0.1151
NM_001193482	chr2(.):109218616-109308702	0.127
NM_001193488	chr2(.):109199921-109308702	0.1286
NM_004987	chr2(.):109199766-109308702	0.1289
NR_036224	chr2(.):109925026-109935081	0.0858
NM_002101	chr2(.):127408683-127459246	0.1088
NM_033416	chr2(.):131095488-131109197	0.1106
NM_014369	chr2(.):131108579-131137982	0.122
NM_032357	chr2(.):131090815-131104922	0.1129
NR_037450	chr2(.):134879695-134889763	0.1287
NR_024275	chr2(.):135201959-135217192	0.1131
NM_006186	chr2(.):157175943-157194287	0.1065
NM_004288	chr2(.):158266130-158305604	0.1626
NM_002610	chr2(.):173415778-173468862	0.1368
NM_003387	chr2(.):175419301-175504307	0.1263
NM_002491	chr2(.):201931461-201955473	0.1296
NM_001127183	chr2(.):201978386-202033841	0.1471
NM_032974	chr2(.):202042620-202099110	0.1618
NM_001230	chr2(.):202042620-202091383	0.1534
NM_033356	chr2(.):202120222-202157434	0.1539
NM_001080125	chr2(.):202117753-202157434	0.1561
NM_006139	chr2(.):204566197-204607557	0.1587
NM_012092	chr2(.):204796470-204831298	0.115
NR_036227	chr2(.):207969710-207979797	0.089
NM_001077194	chr2(.):219120737-219133582	0.0989
NM_001087	chr2(.):219123851-219139893	0.1282
NM_022572	chr2(.):219182901-219216516	0.0959
NM_017431	chr2(.):219682105-219701512	0.0861
NM_025216	chr2(.):219740254-219763651	0.1668
NM_006522	chr2(.):219719545-219743954	0.0986
NM_005544	chr2(.):227591032-227668506	0.1098
NM_024795	chr2(.):228221873-228249022	0.0858
NM_002601	chr2(.):232592146-232650974	0.0632
NR_031717	chr2(.):232751951-232762008	0.0407
NM_004735	chr2(.):238595806-238679558	0.0586
NM_022817	chr2(.):239147678-239202207	0.0568
NR_026923	chr2(.):239135326-239147985	0.0729
NM_001142853	chr2(.):239141907-239153681	0.0799
NR_026926	chr2(.):239128753-239145318	0.0641
NM_023083	chr2(.):241521132-241543526	0.0586
NM_001033575	chr2(.):241494470-241508431	0.0792
NM_018226	chr2(.):241503103-241523143	0.0698
NM_015303	chr3(.):184524930-184775402	0.1613
NM_014674	chr3(.):5224358-5266650	0.1355
NM_001195099	chr3(.):15703743-15803058	0.1094
NM_001195098	chr3(.):15703743-15844691	0.1171
NM_015199	chr3(.):15703743-15906053	0.1192
NM_015576	chr3(.):55537335-56507391	0.0931
NM_002841	chr3(.):61542242-62285573	0.0988
NM_016128	chr3(.):128963452-129001616	0.1454
NM_003571	chr3(.):133113789-133199056	0.1357
NM_207294	chr3(.):152012193-152188569	0.1238
NM_021038	chr3(.):151980828-152188568	0.1276
NM_207015	chr3(.):174572110-175528428	0.1398
NM_001135095	chr3(.):171753343-172123492	0.1816
NM_022763	chr3(.):171752417-172123492	0.1816
NM_181361	chr3(.):178249223-178567217	0.1446
NM_001134382	chr3(.):12933718-13119617	0.1106
NM_024923	chr3(.):13352736-13466809	0.1093
NM_014869	chr3(.):12933718-13013960	0.0984
NM_144636	chr3(.):14148576-14171371	0.1549
NM_001184958	chr3(.):14711605-14819543	0.1172
NM_001134381	chr3(.):17193653-17746512	0.1016
NM_014744	chr3(.):17193653-17787399	0.1019
NM_001134380	chr3(.):17193653-17789240	0.1021
NM_003884	chr3(.):20076523-20200896	0.1101
NM_182666	chr3(.):23842438-23937807	0.1262
NM_001024847	chr3(.):30642993-30740633	0.1238
NM_001171172	chr3(.):39299984-39326930	0.1319
NM_001171171	chr3(.):39299984-39327764	0.1316
NM_001171174	chr3(.):39299984-39328226	0.1308
NM_001123396	chr3(.):46390234-46405868	0.1468
NM_001195442	chr3(.):46648924-46673033	0.1038
NM_006254	chr3(.):53190222-53231733	0.1291
NM_015541	chr3(.):66424220-66555845	0.108
NM_007114	chr3(.):69063977-69106484	0.1149
NM_000097	chr3(.):98293289-98317455	0.1278
NM_024548	chr3(.):101438493-101491181	0.1092
NM_014429	chr3(.):108672086-108841993	0.1058
NM_001009899	chr3(.):113362232-113420493	0.1053
NM_001690	chr3(.):113460865-113535905	0.1116
NM_002213	chr3(.):124476794-124611144	0.1213
NM_032343	chr3(.):126418117-126684244	0.0999
NM_001001487	chr3(.):130608433-130740555	0.1083
NM_001199181	chr3(.):130564368-130727046	0.1108
NM_001199180	chr3(.):130564368-130740555	0.1124
NM_001199179	chr3(.):130607834-130727046	0.1057
NM_001001485	chr3(.):130607858-130740555	0.1083
NM_001199184	chr3(.):130607904-130727046	0.1058
NM_014382	chr3(.):130608291-130727046	0.1058
NM_006506	chr3(.):141200925-141336197	0.1208
NM_001080412	chr3(.):141038054-141173632	0.1629
NM_016275	chr3(.):150316065-150353234	0.1448
NM_001190242	chr3(.):159969773-160106554	0.1498
NM_001190241	chr3(.):159969773-160122320	0.155
NM_024665	chr3(.):176733541-176920048	0.1853
NM_005832	chr3(.):178271617-178567217	0.1425
NM_130446	chr3(.):183200318-183278499	0.2374
NM_173216	chr3(.):186643314-186801341	0.189
NM_003032	chr3(.):186734664-186801341	0.1959
NM_174908	chr3(.):191041873-191121459	0.1616
NM_005524	chr3(.):193848933-193861396	0.2174
NM_152531	chr3(.):194784012-194996895	0.1491
NM_018184	chr3(.):5158929-5227601	0.1109
NM_024334	chr3(.):14161439-14190180	0.1279
NM_016474	chr3(.):14688252-14719166	0.1222
