#32_0EX8_0229Kronos_MM1S-No-Treatment-2_IRF4_hs_i48_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/32_0EX8_0229Kronos_MM1S-No-Treatment-2_IRF4_hs_i48_ROSE/32_0EX8_0229Kronos_MM1S-No-Treatment-2_IRF4_hs_i48_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X32_0EX8_0229Kronos_MM1S.No.Treatment.2_IRF4_hs_i48.bam
#Using cutoff of 2419.1208 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X32_0EX8_0229Kronos_MM1S.No.Treatment.2_IRF4_hs_i48.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isStretch
4_MACS_peak_18358_lociStitched	chr6	388970	401413	4	9444	8157.6308	2695.1538	44	1
5_MACS_peak_22684_lociStitched	chr9	94181295	94196026	5	9289	8635.3122	2991.8661	45	1
4_MACS_peak_10056_lociStitched	chr19	16253414	16273060	4	9274	12068.5378	4481.2526	46	1
4_MACS_peak_15008_lociStitched	chr3	141118915	141132668	4	9250	9825.1432	3830.2105	47	1
1_MACS_peak_5651_lociStitched	chr12	109021884	109031104	1	9221	10269.236	3050.898	48	1
3_MACS_peak_7172_lociStitched	chr15	75072324	75083254	3	9040	7628.047	2989.355	49	1
3_MACS_peak_8937_lociStitched	chr17	62197696	62208519	3	8975	7155.0853	2604.0138	50	1
4_MACS_peak_17514_lociStitched	chr5	88175202	88185826	4	8835	6891.7888	2431.8336	51	1
3_MACS_peak_18352_lociStitched	chr6	290556	307303	3	8809	13352.3831	5861.45	52	1
4_MACS_peak_18787_lociStitched	chr6	31694791	31708506	4	8793	8901.035	3221.6535	53	1
5_MACS_peak_4884_lociStitched	chr12	26265984	26279826	5	8793	8857.4958	3543.552	54	1
3_MACS_peak_6208_lociStitched	chr13	114557172	114566589	3	8576	6763.2894	2635.8183	55	1
2_MACS_peak_1888_lociStitched	chr1	206728517	206737758	2	8515	8837.1683	3575.3429	56	1
3_MACS_peak_7612_lociStitched	chr16	12056572	12070776	3	8457	9654.4588	3426.0048	57	1
5_MACS_peak_20201_lociStitched	chr7	38388362	38408291	5	8450	8900.2914	4089.4308	58	1
4_MACS_peak_9763_lociStitched	chr19	1258829	1276883	4	8410	9727.4952	4547.8026	59	1
3_MACS_peak_10815_lociStitched	chr2	37570169	37584032	3	8392	8891.7282	3392.2761	60	1
4_MACS_peak_18233_lociStitched	chr5	171601289	171616192	4	8299	6757.0202	2989.5418	61	1
2_MACS_peak_10072_lociStitched	chr19	16694394	16706430	2	8232	9757.5852	3461.5536	62	1
2_MACS_peak_4664_lociStitched	chr12	4378457	4388170	2	8167	6328.0195	2137.8313	63	1
3_MACS_peak_13613_lociStitched	chr22	29185838	29197972	3	8132	9164.8102	2668.2666	64	1
2_MACS_peak_19387_lociStitched	chr6	108879359	108887775	2	8121	7060.1824	1895.2832	65	1
3_MACS_peak_9061_lociStitched	chr17	73771227	73782205	3	8109	7239.991	2647.8936	66	1
6_MACS_peak_20481_lociStitched	chr7	78116553	78127981	6	8065	7579.0496	3008.9924	67	1
7_MACS_peak_5757_lociStitched	chr12	123371736	123386811	7	7982	7315.8975	2219.04	68	1
5_MACS_peak_21212_lociStitched	chr8	2029486	2041079	5	7974	8739.9627	2846.0815	69	1
2_MACS_peak_14014_lociStitched	chr3	13050430	13059343	2	7928	8137.569	2729.1606	70	1
3_MACS_peak_18641_lociStitched	chr6	26195426	26206912	3	7922	7838.0464	2760.0858	71	1
4_MACS_peak_9142_lociStitched	chr17	76712667	76726080	4	7887	8118.8889	3169.4919	72	1
2_MACS_peak_3725_lociStitched	chr11	35160163	35168572	2	7870	5971.2309	2387.3151	73	1
2_MACS_peak_3266_lociStitched	chr10	112256898	112264915	2	7791	7170.4048	2272.0178	74	1
5_MACS_peak_9096_lociStitched	chr17	75078937	75093099	5	7687	8407.9794	3275.6706	75	1
3_MACS_peak_1361_lociStitched	chr1	160703246	160714752	3	7642	7215.4126	3704.932	76	1
5_MACS_peak_6792_lociStitched	chr15	40388181	40401832	5	7623	8033.6135	3423.6708	77	1
2_MACS_peak_1239_lociStitched	chr1	154924139	154935376	2	7621	7675.9947	3580.1082	78	1
6_MACS_peak_14142_lociStitched	chr3	30683993	30703466	6	7526	9822.1812	4134.1179	79	1
2_MACS_peak_15432_lociStitched	chr3	186711439	186719740	2	7517	9240.6732	3268.9338	80	1
2_MACS_peak_15293_lociStitched	chr3	176912502	176920301	2	7437	7589.9868	2540.1343	81	1
3_MACS_peak_1378_lociStitched	chr1	161145098	161156566	3	7409	9465.6872	3880.7712	82	1
4_MACS_peak_8632_lociStitched	chr17	38470694	38483363	4	7404	9775.4004	3078.567	83	1
5_MACS_peak_17245_lociStitched	chr5	55437642	55453247	5	7398	10695.667	3693.7035	84	1
2_MACS_peak_2117_lociStitched	chr1	226840481	226851520	2	7332	8688.7969	3993.9102	85	1
5_MACS_peak_9149_lociStitched	chr17	76767577	76779381	5	7298	6835.6964	2490.644	86	1
4_MACS_peak_14903_lociStitched	chr3	129027209	129037348	4	7281	7567.7496	2656.418	87	1
3_MACS_peak_19139_lociStitched	chr6	74220358	74234066	3	7263	9169.2812	3414.6628	88	1
5_MACS_peak_13722_lociStitched	chr22	37611397	37627546	5	7193	9011.142	3662.5932	89	1
4_MACS_peak_8519_lociStitched	chr17	32692053	32710661	4	7181	9897.5952	4179.3568	90	1
2_MACS_peak_1829_lociStitched	chr1	203289287	203297878	2	7165	9704.3936	3369.3902	91	1
5_MACS_peak_23047_lociStitched	chr9	130538096	130551561	5	7135	7179.538	2493.718	92	1
5_MACS_peak_12338_lociStitched	chr2	219743947	219763485	5	7106	9518.9136	4673.4896	93	1
3_MACS_peak_18630_lociStitched	chr6	26020479	26034525	3	7096	7635.4056	3038.1498	94	1
4_MACS_peak_16130_lociStitched	chr4	84132748	84143789	4	7077	7617.1859	2787.8525	95	1
2_MACS_peak_9813_lociStitched	chr19	2468866	2480021	2	7072	8966.389	2903.6465	96	1
3_MACS_peak_10062_lociStitched	chr19	16434791	16442145	3	7058	5426.5166	1484.0372	97	1
3_MACS_peak_9644_lociStitched	chr18	60822285	60830476	3	7021	7901.8577	2381.9428	98	1
2_MACS_peak_13567_lociStitched	chr22	24180718	24191371	2	7012	6605.9253	2832.6327	99	1
2_MACS_peak_13550_lociStitched	chr22	23270221	23278743	2	7003	10019.3154	2899.1844	100	1
3_MACS_peak_17929_lociStitched	chr5	138720388	138730282	3	6989	8019.087	2606.0796	101	1
4_MACS_peak_22006_lociStitched	chr8	126441613	126449084	4	6972	5935.7095	1687.6989	102	1
2_MACS_peak_19251_lociStitched	chr6	90059711	90068283	2	6956	6890.1736	2287.0096	103	1
4_MACS_peak_18036_lociStitched	chr5	148205116	148214871	4	6912	7360.1475	2737.253	104	1
1_MACS_peak_18817_lociStitched	chr6	32934978	32941876	1	6899	6320.6374	1992.1424	105	1
3_MACS_peak_17645_lociStitched	chr5	109024093	109032726	3	6854	5992.1653	2383.5713	106	1
3_MACS_peak_8553_lociStitched	chr17	34409477	34420384	3	6850	11462.1663	2647.1289	107	1
2_MACS_peak_171_lociStitched	chr1	17221236	17232649	2	6802	13046.2003	4880.1988	108	1
3_MACS_peak_11339_lociStitched	chr2	97191627	97205421	3	6788	8370.1992	2891.2224	109	1
1_MACS_peak_13380_lociStitched	chr21	41325349	41332120	1	6772	6949.0773	2432.1432	110	1
5_MACS_peak_9285_lociStitched	chr18	9133985	9144326	5	6741	7026.7095	2281.2246	111	1
3_MACS_peak_17085_lociStitched	chr5	32530883	32543521	3	6732	8390.3682	2925.697	112	1
3_MACS_peak_9821_lociStitched	chr19	2620032	2632098	3	6708	9386.1414	3745.2864	113	1
3_MACS_peak_1628_lociStitched	chr1	183439042	183450910	3	6670	8873.7036	3426.2916	114	1
1_MACS_peak_1712_lociStitched	chr1	192544168	192550819	1	6652	7794.3069	2558.6397	115	1
4_MACS_peak_21998_lociStitched	chr8	126292521	126307804	4	6651	7898.2544	3599.1465	116	1
4_MACS_peak_15214_lociStitched	chr3	169480413	169492031	4	6641	8021.0672	3164.7432	117	1
2_MACS_peak_11107_lociStitched	chr2	65158462	65167425	2	6628	6780.5095	2653.9443	118	1
2_MACS_peak_2812_lociStitched	chr10	63804757	63811425	2	6624	5124.358	1735.0136	119	1
2_MACS_peak_5647_lociStitched	chr12	108953716	108963766	2	6617	7733.475	3262.23	120	1
3_MACS_peak_9504_lociStitched	chr18	46458394	46470031	3	6601	6185.0655	2555.4852	121	1
5_MACS_peak_9280_lociStitched	chr18	9101981	9117979	5	6595	9987.5514	3673.1408	122	1
2_MACS_peak_20796_lociStitched	chr7	114561859	114572994	2	6592	7414.7965	3102.211	123	1
3_MACS_peak_19685_lociStitched	chr6	138259911	138274077	3	6591	7716.2202	3041.4402	124	1
3_MACS_peak_9962_lociStitched	chr19	11199543	11207639	3	6574	6427.4144	2001.3312	125	1
2_MACS_peak_1027_lociStitched	chr1	143462257	143469072	2	6502	7058.977	3070.1575	126	1
4_MACS_peak_12740_lociStitched	chr20	25268919	25280970	4	6492	7145.0379	2366.8164	127	1
2_MACS_peak_1879_lociStitched	chr1	206132405	206139852	2	6471	6043.2405	2447.0842	128	1
2_MACS_peak_7339_lociStitched	chr15	90638353	90646506	2	6462	7145.2892	2321.1591	129	1
4_MACS_peak_13162_lociStitched	chr21	19152441	19166768	4	6458	8455.7954	2915.5445	130	1
4_MACS_peak_7702_lociStitched	chr16	22195353	22211840	4	6457	7699.429	3661.7627	131	1
3_MACS_peak_1356_lociStitched	chr1	160641730	160654345	3	6441	7648.4745	3789.546	132	1
2_MACS_peak_2135_lociStitched	chr1	228269600	228279249	2	6416	7303.3281	3023.0317	133	1
4_MACS_peak_10867_lociStitched	chr2	42323933	42333828	4	6415	6703.8625	2355.9995	134	1
2_MACS_peak_8367_lociStitched	chr17	16871446	16880053	2	6386	5521.3905	2128.5111	135	1
3_MACS_peak_18622_lociStitched	chr6	25403885	25412584	3	6375	8428.4611	2668.8532	136	1
2_MACS_peak_9840_lociStitched	chr19	3984506	3990882	2	6361	5641.4848	2243.0768	137	1
3_MACS_peak_4084_lociStitched	chr11	71414357	71426429	3	6326	6782.0496	3060.252	138	1
2_MACS_peak_1219_lociStitched	chr1	154375164	154381509	2	6315	7173.657	2609.6985	139	1
4_MACS_peak_18970_lociStitched	chr6	45387049	45394589	4	6280	4790.916	1499.706	140	1
2_MACS_peak_17169_lociStitched	chr5	43037215	43043710	2	6273	6415.1115	1531.521	141	1
1_MACS_peak_22088_lociStitched	chr8	134579390	134585660	1	6271	5147.043	1538.031	142	1
3_MACS_peak_12177_lociStitched	chr2	202116874	202126902	3	6264	7392.6416	2500.9832	143	1
4_MACS_peak_13704_lociStitched	chr22	36773202	36784875	4	6260	5946.2262	2459.5011	144	1
4_MACS_peak_11771_lociStitched	chr2	157188509	157199919	4	6242	5974.276	1989.904	145	1
2_MACS_peak_1271_lociStitched	chr1	155940130	155950544	2	6235	6522.2882	3005.4804	146	1
4_MACS_peak_9275_lociStitched	chr18	9061231	9074287	4	6222	9802.4448	3176.5248	147	1
2_MACS_peak_8316_lociStitched	chr17	7737834	7748427	2	6211	5975.5113	2256.309	148	1
1_MACS_peak_1865_lociStitched	chr1	205252118	205258323	1	6206	8739.122	2426.155	149	1
2_MACS_peak_16822_lociStitched	chr4	185201638	185210471	2	6199	5698.1683	2679.9322	150	1
3_MACS_peak_3878_lociStitched	chr11	60673341	60683614	3	6198	7544.4912	2468.6019	151	1
5_MACS_peak_13040_lociStitched	chr20	52546382	52559533	5	6179	5911.3745	2413.2085	152	1
2_MACS_peak_4499_lociStitched	chr11	122930718	122941134	2	6162	5073.6336	2348.808	153	1
4_MACS_peak_23059_lociStitched	chr9	130830386	130845042	4	6150	6683.136	2699.6352	154	1
1_MACS_peak_11786_lociStitched	chr2	158295568	158301683	1	6116	5058.328	1801.479	155	1
2_MACS_peak_5427_lociStitched	chr12	89738544	89748861	2	6105	7424.1132	2604.0108	156	1
2_MACS_peak_12070_lociStitched	chr2	192539417	192545570	2	6100	5921.6472	1413.9594	157	1
2_MACS_peak_1710_lociStitched	chr1	192507110	192515873	2	6095	6235.7508	2814.6756	158	1
3_MACS_peak_12913_lociStitched	chr20	43270896	43281984	3	6080	6972.1344	2827.44	159	1
3_MACS_peak_18490_lociStitched	chr6	11828132	11835977	3	6077	6443.883	2231.118	160	1
5_MACS_peak_5620_lociStitched	chr12	106529875	106543885	5	6049	5704.872	2608.662	161	1
2_MACS_peak_1031_lociStitched	chr1	143911811	143919030	2	6045	6386.6493	2559.1355	162	1
2_MACS_peak_7981_lociStitched	chr16	66549864	66559472	2	6028	8568.4144	2662.3768	163	1
5_MACS_peak_3274_lociStitched	chr10	112619327	112631867	5	6020	6291.318	3022.14	164	1
4_MACS_peak_2972_lociStitched	chr10	81003478	81015741	4	5967	5344.2154	2545.7988	165	1
3_MACS_peak_1307_lociStitched	chr1	157142726	157152914	3	5965	5851.9872	3057.4188	166	1
2_MACS_peak_1571_lociStitched	chr1	179049095	179058898	2	5957	8643.3051	3011.4816	167	1
4_MACS_peak_10929_lociStitched	chr2	46789072	46802666	4	5957	6212.458	2905.0378	168	1
3_MACS_peak_20742_lociStitched	chr7	106504770	106513304	3	5954	6461.9448	2941.6698	169	1
2_MACS_peak_1359_lociStitched	chr1	160676774	160683313	2	5949	6327.1364	2563.9419	170	1
2_MACS_peak_4377_lociStitched	chr11	111241410	111250782	2	5946	6962.4588	2372.0532	171	1
2_MACS_peak_20293_lociStitched	chr7	47514364	47522175	2	5939	5758.2692	2219.1051	172	1
4_MACS_peak_2804_lociStitched	chr10	63656530	63665210	4	5922	5285.252	1933.904	173	1
3_MACS_peak_4570_lociStitched	chr11	129233807	129246994	3	5916	5895.9077	2579.3772	174	1
2_MACS_peak_20958_lociStitched	chr7	130790791	130796886	2	5910	5562.297	2002.817	175	1
5_MACS_peak_7109_lociStitched	chr15	70042068	70058825	5	5909	7331.1875	3220.6954	176	1
3_MACS_peak_8673_lociStitched	chr17	40827830	40834658	3	5888	4412.9364	1859.9472	177	1
3_MACS_peak_5107_lociStitched	chr12	51713945	51721702	3	5886	5493.5074	1858.5772	178	1
3_MACS_peak_19394_lociStitched	chr6	108929550	108941539	3	5866	6050.8483	2107.6662	179	1
3_MACS_peak_8312_lociStitched	chr17	7475464	7488338	3	5837	6921.0624	2977.7562	180	1
3_MACS_peak_8930_lociStitched	chr17	62150515	62160271	3	5823	7374.5604	2529.7308	181	1
3_MACS_peak_15471_lociStitched	chr3	191007833	191019513	3	5773	6812.944	3075.344	182	1
4_MACS_peak_20125_lociStitched	chr7	30059940	30073220	4	5762	5900.304	2366.496	183	1
1_MACS_peak_3260_lociStitched	chr10	112113037	112118793	1	5757	8267.9184	1954.7376	184	1
4_MACS_peak_671_lociStitched	chr1	66736610	66748928	4	5754	6988.0014	2910.7434	185	1
3_MACS_peak_12866_lociStitched	chr20	37499202	37505355	3	5745	6029.94	1698.228	186	1
1_MACS_peak_17540_lociStitched	chr5	90675441	90681145	1	5705	5380.0128	1615.3728	187	1
2_MACS_peak_18700_lociStitched	chr6	27857939	27863753	2	5681	5047.7148	1746.5256	188	1
3_MACS_peak_16831_lociStitched	chr4	185337834	185348937	3	5679	6772.83	2964.501	189	1
1_MACS_peak_16927_lociStitched	chr5	1312290	1317959	1	5670	7267.658	1939.3649	190	1
3_MACS_peak_15848_lociStitched	chr4	40303194	40312292	3	5660	7272.0314	2489.2128	191	1
2_MACS_peak_1012_lociStitched	chr1	120833111	120840521	2	5657	4815.759	1898.442	192	1
2_MACS_peak_14410_lociStitched	chr3	52738180	52745308	2	5652	4916.8944	1633.0248	193	1
2_MACS_peak_4416_lociStitched	chr11	115367917	115376174	2	5647	4635.4798	1584.5183	194	1
1_MACS_peak_1061_lociStitched	chr1	145394884	145400501	1	5618	7085.8455	2209.7278	195	1
2_MACS_peak_15541_lociStitched	chr3	196358569	196368124	2	5593	5972.8305	2500.5435	196	1
3_MACS_peak_7250_lociStitched	chr15	81585577	81595531	3	5592	8414.1162	3029.0022	197	1
3_MACS_peak_20676_lociStitched	chr7	102064340	102075199	3	5587	6200.489	2852.6593	198	1
2_MACS_peak_16959_lociStitched	chr5	6479968	6486630	2	5560	5383.5622	1622.8632	199	1
2_MACS_peak_338_lociStitched	chr1	31216081	31221672	2	5529	4978.7855	1515.161	200	1
2_MACS_peak_15946_lociStitched	chr4	57840437	57846252	2	5523	3793.706	1465.9615	201	1
2_MACS_peak_18755_lociStitched	chr6	30684441	30691040	2	5503	4780.3156	1555.3843	202	1
2_MACS_peak_14948_lociStitched	chr3	133290952	133296709	2	5499	4021.2645	1433.493	203	1
3_MACS_peak_17726_lociStitched	chr5	118668137	118678145	3	5484	6454.1592	2400.9192	204	1
4_MACS_peak_3615_lociStitched	chr11	19453642	19464521	4	5479	7418.3901	2757.8265	205	1
2_MACS_peak_15223_lociStitched	chr3	169754929	169765393	2	5475	7705.6896	3153.8496	206	1
3_MACS_peak_18674_lociStitched	chr6	27094470	27107512	3	5463	5537.6332	2509.2808	207	1
3_MACS_peak_13280_lociStitched	chr21	34746291	34756627	3	5449	7087.3952	2793.8208	208	1
3_MACS_peak_18338_lociStitched	chr5	180610843	180619359	3	5437	4981.86	1610.3756	209	1
2_MACS_peak_15443_lociStitched	chr3	187455701	187464094	2	5432	5571.2734	2186.3765	210	1
3_MACS_peak_23110_lociStitched	chr9	134137417	134151263	3	5417	5653.3218	2608.5864	211	1
3_MACS_peak_21409_lociStitched	chr8	27935133	27942043	3	5415	4570.274	1736.483	212	1
1_MACS_peak_23098_lociStitched	chr9	132646480	132651887	1	5408	5070.1439	1503.146	213	1
4_MACS_peak_16241_lociStitched	chr4	100865073	100872413	4	5403	5317.096	1632.416	214	1
2_MACS_peak_1237_lociStitched	chr1	154908292	154916980	2	5400	9340.4688	3683.712	215	1
3_MACS_peak_20993_lociStitched	chr7	134670411	134681782	3	5389	8108.6601	3349.8966	216	1
3_MACS_peak_8251_lociStitched	chr17	4275338	4281092	3	5374	5953.0884	1295.8008	217	1
2_MACS_peak_21010_lociStitched	chr7	136037062	136046872	2	5365	10222.02	3022.461	218	1
3_MACS_peak_5527_lociStitched	chr12	96792102	96802430	3	5350	6358.9496	1962.32	219	1
3_MACS_peak_313_lociStitched	chr1	28571005	28576675	3	5348	4206.573	1648.269	220	1
2_MACS_peak_1064_lociStitched	chr1	145449868	145457820	2	5328	8448.2048	3273.8384	221	1
1_MACS_peak_15435_lociStitched	chr3	186779864	186785181	1	5318	5570.0892	2162.9556	222	1
3_MACS_peak_19680_lociStitched	chr6	138187390	138193382	3	5313	4039.2072	1486.6152	223	1
2_MACS_peak_18696_lociStitched	chr6	27798290	27807817	2	5303	6325.928	2449.3917	224	1
4_MACS_peak_18330_lociStitched	chr5	180229084	180238445	4	5290	5920.8325	1883.4332	225	1
4_MACS_peak_22904_lociStitched	chr9	116163059	116179122	4	5290	6142.4912	2823.8754	226	1
2_MACS_peak_1987_lociStitched	chr1	212779871	212788694	2	5287	6904.8798	2720.1309	227	1
3_MACS_peak_10941_lociStitched	chr2	47209108	47214823	3	5280	4468.5585	1801.368	228	1
3_MACS_peak_18240_lociStitched	chr5	172191856	172205350	3	5271	7301.6034	2431.6188	229	1
3_MACS_peak_17491_lociStitched	chr5	86408719	86418902	3	5268	5454.0148	2087.515	230	1
4_MACS_peak_991_lociStitched	chr1	118196396	118207635	4	5260	6083.6707	1775.762	231	1
1_MACS_peak_1181_lociStitched	chr1	152006727	152011985	1	5259	5690.2076	1866.0642	232	1
1_MACS_peak_6218_lociStitched	chr13	114829435	114834690	1	5256	6413.7275	1436.1915	233	1
2_MACS_peak_13251_lociStitched	chr21	32926077	32932689	2	5254	4798.3284	1924.7532	234	1
2_MACS_peak_7098_lociStitched	chr15	69109391	69114733	2	5244	3374.5414	892.6482	235	1
5_MACS_peak_5776_lociStitched	chr12	125398430	125406580	5	5242	4779.975	1240.43	236	1
3_MACS_peak_14624_lociStitched	chr3	98479756	98490729	3	5230	5780.5764	2483.1899	237	1
4_MACS_peak_8685_lociStitched	chr17	41437509	41450558	4	5230	6840.2858	2737.6802	238	1
2_MACS_peak_19357_lociStitched	chr6	106610634	106616284	2	5220	5407.05	1879.755	239	1
3_MACS_peak_13594_lociStitched	chr22	26984311	26991705	3	5213	4929.5798	1824.8392	240	1
3_MACS_peak_20258_lociStitched	chr7	44669160	44679445	3	5207	7380.516	2610.333	241	1
3_MACS_peak_3495_lociStitched	chr11	8702962	8711196	3	5193	5118.2544	1840.299	242	1
3_MACS_peak_9606_lociStitched	chr18	56751351	56756922	3	5191	4397.1903	1658.4867	243	1
3_MACS_peak_3222_lociStitched	chr10	105258033	105267966	3	5181	6981.9057	2458.4175	244	1
2_MACS_peak_1883_lociStitched	chr1	206287131	206292398	2	5175	7677.1792	2322.747	245	1
2_MACS_peak_2104_lociStitched	chr1	226242863	226252806	2	5166	4611.5634	2230.2149	246	1
3_MACS_peak_18655_lociStitched	chr6	26358320	26366168	3	5163	6840.3168	1987.8984	247	1
3_MACS_peak_4560_lociStitched	chr11	128588055	128596443	3	5159	6062.8464	2369.61	248	1
2_MACS_peak_15308_lociStitched	chr3	178231055	178238114	2	5116	5636.6115	2427.5901	249	1
2_MACS_peak_5581_lociStitched	chr12	102871990	102878815	2	5115	5975.97	1513.1025	250	1
2_MACS_peak_9749_lociStitched	chr19	1020217	1028811	2	5115	5639.3828	2408.0388	251	1
3_MACS_peak_11932_lociStitched	chr2	175457824	175463254	3	5106	4831.071	1479.132	252	1
2_MACS_peak_5202_lociStitched	chr12	57076677	57083693	2	5087	4996.0936	1719.6216	253	1
3_MACS_peak_21391_lociStitched	chr8	26428544	26436326	3	5086	6043.5012	1912.0374	254	1
3_MACS_peak_2331_lociStitched	chr1	249112775	249121803	3	5077	6784.542	3204.94	255	1
2_MACS_peak_15498_lociStitched	chr3	193848410	193855786	2	5073	7238.0688	2139.04	256	1
1_MACS_peak_20946_lociStitched	chr7	129588361	129593403	1	5043	5899.14	2025.8756	257	1
2_MACS_peak_22782_lociStitched	chr9	102581295	102587353	2	5039	4069.1586	1280.6612	258	1
2_MACS_peak_10659_lociStitched	chr2	20406514	20414487	2	5027	5889.6551	2202.9399	259	1
3_MACS_peak_13555_lociStitched	chr22	23479988	23488076	3	5025	4495.3104	1759.9488	260	1
