#RPMI8226 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/RPMI8226.H3K27ac_ROSE/RPMI8226_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by RPMI8226.jin.bam
#Using cutoff of 10610.632 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	RPMI8226.jin.bam	enhancerRank	isStretch
4_MACS_peak_7080_lociStitched	chr15	75074376	75083360	4	8548	18728.9448	19	1
9_MACS_peak_6454_lociStitched	chr14	106025724	106035562	9	8346	22232.8962	20	1
2_MACS_peak_22611_lociStitched	chr9	140061419	140069842	2	8323	33522.6977	21	1
4_MACS_peak_9111_lociStitched	chr17	43298549	43306988	4	8287	16714.2834	22	1
6_MACS_peak_17797_lociStitched	chr5	131755764	131764460	6	8257	18134.6384	23	1
3_MACS_peak_8756_lociStitched	chr17	21197477	21205917	3	8234	37749.588	24	1
2_MACS_peak_1888_lociStitched	chr1	203289022	203297387	2	8224	22502.6865	25	1
3_MACS_peak_10148_lociStitched	chr18	60822224	60830562	3	8189	22533.445	26	1
6_MACS_peak_12575_lociStitched	chr2	109826691	109835872	6	8031	17810.2219	27	1
4_MACS_peak_18395_lociStitched	chr6	11827888	11835980	4	7984	20799.6768	28	1
3_MACS_peak_13653_lociStitched	chr20	30293101	30301444	3	7899	16998.0282	29	1
2_MACS_peak_12457_lociStitched	chr2	97188182	97195914	2	7733	27984.4276	30	1
5_MACS_peak_6479_lociStitched	chr14	106146025	106154701	5	7727	20943.864	31	1
3_MACS_peak_3613_lociStitched	chr11	62306511	62314690	3	7622	17631.4703	32	1
4_MACS_peak_12554_lociStitched	chr2	107120221	107128052	4	7536	23886.1162	33	1
3_MACS_peak_2216_lociStitched	chr1	234742293	234750136	3	7535	39587.5425	34	1
7_MACS_peak_13856_lociStitched	chr20	46038969	46046814	7	7512	13650.3	35	1
1_MACS_peak_11308_lociStitched	chr19	47729180	47736637	1	7458	20545.5264	36	1
7_MACS_peak_18531_lociStitched	chr6	26358942	26367192	7	7455	16324.275	37	1
6_MACS_peak_16021_lociStitched	chr3	141084664	141093378	6	7402	21255.1888	38	1
2_MACS_peak_8876_lociStitched	chr17	32711959	32719375	2	7332	22506.0768	39	1
3_MACS_peak_4431_lociStitched	chr12	4378085	4385433	3	7160	27118.5288	40	1
9_MACS_peak_1272_lociStitched	chr1	145448654	145456603	9	7149	13529.9929	41	1
1_MACS_peak_17894_lociStitched	chr5	138723227	138730368	1	7142	23035.4378	42	1
3_MACS_peak_154_lociStitched	chr1	6977335	6984637	3	7103	16896.828	43	1
6_MACS_peak_7631_lociStitched	chr16	11771306	11779147	6	7001	15959.5714	44	1
3_MACS_peak_11847_lociStitched	chr2	27383792	27391140	3	6990	22465.0404	45	1
4_MACS_peak_14573_lociStitched	chr22	23291379	23298770	4	6904	15390.2793	46	1
5_MACS_peak_11842_lociStitched	chr2	27374817	27382583	5	6880	14275.4612	47	1
3_MACS_peak_19941_lociStitched	chr7	55635993	55642894	3	6868	23734.6093	48	1
2_MACS_peak_64_lociStitched	chr1	1707647	1714737	2	6799	27259.632	49	1
3_MACS_peak_19921_lociStitched	chr7	55598885	55605906	3	6785	24903.487	50	1
5_MACS_peak_7097_lociStitched	chr15	75334442	75341626	5	6755	25900.4752	51	1
8_MACS_peak_10964_lociStitched	chr19	28953121	28960543	8	6739	10859.8704	52	1
3_MACS_peak_19543_lociStitched	chr7	5459326	5466458	3	6725	24010.5912	53	1
4_MACS_peak_3334_lociStitched	chr11	12260943	12268187	4	6718	13249.276	54	1
5_MACS_peak_3566_lociStitched	chr11	60605088	60612013	5	6648	16656.01	55	1
4_MACS_peak_18391_lociStitched	chr6	11726454	11733375	4	6591	18616.1058	56	1
6_MACS_peak_17443_lociStitched	chr5	63456742	63463916	6	6591	24934.6718	57	1
3_MACS_peak_3616_lociStitched	chr11	62318851	62325668	3	6546	19315.9695	58	1
1_MACS_peak_1485_lociStitched	chr1	154971115	154977623	1	6509	26473.2424	59	1
10_MACS_peak_12410_lociStitched	chr2	95678368	95687076	10	6445	12423.7036	60	1
4_MACS_peak_6513_lociStitched	chr15	20552470	20559304	4	6410	13994.6652	61	1
2_MACS_peak_17437_lociStitched	chr5	61984151	61990564	2	6395	19570.5521	62	1
5_MACS_peak_13738_lociStitched	chr20	34684128	34691077	5	6336	13302.4707	63	1
4_MACS_peak_21499_lociStitched	chr8	126441275	126447712	4	6263	17971.4603	64	1
6_MACS_peak_20707_lociStitched	chr7	150070037	150077340	6	6256	16154.9663	65	1
1_MACS_peak_1883_lociStitched	chr1	203255118	203261293	1	6176	26307.3525	66	1
6_MACS_peak_10183_lociStitched	chr18	67284227	67291222	6	6089	12158.0095	67	1
4_MACS_peak_10810_lociStitched	chr19	16694553	16701167	4	6069	16310.124	68	1
4_MACS_peak_12703_lociStitched	chr2	121320973	121327291	4	6040	11912.589	69	1
7_MACS_peak_17861_lociStitched	chr5	135070478	135077599	7	6013	10728.4986	70	1
4_MACS_peak_3571_lociStitched	chr11	60634338	60640679	4	5923	16847.4029	71	1
2_MACS_peak_811_lociStitched	chr1	45272196	45278131	2	5919	21764.2385	72	1
4_MACS_peak_12732_lociStitched	chr2	122572559	122578662	4	5893	12438.5243	73	1
1_MACS_peak_9670_lociStitched	chr17	79022335	79028217	1	5883	20374.0716	74	1
1_MACS_peak_11950_lociStitched	chr2	43357755	43363632	1	5878	19702.0548	75	1
2_MACS_peak_5375_lociStitched	chr12	122237517	122243628	2	5779	20451.6837	76	1
3_MACS_peak_487_lociStitched	chr1	27018779	27024772	3	5734	24311.2038	77	1
4_MACS_peak_12558_lociStitched	chr2	107136611	107142692	4	5718	14444.8074	78	1
1_MACS_peak_19429_lociStitched	chr6	168579831	168585490	1	5660	19750.4759	79	1
4_MACS_peak_4242_lociStitched	chr11	117877721	117883865	4	5635	15425.1264	80	1
3_MACS_peak_12011_lociStitched	chr2	47208982	47214733	3	5628	15636.3939	81	1
3_MACS_peak_22035_lociStitched	chr9	93923107	93929132	3	5611	14008.125	82	1
2_MACS_peak_4580_lociStitched	chr12	12867276	12873274	2	5590	16671.441	83	1
1_MACS_peak_14360_lociStitched	chr21	43480746	43486333	1	5588	22803.8992	84	1
1_MACS_peak_5881_lociStitched	chr13	114562592	114568144	1	5553	29395.064	85	1
2_MACS_peak_14648_lociStitched	chr22	29194015	29199630	2	5548	23403.8815	86	1
5_MACS_peak_21429_lociStitched	chr8	119574378	119580711	5	5533	14270.1489	87	1
1_MACS_peak_13560_lociStitched	chr20	17628061	17633586	1	5526	14189.8575	88	1
3_MACS_peak_15323_lociStitched	chr3	32461451	32467455	3	5520	14177.8456	89	1
7_MACS_peak_12059_lociStitched	chr2	60776446	60782954	7	5512	10824.1056	90	1
4_MACS_peak_7114_lociStitched	chr15	75742763	75748761	4	5502	17193.8668	91	1
5_MACS_peak_8925_lociStitched	chr17	36856755	36862386	5	5479	13621.389	92	1
3_MACS_peak_12294_lociStitched	chr2	86262121	86267681	3	5463	15164.344	93	1
5_MACS_peak_7243_lociStitched	chr15	89655179	89661041	5	5453	14272.7976	94	1
4_MACS_peak_7358_lociStitched	chr15	101458358	101464430	4	5439	15525.4968	95	1
3_MACS_peak_22437_lociStitched	chr9	134549580	134555289	3	5438	10604.4675	96	1
5_MACS_peak_4859_lociStitched	chr12	53592305	53598266	5	5423	10277.9562	97	1
7_MACS_peak_13139_lociStitched	chr2	204569076	204575815	7	5417	10657.7285	98	1
3_MACS_peak_12312_lociStitched	chr2	87064921	87070664	3	5373	18405.1664	99	1
3_MACS_peak_5890_lociStitched	chr13	114829612	114835221	3	5367	11814.7976	100	1
2_MACS_peak_21551_lociStitched	chr8	134579838	134585192	2	5345	18158.6264	101	1
4_MACS_peak_11769_lociStitched	chr2	20410068	20415900	4	5313	13441.0104	102	1
5_MACS_peak_6277_lociStitched	chr14	91829248	91835604	5	5286	11009.8632	103	1
2_MACS_peak_20477_lociStitched	chr7	113722985	113728266	2	5265	24297.881	104	1
2_MACS_peak_8764_lociStitched	chr17	21248368	21253878	2	5260	21793.703	105	1
2_MACS_peak_1681_lociStitched	chr1	167531574	167536923	2	5259	13692.9051	106	1
4_MACS_peak_10674_lociStitched	chr19	12899444	12905259	4	5229	14036.247	107	1
3_MACS_peak_21356_lociStitched	chr8	103544720	103550214	3	5212	11349.5052	108	1
4_MACS_peak_14424_lociStitched	chr21	45280953	45286521	4	5185	19289.7792	109	1
3_MACS_peak_3673_lociStitched	chr11	64004602	64010019	3	5167	18633.9383	110	1
5_MACS_peak_12481_lociStitched	chr2	99076590	99082366	5	5159	9456.4672	111	1
2_MACS_peak_9047_lociStitched	chr17	40827123	40832528	2	5148	13724.9165	112	1
3_MACS_peak_17711_lociStitched	chr5	112785004	112790275	3	5140	18453.2439	113	1
3_MACS_peak_15468_lociStitched	chr3	46542666	46548150	3	5126	11061.7764	114	1
1_MACS_peak_6944_lociStitched	chr15	65183493	65188590	1	5098	18374.685	115	1
4_MACS_peak_19883_lociStitched	chr7	51328171	51333960	4	5094	9359.0763	116	1
2_MACS_peak_6915_lociStitched	chr15	62744765	62749900	2	5074	13020.306	117	1
4_MACS_peak_6621_lociStitched	chr15	31555128	31560350	4	5059	15078.525	118	1
3_MACS_peak_4012_lociStitched	chr11	76477499	76482908	3	5025	10081.2942	119	1
5_MACS_peak_15189_lociStitched	chr3	14161776	14167337	5	5014	15008.0268	120	1
2_MACS_peak_8248_lociStitched	chr16	79039680	79044796	2	5013	19811.71	121	1
3_MACS_peak_8672_lociStitched	chr17	16889960	16895262	3	5012	14725.7748	122	1
4_MACS_peak_21596_lociStitched	chr8	143591434	143597009	4	4994	11459.4125	123	1
2_MACS_peak_3879_lociStitched	chr11	67568962	67574076	2	4980	14876.1146	124	1
4_MACS_peak_5214_lociStitched	chr12	109025907	109031418	4	4980	10614.7371	125	1
1_MACS_peak_1537_lociStitched	chr1	156092347	156097315	1	4969	20478.096	126	1
3_MACS_peak_788_lociStitched	chr1	44297343	44302304	3	4947	11983.2955	127	1
4_MACS_peak_18110_lociStitched	chr5	173168253	173173946	4	4940	12572.4212	128	1
1_MACS_peak_10725_lociStitched	chr19	13949526	13954463	1	4938	15273.5969	129	1
3_MACS_peak_14853_lociStitched	chr22	39635750	39640887	3	4929	11490.9553	130	1
4_MACS_peak_9830_lociStitched	chr18	9064866	9070146	4	4923	9425.328	131	1
4_MACS_peak_4123_lociStitched	chr11	105480558	105486175	4	4917	10254.9569	132	1
2_MACS_peak_21507_lociStitched	chr8	128806012	128810939	2	4910	29207.7487	133	1
4_MACS_peak_22503_lociStitched	chr9	137611720	137617240	4	4908	10439.424	134	1
4_MACS_peak_8271_lociStitched	chr16	79801186	79806227	4	4885	10264.4842	135	1
2_MACS_peak_22429_lociStitched	chr9	134148405	134153319	2	4883	10822.5936	136	1
2_MACS_peak_9092_lociStitched	chr17	42293883	42298760	2	4855	14742.1956	137	1
1_MACS_peak_21504_lociStitched	chr8	128746516	128751361	1	4846	14393.0415	138	1
8_MACS_peak_14324_lociStitched	chr21	41325674	41331502	8	4845	8229.7188	139	1
5_MACS_peak_3166_lociStitched	chr11	267580	272914	5	4827	13221.9192	140	1
2_MACS_peak_22415_lociStitched	chr9	133319797	133324694	2	4822	13803.6636	141	1
1_MACS_peak_1486_lociStitched	chr1	154988071	154992891	1	4821	16575.98	142	1
2_MACS_peak_10784_lociStitched	chr19	16186331	16191181	2	4816	19334.525	143	1
4_MACS_peak_1839_lociStitched	chr1	200987690	200992833	4	4811	14323.255	144	1
5_MACS_peak_19984_lociStitched	chr7	64015729	64020980	5	4810	8663.6249	145	1
1_MACS_peak_21630_lociStitched	chr8	144607800	144612608	1	4809	12308.9608	146	1
2_MACS_peak_7109_lociStitched	chr15	75492322	75497183	2	4799	20643.2087	147	1
3_MACS_peak_12382_lociStitched	chr2	89158894	89163758	3	4791	8649.6512	148	1
2_MACS_peak_18985_lociStitched	chr6	74229357	74234214	2	4790	27334.7103	149	1
5_MACS_peak_4127_lociStitched	chr11	105565800	105571595	5	4771	9893.224	150	1
2_MACS_peak_14436_lociStitched	chr21	45572979	45578007	2	4747	19493.0532	151	1
5_MACS_peak_15437_lociStitched	chr3	46148300	46153661	5	4744	9227.8893	152	1
4_MACS_peak_3756_lociStitched	chr11	65340011	65344888	4	4729	9165.3461	153	1
5_MACS_peak_13567_lociStitched	chr20	17825792	17830778	5	4726	9909.675	154	1
3_MACS_peak_4422_lociStitched	chr12	4224607	4229545	3	4710	19270.545	155	1
3_MACS_peak_5882_lociStitched	chr13	114581476	114586295	3	4708	16697.835	156	1
4_MACS_peak_9639_lociStitched	chr17	77782987	77787846	4	4703	13018.7187	157	1
4_MACS_peak_17629_lociStitched	chr5	90675312	90680560	4	4702	10446.6688	158	1
3_MACS_peak_18333_lociStitched	chr6	4879331	4884248	3	4697	9613.7184	159	1
3_MACS_peak_16032_lociStitched	chr3	141119236	141124268	3	4694	16020.3784	160	1
3_MACS_peak_21626_lociStitched	chr8	144594959	144599976	3	4693	13273.4769	161	1
4_MACS_peak_19351_lociStitched	chr6	157980274	157985443	4	4686	12884.2494	162	1
3_MACS_peak_6625_lociStitched	chr15	31617084	31622097	3	4658	14345.2008	163	1
3_MACS_peak_23191_lociStitched	chrX	153234468	153239492	3	4645	16330.512	164	1
2_MACS_peak_6392_lociStitched	chr14	103574607	103579682	2	4627	12377.4175	165	1
4_MACS_peak_10100_lociStitched	chr18	52985110	52990341	4	4618	7693.7548	166	1
4_MACS_peak_3743_lociStitched	chr11	65263707	65268544	4	4601	18800.4516	167	1
2_MACS_peak_21029_lociStitched	chr8	29629902	29634505	2	4593	14599.7954	168	1
4_MACS_peak_6819_lociStitched	chr15	52771934	52776727	4	4568	9625.7819	169	1
3_MACS_peak_18511_lociStitched	chr6	26195743	26200564	3	4553	11686.5861	170	1
1_MACS_peak_5880_lociStitched	chr13	114556793	114561344	1	4552	15053.3427	171	1
4_MACS_peak_10702_lociStitched	chr19	13260711	13265484	4	4552	10381.7523	172	1
3_MACS_peak_37_lociStitched	chr1	1240166	1244769	3	4551	11666.7638	173	1
4_MACS_peak_15634_lociStitched	chr3	53735276	53740187	4	4550	9123.6558	174	1
4_MACS_peak_3409_lociStitched	chr11	19451496	19456398	4	4548	9248.1132	175	1
3_MACS_peak_19113_lociStitched	chr6	108878540	108883607	3	4540	11109.9042	176	1
1_MACS_peak_17119_lociStitched	chr5	1313293	1317809	1	4517	12212.1672	177	1
5_MACS_peak_22404_lociStitched	chr9	132646971	132651725	5	4504	8351.8272	178	1
1_MACS_peak_6994_lociStitched	chr15	69109489	69113986	1	4498	21513.1983	179	1
2_MACS_peak_12321_lociStitched	chr2	87085572	87090092	2	4486	11930.088	180	1
4_MACS_peak_12162_lociStitched	chr2	68514198	68519080	4	4486	10883.9308	181	1
2_MACS_peak_21374_lociStitched	chr8	103816671	103821433	2	4462	16582.7126	182	1
4_MACS_peak_3874_lociStitched	chr11	67413571	67418612	4	4445	11212.6963	183	1
6_MACS_peak_13111_lociStitched	chr2	201987350	201992568	6	4413	7424.1704	184	1
3_MACS_peak_20553_lociStitched	chr7	130790799	130795452	3	4398	10505.5434	185	1
2_MACS_peak_22903_lociStitched	chrX	48793913	48798333	2	4397	11820.406	186	1
1_MACS_peak_8869_lociStitched	chr17	32695968	32700351	1	4384	10570.0428	187	1
4_MACS_peak_13506_lociStitched	chr20	4874286	4879083	4	4377	8360.6913	188	1
4_MACS_peak_17180_lociStitched	chr5	14143226	14148045	4	4368	8611.553	189	1
3_MACS_peak_9386_lociStitched	chr17	64940292	64945202	3	4365	11525.243	190	1
2_MACS_peak_16029_lociStitched	chr3	141102341	141106755	2	4357	8091.3034	191	1
2_MACS_peak_7954_lociStitched	chr16	49888913	49893342	2	4349	11205.37	192	1
4_MACS_peak_12736_lociStitched	chr2	122581695	122586390	4	4342	9225.2055	193	1
3_MACS_peak_14393_lociStitched	chr21	44730216	44734852	3	4340	15306.2176	194	1
2_MACS_peak_4188_lociStitched	chr11	112481524	112485854	2	4326	10025.682	195	1
1_MACS_peak_14763_lociStitched	chr22	37771790	37776112	1	4323	20673.8548	196	1
1_MACS_peak_1762_lociStitched	chr1	181097441	181101761	1	4321	12014.352	197	1
3_MACS_peak_14591_lociStitched	chr22	24184887	24189481	3	4306	10556.5526	198	1
2_MACS_peak_3777_lociStitched	chr11	65624576	65628980	2	4304	17423.5452	199	1
2_MACS_peak_3221_lociStitched	chr11	1870853	1875194	2	4286	12384.4389	200	1
2_MACS_peak_14441_lociStitched	chr21	45660217	45664567	2	4286	16245.51	201	1
4_MACS_peak_4715_lociStitched	chr12	46120602	46125598	4	4280	12291.6588	202	1
4_MACS_peak_12612_lociStitched	chr2	112186677	112191281	4	4274	7196.9728	203	1
4_MACS_peak_20253_lociStitched	chr7	92461910	92466489	4	4272	7891.4486	204	1
2_MACS_peak_12608_lociStitched	chr2	111876541	111880892	2	4263	11057.6314	205	1
5_MACS_peak_719_lociStitched	chr1	40848580	40853626	5	4252	8957.1546	206	1
3_MACS_peak_18410_lociStitched	chr6	13523817	13528135	3	4229	11421.11	207	1
5_MACS_peak_12589_lociStitched	chr2	110095353	110100561	5	4225	9906.1368	208	1
2_MACS_peak_13224_lociStitched	chr2	219260898	219265229	2	4224	7939.1561	209	1
1_MACS_peak_12183_lociStitched	chr2	70312761	70316981	1	4221	21624.124	210	1
5_MACS_peak_4948_lociStitched	chr12	57078373	57083004	5	4188	11073.6472	211	1
3_MACS_peak_2084_lociStitched	chr1	226066897	226071208	3	4182	11824.6419	212	1
4_MACS_peak_14062_lociStitched	chr20	61339593	61343790	4	4181	7475.6964	213	1
3_MACS_peak_15443_lociStitched	chr3	46246214	46250517	3	4170	9379.6794	214	1
3_MACS_peak_18581_lociStitched	chr6	27858807	27863468	3	4158	11416.6534	215	1
4_MACS_peak_4839_lociStitched	chr12	53264572	53269202	4	4150	11808.352	216	1
4_MACS_peak_1189_lociStitched	chr1	118195482	118200140	4	4150	9776.2104	217	1
1_MACS_peak_7842_lociStitched	chr16	30194061	30198207	1	4147	14292.9204	218	1
3_MACS_peak_7646_lociStitched	chr16	12056683	12060878	3	4139	7928.9695	219	1
5_MACS_peak_8666_lociStitched	chr17	16881294	16885638	5	4136	11216.6424	220	1
1_MACS_peak_20422_lociStitched	chr7	104652202	104656330	1	4129	22046.8224	221	1
5_MACS_peak_13937_lociStitched	chr20	55126552	55130910	5	4129	9941.4696	222	1
4_MACS_peak_17415_lociStitched	chr5	60625400	60629937	4	4129	13502.5657	223	1
1_MACS_peak_10357_lociStitched	chr19	2081797	2085922	1	4126	10133.8875	224	1
3_MACS_peak_12546_lociStitched	chr2	107102777	107107070	3	4116	8952.1929	225	1
2_MACS_peak_3698_lociStitched	chr11	64616476	64620670	2	4113	11195.883	226	1
1_MACS_peak_15062_lociStitched	chr22	50326829	50330934	1	4106	17188.456	227	1
6_MACS_peak_19264_lociStitched	chr6	139643676	139648346	6	4106	8439.624	228	1
1_MACS_peak_18696_lociStitched	chr6	32935685	32939783	1	4099	23795.4468	229	1
5_MACS_peak_6628_lociStitched	chr15	31626917	31631830	5	4096	7259.9401	230	1
1_MACS_peak_4164_lociStitched	chr11	111246998	111251091	1	4094	10189.1142	231	1
2_MACS_peak_6521_lociStitched	chr15	20992548	20997073	2	4092	12237.8625	232	1
2_MACS_peak_1925_lociStitched	chr1	205253017	205257386	2	4079	7440.8439	233	1
4_MACS_peak_8456_lociStitched	chr17	977257	981802	4	4076	8215.9965	234	1
4_MACS_peak_6815_lociStitched	chr15	52754616	52759344	4	4073	11278.644	235	1
4_MACS_peak_15921_lociStitched	chr3	127451585	127456496	4	4073	8408.6142	236	1
5_MACS_peak_19491_lociStitched	chr7	2442640	2446984	5	4066	7504.26	237	1
3_MACS_peak_10392_lociStitched	chr19	2607204	2611405	3	4064	8142.7983	238	1
4_MACS_peak_11962_lociStitched	chr2	43444861	43449172	4	4064	6993.3042	239	1
3_MACS_peak_15650_lociStitched	chr3	56949127	56953370	3	4059	9102.9322	240	1
3_MACS_peak_30_lociStitched	chr1	1140314	1144781	3	4058	13132.0866	241	1
1_MACS_peak_14433_lociStitched	chr21	45562230	45566285	1	4056	18150.18	242	1
2_MACS_peak_11773_lociStitched	chr2	20421757	20425826	2	4056	14413.6187	243	1
3_MACS_peak_9499_lociStitched	chr17	73871264	73875478	3	4052	15168.7144	244	1
5_MACS_peak_5434_lociStitched	chr12	125401240	125406197	5	4052	7528.1959	245	1
2_MACS_peak_6282_lociStitched	chr14	91837572	91841807	2	4051	7440.895	246	1
5_MACS_peak_15238_lociStitched	chr3	15386021	15390709	5	4036	8387.3008	247	1
3_MACS_peak_14960_lociStitched	chr22	44419446	44423574	3	4028	14941.7088	248	1
3_MACS_peak_20704_lociStitched	chr7	150064276	150068360	3	4027	24655.9248	249	1
2_MACS_peak_1474_lociStitched	chr1	154913227	154917344	2	4027	10241.4492	250	1
2_MACS_peak_21754_lociStitched	chr9	5625874	5630006	2	4027	12515.828	251	1
3_MACS_peak_13119_lociStitched	chr2	202121766	202126005	3	4026	7087.1841	252	1
6_MACS_peak_17975_lociStitched	chr5	142544438	142549585	6	4020	7411.1653	253	1
2_MACS_peak_13301_lociStitched	chr2	232570923	232575150	2	4012	16325.0967	254	1
5_MACS_peak_2970_lociStitched	chr10	111967384	111972118	5	4011	8829.8568	255	1
3_MACS_peak_16202_lociStitched	chr3	177074975	177079022	3	4005	16384.6842	256	1
1_MACS_peak_8417_lociStitched	chr16	89041894	89045895	1	4002	10347.3862	257	1
1_MACS_peak_9808_lociStitched	chr18	3447351	3451346	1	3996	11019.009	258	1
3_MACS_peak_12291_lociStitched	chr2	86223458	86227488	3	3993	6963.84	259	1
4_MACS_peak_10715_lociStitched	chr19	13800953	13804993	4	3992	7309.572	260	1
2_MACS_peak_22825_lociStitched	chrX	39955001	39959005	2	3991	10717.1064	261	1
3_MACS_peak_1334_lociStitched	chr1	149821271	149825326	3	3989	14481.216	262	1
1_MACS_peak_18427_lociStitched	chr6	14801445	14805431	1	3987	9916.3708	263	1
1_MACS_peak_6160_lociStitched	chr14	69258964	69262939	1	3976	11225.7975	264	1
5_MACS_peak_4444_lociStitched	chr12	5488310	5492813	5	3975	7542.0747	265	1
1_MACS_peak_16528_lociStitched	chr4	15002900	15006871	1	3972	9917.9696	266	1
1_MACS_peak_14616_lociStitched	chr22	24822486	24826453	1	3968	14353.3994	267	1
5_MACS_peak_13983_lociStitched	chr20	57463904	57468168	5	3966	8296.4648	268	1
3_MACS_peak_19036_lociStitched	chr6	90060706	90064991	3	3959	13605.3035	269	1
3_MACS_peak_22525_lociStitched	chr9	138332033	138336174	3	3956	6604.895	270	1
3_MACS_peak_20867_lociStitched	chr8	11349031	11353158	3	3941	9055.0507	271	1
2_MACS_peak_74_lociStitched	chr1	1837421	1841432	2	3938	21394.2729	272	1
1_MACS_peak_16200_lociStitched	chr3	176913172	176917106	1	3935	20669.236	273	1
5_MACS_peak_2466_lociStitched	chr10	22970077	22974851	5	3935	8306.76	274	1
3_MACS_peak_21034_lociStitched	chr8	29659826	29663860	3	3933	8027.2566	275	1
2_MACS_peak_1563_lociStitched	chr1	156718043	156722362	2	3930	9957.0226	276	1
4_MACS_peak_3760_lociStitched	chr11	65354072	65358528	4	3929	9813.0032	277	1
3_MACS_peak_10991_lociStitched	chr19	29120679	29124825	3	3919	8944.5804	278	1
2_MACS_peak_1684_lociStitched	chr1	167596653	167600588	2	3909	10694.1495	279	1
2_MACS_peak_11966_lociStitched	chr2	43451197	43455117	2	3898	13534.584	280	1
1_MACS_peak_20388_lociStitched	chr7	102064039	102067934	1	3896	14753.8705	281	1
3_MACS_peak_11766_lociStitched	chr2	20405170	20409158	3	3895	8980.1784	282	1
6_MACS_peak_11794_lociStitched	chr2	23884424	23889467	6	3894	6968.9217	283	1
2_MACS_peak_17380_lociStitched	chr5	55981220	55985130	2	3889	11284.26	284	1
2_MACS_peak_8114_lociStitched	chr16	67594902	67598807	2	3879	17590.0725	285	1
2_MACS_peak_8281_lociStitched	chr16	79908110	79912303	2	3876	10903.4772	286	1
2_MACS_peak_11863_lociStitched	chr2	28612929	28616887	2	3872	10455.4528	287	1
2_MACS_peak_7369_lociStitched	chr15	101738224	101742324	2	3867	11537.4	288	1
4_MACS_peak_11734_lociStitched	chr2	11886752	11891372	4	3864	7511.658	289	1
4_MACS_peak_13499_lociStitched	chr20	4467324	4471815	4	3832	6305.364	290	1
2_MACS_peak_20533_lociStitched	chr7	128577438	128581347	2	3824	6645.3	291	1
5_MACS_peak_19127_lociStitched	chr6	108992242	108996783	5	3820	6341.9606	292	1
2_MACS_peak_16100_lociStitched	chr3	152877508	152881365	2	3813	16569.2863	293	1
4_MACS_peak_7058_lociStitched	chr15	74675509	74679949	4	3806	9761.34	294	1
1_MACS_peak_10283_lociStitched	chr19	917085	920881	1	3797	11637.0176	295	1
2_MACS_peak_3647_lociStitched	chr11	62606227	62610233	2	3797	13358.4076	296	1
2_MACS_peak_10358_lociStitched	chr19	2086790	2090710	2	3787	9881.144	297	1
2_MACS_peak_21354_lociStitched	chr8	103540051	103544102	2	3784	9983.6895	298	1
4_MACS_peak_8329_lociStitched	chr16	85586646	85590881	4	3783	7485.3625	299	1
2_MACS_peak_17413_lociStitched	chr5	60613868	60617677	2	3780	10594.3526	300	1
6_MACS_peak_10006_lociStitched	chr18	37520694	37525645	6	3770	6713.556	301	1
3_MACS_peak_19840_lociStitched	chr7	46042892	46046852	3	3769	11812.284	302	1
3_MACS_peak_9430_lociStitched	chr17	70598631	70602981	3	3769	7633.38	303	1
