#RPMI8226 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/RPMI8226.H3K27ac_ROSE/RPMI8226_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by RPMI8226.jin.bam
#Using cutoff of 10610.632 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	RPMI8226.jin.bam	enhancerRank	isSuper
3_MACS_peak_20704_lociStitched	chr7	150064276	150068360	3	4027	24655.9248	28	1
5_MACS_peak_9263_lociStitched	chr17	56408151	56417271	5	8946	24369.552	29	1
3_MACS_peak_487_lociStitched	chr1	27018779	27024772	3	5734	24311.2038	30	1
2_MACS_peak_20477_lociStitched	chr7	113722985	113728266	2	5265	24297.881	31	1
6_MACS_peak_6537_lociStitched	chr15	21925084	21936145	6	10492	24245.712	32	1
3_MACS_peak_19543_lociStitched	chr7	5459326	5466458	3	6725	24010.5912	33	1
4_MACS_peak_12554_lociStitched	chr2	107120221	107128052	4	7536	23886.1162	34	1
1_MACS_peak_18696_lociStitched	chr6	32935685	32939783	1	4099	23795.4468	35	1
3_MACS_peak_19941_lociStitched	chr7	55635993	55642894	3	6868	23734.6093	36	1
9_MACS_peak_19801_lociStitched	chr7	44668178	44680011	9	10977	23647.0672	37	1
2_MACS_peak_14648_lociStitched	chr22	29194015	29199630	2	5548	23403.8815	38	1
1_MACS_peak_17894_lociStitched	chr5	138723227	138730368	1	7142	23035.4378	39	1
1_MACS_peak_14360_lociStitched	chr21	43480746	43486333	1	5588	22803.8992	40	1
3_MACS_peak_10148_lociStitched	chr18	60822224	60830562	3	8189	22533.445	41	1
2_MACS_peak_8876_lociStitched	chr17	32711959	32719375	2	7332	22506.0768	42	1
2_MACS_peak_1888_lociStitched	chr1	203289022	203297387	2	8224	22502.6865	43	1
3_MACS_peak_11847_lociStitched	chr2	27383792	27391140	3	6990	22465.0404	44	1
9_MACS_peak_6454_lociStitched	chr14	106025724	106035562	9	8346	22232.8962	45	1
1_MACS_peak_20422_lociStitched	chr7	104652202	104656330	1	4129	22046.8224	46	1
2_MACS_peak_8764_lociStitched	chr17	21248368	21253878	2	5260	21793.703	47	1
2_MACS_peak_811_lociStitched	chr1	45272196	45278131	2	5919	21764.2385	48	1
1_MACS_peak_12183_lociStitched	chr2	70312761	70316981	1	4221	21624.124	49	1
1_MACS_peak_6994_lociStitched	chr15	69109489	69113986	1	4498	21513.1983	50	1
2_MACS_peak_74_lociStitched	chr1	1837421	1841432	2	3938	21394.2729	51	1
6_MACS_peak_16021_lociStitched	chr3	141084664	141093378	6	7402	21255.1888	52	1
5_MACS_peak_6479_lociStitched	chr14	106146025	106154701	5	7727	20943.864	53	1
4_MACS_peak_18395_lociStitched	chr6	11827888	11835980	4	7984	20799.6768	54	1
1_MACS_peak_14763_lociStitched	chr22	37771790	37776112	1	4323	20673.8548	55	1
1_MACS_peak_16200_lociStitched	chr3	176913172	176917106	1	3935	20669.236	56	1
2_MACS_peak_7109_lociStitched	chr15	75492322	75497183	2	4799	20643.2087	57	1
1_MACS_peak_11308_lociStitched	chr19	47729180	47736637	1	7458	20545.5264	58	1
1_MACS_peak_1537_lociStitched	chr1	156092347	156097315	1	4969	20478.096	59	1
2_MACS_peak_5375_lociStitched	chr12	122237517	122243628	2	5779	20451.6837	60	1
1_MACS_peak_9670_lociStitched	chr17	79022335	79028217	1	5883	20374.0716	61	1
4_MACS_peak_6549_lociStitched	chr15	21994719	22003590	4	8619	19968.621	62	1
2_MACS_peak_8248_lociStitched	chr16	79039680	79044796	2	5013	19811.71	63	1
1_MACS_peak_19429_lociStitched	chr6	168579831	168585490	1	5660	19750.4759	64	1
1_MACS_peak_11950_lociStitched	chr2	43357755	43363632	1	5878	19702.0548	65	1
2_MACS_peak_17437_lociStitched	chr5	61984151	61990564	2	6395	19570.5521	66	1
2_MACS_peak_14436_lociStitched	chr21	45572979	45578007	2	4747	19493.0532	67	1
1_MACS_peak_14357_lociStitched	chr21	43429081	43431619	1	2539	19365.1938	68	1
2_MACS_peak_10784_lociStitched	chr19	16186331	16191181	2	4816	19334.525	69	1
3_MACS_peak_3616_lociStitched	chr11	62318851	62325668	3	6546	19315.9695	70	1
14_MACS_peak_8253_lociStitched	chr16	79631797	79644554	14	9848	19296.2382	71	1
4_MACS_peak_14424_lociStitched	chr21	45280953	45286521	4	5185	19289.7792	72	1
3_MACS_peak_4422_lociStitched	chr12	4224607	4229545	3	4710	19270.545	73	1
4_MACS_peak_3743_lociStitched	chr11	65263707	65268544	4	4601	18800.4516	74	1
4_MACS_peak_7080_lociStitched	chr15	75074376	75083360	4	8548	18728.9448	75	1
3_MACS_peak_3673_lociStitched	chr11	64004602	64010019	3	5167	18633.9383	76	1
4_MACS_peak_18391_lociStitched	chr6	11726454	11733375	4	6591	18616.1058	77	1
3_MACS_peak_17711_lociStitched	chr5	112785004	112790275	3	5140	18453.2439	78	1
3_MACS_peak_12312_lociStitched	chr2	87064921	87070664	3	5373	18405.1664	79	1
1_MACS_peak_6944_lociStitched	chr15	65183493	65188590	1	5098	18374.685	80	1
1_MACS_peak_24_lociStitched	chr1	1078390	1081463	1	3074	18183.8629	81	1
2_MACS_peak_21551_lociStitched	chr8	134579838	134585192	2	5345	18158.6264	82	1
1_MACS_peak_14433_lociStitched	chr21	45562230	45566285	1	4056	18150.18	83	1
6_MACS_peak_17797_lociStitched	chr5	131755764	131764460	6	8257	18134.6384	84	1
2_MACS_peak_4582_lociStitched	chr12	12876169	12879802	2	3492	18044.3844	85	1
4_MACS_peak_21499_lociStitched	chr8	126441275	126447712	4	6263	17971.4603	86	1
6_MACS_peak_12575_lociStitched	chr2	109826691	109835872	6	8031	17810.2219	87	1
1_MACS_peak_17390_lociStitched	chr5	56110007	56113460	1	3454	17746.0029	88	1
3_MACS_peak_3613_lociStitched	chr11	62306511	62314690	3	7622	17631.4703	89	1
2_MACS_peak_8114_lociStitched	chr16	67594902	67598807	2	3879	17590.0725	90	1
2_MACS_peak_3777_lociStitched	chr11	65624576	65628980	2	4304	17423.5452	91	1
4_MACS_peak_7114_lociStitched	chr15	75742763	75748761	4	5502	17193.8668	92	1
1_MACS_peak_15062_lociStitched	chr22	50326829	50330934	1	4106	17188.456	93	1
1_MACS_peak_14287_lociStitched	chr21	38737864	38740659	1	2796	17135.586	94	1
3_MACS_peak_13653_lociStitched	chr20	30293101	30301444	3	7899	16998.0282	95	1
3_MACS_peak_154_lociStitched	chr1	6977335	6984637	3	7103	16896.828	96	1
4_MACS_peak_3571_lociStitched	chr11	60634338	60640679	4	5923	16847.4029	97	1
1_MACS_peak_7169_lociStitched	chr15	81292214	81294800	1	2587	16780.0368	98	1
4_MACS_peak_9111_lociStitched	chr17	43298549	43306988	4	8287	16714.2834	99	1
3_MACS_peak_5882_lociStitched	chr13	114581476	114586295	3	4708	16697.835	100	1
2_MACS_peak_4580_lociStitched	chr12	12867276	12873274	2	5590	16671.441	101	1
5_MACS_peak_3566_lociStitched	chr11	60605088	60612013	5	6648	16656.01	102	1
2_MACS_peak_21374_lociStitched	chr8	103816671	103821433	2	4462	16582.7126	103	1
1_MACS_peak_1486_lociStitched	chr1	154988071	154992891	1	4821	16575.98	104	1
2_MACS_peak_16100_lociStitched	chr3	152877508	152881365	2	3813	16569.2863	105	1
1_MACS_peak_8007_lociStitched	chr16	56964156	56967054	1	2899	16422.6762	106	1
3_MACS_peak_16202_lociStitched	chr3	177074975	177079022	3	4005	16384.6842	107	1
3_MACS_peak_23191_lociStitched	chrX	153234468	153239492	3	4645	16330.512	108	1
2_MACS_peak_13301_lociStitched	chr2	232570923	232575150	2	4012	16325.0967	109	1
7_MACS_peak_18531_lociStitched	chr6	26358942	26367192	7	7455	16324.275	110	1
1_MACS_peak_21300_lociStitched	chr8	95959604	95962760	1	3157	16321.8852	111	1
4_MACS_peak_10810_lociStitched	chr19	16694553	16701167	4	6069	16310.124	112	1
2_MACS_peak_14441_lociStitched	chr21	45660217	45664567	2	4286	16245.51	113	1
6_MACS_peak_20707_lociStitched	chr7	150070037	150077340	6	6256	16154.9663	114	1
2_MACS_peak_22542_lociStitched	chr9	138999754	139003077	2	2975	16024.8352	115	1
3_MACS_peak_16032_lociStitched	chr3	141119236	141124268	3	4694	16020.3784	116	1
1_MACS_peak_15095_lociStitched	chr22	50967904	50971101	1	3198	15976.6878	117	1
2_MACS_peak_9682_lociStitched	chr17	79479037	79482515	2	3402	15968.5414	118	1
6_MACS_peak_7631_lociStitched	chr16	11771306	11779147	6	7001	15959.5714	119	1
1_MACS_peak_18848_lociStitched	chr6	42749340	42751942	1	2603	15947.1376	120	1
1_MACS_peak_5041_lociStitched	chr12	69200820	69203385	1	2566	15905.3085	121	1
1_MACS_peak_3545_lociStitched	chr11	58344992	58347497	1	2506	15743.925	122	1
3_MACS_peak_18881_lociStitched	chr6	43737482	43741731	3	3696	15719.1755	123	1
3_MACS_peak_12011_lociStitched	chr2	47208982	47214733	3	5628	15636.3939	124	1
1_MACS_peak_15003_lociStitched	chr22	46464942	46468590	1	3649	15634.9632	125	1
4_MACS_peak_7358_lociStitched	chr15	101458358	101464430	4	5439	15525.4968	126	1
1_MACS_peak_1323_lociStitched	chr1	149222050	149225024	1	2975	15490.9712	127	1
4_MACS_peak_4242_lociStitched	chr11	117877721	117883865	4	5635	15425.1264	128	1
4_MACS_peak_14573_lociStitched	chr22	23291379	23298770	4	6904	15390.2793	129	1
3_MACS_peak_14393_lociStitched	chr21	44730216	44734852	3	4340	15306.2176	130	1
1_MACS_peak_10725_lociStitched	chr19	13949526	13954463	1	4938	15273.5969	131	1
2_MACS_peak_1471_lociStitched	chr1	154830898	154834409	2	3509	15206.8432	132	1
3_MACS_peak_9499_lociStitched	chr17	73871264	73875478	3	4052	15168.7144	133	1
3_MACS_peak_12294_lociStitched	chr2	86262121	86267681	3	5463	15164.344	134	1
2_MACS_peak_1338_lociStitched	chr1	149856696	149860601	2	3692	15141.6375	135	1
1_MACS_peak_19489_lociStitched	chr7	2393209	2395629	1	2421	15115.562	136	1
4_MACS_peak_6621_lociStitched	chr15	31555128	31560350	4	5059	15078.525	137	1
1_MACS_peak_5880_lociStitched	chr13	114556793	114561344	1	4552	15053.3427	138	1
5_MACS_peak_15189_lociStitched	chr3	14161776	14167337	5	5014	15008.0268	139	1
1_MACS_peak_3899_lociStitched	chr11	67979942	67982067	1	2126	15004.4125	140	1
3_MACS_peak_14960_lociStitched	chr22	44419446	44423574	3	4028	14941.7088	141	1
2_MACS_peak_3879_lociStitched	chr11	67568962	67574076	2	4980	14876.1146	142	1
3_MACS_peak_337_lociStitched	chr1	17230250	17233204	3	2759	14772.0678	143	1
1_MACS_peak_20388_lociStitched	chr7	102064039	102067934	1	3896	14753.8705	144	1
2_MACS_peak_9092_lociStitched	chr17	42293883	42298760	2	4855	14742.1956	145	1
3_MACS_peak_8672_lociStitched	chr17	16889960	16895262	3	5012	14725.7748	146	1
1_MACS_peak_3890_lociStitched	chr11	67775226	67778504	1	3279	14647.743	147	1
2_MACS_peak_21029_lociStitched	chr8	29629902	29634505	2	4593	14599.7954	148	1
3_MACS_peak_1334_lociStitched	chr1	149821271	149825326	3	3989	14481.216	149	1
4_MACS_peak_12558_lociStitched	chr2	107136611	107142692	4	5718	14444.8074	150	1
2_MACS_peak_11773_lociStitched	chr2	20421757	20425826	2	4056	14413.6187	151	1
1_MACS_peak_21504_lociStitched	chr8	128746516	128751361	1	4846	14393.0415	152	1
1_MACS_peak_14616_lociStitched	chr22	24822486	24826453	1	3968	14353.3994	153	1
3_MACS_peak_6625_lociStitched	chr15	31617084	31622097	3	4658	14345.2008	154	1
4_MACS_peak_1839_lociStitched	chr1	200987690	200992833	4	4811	14323.255	155	1
1_MACS_peak_22128_lociStitched	chr9	100744796	100747961	1	3166	14304.2175	156	1
1_MACS_peak_7842_lociStitched	chr16	30194061	30198207	1	4147	14292.9204	157	1
2_MACS_peak_7603_lociStitched	chr16	9055051	9058674	2	3554	14283.6775	158	1
3_MACS_peak_13580_lociStitched	chr20	17947036	17950844	3	3207	14282.2848	159	1
5_MACS_peak_11842_lociStitched	chr2	27374817	27382583	5	6880	14275.4612	160	1
5_MACS_peak_7243_lociStitched	chr15	89655179	89661041	5	5453	14272.7976	161	1
5_MACS_peak_21429_lociStitched	chr8	119574378	119580711	5	5533	14270.1489	162	1
1_MACS_peak_2273_lociStitched	chr1	245025989	245028522	1	2534	14226.8478	163	1
1_MACS_peak_13560_lociStitched	chr20	17628061	17633586	1	5526	14189.8575	164	1
3_MACS_peak_15323_lociStitched	chr3	32461451	32467455	3	5520	14177.8456	165	1
1_MACS_peak_1473_lociStitched	chr1	154908456	154911389	1	2934	14175.7756	166	1
1_MACS_peak_20389_lociStitched	chr7	102071907	102075406	1	3500	14151.7055	167	1
1_MACS_peak_14658_lociStitched	chr22	29662989	29665452	1	2464	14131.7088	168	1
1_MACS_peak_22544_lociStitched	chr9	139008855	139011728	1	2874	14058.7382	169	1
1_MACS_peak_2139_lociStitched	chr1	228269306	228271579	1	2274	14041.0029	170	1
4_MACS_peak_10674_lociStitched	chr19	12899444	12905259	4	5229	14036.247	171	1
3_MACS_peak_22035_lociStitched	chr9	93923107	93929132	3	5611	14008.125	172	1
4_MACS_peak_6513_lociStitched	chr15	20552470	20559304	4	6410	13994.6652	173	1
1_MACS_peak_1333_lociStitched	chr1	149811708	149815434	1	3727	13971.3822	174	1
2_MACS_peak_19550_lociStitched	chr7	5568986	5571285	2	2174	13952.8609	175	1
2_MACS_peak_2271_lociStitched	chr1	244996615	244999454	2	2661	13880.7227	176	1
2_MACS_peak_22415_lociStitched	chr9	133319797	133324694	2	4822	13803.6636	177	1
2_MACS_peak_5693_lociStitched	chr13	50697225	50700776	2	3379	13777.1698	178	1
1_MACS_peak_20328_lociStitched	chr7	100025665	100028256	1	2592	13747.5869	179	1
2_MACS_peak_18961_lociStitched	chr6	64281772	64284399	2	2479	13730.2782	180	1
2_MACS_peak_9047_lociStitched	chr17	40827123	40832528	2	5148	13724.9165	181	1
1_MACS_peak_22229_lociStitched	chr9	123637625	123641133	1	3509	13704.002	182	1
2_MACS_peak_1681_lociStitched	chr1	167531574	167536923	2	5259	13692.9051	183	1
7_MACS_peak_13856_lociStitched	chr20	46038969	46046814	7	7512	13650.3	184	1
5_MACS_peak_8925_lociStitched	chr17	36856755	36862386	5	5479	13621.389	185	1
3_MACS_peak_19036_lociStitched	chr6	90060706	90064991	3	3959	13605.3035	186	1
2_MACS_peak_11966_lociStitched	chr2	43451197	43455117	2	3898	13534.584	187	1
9_MACS_peak_1272_lociStitched	chr1	145448654	145456603	9	7149	13529.9929	188	1
2_MACS_peak_3692_lociStitched	chr11	64545272	64547641	2	2368	13506.6166	189	1
4_MACS_peak_17415_lociStitched	chr5	60625400	60629937	4	4129	13502.5657	190	1
4_MACS_peak_11769_lociStitched	chr2	20410068	20415900	4	5313	13441.0104	191	1
1_MACS_peak_7499_lociStitched	chr16	2801409	2803749	1	2341	13426.686	192	1
2_MACS_peak_12801_lociStitched	chr2	133024976	133027241	2	2195	13379.355	193	1
2_MACS_peak_3647_lociStitched	chr11	62606227	62610233	2	3797	13358.4076	194	1
1_MACS_peak_9705_lociStitched	chr17	79827934	79830433	1	2500	13349.4081	195	1
5_MACS_peak_13738_lociStitched	chr20	34684128	34691077	5	6336	13302.4707	196	1
1_MACS_peak_18094_lociStitched	chr5	172197119	172200165	1	3047	13279.037	197	1
3_MACS_peak_21626_lociStitched	chr8	144594959	144599976	3	4693	13273.4769	198	1
4_MACS_peak_3334_lociStitched	chr11	12260943	12268187	4	6718	13249.276	199	1
2_MACS_peak_7728_lociStitched	chr16	21529374	21532365	2	2946	13231.5858	200	1
5_MACS_peak_3166_lociStitched	chr11	267580	272914	5	4827	13221.9192	201	1
2_MACS_peak_9934_lociStitched	chr18	20713793	20717389	2	3448	13148.0548	202	1
3_MACS_peak_30_lociStitched	chr1	1140314	1144781	3	4058	13132.0866	203	1
2_MACS_peak_16065_lociStitched	chr3	150263143	150265535	2	2372	13113.6616	204	1
1_MACS_peak_2154_lociStitched	chr1	228673977	228676224	1	2248	13112.1438	205	1
2_MACS_peak_6915_lociStitched	chr15	62744765	62749900	2	5074	13020.306	206	1
4_MACS_peak_9639_lociStitched	chr17	77782987	77787846	4	4703	13018.7187	207	1
1_MACS_peak_18992_lociStitched	chr6	74362573	74364702	1	2130	13006.4868	208	1
2_MACS_peak_1885_lociStitched	chr1	203273719	203276578	2	2853	12958.7034	209	1
2_MACS_peak_22559_lociStitched	chr9	139439327	139442437	2	2950	12937.289	210	1
2_MACS_peak_14919_lociStitched	chr22	42227277	42230394	2	3062	12935.55	211	1
1_MACS_peak_15953_lociStitched	chr3	129294438	129297674	1	3237	12892.8712	212	1
4_MACS_peak_19351_lociStitched	chr6	157980274	157985443	4	4686	12884.2494	213	1
2_MACS_peak_18035_lociStitched	chr5	154133747	154137046	2	3172	12874.0176	214	1
1_MACS_peak_8704_lociStitched	chr17	18085608	18088243	1	2636	12833.2405	215	1
1_MACS_peak_17083_lociStitched	chr5	188886	192538	1	3653	12809.39	216	1
1_MACS_peak_51_lociStitched	chr1	1509361	1510938	1	1578	12778.7464	217	1
1_MACS_peak_16073_lociStitched	chr3	150479535	150482297	1	2763	12771.7642	218	1
2_MACS_peak_19642_lociStitched	chr7	23507706	23511572	2	3510	12755.0938	219	1
2_MACS_peak_22387_lociStitched	chr9	132174799	132176892	2	2077	12746.7886	220	1
2_MACS_peak_20144_lociStitched	chr7	74071151	74073015	2	1807	12722.3592	221	1
2_MACS_peak_13630_lociStitched	chr20	25289233	25292953	2	3709	12697.104	222	1
2_MACS_peak_19662_lociStitched	chr7	26239164	26242315	2	3058	12646.8536	223	1
1_MACS_peak_15182_lociStitched	chr3	13459633	13463301	1	3669	12642.8624	224	1
3_MACS_peak_18504_lociStitched	chr6	26155709	26159704	3	3673	12621.803	225	1
2_MACS_peak_16119_lociStitched	chr3	156805054	156808751	2	3694	12611.5761	226	1
4_MACS_peak_18110_lociStitched	chr5	173168253	173173946	4	4940	12572.4212	227	1
2_MACS_peak_7821_lociStitched	chr16	29815980	29819752	2	3628	12567.9268	228	1
1_MACS_peak_7043_lociStitched	chr15	72766039	72767979	1	1941	12547.92	229	1
2_MACS_peak_21754_lociStitched	chr9	5625874	5630006	2	4027	12515.828	230	1
1_MACS_peak_20664_lociStitched	chr7	148395101	148397361	1	2261	12507.744	231	1
1_MACS_peak_7234_lociStitched	chr15	89163889	89165624	1	1736	12499.4605	232	1
2_MACS_peak_7872_lociStitched	chr16	30668276	30671611	2	3104	12440.5505	233	1
4_MACS_peak_12732_lociStitched	chr2	122572559	122578662	4	5893	12438.5243	234	1
3_MACS_peak_1554_lociStitched	chr1	156468673	156471741	3	2896	12434.2972	235	1
10_MACS_peak_12410_lociStitched	chr2	95678368	95687076	10	6445	12423.7036	236	1
2_MACS_peak_21344_lociStitched	chr8	101962982	101965757	2	2774	12421.455	237	1
2_MACS_peak_16090_lociStitched	chr3	151984467	151988304	2	3463	12416.532	238	1
2_MACS_peak_18579_lociStitched	chr6	27804279	27807432	2	3031	12391.29	239	1
2_MACS_peak_3221_lociStitched	chr11	1870853	1875194	2	4286	12384.4389	240	1
2_MACS_peak_6392_lociStitched	chr14	103574607	103579682	2	4627	12377.4175	241	1
2_MACS_peak_6920_lociStitched	chr15	63795424	63798021	2	2568	12338.8664	242	1
2_MACS_peak_20442_lociStitched	chr7	106807612	106810325	2	2544	12315.3922	243	1
1_MACS_peak_21630_lociStitched	chr8	144607800	144612608	1	4809	12308.9608	244	1
1_MACS_peak_16064_lociStitched	chr3	150125208	150128747	1	3540	12300.5023	245	1
4_MACS_peak_4715_lociStitched	chr12	46120602	46125598	4	4280	12291.6588	246	1
1_MACS_peak_18229_lociStitched	chr5	179245170	179248865	1	3696	12262.5965	247	1
2_MACS_peak_6521_lociStitched	chr15	20992548	20997073	2	4092	12237.8625	248	1
1_MACS_peak_18465_lociStitched	chr6	20402022	20404811	1	2790	12237.8531	249	1
1_MACS_peak_17119_lociStitched	chr5	1313293	1317809	1	4517	12212.1672	250	1
2_MACS_peak_1763_lociStitched	chr1	181102595	181105126	2	2161	12209.0378	251	1
1_MACS_peak_3594_lociStitched	chr11	61559366	61561084	1	1719	12186.8048	252	1
1_MACS_peak_71_lociStitched	chr1	1821245	1823583	1	2339	12179.5772	253	1
6_MACS_peak_10183_lociStitched	chr18	67284227	67291222	6	6089	12158.0095	254	1
1_MACS_peak_10726_lociStitched	chr19	13956635	13959079	1	2445	12143.2584	255	1
1_MACS_peak_12976_lociStitched	chr2	178128271	178130421	1	2151	12106.65	256	1
1_MACS_peak_7333_lociStitched	chr15	99190065	99192879	1	2815	12096.8232	257	1
2_MACS_peak_10868_lociStitched	chr19	18390561	18393697	2	2841	12042.24	258	1
1_MACS_peak_20523_lociStitched	chr7	128170473	128172704	1	2232	12041.3763	259	1
2_MACS_peak_7401_lociStitched	chr16	638100	640648	2	2378	12036.4972	260	1
3_MACS_peak_14371_lociStitched	chr21	43651765	43655578	3	3628	12024.6768	261	1
2_MACS_peak_667_lociStitched	chr1	36850543	36853891	2	3308	12022.3332	262	1
1_MACS_peak_1762_lociStitched	chr1	181097441	181101761	1	4321	12014.352	263	1
1_MACS_peak_17529_lociStitched	chr5	75697673	75700766	1	3094	12007.026	264	1
2_MACS_peak_19698_lociStitched	chr7	30323411	30326652	2	2881	11986.1903	265	1
3_MACS_peak_788_lociStitched	chr1	44297343	44302304	3	4947	11983.2955	266	1
1_MACS_peak_2275_lociStitched	chr1	245132976	245135207	1	2232	11947.6743	267	1
2_MACS_peak_12321_lociStitched	chr2	87085572	87090092	2	4486	11930.088	268	1
4_MACS_peak_12703_lociStitched	chr2	121320973	121327291	4	6040	11912.589	269	1
1_MACS_peak_14762_lociStitched	chr22	37765003	37768191	1	3189	11891.8776	270	1
1_MACS_peak_8685_lociStitched	chr17	17584292	17586935	1	2644	11843.5473	271	1
3_MACS_peak_2084_lociStitched	chr1	226066897	226071208	3	4182	11824.6419	272	1
2_MACS_peak_22903_lociStitched	chrX	48793913	48798333	2	4397	11820.406	273	1
3_MACS_peak_5890_lociStitched	chr13	114829612	114835221	3	5367	11814.7976	274	1
3_MACS_peak_19840_lociStitched	chr7	46042892	46046852	3	3769	11812.284	275	1
4_MACS_peak_4839_lociStitched	chr12	53264572	53269202	4	4150	11808.352	276	1
1_MACS_peak_3968_lociStitched	chr11	72851747	72855316	1	3570	11789.1208	277	1
2_MACS_peak_11537_lociStitched	chr19	56164868	56167646	2	2776	11757.3294	278	1
1_MACS_peak_2012_lociStitched	chr1	212780201	212783351	1	3151	11739.42	279	1
1_MACS_peak_7801_lociStitched	chr16	28833539	28836315	1	2777	11701.9504	280	1
3_MACS_peak_18511_lociStitched	chr6	26195743	26200564	3	4553	11686.5861	281	1
3_MACS_peak_37_lociStitched	chr1	1240166	1244769	3	4551	11666.7638	282	1
1_MACS_peak_10283_lociStitched	chr19	917085	920881	1	3797	11637.0176	283	1
1_MACS_peak_6919_lociStitched	chr15	63448564	63450372	1	1809	11582.4096	284	1
2_MACS_peak_18255_lociStitched	chr6	256507	259448	2	2936	11578.717	285	1
2_MACS_peak_7369_lociStitched	chr15	101738224	101742324	2	3867	11537.4	286	1
1_MACS_peak_15063_lociStitched	chr22	50353144	50356660	1	3517	11528.6124	287	1
3_MACS_peak_9386_lociStitched	chr17	64940292	64945202	3	4365	11525.243	288	1
4_MACS_peak_14414_lociStitched	chr21	45136237	45140251	4	3358	11520.5814	289	1
3_MACS_peak_19755_lociStitched	chr7	39988242	39991723	3	3393	11520.3695	290	1
2_MACS_peak_7313_lociStitched	chr15	93351240	93354537	2	3274	11508.8379	291	1
3_MACS_peak_14853_lociStitched	chr22	39635750	39640887	3	4929	11490.9553	292	1
1_MACS_peak_145_lociStitched	chr1	6660605	6663953	1	3349	11485.9836	293	1
4_MACS_peak_21596_lociStitched	chr8	143591434	143597009	4	4994	11459.4125	294	1
4_MACS_peak_16002_lociStitched	chr3	136469020	136472313	4	2883	11458.3228	295	1
1_MACS_peak_16125_lociStitched	chr3	156877171	156879192	1	2022	11446.1356	296	1
1_MACS_peak_12461_lociStitched	chr2	97201585	97204494	1	2910	11442.5515	297	1
2_MACS_peak_9725_lociStitched	chr17	80054642	80057763	2	3100	11441.2739	298	1
3_MACS_peak_18410_lociStitched	chr6	13523817	13528135	3	4229	11421.11	299	1
3_MACS_peak_18581_lociStitched	chr6	27858807	27863468	3	4158	11416.6534	300	1
2_MACS_peak_7560_lociStitched	chr16	4320827	4324113	2	3233	11368.9028	301	1
1_MACS_peak_933_lociStitched	chr1	62901136	62903604	1	2469	11353.5404	302	1
3_MACS_peak_21356_lociStitched	chr8	103544720	103550214	3	5212	11349.5052	303	1
