#MM7_jia_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM7_jia_ROSE/MM7_jia_peaks_3KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM7_jia.bam
#Using cutoff of 10097.264 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM7_jia.bam	enhancerRank	isSuper
5_MACS_peak_32285_lociStitched	chr8	126285655	126308529	5	17831	22780.2166	111	1
4_MACS_peak_14455_lociStitched	chr19	2081707	2098050	4	13979	22772.3362	112	1
6_MACS_peak_1096_lociStitched	chr1	66796763	66818664	6	17707	22759.5192	113	1
6_MACS_peak_32235_lociStitched	chr8	124034170	124055296	6	14791	22742.139	114	1
6_MACS_peak_11570_lociStitched	chr16	29815704	29837072	6	13717	22697.0896	115	1
3_MACS_peak_2824_lociStitched	chr1	203267450	203281264	3	11459	22678.4438	116	1
5_MACS_peak_18000_lociStitched	chr2	158288585	158302304	5	12662	22641.8376	117	1
9_MACS_peak_29660_lociStitched	chr7	8006763	8031503	9	22897	22627.204	118	1
3_MACS_peak_12376_lociStitched	chr17	6915012	6927211	3	8081	22610.8465	119	1
3_MACS_peak_24846_lociStitched	chr4	103741457	103750835	3	8712	22555.9656	120	1
5_MACS_peak_19080_lociStitched	chr2	231726191	231743656	5	14718	22493.1735	121	1
2_MACS_peak_10411_lociStitched	chr15	72765170	72769828	2	4388	22344.8918	122	1
9_MACS_peak_27002_lociStitched	chr5	150510572	150537898	9	22560	22240.6314	123	1
5_MACS_peak_32945_lociStitched	chr9	33286911	33301333	5	11392	22230.0708	124	1
5_MACS_peak_12428_lociStitched	chr17	8053620	8068179	5	11865	22171.9011	125	1
5_MACS_peak_15963_lociStitched	chr2	11883314	11897942	5	11292	22110.222	126	1
2_MACS_peak_16452_lociStitched	chr2	43445228	43455464	2	10212	22059.6036	127	1
6_MACS_peak_16342_lociStitched	chr2	37570640	37588931	6	16077	22035.1677	128	1
11_MACS_peak_6140_lociStitched	chr11	128585588	128611892	11	18696	21953.3184	129	1
5_MACS_peak_16004_lociStitched	chr2	16828738	16848184	5	16649	21892.3068	130	1
3_MACS_peak_30609_lociStitched	chr7	104649817	104659293	3	9425	21791.9572	131	1
8_MACS_peak_16890_lociStitched	chr2	64749568	64767371	8	10320	21726.7812	132	1
4_MACS_peak_14211_lociStitched	chr18	52973104	52991716	4	17515	21679.2576	133	1
2_MACS_peak_2163_lociStitched	chr1	159887415	159896056	2	8192	21620.6461	134	1
12_MACS_peak_3236_lociStitched	chr1	230276759	230313621	12	17180	21457.3702	135	1
2_MACS_peak_33206_lociStitched	chr9	74973418	74981313	2	6221	21444.399	136	1
7_MACS_peak_18230_lociStitched	chr2	172170271	172192060	7	14226	21429.4815	137	1
4_MACS_peak_27897_lociStitched	chr6	31694563	31708756	4	10425	21354.7878	138	1
2_MACS_peak_3186_lociStitched	chr1	228268823	228279489	2	9631	21341.5994	139	1
5_MACS_peak_26065_lociStitched	chr5	71585989	71604963	5	16572	21298.315	140	1
1_MACS_peak_14286_lociStitched	chr18	60821211	60831467	1	10257	21294.5328	141	1
2_MACS_peak_32634_lociStitched	chr9	3522074	3529111	2	5999	21246.8141	142	1
1_MACS_peak_18950_lociStitched	chr2	219431931	219436293	1	4363	21218.949	143	1
4_MACS_peak_659_lociStitched	chr1	36614150	36628839	4	10050	21199.1648	144	1
9_MACS_peak_27906_lociStitched	chr6	31779848	31804711	9	13617	21136.0363	145	1
2_MACS_peak_33192_lociStitched	chr9	73026058	73036979	2	7884	21009.8198	146	1
2_MACS_peak_23348_lociStitched	chr3	151910595	151923687	2	12223	20974.6932	147	1
5_MACS_peak_2423_lociStitched	chr1	174127342	174143997	5	11722	20935.335	148	1
15_MACS_peak_22882_lociStitched	chr3	121540062	121574255	15	19878	20898.7616	149	1
8_MACS_peak_22531_lociStitched	chr3	98475790	98498736	8	19918	20855.6194	150	1
3_MACS_peak_30056_lociStitched	chr7	50343716	50361953	3	15750	20828.4777	151	1
5_MACS_peak_5640_lociStitched	chr11	76777228	76802412	5	19888	20786.8736	152	1
3_MACS_peak_18427_lociStitched	chr2	182168630	182179852	3	11163	20783.144	153	1
1_MACS_peak_6532_lociStitched	chr12	25534750	25540636	1	5887	20752.2702	154	1
9_MACS_peak_2202_lociStitched	chr1	160695624	160721029	9	17267	20674.589	155	1
4_MACS_peak_1840_lociStitched	chr1	150572655	150587131	4	9898	20629.7476	156	1
3_MACS_peak_2738_lociStitched	chr1	197737473	197752722	3	11341	20627.3223	157	1
2_MACS_peak_22266_lociStitched	chr3	57577688	57585664	2	7959	20578.08	158	1
7_MACS_peak_7486_lociStitched	chr12	104320940	104337861	7	12475	20567.4755	159	1
2_MACS_peak_33970_lociStitched	chr9	132646131	132653345	2	6698	20497.8596	160	1
7_MACS_peak_745_lociStitched	chr1	40236372	40258816	7	16114	20462.1948	161	1
5_MACS_peak_18694_lociStitched	chr2	198157444	198176370	5	13613	20428.7244	162	1
5_MACS_peak_22363_lociStitched	chr3	69128277	69145757	5	16346	20393.916	163	1
6_MACS_peak_3230_lociStitched	chr1	230255779	230270825	6	11748	20369.2748	164	1
4_MACS_peak_18668_lociStitched	chr2	197023181	197042868	4	16068	20350.4519	165	1
2_MACS_peak_33288_lociStitched	chr9	86316636	86324326	2	5192	20310.828	166	1
2_MACS_peak_12347_lociStitched	chr17	4842526	4854434	2	9602	20293.6136	167	1
5_MACS_peak_3903_lociStitched	chr10	63800529	63816012	5	13754	20292.0198	168	1
2_MACS_peak_26924_lociStitched	chr5	142771741	142785751	2	12740	20259.861	169	1
7_MACS_peak_23876_lociStitched	chr3	186777015	186797894	7	12048	20252.63	170	1
5_MACS_peak_15585_lociStitched	chr19	48824143	48837685	5	9075	20206.0182	171	1
4_MACS_peak_23421_lociStitched	chr3	156869488	156879523	4	8924	20204.469	172	1
1_MACS_peak_5174_lociStitched	chr11	58340053	58348134	1	8082	20181.4894	173	1
1_MACS_peak_18133_lociStitched	chr2	165608795	165619979	1	11185	20154.6864	174	1
2_MACS_peak_7566_lociStitched	chr12	108952829	108966838	2	13986	20112.7213	175	1
5_MACS_peak_31974_lociStitched	chr8	95947516	95964748	5	13809	20111.4672	176	1
8_MACS_peak_2122_lociStitched	chr1	157475092	157497822	8	13480	20079.682	177	1
4_MACS_peak_15912_lociStitched	chr2	9683396	9697046	4	11117	20065.5	178	1
4_MACS_peak_22760_lociStitched	chr3	113455486	113468819	4	9398	19995.5001	179	1
2_MACS_peak_1974_lociStitched	chr1	154296822	154307828	2	7735	19971.4876	180	1
8_MACS_peak_28767_lociStitched	chr6	108895545	108921337	8	20531	19937.216	181	1
5_MACS_peak_29116_lociStitched	chr6	137523178	137541647	5	15053	19935.4386	182	1
2_MACS_peak_4382_lociStitched	chr10	104153204	104160041	2	6158	19903.8744	183	1
4_MACS_peak_23031_lociStitched	chr3	128994868	129006786	4	9119	19867.306	184	1
5_MACS_peak_20227_lociStitched	chr21	19147380	19169456	5	17007	19760.2276	185	1
1_MACS_peak_2827_lociStitched	chr1	203288254	203298538	1	10285	19699.002	186	1
7_MACS_peak_22184_lociStitched	chr3	53194503	53215420	7	15824	19697.5389	187	1
2_MACS_peak_18369_lociStitched	chr2	178071818	178079836	2	5413	19607.2172	188	1
2_MACS_peak_7840_lociStitched	chr12	122236973	122244980	2	7859	19593.9297	189	1
9_MACS_peak_13608_lociStitched	chr17	75131589	75151356	9	13515	19494.2154	190	1
9_MACS_peak_2451_lociStitched	chr1	175142859	175165543	9	15552	19487.8244	191	1
3_MACS_peak_18966_lociStitched	chr2	220109404	220120629	3	10153	19441.7	192	1
4_MACS_peak_22203_lociStitched	chr3	53914809	53926873	4	8628	19432.6912	193	1
3_MACS_peak_23125_lociStitched	chr3	135906023	135917293	3	9083	19391.162	194	1
16_MACS_peak_28315_lociStitched	chr6	52386659	52419048	16	20197	19355.6664	195	1
3_MACS_peak_23334_lociStitched	chr3	150315443	150328577	3	12764	19316.1738	196	1
5_MACS_peak_9615_lociStitched	chr15	31516677	31531870	5	13199	19304.2258	197	1
6_MACS_peak_1867_lociStitched	chr1	151019689	151037578	6	12459	19243.1973	198	1
3_MACS_peak_18940_lociStitched	chr2	219147395	219157701	3	6828	19213.4758	199	1
3_MACS_peak_21497_lociStitched	chr3	13049775	13064365	3	12285	19201.899	200	1
3_MACS_peak_2012_lociStitched	chr1	154908224	154917925	3	8649	19153.6544	201	1
4_MACS_peak_16385_lociStitched	chr2	39340776	39357336	4	9989	19098.648	202	1
4_MACS_peak_12724_lociStitched	chr17	29633992	29649339	4	15118	18998.0513	203	1
4_MACS_peak_24773_lociStitched	chr4	90210694	90224483	4	13010	18950.2227	204	1
5_MACS_peak_24124_lociStitched	chr4	2787175	2805308	5	13716	18939.9185	205	1
11_MACS_peak_18280_lociStitched	chr2	173443481	173472939	11	15312	18917.9276	206	1
4_MACS_peak_29799_lociStitched	chr7	25998849	26011933	4	9837	18897.2212	207	1
4_MACS_peak_19943_lociStitched	chr20	49121176	49140481	4	13517	18826.236	208	1
1_MACS_peak_5364_lociStitched	chr11	65336000	65345598	1	9599	18811.1202	209	1
5_MACS_peak_18332_lociStitched	chr2	175454459	175465652	5	9404	18728.1276	210	1
1_MACS_peak_21816_lociStitched	chr3	39187029	39195771	1	8743	18705.2574	211	1
4_MACS_peak_27697_lociStitched	chr6	26017512	26034739	4	9529	18689.5723	212	1
2_MACS_peak_33501_lociStitched	chr9	100389422	100397367	2	6229	18680.284	213	1
6_MACS_peak_28479_lociStitched	chr6	74224501	74234185	6	8773	18679.4676	214	1
2_MACS_peak_19107_lociStitched	chr2	232570587	232579275	2	8243	18660.9552	215	1
7_MACS_peak_4623_lociStitched	chr10	125819391	125841474	7	18716	18587.2611	216	1
4_MACS_peak_20501_lociStitched	chr21	44771819	44783791	4	9572	18566.1776	217	1
1_MACS_peak_18747_lociStitched	chr2	201725400	201730222	1	4823	18527.5706	218	1
3_MACS_peak_17003_lociStitched	chr2	68988899	69004218	3	11101	18497.6925	219	1
5_MACS_peak_2850_lociStitched	chr1	204481891	204495303	5	8740	18442.8412	220	1
2_MACS_peak_19226_lociStitched	chr2	242253231	242258569	2	5309	18439.5872	221	1
1_MACS_peak_17813_lociStitched	chr2	136888874	136898441	1	9568	18437.5224	222	1
8_MACS_peak_7650_lociStitched	chr12	111866064	111887637	8	14535	18436.2858	223	1
3_MACS_peak_12895_lociStitched	chr17	38473823	38487194	3	9478	18425.238	224	1
1_MACS_peak_18124_lociStitched	chr2	163172371	163178165	1	5795	18414.4908	225	1
2_MACS_peak_2108_lociStitched	chr1	156709433	156722914	2	11079	18397.5207	226	1
1_MACS_peak_23771_lociStitched	chr3	184031821	184040895	1	9075	18322.2208	227	1
10_MACS_peak_19874_lociStitched	chr20	46112793	46137255	10	14559	18302.4684	228	1
4_MACS_peak_27933_lociStitched	chr6	32152272	32164711	4	9884	18252.9886	229	1
10_MACS_peak_12495_lociStitched	chr17	16864353	16885657	10	16489	18249.0064	230	1
2_MACS_peak_26210_lociStitched	chr5	88171021	88186627	2	15498	18246.5352	231	1
7_MACS_peak_18079_lociStitched	chr2	161208314	161227907	7	16506	18111.7692	232	1
5_MACS_peak_1090_lociStitched	chr1	66736725	66750444	5	11780	18066.5511	233	1
4_MACS_peak_29429_lociStitched	chr6	159228533	159241014	4	11143	18045.0298	234	1
1_MACS_peak_1709_lociStitched	chr1	144923431	144935827	1	12397	18044.8572	235	1
2_MACS_peak_4466_lociStitched	chr10	111967021	111974607	2	6529	17956.062	236	1
4_MACS_peak_1726_lociStitched	chr1	145208210	145227204	4	13521	17955.0282	237	1
5_MACS_peak_18610_lociStitched	chr2	191744206	191756967	5	8605	17930.4811	238	1
6_MACS_peak_2072_lociStitched	chr1	156083115	156100307	6	11539	17917.5024	239	1
6_MACS_peak_5602_lociStitched	chr11	74659216	74675735	6	15645	17870.2542	240	1
2_MACS_peak_25427_lociStitched	chr4	185200529	185210856	2	9242	17839.8925	241	1
10_MACS_peak_32859_lociStitched	chr9	26063753	26086777	10	14217	17802.1568	242	1
4_MACS_peak_12193_lociStitched	chr16	89551018	89558200	4	6286	17779.041	243	1
7_MACS_peak_2193_lociStitched	chr1	160640875	160659793	7	12125	17773.461	244	1
1_MACS_peak_32300_lociStitched	chr8	126441111	126449718	1	8608	17773.455	245	1
6_MACS_peak_22083_lociStitched	chr3	50272820	50286913	6	11701	17743.087	246	1
2_MACS_peak_27343_lociStitched	chr6	290299	300348	2	9548	17738.4948	247	1
1_MACS_peak_31534_lociStitched	chr8	38236849	38245041	1	8193	17726.6688	248	1
3_MACS_peak_2908_lociStitched	chr1	206282359	206294564	3	8584	17699.691	249	1
3_MACS_peak_23541_lociStitched	chr3	171756863	171765945	3	7930	17699.0016	250	1
3_MACS_peak_28764_lociStitched	chr6	108878014	108888658	3	8818	17679.684	251	1
7_MACS_peak_18256_lociStitched	chr2	173291439	173308852	7	14756	17635.8864	252	1
4_MACS_peak_2154_lociStitched	chr1	159035777	159048226	4	9227	17617.8248	253	1
3_MACS_peak_23111_lociStitched	chr3	133290725	133297572	3	6843	17604.3217	254	1
2_MACS_peak_12386_lociStitched	chr17	7136886	7147336	2	8512	17573.765	255	1
8_MACS_peak_25710_lociStitched	chr5	32581062	32598566	8	13085	17537.2576	256	1
3_MACS_peak_24410_lociStitched	chr4	38664548	38678951	3	14224	17509.7271	257	1
1_MACS_peak_15553_lociStitched	chr19	47612235	47617839	1	5605	17507.4564	258	1
4_MACS_peak_33539_lociStitched	chr9	101981810	101992084	4	6586	17503.8138	259	1
4_MACS_peak_6023_lociStitched	chr11	118655945	118664373	4	7298	17465.3444	260	1
4_MACS_peak_21442_lociStitched	chr3	9435833	9447155	4	8578	17387.1954	261	1
5_MACS_peak_23017_lociStitched	chr3	128892376	128908046	5	9096	17335.721	262	1
5_MACS_peak_26205_lociStitched	chr5	88113129	88132880	5	15549	17323.6021	263	1
3_MACS_peak_25142_lociStitched	chr4	144272591	144284628	3	11886	17320.0393	264	1
3_MACS_peak_16236_lociStitched	chr2	30368357	30374799	3	6285	17314.1634	265	1
3_MACS_peak_8321_lociStitched	chr13	46268656	46282493	3	10277	17246.4368	266	1
2_MACS_peak_3352_lociStitched	chr1	245021908	245028952	2	6446	17204.2656	267	1
2_MACS_peak_15304_lociStitched	chr19	39338198	39344077	2	5865	17172.559	268	1
7_MACS_peak_16874_lociStitched	chr2	64497238	64517299	7	13248	17172.216	269	1
2_MACS_peak_2926_lociStitched	chr1	206727858	206741025	2	12885	17130.267	270	1
5_MACS_peak_26428_lociStitched	chr5	109024114	109038767	5	13422	17124.9611	271	1
1_MACS_peak_16218_lociStitched	chr2	28112413	28115371	1	2959	17106.4098	272	1
1_MACS_peak_14978_lociStitched	chr19	16692869	16701225	1	8357	17030.3636	273	1
1_MACS_peak_6752_lociStitched	chr12	46119343	46127782	1	8440	17029.0581	274	1
2_MACS_peak_10936_lociStitched	chr15	101135144	101144247	2	7416	17014.4173	275	1
8_MACS_peak_26661_lociStitched	chr5	131821542	131834192	8	10977	17012.985	276	1
4_MACS_peak_1953_lociStitched	chr1	153929066	153941225	4	7859	16989.7707	277	1
4_MACS_peak_9716_lociStitched	chr15	38844324	38857499	4	12532	16947.0025	278	1
2_MACS_peak_19206_lociStitched	chr2	241498360	241508943	2	9145	16903.1676	279	1
3_MACS_peak_21344_lociStitched	chr22	50353220	50364824	3	9768	16865.2536	280	1
1_MACS_peak_27533_lociStitched	chr6	12008144	12014383	1	6240	16845.3	281	1
4_MACS_peak_4867_lociStitched	chr11	10323933	10344833	4	14228	16830.77	282	1
3_MACS_peak_22778_lociStitched	chr3	114164775	114176226	3	11142	16719.6051	283	1
7_MACS_peak_2935_lociStitched	chr1	206845675	206865995	7	11794	16715.232	284	1
1_MACS_peak_33113_lociStitched	chr9	66454611	66460493	1	5883	16663.706	285	1
3_MACS_peak_18598_lociStitched	chr2	191321669	191335497	3	13309	16640.6152	286	1
3_MACS_peak_16562_lociStitched	chr2	47394964	47404977	3	8132	16631.593	287	1
6_MACS_peak_2752_lociStitched	chr1	198886835	198907251	6	16166	16614.5408	288	1
7_MACS_peak_21845_lociStitched	chr3	42098762	42114876	7	10791	16610.3112	289	1
3_MACS_peak_2221_lociStitched	chr1	161012899	161019382	3	5991	16599.7215	290	1
2_MACS_peak_16712_lociStitched	chr2	55842138	55846982	2	4840	16574.7148	291	1
4_MACS_peak_10579_lociStitched	chr15	79164582	79171775	4	6326	16532.3912	292	1
3_MACS_peak_17292_lociStitched	chr2	89043946	89056441	3	9007	16490.901	293	1
2_MACS_peak_13505_lociStitched	chr17	73284356	73294893	2	7722	16488.2976	294	1
1_MACS_peak_18969_lociStitched	chr2	220141870	220145983	1	4114	16482.4362	295	1
1_MACS_peak_23343_lociStitched	chr3	150476949	150482732	1	5784	16475.1887	296	1
2_MACS_peak_10845_lociStitched	chr15	93346375	93355329	2	6818	16467.3014	297	1
4_MACS_peak_2880_lociStitched	chr1	205279979	205294715	4	11947	16445.376	298	1
3_MACS_peak_13543_lociStitched	chr17	73773524	73782716	3	7352	16440.8112	299	1
2_MACS_peak_29094_lociStitched	chr6	136605710	136612612	2	4497	16419.858	300	1
3_MACS_peak_20754_lociStitched	chr22	24176383	24191059	3	10773	16384.2864	301	1
2_MACS_peak_17320_lociStitched	chr2	96864079	96875374	2	10980	16383.3975	302	1
3_MACS_peak_34783_lociStitched	chrX	106953566	106965030	3	10125	16360.2744	303	1
