REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM7_jia.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
3_MACS_peak_15318_lociStitched	chr19	39888351	39902998	3	13003	31189.3218	91	1	MED29,ZFP36	PLEKHG2,SUPT5H,PAF1,RPS16	ZFP36	ZFP36	2.2475	91	1
6_MACS_peak_32935_lociStitched	chr9	33152681	33173126	6	16522	25568.517	92	1	B4GALT1		B4GALT1	B4GALT1	0.5719	92	1
5_MACS_peak_32285_lociStitched	chr8	126285655	126308529	5	17831	22780.2166	93	1	NSMCE2		TRIB1	TRIB1	1.0734	93	1
6_MACS_peak_1096_lociStitched	chr1	66796763	66818664	6	17707	22759.5192	94	1	PDE4B		PDE4B	PDE4B	0.1516	94	1
7_MACS_peak_20843_lociStitched	chr22	29181187	29199292	7	15753	26188.8825	95	1	CCDC117,XBP1	HSCB,CHEK2	XBP1	XBP1	1.4639	95	1
7_MACS_peak_11754_lociStitched	chr16	56963489	56981261	7	16326	24457.8264	96	1	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	1.1534	96	1
8_MACS_peak_23856_lociStitched	chr3	186703533	186725185	8	15564	25759.3844	97	1	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	0.5233	97	1
7_MACS_peak_4623_lociStitched	chr10	125819391	125841474	7	18716	18587.2611	98	1	CHST15		CHST15	CHST15	0.5011	98	1
4_MACS_peak_14211_lociStitched	chr18	52973104	52991716	4	17515	21679.2576	99	1	TCF4		TCF4	TCF4	0.1616	99	1
12_MACS_peak_3236_lociStitched	chr1	230276759	230313621	12	17180	21457.3702	100	1	GALNT2		GALNT2	GALNT2	0.4118	100	1
7_MACS_peak_14869_lociStitched	chr19	13943828	13962096	7	13853	27323.4476	101	1	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	1.0762	101	1
5_MACS_peak_24446_lociStitched	chr4	40194196	40210335	5	15328	24787.8901	102	1	RHOH		RHOH	RHOH	0.5291	102	1
9_MACS_peak_2202_lociStitched	chr1	160695624	160721029	9	17267	20674.589	103	1	SLAMF7	LY9,CD48	SLAMF7	LY9	0.8045	103	1
5_MACS_peak_18309_lociStitched	chr2	174814495	174831542	5	14832	25488.6744	104	1	SP3		SP3	SP3	0.5827	104	1
5_MACS_peak_16004_lociStitched	chr2	16828738	16848184	5	16649	21892.3068	105	1	FAM49A		FAM49A	FAM49A	0.3212	105	1
5_MACS_peak_26065_lociStitched	chr5	71585989	71604963	5	16572	21298.315	106	1	MRPS27	PTCD2	MRPS27	MRPS27	0.3209	106	1
7_MACS_peak_34023_lociStitched	chr9	134593854	134615524	7	14146	25850.143	107	1	RAPGEF1	RAPGEF1	RAPGEF1	RAPGEF1	0.5154	107	1
1_MACS_peak_17046_lociStitched	chr2	70309810	70318127	1	8318	32166.8292	108	1	PCBP1,LOC400960	LOC100133985	LOC400960	LOC100133985	0.8345	108	1
6_MACS_peak_16342_lociStitched	chr2	37570640	37588931	6	16077	22035.1677	109	1	QPCT	PRKD3	QPCT	QPCT	0.832	109	1
5_MACS_peak_20227_lociStitched	chr21	19147380	19169456	5	17007	19760.2276	110	1	C21orf91		C21orf91	C21orf91	0.5843	110	1
1_MACS_peak_7934_lociStitched	chr12	125395740	125406980	1	11241	29157.684	111	1	UBC	SCARB1	UBC	UBC	1.8167	111	1
8_MACS_peak_30316_lociStitched	chr7	81412195	81435238	8	18296	15185.337	112	1		HGF	HGF	HGF	0.1432	112	1
5_MACS_peak_22363_lociStitched	chr3	69128277	69145757	5	16346	20393.916	113	1	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	MIR3136	1.2746	113	1
2_MACS_peak_19860_lociStitched	chr20	45976150	45990187	2	12912	26448.5154	114	1	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.3209	114	1
2_MACS_peak_6544_lociStitched	chr12	26266173	26280478	2	13182	25847.7045	115	1	BHLHE41		BHLHE41	BHLHE41	1.5237	115	1
7_MACS_peak_745_lociStitched	chr1	40236372	40258816	7	16114	20462.1948	116	1	BMP8B,OXCT2	PPIE	BMP8B	BMP8B	0.5908	116	1
4_MACS_peak_18668_lociStitched	chr2	197023181	197042868	4	16068	20350.4519	117	1	STK17B		STK17B	STK17B	0.4967	117	1
3_MACS_peak_30056_lociStitched	chr7	50343716	50361953	3	15750	20828.4777	118	1	IKZF1		IKZF1	IKZF1	0.3847	118	1
6_MACS_peak_32235_lociStitched	chr8	124034170	124055296	6	14791	22742.139	119	1	DERL1	WDR67	DERL1	DERL1	0.6466	119	1
5_MACS_peak_19080_lociStitched	chr2	231726191	231743656	5	14718	22493.1735	120	1	ITM2C	GPR55	ITM2C	ITM2C	1.0211	120	1
3_MACS_peak_13034_lociStitched	chr17	43296623	43313263	3	13031	25144.704	121	1	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	0.8766	121	1
10_MACS_peak_12495_lociStitched	chr17	16864353	16885657	10	16489	18249.0064	122	1	TNFRSF13B		TNFRSF13B	TNFRSF13B	0.4454	122	1
7_MACS_peak_18079_lociStitched	chr2	161208314	161227907	7	16506	18111.7692	123	1	RBMS1		RBMS1	RBMS1	0.2872	123	1
7_MACS_peak_22184_lociStitched	chr3	53194503	53215420	7	15824	19697.5389	124	1	PRKCD	RFT1	PRKCD	PRKCD	0.6566	124	1
5_MACS_peak_9738_lociStitched	chr15	40212545	40234708	5	13388	24142.1559	125	1	EIF2AK4,GPR176		EIF2AK4	EIF2AK4	0.3592	125	1
3_MACS_peak_23939_lociStitched	chr3	192604127	192617874	3	13546	23855.1691	126	1	C3orf59		C3orf59	C3orf59	0.5124	126	1
2_MACS_peak_2822_lociStitched	chr1	203254917	203263128	2	7998	30149.9709	127	1		BTG2,LOC730227	LOC730227	LOC730227	1.3845	127	1
2_MACS_peak_10855_lociStitched	chr15	93439304	93452118	2	10190	27988.3388	128	1	LOC100507217,CHD2,MIR3175		MIR3175	MIR3175	2.6746	128	1
4_MACS_peak_14455_lociStitched	chr19	2081707	2098050	4	13979	22772.3362	129	1	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	MOBKL2A	0.7181	129	1
9_MACS_peak_2451_lociStitched	chr1	175142859	175165543	9	15552	19487.8244	130	1	KIAA0040		KIAA0040	KIAA0040	0.5655	130	1
3_MACS_peak_22603_lociStitched	chr3	104228379	104246546	3	12886	24338.3299	131	1			MIR548A3	MIR548A3	NONE	131	1
6_MACS_peak_11570_lociStitched	chr16	29815704	29837072	6	13717	22697.0896	132	1	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	C16orf53	0.7903	132	1
5_MACS_peak_29116_lociStitched	chr6	137523178	137541647	5	15053	19935.4386	133	1	IFNGR1	IL22RA2	IFNGR1	IFNGR1	0.7048	133	1
6_MACS_peak_10032_lociStitched	chr15	52963703	52976893	6	10181	27402.225	134	1	KIAA1370		KIAA1370	KIAA1370	0.4497	134	1
7_MACS_peak_18230_lociStitched	chr2	172170271	172192060	7	14226	21429.4815	135	1	METTL8		TLK1	TLK1	NONE	135	1
11_MACS_peak_18280_lociStitched	chr2	173443481	173472939	11	15312	18917.9276	136	1	PDK1		PDK1	PDK1	0.7668	136	1
6_MACS_peak_2752_lociStitched	chr1	198886835	198907251	6	16166	16614.5408	137	1			MIR181A1	MIR181A1	NONE	137	1
2_MACS_peak_26210_lociStitched	chr5	88171021	88186627	2	15498	18246.5352	138	1	MEF2C		MEF2C	MEF2C	0.3601	138	1
6_MACS_peak_5602_lociStitched	chr11	74659216	74675735	6	15645	17870.2542	139	1	SPCS2,XRRA1	NEU3	SPCS2	SPCS2	0.5997	139	1
4_MACS_peak_12724_lociStitched	chr17	29633992	29649339	4	15118	18998.0513	140	1	NF1,EVI2B,EVI2A	OMG	EVI2B	EVI2B	0.7073	140	1
8_MACS_peak_4987_lociStitched	chr11	23590023	23609370	8	16690	14711.4588	141	1			LOC100500938	LOC100500938	NONE	141	1
7_MACS_peak_3729_lociStitched	chr10	43889323	43905761	7	11613	25082.7442	142	1	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.3806	142	1
6_MACS_peak_23453_lociStitched	chr3	160108214	160129426	6	11248	25492.5816	143	1	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	SMC4	0.6349	143	1
5_MACS_peak_26205_lociStitched	chr5	88113129	88132880	5	15549	17323.6021	144	1	MEF2C		MEF2C	MEF2C	0.3601	144	1
5_MACS_peak_32502_lociStitched	chr8	145007441	145027759	5	12458	23184.8698	145	1	PLEC,MIR661	GRINA,PARP10	PLEC	PARP10	0.5389	145	1
13_MACS_peak_28779_lociStitched	chr6	108939121	108965175	13	16289	14809.0936	146	1	FOXO3		FOXO3	FOXO3	0.6417	146	1
9_MACS_peak_27906_lociStitched	chr6	31779848	31804711	9	13617	21136.0363	147	1	HSPA1A,HSPA1B,C6orf48,SNORD48,HSPA1L	C6orf26,SNORD52,C6orf27,VARS,LSM2,NEU1,SLC44A4	HSPA1B	HSPA1B	0.8508	147	1
5_MACS_peak_18000_lociStitched	chr2	158288585	158302304	5	12662	22641.8376	148	1	CYTIP		CYTIP	CYTIP	0.7299	148	1
3_MACS_peak_26997_lociStitched	chr5	150455446	150467445	3	11226	24725.1394	149	1	TNIP1		TNIP1	TNIP1	0.5515	149	1
2_MACS_peak_7566_lociStitched	chr12	108952829	108966838	2	13986	20112.7213	150	1	ISCU,SART3	FICD,TMEM119	ISCU	ISCU	1.2295	150	1
5_MACS_peak_3903_lociStitched	chr10	63800529	63816012	5	13754	20292.0198	151	1	ARID5B		ARID5B	ARID5B	0.3251	151	1
5_MACS_peak_31974_lociStitched	chr8	95947516	95964748	5	13809	20111.4672	152	1	TP53INP1	CCNE2	TP53INP1	TP53INP1	0.7009	152	1
5_MACS_peak_18694_lociStitched	chr2	198157444	198176370	5	13613	20428.7244	153	1	ANKRD44		ANKRD44	ANKRD44	0.3682	153	1
8_MACS_peak_7650_lociStitched	chr12	111866064	111887637	8	14535	18436.2858	154	1	SH2B3		SH2B3	SH2B3	0.5002	154	1
10_MACS_peak_19874_lociStitched	chr20	46112793	46137255	10	14559	18302.4684	155	1	NCOA3		NCOA3	NCOA3	0.2426	155	1
7_MACS_peak_18256_lociStitched	chr2	173291439	173308852	7	14756	17635.8864	156	1	ITGA6		ITGA6	ITGA6	0.5514	156	1
8_MACS_peak_2122_lociStitched	chr1	157475092	157497822	8	13480	20079.682	157	1	FCRL5		FCRL5	FCRL5	0.5733	157	1
1_MACS_peak_27952_lociStitched	chr6	32935118	32943073	1	7956	27232.3515	158	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	1.2972	158	1
9_MACS_peak_13608_lociStitched	chr17	75131589	75151356	9	13515	19494.2154	159	1	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	SCARNA16	0.5821	159	1
7_MACS_peak_14033_lociStitched	chr18	33168830	33191435	7	15282	15097.8795	160	1		GALNT1	GALNT1	GALNT1	0.1387	160	1
5_MACS_peak_24124_lociStitched	chr4	2787175	2805308	5	13716	18939.9185	161	1	SH3BP2	SH3BP2,ADD1,TNIP2	SH3BP2	SH3BP2	0.5053	161	1
10_MACS_peak_32859_lociStitched	chr9	26063753	26086777	10	14217	17802.1568	162	1			TUSC1	TUSC1	NONE	162	1
5_MACS_peak_12428_lociStitched	chr17	8053620	8068179	5	11865	22171.9011	163	1	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	PER1	0.7035	163	1
3_MACS_peak_2824_lociStitched	chr1	203267450	203281264	3	11459	22678.4438	164	1	BTG2,LOC730227	FMOD	LOC730227	LOC730227	1.3845	164	1
1_MACS_peak_10270_lociStitched	chr15	65182947	65190753	1	7807	26752.7232	165	1		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.3538	165	1
3_MACS_peak_24410_lociStitched	chr4	38664548	38678951	3	14224	17509.7271	166	1	KLF3,FLJ13197		FLJ13197	FLJ13197	0.2354	166	1
4_MACS_peak_19943_lociStitched	chr20	49121176	49140481	4	13517	18826.236	167	1	PTPN1		PTPN1	PTPN1	0.355	167	1
2_MACS_peak_26924_lociStitched	chr5	142771741	142785751	2	12740	20259.861	168	1	NR3C1		NR3C1	NR3C1	0.3457	168	1
5_MACS_peak_9615_lociStitched	chr15	31516677	31531870	5	13199	19304.2258	169	1			KLF13	KLF13	0.9326	169	1
7_MACS_peak_7486_lociStitched	chr12	104320940	104337861	7	12475	20567.4755	170	1	HSP90B1,MIR3652,GNN	TDG,C12orf73	MIR3652	MIR3652	1.6938	170	1
2_MACS_peak_23348_lociStitched	chr3	151910595	151923687	2	12223	20974.6932	171	1			MBNL1	MBNL1	0.3414	171	1
5_MACS_peak_32945_lociStitched	chr9	33286911	33301333	5	11392	22230.0708	172	1	NFX1	SPINK4,CHMP5,BAG1	NFX1	BAG1	0.3927	172	1
