REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM7_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
6_MACS_peak_18772_lociStitched	chr2	202083192	202105220	6	17657	23834.296	75	1	CASP10,CASP8	CASP8	CASP8	CASP8	0.5753	75	1
6_MACS_peak_18274_lociStitched	chr2	173410384	173429932	6	17584	23950.2096	76	1	PDK1		PDK1	PDK1	0.7668	76	1
8_MACS_peak_16903_lociStitched	chr2	64863307	64889185	8	17552	32748.609	77	1	SERTAD2	LOC339807	SERTAD2	SERTAD2	1.0613	77	1
5_MACS_peak_18955_lociStitched	chr2	219742177	219763076	5	17551	39170.9957	78	1	WNT10A	WNT6,PRKAG3	WNT10A	WNT10A	1.6891	78	1
4_MACS_peak_14211_lociStitched	chr18	52973104	52991716	4	17515	21679.2576	79	1	TCF4		TCF4	TCF4	0.1616	79	1
6_MACS_peak_17708_lociStitched	chr2	127412844	127434808	6	17469	27584.5876	80	1	GYPC		GYPC	GYPC	0.6279	80	1
9_MACS_peak_2202_lociStitched	chr1	160695624	160721029	9	17267	20674.589	81	1	SLAMF7	LY9,CD48	SLAMF7	LY9	0.8045	81	1
7_MACS_peak_23035_lociStitched	chr3	129023105	129043730	7	17257	26558.8125	82	1	C3orf37,C3orf47,H1FX		C3orf47	C3orf47	0.9484	82	1
12_MACS_peak_3236_lociStitched	chr1	230276759	230313621	12	17180	21457.3702	83	1	GALNT2		GALNT2	GALNT2	0.4118	83	1
5_MACS_peak_20227_lociStitched	chr21	19147380	19169456	5	17007	19760.2276	84	1	C21orf91		C21orf91	C21orf91	0.5843	84	1
8_MACS_peak_33877_lociStitched	chr9	130526565	130549662	8	16893	34885.7088	85	1	CDK9,MIR2861,SH2D3C	TTC16,FPGS,PTRH1,TOR2A,SH2D3C	SH2D3C	PTRH1	0.5816	85	1
8_MACS_peak_4987_lociStitched	chr11	23590023	23609370	8	16690	14711.4588	86	1			LOC100500938	LOC100500938	NONE	86	1
5_MACS_peak_16004_lociStitched	chr2	16828738	16848184	5	16649	21892.3068	87	1	FAM49A		FAM49A	FAM49A	0.3212	87	1
6_MACS_peak_10200_lociStitched	chr15	63788881	63810198	6	16634	27061.9315	88	1	USP3		USP3	USP3	0.524	88	1
5_MACS_peak_26065_lociStitched	chr5	71585989	71604963	5	16572	21298.315	89	1	MRPS27	PTCD2	MRPS27	MRPS27	0.3209	89	1
2_MACS_peak_5341_lociStitched	chr11	65183382	65199940	2	16550	42719.64	90	1	NEAT1	FRMD8,MIR612,SLC25A45	NEAT1	NEAT1	2.8649	90	1
6_MACS_peak_7876_lociStitched	chr12	123366713	123388523	6	16545	26926.626	91	1	VPS37B	HIP1R	VPS37B	VPS37B	0.8052	91	1
6_MACS_peak_32935_lociStitched	chr9	33152681	33173126	6	16522	25568.517	92	1	B4GALT1		B4GALT1	B4GALT1	0.5719	92	1
7_MACS_peak_18079_lociStitched	chr2	161208314	161227907	7	16506	18111.7692	93	1	RBMS1		RBMS1	RBMS1	0.2872	93	1
10_MACS_peak_12495_lociStitched	chr17	16864353	16885657	10	16489	18249.0064	94	1	TNFRSF13B		TNFRSF13B	TNFRSF13B	0.4454	94	1
2_MACS_peak_3286_lociStitched	chr1	234729560	234749457	2	16400	49223.1883	95	1	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	3.0421	95	1
7_MACS_peak_21372_lociStitched	chr22	50962707	50987467	7	16356	33990.528	96	1	NCAPH2,KLHDC7B,SCO2,TYMP,ODF3B	ADM2,MIOX,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	1.7161	96	1
5_MACS_peak_22363_lociStitched	chr3	69128277	69145757	5	16346	20393.916	97	1	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	MIR3136	1.2746	97	1
7_MACS_peak_11754_lociStitched	chr16	56963489	56981261	7	16326	24457.8264	98	1	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	1.1534	98	1
13_MACS_peak_28779_lociStitched	chr6	108939121	108965175	13	16289	14809.0936	99	1	FOXO3		FOXO3	FOXO3	0.6417	99	1
5_MACS_peak_2015_lociStitched	chr1	154925762	154949371	5	16261	37165.2878	100	1	CKS1B,MIR4258,PBXIP1,PYGO2,SHC1	FLAD1,LENEP,ZBTB7B,PMVK	PYGO2	PYGO2	1.0754	100	1
6_MACS_peak_2752_lociStitched	chr1	198886835	198907251	6	16166	16614.5408	101	1			MIR181A1	MIR181A1	NONE	101	1
7_MACS_peak_745_lociStitched	chr1	40236372	40258816	7	16114	20462.1948	102	1	BMP8B,OXCT2	PPIE	BMP8B	BMP8B	0.5908	102	1
6_MACS_peak_16342_lociStitched	chr2	37570640	37588931	6	16077	22035.1677	103	1	QPCT	PRKD3	QPCT	QPCT	0.832	103	1
7_MACS_peak_11428_lociStitched	chr16	22195164	22219848	7	16071	30956.2044	104	1	EEF2K		EEF2K	EEF2K	0.1745	104	1
4_MACS_peak_18668_lociStitched	chr2	197023181	197042868	4	16068	20350.4519	105	1	STK17B		STK17B	STK17B	0.4967	105	1
7_MACS_peak_22184_lociStitched	chr3	53194503	53215420	7	15824	19697.5389	106	1	PRKCD	RFT1	PRKCD	PRKCD	0.6566	106	1
7_MACS_peak_20843_lociStitched	chr22	29181187	29199292	7	15753	26188.8825	107	1	CCDC117,XBP1	HSCB,CHEK2	XBP1	XBP1	1.4639	107	1
3_MACS_peak_30056_lociStitched	chr7	50343716	50361953	3	15750	20828.4777	108	1	IKZF1		IKZF1	IKZF1	0.3847	108	1
6_MACS_peak_5602_lociStitched	chr11	74659216	74675735	6	15645	17870.2542	109	1	SPCS2,XRRA1	NEU3	SPCS2	SPCS2	0.5997	109	1
8_MACS_peak_23856_lociStitched	chr3	186703533	186725185	8	15564	25759.3844	110	1	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	0.5233	110	1
9_MACS_peak_2451_lociStitched	chr1	175142859	175165543	9	15552	19487.8244	111	1	KIAA0040		KIAA0040	KIAA0040	0.5655	111	1
5_MACS_peak_26205_lociStitched	chr5	88113129	88132880	5	15549	17323.6021	112	1	MEF2C		MEF2C	MEF2C	0.3601	112	1
2_MACS_peak_26210_lociStitched	chr5	88171021	88186627	2	15498	18246.5352	113	1	MEF2C		MEF2C	MEF2C	0.3601	113	1
5_MACS_peak_24446_lociStitched	chr4	40194196	40210335	5	15328	24787.8901	114	1	RHOH		RHOH	RHOH	0.5291	114	1
11_MACS_peak_18280_lociStitched	chr2	173443481	173472939	11	15312	18917.9276	115	1	PDK1		PDK1	PDK1	0.7668	115	1
7_MACS_peak_14033_lociStitched	chr18	33168830	33191435	7	15282	15097.8795	116	1		GALNT1	GALNT1	GALNT1	0.1387	116	1
4_MACS_peak_12724_lociStitched	chr17	29633992	29649339	4	15118	18998.0513	117	1	NF1,EVI2B,EVI2A	OMG	EVI2B	EVI2B	0.7073	117	1
5_MACS_peak_29116_lociStitched	chr6	137523178	137541647	5	15053	19935.4386	118	1	IFNGR1	IL22RA2	IFNGR1	IFNGR1	0.7048	118	1
5_MACS_peak_18309_lociStitched	chr2	174814495	174831542	5	14832	25488.6744	119	1	SP3		SP3	SP3	0.5827	119	1
6_MACS_peak_14829_lociStitched	chr19	12885872	12907571	6	14811	29421.6741	120	1	JUNB,HOOK2	ASNA1,BEST2,RNASEH2A,MAST1,C19orf43,PRDX2,RTBDN	JUNB	JUNB	1.7788	120	1
6_MACS_peak_32235_lociStitched	chr8	124034170	124055296	6	14791	22742.139	121	1	DERL1	WDR67	DERL1	DERL1	0.6466	121	1
7_MACS_peak_9774_lociStitched	chr15	40833831	40851697	7	14782	14676.919	122	1	C15orf57	RPUSD2,CASC5,MRPL42P5	C15orf57	C15orf57	1.0074	122	1
13_MACS_peak_27346_lociStitched	chr6	312125	339299	13	14765	14505.4812	123	1	DUSP22		DUSP22	DUSP22	0.5752	123	1
7_MACS_peak_18256_lociStitched	chr2	173291439	173308852	7	14756	17635.8864	124	1	ITGA6		ITGA6	ITGA6	0.5514	124	1
5_MACS_peak_19080_lociStitched	chr2	231726191	231743656	5	14718	22493.1735	125	1	ITM2C	GPR55	ITM2C	ITM2C	1.0211	125	1
5_MACS_peak_11226_lociStitched	chr16	11821422	11838065	5	14676	15516.2689	126	1	TXNDC11		TXNDC11	TXNDC11	0.4957	126	1
9_MACS_peak_28841_lociStitched	chr6	109392914	109418028	9	14647	15726.3868	127	1	CEP57L1,SESN1	CEP57L1	SESN1	SESN1	0.2683	127	1
10_MACS_peak_19874_lociStitched	chr20	46112793	46137255	10	14559	18302.4684	128	1	NCOA3		NCOA3	NCOA3	0.2426	128	1
8_MACS_peak_7650_lociStitched	chr12	111866064	111887637	8	14535	18436.2858	129	1	SH2B3		SH2B3	SH2B3	0.5002	129	1
9_MACS_peak_6882_lociStitched	chr12	51312021	51329165	9	14474	13718.6288	130	1	METTL7A	HIGD1C	METTL7A	METTL7A	0.7303	130	1
4_MACS_peak_33887_lociStitched	chr9	130660763	130680915	4	14341	34302.7344	131	1	ST6GALNAC6,ST6GALNAC4	ENG,AK1,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	ST6GALNAC4	1.7145	131	1
5_MACS_peak_10938_lociStitched	chr15	101458370	101475809	5	14316	15215.5275	132	1	LRRK1	ALDH1A3	LRRK1	LRRK1	0.297	132	1
4_MACS_peak_4867_lociStitched	chr11	10323933	10344833	4	14228	16830.77	133	1	ADM	SBF2	ADM	ADM	0.8276	133	1
7_MACS_peak_18230_lociStitched	chr2	172170271	172192060	7	14226	21429.4815	134	1	METTL8		TLK1	TLK1	NONE	134	1
3_MACS_peak_24410_lociStitched	chr4	38664548	38678951	3	14224	17509.7271	135	1	KLF3,FLJ13197		FLJ13197	FLJ13197	0.2354	135	1
10_MACS_peak_32859_lociStitched	chr9	26063753	26086777	10	14217	17802.1568	136	1			TUSC1	TUSC1	NONE	136	1
7_MACS_peak_34023_lociStitched	chr9	134593854	134615524	7	14146	25850.143	137	1	RAPGEF1	RAPGEF1	RAPGEF1	RAPGEF1	0.5154	137	1
2_MACS_peak_7566_lociStitched	chr12	108952829	108966838	2	13986	20112.7213	138	1	ISCU,SART3	FICD,TMEM119	ISCU	ISCU	1.2295	138	1
4_MACS_peak_14455_lociStitched	chr19	2081707	2098050	4	13979	22772.3362	139	1	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	MOBKL2A	0.7181	139	1
7_MACS_peak_14869_lociStitched	chr19	13943828	13962096	7	13853	27323.4476	140	1	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	1.0762	140	1
5_MACS_peak_31974_lociStitched	chr8	95947516	95964748	5	13809	20111.4672	141	1	TP53INP1	CCNE2	TP53INP1	TP53INP1	0.7009	141	1
4_MACS_peak_27360_lociStitched	chr6	389184	403840	4	13763	13659.392	142	1	IRF4		IRF4	IRF4	0.5936	142	1
2_MACS_peak_6410_lociStitched	chr12	12866199	12879956	2	13757	34117.36	143	1	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	CDKN1B	2.2907	143	1
5_MACS_peak_3903_lociStitched	chr10	63800529	63816012	5	13754	20292.0198	144	1	ARID5B		ARID5B	ARID5B	0.3251	144	1
6_MACS_peak_11570_lociStitched	chr16	29815704	29837072	6	13717	22697.0896	145	1	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	C16orf53	0.7903	145	1
5_MACS_peak_24124_lociStitched	chr4	2787175	2805308	5	13716	18939.9185	146	1	SH3BP2	SH3BP2,ADD1,TNIP2	SH3BP2	SH3BP2	0.5053	146	1
5_MACS_peak_18268_lociStitched	chr2	173346142	173362231	5	13677	14772.9198	147	1	ITGA6		ITGA6	ITGA6	0.5514	147	1
8_MACS_peak_6350_lociStitched	chr12	9865307	9886363	8	13629	13454.784	148	1	CLECL1	CLEC2D,CD69	CLECL1	CLECL1	0.5841	148	1
9_MACS_peak_27906_lociStitched	chr6	31779848	31804711	9	13617	21136.0363	149	1	HSPA1A,HSPA1B,C6orf48,SNORD48,HSPA1L	C6orf26,SNORD52,C6orf27,VARS,LSM2,NEU1,SLC44A4	HSPA1B	HSPA1B	0.8508	149	1
5_MACS_peak_18694_lociStitched	chr2	198157444	198176370	5	13613	20428.7244	150	1	ANKRD44		ANKRD44	ANKRD44	0.3682	150	1
4_MACS_peak_33337_lociStitched	chr9	91918741	91936235	4	13569	31354.4962	151	1	CKS2,MIR3153,SECISBP2		MIR3153	MIR3153	1.5723	151	1
3_MACS_peak_23939_lociStitched	chr3	192604127	192617874	3	13546	23855.1691	152	1	C3orf59		C3orf59	C3orf59	0.5124	152	1
4_MACS_peak_1726_lociStitched	chr1	145208210	145227204	4	13521	17955.0282	153	1	NOTCH2NL		NOTCH2NL	NOTCH2NL	0.5526	153	1
4_MACS_peak_19943_lociStitched	chr20	49121176	49140481	4	13517	18826.236	154	1	PTPN1		PTPN1	PTPN1	0.355	154	1
9_MACS_peak_13608_lociStitched	chr17	75131589	75151356	9	13515	19494.2154	155	1	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	SCARNA16	0.5821	155	1
8_MACS_peak_2122_lociStitched	chr1	157475092	157497822	8	13480	20079.682	156	1	FCRL5		FCRL5	FCRL5	0.5733	156	1
10_MACS_peak_23544_lociStitched	chr3	171771730	171788947	10	13428	9934.209	157	1	FNDC3B		FNDC3B	FNDC3B	0.5026	157	1
5_MACS_peak_26428_lociStitched	chr5	109024114	109038767	5	13422	17124.9611	158	1	MAN2A1		MAN2A1	MAN2A1	0.2031	158	1
5_MACS_peak_9738_lociStitched	chr15	40212545	40234708	5	13388	24142.1559	159	1	EIF2AK4,GPR176		EIF2AK4	EIF2AK4	0.3592	159	1
2_MACS_peak_27201_lociStitched	chr5	173310741	173324173	2	13362	15008.9168	160	1	CPEB4		CPEB4	CPEB4	0.4455	160	1
4_MACS_peak_10236_lociStitched	chr15	64443306	64459889	4	13337	13559.9191	161	1	SNX22,PPIB,CSNK1G1		PPIB	PPIB	0.791	161	1
3_MACS_peak_18598_lociStitched	chr2	191321669	191335497	3	13309	16640.6152	162	1	MFSD6		MFSD6	MFSD6	0.3605	162	1
9_MACS_peak_22522_lociStitched	chr3	98448378	98469632	9	13269	15062.7098	163	1	ST3GAL6		ST3GAL6	ST3GAL6	0.5919	163	1
7_MACS_peak_16874_lociStitched	chr2	64497238	64517299	7	13248	17172.216	164	1			LOC150992	LOC150992	0.3883	164	1
10_MACS_peak_16182_lociStitched	chr2	27374686	27393590	10	13247	13230.9096	165	1	TCF23	ABHD1,C2orf28,CAD,CGREF1,PREB,C2orf53,SLC5A6	TCF23	C2orf28	0.8608	165	1
5_MACS_peak_9615_lociStitched	chr15	31516677	31531870	5	13199	19304.2258	166	1			KLF13	KLF13	0.9326	166	1
2_MACS_peak_6544_lociStitched	chr12	26266173	26280478	2	13182	25847.7045	167	1	BHLHE41		BHLHE41	BHLHE41	1.5237	167	1
4_MACS_peak_30303_lociStitched	chr7	78113067	78127871	4	13130	13188.8836	168	1	MAGI2		RPL13AP17	RPL13AP17	NONE	168	1
4_MACS_peak_27093_lociStitched	chr5	156964816	156983060	4	13100	15370.57	169	1	ADAM19		ADAM19	ADAM19	0.4208	169	1
8_MACS_peak_25710_lociStitched	chr5	32581062	32598566	8	13085	17537.2576	170	1	SUB1		SUB1	SUB1	0.7021	170	1
8_MACS_peak_25617_lociStitched	chr5	14204926	14230479	8	13082	15147.8184	171	1	TRIO		TRIO	TRIO	0.1341	171	1
3_MACS_peak_13034_lociStitched	chr17	43296623	43313263	3	13031	25144.704	172	1	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	0.8766	172	1
4_MACS_peak_24773_lociStitched	chr4	90210694	90224483	4	13010	18950.2227	173	1	GPRIN3		GPRIN3	GPRIN3	0.3531	173	1
