REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM7_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
5_MACS_peak_18955_lociStitched	chr2	219742177	219763076	5	17551	39170.9957	15	1	WNT10A	WNT6,PRKAG3	WNT10A	15	1
7_MACS_peak_10460_lociStitched	chr15	75063566	75093343	7	24039	38793.4756	16	1	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1,ULK3	CSK	16	1
8_MACS_peak_6312_lociStitched	chr12	7052082	7081235	8	23586	38041.7497	17	1	C12orf57,PTPN6,MIR200C,MIR141,EMG1,PHB2,SCARNA12	LRRC23,ENO2,ATN1,LPCAT3	MIR200C	17	1
8_MACS_peak_9626_lociStitched	chr15	31630843	31660627	8	24580	37605.2784	18	1	KLF13		KLF13	18	1
10_MACS_peak_23554_lociStitched	chr3	171801552	171833971	10	28438	37537.9601	19	1	FNDC3B		FNDC3B	19	1
5_MACS_peak_10732_lociStitched	chr15	89164382	89185723	5	19261	37532.4167	20	1	AEN,ISG20	MIR1179,MIR7-2	ISG20	20	1
5_MACS_peak_2015_lociStitched	chr1	154925762	154949371	5	16261	37165.2878	21	1	CKS1B,MIR4258,PBXIP1,PYGO2,SHC1	FLAD1,LENEP,ZBTB7B,PMVK	PYGO2	21	1
11_MACS_peak_1592_lociStitched	chr1	118192668	118230769	11	26557	36134.9884	22	1		FAM46C	FAM46C	22	1
9_MACS_peak_32770_lociStitched	chr9	20351193	20385035	9	27338	35493.4896	23	1	MLLT3		MLLT3	23	1
5_MACS_peak_16863_lociStitched	chr2	64430457	64456628	5	19697	35435.534	24	1	LOC150992		LOC150992	24	1
10_MACS_peak_23745_lociStitched	chr3	183224658	183260736	10	27650	35356.44	25	1	KLHL6		KLHL6	25	1
3_MACS_peak_27470_lociStitched	chr6	7894848	7921531	3	25350	34965.4032	26	1	MUTED-TXNDC5,TXNDC5		TXNDC5	26	1
8_MACS_peak_33877_lociStitched	chr9	130526565	130549662	8	16893	34885.7088	27	1	CDK9,MIR2861,SH2D3C	TTC16,FPGS,PTRH1,TOR2A,SH2D3C	SH2D3C	27	1
4_MACS_peak_33887_lociStitched	chr9	130660763	130680915	4	14341	34302.7344	28	1	ST6GALNAC6,ST6GALNAC4	ENG,AK1,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	28	1
2_MACS_peak_6410_lociStitched	chr12	12866199	12879956	2	13757	34117.36	29	1	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	29	1
6_MACS_peak_16766_lociStitched	chr2	60756661	60783409	6	21014	34047.5292	30	1	BCL11A		BCL11A	30	1
7_MACS_peak_21372_lociStitched	chr22	50962707	50987467	7	16356	33990.528	31	1	NCAPH2,KLHDC7B,SCO2,TYMP,ODF3B	ADM2,MIOX,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	31	1
4_MACS_peak_2965_lociStitched	chr1	207988826	208006303	4	11448	33166.1029	32	1	LOC148696	MIR29C,MIR29B2	LOC148696	32	1
8_MACS_peak_16903_lociStitched	chr2	64863307	64889185	8	17552	32748.609	33	1	SERTAD2	LOC339807	SERTAD2	33	1
5_MACS_peak_17266_lociStitched	chr2	87794206	87822790	5	25525	32694.3792	34	1	NCRNA00152		NCRNA00152	34	1
1_MACS_peak_17046_lociStitched	chr2	70309810	70318127	1	8318	32166.8292	35	1	PCBP1,LOC400960	LOC100133985	LOC400960	35	1
11_MACS_peak_28636_lociStitched	chr6	90046944	90085837	11	26751	31970.046	36	1	UBE2J1,RRAGD	GABRR2	UBE2J1	36	1
10_MACS_peak_7568_lociStitched	chr12	109007042	109035268	10	22723	31841.7506	37	1	SELPLG	TMEM119	SELPLG	37	1
14_MACS_peak_26283_lociStitched	chr5	95258952	95298839	14	28594	31654.3232	38	1	ELL2		ELL2	38	1
13_MACS_peak_22691_lociStitched	chr3	112039051	112072578	13	29279	31542.2016	39	1	CD200	SLC9A10	CD200	39	1
3_MACS_peak_15989_lociStitched	chr2	13786863	13807499	3	20502	31368.7836	40	1			MIR3125	40	1
4_MACS_peak_33337_lociStitched	chr9	91918741	91936235	4	13569	31354.4962	41	1	CKS2,MIR3153,SECISBP2		MIR3153	41	1
3_MACS_peak_15318_lociStitched	chr19	39888351	39902998	3	13003	31189.3218	42	1	MED29,ZFP36	PLEKHG2,SUPT5H,PAF1,RPS16	ZFP36	42	1
7_MACS_peak_11428_lociStitched	chr16	22195164	22219848	7	16071	30956.2044	43	1	EEF2K		EEF2K	43	1
5_MACS_peak_16063_lociStitched	chr2	20403550	20432309	5	24506	30869.9106	44	1	SDC1		SDC1	44	1
8_MACS_peak_16921_lociStitched	chr2	65140061	65167849	8	23214	30486.2148	45	1	LOC400958	SLC1A4	LOC400958	45	1
11_MACS_peak_20711_lociStitched	chr22	23260287	23286273	11	21029	30190.5348	46	1		IGLL5	IGLL5	46	1
2_MACS_peak_2822_lociStitched	chr1	203254917	203263128	2	7998	30149.9709	47	1		BTG2,LOC730227	LOC730227	47	1
13_MACS_peak_3047_lociStitched	chr1	218517722	218551452	13	25793	29915.137	48	1	TGFB2		TGFB2	48	1
6_MACS_peak_14829_lociStitched	chr19	12885872	12907571	6	14811	29421.6741	49	1	JUNB,HOOK2	ASNA1,BEST2,RNASEH2A,MAST1,C19orf43,PRDX2,RTBDN	JUNB	49	1
1_MACS_peak_7934_lociStitched	chr12	125395740	125406980	1	11241	29157.684	50	1	UBC	SCARB1	UBC	50	1
6_MACS_peak_16335_lociStitched	chr2	37528472	37553868	6	18225	29154.608	51	1	PRKD3	QPCT	PRKD3	51	1
11_MACS_peak_16658_lociStitched	chr2	54776852	54807877	11	19849	28713.6375	52	1	SPTBN1	RPL23AP32	SPTBN1	52	1
11_MACS_peak_26803_lociStitched	chr5	139027271	139058142	11	25337	28682.2461	53	1	CXXC5		CXXC5	53	1
2_MACS_peak_10855_lociStitched	chr15	93439304	93452118	2	10190	27988.3388	54	1	LOC100507217,CHD2,MIR3175		MIR3175	54	1
9_MACS_peak_20544_lociStitched	chr21	45552815	45581242	9	18451	27844.2465	55	1	C21orf33	PWP2	C21orf33	55	1
14_MACS_peak_12049_lociStitched	chr16	81841676	81875745	14	21547	27752.6074	56	1	PLCG2		PLCG2	56	1
6_MACS_peak_17708_lociStitched	chr2	127412844	127434808	6	17469	27584.5876	57	1	GYPC		GYPC	57	1
15_MACS_peak_30089_lociStitched	chr7	55569361	55603846	15	23529	27522.4785	58	1	VOPP1		VOPP1	58	1
6_MACS_peak_10032_lociStitched	chr15	52963703	52976893	6	10181	27402.225	59	1	KIAA1370		KIAA1370	59	1
5_MACS_peak_1981_lociStitched	chr1	154370636	154394717	5	19067	27348.7917	60	1	IL6R		IL6R	60	1
7_MACS_peak_14869_lociStitched	chr19	13943828	13962096	7	13853	27323.4476	61	1	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	61	1
7_MACS_peak_30952_lociStitched	chr7	137660101	137688051	7	24948	27242.865	62	1	CREB3L2		CREB3L2	62	1
1_MACS_peak_27952_lociStitched	chr6	32935118	32943073	1	7956	27232.3515	63	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	63	1
6_MACS_peak_10200_lociStitched	chr15	63788881	63810198	6	16634	27061.9315	64	1	USP3		USP3	64	1
6_MACS_peak_774_lociStitched	chr1	40846633	40870729	6	20414	27009.2064	65	1	SMAP2	ZNF643	SMAP2	65	1
6_MACS_peak_7876_lociStitched	chr12	123366713	123388523	6	16545	26926.626	66	1	VPS37B	HIP1R	VPS37B	66	1
4_MACS_peak_6801_lociStitched	chr12	48195512	48214588	4	18044	26771.2584	67	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	67	1
1_MACS_peak_10270_lociStitched	chr15	65182947	65190753	1	7807	26752.7232	68	1		PLEKHO2,ANKDD1A	ANKDD1A	68	1
6_MACS_peak_15973_lociStitched	chr2	13670586	13694320	6	19174	26605.814	69	1			MIR3125	69	1
7_MACS_peak_23035_lociStitched	chr3	129023105	129043730	7	17257	26558.8125	70	1	C3orf37,C3orf47,H1FX		C3orf47	70	1
2_MACS_peak_19860_lociStitched	chr20	45976150	45990187	2	12912	26448.5154	71	1	ZMYND8	LOC100131496	ZMYND8	71	1
5_MACS_peak_5923_lociStitched	chr11	111230450	111251583	5	19762	26382.4372	72	1	POU2AF1		POU2AF1	72	1
7_MACS_peak_20843_lociStitched	chr22	29181187	29199292	7	15753	26188.8825	73	1	CCDC117,XBP1	HSCB,CHEK2	XBP1	73	1
7_MACS_peak_26648_lociStitched	chr5	131745620	131774234	7	20835	26067.354	74	1	C5orf56	SLC22A5,MIR3936	C5orf56	74	1
7_MACS_peak_5352_lociStitched	chr11	65254462	65278389	7	18670	26042.1468	75	1	MALAT1	MIR612,SCYL1,LTBP3	MALAT1	75	1
9_MACS_peak_21012_lociStitched	chr22	37614458	37642319	9	19925	25972.0242	76	1	RAC2	CYTH4,C1QTNF6,SSTR3	RAC2	76	1
7_MACS_peak_34023_lociStitched	chr9	134593854	134615524	7	14146	25850.143	77	1	RAPGEF1	RAPGEF1	RAPGEF1	77	1
2_MACS_peak_6544_lociStitched	chr12	26266173	26280478	2	13182	25847.7045	78	1	BHLHE41		BHLHE41	78	1
1_MACS_peak_10516_lociStitched	chr15	75742034	75749032	1	6999	25782.0316	79	1	SIN3A		SIN3A	79	1
8_MACS_peak_23856_lociStitched	chr3	186703533	186725185	8	15564	25759.3844	80	1	ST6GAL1	ST6GAL1	ST6GAL1	80	1
13_MACS_peak_16840_lociStitched	chr2	64340944	64372524	13	21209	25699.804	81	1	PELI1		PELI1	81	1
6_MACS_peak_32935_lociStitched	chr9	33152681	33173126	6	16522	25568.517	82	1	B4GALT1		B4GALT1	82	1
5_MACS_peak_33631_lociStitched	chr9	112904508	112927532	5	22321	25556.64	83	1	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	83	1
6_MACS_peak_23453_lociStitched	chr3	160108214	160129426	6	11248	25492.5816	84	1	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	84	1
5_MACS_peak_18309_lociStitched	chr2	174814495	174831542	5	14832	25488.6744	85	1	SP3		SP3	85	1
4_MACS_peak_32793_lociStitched	chr9	20457399	20481306	4	20831	25449.0015	86	1	MLLT3		MLLT3	86	1
13_MACS_peak_25888_lociStitched	chr5	56108999	56138498	13	20618	25230.4947	87	1	MAP3K1		MAP3K1	87	1
3_MACS_peak_13034_lociStitched	chr17	43296623	43313263	3	13031	25144.704	88	1	FMNL1	LOC100133991,C17orf46	FMNL1	88	1
5_MACS_peak_17717_lociStitched	chr2	127830839	127855730	5	20051	25100.0844	89	1	BIN1		BIN1	89	1
7_MACS_peak_3729_lociStitched	chr10	43889323	43905761	7	11613	25082.7442	90	1	HNRNPF	FXYD4,ZNF487P	HNRNPF	90	1
5_MACS_peak_9693_lociStitched	chr15	37319963	37341390	5	18169	24923.8864	91	1	MEIS2		MEIS2	91	1
5_MACS_peak_24446_lociStitched	chr4	40194196	40210335	5	15328	24787.8901	92	1	RHOH		RHOH	92	1
10_MACS_peak_17543_lociStitched	chr2	112182120	112212904	10	24860	24768.8064	93	1	LOC541471		LOC541471	93	1
3_MACS_peak_26997_lociStitched	chr5	150455446	150467445	3	11226	24725.1394	94	1	TNIP1		TNIP1	94	1
7_MACS_peak_11754_lociStitched	chr16	56963489	56981261	7	16326	24457.8264	95	1	HERPUD1	CETP,NLRC5	HERPUD1	95	1
18_MACS_peak_23564_lociStitched	chr3	171840053	171879533	18	28591	24394.692	96	1	FNDC3B		FNDC3B	96	1
10_MACS_peak_27309_lociStitched	chr5	180221709	180249016	10	17784	24357.844	97	1	MGAT1	LOC729678,ZFP62	MGAT1	97	1
3_MACS_peak_22603_lociStitched	chr3	104228379	104246546	3	12886	24338.3299	98	1			MIR548A3	98	1
3_MACS_peak_12286_lociStitched	chr17	2294683	2306095	3	8479	24333.8076	99	1	MNT	LOC284009	MNT	99	1
5_MACS_peak_9738_lociStitched	chr15	40212545	40234708	5	13388	24142.1559	100	1	EIF2AK4,GPR176		EIF2AK4	100	1
6_MACS_peak_18274_lociStitched	chr2	173410384	173429932	6	17584	23950.2096	101	1	PDK1		PDK1	101	1
8_MACS_peak_4224_lociStitched	chr10	92955336	92982304	8	18972	23912.5256	102	1	PCGF5	NUDT9P1	PCGF5	102	1
10_MACS_peak_23582_lociStitched	chr3	171888096	171914438	10	24037	23881.6572	103	1	FNDC3B		FNDC3B	103	1
3_MACS_peak_23939_lociStitched	chr3	192604127	192617874	3	13546	23855.1691	104	1	C3orf59		C3orf59	104	1
6_MACS_peak_18772_lociStitched	chr2	202083192	202105220	6	17657	23834.296	105	1	CASP10,CASP8	CASP8	CASP8	105	1
9_MACS_peak_25667_lociStitched	chr5	26860410	26890746	9	24956	23258.6112	106	1	CDH9		CDH9	106	1
3_MACS_peak_3587_lociStitched	chr10	22595598	22616339	3	18310	23217.4754	107	1	COMMD3,BMI1	SPAG6	COMMD3	107	1
6_MACS_peak_21426_lociStitched	chr3	5223138	5243153	6	17970	23207.3925	108	1	EDEM1		EDEM1	108	1
5_MACS_peak_32502_lociStitched	chr8	145007441	145027759	5	12458	23184.8698	109	1	PLEC,MIR661	GRINA,PARP10	PLEC	109	1
4_MACS_peak_28729_lociStitched	chr6	106531542	106555476	4	21157	23146.5714	110	1	PRDM1		PRDM1	110	1
5_MACS_peak_32285_lociStitched	chr8	126285655	126308529	5	17831	22780.2166	111	1	NSMCE2		TRIB1	111	1
4_MACS_peak_14455_lociStitched	chr19	2081707	2098050	4	13979	22772.3362	112	1	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	112	1
6_MACS_peak_1096_lociStitched	chr1	66796763	66818664	6	17707	22759.5192	113	1	PDE4B		PDE4B	113	1
6_MACS_peak_32235_lociStitched	chr8	124034170	124055296	6	14791	22742.139	114	1	DERL1	WDR67	DERL1	114	1
6_MACS_peak_11570_lociStitched	chr16	29815704	29837072	6	13717	22697.0896	115	1	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	115	1
3_MACS_peak_2824_lociStitched	chr1	203267450	203281264	3	11459	22678.4438	116	1	BTG2,LOC730227	FMOD	LOC730227	116	1
5_MACS_peak_18000_lociStitched	chr2	158288585	158302304	5	12662	22641.8376	117	1	CYTIP		CYTIP	117	1
9_MACS_peak_29660_lociStitched	chr7	8006763	8031503	9	22897	22627.204	118	1	GLCCI1		GLCCI1	118	1
3_MACS_peak_12376_lociStitched	chr17	6915012	6927211	3	8081	22610.8465	119	1	RNASEK,C17orf49,BCL6B,MIR195,MIR497	ALOX12,SLC16A13,SLC16A11	MIR195	119	1
3_MACS_peak_24846_lociStitched	chr4	103741457	103750835	3	8712	22555.9656	120	1	UBE2D3	CISD2	UBE2D3	120	1
5_MACS_peak_19080_lociStitched	chr2	231726191	231743656	5	14718	22493.1735	121	1	ITM2C	GPR55	ITM2C	121	1
2_MACS_peak_10411_lociStitched	chr15	72765170	72769828	2	4388	22344.8918	122	1	ARIH1		ARIH1	122	1
9_MACS_peak_27002_lociStitched	chr5	150510572	150537898	9	22560	22240.6314	123	1	ANXA6	TNIP1	ANXA6	123	1
5_MACS_peak_32945_lociStitched	chr9	33286911	33301333	5	11392	22230.0708	124	1	NFX1	SPINK4,CHMP5,BAG1	NFX1	124	1
5_MACS_peak_12428_lociStitched	chr17	8053620	8068179	5	11865	22171.9011	125	1	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	125	1
5_MACS_peak_15963_lociStitched	chr2	11883314	11897942	5	11292	22110.222	126	1	LPIN1		LPIN1	126	1
2_MACS_peak_16452_lociStitched	chr2	43445228	43455464	2	10212	22059.6036	127	1	LOC100129726,ZFP36L2		ZFP36L2	127	1
6_MACS_peak_16342_lociStitched	chr2	37570640	37588931	6	16077	22035.1677	128	1	QPCT	PRKD3	QPCT	128	1
11_MACS_peak_6140_lociStitched	chr11	128585588	128611892	11	18696	21953.3184	129	1	FLI1		FLI1	129	1
5_MACS_peak_16004_lociStitched	chr2	16828738	16848184	5	16649	21892.3068	130	1	FAM49A		FAM49A	130	1
3_MACS_peak_30609_lociStitched	chr7	104649817	104659293	3	9425	21791.9572	131	1	MLL5,LOC100216545		LOC100216545	131	1
8_MACS_peak_16890_lociStitched	chr2	64749568	64767371	8	10320	21726.7812	132	1	AFTPH		AFTPH	132	1
4_MACS_peak_14211_lociStitched	chr18	52973104	52991716	4	17515	21679.2576	133	1	TCF4		TCF4	133	1
2_MACS_peak_2163_lociStitched	chr1	159887415	159896056	2	8192	21620.6461	134	1	TAGLN2	CCDC19,IGSF9,SLAMF9	TAGLN2	134	1
12_MACS_peak_3236_lociStitched	chr1	230276759	230313621	12	17180	21457.3702	135	1	GALNT2		GALNT2	135	1
2_MACS_peak_33206_lociStitched	chr9	74973418	74981313	2	6221	21444.399	136	1	ZFAND5		ZFAND5	136	1
7_MACS_peak_18230_lociStitched	chr2	172170271	172192060	7	14226	21429.4815	137	1	METTL8		TLK1	137	1
4_MACS_peak_27897_lociStitched	chr6	31694563	31708756	4	10425	21354.7878	138	1	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	138	1
2_MACS_peak_3186_lociStitched	chr1	228268823	228279489	2	9631	21341.5994	139	1	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	139	1
5_MACS_peak_26065_lociStitched	chr5	71585989	71604963	5	16572	21298.315	140	1	MRPS27	PTCD2	MRPS27	140	1
1_MACS_peak_14286_lociStitched	chr18	60821211	60831467	1	10257	21294.5328	141	1	BCL2		BCL2	141	1
2_MACS_peak_32634_lociStitched	chr9	3522074	3529111	2	5999	21246.8141	142	1	RFX3		RFX3	142	1
1_MACS_peak_18950_lociStitched	chr2	219431931	219436293	1	4363	21218.949	143	1	RQCD1,USP37	PLCD4	RQCD1	143	1
4_MACS_peak_659_lociStitched	chr1	36614150	36628839	4	10050	21199.1648	144	1	MAP7D1,TRAPPC3	COL8A2	MAP7D1	144	1
9_MACS_peak_27906_lociStitched	chr6	31779848	31804711	9	13617	21136.0363	145	1	HSPA1A,HSPA1B,C6orf48,SNORD48,HSPA1L	C6orf26,SNORD52,C6orf27,VARS,LSM2,NEU1,SLC44A4	HSPA1B	145	1
2_MACS_peak_33192_lociStitched	chr9	73026058	73036979	2	7884	21009.8198	146	1	KLF9		KLF9	146	1
2_MACS_peak_23348_lociStitched	chr3	151910595	151923687	2	12223	20974.6932	147	1			MBNL1	147	1
5_MACS_peak_2423_lociStitched	chr1	174127342	174143997	5	11722	20935.335	148	1	RABGAP1L		RABGAP1L	148	1
15_MACS_peak_22882_lociStitched	chr3	121540062	121574255	15	19878	20898.7616	149	1	EAF2,IQCB1	SLC15A2	EAF2	149	1
8_MACS_peak_22531_lociStitched	chr3	98475790	98498736	8	19918	20855.6194	150	1	ST3GAL6		ST3GAL6	150	1
3_MACS_peak_30056_lociStitched	chr7	50343716	50361953	3	15750	20828.4777	151	1	IKZF1		IKZF1	151	1
5_MACS_peak_5640_lociStitched	chr11	76777228	76802412	5	19888	20786.8736	152	1	CAPN5	B3GNT6,OMP,MYO7A	CAPN5	152	1
3_MACS_peak_18427_lociStitched	chr2	182168630	182179852	3	11163	20783.144	153	1			ITGA4	153	1
1_MACS_peak_6532_lociStitched	chr12	25534750	25540636	1	5887	20752.2702	154	1			KRAS	154	1
9_MACS_peak_2202_lociStitched	chr1	160695624	160721029	9	17267	20674.589	155	1	SLAMF7	LY9,CD48	SLAMF7	155	1
4_MACS_peak_1840_lociStitched	chr1	150572655	150587131	4	9898	20629.7476	156	1		MIR4257,MCL1,ENSA	ENSA	156	1
3_MACS_peak_2738_lociStitched	chr1	197737473	197752722	3	11341	20627.3223	157	1	DENND1B		DENND1B	157	1
2_MACS_peak_22266_lociStitched	chr3	57577688	57585664	2	7959	20578.08	158	1	ARF4	PDE12,DNAH12	ARF4	158	1
7_MACS_peak_7486_lociStitched	chr12	104320940	104337861	7	12475	20567.4755	159	1	HSP90B1,MIR3652,GNN	TDG,C12orf73	MIR3652	159	1
2_MACS_peak_33970_lociStitched	chr9	132646131	132653345	2	6698	20497.8596	160	1	FNBP1	USP20,C9orf78	USP20	160	1
7_MACS_peak_745_lociStitched	chr1	40236372	40258816	7	16114	20462.1948	161	1	BMP8B,OXCT2	PPIE	BMP8B	161	1
5_MACS_peak_18694_lociStitched	chr2	198157444	198176370	5	13613	20428.7244	162	1	ANKRD44		ANKRD44	162	1
5_MACS_peak_22363_lociStitched	chr3	69128277	69145757	5	16346	20393.916	163	1	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	163	1
6_MACS_peak_3230_lociStitched	chr1	230255779	230270825	6	11748	20369.2748	164	1	GALNT2		GALNT2	164	1
4_MACS_peak_18668_lociStitched	chr2	197023181	197042868	4	16068	20350.4519	165	1	STK17B		STK17B	165	1
2_MACS_peak_33288_lociStitched	chr9	86316636	86324326	2	5192	20310.828	166	1	UBQLN1		UBQLN1	166	1
2_MACS_peak_12347_lociStitched	chr17	4842526	4854434	2	9602	20293.6136	167	1	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	167	1
5_MACS_peak_3903_lociStitched	chr10	63800529	63816012	5	13754	20292.0198	168	1	ARID5B		ARID5B	168	1
2_MACS_peak_26924_lociStitched	chr5	142771741	142785751	2	12740	20259.861	169	1	NR3C1		NR3C1	169	1
7_MACS_peak_23876_lociStitched	chr3	186777015	186797894	7	12048	20252.63	170	1	ST6GAL1		ST6GAL1	170	1
5_MACS_peak_15585_lociStitched	chr19	48824143	48837685	5	9075	20206.0182	171	1	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	171	1
4_MACS_peak_23421_lociStitched	chr3	156869488	156879523	4	8924	20204.469	172	1	CCNL1	LOC339894	CCNL1	172	1
1_MACS_peak_5174_lociStitched	chr11	58340053	58348134	1	8082	20181.4894	173	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	173	1
1_MACS_peak_18133_lociStitched	chr2	165608795	165619979	1	11185	20154.6864	174	1	COBLL1		SNORA70F	174	1
2_MACS_peak_7566_lociStitched	chr12	108952829	108966838	2	13986	20112.7213	175	1	ISCU,SART3	FICD,TMEM119	ISCU	175	1
5_MACS_peak_31974_lociStitched	chr8	95947516	95964748	5	13809	20111.4672	176	1	TP53INP1	CCNE2	TP53INP1	176	1
8_MACS_peak_2122_lociStitched	chr1	157475092	157497822	8	13480	20079.682	177	1	FCRL5		FCRL5	177	1
4_MACS_peak_15912_lociStitched	chr2	9683396	9697046	4	11117	20065.5	178	1	ADAM17		ADAM17	178	1
4_MACS_peak_22760_lociStitched	chr3	113455486	113468819	4	9398	19995.5001	179	1	ATP6V1A,NAA50	KIAA2018	NAA50	179	1
2_MACS_peak_1974_lociStitched	chr1	154296822	154307828	2	7735	19971.4876	180	1	AQP10,ATP8B2		ATP8B2	180	1
8_MACS_peak_28767_lociStitched	chr6	108895545	108921337	8	20531	19937.216	181	1	FOXO3		FOXO3	181	1
5_MACS_peak_29116_lociStitched	chr6	137523178	137541647	5	15053	19935.4386	182	1	IFNGR1	IL22RA2	IFNGR1	182	1
2_MACS_peak_4382_lociStitched	chr10	104153204	104160041	2	6158	19903.8744	183	1	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	183	1
4_MACS_peak_23031_lociStitched	chr3	128994868	129006786	4	9119	19867.306	184	1	COPG,C3orf37	C3orf47,H1FX	C3orf37	184	1
5_MACS_peak_20227_lociStitched	chr21	19147380	19169456	5	17007	19760.2276	185	1	C21orf91		C21orf91	185	1
1_MACS_peak_2827_lociStitched	chr1	203288254	203298538	1	10285	19699.002	186	1		BTG2,LOC730227,FMOD	BTG2	186	1
7_MACS_peak_22184_lociStitched	chr3	53194503	53215420	7	15824	19697.5389	187	1	PRKCD	RFT1	PRKCD	187	1
2_MACS_peak_18369_lociStitched	chr2	178071818	178079836	2	5413	19607.2172	188	1	HNRNPA3	MIR3128,NFE2L2	HNRNPA3	188	1
2_MACS_peak_7840_lociStitched	chr12	122236973	122244980	2	7859	19593.9297	189	1	SETD1B,LOC338799	RHOF	LOC338799	189	1
9_MACS_peak_13608_lociStitched	chr17	75131589	75151356	9	13515	19494.2154	190	1	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	190	1
9_MACS_peak_2451_lociStitched	chr1	175142859	175165543	9	15552	19487.8244	191	1	KIAA0040		KIAA0040	191	1
3_MACS_peak_18966_lociStitched	chr2	220109404	220120629	3	10153	19441.7	192	1	STK16,TUBA4B,GLB1L,TUBA4A	ZFAND2B,ANKZF1,DNAJB2,ABCB6,ATG9A,MIR153-1	TUBA4B	192	1
4_MACS_peak_22203_lociStitched	chr3	53914809	53926873	4	8628	19432.6912	193	1	ACTR8,SELK	IL17RB,CHDH	ACTR8	193	1
3_MACS_peak_23125_lociStitched	chr3	135906023	135917293	3	9083	19391.162	194	1	MSL2		MSL2	194	1
16_MACS_peak_28315_lociStitched	chr6	52386659	52419048	16	20197	19355.6664	195	1	TRAM2		TRAM2	195	1
3_MACS_peak_23334_lociStitched	chr3	150315443	150328577	3	12764	19316.1738	196	1	SELT		SELT	196	1
