REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM7_jia.bam
13_MACS_peak_28779_lociStitched	chr6	108939121	108965175	13	16289	14809.0936
11_MACS_peak_20711_lociStitched	chr22	23260287	23286273	11	21029	30190.534799999998
8_MACS_peak_16903_lociStitched	chr2	64863307	64889185	8	17552	32748.609
8_MACS_peak_28767_lociStitched	chr6	108895545	108921337	8	20531	19937.216
8_MACS_peak_25617_lociStitched	chr5	14204926	14230479	8	13082	15147.8184
9_MACS_peak_2202_lociStitched	chr1	160695624	160721029	9	17267	20674.589
6_MACS_peak_16335_lociStitched	chr2	37528472	37553868	6	18225	29154.607999999997
5_MACS_peak_5640_lociStitched	chr11	76777228	76802412	5	19888	20786.8736
9_MACS_peak_28841_lociStitched	chr6	109392914	109418028	9	14647	15726.3868
5_MACS_peak_17717_lociStitched	chr2	127830839	127855730	5	20051	25100.0844
9_MACS_peak_27906_lociStitched	chr6	31779848	31804711	9	13617	21136.0363
7_MACS_peak_21372_lociStitched	chr22	50962707	50987467	7	16356	33990.528
9_MACS_peak_29660_lociStitched	chr7	8006763	8031503	9	22897	22627.203999999998
7_MACS_peak_11428_lociStitched	chr16	22195164	22219848	7	16071	30956.2044
10_MACS_peak_19874_lociStitched	chr20	46112793	46137255	10	14559	18302.468399999998
6_MACS_peak_774_lociStitched	chr1	40846633	40870729	6	20414	27009.2064
5_MACS_peak_1981_lociStitched	chr1	154370636	154394717	5	19067	27348.791699999998
4_MACS_peak_28729_lociStitched	chr6	106531542	106555476	4	21157	23146.5714
7_MACS_peak_5352_lociStitched	chr11	65254462	65278389	7	18670	26042.146800000002
4_MACS_peak_32793_lociStitched	chr9	20457399	20481306	4	20831	25449.0015
6_MACS_peak_15973_lociStitched	chr2	13670586	13694320	6	19174	26605.814
5_MACS_peak_2015_lociStitched	chr1	154925762	154949371	5	16261	37165.2878
8_MACS_peak_21118_lociStitched	chr22	39850165	39873263	8	12644	13376.0518
8_MACS_peak_33877_lociStitched	chr9	130526565	130549662	8	16893	34885.7088
8_MACS_peak_30316_lociStitched	chr7	81412195	81435238	8	18296	15185.337000000001
10_MACS_peak_32859_lociStitched	chr9	26063753	26086777	10	14217	17802.1568
5_MACS_peak_33631_lociStitched	chr9	112904508	112927532	5	22321	25556.640000000003
8_MACS_peak_22531_lociStitched	chr3	98475790	98498736	8	19918	20855.6194
5_MACS_peak_32285_lociStitched	chr8	126285655	126308529	5	17831	22780.2166
8_MACS_peak_2122_lociStitched	chr1	157475092	157497822	8	13480	20079.682
9_MACS_peak_2451_lociStitched	chr1	175142859	175165543	9	15552	19487.824399999998
7_MACS_peak_14033_lociStitched	chr18	33168830	33191435	7	15282	15097.879500000001
7_MACS_peak_745_lociStitched	chr1	40236372	40258816	7	16114	20462.194799999997
5_MACS_peak_9738_lociStitched	chr15	40212545	40234708	5	13388	24142.155899999998
7_MACS_peak_4623_lociStitched	chr10	125819391	125841474	7	18716	18587.2611
5_MACS_peak_20227_lociStitched	chr21	19147380	19169456	5	17007	19760.2276
6_MACS_peak_18772_lociStitched	chr2	202083192	202105220	6	17657	23834.296000000002
6_MACS_peak_17708_lociStitched	chr2	127412844	127434808	6	17469	27584.5876
6_MACS_peak_1096_lociStitched	chr1	66796763	66818664	6	17707	22759.5192
6_MACS_peak_7876_lociStitched	chr12	123366713	123388523	6	16545	26926.625999999997
7_MACS_peak_18230_lociStitched	chr2	172170271	172192060	7	14226	21429.4815
8_MACS_peak_30327_lociStitched	chr7	81500852	81522639	8	11480	10671.2726
6_MACS_peak_14829_lociStitched	chr19	12885872	12907571	6	14811	29421.674100000004
7_MACS_peak_34023_lociStitched	chr9	134593854	134615524	7	14146	25850.143
3_MACS_peak_18756_lociStitched	chr2	201979411	202001078	3	20376	43888.6752
8_MACS_peak_23856_lociStitched	chr3	186703533	186725185	8	15564	25759.3844
8_MACS_peak_7650_lociStitched	chr12	111866064	111887637	8	14535	18436.2858
5_MACS_peak_9693_lociStitched	chr15	37319963	37341390	5	18169	24923.8864
6_MACS_peak_11570_lociStitched	chr16	29815704	29837072	6	13717	22697.0896
5_MACS_peak_10732_lociStitched	chr15	89164382	89185723	5	19261	37532.4167
6_MACS_peak_10200_lociStitched	chr15	63788881	63810198	6	16634	27061.931500000002
10_MACS_peak_12495_lociStitched	chr17	16864353	16885657	10	16489	18249.006400000002
9_MACS_peak_22522_lociStitched	chr3	98448378	98469632	9	13269	15062.7098
5_MACS_peak_25271_lociStitched	chr4	153580649	153601886	5	12695	15961.729200000002
6_MACS_peak_23453_lociStitched	chr3	160108214	160129426	6	11248	25492.5816
5_MACS_peak_5923_lociStitched	chr11	111230450	111251583	5	19762	26382.4372
8_MACS_peak_25444_lociStitched	chr4	185359064	185380191	8	11837	11370.5514
6_MACS_peak_32235_lociStitched	chr8	124034170	124055296	6	14791	22742.139
8_MACS_peak_6350_lociStitched	chr12	9865307	9886363	8	13629	13454.784
9_MACS_peak_26702_lociStitched	chr5	133871080	133892126	9	11441	14835.3254
11_MACS_peak_17487_lociStitched	chr2	110337943	110358946	11	11723	11400.428399999999
3_MACS_peak_1837_lociStitched	chr1	150532142	150553127	3	20280	53039.587499999994
7_MACS_peak_22184_lociStitched	chr3	53194503	53215420	7	15824	19697.5389
4_MACS_peak_4867_lociStitched	chr11	10323933	10344833	4	14228	16830.77
5_MACS_peak_18955_lociStitched	chr2	219742177	219763076	5	17551	39170.9957
7_MACS_peak_23876_lociStitched	chr3	186777015	186797894	7	12048	20252.63
3_MACS_peak_3587_lociStitched	chr10	22595598	22616339	3	18310	23217.4754
3_MACS_peak_15989_lociStitched	chr2	13786863	13807499	3	20502	31368.7836
7_MACS_peak_23035_lociStitched	chr3	129023105	129043730	7	17257	26558.8125
6_MACS_peak_32935_lociStitched	chr9	33152681	33173126	6	16522	25568.517
6_MACS_peak_2752_lociStitched	chr1	198886835	198907251	6	16166	16614.5408
7_MACS_peak_2935_lociStitched	chr1	206845675	206865995	7	11794	16715.232
5_MACS_peak_32502_lociStitched	chr8	145007441	145027759	5	12458	23184.8698
4_MACS_peak_33887_lociStitched	chr9	130660763	130680915	4	14341	34302.7344
10_MACS_peak_21238_lociStitched	chr22	43506325	43526426	10	11988	11154.044899999999
7_MACS_peak_16874_lociStitched	chr2	64497238	64517299	7	13248	17172.216
6_MACS_peak_21426_lociStitched	chr3	5223138	5243153	6	17970	23207.392499999998
14_MACS_peak_9471_lociStitched	chr14	106037558	106057534	14	10608	9834.1848
7_MACS_peak_28164_lociStitched	chr6	41683514	41703450	7	9745	13692.0448
2_MACS_peak_3286_lociStitched	chr1	234729560	234749457	2	16400	49223.1883
6_MACS_peak_32213_lociStitched	chr8	120944670	120964506	6	9088	10562.67
9_MACS_peak_13608_lociStitched	chr17	75131589	75151356	9	13515	19494.2154
5_MACS_peak_26205_lociStitched	chr5	88113129	88132880	5	15549	17323.6021
4_MACS_peak_18668_lociStitched	chr2	197023181	197042868	4	16068	20350.4519
7_MACS_peak_18079_lociStitched	chr2	161208314	161227907	7	16506	18111.7692
6_MACS_peak_18274_lociStitched	chr2	173410384	173429932	6	17584	23950.209600000002
10_MACS_peak_23258_lociStitched	chr3	142883016	142902513	10	10303	11162.0325
7_MACS_peak_6289_lociStitched	chr12	6889947	6909407	7	11314	14719.544
5_MACS_peak_16004_lociStitched	chr2	16828738	16848184	5	16649	21892.3068
8_MACS_peak_19997_lociStitched	chr20	52196281	52215665	8	11320	13442.804
8_MACS_peak_4987_lociStitched	chr11	23590023	23609370	8	16690	14711.458799999999
4_MACS_peak_19943_lociStitched	chr20	49121176	49140481	4	13517	18826.236
9_MACS_peak_19661_lociStitched	chr20	34188948	34208159	9	12142	15891.3392
4_MACS_peak_6801_lociStitched	chr12	48195512	48214588	4	18044	26771.2584
4_MACS_peak_1726_lociStitched	chr1	145208210	145227204	4	13521	17955.0282
5_MACS_peak_26065_lociStitched	chr5	71585989	71604963	5	16572	21298.315000000002
9_MACS_peak_19512_lociStitched	chr20	30292952	30311896	9	12503	12741.7344
5_MACS_peak_18694_lociStitched	chr2	198157444	198176370	5	13613	20428.7244
7_MACS_peak_2193_lociStitched	chr1	160640875	160659793	7	12125	17773.461
10_MACS_peak_16182_lociStitched	chr2	27374686	27393590	10	13247	13230.909599999999
9_MACS_peak_7079_lociStitched	chr12	58222449	58241261	9	12863	13964.147599999998
4_MACS_peak_14211_lociStitched	chr18	52973104	52991716	4	17515	21679.2576
9_MACS_peak_445_lociStitched	chr1	27058997	27077524	9	11573	11579.375
5_MACS_peak_29116_lociStitched	chr6	137523178	137541647	5	15053	19935.438599999998
7_MACS_peak_21703_lociStitched	chr3	31572414	31590784	7	9618	13797.707
6_MACS_peak_33799_lociStitched	chr9	127019785	127038130	6	12011	13272.6075
5_MACS_peak_10348_lociStitched	chr15	68390137	68408428	5	10831	11340.42
6_MACS_peak_16342_lociStitched	chr2	37570640	37588931	6	16077	22035.1677
8_MACS_peak_21580_lociStitched	chr3	16937576	16955861	8	10083	9915.9555
7_MACS_peak_14869_lociStitched	chr19	13943828	13962096	7	13853	27323.4476
4_MACS_peak_27093_lociStitched	chr5	156964816	156983060	4	13100	15370.57
3_MACS_peak_30056_lociStitched	chr7	50343716	50361953	3	15750	20828.4777
3_MACS_peak_22603_lociStitched	chr3	104228379	104246546	3	12886	24338.329899999997
5_MACS_peak_24124_lociStitched	chr4	2787175	2805308	5	13716	18939.9185
7_MACS_peak_20843_lociStitched	chr22	29181187	29199292	7	15753	26188.8825
8_MACS_peak_23596_lociStitched	chr3	171928125	171946021	8	9636	9221.808799999999
6_MACS_peak_1867_lociStitched	chr1	151019689	151037578	6	12459	19243.197300000003
7_MACS_peak_9774_lociStitched	chr15	40833831	40851697	7	14782	14676.919
9_MACS_peak_18433_lociStitched	chr2	182321126	182338991	9	12928	11326.41
10_MACS_peak_3429_lociStitched	chr10	5930018	5947848	10	10858	12439.991
10_MACS_peak_9488_lociStitched	chr14	106158248	106176052	10	9627	8768.47
8_MACS_peak_16890_lociStitched	chr2	64749568	64767371	8	10320	21726.781199999998
7_MACS_peak_11754_lociStitched	chr16	56963489	56981261	7	16326	24457.8264
6_MACS_peak_28108_lociStitched	chr6	37271973	37289707	6	7408	12576.952800000001
6_MACS_peak_14203_lociStitched	chr18	52903318	52920883	6	6906	6804.6810000000005
10_MACS_peak_22711_lociStitched	chr3	112177032	112194583	10	11817	12196.1899
8_MACS_peak_25710_lociStitched	chr5	32581062	32598566	8	13085	17537.2576
4_MACS_peak_33337_lociStitched	chr9	91918741	91936235	4	13569	31354.4962
5_MACS_peak_22363_lociStitched	chr3	69128277	69145757	5	16346	20393.916
4_MACS_peak_2965_lociStitched	chr1	207988826	208006303	4	11448	33166.1029
4_MACS_peak_1730_lociStitched	chr1	145246316	145263792	4	10498	10319.578000000001
5_MACS_peak_19080_lociStitched	chr2	231726191	231743656	5	14718	22493.1735
5_MACS_peak_10938_lociStitched	chr15	101458370	101475809	5	14316	15215.5275
7_MACS_peak_18256_lociStitched	chr2	173291439	173308852	7	14756	17635.8864
5_MACS_peak_18828_lociStitched	chr2	204545023	204562343	5	8140	7568.84
6_MACS_peak_10602_lociStitched	chr15	81265702	81283012	6	9373	11568.273
5_MACS_peak_31974_lociStitched	chr8	95947516	95964748	5	13809	20111.4672
4_MACS_peak_27697_lociStitched	chr6	26017512	26034739	4	9529	18689.5723
10_MACS_peak_23544_lociStitched	chr3	171771730	171788947	10	13428	9934.208999999999
6_MACS_peak_2072_lociStitched	chr1	156083115	156100307	6	11539	17917.5024
9_MACS_peak_6882_lociStitched	chr12	51312021	51329165	9	14474	13718.6288
8_MACS_peak_12811_lociStitched	chr17	36570773	36587913	8	12665	16163.019999999999
5_MACS_peak_18309_lociStitched	chr2	174814495	174831542	5	14832	25488.6744
7_MACS_peak_7486_lociStitched	chr12	104320940	104337861	7	12475	20567.4755
7_MACS_peak_8109_lociStitched	chr13	30326166	30342945	7	9664	9600.943800000001
7_MACS_peak_415_lociStitched	chr1	26436801	26453558	7	11002	12876.0788
9_MACS_peak_20998_lociStitched	chr22	37322909	37339663	9	8918	8392.0786
5_MACS_peak_2063_lociStitched	chr1	155937243	155953967	5	11920	16168.7632
5_MACS_peak_2423_lociStitched	chr1	174127342	174143997	5	11722	20935.335
5_MACS_peak_11226_lociStitched	chr16	11821422	11838065	5	14676	15516.268900000001
3_MACS_peak_13034_lociStitched	chr17	43296623	43313263	3	13031	25144.704
4_MACS_peak_10236_lociStitched	chr15	64443306	64459889	4	13337	13559.9191
4_MACS_peak_16385_lociStitched	chr2	39340776	39357336	4	9989	19098.648
2_MACS_peak_5341_lociStitched	chr11	65183382	65199940	2	16550	42719.64
5_MACS_peak_8690_lociStitched	chr13	114551038	114567587	5	11537	13934.258
3_MACS_peak_20082_lociStitched	chr20	58401016	58417537	3	11476	13489.3965
6_MACS_peak_5602_lociStitched	chr11	74659216	74675735	6	15645	17870.254200000003
7_MACS_peak_4498_lociStitched	chr10	112617527	112633975	7	9478	13600.8512
9_MACS_peak_23395_lociStitched	chr3	156260640	156277079	9	9575	13029.5514
7_MACS_peak_3729_lociStitched	chr10	43889323	43905761	7	11613	25082.7442
5_MACS_peak_14647_lociStitched	chr19	7401090	7417477	5	9818	12388.572
4_MACS_peak_81_lociStitched	chr1	2465724	2482084	4	10118	15136.272
4_MACS_peak_14455_lociStitched	chr19	2081707	2098050	4	13979	22772.336199999998
5_MACS_peak_21305_lociStitched	chr22	47157418	47173729	5	11033	15030.5865
8_MACS_peak_22870_lociStitched	chr3	121499138	121515424	8	8797	10519.127400000001
7_MACS_peak_20850_lociStitched	chr22	29204970	29221230	7	11541	10910.460000000001
5_MACS_peak_24446_lociStitched	chr4	40194196	40210335	5	15328	24787.8901
7_MACS_peak_21845_lociStitched	chr3	42098762	42114876	7	10791	16610.3112
5_MACS_peak_18268_lociStitched	chr2	173346142	173362231	5	13677	14772.9198
6_MACS_peak_23824_lociStitched	chr3	185264122	185280162	6	10993	14307.68
5_MACS_peak_960_lociStitched	chr1	52413969	52430006	5	9485	10810.5417
6_MACS_peak_10949_lociStitched	chr15	101520438	101536472	6	8156	8494.8132
6_MACS_peak_2668_lociStitched	chr1	189119255	189134978	6	10861	10355.1678
5_MACS_peak_16641_lociStitched	chr2	54319462	54335180	5	7741	8324.2528
5_MACS_peak_29458_lociStitched	chr6	160389400	160405113	5	9616	14212.4085
6_MACS_peak_12637_lociStitched	chr17	26367981	26383663	6	8783	8998.3316
7_MACS_peak_25071_lociStitched	chr4	132115393	132131071	7	10479	9805.0212
5_MACS_peak_23017_lociStitched	chr3	128892376	128908046	5	9096	17335.721
2_MACS_peak_26210_lociStitched	chr5	88171021	88186627	2	15498	18246.535200000002
5_MACS_peak_32588_lociStitched	chr9	645520	661111	5	7429	7720.6632
4_MACS_peak_2189_lociStitched	chr1	160620966	160636490	4	9825	11212.985200000001
5_MACS_peak_17498_lociStitched	chr2	110364694	110380191	5	10018	14130.1646
5_MACS_peak_3903_lociStitched	chr10	63800529	63816012	5	13754	20292.0198
4_MACS_peak_32583_lociStitched	chr9	613499	628978	4	9238	11394.0919
5_MACS_peak_17920_lociStitched	chr2	151328976	151344391	5	9012	8549.159
4_MACS_peak_21128_lociStitched	chr22	39903934	39919330	4	10337	14600.0268
6_MACS_peak_32009_lociStitched	chr8	98655190	98670575	6	11466	13957.272
4_MACS_peak_12724_lociStitched	chr17	29633992	29649339	4	15118	18998.0513
6_MACS_peak_15356_lociStitched	chr19	41105788	41121119	6	7454	7869.4023
7_MACS_peak_14495_lociStitched	chr19	2617777	2633104	7	10024	11581.0812
3_MACS_peak_17003_lociStitched	chr2	68988899	69004218	3	11101	18497.6925
3_MACS_peak_2738_lociStitched	chr1	197737473	197752722	3	11341	20627.3223
3_MACS_peak_30379_lociStitched	chr7	90329899	90345126	3	9717	10960.3946
6_MACS_peak_9302_lociStitched	chr14	91829160	91844370	6	12250	12215.151
5_MACS_peak_9615_lociStitched	chr15	31516677	31531870	5	13199	19304.2258
5_MACS_peak_10561_lociStitched	chr15	78347864	78362990	5	10435	12043.3212
3_MACS_peak_24261_lociStitched	chr4	15772471	15787548	3	12088	12314.8936
5_MACS_peak_16980_lociStitched	chr2	68584588	68599657	5	9054	13714.296900000001
6_MACS_peak_6010_lociStitched	chr11	118266833	118281888	6	9099	10621.3025
6_MACS_peak_3230_lociStitched	chr1	230255779	230270825	6	11748	20369.2748
5_MACS_peak_20197_lociStitched	chr21	15892662	15907680	5	9848	13432.099199999999
4_MACS_peak_13351_lociStitched	chr17	62158568	62173543	4	11738	11493.3125
5_MACS_peak_16949_lociStitched	chr2	65609180	65624100	5	11058	16158.359999999999
6_MACS_peak_32798_lociStitched	chr9	20499972	20514858	6	5729	6131.5434
6_MACS_peak_13668_lociStitched	chr17	76711596	76726442	6	10739	12034.1676
3_MACS_peak_24496_lociStitched	chr4	48191619	48206450	3	8946	10586.3678
4_MACS_peak_30303_lociStitched	chr7	78113067	78127871	4	13130	13188.883600000001
5_MACS_peak_6546_lociStitched	chr12	26306045	26320793	5	10493	12139.078800000001
4_MACS_peak_2880_lociStitched	chr1	205279979	205294715	4	11947	16445.376
4_MACS_peak_10307_lociStitched	chr15	67371922	67386620	4	10975	11890.682
4_MACS_peak_659_lociStitched	chr1	36614150	36628839	4	10050	21199.164800000002
3_MACS_peak_20754_lociStitched	chr22	24176383	24191059	3	10773	16384.2864
4_MACS_peak_27360_lociStitched	chr6	389184	403840	4	13763	13659.392000000002
5_MACS_peak_26428_lociStitched	chr5	109024114	109038767	5	13422	17124.9611
3_MACS_peak_15318_lociStitched	chr19	39888351	39902998	3	13003	31189.321799999998
5_MACS_peak_15963_lociStitched	chr2	11883314	11897942	5	11292	22110.222
6_MACS_peak_6451_lociStitched	chr12	15101254	15115876	6	11690	12570.5334
6_MACS_peak_11096_lociStitched	chr16	2556818	2571424	6	7940	15629.8806
3_MACS_peak_21497_lociStitched	chr3	13049775	13064365	3	12285	19201.899
6_MACS_peak_16398_lociStitched	chr2	39626623	39641188	6	7720	9410.4465
5_MACS_peak_12428_lociStitched	chr17	8053620	8068179	5	11865	22171.9011
7_MACS_peak_28827_lociStitched	chr6	109213031	109227584	7	9381	9923.6907
3_MACS_peak_455_lociStitched	chr1	27152526	27167025	3	9360	15586.425
4_MACS_peak_1840_lociStitched	chr1	150572655	150587131	4	9898	20629.7476
6_MACS_peak_14843_lociStitched	chr19	13043542	13057967	6	10524	13716.7325
5_MACS_peak_32945_lociStitched	chr9	33286911	33301333	5	11392	22230.0708
4_MACS_peak_17222_lociStitched	chr2	86075163	86089576	4	6618	7187.763099999999
3_MACS_peak_24410_lociStitched	chr4	38664548	38678951	3	14224	17509.7271
2_MACS_peak_6544_lociStitched	chr12	26266173	26280478	2	13182	25847.7045
6_MACS_peak_21416_lociStitched	chr3	5015119	5029409	6	8420	14407.178
4_MACS_peak_17656_lociStitched	chr2	120059457	120073738	4	9764	12385.9113
6_MACS_peak_27193_lociStitched	chr5	173208576	173222805	6	8680	7576.942499999999
5_MACS_peak_9635_lociStitched	chr15	31726852	31741057	5	6370	7287.165
4_MACS_peak_27897_lociStitched	chr6	31694563	31708756	4	10425	21354.7878
3_MACS_peak_27515_lociStitched	chr6	11722139	11736300	3	10180	14985.1702
6_MACS_peak_19333_lociStitched	chr20	4128984	4143119	6	7842	9148.172
6_MACS_peak_34206_lociStitched	chrX	7025027	7039160	6	7033	6569.0184
5_MACS_peak_13359_lociStitched	chr17	62195441	62209570	5	11133	15071.4043
6_MACS_peak_33035_lociStitched	chr9	37186723	37200818	6	10620	12024.4445
6_MACS_peak_22083_lociStitched	chr3	50272820	50286913	6	11701	17743.087
4_MACS_peak_33847_lociStitched	chr9	129592268	129606348	4	9985	15010.688
6_MACS_peak_10857_lociStitched	chr15	93457313	93471390	6	7583	8405.376699999999
2_MACS_peak_19860_lociStitched	chr20	45976150	45990187	2	12912	26448.5154
5_MACS_peak_17471_lociStitched	chr2	109236947	109250969	5	5385	5447.5470000000005
2_MACS_peak_26924_lociStitched	chr5	142771741	142785751	2	12740	20259.861
2_MACS_peak_7566_lociStitched	chr12	108952829	108966838	2	13986	20112.7213
6_MACS_peak_31873_lociStitched	chr8	81046918	81060917	6	9938	8379.8014
4_MACS_peak_14407_lociStitched	chr19	1240006	1254003	4	9111	15395.3003
7_MACS_peak_16620_lociStitched	chr2	53966656	53980614	7	8535	10849.5534
3_MACS_peak_2633_lociStitched	chr1	184711387	184725312	3	10875	14827.34
7_MACS_peak_14007_lociStitched	chr18	30339524	30353415	7	11777	8309.5962
8_MACS_peak_14963_lociStitched	chr19	16471705	16485574	8	10298	13905.059399999998
4_MACS_peak_16422_lociStitched	chr2	40340382	40354235	4	10008	10428.5384
3_MACS_peak_8321_lociStitched	chr13	46268656	46282493	3	10277	17246.4368
3_MACS_peak_18598_lociStitched	chr2	191321669	191335497	3	13309	16640.6152
3_MACS_peak_2824_lociStitched	chr1	203267450	203281264	3	11459	22678.4438
8_MACS_peak_585_lociStitched	chr1	32392069	32405880	8	9487	9220.2236
5_MACS_peak_9922_lociStitched	chr15	45737354	45751148	5	8109	10083.414
4_MACS_peak_24773_lociStitched	chr4	90210694	90224483	4	13010	18950.222700000002
4_MACS_peak_20115_lociStitched	chr20	61273397	61287182	4	9077	10883.2575
5_MACS_peak_22813_lociStitched	chr3	117339234	117353009	5	6956	7598.29
3_MACS_peak_15898_lociStitched	chr2	8653904	8667675	3	10510	13850.8718
5_MACS_peak_23092_lociStitched	chr3	132854420	132868190	5	7898	11866.986
2_MACS_peak_6410_lociStitched	chr12	12866199	12879956	2	13757	34117.36
3_MACS_peak_23939_lociStitched	chr3	192604127	192617874	3	13546	23855.1691
4_MACS_peak_13480_lociStitched	chr17	72744077	72757806	4	11962	9422.2127
5_MACS_peak_1090_lociStitched	chr1	66736725	66750444	5	11780	18066.5511
5_MACS_peak_18000_lociStitched	chr2	158288585	158302304	5	12662	22641.837600000003
6_MACS_peak_7882_lociStitched	chr12	123409130	123422818	6	7701	7453.116
4_MACS_peak_15912_lociStitched	chr2	9683396	9697046	4	11117	20065.5
5_MACS_peak_1316_lociStitched	chr1	93415196	93428820	5	11008	15391.032799999999
4_MACS_peak_14295_lociStitched	chr18	60871606	60885225	4	9531	10966.0188
3_MACS_peak_24667_lociStitched	chr4	80090268	80103886	3	10296	12017.885
7_MACS_peak_20704_lociStitched	chr22	23235936	23249534	7	7754	8294.78
3_MACS_peak_27254_lociStitched	chr5	176726489	176740074	3	10063	14397.383000000002
3_MACS_peak_2365_lociStitched	chr1	167682412	167695989	3	10337	13900.1326
5_MACS_peak_12880_lociStitched	chr17	38251645	38265222	5	9693	15776.473999999998
4_MACS_peak_6796_lociStitched	chr12	48139899	48153449	4	5566	6075.820000000001
5_MACS_peak_15585_lociStitched	chr19	48824143	48837685	5	9075	20206.0182
5_MACS_peak_21337_lociStitched	chr22	50318252	50331785	5	9416	15691.5135
4_MACS_peak_404_lociStitched	chr1	25869931	25883459	4	9760	12348.3584
5_MACS_peak_8257_lociStitched	chr13	41547434	41560950	5	9565	11504.8192
5_MACS_peak_34471_lociStitched	chrX	48790636	48804138	5	9198	11741.3392
2_MACS_peak_2108_lociStitched	chr1	156709433	156722914	2	11079	18397.5207
7_MACS_peak_8189_lociStitched	chr13	35730577	35744043	7	8716	6591.607
5_MACS_peak_25990_lociStitched	chr5	65258921	65272382	5	7718	8885.6061
2_MACS_peak_27201_lociStitched	chr5	173310741	173324173	2	13362	15008.916799999999
