GENE_ID	locusLine	bin_1_JJN3_jia.bam
NM_202004	chr1(.):145408190-145422545	0.1093
NM_006472	chr1(.):145433461-145447628	1.9591
NM_001039888	chr1(.):145465507-145480647	2.2409
NM_003846	chr1(.):145511164-145528732	0.7898
NM_005105	chr1(.):145502637-145516444	1.6243
NM_001184795	chr1(.):145511559-145528732	0.8057
NM_003637	chr1(.):145519989-145548868	0.1129
NR_002328	chr1(.):145504819-145521076	1.5963
NM_001161334	chr1(.):149749244-149788928	0.4481
NM_001034077	chr1(.):149799220-149809616	2.7547
NM_001005464	chr1(.):149807258-149817765	5.6191
NM_001040874	chr1(.):149808784-149819318	5.6182
NM_001123375	chr1(.):149779779-149790236	1.3311
NM_000566	chr1(.):149749249-149769074	0.1583
NM_005850	chr1(.):149890210-149904702	0.9428
NM_016074	chr1(.):149866154-149877348	0.6794
NM_003528	chr1(.):149851009-149863232	4.7671
NM_003517	chr1(.):149853524-149863961	5.5617
NM_175065	chr1(.):149854018-149864466	5.5512
NM_014849	chr1(.):149869871-149894434	0.3755
NM_181873	chr1(.):149895542-149913266	0.9248
NM_001145862	chr1(.):149895542-149913791	0.9022
NR_036461	chr1(.):149816758-149827340	5.6221
NM_001040874	chr1(.):149817627-149828161	5.6189
NM_001005464	chr1(.):149819180-149829687	5.6141
NM_001034077	chr1(.):149827329-149837725	2.7371
NM_019032	chr1(.):150516897-150538412	4.8676
NM_207046	chr1(.):150589598-150606609	1.444
NR_036211	chr1(.):150519404-150529490	0.2797
NM_001197320	chr1(.):150542026-150557214	2.8544
NM_014437	chr1(.):153926587-153945188	2.1564
NM_130898	chr1(.):153935396-153951832	2.5462
NM_181715	chr1(.):153915151-153936043	2.6442
NM_006694	chr1(.):153941744-153955451	1.2828
NM_002870	chr1(.):153949127-153963806	1.6936
NM_014856	chr1(.):153896976-153924154	1.1871
NM_001030	chr1(.):153958238-153969631	0.8419
NM_006556	chr1(.):154892207-154914484	3.1434
NM_001130041	chr1(.):154929773-154951959	2.9715
NM_001130040	chr1(.):154929773-154948223	3.2479
NM_201398	chr1(.):154950769-154970587	0.3647
NM_015872	chr1(.):154970111-154995999	4.5769
NM_207196	chr1(.):155018761-155040252	1.2691
NM_001184892	chr1(.):154950769-154966488	0.4075
NM_018655	chr1(.):154961061-154971791	0.5229
NM_001143687	chr1(.):155001281-155028406	0.646
NR_024163	chr1(.):154942117-154956725	2.3576
NM_144622	chr1(.):154986002-155011257	0.3773
NM_138300	chr1(.):154924501-154939258	2.9751
NR_036212	chr1(.):154943168-154953259	2.9529
NM_001162384	chr1(.):155911629-155953336	2.3201
NM_181885	chr1(.):155906479-155917625	1.9656
NM_004723	chr1(.):155911629-155952966	2.3342
NM_014949	chr1(.):155877835-155909188	0.6499
NR_003005	chr1(.):155890748-155900877	0.1326
NM_001093725	chr1(.):156036803-156056789	0.2059
NM_003145	chr1(.):155973838-155995758	0.4373
NM_022367	chr1(.):156118321-156152542	0.2653
NM_001193302	chr1(.):156118368-156152542	0.2655
NM_001193301	chr1(.):156114734-156152542	0.2892
NM_005920	chr1(.):156428518-156475529	2.022
NM_004494	chr1(.):156706898-156726543	3.5921
NM_001126051	chr1(.):156706898-156727024	3.5084
NM_001126050	chr1(.):156706898-156727240	3.4727
NM_030980	chr1(.):156687412-156702705	1.2607
NM_001878	chr1(.):156664407-156680375	0.1335
NM_001142560	chr1(.):156693262-156711752	1.6087
NM_145729	chr1(.):156702093-156715923	1.0696
NM_001039711	chr1(.):161085768-161107478	1.3281
NM_016406	chr1(.):161118533-161133646	1.8241
NM_004550	chr1(.):161164104-161189184	0.6815
NM_000309	chr1(.):161131180-161146010	0.631
NM_001643	chr1(.):161187082-161198418	0.9753
NM_001185094	chr1(.):161082907-161095984	0.8136
NM_003779	chr1(.):161136100-161152314	1.0551
NM_012475	chr1(.):161124253-161140516	1.4832
NM_001039712	chr1(.):161085768-161107256	1.3408
NM_005600	chr1(.):161082861-161095984	0.8111
NM_001185093	chr1(.):161082906-161095984	0.8135
NM_032174	chr1(.):161190832-161205407	0.6885
NM_001166159	chr1(.):161166936-161189184	0.7534
NM_005099	chr1(.):161154537-161173845	1.2853
NM_004106	chr1(.):161180086-161194038	0.4076
NM_198053	chr1(.):167394876-167492847	0.5458
NM_003851	chr1(.):167505250-167528056	1.8422
NM_021133	chr1(.):182537771-182561108	0.244
NM_002928	chr1(.):182562757-182578548	1.1249
NM_001102450	chr1(.):182610791-182647067	0.104
NR_036490	chr1(.):182579274-182590764	3.1602
NM_017596	chr1(.):200933519-200997828	0.8083
NR_034150	chr1(.):203262885-203279453	3.5951
NM_006763	chr1(.):203269663-203283729	3.2931
NM_002023	chr1(.):203304751-203325289	0.0926
NM_001123168	chr1(.):206133910-206160074	1.0898
NM_006893	chr1(.):206759973-206790904	0.1929
NM_182665	chr1(.):206725491-206767616	1.2887
NM_033445	chr1(.):228640064-228650560	0.0593
NM_001010858	chr1(.):228670067-228688889	2.578
NM_175055	chr1(.):228640807-228651259	0.0586
NR_002834	chr1(.):228775656-228793159	1.3564
NM_002245	chr1(.):233744749-233813258	1.0287
NM_182972	chr1(.):234735014-234750271	5.9204
NR_033927	chr1(.):234760056-234775526	0.052
NM_018557	chr2(.):140983995-142894270	0.0477
NM_018968	chr2(.):941553-1376384	0.0399
NM_175722	chr2(.):1413179-1551499	0.0767
NM_175719	chr2(.):1412232-1551499	0.0765
NM_145693	chr2(.):11881739-11972533	0.5078
NM_014755	chr2(.):64853754-64886046	0.9485
NM_004027	chr2(.):99056320-99212496	0.2991
NM_001566	chr2(.):99056320-99203284	0.3151
NM_005721	chr2(.):114642536-114721167	0.3817
NM_001171653	chr2(.):145136941-145282958	0.3032
NM_003879	chr2(.):201975889-202034003	1.3287
NM_001127184	chr2(.):201975815-202011323	2.0438
NM_173822	chr2(.):201833440-201941392	0.1335
NM_001167608	chr2(.):227695670-227868923	0.1213
NM_001137551	chr2(.):238595806-238695290	0.3856
NM_001137550	chr2(.):238531223-238695290	0.2534
NM_017844	chr2(.):241413838-241502405	0.203
NM_001195381	chr2(.):241539824-241575676	0.0574
NM_006887	chr2(.):43444540-43458745	4.0499
NR_027251	chr2(.):43449349-43460994	3.8488
NR_034023	chr2(.):64829445-64848616	0.1964
NR_026875	chr2(.):97158382-97178846	0.0904
NM_212481	chr2(.):97197463-97223371	1.2601
NR_033258	chr2(.):145263951-145282958	1.6227
NM_139266	chr2(.):191835262-191883976	0.6452
NM_007315	chr2(.):191828761-191883976	0.5766
NM_002491	chr2(.):201931461-201955473	0.3363
NM_001127183	chr2(.):201978386-202033841	1.3899
NM_017431	chr2(.):219682105-219701512	0.0461
NM_025216	chr2(.):219740254-219763651	2.0295
NM_006522	chr2(.):219719545-219743954	0.1376
NM_005544	chr2(.):227591032-227668506	0.4433
NM_001099285	chr2(.):232568234-232583250	2.9546
NR_036052	chr2(.):232573023-232583105	1.7612
NM_004735	chr2(.):238595806-238679558	0.4492
NM_023083	chr2(.):241521132-241543526	0.5057
NM_001033575	chr2(.):241494470-241508431	2.6429
NM_018226	chr2(.):241503103-241523143	1.3517
NM_014674	chr3(.):5224358-5266650	0.7363
NM_002841	chr3(.):61542242-62285573	0.1123
NM_207294	chr3(.):152012193-152188569	0.1835
NM_021038	chr3(.):151980828-152188568	0.3464
NM_181361	chr3(.):178249223-178567217	0.2353
NM_001134382	chr3(.):12933718-13119617	0.5385
NM_014869	chr3(.):12933718-13013960	0.083
NM_182666	chr3(.):23842438-23937807	0.3799
NM_007114	chr3(.):69063977-69106484	0.171
NM_001080412	chr3(.):141038054-141173632	0.9899
NM_173653	chr3(.):142979063-143572373	0.1409
NM_016275	chr3(.):150316065-150353234	0.9096
NM_005067	chr3(.):150453909-150486263	0.9541
NM_001193283	chr3(.):156539147-156648045	0.196
NM_001004316	chr3(.):156539095-156768918	0.1352
NM_024665	chr3(.):176733541-176920048	0.4693
NM_005832	chr3(.):178271617-178567217	0.2056
NM_003670	chr3(.):5016096-5031865	4.4105
NM_001295	chr3(.):46238199-46254832	1.485
NM_001837	chr3(.):46278871-46313197	0.0412
NM_198195	chr3(.):69098880-69134524	1.1877
NM_006407	chr3(.):69129089-69160239	1.7959
NM_198271	chr3(.):69151038-69176746	0.0728
NR_036087	chr3(.):69093108-69103186	0.5154
NM_020187	chr3(.):128992683-129029135	0.4685
NM_001006109	chr3(.):128992816-129029135	0.4699
NM_006026	chr3(.):129028613-129040120	2.2222
NR_026991	chr3(.):129030113-129048412	1.3131
NM_014779	chr3(.):150121787-150182615	0.4847
NM_032025	chr3(.):150259573-150308803	0.366
NR_027037	chr3(.):151975404-151992415	1.9828
NR_003284	chr3(.):156522059-156534810	1.7976
NR_034008	chr3(.):156802669-156823924	2.2792
NR_034007	chr3(.):156794455-156845791	1.036
NM_198565	chr3(.):196361655-196393874	0.4824
NM_198281	chr4(.):90160428-90234161	0.6694
NM_003728	chr4(.):96078655-96475361	0.1147
NM_001102406	chr4(.):113213498-113368764	0.0619
NM_198892	chr4(.):79692531-79838341	0.2919
NM_017593	chr4(.):79692531-79805594	0.3632
NM_025212	chr4(.):105388342-105417467	1.0682
NM_018569	chr4(.):113147894-113196211	0.2275
NM_052864	chr4(.):113191781-113212059	1.5091
NM_015071	chr5(.):142145291-142613572	0.1739
NM_138348	chr5(.):14659782-14704842	0.6672
NM_020731	chr5(.):299290-443405	1.0335
NM_178569	chr5(.):2747261-2760511	0.3055
NM_016279	chr5(.):26875708-27043689	0.3235
NM_133433	chr5(.):36871860-37070921	0.2783
NM_024669	chr5(.):55390506-55534186	0.4699
NM_001020825	chr5(.):142652495-142788254	0.3563
NM_001018076	chr5(.):142652495-142789045	0.3545
NM_001018075	chr5(.):142652495-142820077	0.2959
NM_003714	chr5(.):172736725-172761506	1.8458
NM_001167579	chr5(.):176806431-176822514	0.1099
NM_022455	chr5(.):176555832-176732214	0.2697
NM_172349	chr5(.):176555079-176732214	0.2691
NM_173465	chr5(.):177659616-178022556	0.1866
NM_002406	chr5(.):180212540-180235048	1.0715
NM_001114619	chr5(.):180212540-180235902	1.0901
NM_001114618	chr5(.):180212540-180241817	1.7812
NM_001114617	chr5(.):180212540-180242137	1.764
NM_138464	chr5(.):436642-448258	1.2387
NM_007277	chr5(.):438333-472409	0.5433
NR_029397	chr5(.):398811-409662	1.6383
NM_001193376	chr5(.):1248286-1300162	0.1214
NM_030782	chr5(.):1312999-1350002	2.7257
NM_032479	chr5(.):1793498-1804956	2.5766
NM_004553	chr5(.):1796495-1821167	1.2125
NM_033267	chr5(.):2741278-2756769	0.2344
NM_001145161	chr5(.):6443735-6501834	1.5784
NM_001171805	chr5(.):6709717-6762161	1.4361
NM_001171806	chr5(.):6741100-6762161	0.1139
NM_022130	chr5(.):32119823-32179425	0.8684
NM_006713	chr5(.):32580604-32609185	1.7578
NM_000958	chr5(.):40675031-40698837	3.6188
NR_034127	chr5(.):43060288-43072073	3.9894
NM_001014279	chr5(.):43034181-43045447	4.5081
NR_034085	chr5(.):43011149-43023913	2.8712
NR_015447	chr5(.):43037235-43050370	3.866
NM_001102575	chr5(.):53808592-53847416	1.0336
NM_001145427	chr5(.):53808588-53847416	1.0335
NM_052870	chr5(.):53808592-53821834	2.2011
NM_002184	chr5(.):55225924-55295821	0.8059
NR_036052	chr5(.):118305280-118315362	0.0607
NM_005859	chr5(.):139488707-139501321	1.4525
NM_001007189	chr5(.):139500520-139513391	0.0668
NM_030627	chr5(.):173310330-173392313	0.4465
NM_017675	chr5(.):175971342-176027769	0.1358
NM_014901	chr5(.):175948699-175969421	1.3366
NM_001171976	chr5(.):175964511-176027769	0.3361
NM_001031677	chr5(.):176723198-176735744	1.8841
NM_006480	chr5(.):176779843-176804599	0.655
NM_006816	chr5(.):176753562-176783885	0.4178
NM_031300	chr5(.):176729205-176744292	2.2781
NM_001142935	chr5(.):176727500-176744292	2.2804
NM_013237	chr5(.):176725834-176738950	2.2978
NM_002082	chr5(.):176848686-176874850	1.5246
NM_030567	chr5(.):176868795-176888287	1.0688
NM_000505	chr5(.):176824138-176841577	0.7947
NM_080881	chr5(.):176878613-176904871	0.3976
NM_004395	chr5(.):176878613-176905694	0.3907
NM_001004105	chr5(.):176848686-176873354	1.2892
NM_001174102	chr5(.):176870325-176888283	1.1479
NM_001029886	chr5(.):176822107-176832637	1.1359
NM_153373	chr5(.):177630539-177664803	1.5324
NR_003281	chr5(.):177606510-177619433	0.0492
NM_004499	chr5(.):177626507-177643184	0.9789
NR_027183	chr5(.):180251958-180267726	1.422
NM_152283	chr5(.):180269610-180293286	0.3913
NR_027116	chr6(.):956240-1106567	0.2648
NM_181356	chr6(.):44791469-45350670	0.1319
NM_003599	chr6(.):44792449-45350575	0.1321
NM_001160134	chr6(.):73326570-73913573	0.126
NM_020732	chr6(.):157094063-157536913	0.1712
NM_001195286	chr6(.):386738-416443	1.5709
NR_037616	chr6(.):7876482-8069647	0.441
NM_002114	chr6(.):12007723-12170232	0.64
NM_014641	chr6(.):30662583-30690458	1.2901
NM_172166	chr6(.):31702724-31735455	2.3005
NM_152735	chr6(.):33417355-33430320	0.3266
NM_020750	chr6(.):43485067-43548812	0.2038
NM_004348	chr6(.):45384913-45523819	0.4995
NM_001024630	chr6(.):45291053-45523819	0.4179
NM_021073	chr6(.):55615237-55745375	0.2031
NM_001704	chr6(.):69340631-70104403	0.1048
NM_016021	chr6(.):90031343-90067619	0.8596
NM_001455	chr6(.):108877068-109010971	0.6226
NM_201559	chr6(.):108876025-109010971	0.6185
NM_020185	chr6(.):287100-356355	1.4054
NM_001145549	chr6(.):7876482-7915310	1.5553
NM_030810	chr6(.):7876482-7916047	1.5319
NR_033910	chr6(.):10407550-10421402	2.0668
NM_001032280	chr6(.):10391915-10417607	1.6679
NM_001042425	chr6(.):10391915-10424797	1.3208
NR_027793	chr6(.):10423017-10440055	0.344
NM_003220	chr6(.):10391915-10420470	1.5092
NM_032744	chr6(.):11708887-11784280	0.3166
NM_005319	chr6(.):26050967-26061699	2.2137
NM_003537	chr6(.):26026816-26037288	1.8498
NM_003544	chr6(.):26022123-26032480	1.6111
NM_021062	chr6(.):26038454-26048885	0.0575
NM_003531	chr6(.):26040638-26051097	0.0568
NM_005325	chr6(.):26012259-26023040	0.8805
NM_003538	chr6(.):26016906-26027278	1.4311
NM_003513	chr6(.):26028319-26038796	1.2866
NM_003529	chr6(.):26015717-26026186	0.9897
NM_021065	chr6(.):26194011-26204471	2.9652
NM_003530	chr6(.):26192011-26204464	2.5141
NM_138720	chr6(.):26153348-26176576	1.4917
NM_003523	chr6(.):26179023-26189458	0.6627
NM_003539	chr6(.):26183937-26194304	0.7824
NM_003545	chr6(.):26199872-26210249	2.0306
NM_005321	chr6(.):26151558-26162343	1.8845
NM_003522	chr6(.):26194786-26205216	3.3345
NM_003518	chr6(.):26211427-26221872	1.3415
NM_021052	chr6(.):26212147-26222711	1.3351
NM_003532	chr6(.):26220382-26230844	0.3939
NM_003524	chr6(.):26246878-26257303	1.7013
NM_003547	chr6(.):26241838-26252205	1.5176
NM_003540	chr6(.):26235653-26246021	0.152
NM_021018	chr6(.):26245369-26255835	1.6921
NM_005320	chr6(.):26229439-26240216	1.095
NM_021064	chr6(.):27095816-27106314	2.7005
NM_080593	chr6(.):27101071-27119637	1.8119
NM_080596	chr6(.):27109907-27120346	1.6572
NR_036096	chr6(.):27110404-27120467	1.7086
NM_021058	chr6(.):27095094-27105575	2.8401
NM_003495	chr6(.):27102087-27112457	1.0506
NM_021066	chr6(.):27777079-27787518	1.5063
NM_003536	chr6(.):27772841-27783314	2.3775
NM_003509	chr6(.):27770976-27781445	1.8995
NM_003519	chr6(.):27770256-27780709	1.8811
NM_003521	chr6(.):27777821-27788267	1.3849
NM_003535	chr6(.):27853092-27863570	2.4405
NM_003527	chr6(.):27856202-27866669	2.5268
NM_003520	chr6(.):27801439-27811888	2.4268
NM_003511	chr6(.):27828106-27838576	2.4059
NM_003533	chr6(.):27834622-27845099	0.7732
NM_003510	chr6(.):27800657-27811117	2.4289
NM_003541	chr6(.):27793951-27804305	1.041
NM_005322	chr6(.):27829569-27840359	2.3325
NM_033057	chr6(.):27873962-27885174	0.0559
NM_021968	chr6(.):27786902-27797258	0.9674
NM_003514	chr6(.):27855476-27865963	2.5209
NM_003546	chr6(.):27835925-27846289	0.0683
NM_003587	chr6(.):30615895-30645830	0.1695
NM_001161376	chr6(.):30609815-30625987	0.8008
NM_133471	chr6(.):30639165-30660672	2.0311
NM_001134870	chr6(.):30639165-30660093	2.0849
NM_007243	chr6(.):30650825-30663769	2.746
NM_005803	chr6(.):30690510-30715453	0.3005
NM_003897	chr6(.):30705975-30717327	0.5023
NM_178014	chr6(.):30683156-30698195	2.316
NM_021246	chr6(.):31678132-31690581	0.1176
NM_138275	chr6(.):31686160-31697851	0.4062
NR_033488	chr6(.):31649725-31675850	0.7403
NM_013974	chr6(.):31689816-31703039	0.885
NM_025262	chr6(.):31639460-31653150	0.3547
NM_001288	chr6(.):31693357-31709341	5.0971
NM_001003693	chr6(.):31669683-31683372	1.2779
NM_021160	chr6(.):31649725-31676137	0.7332
NR_024541	chr6(.):31674752-31686842	0.1298
NM_025261	chr6(.):31681424-31694510	0.1033
NM_001039651	chr6(.):31725772-31737624	0.1378
NM_025258	chr6(.):31728370-31750108	0.5564
NR_002742	chr6(.):31799852-31809916	3.2927
NM_000434	chr6(.):31821828-31835709	1.2556
NM_021177	chr6(.):31760173-31779743	2.9613
NR_002745	chr6(.):31798039-31808103	3.5961
NM_001178045	chr6(.):31825969-31850448	0.7818
NM_001040438	chr6(.):31797692-31812541	2.4999
NM_005345	chr6(.):31778290-31790719	2.3555
NM_005527	chr6(.):31772395-31787835	1.2415
NM_001178044	chr6(.):31825969-31851823	0.7486
NM_006295	chr6(.):31740296-31768712	2.2735
NM_005346	chr6(.):31790511-31803031	3.7962
NM_006120	chr6(.):32911390-32925899	0.3499
NM_002119	chr6(.):32966959-32982389	0.0844
NM_002118	chr6(.):32897405-32913847	0.3629
NM_005104	chr6(.):32931436-32954282	4.5352
NM_001113182	chr6(.):32933664-32954282	5.0158
NM_001199455	chr6(.):32934371-32954282	5.1884
NM_001199456	chr6(.):32935860-32954282	5.4022
NM_080679	chr6(.):33125468-33165245	0.0735
NM_001164267	chr6(.):33241879-33262304	0.3325
NM_022551	chr6(.):33234851-33249281	0.7431
NM_172209	chr6(.):33262471-33287164	1.7743
NM_004761	chr6(.):33254430-33272176	1.074
NM_172208	chr6(.):33266409-33287164	1.9756
NM_006979	chr6(.):33163602-33177214	2.3926
NM_002931	chr6(.):33171285-33185499	1.2849
NM_003782	chr6(.):33239916-33251602	0.2621
NR_024517	chr6(.):33281334-33295793	2.2002
NM_014234	chr6(.):33167418-33179607	2.642
NM_014260	chr6(.):33252377-33263711	0.5254
NM_021976	chr6(.):33156364-33173432	1.1253
NM_005453	chr6(.):33277181-33290512	2.3965
NM_001145338	chr6(.):33277181-33290719	2.5008
NM_022553	chr6(.):33213048-33244662	0.5693
NR_029633	chr6(.):33170611-33180721	1.7836
NM_001185181	chr6(.):33252411-33263709	0.5267
NM_006772	chr6(.):33382846-33426466	0.7047
NM_015921	chr6(.):33379318-33391065	1.1451
NR_001444	chr6(.):33327513-33339139	0.053
NM_002263	chr6(.):33354312-33382699	0.6881
NM_002636	chr6(.):33373772-33389230	1.6023
NM_019096	chr6(.):43583217-43601936	1.5944
NM_001003690	chr6(.):43592278-43613688	1.7301
NM_014628	chr6(.):43598576-43613688	0.6113
NM_006502	chr6(.):43538877-43593260	0.2182
NM_001193341	chr6(.):43607766-43643748	0.2019
NM_001078177	chr6(.):44186362-44206888	1.0004
NM_178148	chr6(.):44216837-44230283	1.0429
NM_001078174	chr6(.):44182241-44206888	0.9038
NM_020745	chr6(.):44261462-44286063	0.1837
NM_182539	chr6(.):44242896-44270458	0.0513
NM_001137560	chr6(.):44233479-44252182	0.0947
NM_001078175	chr6(.):44186295-44206888	1.0055
NM_004556	chr6(.):44220902-44238525	2.8223
NM_007355	chr6(.):44209848-44226614	1.8895
NM_002388	chr6(.):52123811-52154582	0.775
NM_052872	chr6(.):52096483-52114298	0.1671
NM_002043	chr6(.):89962238-90029967	0.1149
NM_182907	chr6(.):106541814-106562811	1.8339
NM_001198	chr6(.):106529194-106562814	1.7537
NM_006290	chr6(.):138183580-138209449	1.7525
NM_001259	chr7(.):92229234-92468231	0.4647
NM_001145306	chr7(.):92229234-92470941	0.4607
NM_004289	chr7(.):26186846-26231756	2.2352
NM_030796	chr7(.):55533305-55645200	0.9252
NM_031468	chr7(.):71239475-71882360	0.2004
NM_012301	chr7(.):77641373-79087890	0.0878
NR_033766	chr7(.):113721364-114338827	0.0977
NM_001145354	chr7(.):130789854-131186398	0.2027
NM_001080495	chr7(.):5341422-5468177	1.5444
NM_000535	chr7(.):6007869-6053737	0.4164
NM_138426	chr7(.):8003422-8133709	0.5991
NM_182762	chr7(.):20169278-20262013	0.7003
NM_002214	chr7(.):20365724-20460382	0.553
NM_006547	chr7(.):23344827-23514995	0.5508
NR_036554	chr7(.):29720687-29787019	0.6935
NR_003502	chr7(.):32762561-32774595	2.0628
NR_036680	chr7(.):32615552-32763780	0.0785
NM_002541	chr7(.):44641120-44753669	0.4907
NM_001003941	chr7(.):44641120-44721195	0.6539
NM_022748	chr7(.):47309751-47584199	0.3574
NM_001010932	chr7(.):81326443-81404452	0.8687
NM_001010934	chr7(.):81375215-81404452	2.086
NM_001010931	chr7(.):81367006-81404452	1.6579
NM_017621	chr7(.):102091666-102110321	0.4153
NM_182931	chr7(.):104649636-104759532	0.5558
NM_001098627	chr7(.):128575771-128595088	2.0877
NM_001098630	chr7(.):128572993-128595088	2.1209
NM_032643	chr7(.):128573270-128595088	2.0658
NR_015431	chr7(.):130623918-130798562	0.3552
NR_024153	chr7(.):130623918-130796789	0.3579
NM_006303	chr7(.):6043881-6068465	1.0987
NM_014413	chr7(.):6056877-6103860	0.2435
NM_152898	chr7(.):19179404-19190044	0.1103
NM_000474	chr7(.):19150090-19162295	1.7179
NM_207342	chr7(.):22454062-22544901	0.5182
NM_001164460	chr7(.):22473037-22544901	0.6252
NR_026676	chr7(.):23525006-23536031	0.0855
NR_029597	chr7(.):25984538-25994606	7.2065
NM_031243	chr7(.):26224555-26245413	3.6398
NM_016587	chr7(.):26236323-26257976	3.4521
NM_007276	chr7(.):26236098-26257976	3.4209
NR_036482	chr7(.):29719769-29732859	3.134
NR_024278	chr7(.):29680537-29729754	1.2635
NR_027347	chr7(.):29719387-29730437	3.7231
NM_147128	chr7(.):30318922-30412308	0.8189
NR_030319	chr7(.):30324409-30334506	4.1029
NR_037513	chr7(.):30324409-30334506	4.1029
NR_036501	chr7(.):32792897-32807536	0.1353
NR_030320	chr7(.):32767592-32777689	2.2731
NM_182547	chr7(.):44613761-44626827	1.2218
NM_174929	chr7(.):44790786-44814479	0.54
NM_031449	chr7(.):44783529-44814479	1.8537
NM_021130	chr7(.):44831240-44847716	1.8049
NM_001163636	chr7(.):74067029-74180022	0.5521
NM_020979	chr7(.):101923404-101967178	1.3221
NR_036245	chr7(.):101931368-101941453	1.8512
NM_032831	chr7(.):102068995-102102268	0.4484
NM_024653	chr7(.):102031803-102072129	1.4127
NM_006234	chr7(.):102108547-102124381	0.498
NM_152892	chr7(.):102100389-102118612	0.4465
NR_024586	chr7(.):104645988-104659588	3.9498
NM_199349	chr7(.):128525000-128555773	0.0767
NM_033015	chr7(.):150768707-150782951	1.364
NM_004769	chr7(.):150740604-150754843	0.1216
NM_031434	chr7(.):150773171-150785413	3.0503
NM_004935	chr7(.):150745898-150760052	1.5651
NM_031946	chr7(.):150778825-150846523	0.4999
NM_001136044	chr7(.):150773171-150785620	3.011
NM_003040	chr7(.):150751656-150778614	1.1766
NM_001042535	chr7(.):150778825-150825725	0.6899
NM_005614	chr7(.):151158097-151222010	0.8069
NM_005515	chr7(.):156792546-156808347	1.4615
NM_001165255	chr7(.):156792546-156807129	1.5375
NM_080838	chr8(.):134198311-134245053	0.726
NM_002998	chr8(.):97500881-97629037	0.5802
NM_052900	chr8(.):113230158-114454242	0.0791
NM_198124	chr8(.):113230158-114394382	0.0544
NM_001024678	chr8(.):145742760-145757416	2.6034
NM_001001795	chr8(.):145746602-145759458	2.2942
NM_015310	chr8(.):18379812-18876196	0.1266
NM_206909	chr8(.):18379812-18671405	0.1387
NM_001386	chr8(.):26430420-26520693	0.4414
NM_001197293	chr8(.):26366708-26520693	0.3663
NM_023034	chr8(.):38127560-38244790	0.3551
NM_032410	chr8(.):42747032-42890682	0.2687
NM_001160224	chr8(.):42699779-42756866	0.6836
NM_001160225	chr8(.):42703437-42756866	0.7237
NM_006756	chr8(.):54874115-54940008	0.4923
NM_002604	chr8(.):66629051-66758755	0.396
NM_001135733	chr8(.):95933199-95966615	0.9401
NM_016134	chr8(.):97652498-98160722	0.1374
