GENE_ID	locusLine	bin_1_KMS11_jia.bam
1_MACS_peak_153_lociStitched	chr1(.):9819186-9820607	0.544
1_MACS_peak_154_lociStitched	chr1(.):9846587-9848753	1.6341
1_MACS_peak_155_lociStitched	chr1(.):9883134-9884264	1.4948
2_MACS_peak_156_lociStitched	chr1(.):9969382-9971697	1.1009
1_MACS_peak_158_lociStitched	chr1(.):10002183-10004251	2.3891
2_MACS_peak_159_lociStitched	chr1(.):10092184-10094483	1.6963
2_MACS_peak_161_lociStitched	chr1(.):10269734-10271528	1.0464
1_MACS_peak_163_lociStitched	chr1(.):10313326-10314224	0.4016
1_MACS_peak_164_lociStitched	chr1(.):10458170-10460284	1.475
1_MACS_peak_165_lociStitched	chr1(.):10490173-10491557	1.6213
1_MACS_peak_166_lociStitched	chr1(.):10516836-10517872	0.4462
2_MACS_peak_167_lociStitched	chr1(.):10531748-10536074	0.9664
1_MACS_peak_169_lociStitched	chr1(.):10554791-10555866	0.5894
1_MACS_peak_170_lociStitched	chr1(.):10999642-11000991	0.6765
1_MACS_peak_171_lociStitched	chr1(.):11071839-11073751	2.2984
1_MACS_peak_172_lociStitched	chr1(.):11118491-11123841	2.2613
1_MACS_peak_173_lociStitched	chr1(.):11158953-11160557	1.9016
2_MACS_peak_174_lociStitched	chr1(.):11321783-11323346	1.4488
1_MACS_peak_176_lociStitched	chr1(.):11333035-11334440	2.1506
1_MACS_peak_177_lociStitched	chr1(.):11538809-11539647	0.6552
1_MACS_peak_178_lociStitched	chr1(.):11627226-11630730	0.7651
1_MACS_peak_179_lociStitched	chr1(.):11714432-11715480	0.5751
1_MACS_peak_180_lociStitched	chr1(.):11724153-11724897	0.5943
1_MACS_peak_181_lociStitched	chr1(.):11740440-11742153	1.2082
2_MACS_peak_182_lociStitched	chr1(.):11795858-11801521	1.6039
1_MACS_peak_184_lociStitched	chr1(.):11808782-11809452	0.4735
1_MACS_peak_185_lociStitched	chr1(.):11863180-11867727	1.7936
1_MACS_peak_186_lociStitched	chr1(.):11967733-11970508	3.5476
1_MACS_peak_187_lociStitched	chr1(.):11984412-11987274	1.3369
1_MACS_peak_188_lociStitched	chr1(.):11993894-11995634	1.5507
1_MACS_peak_189_lociStitched	chr1(.):12039709-12041216	2.1134
2_MACS_peak_190_lociStitched	chr1(.):12078843-12080490	1.8999
3_MACS_peak_192_lociStitched	chr1(.):12099738-12113346	0.6618
1_MACS_peak_195_lociStitched	chr1(.):12139161-12139942	0.3717
1_MACS_peak_196_lociStitched	chr1(.):12186454-12188816	1.114
1_MACS_peak_197_lociStitched	chr1(.):12206832-12210817	0.9233
3_MACS_peak_198_lociStitched	chr1(.):12217354-12228518	1.3452
1_MACS_peak_201_lociStitched	chr1(.):12270929-12271494	0.5148
1_MACS_peak_202_lociStitched	chr1(.):12290032-12291430	1.4801
1_MACS_peak_203_lociStitched	chr1(.):12419313-12420835	0.6927
1_MACS_peak_204_lociStitched	chr1(.):12493476-12496751	0.7174
1_MACS_peak_205_lociStitched	chr1(.):12508316-12510275	0.7581
1_MACS_peak_206_lociStitched	chr1(.):12677738-12679202	0.5246
1_MACS_peak_207_lociStitched	chr1(.):12868934-12871656	0.659
2_MACS_peak_208_lociStitched	chr1(.):12890682-12899857	1.1088
1_MACS_peak_210_lociStitched	chr1(.):12933212-12934148	0.4533
1_MACS_peak_211_lociStitched	chr1(.):12946016-12948568	0.805
1_MACS_peak_212_lociStitched	chr1(.):12990524-12992540	0.5508
1_MACS_peak_213_lociStitched	chr1(.):13008176-13009312	0.5921
2_MACS_peak_214_lociStitched	chr1(.):13118906-13120588	0.5019
1_MACS_peak_216_lociStitched	chr1(.):13357833-13359269	0.625
1_MACS_peak_217_lociStitched	chr1(.):13374847-13376855	0.6148
1_MACS_peak_218_lociStitched	chr1(.):13419181-13420887	0.8797
1_MACS_peak_219_lociStitched	chr1(.):13639977-13641627	0.8509
1_MACS_peak_220_lociStitched	chr1(.):14013077-14014777	0.7423
1_MACS_peak_221_lociStitched	chr1(.):14025753-14032454	3.0519
1_MACS_peak_222_lociStitched	chr1(.):14056088-14058781	1.4517
1_MACS_peak_223_lociStitched	chr1(.):14074770-14077385	1.9818
1_MACS_peak_224_lociStitched	chr1(.):14365680-14367436	0.8685
1_MACS_peak_225_lociStitched	chr1(.):14507198-14508679	0.5549
1_MACS_peak_226_lociStitched	chr1(.):14687042-14688421	0.7054
1_MACS_peak_227_lociStitched	chr1(.):14695553-14697308	0.7616
1_MACS_peak_228_lociStitched	chr1(.):15161256-15164284	2.0079
1_MACS_peak_229_lociStitched	chr1(.):15202960-15204092	0.4863
1_MACS_peak_230_lociStitched	chr1(.):15250506-15251510	0.7908
1_MACS_peak_231_lociStitched	chr1(.):15275922-15276610	0.5363
3_MACS_peak_232_lociStitched	chr1(.):15479821-15488494	0.6867
1_MACS_peak_235_lociStitched	chr1(.):15499818-15504184	1.2066
1_MACS_peak_236_lociStitched	chr1(.):15533117-15534980	0.9923
2_MACS_peak_237_lociStitched	chr1(.):15557635-15559079	0.6894
1_MACS_peak_239_lociStitched	chr1(.):15573638-15574480	0.6059
1_MACS_peak_240_lociStitched	chr1(.):15584087-15585491	0.7179
1_MACS_peak_241_lociStitched	chr1(.):15666540-15667558	0.6843
1_MACS_peak_242_lociStitched	chr1(.):15735732-15737375	1.173
2_MACS_peak_243_lociStitched	chr1(.):15796028-15798832	0.2789
1_MACS_peak_245_lociStitched	chr1(.):15850074-15854302	1.1812
3_MACS_peak_246_lociStitched	chr1(.):15897078-15912140	1.0781
1_MACS_peak_249_lociStitched	chr1(.):15929354-15930780	1.1501
1_MACS_peak_250_lociStitched	chr1(.):15942758-15945645	1.5314
1_MACS_peak_251_lociStitched	chr1(.):16010032-16012042	3.1169
1_MACS_peak_252_lociStitched	chr1(.):16022885-16024710	1.1201
1_MACS_peak_253_lociStitched	chr1(.):16072721-16073320	0.3812
2_MACS_peak_254_lociStitched	chr1(.):16160038-16163546	4.8826
1_MACS_peak_256_lociStitched	chr1(.):16172992-16178879	2.2997
1_MACS_peak_257_lociStitched	chr1(.):16219439-16220362	0.5776
1_MACS_peak_258_lociStitched	chr1(.):16276280-16277512	0.5013
1_MACS_peak_259_lociStitched	chr1(.):16301192-16303468	1.1659
1_MACS_peak_260_lociStitched	chr1(.):16338404-16344295	3.1911
2_MACS_peak_261_lociStitched	chr1(.):16399525-16406528	0.3445
1_MACS_peak_263_lociStitched	chr1(.):16494049-16494618	0.4821
1_MACS_peak_264_lociStitched	chr1(.):16532620-16534175	1.4014
2_MACS_peak_265_lociStitched	chr1(.):16543164-16544687	0.8137
1_MACS_peak_267_lociStitched	chr1(.):16562365-16564463	1.3002
1_MACS_peak_268_lociStitched	chr1(.):16677609-16679750	1.9746
1_MACS_peak_269_lociStitched	chr1(.):16692991-16695646	2.7003
1_MACS_peak_270_lociStitched	chr1(.):16766509-16771639	1.6402
2_MACS_peak_271_lociStitched	chr1(.):16824779-16833082	0.5012
1_MACS_peak_274_lociStitched	chr1(.):16860523-16861626	0.6766
1_MACS_peak_275_lociStitched	chr1(.):16938979-16940898	2.7233
1_MACS_peak_276_lociStitched	chr1(.):16970018-16972242	4.9534
2_MACS_peak_277_lociStitched	chr1(.):16983103-16985838	0.6758
1_MACS_peak_279_lociStitched	chr1(.):16991889-16994482	2.8765
1_MACS_peak_280_lociStitched	chr1(.):17002736-17004842	0.8391
1_MACS_peak_281_lociStitched	chr1(.):17012126-17012913	0.6968
1_MACS_peak_282_lociStitched	chr1(.):17027003-17028338	0.9864
3_MACS_peak_283_lociStitched	chr1(.):17065938-17077395	0.9881
1_MACS_peak_286_lociStitched	chr1(.):17199057-17200514	0.7799
3_MACS_peak_287_lociStitched	chr1(.):17215167-17233528	1.664
2_MACS_peak_290_lociStitched	chr1(.):17239881-17241660	1.4627
1_MACS_peak_292_lociStitched	chr1(.):17286940-17287818	0.7997
1_MACS_peak_293_lociStitched	chr1(.):17337396-17338507	1.1662
1_MACS_peak_294_lociStitched	chr1(.):17345082-17346428	0.6457
1_MACS_peak_295_lociStitched	chr1(.):17356022-17358247	1.0166
1_MACS_peak_296_lociStitched	chr1(.):17366167-17367405	0.5896
1_MACS_peak_297_lociStitched	chr1(.):17379324-17380696	1.5293
1_MACS_peak_298_lociStitched	chr1(.):17763421-17768784	2.2467
1_MACS_peak_299_lociStitched	chr1(.):17803724-17804670	0.6782
1_MACS_peak_300_lociStitched	chr1(.):19228471-19229982	1.4945
1_MACS_peak_301_lociStitched	chr1(.):19252507-19255217	2.1647
2_MACS_peak_302_lociStitched	chr1(.):19276624-19283210	0.5462
1_MACS_peak_304_lociStitched	chr1(.):19535560-19538225	1.7178
1_MACS_peak_305_lociStitched	chr1(.):19577124-19579259	2.2794
1_MACS_peak_306_lociStitched	chr1(.):19637935-19639547	1.0524
1_MACS_peak_307_lociStitched	chr1(.):19811080-19813462	2.5097
1_MACS_peak_308_lociStitched	chr1(.):19821609-19823506	1.1725
1_MACS_peak_309_lociStitched	chr1(.):19884368-19885011	0.4879
1_MACS_peak_310_lociStitched	chr1(.):19922396-19924779	2.6736
1_MACS_peak_311_lociStitched	chr1(.):20125526-20127380	1.6826
1_MACS_peak_312_lociStitched	chr1(.):20208769-20209902	2.0012
1_MACS_peak_313_lociStitched	chr1(.):20833913-20835100	0.9118
1_MACS_peak_314_lociStitched	chr1(.):20959822-20961042	0.8591
1_MACS_peak_315_lociStitched	chr1(.):20987006-20988791	1.0698
1_MACS_peak_316_lociStitched	chr1(.):21022943-21023667	0.7724
1_MACS_peak_317_lociStitched	chr1(.):21111690-21114919	2.6237
1_MACS_peak_318_lociStitched	chr1(.):21318264-21320061	0.5261
1_MACS_peak_319_lociStitched	chr1(.):21348068-21349837	1.0576
1_MACS_peak_320_lociStitched	chr1(.):21502077-21503913	1.2769
1_MACS_peak_321_lociStitched	chr1(.):21542889-21543430	0.3828
2_MACS_peak_322_lociStitched	chr1(.):21615757-21622251	2.1845
1_MACS_peak_324_lociStitched	chr1(.):21660671-21661841	0.5267
1_MACS_peak_325_lociStitched	chr1(.):21671057-21672803	1.1643
1_MACS_peak_326_lociStitched	chr1(.):21765926-21767446	0.7801
1_MACS_peak_327_lociStitched	chr1(.):22026801-22027455	0.4116
1_MACS_peak_328_lociStitched	chr1(.):22107707-22110692	2.9493
1_MACS_peak_329_lociStitched	chr1(.):22117379-22118988	0.7159
1_MACS_peak_330_lociStitched	chr1(.):22191527-22193722	0.9083
1_MACS_peak_331_lociStitched	chr1(.):22350323-22353443	2.8038
1_MACS_peak_332_lociStitched	chr1(.):22365872-22367429	1.3728
2_MACS_peak_333_lociStitched	chr1(.):22378539-22383730	1.3755
1_MACS_peak_335_lociStitched	chr1(.):22777693-22779471	1.1481
1_MACS_peak_336_lociStitched	chr1(.):22820292-22822035	0.8589
2_MACS_peak_337_lociStitched	chr1(.):22834146-22835793	0.4977
1_MACS_peak_339_lociStitched	chr1(.):23345212-23347176	1.4966
1_MACS_peak_340_lociStitched	chr1(.):23494112-23495516	1.0494
1_MACS_peak_341_lociStitched	chr1(.):23667626-23672178	2.7467
1_MACS_peak_342_lociStitched	chr1(.):23694147-23696882	2.3591
1_MACS_peak_343_lociStitched	chr1(.):23750787-23751939	0.5862
1_MACS_peak_344_lociStitched	chr1(.):23810231-23811385	0.7595
3_MACS_peak_345_lociStitched	chr1(.):23849171-23866528	2.7828
2_MACS_peak_348_lociStitched	chr1(.):23880671-23886659	0.8223
1_MACS_peak_350_lociStitched	chr1(.):23903835-23904604	0.5119
1_MACS_peak_351_lociStitched	chr1(.):23920045-23920689	0.4624
2_MACS_peak_352_lociStitched	chr1(.):23937159-23947066	0.9815
1_MACS_peak_354_lociStitched	chr1(.):23953337-23954195	0.408
1_MACS_peak_355_lociStitched	chr1(.):24017739-24019626	1.5708
2_MACS_peak_356_lociStitched	chr1(.):24045161-24048187	0.4657
1_MACS_peak_358_lociStitched	chr1(.):24069291-24071763	1.5803
1_MACS_peak_359_lociStitched	chr1(.):24104079-24106158	1.5567
1_MACS_peak_360_lociStitched	chr1(.):24117145-24118799	1.1286
1_MACS_peak_361_lociStitched	chr1(.):24126055-24128064	1.5586
1_MACS_peak_362_lociStitched	chr1(.):24151196-24152619	1.2283
1_MACS_peak_363_lociStitched	chr1(.):24181210-24182414	0.8315
1_MACS_peak_364_lociStitched	chr1(.):24194023-24194887	0.7276
1_MACS_peak_365_lociStitched	chr1(.):24246038-24247744	1.6655
3_MACS_peak_366_lociStitched	chr1(.):24281192-24292465	1.3435
1_MACS_peak_369_lociStitched	chr1(.):24305244-24307834	3.0394
1_MACS_peak_370_lociStitched	chr1(.):24468806-24470000	0.8699
1_MACS_peak_371_lociStitched	chr1(.):24476986-24479568	0.8215
1_MACS_peak_372_lociStitched	chr1(.):24512934-24519323	2.6115
2_MACS_peak_373_lociStitched	chr1(.):24528110-24533313	1.672
1_MACS_peak_375_lociStitched	chr1(.):24562398-24563027	0.5349
2_MACS_peak_376_lociStitched	chr1(.):24645777-24649712	1.1864
1_MACS_peak_378_lociStitched	chr1(.):24676972-24679657	1.1013
2_MACS_peak_379_lociStitched	chr1(.):24710390-24719465	1.2993
1_MACS_peak_381_lociStitched	chr1(.):24742234-24743511	0.6079
1_MACS_peak_382_lociStitched	chr1(.):24827859-24830241	1.4102
1_MACS_peak_383_lociStitched	chr1(.):24861207-24862302	0.8521
2_MACS_peak_384_lociStitched	chr1(.):24882443-24887674	0.79
1_MACS_peak_386_lociStitched	chr1(.):24968106-24971132	2.7697
1_MACS_peak_387_lociStitched	chr1(.):25020365-25021583	0.6872
1_MACS_peak_388_lociStitched	chr1(.):25030820-25033207	1.9913
2_MACS_peak_389_lociStitched	chr1(.):25048724-25054912	0.4336
2_MACS_peak_391_lociStitched	chr1(.):25069480-25076616	1.8686
1_MACS_peak_393_lociStitched	chr1(.):25096207-25097386	0.5652
1_MACS_peak_394_lociStitched	chr1(.):25135220-25136765	0.5103
1_MACS_peak_395_lociStitched	chr1(.):25174518-25175625	1.2413
2_MACS_peak_396_lociStitched	chr1(.):25249629-25257716	2.9561
1_MACS_peak_398_lociStitched	chr1(.):25290773-25293154	2.4028
3_MACS_peak_399_lociStitched	chr1(.):25345256-25361236	1.5583
1_MACS_peak_402_lociStitched	chr1(.):25406696-25407299	0.4544
4_MACS_peak_403_lociStitched	chr1(.):25558157-25574997	1.255
1_MACS_peak_407_lociStitched	chr1(.):25592672-25595090	2.3422
1_MACS_peak_408_lociStitched	chr1(.):25662921-25666489	2.6826
2_MACS_peak_409_lociStitched	chr1(.):25756140-25758483	1.0536
1_MACS_peak_411_lociStitched	chr1(.):25825132-25826766	0.8115
5_MACS_peak_412_lociStitched	chr1(.):25869564-25899197	1.7664
2_MACS_peak_417_lociStitched	chr1(.):25942274-25947637	1.2209
1_MACS_peak_419_lociStitched	chr1(.):25968005-25970416	1.2266
1_MACS_peak_420_lociStitched	chr1(.):26001824-26003681	0.8298
1_MACS_peak_421_lociStitched	chr1(.):26030250-26031541	0.708
1_MACS_peak_422_lociStitched	chr1(.):26055506-26058420	1.3477
4_MACS_peak_423_lociStitched	chr1(.):26091468-26107823	0.8444
2_MACS_peak_427_lociStitched	chr1(.):26122720-26127470	0.4805
1_MACS_peak_429_lociStitched	chr1(.):26145738-26148081	2.2669
1_MACS_peak_430_lociStitched	chr1(.):26184978-26186450	1.1724
1_MACS_peak_431_lociStitched	chr1(.):26201583-26202218	0.568
1_MACS_peak_432_lociStitched	chr1(.):26230949-26233477	2.0385
1_MACS_peak_433_lociStitched	chr1(.):26323207-26325468	1.3285
1_MACS_peak_434_lociStitched	chr1(.):26361503-26362745	0.546
1_MACS_peak_435_lociStitched	chr1(.):26386590-26388495	0.6861
3_MACS_peak_436_lociStitched	chr1(.):26436753-26453851	1.3388
1_MACS_peak_439_lociStitched	chr1(.):26496196-26497239	1.4638
2_MACS_peak_440_lociStitched	chr1(.):26503853-26507300	0.3416
2_MACS_peak_442_lociStitched	chr1(.):26560511-26564755	1.3075
1_MACS_peak_444_lociStitched	chr1(.):26578223-26581744	0.6533
2_MACS_peak_445_lociStitched	chr1(.):26602091-26607339	0.6553
1_MACS_peak_447_lociStitched	chr1(.):26632255-26634721	1.9555
1_MACS_peak_448_lociStitched	chr1(.):26662366-26663801	0.6297
2_MACS_peak_449_lociStitched	chr1(.):26758122-26759708	1.0754
1_MACS_peak_451_lociStitched	chr1(.):26797994-26800867	2.7877
1_MACS_peak_452_lociStitched	chr1(.):26826263-26828706	3.6459
1_MACS_peak_453_lociStitched	chr1(.):26855662-26856738	0.8165
2_MACS_peak_454_lociStitched	chr1(.):26866182-26873169	0.4464
1_MACS_peak_456_lociStitched	chr1(.):26905719-26906533	0.5163
1_MACS_peak_457_lociStitched	chr1(.):26945976-26948585	3.5583
2_MACS_peak_458_lociStitched	chr1(.):27018521-27031010	2.5948
1_MACS_peak_460_lociStitched	chr1(.):27068737-27072867	2.0493
1_MACS_peak_461_lociStitched	chr1(.):27113614-27115917	3.1259
3_MACS_peak_462_lociStitched	chr1(.):27152519-27167512	1.1406
1_MACS_peak_465_lociStitched	chr1(.):27188698-27193313	2.9904
1_MACS_peak_466_lociStitched	chr1(.):27204024-27204633	0.5864
1_MACS_peak_467_lociStitched	chr1(.):27215834-27217234	1.3965
1_MACS_peak_468_lociStitched	chr1(.):27225984-27227523	1.2539
2_MACS_peak_469_lociStitched	chr1(.):27247443-27249005	1.2714
1_MACS_peak_471_lociStitched	chr1(.):27339459-27340478	0.9405
1_MACS_peak_472_lociStitched	chr1(.):27462142-27465039	1.5439
1_MACS_peak_473_lociStitched	chr1(.):27480987-27482288	0.9646
1_MACS_peak_474_lociStitched	chr1(.):27560289-27562590	1.042
1_MACS_peak_475_lociStitched	chr1(.):27633038-27634798	0.9701
1_MACS_peak_476_lociStitched	chr1(.):27648114-27649866	1.7568
1_MACS_peak_477_lociStitched	chr1(.):27668014-27668950	0.4881
1_MACS_peak_478_lociStitched	chr1(.):27675416-27676212	0.5752
1_MACS_peak_479_lociStitched	chr1(.):27691947-27693941	1.3432
2_MACS_peak_480_lociStitched	chr1(.):27718293-27719736	0.8085
1_MACS_peak_482_lociStitched	chr1(.):27744102-27746124	1.6495
1_MACS_peak_483_lociStitched	chr1(.):27761449-27766534	1.0922
1_MACS_peak_484_lociStitched	chr1(.):27814980-27819587	1.7543
1_MACS_peak_485_lociStitched	chr1(.):27825761-27827258	0.7587
1_MACS_peak_486_lociStitched	chr1(.):27850739-27855381	2.4912
1_MACS_peak_487_lociStitched	chr1(.):27881137-27885155	1.4692
1_MACS_peak_488_lociStitched	chr1(.):27901168-27902682	1.1906
2_MACS_peak_489_lociStitched	chr1(.):27923891-27931194	0.6352
2_MACS_peak_491_lociStitched	chr1(.):27984365-27989961	2.1383
1_MACS_peak_493_lociStitched	chr1(.):27998184-27999582	0.8882
1_MACS_peak_494_lociStitched	chr1(.):28038998-28041440	1.4013
2_MACS_peak_495_lociStitched	chr1(.):28051463-28053658	1.4844
1_MACS_peak_497_lociStitched	chr1(.):28098958-28100887	0.8976
1_MACS_peak_498_lociStitched	chr1(.):28156557-28158291	1.9068
4_MACS_peak_499_lociStitched	chr1(.):28195231-28205004	0.7428
2_MACS_peak_503_lociStitched	chr1(.):28212666-28219438	0.859
1_MACS_peak_505_lociStitched	chr1(.):28240087-28241847	2.1394
1_MACS_peak_506_lociStitched	chr1(.):28285849-28286922	0.8248
1_MACS_peak_507_lociStitched	chr1(.):28413847-28415983	1.5032
1_MACS_peak_508_lociStitched	chr1(.):28473289-28475844	2.3651
2_MACS_peak_509_lociStitched	chr1(.):28558628-28563824	1.4908
2_MACS_peak_511_lociStitched	chr1(.):28570092-28576959	1.6474
2_MACS_peak_513_lociStitched	chr1(.):28584825-28587382	1.5516
1_MACS_peak_515_lociStitched	chr1(.):28654850-28656373	1.7203
1_MACS_peak_516_lociStitched	chr1(.):28695423-28697400	2.3051
1_MACS_peak_517_lociStitched	chr1(.):28764084-28765522	0.5329
1_MACS_peak_518_lociStitched	chr1(.):28797687-28798576	0.4472
1_MACS_peak_519_lociStitched	chr1(.):28806179-28807251	0.7137
3_MACS_peak_520_lociStitched	chr1(.):28831596-28846332	1.4811
1_MACS_peak_523_lociStitched	chr1(.):28878710-28880749	2.6441
2_MACS_peak_524_lociStitched	chr1(.):28903283-28909985	1.2961
2_MACS_peak_526_lociStitched	chr1(.):28924462-28933713	1.4607
2_MACS_peak_528_lociStitched	chr1(.):28968442-28976217	1.6158
