#NCI-H929 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/NCI-H929.H3K27ac_ROSE/NCI-H929_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by NCI.H929.jin.bam
#Using cutoff of 21130.3898 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	NCI.H929.jin.bam	enhancerRank	isStretch
5_MACS_peak_11824_lociStitched	chr17	32688722	32719405	5	28097	72240.0552	18	1
2_MACS_peak_13163_lociStitched	chr18	42286140	42314356	2	28048	103470.8936	19	1
8_MACS_peak_15505_lociStitched	chr2	38855283	38896112	8	27255	73459.5368	20	1
8_MACS_peak_28286_lociStitched	chr8	126285140	126322584	8	26176	51990.994	21	1
8_MACS_peak_8537_lociStitched	chr14	94420205	94448314	8	25726	71967.4727	22	1
4_MACS_peak_18675_lociStitched	chr22	23255937	23287901	4	25714	180475.1368	23	1
3_MACS_peak_18672_lociStitched	chr22	23223262	23249235	3	24989	140456.7894	24	1
2_MACS_peak_24970_lociStitched	chr6	106531390	106556688	2	24895	87012.471	25	1
7_MACS_peak_24180_lociStitched	chr6	26340133	26368177	7	24649	71327.1096	26	1
4_MACS_peak_20330_lociStitched	chr3	124487120	124512803	4	24463	68463.1731	27	1
8_MACS_peak_5964_lociStitched	chr12	7045670	7081054	8	23889	64409.4952	28	1
9_MACS_peak_16040_lociStitched	chr2	88899129	88928492	9	23395	36342.5851	29	1
5_MACS_peak_18498_lociStitched	chr21	45552325	45580472	5	23258	84967.3489	30	1
5_MACS_peak_2033_lociStitched	chr1	161409491	161442470	5	22880	55408.0179	31	1
7_MACS_peak_1482_lociStitched	chr1	115233002	115260030	7	22712	52812.712	32	1
8_MACS_peak_25133_lociStitched	chr6	119761870	119799087	8	22375	42423.6583	33	1
5_MACS_peak_5773_lociStitched	chr11	128585497	128609874	5	22032	59955.2315	34	1
1_MACS_peak_15274_lociStitched	chr2	20404120	20426098	1	21979	93472.434	35	1
2_MACS_peak_1716_lociStitched	chr1	150531364	150554334	2	21977	114707.586	36	1
7_MACS_peak_187_lociStitched	chr1	9121702	9148161	7	21846	67335.5091	37	1
2_MACS_peak_1916_lociStitched	chr1	156456769	156479258	2	21810	119933.837	38	1
3_MACS_peak_11562_lociStitched	chr17	16872897	16895891	3	21671	103670.7484	39	1
4_MACS_peak_15501_lociStitched	chr2	38818401	38845140	4	21300	76438.7793	40	1
2_MACS_peak_13967_lociStitched	chr19	13259784	13284799	2	21249	124839.859	41	1
8_MACS_peak_29354_lociStitched	chr9	117125602	117152689	8	21213	66376.6935	42	1
2_MACS_peak_18020_lociStitched	chr20	52191530	52214105	2	21187	82401.0075	43	1
3_MACS_peak_8397_lociStitched	chr14	81930703	81955729	3	21039	72590.4156	44	1
3_MACS_peak_24604_lociStitched	chr6	45383001	45405912	3	20964	112153.9272	45	1
8_MACS_peak_13743_lociStitched	chr19	7400359	7434964	8	20939	53523.5535	46	1
3_MACS_peak_4071_lociStitched	chr10	112166733	112188218	3	20905	115808.447	47	1
2_MACS_peak_16836_lociStitched	chr2	197023240	197044444	2	20882	58378.8528	48	1
6_MACS_peak_7787_lociStitched	chr14	23018145	23039978	6	20830	71374.2603	49	1
17_MACS_peak_2771_lociStitched	chr1	228745842	228783233	17	20622	21548.4333	50	1
4_MACS_peak_6003_lociStitched	chr12	9873909	9896679	4	20616	32570.208	51	1
4_MACS_peak_1838_lociStitched	chr1	154907436	154935437	4	20422	170948.9051	52	1
4_MACS_peak_12532_lociStitched	chr17	72732340	72756900	4	20401	42260.392	53	1
3_MACS_peak_22541_lociStitched	chr5	27450598	27474412	3	20239	48856.8024	54	1
7_MACS_peak_19720_lociStitched	chr3	46129717	46154479	7	19995	42459.4014	55	1
6_MACS_peak_23876_lociStitched	chr6	304025	331343	6	19987	43498.4514	56	1
7_MACS_peak_22973_lociStitched	chr5	88163495	88186853	7	19959	47505.5004	57	1
3_MACS_peak_1923_lociStitched	chr1	156626743	156648006	3	19942	123576.3034	58	1
4_MACS_peak_20126_lociStitched	chr3	98477494	98497960	4	19918	48893.274	59	1
3_MACS_peak_3262_lociStitched	chr10	22595451	22615458	3	19815	58868.5968	60	1
5_MACS_peak_5500_lociStitched	chr11	111230489	111251915	5	19610	54012.8034	61	1
3_MACS_peak_18770_lociStitched	chr22	29206004	29226765	3	19531	56968.184	62	1
6_MACS_peak_30765_lociStitched	chrX	153188322	153219622	6	19494	87251.88	63	1
3_MACS_peak_1006_lociStitched	chr1	51432024	51451692	3	19254	107332.2096	64	1
3_MACS_peak_22534_lociStitched	chr5	26869522	26889297	3	19078	48510.0525	65	1
3_MACS_peak_21760_lociStitched	chr4	90210976	90230251	3	18977	92525.7825	66	1
8_MACS_peak_19469_lociStitched	chr3	15831447	15854089	8	18920	31370.491	67	1
9_MACS_peak_25422_lociStitched	chr6	157976578	158000065	9	18918	43204.3365	68	1
5_MACS_peak_22570_lociStitched	chr5	32572710	32596655	5	18893	64562.9035	69	1
3_MACS_peak_24207_lociStitched	chr6	27094404	27116078	3	18679	60524.645	70	1
4_MACS_peak_10242_lociStitched	chr16	11816956	11837832	4	18670	41720.686	71	1
3_MACS_peak_26602_lociStitched	chr7	102061387	102087260	3	18669	81585.3309	72	1
4_MACS_peak_17840_lociStitched	chr20	42567927	42593376	4	18362	54432.8661	73	1
2_MACS_peak_24875_lociStitched	chr6	90054002	90072578	2	18308	105585.984	74	1
6_MACS_peak_8565_lociStitched	chr14	95961566	95987185	6	18249	59459.1371	75	1
7_MACS_peak_27989_lociStitched	chr8	98635005	98665582	7	18245	73987.1669	76	1
5_MACS_peak_4957_lociStitched	chr11	64611711	64634491	5	18155	65369.488	77	1
2_MACS_peak_5666_lociStitched	chr11	120365261	120385594	2	18123	94599.2825	78	1
4_MACS_peak_5688_lociStitched	chr11	122585870	122605558	4	17847	57837.4376	79	1
7_MACS_peak_12390_lociStitched	chr17	62151033	62171573	7	17838	27020.37	80	1
6_MACS_peak_14799_lociStitched	chr19	49953688	49978448	6	17792	54949.868	81	1
3_MACS_peak_11170_lociStitched	chr16	87886696	87905370	3	17687	29247.2188	82	1
4_MACS_peak_3646_lociStitched	chr10	74078019	74097356	4	17657	70106.2935	83	1
4_MACS_peak_2422_lociStitched	chr1	203254884	203277943	4	17533	68418.3589	84	1
2_MACS_peak_27464_lociStitched	chr8	33407706	33425565	2	17414	73977.3357	85	1
6_MACS_peak_29105_lociStitched	chr9	93909137	93929012	6	17327	66952.9125	86	1
4_MACS_peak_13226_lociStitched	chr18	46439602	46462648	4	17240	33730.1256	87	1
8_MACS_peak_20423_lociStitched	chr3	129273570	129299706	8	17224	49342.1544	88	1
2_MACS_peak_21427_lociStitched	chr4	40191702	40209086	2	17199	37045.304	89	1
5_MACS_peak_2020_lociStitched	chr1	161142765	161164063	5	17151	104833.0156	90	1
5_MACS_peak_5829_lociStitched	chr11	132214200	132232521	5	17075	55067.4297	91	1
1_MACS_peak_20125_lociStitched	chr3	98448601	98465595	1	16995	81732.643	92	1
3_MACS_peak_6364_lociStitched	chr12	53583465	53604490	3	16958	64115.7375	93	1
3_MACS_peak_18247_lociStitched	chr21	19152304	19171109	3	16912	33205.869	94	1
8_MACS_peak_12610_lociStitched	chr17	74475312	74503367	8	16704	43698.468	95	1
5_MACS_peak_3056_lociStitched	chr10	5930551	5949162	5	16634	41422.5027	96	1
3_MACS_peak_23255_lociStitched	chr5	131745027	131764193	3	16629	70496.3812	97	1
4_MACS_peak_27370_lociStitched	chr8	27218761	27238665	4	16518	35658.016	98	1
3_MACS_peak_17701_lociStitched	chr20	34188900	34207978	3	16431	65546.2846	99	1
3_MACS_peak_14464_lociStitched	chr19	39887636	39904640	3	16428	84834.6564	100	1
4_MACS_peak_9060_lociStitched	chr15	40386952	40409014	4	16404	54009.9822	101	1
5_MACS_peak_23259_lociStitched	chr5	131790945	131814908	5	16330	61225.465	102	1
4_MACS_peak_22278_lociStitched	chr4	185328738	185349980	4	16306	30696.8142	103	1
7_MACS_peak_27777_lociStitched	chr8	71502964	71521315	7	16253	39304.1718	104	1
2_MACS_peak_2287_lociStitched	chr1	184709299	184725660	2	16147	85159.005	105	1
5_MACS_peak_17783_lociStitched	chr20	37498592	37523915	5	16033	79086.2613	106	1
4_MACS_peak_29297_lociStitched	chr9	112904204	112924279	4	16030	31840.9575	107	1
6_MACS_peak_19330_lociStitched	chr3	5222965	5242111	6	16006	36457.8132	108	1
4_MACS_peak_13848_lociStitched	chr19	10521878	10539889	4	15968	58261.9828	109	1
1_MACS_peak_22569_lociStitched	chr5	32530101	32545982	1	15882	42611.8992	110	1
3_MACS_peak_12301_lociStitched	chr17	56405055	56423295	3	15822	96447.648	111	1
5_MACS_peak_17549_lociStitched	chr20	25261601	25282713	5	15809	37725.0328	112	1
6_MACS_peak_30574_lociStitched	chrX	128901257	128921766	6	15806	39506.4867	113	1
6_MACS_peak_26085_lociStitched	chr7	55574578	55593227	6	15802	35988.8402	114	1
5_MACS_peak_19287_lociStitched	chr22	50962323	50983735	5	15797	106621.054	115	1
2_MACS_peak_20761_lociStitched	chr3	171811309	171827003	2	15686	32474.0248	116	1
6_MACS_peak_13501_lociStitched	chr19	1248041	1277297	6	15659	80922.096	117	1
6_MACS_peak_1725_lociStitched	chr1	150846742	150868544	6	15638	52261.5742	118	1
5_MACS_peak_28469_lociStitched	chr8	145009682	145030247	5	15519	22043.6235	119	1
2_MACS_peak_5692_lociStitched	chr11	122612216	122627787	2	15464	68724.1656	120	1
2_MACS_peak_16751_lociStitched	chr2	182168478	182184098	2	15439	47464.494	121	1
6_MACS_peak_27852_lociStitched	chr8	81046393	81065184	6	15288	29830.7125	122	1
4_MACS_peak_1896_lociStitched	chr1	156082823	156100869	4	15156	49846.6612	123	1
3_MACS_peak_11961_lociStitched	chr17	38467212	38483606	3	15127	35614.3256	124	1
3_MACS_peak_14745_lociStitched	chr19	48878780	48895676	3	15124	50426.112	125	1
6_MACS_peak_1945_lociStitched	chr1	157474928	157494811	6	15033	37119.5727	126	1
6_MACS_peak_8783_lociStitched	chr15	20545287	20563897	6	15028	35081.711	127	1
7_MACS_peak_8969_lociStitched	chr15	31636879	31660304	7	14989	27201.11	128	1
2_MACS_peak_4990_lociStitched	chr11	65183722	65198781	2	14977	88577.038	129	1
6_MACS_peak_14433_lociStitched	chr19	39159616	39178092	6	14976	39616.2392	130	1
3_MACS_peak_13549_lociStitched	chr19	2081418	2097743	3	14758	77912.695	131	1
6_MACS_peak_12675_lociStitched	chr17	76116530	76140832	6	14721	27721.2914	132	1
6_MACS_peak_4938_lociStitched	chr11	63992834	64019461	6	14710	36271.2994	133	1
3_MACS_peak_18705_lociStitched	chr22	24176780	24192101	3	14671	77367.9858	134	1
2_MACS_peak_24619_lociStitched	chr6	45672735	45687421	2	14648	35168.5642	135	1
5_MACS_peak_482_lociStitched	chr1	24512305	24533594	5	14487	51498.091	136	1
4_MACS_peak_23730_lociStitched	chr5	173311327	173327729	4	14448	27520.9158	137	1
5_MACS_peak_3045_lociStitched	chr10	5617730	5632884	5	14338	24996.523	138	1
3_MACS_peak_5604_lociStitched	chr11	117868192	117884641	3	14304	24668.5653	139	1
6_MACS_peak_27185_lociStitched	chr8	11272972	11298369	6	14169	34197.0605	140	1
5_MACS_peak_24788_lociStitched	chr6	79777570	79792549	5	14094	42357.6162	141	1
4_MACS_peak_11069_lociStitched	chr16	81841348	81857501	4	14003	38447.3706	142	1
4_MACS_peak_16245_lociStitched	chr2	112184818	112199009	4	13901	20698.9926	143	1
4_MACS_peak_7083_lociStitched	chr12	122224781	122244549	4	13899	71943.6592	144	1
5_MACS_peak_7111_lociStitched	chr12	123408631	123423786	5	13848	39333.287	145	1
6_MACS_peak_9054_lociStitched	chr15	40336768	40362956	6	13843	36108.0144	146	1
2_MACS_peak_1900_lociStitched	chr1	156115751	156129609	2	13810	39098.9612	147	1
1_MACS_peak_18769_lociStitched	chr22	29185991	29199761	1	13771	75233.772	148	1
6_MACS_peak_13990_lociStitched	chr19	13944075	13962037	6	13765	65582.8544	149	1
2_MACS_peak_30012_lociStitched	chrX	39953219	39969624	2	13717	58811.925	150	1
2_MACS_peak_18077_lociStitched	chr20	55963910	55978789	2	13685	98823.3422	151	1
5_MACS_peak_19984_lociStitched	chr3	61545586	61562516	5	13663	39800.737	152	1
5_MACS_peak_30774_lociStitched	chrX	153266797	153287204	5	13543	37997.834	153	1
2_MACS_peak_16895_lociStitched	chr2	201979779	201994105	2	13513	46603.9106	154	1
7_MACS_peak_15129_lociStitched	chr2	8650555	8667603	7	13513	23381.332	155	1
2_MACS_peak_14543_lociStitched	chr19	42363536	42377135	2	13476	32322.1032	156	1
1_MACS_peak_5696_lociStitched	chr11	122929149	122942613	1	13465	90972.2088	157	1
4_MACS_peak_11361_lociStitched	chr17	4267821	4281790	4	13453	46878.5671	158	1
7_MACS_peak_28208_lociStitched	chr8	120930808	120949737	7	13396	32154.6923	159	1
5_MACS_peak_7615_lociStitched	chr13	99127662	99142383	5	13376	17030.7249	160	1
5_MACS_peak_634_lociStitched	chr1	28826886	28846353	5	13271	60380.7939	161	1
4_MACS_peak_16027_lociStitched	chr2	87808945	87822782	4	13268	22723.1214	162	1
10_MACS_peak_8507_lociStitched	chr14	93225193	93252972	10	13249	20437.0103	163	1
3_MACS_peak_12628_lociStitched	chr17	74775332	74788941	3	13233	38635.951	164	1
3_MACS_peak_8468_lociStitched	chr14	91781658	91802332	3	13179	28122.8422	165	1
4_MACS_peak_13145_lociStitched	chr18	35010346	35025684	4	13092	17397.8934	166	1
2_MACS_peak_5737_lociStitched	chr11	126173014	126189744	2	13052	53276.685	167	1
2_MACS_peak_8476_lociStitched	chr14	91872825	91885864	2	13038	40281.3827	168	1
3_MACS_peak_16206_lociStitched	chr2	109826940	109844372	3	12988	32780.876	169	1
3_MACS_peak_6030_lociStitched	chr12	12867006	12880004	3	12970	51980.3018	170	1
1_MACS_peak_18721_lociStitched	chr22	24819486	24832411	1	12926	50876.6775	171	1
7_MACS_peak_25927_lociStitched	chr7	38388392	38408293	7	12807	14095.8783	172	1
1_MACS_peak_16750_lociStitched	chr2	182128575	182141377	1	12803	40301.9762	173	1
2_MACS_peak_6244_lociStitched	chr12	48200687	48214840	2	12803	41298.454	174	1
3_MACS_peak_512_lociStitched	chr1	25346954	25364599	3	12787	38155.548	175	1
2_MACS_peak_10831_lociStitched	chr16	66549088	66562405	2	12773	59447.088	176	1
4_MACS_peak_10350_lociStitched	chr16	19115943	19131044	4	12708	39957.246	177	1
1_MACS_peak_14432_lociStitched	chr19	39138258	39150963	1	12706	20841.282	178	1
3_MACS_peak_1978_lociStitched	chr1	159879039	159896207	3	12681	59380.6784	179	1
1_MACS_peak_18086_lociStitched	chr20	56045721	56058392	1	12672	78398.0112	180	1
1_MACS_peak_18142_lociStitched	chr20	61272686	61285350	1	12665	68417.26	181	1
5_MACS_peak_5304_lociStitched	chr11	82764660	82784509	5	12665	30426.5321	182	1
1_MACS_peak_1938_lociStitched	chr1	157141959	157154577	1	12619	84707.1576	183	1
1_MACS_peak_28012_lociStitched	chr8	100869495	100882065	1	12571	51051.798	184	1
2_MACS_peak_17797_lociStitched	chr20	39630559	39643101	2	12543	36095.876	185	1
5_MACS_peak_9913_lociStitched	chr15	101661248	101682012	5	12526	33255.6224	186	1
6_MACS_peak_8136_lociStitched	chr14	63934330	63951611	6	12409	19805.7541	187	1
2_MACS_peak_13217_lociStitched	chr18	46300019	46314584	2	12407	35920.203	188	1
3_MACS_peak_9516_lociStitched	chr15	75068811	75083212	3	12327	23493.7914	189	1
3_MACS_peak_12640_lociStitched	chr17	75130861	75143707	3	12315	34703.469	190	1
2_MACS_peak_26104_lociStitched	chr7	56163907	56179590	2	12309	36499.0459	191	1
4_MACS_peak_12398_lociStitched	chr17	62197206	62209986	4	12307	25488.432	192	1
4_MACS_peak_5563_lociStitched	chr11	115086874	115101064	4	12274	79415.754	193	1
2_MACS_peak_17856_lociStitched	chr20	43269941	43282280	2	12273	43001.415	194	1
3_MACS_peak_23687_lociStitched	chr5	171600601	171615955	3	12268	34948.7748	195	1
2_MACS_peak_11782_lociStitched	chr17	29636581	29648906	2	12262	24202.6025	196	1
3_MACS_peak_1884_lociStitched	chr1	155938365	155953773	3	12254	46456.6608	197	1
4_MACS_peak_7211_lociStitched	chr12	131576499	131589949	4	12187	35747.41	198	1
2_MACS_peak_18182_lociStitched	chr20	62357580	62372428	2	12183	58517.4528	199	1
5_MACS_peak_16897_lociStitched	chr2	202047108	202060844	5	12164	14840.3744	200	1
3_MACS_peak_21121_lociStitched	chr4	2787564	2804165	3	12163	31274.6239	201	1
7_MACS_peak_5296_lociStitched	chr11	82666347	82683836	7	12134	27819.7523	202	1
2_MACS_peak_573_lociStitched	chr1	27018591	27030908	2	12131	71574.087	203	1
7_MACS_peak_3086_lociStitched	chr10	7511502	7535998	7	12099	14413.4464	204	1
2_MACS_peak_5664_lociStitched	chr11	120203272	120216662	2	12073	50066.549	205	1
2_MACS_peak_18975_lociStitched	chr22	38636818	38649041	2	12062	36846.2335	206	1
2_MACS_peak_7024_lociStitched	chr12	120628246	120640337	2	12061	38436.0799	207	1
3_MACS_peak_22881_lociStitched	chr5	76005630	76018729	3	12053	53699.3505	208	1
6_MACS_peak_18930_lociStitched	chr22	37608261	37627844	6	12012	23427.1429	209	1
5_MACS_peak_17921_lociStitched	chr20	46114740	46132169	5	11977	25021.0724	210	1
4_MACS_peak_17608_lociStitched	chr20	31252334	31270145	4	11938	31667.958	211	1
5_MACS_peak_12496_lociStitched	chr17	70582722	70602642	5	11928	21145.08	212	1
3_MACS_peak_17652_lociStitched	chr20	32439889	32453663	3	11833	34962.5442	213	1
2_MACS_peak_1736_lociStitched	chr1	150967903	150982000	2	11833	30639.8295	214	1
2_MACS_peak_26881_lociStitched	chr7	139466481	139478924	2	11831	34225.7158	215	1
5_MACS_peak_27559_lociStitched	chr8	42741579	42754098	5	11820	41633.1864	216	1
5_MACS_peak_29441_lociStitched	chr9	126079249	126091855	5	11812	21708.7926	217	1
4_MACS_peak_11590_lociStitched	chr17	17726150	17744487	4	11802	34466.2252	218	1
4_MACS_peak_944_lociStitched	chr1	45264736	45286658	4	11780	44221.0584	219	1
4_MACS_peak_24615_lociStitched	chr6	45643278	45658036	4	11758	22303.7654	220	1
5_MACS_peak_30124_lociStitched	chrX	48768128	48782059	5	11707	24362.5328	221	1
4_MACS_peak_15199_lociStitched	chr2	11883411	11895869	4	11705	31293.2502	222	1
7_MACS_peak_4877_lociStitched	chr11	62306379	62328002	7	11686	20327.7823	223	1
3_MACS_peak_10273_lociStitched	chr16	14486532	14503278	3	11641	41273.8662	224	1
5_MACS_peak_25835_lociStitched	chr7	29713120	29726370	5	11607	30159.65	225	1
5_MACS_peak_5746_lociStitched	chr11	126332922	126352970	5	11597	44269.9936	226	1
3_MACS_peak_23058_lociStitched	chr5	100224893	100240681	3	11533	22388.9628	227	1
5_MACS_peak_18984_lociStitched	chr22	38783921	38797253	5	11532	16149.0516	228	1
1_MACS_peak_28085_lociStitched	chr8	103817670	103829187	1	11518	85245.3789	229	1
2_MACS_peak_5628_lociStitched	chr11	118886755	118901807	2	11487	39007.258	230	1
5_MACS_peak_22673_lociStitched	chr5	53813352	53828340	5	11463	38986.7856	231	1
3_MACS_peak_15561_lociStitched	chr2	43444508	43456612	3	11428	53862.8	232	1
1_MACS_peak_12604_lociStitched	chr17	74257479	74268902	1	11424	61906.9485	233	1
7_MACS_peak_20211_lociStitched	chr3	112006910	112023838	7	11423	20476.1088	234	1
2_MACS_peak_23154_lociStitched	chr5	118668321	118680338	2	11377	21345.7971	235	1
2_MACS_peak_24335_lociStitched	chr6	31694685	31709230	2	11339	36576.3115	236	1
3_MACS_peak_12108_lociStitched	chr17	43516322	43531318	3	11324	20770.9596	237	1
3_MACS_peak_18320_lociStitched	chr21	34600895	34612595	3	11319	27198.99	238	1
1_MACS_peak_6845_lociStitched	chr12	109020345	109031641	1	11297	34128.6048	239	1
5_MACS_peak_26823_lociStitched	chr7	130903050	130921645	5	11287	20160.699	240	1
2_MACS_peak_12937_lociStitched	chr18	9060468	9074464	2	11224	24171.092	241	1
1_MACS_peak_19418_lociStitched	chr3	13050365	13061540	1	11176	24918.015	242	1
6_MACS_peak_25476_lociStitched	chr6	160389470	160403956	6	11165	15724.553	243	1
4_MACS_peak_27858_lociStitched	chr8	81072964	81084485	4	11125	21649.1111	244	1
5_MACS_peak_24758_lociStitched	chr6	74220720	74234166	5	11111	39429.0504	245	1
5_MACS_peak_13724_lociStitched	chr19	6766740	6783764	5	11101	18872.8064	246	1
6_MACS_peak_30055_lociStitched	chrX	45616524	45629730	6	11081	13450.311	247	1
5_MACS_peak_4996_lociStitched	chr11	65261652	65278381	5	11075	36586.323	248	1
5_MACS_peak_18977_lociStitched	chr22	38654301	38672950	5	11072	20105.4869	249	1
2_MACS_peak_8868_lociStitched	chr15	23658637	23670620	2	11070	49366.3651	250	1
3_MACS_peak_26594_lociStitched	chr7	101921170	101935590	3	11062	24485.16	251	1
3_MACS_peak_19382_lociStitched	chr3	10229685	10241523	3	11052	17105.91	252	1
1_MACS_peak_18025_lociStitched	chr20	52267670	52278704	1	11035	38387.286	253	1
2_MACS_peak_10250_lociStitched	chr16	12056013	12071273	2	11025	31682.812	254	1
5_MACS_peak_30003_lociStitched	chrX	39712836	39730641	5	11013	21097.1445	255	1
2_MACS_peak_8863_lociStitched	chr15	23608056	23619435	2	11005	34919.8752	256	1
6_MACS_peak_22602_lociStitched	chr5	37797006	37813467	6	10951	28484.1144	257	1
1_MACS_peak_6653_lociStitched	chr12	89738122	89749044	1	10923	45686.726	258	1
3_MACS_peak_8965_lociStitched	chr15	31546830	31562060	3	10868	54847.799	259	1
3_MACS_peak_23781_lociStitched	chr5	176726465	176740684	3	10832	28703.8953	260	1
4_MACS_peak_28023_lociStitched	chr8	101440811	101455846	4	10773	25479.8145	261	1
6_MACS_peak_8818_lociStitched	chr15	21985778	22001708	6	10764	17801.775	262	1
3_MACS_peak_10560_lociStitched	chr16	30193160	30212265	3	10754	61386.2755	263	1
8_MACS_peak_29838_lociStitched	chrX	7026726	7039975	8	10749	10895.9776	264	1
2_MACS_peak_16910_lociStitched	chr2	202115840	202126801	2	10732	33481.4706	265	1
2_MACS_peak_1444_lociStitched	chr1	112134811	112148941	2	10713	20896.857	266	1
1_MACS_peak_23789_lociStitched	chr5	176851833	176862541	1	10709	83412.1076	267	1
3_MACS_peak_14060_lociStitched	chr19	16244426	16261408	3	10700	22497.7536	268	1
7_MACS_peak_23598_lociStitched	chr5	157023399	157039830	7	10698	15448.4262	269	1
1_MACS_peak_14832_lociStitched	chr19	50423657	50434346	1	10690	37045.9362	270	1
1_MACS_peak_3265_lociStitched	chr10	22624566	22635241	1	10676	39557.28	271	1
2_MACS_peak_17899_lociStitched	chr20	45173080	45185016	2	10659	27011.168	272	1
2_MACS_peak_17441_lociStitched	chr20	9486547	9497500	2	10653	32337.6372	273	1
4_MACS_peak_5546_lociStitched	chr11	114029541	114044691	4	10632	15837.81	274	1
4_MACS_peak_14805_lociStitched	chr19	49989961	50005203	4	10598	32968.446	275	1
1_MACS_peak_20375_lociStitched	chr3	126626539	126637128	1	10590	37702.1345	276	1
4_MACS_peak_5654_lociStitched	chr11	119551257	119566635	4	10549	29198.2086	277	1
3_MACS_peak_7726_lociStitched	chr13	114863527	114877440	3	10543	22942.537	278	1
5_MACS_peak_1507_lociStitched	chr1	117045138	117060396	5	10519	19188.4608	279	1
1_MACS_peak_10270_lociStitched	chr16	14394799	14405314	1	10516	39582.666	280	1
4_MACS_peak_27223_lociStitched	chr8	12366200	12382247	4	10484	24455.628	281	1
3_MACS_peak_11203_lociStitched	chr16	89032407	89046309	3	10461	36925.1022	282	1
4_MACS_peak_1312_lociStitched	chr1	93416528	93428462	4	10456	19329.4998	283	1
7_MACS_peak_16659_lociStitched	chr2	173449204	173465910	7	10450	16607.4346	284	1
5_MACS_peak_17180_lociStitched	chr2	232534993	232552892	5	10428	37904.7123	285	1
4_MACS_peak_13064_lociStitched	chr18	20810033	20824098	4	10401	18609.4015	286	1
3_MACS_peak_11727_lociStitched	chr17	27043873	27056319	3	10400	35697.6172	287	1
6_MACS_peak_7392_lociStitched	chr13	35736409	35749274	6	10378	10474.683	288	1
4_MACS_peak_1407_lociStitched	chr1	110331735	110350175	4	10373	30496.072	289	1
3_MACS_peak_14177_lociStitched	chr19	19050467	19061783	3	10372	37037.268	290	1
6_MACS_peak_9622_lociStitched	chr15	80301110	80319440	6	10367	16738.956	291	1
5_MACS_peak_9841_lociStitched	chr15	93340603	93354706	5	10356	33622.9623	292	1
9_MACS_peak_10233_lociStitched	chr16	11782840	11800980	9	10318	10530.27	293	1
5_MACS_peak_18153_lociStitched	chr20	61516238	61532307	5	10286	28131.9983	294	1
3_MACS_peak_15049_lociStitched	chr19	58891384	58906384	3	10246	22152	295	1
4_MACS_peak_27140_lociStitched	chr8	7998596	8014507	4	10228	23755.123	296	1
2_MACS_peak_25749_lociStitched	chr7	23506708	23517115	2	10222	55630.6185	297	1
4_MACS_peak_23885_lociStitched	chr6	388979	400531	4	10189	27948.9088	298	1
2_MACS_peak_1927_lociStitched	chr1	156709246	156722776	2	10170	61925.457	299	1
5_MACS_peak_19169_lociStitched	chr22	45621108	45637780	5	10152	18735.9936	300	1
1_MACS_peak_9922_lociStitched	chr15	101735425	101745562	1	10138	49190.8062	301	1
1_MACS_peak_27303_lociStitched	chr8	22296890	22307009	1	10120	64868.8614	302	1
4_MACS_peak_13245_lociStitched	chr18	47833033	47843480	4	10120	23173.5354	303	1
