GENE_ID	locusLine	bin_1_MM25.jin.bam
2_MACS_peak_144_lociStitched	chr1(.):14026181-14029824	4.1941
2_MACS_peak_146_lociStitched	chr1(.):14056848-14057961	1.2119
1_MACS_peak_148_lociStitched	chr1(.):14075142-14076682	3.2884
2_MACS_peak_149_lociStitched	chr1(.):15482924-15483656	1.0428
1_MACS_peak_151_lociStitched	chr1(.):15502406-15502824	1.8272
1_MACS_peak_152_lociStitched	chr1(.):15735378-15737021	3.461
3_MACS_peak_153_lociStitched	chr1(.):15850313-15853961	3.1496
1_MACS_peak_156_lociStitched	chr1(.):15929675-15930032	1.4925
1_MACS_peak_157_lociStitched	chr1(.):15943916-15944703	2.448
1_MACS_peak_158_lociStitched	chr1(.):16010132-16011606	3.5393
2_MACS_peak_159_lociStitched	chr1(.):16160865-16164069	3.8775
1_MACS_peak_161_lociStitched	chr1(.):16173633-16176634	3.4048
1_MACS_peak_162_lociStitched	chr1(.):16178091-16178652	1.8756
2_MACS_peak_163_lociStitched	chr1(.):16212493-16213294	1.2946
1_MACS_peak_165_lociStitched	chr1(.):16219848-16220048	0.7533
1_MACS_peak_166_lociStitched	chr1(.):16301986-16302753	2.8818
1_MACS_peak_167_lociStitched	chr1(.):16533124-16533621	1.6996
1_MACS_peak_168_lociStitched	chr1(.):16543751-16543915	1.358
2_MACS_peak_169_lociStitched	chr1(.):16563051-16564226	1.7902
1_MACS_peak_171_lociStitched	chr1(.):16678353-16679340	3.6217
1_MACS_peak_172_lociStitched	chr1(.):16693607-16694427	4.0
1_MACS_peak_173_lociStitched	chr1(.):16767106-16767792	2.8874
1_MACS_peak_175_lociStitched	chr1(.):16939407-16940409	2.6235
1_MACS_peak_176_lociStitched	chr1(.):16970366-16971996	4.1235
1_MACS_peak_177_lociStitched	chr1(.):16992789-16994205	16.5819
1_MACS_peak_178_lociStitched	chr1(.):17012461-17012775	1.0685
1_MACS_peak_179_lociStitched	chr1(.):17066295-17067663	16.974
1_MACS_peak_180_lociStitched	chr1(.):17221529-17223295	10.2184
1_MACS_peak_181_lociStitched	chr1(.):17230318-17232113	11.0927
1_MACS_peak_182_lociStitched	chr1(.):17240564-17241265	1.9746
1_MACS_peak_183_lociStitched	chr1(.):17379885-17380562	1.7647
2_MACS_peak_184_lociStitched	chr1(.):17764424-17765912	1.6668
1_MACS_peak_186_lociStitched	chr1(.):19228993-19229283	1.9436
1_MACS_peak_187_lociStitched	chr1(.):19277316-19277541	1.0157
1_MACS_peak_188_lociStitched	chr1(.):19278127-19278457	1.7206
1_MACS_peak_189_lociStitched	chr1(.):19282122-19283274	2.9217
1_MACS_peak_190_lociStitched	chr1(.):19536229-19537516	4.0084
1_MACS_peak_191_lociStitched	chr1(.):19577614-19578710	3.1783
1_MACS_peak_192_lociStitched	chr1(.):19638755-19639308	3.4187
1_MACS_peak_193_lociStitched	chr1(.):19811347-19812869	2.5541
1_MACS_peak_194_lociStitched	chr1(.):19922568-19924550	6.722
2_MACS_peak_195_lociStitched	chr1(.):20125776-20126861	1.6949
1_MACS_peak_197_lociStitched	chr1(.):20208817-20209455	2.9944
1_MACS_peak_198_lociStitched	chr1(.):20512556-20513097	1.8087
1_MACS_peak_199_lociStitched	chr1(.):20834102-20835056	3.5116
1_MACS_peak_200_lociStitched	chr1(.):20959895-20960589	3.1931
1_MACS_peak_201_lociStitched	chr1(.):21059886-21060191	1.599
2_MACS_peak_202_lociStitched	chr1(.):21112285-21114436	2.8538
2_MACS_peak_204_lociStitched	chr1(.):21348543-21349635	2.461
1_MACS_peak_206_lociStitched	chr1(.):21502238-21503424	2.8634
1_MACS_peak_207_lociStitched	chr1(.):21616285-21617455	2.8267
2_MACS_peak_208_lociStitched	chr1(.):21619652-21622214	2.4532
2_MACS_peak_210_lociStitched	chr1(.):21660897-21661553	1.6481
1_MACS_peak_212_lociStitched	chr1(.):21671414-21671955	1.3474
2_MACS_peak_213_lociStitched	chr1(.):22106302-22107016	1.164
1_MACS_peak_215_lociStitched	chr1(.):22108039-22110398	5.7214
1_MACS_peak_216_lociStitched	chr1(.):22351199-22352855	4.5152
1_MACS_peak_217_lociStitched	chr1(.):22378962-22380191	8.6049
1_MACS_peak_218_lociStitched	chr1(.):22778082-22779386	3.8723
1_MACS_peak_219_lociStitched	chr1(.):22820816-22821494	2.0708
1_MACS_peak_220_lociStitched	chr1(.):23346014-23346485	2.2001
2_MACS_peak_221_lociStitched	chr1(.):23670279-23671357	2.3629
2_MACS_peak_223_lociStitched	chr1(.):23694573-23695955	2.0047
1_MACS_peak_225_lociStitched	chr1(.):23810380-23810552	0.6241
1_MACS_peak_226_lociStitched	chr1(.):23851693-23852076	1.4373
2_MACS_peak_227_lociStitched	chr1(.):24018310-24018672	1.3058
2_MACS_peak_229_lociStitched	chr1(.):24069538-24070468	1.8364
1_MACS_peak_231_lociStitched	chr1(.):24104217-24105506	2.7916
2_MACS_peak_232_lociStitched	chr1(.):24126834-24127951	1.9819
1_MACS_peak_234_lociStitched	chr1(.):24151472-24152050	2.1462
1_MACS_peak_235_lociStitched	chr1(.):24181709-24182223	1.6448
1_MACS_peak_236_lociStitched	chr1(.):24195021-24195590	1.4973
2_MACS_peak_237_lociStitched	chr1(.):24285634-24286941	3.1852
1_MACS_peak_239_lociStitched	chr1(.):24306373-24306915	3.2151
2_MACS_peak_240_lociStitched	chr1(.):24513333-24514411	1.7224
1_MACS_peak_242_lociStitched	chr1(.):24648349-24648831	1.9586
1_MACS_peak_243_lociStitched	chr1(.):24700027-24700421	1.5664
1_MACS_peak_244_lociStitched	chr1(.):24718092-24718485	1.6674
1_MACS_peak_245_lociStitched	chr1(.):24739694-24740374	2.1504
1_MACS_peak_246_lociStitched	chr1(.):24829062-24829254	0.7086
1_MACS_peak_247_lociStitched	chr1(.):24861694-24861930	1.1916
2_MACS_peak_248_lociStitched	chr1(.):24968910-24970469	2.2978
3_MACS_peak_250_lociStitched	chr1(.):25071821-25074195	2.1202
2_MACS_peak_253_lociStitched	chr1(.):25074893-25075970	1.6337
2_MACS_peak_255_lociStitched	chr1(.):25254822-25257435	2.2505
1_MACS_peak_257_lociStitched	chr1(.):25348948-25349508	2.169
1_MACS_peak_258_lociStitched	chr1(.):25558415-25559793	4.1853
1_MACS_peak_259_lociStitched	chr1(.):25566089-25567043	1.7718
1_MACS_peak_260_lociStitched	chr1(.):25573209-25574453	2.8711
1_MACS_peak_261_lociStitched	chr1(.):25593425-25594565	4.4671
1_MACS_peak_262_lociStitched	chr1(.):25663660-25665562	4.8322
1_MACS_peak_263_lociStitched	chr1(.):25756310-25758339	4.6912
2_MACS_peak_264_lociStitched	chr1(.):25870017-25871003	2.0383
1_MACS_peak_266_lociStitched	chr1(.):25875575-25876196	2.4111
1_MACS_peak_267_lociStitched	chr1(.):26126297-26126511	0.5713
2_MACS_peak_268_lociStitched	chr1(.):26146106-26147233	2.2829
1_MACS_peak_270_lociStitched	chr1(.):26323958-26324667	2.9964
2_MACS_peak_271_lociStitched	chr1(.):26437099-26439482	2.9136
1_MACS_peak_273_lociStitched	chr1(.):26496317-26497138	3.2534
1_MACS_peak_274_lociStitched	chr1(.):26560732-26561422	1.6147
1_MACS_peak_275_lociStitched	chr1(.):26606026-26606308	1.5379
1_MACS_peak_276_lociStitched	chr1(.):26606819-26607068	0.9051
1_MACS_peak_277_lociStitched	chr1(.):26632787-26633163	1.6489
1_MACS_peak_278_lociStitched	chr1(.):26758920-26759328	1.7236
1_MACS_peak_279_lociStitched	chr1(.):26798633-26799608	4.3901
1_MACS_peak_280_lociStitched	chr1(.):26826687-26827959	4.9652
1_MACS_peak_281_lociStitched	chr1(.):26856355-26856618	1.603
1_MACS_peak_282_lociStitched	chr1(.):26868770-26868929	0.9852
1_MACS_peak_283_lociStitched	chr1(.):26946994-26947999	1.9653
2_MACS_peak_284_lociStitched	chr1(.):27019146-27020225	1.3337
2_MACS_peak_286_lociStitched	chr1(.):27021494-27024736	3.9502
1_MACS_peak_288_lociStitched	chr1(.):27113594-27115050	2.6417
2_MACS_peak_289_lociStitched	chr1(.):27153048-27153815	1.3569
2_MACS_peak_291_lociStitched	chr1(.):27159743-27160535	1.4197
2_MACS_peak_293_lociStitched	chr1(.):27164844-27166193	1.4809
1_MACS_peak_295_lociStitched	chr1(.):27191940-27192325	1.8393
1_MACS_peak_296_lociStitched	chr1(.):27216078-27217128	2.4973
1_MACS_peak_297_lociStitched	chr1(.):27226353-27227504	2.6813
2_MACS_peak_298_lociStitched	chr1(.):27247690-27248970	3.5612
1_MACS_peak_300_lociStitched	chr1(.):27481160-27482363	3.5129
1_MACS_peak_301_lociStitched	chr1(.):27561072-27561885	3.2725
1_MACS_peak_302_lociStitched	chr1(.):27648699-27649393	2.03
1_MACS_peak_303_lociStitched	chr1(.):27692636-27693357	1.863
2_MACS_peak_304_lociStitched	chr1(.):27718394-27719393	1.3493
1_MACS_peak_306_lociStitched	chr1(.):27730207-27730423	0.9394
1_MACS_peak_307_lociStitched	chr1(.):27815728-27817308	3.1903
1_MACS_peak_308_lociStitched	chr1(.):27852199-27852355	0.7417
2_MACS_peak_309_lociStitched	chr1(.):27853333-27855280	2.8313
1_MACS_peak_311_lociStitched	chr1(.):27895333-27895613	1.1242
2_MACS_peak_312_lociStitched	chr1(.):27902003-27902502	1.2573
1_MACS_peak_314_lociStitched	chr1(.):27930263-27930747	1.4448
1_MACS_peak_315_lociStitched	chr1(.):27985762-27987129	3.8719
2_MACS_peak_316_lociStitched	chr1(.):28051493-28053314	3.974
1_MACS_peak_318_lociStitched	chr1(.):28099620-28100417	2.8556
1_MACS_peak_319_lociStitched	chr1(.):28157021-28158002	2.104
1_MACS_peak_320_lociStitched	chr1(.):28199192-28200129	1.6226
1_MACS_peak_321_lociStitched	chr1(.):28201238-28201654	1.258
2_MACS_peak_322_lociStitched	chr1(.):28217863-28218592	1.3358
1_MACS_peak_324_lociStitched	chr1(.):28240665-28241124	2.1848
1_MACS_peak_325_lociStitched	chr1(.):28414743-28414981	1.4102
1_MACS_peak_326_lociStitched	chr1(.):28559006-28559668	2.4877
1_MACS_peak_327_lociStitched	chr1(.):28562495-28563149	1.939
2_MACS_peak_328_lociStitched	chr1(.):28571462-28572106	1.177
1_MACS_peak_330_lociStitched	chr1(.):28573376-28573673	1.4277
2_MACS_peak_331_lociStitched	chr1(.):28575404-28576270	1.3986
1_MACS_peak_333_lociStitched	chr1(.):28586002-28586579	2.0512
1_MACS_peak_334_lociStitched	chr1(.):28655463-28656370	2.7625
1_MACS_peak_335_lociStitched	chr1(.):28696040-28696673	2.3297
2_MACS_peak_336_lociStitched	chr1(.):28832049-28832940	0.9727
1_MACS_peak_338_lociStitched	chr1(.):28844725-28844969	0.9386
2_MACS_peak_339_lociStitched	chr1(.):28879087-28880217	1.5994
2_MACS_peak_341_lociStitched	chr1(.):28907852-28908917	1.56
2_MACS_peak_343_lociStitched	chr1(.):28969092-28970515	2.1837
1_MACS_peak_345_lociStitched	chr1(.):28974268-28975317	3.8779
2_MACS_peak_346_lociStitched	chr1(.):28995038-28996185	1.401
2_MACS_peak_348_lociStitched	chr1(.):29062834-29064212	2.1629
1_MACS_peak_350_lociStitched	chr1(.):29212731-29214453	5.7129
4_MACS_peak_351_lociStitched	chr1(.):29240370-29241564	1.2732
2_MACS_peak_355_lociStitched	chr1(.):29507320-29508681	4.5165
1_MACS_peak_357_lociStitched	chr1(.):29556935-29557474	1.803
1_MACS_peak_358_lociStitched	chr1(.):31191286-31192348	6.3613
2_MACS_peak_359_lociStitched	chr1(.):31227145-31228316	0.9757
1_MACS_peak_361_lociStitched	chr1(.):31229743-31230801	2.0852
2_MACS_peak_362_lociStitched	chr1(.):31537636-31539090	1.8896
2_MACS_peak_364_lociStitched	chr1(.):31627671-31628464	1.706
4_MACS_peak_366_lociStitched	chr1(.):31769003-31770535	2.3628
1_MACS_peak_370_lociStitched	chr1(.):32109657-32111152	7.4703
1_MACS_peak_371_lociStitched	chr1(.):32253872-32254897	4.0202
1_MACS_peak_372_lociStitched	chr1(.):32403240-32404342	3.0712
1_MACS_peak_373_lociStitched	chr1(.):32410012-32410648	2.1472
1_MACS_peak_374_lociStitched	chr1(.):32479345-32480334	3.7303
2_MACS_peak_375_lociStitched	chr1(.):32538477-32539103	1.3876
1_MACS_peak_377_lociStitched	chr1(.):32573560-32574357	2.7789
1_MACS_peak_378_lociStitched	chr1(.):32645097-32646208	2.8998
1_MACS_peak_379_lociStitched	chr1(.):32670749-32671949	2.5983
1_MACS_peak_380_lociStitched	chr1(.):32687436-32688775	4.1343
1_MACS_peak_381_lociStitched	chr1(.):32706395-32706597	1.141
1_MACS_peak_382_lociStitched	chr1(.):32716058-32716319	0.9834
2_MACS_peak_383_lociStitched	chr1(.):32757143-32758277	1.6222
1_MACS_peak_385_lociStitched	chr1(.):32781710-32782310	2.4095
2_MACS_peak_386_lociStitched	chr1(.):32800957-32801593	1.4795
1_MACS_peak_388_lociStitched	chr1(.):32807955-32808230	1.0609
1_MACS_peak_389_lociStitched	chr1(.):32817121-32817803	2.5228
1_MACS_peak_390_lociStitched	chr1(.):32859255-32861005	5.7783
1_MACS_peak_391_lociStitched	chr1(.):33092681-33092919	1.1417
1_MACS_peak_392_lociStitched	chr1(.):33115393-33117503	3.9497
1_MACS_peak_393_lociStitched	chr1(.):33282128-33283997	4.1415
2_MACS_peak_394_lociStitched	chr1(.):33429529-33430447	1.5184
1_MACS_peak_396_lociStitched	chr1(.):33502220-33502461	1.0103
1_MACS_peak_397_lociStitched	chr1(.):33592665-33592864	0.8682
1_MACS_peak_398_lociStitched	chr1(.):33593378-33593629	1.4882
1_MACS_peak_399_lociStitched	chr1(.):33721310-33722450	2.1349
1_MACS_peak_400_lociStitched	chr1(.):33814748-33815461	2.2558
1_MACS_peak_401_lociStitched	chr1(.):35324815-35325371	1.7749
1_MACS_peak_402_lociStitched	chr1(.):35331589-35332219	1.5912
1_MACS_peak_403_lociStitched	chr1(.):35450494-35450847	1.0635
1_MACS_peak_404_lociStitched	chr1(.):35496866-35497300	1.4636
1_MACS_peak_405_lociStitched	chr1(.):35545104-35545622	1.6008
1_MACS_peak_406_lociStitched	chr1(.):35657627-35658911	6.9133
2_MACS_peak_407_lociStitched	chr1(.):35734198-35735197	2.6689
1_MACS_peak_409_lociStitched	chr1(.):36004842-36005026	1.0721
1_MACS_peak_410_lociStitched	chr1(.):36022467-36024251	4.328
1_MACS_peak_411_lociStitched	chr1(.):36106411-36107866	2.2798
1_MACS_peak_412_lociStitched	chr1(.):36184024-36184927	1.942
1_MACS_peak_413_lociStitched	chr1(.):36273988-36274431	1.4007
1_MACS_peak_414_lociStitched	chr1(.):36348824-36349466	2.6216
2_MACS_peak_415_lociStitched	chr1(.):36395704-36397346	3.993
2_MACS_peak_417_lociStitched	chr1(.):36554293-36555340	3.4029
2_MACS_peak_419_lociStitched	chr1(.):36614413-36616955	3.445
2_MACS_peak_421_lociStitched	chr1(.):36620755-36622816	5.8348
1_MACS_peak_423_lociStitched	chr1(.):36640483-36641678	2.5777
1_MACS_peak_424_lociStitched	chr1(.):36688832-36690810	3.5966
2_MACS_peak_425_lociStitched	chr1(.):36839622-36840345	1.7507
2_MACS_peak_427_lociStitched	chr1(.):36850649-36853764	4.0291
1_MACS_peak_429_lociStitched	chr1(.):36857148-36857343	0.9133
1_MACS_peak_430_lociStitched	chr1(.):36862857-36863655	3.2078
3_MACS_peak_431_lociStitched	chr1(.):36915636-36916802	1.9559
1_MACS_peak_434_lociStitched	chr1(.):36929470-36930568	1.9603
1_MACS_peak_435_lociStitched	chr1(.):37940122-37940956	2.4071
1_MACS_peak_436_lociStitched	chr1(.):37942452-37942976	1.5952
2_MACS_peak_437_lociStitched	chr1(.):37944738-37945390	1.4057
1_MACS_peak_439_lociStitched	chr1(.):37979564-37980713	2.1916
1_MACS_peak_440_lociStitched	chr1(.):38019303-38020015	2.8642
3_MACS_peak_441_lociStitched	chr1(.):38061093-38062114	1.2843
1_MACS_peak_444_lociStitched	chr1(.):38141641-38141882	0.9015
1_MACS_peak_445_lociStitched	chr1(.):38155813-38156017	0.7091
1_MACS_peak_446_lociStitched	chr1(.):38157334-38157969	1.909
1_MACS_peak_447_lociStitched	chr1(.):38273044-38274668	2.4299
1_MACS_peak_448_lociStitched	chr1(.):38305609-38305809	0.8958
2_MACS_peak_449_lociStitched	chr1(.):38324575-38325799	1.8305
2_MACS_peak_451_lociStitched	chr1(.):38411858-38412778	1.7008
1_MACS_peak_453_lociStitched	chr1(.):38478454-38478651	0.916
2_MACS_peak_454_lociStitched	chr1(.):39324784-39325624	2.6261
1_MACS_peak_456_lociStitched	chr1(.):39338362-39339111	2.8182
1_MACS_peak_457_lociStitched	chr1(.):39456159-39457810	3.5323
2_MACS_peak_458_lociStitched	chr1(.):39491333-39492566	1.886
2_MACS_peak_460_lociStitched	chr1(.):39571024-39572406	1.8309
1_MACS_peak_462_lociStitched	chr1(.):39733749-39733949	1.1936
3_MACS_peak_463_lociStitched	chr1(.):39873533-39875322	1.8426
2_MACS_peak_466_lociStitched	chr1(.):39956640-39957559	1.6688
1_MACS_peak_468_lociStitched	chr1(.):39975397-39975834	1.1311
1_MACS_peak_469_lociStitched	chr1(.):39991164-39991466	1.4079
1_MACS_peak_470_lociStitched	chr1(.):40041245-40042628	3.5401
1_MACS_peak_471_lociStitched	chr1(.):40064104-40064261	0.7727
2_MACS_peak_472_lociStitched	chr1(.):40071827-40072466	1.9795
1_MACS_peak_474_lociStitched	chr1(.):40204563-40204870	1.6302
2_MACS_peak_475_lociStitched	chr1(.):40241501-40242051	0.8706
2_MACS_peak_477_lociStitched	chr1(.):40254563-40255139	1.5323
1_MACS_peak_479_lociStitched	chr1(.):40264755-40265619	2.2624
1_MACS_peak_480_lociStitched	chr1(.):40282646-40283180	2.866
1_MACS_peak_481_lociStitched	chr1(.):40311706-40312000	1.6355
1_MACS_peak_482_lociStitched	chr1(.):40348731-40349257	1.4327
1_MACS_peak_483_lociStitched	chr1(.):40367182-40367378	1.101
1_MACS_peak_484_lociStitched	chr1(.):40426179-40426364	0.5282
3_MACS_peak_485_lociStitched	chr1(.):40504807-40506792	1.7072
1_MACS_peak_488_lociStitched	chr1(.):40626515-40627983	2.9044
3_MACS_peak_489_lociStitched	chr1(.):40722754-40724142	2.5416
1_MACS_peak_492_lociStitched	chr1(.):40839283-40840357	2.7348
2_MACS_peak_493_lociStitched	chr1(.):40850469-40852421	2.3889
1_MACS_peak_495_lociStitched	chr1(.):41157032-41158422	5.4476
1_MACS_peak_496_lociStitched	chr1(.):41174513-41175075	2.0443
1_MACS_peak_497_lociStitched	chr1(.):41445041-41446065	2.3891
1_MACS_peak_498_lociStitched	chr1(.):41706934-41708464	3.5265
1_MACS_peak_499_lociStitched	chr1(.):41826755-41827461	1.6335
2_MACS_peak_500_lociStitched	chr1(.):42385240-42385737	0.9924
1_MACS_peak_502_lociStitched	chr1(.):42501056-42501362	1.6343
1_MACS_peak_503_lociStitched	chr1(.):42800047-42801500	2.7365
1_MACS_peak_504_lociStitched	chr1(.):42921309-42923004	5.1461
1_MACS_peak_505_lociStitched	chr1(.):42928288-42929551	3.4284
2_MACS_peak_506_lociStitched	chr1(.):43124056-43124445	1.0853
1_MACS_peak_508_lociStitched	chr1(.):43147981-43148875	2.8707
1_MACS_peak_509_lociStitched	chr1(.):43232154-43232332	0.983
1_MACS_peak_510_lociStitched	chr1(.):43232865-43233511	3.1478
2_MACS_peak_511_lociStitched	chr1(.):43282126-43283100	1.9909
2_MACS_peak_513_lociStitched	chr1(.):43389748-43390682	1.628
1_MACS_peak_515_lociStitched	chr1(.):43397762-43397942	0.5999
1_MACS_peak_516_lociStitched	chr1(.):43400614-43400820	0.5826
1_MACS_peak_517_lociStitched	chr1(.):43423586-43424538	2.9178
1_MACS_peak_518_lociStitched	chr1(.):43637738-43638334	1.908
1_MACS_peak_519_lociStitched	chr1(.):43814738-43815302	3.9342
