GENE	H3k27me3_25_DMSO_compare_TSS_SIGNAL	H3k27me3_25_DMSO_compare_DISTAL_SIGNAL
ALG3	0.0	33740.2529
ALKBH3	0.0	3640.2047
ALKBH4	0.0	19767.437700000002
ALKBH5	0.0	400.9275
ALKBH6	0.0	38392.64980000001
ALKBH7	0.0	56925.81289999999
ALLC	0.0	2160.5211
ALMS1	0.0	4826.0383999999995
ALOX12	0.0	53657.6515
ALOX12B	10910.6448	206607.29249999995
ALOX15	7460.0673	138388.5172
ALOX15B	4970.9264	208632.08199999997
ALOXE3	2809.4812	188617.44939999995
ALPI	0.0	21348.8025
ALPL	4690.705599999999	235927.57720000003
ALPP	147.63840000000002	3743.175
ALPPL2	0.0	16226.290600000002
ALS2CL	372.876	951.3444
ALX3	0.0	709.9904
ALX4	2030.6333	38568.7683
AMAC1	0.0	420.9872
AMAC1L3	0.0	110171.74850000002
AMBP	0.0	8730.978
AMDHD2	0.0	9394.7501
AMFR	0.0	8366.3819
AMH	0.0	27561.4194
AMHR2	0.0	1364.7705
AMICA1	905.4536	64805.53540000001
AMIGO3	0.0	15371.599400000001
AMOTL2	0.0	6206.0358
AMPD3	1742.7188	393.19559999999996
AMZ1	5996.905200000001	182253.85429999998
AMZ2	0.0	6273.4725
ANAPC11	0.0	103216.75070000002
ANAPC2	0.0	109938.94979999999
ANGPT4	121.1379	4150.8252
ANGPTL4	5995.9896	60462.7074
ANGPTL6	0.0	32836.270000000004
ANK1	0.0	631.917
ANKLE1	1083.3311999999999	53118.89669999999
ANKRD11	0.0	3380.2012999999997
ANKRD13B	0.0	1347.9653
ANKRD13D	0.0	1536.1675
ANKRD16	0.0	197.8496
ANKRD2	0.0	604.368
ANKRD22	0.0	581.0107
ANKRD23	0.0	20465.3293
ANKRD24	1937.8703	305862.76780000003
ANKRD30BL	0.0	32911.6408
ANKRD33	0.0	88890.5551
ANKRD34A	702.4764	17000.6456
ANKRD35	1089.7236	15344.909499999998
ANKRD39	0.0	20747.7353
ANKRD40	0.0	83234.33860000002
ANKRD53	0.0	20332.8504
ANKRD54	0.0	27029.113500000007
ANKRD7	0.0	1087.3854
ANKRD9	0.0	4738.4736
ANKS3	0.0	577.7296
ANKZF1	0.0	30256.377099999998
ANO1	2073.5972	440337.35610000015
ANO7	0.0	4205.9927
ANO8	0.0	58833.200699999994
ANO9	1075.2749999999999	157444.57460000002
ANP32E	0.0	666.1315999999999
ANXA9	0.0	56.78380000000001
AOC2	0.0	25616.6544
AOC3	0.0	25616.6544
AP1B1	0.0	22791.0022
AP1M1	0.0	5195.561599999999
AP1M2	0.0	31131.796800000004
AP1S1	189.6384	263220.702
AP2A1	0.0	40674.0332
AP2A2	0.0	51606.495899999994
AP2M1	0.0	18866.3622
AP4M1	0.0	36468.346000000005
APBA3	0.0	424290.6591000001
APC2	7791.400000000001	253396.06300000002
APCDD1L	0.0	67632.34079999999
APEH	0.0	15371.599400000001
APH1A	0.0	666.1315999999999
APLP1	3715.9548	199981.6473000001
APOA1BP	0.0	189986.65310000003
APOA2	0.0	0.0
APOB	0.0	134.8088
APOB48R	0.0	1877.8052999999998
APOBEC3G	0.0	177.492
APOBEC3H	0.0	177.492
APOC1	1621.9229	257353.62079999998
APOC1P1	5466.203799999999	228974.75949999996
APOC2	0.0	210602.51199999996
APOC4	0.0	210732.41379999995
APOD	0.0	24504.634899999997
APOE	2610.6	269565.88029999996
APOL6	0.0	10446.5579
APOM	0.0	10571.4544
APPL1	0.0	151.41039999999998
APRT	0.0	14321.7337
AQP12A	7194.0	88348.6662
AQP12B	510.3898	88348.6662
AQP2	0.0	55710.912299999996
AQP5	3023.9978	58132.5634
AQP6	9524.800000000001	58132.5634
ARAP1	0.0	29798.132199999996
ARAP3	0.0	3655.1013999999996
ARC	23504.6	481984.9001000001
ARCN1	0.0	21509.1788
ARF1	0.0	35779.2943
ARF3	0.0	35718.137800000004
ARFGAP1	0.0	792458.0165999995
ARFGAP2	0.0	1996.6266999999998
ARFGAP3	0.0	2130.0611000000004
ARFGEF1	0.0	1056.5647999999999
ARFIP2	0.0	884.6013
ARFRP1	0.0	144886.6985
ARHGAP11A	0.0	485.1035
ARHGAP17	0.0	3775.8302
ARHGAP23	0.0	74639.80729999999
ARHGAP33	0.0	208577.03329999998
ARHGAP39	0.0	68223.1055
ARHGAP4	0.0	47464.62309999999
ARHGAP40	0.0	16642.4718
ARHGAP8	0.0	191887.21379999994
ARHGAP9	0.0	4696.9115
ARHGDIA	0.0	103216.75070000002
ARHGDIG	2405.9645	23149.5164
ARHGEF1	0.0	389769.09989999986
ARHGEF10	0.0	121946.20790000005
ARHGEF10L	2879.2807000000003	601594.0097000004
ARHGEF11	0.0	1730.9152
ARHGEF15	4885.672	26394.9913
ARHGEF16	5534.578	1166820.2780000002
ARHGEF17	955.4012	0.0
ARHGEF18	0.0	102269.98
ARHGEF19	0.0	263049.57340000005
ARHGEF2	0.0	12826.275
ARHGEF25	0.0	13188.196299999998
ARHGEF3	449.19599999999997	151.41039999999998
ARHGEF38	0.0	518.073
ARHGEF40	445.952	358.02119999999996
ARHGEF7	417.0044	15.328
ARID3A	0.0	137998.0521
ARID3C	8751.2	204322.6267
ARL10	1743.2318	0.0
ARL16	0.0	24425.1603
ARL2	0.0	411.76800000000003
ARL4D	7587.2	30483.69160000001
ARL5C	0.0	49810.647300000004
ARL8A	0.0	79737.62679999998
ARMC5	0.0	11108.576000000001
ARMC7	0.0	2322.179
ARMS2	0.0	1568.5758
ARPC4	0.0	445.0282
ARPC5L	0.0	0.0
ARPP19	0.0	189.52949999999998
ARRB1	2382.1906	50940.791
ARRB2	0.0	17563.6135
ARRDC1	0.0	4262.1928
ARRDC2	10926.819	342044.45580000005
ARRDC5	0.0	8876.336
ARSA	0.0	103115.09040000003
ARSG	0.0	6273.4725
ARSI	0.0	836.165
ARSK	0.0	325.60560000000004
ART1	0.0	2217.8331
ART5	0.0	2217.8331
ARVCF	2528.1059	71237.9172
ARX	0.0	519.948
ASAP3	1347.2251999999999	10702.7042
ASB10	9003.576200000001	173458.9518
ASB15	0.0	1967.806
ASB16	0.0	53627.47199999999
ASB6	211.7475	424513.30600000004
ASB8	0.0	734.1197999999999
ASCL2	89.388	511374.48449999985
ASCL3	0.0	0.0
ASF1B	0.0	204145.92520000006
ASGR1	12027.000000000002	196707.91080000016
ASGR2	2513.1286	195795.93359999996
ASNA1	0.0	31006.21870000001
ASPDH	0.0	265389.70609999995
ASPG	0.0	26937.580100000003
ASPHD1	3534.5178	22600.875300000003
ASPHD2	0.0	3085.6092
ASPSCR1	0.0	65046.63850000001
ASS1	1041.0531	359689.45809999976
ASTL	0.0	30416.1723
ATAD3A	0.0	167584.0994
ATAD3B	0.0	101808.64540000001
ATAD3C	5741.783699999999	152127.90699999998
ATAD5	0.0	386.7066
ATCAY	3884.7999999999997	605946.4407
ATF3	1640.69	1510.2996
ATF4	0.0	106963.8723
ATF6B	0.0	351641.81230000005
ATF7	0.0	5966.919
ATG2A	0.0	2199.2129999999997
ATG4B	0.0	14891.0873
ATG4D	0.0	31131.796800000004
ATG5	0.0	1266.6368
ATG9A	0.0	30256.377099999998
ATG9B	0.0	56832.277299999994
ATHL1	625.347	228255.55579999994
ATL3	0.0	999.1029
ATN1	0.0	21971.4176
ATOH8	2946.4	3542.4058
ATP13A2	0.0	167330.0968
ATP13A3	0.0	20695.055
ATP1A2	0.0	4580.094800000001
ATP1A3	3483.2775999999994	380467.3586
ATP1A4	0.0	4580.094800000001
ATP1B2	10389.0	133855.65960000004
ATP2A1	0.0	928.9452
ATP2B2	6030.5138	11055.5193
ATP2B3	5603.6	232066.7386000001
ATP4A	4230.2234	203330.77080000003
ATP4B	1747.7936	1216.929
ATP5D	0.0	670021.8996
ATP5E	0.0	5105.4785999999995
ATP5EP2	0.0	221.5542
ATP5G1	0.0	45480.8183
ATP5G2	0.0	34705.063799999996
ATP5H	0.0	96788.66000000002
ATP5L2	0.0	36764.592800000006
ATP6V0A1	0.0	2986.6287999999995
ATP6V0C	0.0	9394.7501
ATP6V0D1	0.0	16559.9961
ATP6V0E2	0.0	293631.3752
ATP6V1B1	0.0	20332.8504
ATP6V1F	0.0	73460.43089999999
ATP6V1G2	0.0	10571.4544
ATP6V1H	0.0	263.0043
ATP8B1	982.7189999999999	0.0
ATP8B3	2811.9105	321041.8338
ATRIP	0.0	13940.433699999998
ATXN10	0.0	219280.29189999995
ATXN7L1	316.303	31.5328
ATXN7L3	0.0	53627.47199999999
AUP1	0.0	19713.8234
AURKAIP1	0.0	172506.0402
AURKB	0.0	32661.174500000005
AVIL	0.0	3478.6668
AVP	2718.348	16121.565999999999
AVPI1	0.0	11080.271999999999
AVPR2	0.0	57547.30079999999
AXIN1	0.0	23558.8578
AXL	11692.0	104053.3449
AZGP1	0.0	3037.1488
AZGP1P1	0.0	3037.1488
AZI1	0.0	300495.6134
AZU1	4249.4	461245.0231999999
B3GALT4	0.0	27035.8867
B3GALT6	0.0	354433.76090000005
B3GAT1	0.0	4570.2123
B3GAT3	0.0	18.4315
B3GNT1	0.0	121998.99369999998
B3GNT3	3957.8	133259.97960000002
B3GNT6	0.0	4324.657300000001
B3GNT7	1259.6823	324.19
B3GNT9	0.0	3216.0161999999996
B3GNTL1	0.0	242815.47929999992
B4GALNT1	0.0	13188.196299999998
B4GALNT2	379.3593	39276.2543
B4GALNT3	3167.2632	13644.129200000003
B4GALNT4	884.1942999999999	259868.69399999996
B4GALT3	0.0	0.0
B4GALT5	0.0	696.3964
B4GALT7	0.0	1101.3700000000001
B9D1	0.0	3720.6383
BACE2	0.0	1323.0
BAD	0.0	38254.7496
BAG5	0.0	1405.8059999999998
BAGE	0.0	10911.998099999999
BAGE4	0.0	10911.998099999999
BAHCC1	5807.6746	1288603.3261999998
BAHD1	404.76320000000004	11422.971599999999
BAI1	31161.600000000006	377045.94449999987
BAI2	0.0	269166.7212999999
BAIAP2	2388.5777	372430.8179
BAIAP2L2	0.0	723.7374000000001
BAIAP3	21032.416599999997	274506.2935
BAK1	0.0	2178.659
BANF1	0.0	767.8905
BANP	0.0	2666.9144
BAP1	0.0	103850.7216
BARHL1	751.6476	198261.07410000003
BARX1	2929.7149	26676.0793
BASE	0.0	8210.8786
BAT1	0.0	10571.4544
BAT2	0.0	10571.4544
BAT3	0.0	10571.4544
BATF2	0.0	411.76800000000003
BATF3	2398.4818	13.8276
BAX	0.0	91281.45199999999
BAZ1B	0.0	37165.825500000006
BBC3	0.0	21881.216599999996
BBS1	0.0	97152.98890000001
BBS12	0.0	740.5731000000001
BBS2	0.0	356.05830000000003
BBS4	0.0	27671.001499999995
BCAM	4463.733100000001	255842.28710000005
BCAN	0.0	203331.9395
BCAP29	0.0	596.0807
BCAP31	0.0	108223.33890000002
BCAR1	1927.6648999999998	4408.938399999999
BCAT1	1648.1022	4804.1967
BCAT2	0.0	122464.583
BCDIN3D	0.0	19762.061999999998
BCKDK	0.0	18719.656
BCL2L11	0.0	885.3742
BCL2L12	0.0	41985.2596
BCL2L2	0.0	2945.9979000000003
BCL3	0.0	113230.58050000001
BCL6	534.0686000000001	4153.4714
BCL6B	0.0	83693.86330000003
BCL7A	0.0	666.5186
BCL7B	0.0	69381.5563
BCRP2	0.0	36163.2125
BCRP3	0.0	3792.5854
BDH1	0.0	12033.2261
BEAN1	319.0888	3338.6166000000003
BECN1	0.0	25616.6544
BEGAIN	0.0	9429.050400000002
BEST1	0.0	110736.74639999999
BEST2	8302.0	61388.87229999999
BET1L	0.0	30081.447800000005
BGN	4374.4238	201151.68480000013
BHLHA9	3073.3289999999997	425857.07459999964
BHLHE23	15470.399999999998	675185.6918
BIK	1102.6960000000001	53876.939300000005
BIN1	0.0	1236.15
BIN2	0.0	0.0
BIN3	0.0	77526.56870000002
BIRC5	0.0	46914.56189999999
BIRC7	12374.399999999998	737690.2050999998
BLCAP	0.0	4852.004199999999
BLK	0.0	6379.9358
BLM	0.0	42118.225999999995
BLMH	0.0	0.0
BLOC1S1	0.0	239.0528
BLOC1S3	0.0	111262.43000000002
BLVRB	382.7338	79325.1083
BMI1	38.702999999999996	5627.7266
BMP1	1882.5687000000003	93563.11249999999
BMP3	1026.513	5778.276699999999
BMP6	0.0	1799.6126
BMP7	2243.2992	6005.159299999998
BMPR1A	0.0	10457.286300000002
BMS1	0.0	1883.9808
BMS1P1	0.0	72.051
BNIP1	0.0	9816.917800000001
BNIPL	0.0	1883.9805
BOD1L	0.0	1963.1861000000001
BOK	2689.4611999999997	14891.0873
BOK-AS	2821.926	14891.0873
BOLA2B	0.0	0.0
BOP1	0.0	21639.694900000002
BPHL	0.0	0.0
BPIL1	3179.96	23075.5969
BPIL3	0.0	22136.7591
BRD1	0.0	47573.4232
BRD3	0.0	99140.0755
BRD4	0.0	88254.81659999998
BRD9	0.0	4184.8523000000005
BREA2	0.0	166983.39820000005
BRF1	0.0	97184.32900000001
BRF2	0.0	7918.4237
BRMS1	0.0	121537.61619999997
BRSK1	0.0	118519.20129999997
BRSK2	2353.824	286666.29449999996
BSG	0.0	204647.41969999997
BSN	1026.0340999999999	3198.6367
BSND	0.0	2148.808
BSPH1	1120.9766	25831.211600000002
BST2	0.0	88826.92920000004
BSX	2309.5332	8983.4394
BTBD11	0.0	2840.8518
BTBD16	0.0	1311.786
BTBD17	7010.799999999999	382184.62990000023
BTBD6	0.0	97184.32900000001
BTG2	0.0	1429.2981
BTNL3	0.0	2141.7176
BTNL9	0.0	4258.772
BTRC	0.0	5387.8552
BUB1B	0.0	0.0
BUB3	0.0	3401.6385
BZRAP1	0.0	26004.7583
C10orf105	0.0	80060.16459999997
C10orf114	947.6351999999999	1767.0594
C10orf12	0.0	17683.438199999997
C10orf125	561.5052000000001	39888.484200000006
C10orf140	0.0	1767.0594
C10orf2	0.0	71739.8662
C10orf35	0.0	118382.19749999998
C10orf47	0.0	734.6826000000001
C10orf53	0.0	808.8498
C10orf54	0.0	33999.958399999996
C10orf55	0.0	313.5072
C10orf62	0.0	604.368
C10orf82	0.0	150.975
C10orf91	0.0	79809.02000000002
C10orf93	1709.211	152126.28610000003
C10orf95	0.0	111842.87400000001
C11orf10	0.0	420616.5603999999
C11orf16	0.0	0.0
C11orf17	0.0	0.0
C11orf20	5869.043000000001	61773.9822
C11orf21	3577.7127000000005	458741.5829999998
C11orf24	0.0	489.4632
C11orf31	0.0	5841.214599999999
C11orf35	0.0	11791.9646
C11orf36	2672.1674	85959.61470000002
C11orf49	0.0	825.4176
C11orf61	0.0	20004.418999999998
C11orf63	0.0	8983.4394
C11orf66	4393.1418	552210.2274000001
C11orf68	0.0	1286.159
C11orf84	0.0	999.1029
C11orf85	0.0	2199.2129999999997
C11orf86	931.9163	53838.08589999999
C11orf9	17408.1079	434132.23509999993
C11orf94	0.0	56945.761600000005
C11orf95	781.3125	999.1029
C11orf96	0.0	3640.2047
C12orf10	0.0	1364.7705
C12orf12	0.0	1550.0508
C12orf44	0.0	83451.63520000002
C12orf5	0.0	1484.8232
C12orf53	23500.0	55449.5166
C12orf62	0.0	2421.6511
C12orf68	609.3304	734.1197999999999
C12orf77	0.0	4804.1967
C13orf28	0.0	35485.908800000005
C14orf153	0.0	1405.8059999999998
C14orf176	0.0	358.02119999999996
C14orf180	856.9144	29372.353600000006
C14orf2	0.0	1982.7689
C14orf70	0.0	6286.351200000001
C14orf73	0.0	30080.342600000007
C14orf79	1081.2815	47241.7758
C14orf80	0.0	46922.146700000005
C14orf93	0.0	500.1577
C15orf17	0.0	6350.6567000000005
C15orf23	0.0	29763.8197
C15orf39	0.0	93961.899
C15orf42	0.0	0.0
C15orf52	0.0	33282.1749
C15orf56	3925.8882000000003	21859.203299999997
C15orf59	2645.1907	10186.693599999999
C15orf60	0.0	12043.472899999999
C15orf63	0.0	531.8801
C16orf11	10842.0208	41906.1492
C16orf13	0.0	125369.2213
C16orf3	0.0	20605.114799999996
C16orf42	0.0	238491.0044
C16orf5	0.0	20866.025800000003
C16orf53	0.0	22600.875300000003
C16orf55	0.0	11809.681199999999
C16orf57	0.0	1456.521
C16orf58	0.0	5084.3446
C16orf59	0.0	9394.7501
C16orf63	0.0	0.0
C16orf7	0.0	8072.697099999999
C16orf70	0.0	2138.6951999999997
C16orf71	0.0	577.7296
C16orf73	0.0	75202.94000000003
C16orf74	0.0	4624.2735
C16orf75	0.0	0.0
C16orf78	0.0	3934.366
C16orf79	0.0	163693.87569999998
C16orf81	0.0	29684.859099999994
C16orf89	1935.4585	78378.74279999999
C16orf91	4710.4	198057.4974
C16orf92	16624.8	79073.51019999999
C17orf100	0.0	17109.521800000002
C17orf102	5427.3739000000005	3309.6748000000007
C17orf103	0.0	43596.71460000001
C17orf104	0.0	14103.622799999997
C17orf105	1565.991	113584.10419999996
C17orf106	0.0	29756.9564
C17orf28	13184.0	244496.25499999998
C17orf37	0.0	16417.787
C17orf42	0.0	386.7066
C17orf44	0.0	30917.013899999998
C17orf47	0.0	1460.8314
C17orf49	0.0	83491.67450000002
C17orf50	0.0	12789.791099999999
C17orf51	0.0	16601.565099999996
C17orf54	0.0	6791.0329
C17orf55	8041.2	464887.8480000001
C17orf56	0.0	289132.3102999999
C17orf58	0.0	564.3208
C17orf59	0.0	60304.290499999996
C17orf61	451.30800000000005	119502.17109999999
C17orf65	0.0	53627.47199999999
C17orf66	0.0	194.67000000000002
C17orf68	0.0	26394.9913
C17orf69	0.0	1921.921
C17orf70	0.0	541520.8226000001
C17orf72	0.0	1096.2305999999999
C17orf74	7188.0	119502.17109999999
C17orf75	0.0	632.4354000000001
C17orf76	0.0	1139.32
C17orf77	847.6436	285180.79839999997
C17orf80	0.0	4392.5039
C17orf81	0.0	161808.06679999997
C17orf82	1534.8762	13819.7978
C17orf85	0.0	352.19280000000003
C17orf86	0.0	5838.2498
C17orf87	0.0	1954.817
C17orf88	0.0	58325.2798
C17orf89	0.0	289132.3102999999
C17orf90	0.0	24425.1603
C17orf91	0.0	30330.024499999996
C17orf95	0.0	10700.7964
C17orf96	0.0	182315.16739999992
C17orf97	0.0	97069.84120000002
C17orf99	0.0	3894.1675000000005
C18orf1	0.0	2805.7008
C18orf32	0.0	0.0
C19orf10	0.0	352015.80750000005
C19orf12	0.0	10779.116000000002
C19orf2	0.0	30828.306699999997
C19orf20	0.0	256373.76939999996
C19orf21	6286.400000000001	712110.1489
C19orf22	0.0	139977.52530000004
C19orf23	0.0	684152.3215999999
C19orf24	0.0	684152.3215999999
C19orf25	0.0	254090.38109999997
C19orf26	6578.5776	670021.8996
C19orf28	0.0	160820.07830000002
C19orf29	0.0	154351.80359999996
C19orf30	0.0	189019.8793
C19orf33	0.0	70115.1019
C19orf35	0.0	44626.5669
C19orf39	0.0	155441.53480000008
C19orf42	0.0	1186.7015999999999
C19orf43	0.0	25930.777100000003
C19orf45	2849.54	330582.94029999996
C19orf46	0.0	38527.7793
C19orf47	0.0	36220.431
C19orf48	0.0	53516.33439999997
C19orf50	0.0	52131.753000000004
C19orf51	1331.3357	188950.32830000005
C19orf53	0.0	32648.247599999995
C19orf54	0.0	16337.641000000001
C19orf55	0.0	176493.40039999998
C19orf56	0.0	13888.5112
C19orf57	0.0	19422.8223
C19orf59	9611.2	492084.43489999993
C19orf6	0.0	43915.03220000001
C19orf60	0.0	52131.753000000004
C19orf61	0.0	4078.5108
C19orf62	0.0	53118.89669999999
C19orf63	0.0	265389.70609999995
C19orf66	0.0	35395.258
C19orf70	0.0	108271.47929999999
C19orf71	0.0	187934.2393
C19orf73	1667.4551000000001	202646.56279999999
C19orf76	0.0	41985.2596
C19orf77	2684.6875999999997	301831.5258
C1QA	0.0	486222.7514999996
C1QB	7456.991999999999	491171.1095999997
C1QC	7004.5695	490669.6349999996
C1QL1	2776.2451	97778.85199999996
C1QL4	3325.4808000000003	22885.070399999997
C1QTNF1	16874.4	722355.9638000001
C1QTNF5	4131.599999999999	31838.658499999998
C1QTNF6	0.0	435295.8514999998
C1QTNF8	7480.400000000001	846754.1312000001
C1orf105	0.0	722.1015
C1orf109	0.0	20267.379200000003
C1orf122	0.0	7392.2636
C1orf126	1509.1070000000002	4832.4282
C1orf127	0.0	234127.72680000003
C1orf128	0.0	1555.7588999999998
C1orf135	0.0	1173.3962000000001
C1orf144	0.0	24728.559400000006
C1orf151	0.0	35652.439300000005
C1orf157	0.0	789.7032
C1orf158	878.8845	776.4848
C1orf159	149.0533	587908.0900999999
C1orf170	14553.2	466299.89509999997
C1orf172	0.0	9855.0566
C1orf174	0.0	9957.6818
C1orf175	0.0	788.9355999999999
C1orf177	0.0	788.9355999999999
C1orf182	0.0	176321.825
C1orf187	9029.6112	184845.88380000004
C1orf192	0.0	45529.5797
C1orf200	5661.3463999999985	116479.07099999995
C1orf204	0.0	4196.9848999999995
C1orf210	0.0	5967.2696
C1orf212	0.0	7445.8125
C1orf213	0.0	312.3608
C1orf228	0.0	910.4159
C1orf230	773.7828000000001	15071.2106
C1orf35	0.0	35779.2943
C1orf51	0.0	666.1315999999999
C1orf53	0.0	8405.188699999999
C1orf54	0.0	666.1315999999999
C1orf56	1791.3153	9134.3127
C1orf61	5386.8	176321.825
C1orf64	458.0946	295760.6532
C1orf65	0.0	311.9581
C1orf66	0.0	157408.1746
